Date,SWEDEN MID CAP Mid Cap
2002-03-18,300.093
2002-03-19,299.353
2002-03-20,299.087
2002-03-21,297.92
2002-03-22,298.579
2002-03-25,296.662
2002-03-26,294.073
2002-03-27,293.881
2002-03-28,295.673
2002-03-29,295.673
2002-04-01,298.591
2002-04-02,298.07
2002-04-03,294.826
2002-04-04,293.038
2002-04-05,294.188
2002-04-08,289.081
2002-04-09,287.435
2002-04-10,287.853
2002-04-11,286.163
2002-04-12,285.396
2002-04-15,287.7
2002-04-16,293.144
2002-04-17,295.057
2002-04-18,292.302
2002-04-19,291.264
2002-04-22,283.699
2002-04-23,286.507
2002-04-24,280.483
2002-04-25,277.451
2002-04-26,284.043
2002-04-29,285.879
2002-04-30,290.153
2002-05-01,291.857
2002-05-02,292.548
2002-05-03,291.454
2002-05-06,291.688
2002-05-07,288.052
2002-05-08,293.721
2002-05-09,293.216
2002-05-10,289.899
2002-05-13,295.928
2002-05-14,296.916
2002-05-15,297.331
2002-05-16,297.039
2002-05-17,299.706
2002-05-20,300.561
2002-05-21,300.606
2002-05-22,297.856
2002-05-23,296.091
2002-05-24,296.089
2002-05-27,295.38
2002-05-28,297.822
2002-05-29,295.739
2002-05-30,293.985
2002-05-31,294.57
2002-06-03,296.492
2002-06-04,292.743
2002-06-05,293.365
2002-06-06,293.307
2002-06-07,288.436
2002-06-10,290.16
2002-06-11,291.137
2002-06-12,288.873
2002-06-13,288.881
2002-06-14,282.474
2002-06-17,289.177
2002-06-18,293.533
2002-06-19,290.462
2002-06-20,282.344
2002-06-21,284.09
2002-06-24,280.865
2002-06-25,289.674
2002-06-26,291.484
2002-06-27,298.051
2002-06-28,307.308
2002-07-01,303.138
2002-07-02,299.232
2002-07-03,286.143
2002-07-04,288.185
2002-07-05,293.895
2002-07-08,296.675
2002-07-09,296.122
2002-07-10,283.962
2002-07-11,273.188
2002-07-12,272.405
2002-07-15,272.194
2002-07-16,268.494
2002-07-17,276.694
2002-07-18,278.042
2002-07-19,272.481
2002-07-22,253.66
2002-07-23,242.002
2002-07-24,230.905
2002-07-25,248.074
2002-07-26,237.709
2002-07-29,257.669
2002-07-30,263.205
2002-07-31,263.996
2002-08-01,256.909
2002-08-02,250.932
2002-08-05,242.608
2002-08-06,245.134
2002-08-07,247.627
2002-08-08,251.769
2002-08-09,252.093
2002-08-12,254.957
2002-08-13,255.53
2002-08-14,254.775
2002-08-15,260.244
2002-08-16,258.694
2002-08-19,262.13
2002-08-20,262.672
2002-08-21,269.852
2002-08-22,272.237
2002-08-23,267.407
2002-08-26,265.911
2002-08-27,270.419
2002-08-28,265.929
2002-08-29,258.046
2002-08-30,257.633
2002-09-02,257.553
2002-09-03,248.547
2002-09-04,246.943
2002-09-05,246.609
2002-09-06,249.317
2002-09-09,247.735
2002-09-10,251.535
2002-09-11,258.073
2002-09-12,250.987
2002-09-13,247.862
2002-09-16,249.715
2002-09-17,247.111
2002-09-18,241.053
2002-09-19,237.41
2002-09-20,235.227
2002-09-23,227.126
2002-09-24,225.401
2002-09-25,228.987
2002-09-26,239.065
2002-09-27,236.421
2002-09-30,223.326
2002-10-01,227.418
2002-10-02,229.241
2002-10-03,224.127
2002-10-04,220.246
2002-10-07,209.876
2002-10-08,206.091
2002-10-09,204.856
2002-10-10,211.018
2002-10-11,226.555
2002-10-14,225.193
2002-10-15,243.592
2002-10-16,239.029
2002-10-17,239.781
2002-10-18,243.205
2002-10-21,242.238
2002-10-22,235.077
2002-10-23,227.308
2002-10-24,233.159
2002-10-25,232.215
2002-10-28,236.105
2002-10-29,228.477
2002-10-30,235.866
2002-10-31,241.728
2002-11-01,238.256
2002-11-04,246.34
2002-11-05,253.745
2002-11-06,247.755
2002-11-07,242.807
2002-11-08,243.066
2002-11-11,240.935
2002-11-12,247.791
2002-11-13,251.633
2002-11-14,256.862
2002-11-15,253.434
2002-11-18,258.002
2002-11-19,253.296
2002-11-20,255.74
2002-11-21,265.709
2002-11-22,269.059
2002-11-25,266.246
2002-11-26,263.646
2002-11-27,272.484
2002-11-28,279.265
2002-11-29,278.309
2002-12-02,276.839
2002-12-03,270.659
2002-12-04,269.649
2002-12-05,264.893
2002-12-06,265.993
2002-12-09,260.457
2002-12-10,262.933
2002-12-11,264.484
2002-12-12,261.955
2002-12-13,262.226
2002-12-16,262.32
2002-12-17,255.25
2002-12-18,251.174
2002-12-19,253.09
2002-12-20,255.069
2002-12-23,251.841
2002-12-24,253.113
2002-12-25,253.113
2002-12-26,253.605
2002-12-27,248.91
2002-12-30,249.091
2002-12-31,250.437
2003-01-01,250.437
2003-01-02,260.992
2003-01-03,264.666
2003-01-06,266.145
2003-01-07,265.222
2003-01-08,256.554
2003-01-09,258.735
2003-01-10,260.259
2003-01-13,261.871
2003-01-14,263.815
2003-01-15,262.302
2003-01-16,263.441
2003-01-17,259.364
2003-01-20,263.642
2003-01-21,258.612
2003-01-22,253.667
2003-01-23,254.156
2003-01-24,253.994
2003-01-27,246.465
2003-01-28,242.632
2003-01-29,238.392
2003-01-30,240.709
2003-01-31,236.834
2003-02-03,243.612
2003-02-04,238.717
2003-02-05,244.334
2003-02-06,242.223
2003-02-07,238.802
2003-02-10,231.597
2003-02-11,237.613
2003-02-12,240.302
2003-02-13,245.81
2003-02-14,248.703
2003-02-17,252.406
2003-02-18,253.619
2003-02-19,255.15
2003-02-20,253.574
2003-02-21,251.447
2003-02-24,248.364
2003-02-25,242.813
2003-02-26,241.645
2003-02-27,243.592
2003-02-28,246.711
2003-03-03,247.247
2003-03-04,244.673
2003-03-05,243.722
2003-03-06,241.478
2003-03-07,239.997
2003-03-10,238.509
2003-03-11,235.514
2003-03-12,228.574
2003-03-13,234.146
2003-03-14,240.289
2003-03-17,246.563
2003-03-18,248.731
2003-03-19,250.657
2003-03-20,253.97
2003-03-21,257.651
2003-03-24,252.507
2003-03-25,252.185
2003-03-26,251.824
2003-03-27,248.567
2003-03-28,245.782
2003-03-31,241.309
2003-04-01,241.36
2003-04-02,249.715
2003-04-03,248.777
2003-04-04,247.506
2003-04-07,257.048
2003-04-08,256.673
2003-04-09,255.857
2003-04-10,254.489
2003-04-11,256.73
2003-04-14,257.041
2003-04-15,263.106
2003-04-16,265.258
2003-04-17,266.31
2003-04-18,266.31
2003-04-21,265.496
2003-04-22,270.059
2003-04-23,273.628
2003-04-24,275.981
2003-04-25,273.863
2003-04-28,281.452
2003-04-29,287.749
2003-04-30,289.833
2003-05-01,292.697
2003-05-02,290.054
2003-05-05,294.904
2003-05-06,299.179
2003-05-07,295.377
2003-05-08,286.73
2003-05-09,290.778
2003-05-12,292.429
2003-05-13,295.52
2003-05-14,291.746
2003-05-15,289.091
2003-05-16,289.968
2003-05-19,286.007
2003-05-20,282.793
2003-05-21,281.034
2003-05-22,282.044
2003-05-23,285.423
2003-05-26,284.331
2003-05-27,286.889
2003-05-28,293.007
2003-05-29,294.397
2003-05-30,296.374
2003-06-02,298.694
2003-06-03,295.337
2003-06-04,299.287
2003-06-05,304.539
2003-06-06,306.187
2003-06-09,307.251
2003-06-10,303.319
2003-06-11,309.57
2003-06-12,313.765
2003-06-13,308.495
2003-06-16,313.986
2003-06-17,317.089
2003-06-18,314.391
2003-06-19,310.475
2003-06-20,308.601
2003-06-23,301.889
2003-06-24,295.056
2003-06-25,297.715
2003-06-26,296.276
2003-06-27,300.123
2003-06-30,298.878
2003-07-01,295.8
2003-07-02,301.047
2003-07-03,306.667
2003-07-04,305.323
2003-07-07,311.898
2003-07-08,312.934
2003-07-09,311.43
2003-07-10,307.97
2003-07-11,308.993
2003-07-14,313.306
2003-07-15,314.54
2003-07-16,312.844
2003-07-17,313.833
2003-07-18,312.824
2003-07-21,314.223
2003-07-22,312.563
2003-07-23,314.57
2003-07-24,320.828
2003-07-25,319.905
2003-07-28,323.695
2003-07-29,320.845
2003-07-30,319.218
2003-07-31,315.066
2003-08-01,318.142
2003-08-04,319.487
2003-08-05,321.544
2003-08-06,316.546
2003-08-07,313.225
2003-08-08,310.956
2003-08-11,309.569
2003-08-12,314.365
2003-08-13,320.77
2003-08-14,321.779
2003-08-15,319.15
2003-08-18,320.769
2003-08-19,322.019
2003-08-20,322.22
2003-08-21,321.784
2003-08-22,316.064
2003-08-25,312.191
2003-08-26,305.345
2003-08-27,308.947
2003-08-28,311.119
2003-08-29,315.15
2003-09-01,323.473
2003-09-02,321.874
2003-09-03,328.419
2003-09-04,328.432
2003-09-05,329.925
2003-09-08,332.276
2003-09-09,330.664
2003-09-10,327.738
2003-09-11,332.537
2003-09-12,334.279
2003-09-15,334.776
2003-09-16,335.905
2003-09-17,338.201
2003-09-18,339.308
2003-09-19,338.935
2003-09-22,333.684
2003-09-23,335.493
2003-09-24,336.751
2003-09-25,333.232
2003-09-26,332.484
2003-09-29,331.6
2003-09-30,324.728
2003-10-01,328.93
2003-10-02,330.402
2003-10-03,341.231
2003-10-06,344.597
2003-10-07,344.87
2003-10-08,346.282
2003-10-09,347.789
2003-10-10,346.474
2003-10-13,347.554
2003-10-14,353.95
2003-10-15,356.591
2003-10-16,352.935
2003-10-17,350.539
2003-10-20,350.456
2003-10-21,347.97
2003-10-22,342.959
2003-10-23,349.986
2003-10-24,349.947
2003-10-27,354.0
2003-10-28,355.238
2003-10-29,358.302
2003-10-30,359.841
2003-10-31,356.28
2003-11-03,356.779
2003-11-04,355.378
2003-11-05,350.863
2003-11-06,352.194
2003-11-07,361.589
2003-11-10,360.682
2003-11-11,358.254
2003-11-12,363.615
2003-11-13,368.533
2003-11-14,372.657
2003-11-17,365.008
2003-11-18,366.349
2003-11-19,362.656
2003-11-20,359.927
2003-11-21,360.925
2003-11-24,360.324
2003-11-25,361.851
2003-11-26,362.854
2003-11-27,367.609
2003-11-28,368.166
2003-12-01,371.822
2003-12-02,376.693
2003-12-03,380.406
2003-12-04,381.701
2003-12-05,384.178
2003-12-08,383.029
2003-12-09,383.661
2003-12-10,379.99
2003-12-11,376.572
2003-12-12,382.246
2003-12-15,383.3
2003-12-16,378.084
2003-12-17,374.877
2003-12-18,376.31
2003-12-19,374.906
2003-12-22,377.452
2003-12-23,384.947
2003-12-24,385.289
2003-12-25,385.289
2003-12-26,384.839
2003-12-29,391.26
2003-12-30,391.992
2003-12-31,394.391
2004-01-01,394.391
2004-01-02,400.819
2004-01-05,400.955
2004-01-06,401.168
2004-01-07,393.428
2004-01-08,394.923
2004-01-09,400.337
2004-01-12,399.688
2004-01-13,402.201
2004-01-14,403.912
2004-01-15,403.403
2004-01-16,398.272
2004-01-19,402.58
2004-01-20,405.83
2004-01-21,406.222
2004-01-22,416.029
2004-01-23,415.607
2004-01-26,412.487
2004-01-27,413.45
2004-01-28,410.454
2004-01-29,396.317
2004-01-30,400.085
2004-02-02,396.338
2004-02-03,401.557
2004-02-04,397.146
2004-02-05,400.341
2004-02-06,417.026
2004-02-09,414.209
2004-02-10,412.854
2004-02-11,415.773
2004-02-12,418.77
2004-02-13,414.873
2004-02-16,414.264
2004-02-17,418.129
2004-02-18,419.127
2004-02-19,418.535
2004-02-20,412.217
2004-02-23,410.938
2004-02-24,407.587
2004-02-25,402.392
2004-02-26,398.185
2004-02-27,395.206
2004-03-01,401.114
2004-03-02,399.904
2004-03-03,397.134
2004-03-04,398.66
2004-03-05,406.179
2004-03-08,403.527
2004-03-09,400.814
2004-03-10,393.675
2004-03-11,382.473
2004-03-12,381.959
2004-03-15,376.998
2004-03-16,383.808
2004-03-17,383.412
2004-03-18,381.959
2004-03-19,380.278
2004-03-22,374.772
2004-03-23,376.261
2004-03-24,369.005
2004-03-25,374.507
2004-03-26,374.79
2004-03-29,380.675
2004-03-30,379.452
2004-03-31,384.639
2004-04-01,396.032
2004-04-02,395.014
2004-04-05,394.618
2004-04-06,394.92
2004-04-07,402.365
2004-04-08,401.14
2004-04-09,401.14
2004-04-12,399.098
2004-04-13,395.998
2004-04-14,390.635
2004-04-15,388.942
2004-04-16,394.193
2004-04-19,393.375
2004-04-20,396.038
2004-04-21,392.819
2004-04-22,399.29
2004-04-23,401.576
2004-04-26,401.433
2004-04-27,399.449
2004-04-28,391.748
2004-04-29,393.387
2004-04-30,390.889
2004-05-03,391.442
2004-05-04,396.852
2004-05-05,402.212
2004-05-06,385.416
2004-05-07,381.763
2004-05-10,363.408
2004-05-11,369.469
2004-05-12,364.283
2004-05-13,371.823
2004-05-14,368.698
2004-05-17,368.211
2004-05-18,371.925
2004-05-19,382.229
2004-05-20,379.405
2004-05-21,380.47
2004-05-24,380.681
2004-05-25,381.536
2004-05-26,382.276
2004-05-27,391.708
2004-05-28,391.623
2004-05-31,391.623
2004-06-01,388.744
2004-06-02,391.448
2004-06-03,391.367
2004-06-04,395.596
2004-06-07,401.558
2004-06-08,399.253
2004-06-09,391.042
2004-06-10,389.42
2004-06-11,388.746
2004-06-14,385.249
2004-06-15,386.709
2004-06-16,387.192
2004-06-17,388.196
2004-06-18,390.681
2004-06-21,390.569
2004-06-22,387.75
2004-06-23,390.457
2004-06-24,396.784
2004-06-25,395.803
2004-06-28,397.742
2004-06-29,396.455
2004-06-30,396.541
2004-07-01,396.711
2004-07-02,398.767
2004-07-05,395.845
2004-07-06,392.15
2004-07-07,394.94
2004-07-08,395.579
2004-07-09,392.392
2004-07-12,388.807
2004-07-13,391.744
2004-07-14,394.288
2004-07-15,391.475
2004-07-16,392.357
2004-07-19,388.582
2004-07-20,386.781
2004-07-21,388.101
2004-07-22,381.305
2004-07-23,376.062
2004-07-26,376.623
2004-07-27,377.266
2004-07-28,374.004
2004-07-29,378.174
2004-07-30,378.424
2004-08-02,375.988
2004-08-03,378.772
2004-08-04,376.545
2004-08-05,377.58
2004-08-06,376.973
2004-08-09,372.19
2004-08-10,378.302
2004-08-11,370.652
2004-08-12,369.339
2004-08-13,368.882
2004-08-16,373.27
2004-08-17,373.516
2004-08-18,375.881
2004-08-19,377.565
2004-08-20,375.319
2004-08-23,379.445
2004-08-24,378.094
2004-08-25,380.049
2004-08-26,386.342
2004-08-27,384.353
2004-08-30,383.01
2004-08-31,382.595
2004-09-01,385.525
2004-09-02,384.728
2004-09-03,385.236
2004-09-06,386.991
2004-09-07,387.323
2004-09-08,389.651
2004-09-09,387.841
2004-09-10,392.928
2004-09-13,396.276
2004-09-14,396.717
2004-09-15,391.77
2004-09-16,392.324
2004-09-17,393.992
2004-09-20,392.965
2004-09-21,398.657
2004-09-22,396.631
2004-09-23,393.099
2004-09-24,391.045
2004-09-27,389.241
2004-09-28,390.939
2004-09-29,399.622
2004-09-30,402.269
2004-10-01,408.379
2004-10-04,406.66
2004-10-05,410.206
2004-10-06,409.319
2004-10-07,410.098
2004-10-08,412.763
2004-10-11,411.966
2004-10-12,404.342
2004-10-13,406.2
2004-10-14,407.587
2004-10-15,406.395
2004-10-18,407.747
2004-10-19,414.568
2004-10-20,410.54
2004-10-21,409.687
2004-10-22,412.779
2004-10-25,408.67
2004-10-26,411.576
2004-10-27,415.021
2004-10-28,413.854
2004-10-29,411.71
2004-11-01,416.859
2004-11-02,421.219
2004-11-03,425.057
2004-11-04,426.861
2004-11-05,429.668
2004-11-08,429.968
2004-11-09,430.468
2004-11-10,439.627
2004-11-11,443.189
2004-11-12,448.374
2004-11-15,449.024
2004-11-16,446.403
2004-11-17,455.256
2004-11-18,453.544
2004-11-19,453.808
2004-11-22,450.849
2004-11-23,452.916
2004-11-24,456.781
2004-11-25,462.873
2004-11-26,465.384
2004-11-29,469.523
2004-11-30,464.705
2004-12-01,469.893
2004-12-02,470.379
2004-12-03,472.205
2004-12-06,473.97
2004-12-07,477.114
2004-12-08,465.062
2004-12-09,462.072
2004-12-10,462.708
2004-12-13,469.211
2004-12-14,468.078
2004-12-15,471.159
2004-12-16,467.167
2004-12-17,462.469
2004-12-20,471.182
2004-12-21,474.537
2004-12-22,476.433
2004-12-23,481.422
2004-12-24,484.287
2004-12-27,487.278
2004-12-28,487.346
2004-12-29,486.681
2004-12-30,487.535
2004-12-31,485.238
2005-01-03,490.359
2005-01-04,482.714
2005-01-05,477.691
2005-01-06,472.385
2005-01-07,471.224
2005-01-10,479.339
2005-01-11,480.357
2005-01-12,473.665
2005-01-13,473.997
2005-01-14,473.703
2005-01-17,476.554
2005-01-18,474.958
2005-01-19,476.894
2005-01-20,468.571
2005-01-21,471.959
2005-01-24,468.032
2005-01-25,470.818
2005-01-26,476.08
2005-01-27,474.413
2005-01-28,465.989
2005-01-31,471.482
2005-02-01,474.618
2005-02-02,478.037
2005-02-03,474.138
2005-02-04,475.953
2005-02-07,475.416
2005-02-08,474.827
2005-02-09,474.801
2005-02-10,472.843
2005-02-11,477.56
2005-02-14,481.44
2005-02-15,489.357
2005-02-16,483.062
2005-02-17,485.318
2005-02-18,479.794
2005-02-21,483.124
2005-02-22,488.934
2005-02-23,488.479
2005-02-24,492.711
2005-02-25,496.15
2005-02-28,499.872
2005-03-01,496.929
2005-03-02,495.682
2005-03-03,503.857
2005-03-04,513.369
2005-03-07,509.221
2005-03-08,511.761
2005-03-09,510.838
2005-03-10,504.14
2005-03-11,507.92
2005-03-14,506.265
2005-03-15,507.593
2005-03-16,502.783
2005-03-17,501.609
2005-03-18,494.8
2005-03-21,489.443
2005-03-22,493.358
2005-03-23,484.781
2005-03-24,485.602
2005-03-25,485.602
2005-03-28,482.262
2005-03-29,479.739
2005-03-30,478.474
2005-03-31,479.767
2005-04-01,480.516
2005-04-04,474.334
2005-04-05,480.92
2005-04-06,484.693
2005-04-07,484.683
2005-04-08,483.612
2005-04-11,491.865
2005-04-12,487.391
2005-04-13,489.735
2005-04-14,486.58
2005-04-15,480.62
2005-04-18,475.684
2005-04-19,478.801
2005-04-20,478.346
2005-04-21,478.877
2005-04-22,486.515
2005-04-25,483.331
2005-04-26,479.128
2005-04-27,466.099
2005-04-28,459.036
2005-04-29,458.33
2005-05-02,462.223
2005-05-03,465.624
2005-05-04,469.774
2005-05-05,469.545
2005-05-06,467.911
2005-05-09,468.988
2005-05-10,466.301
2005-05-11,464.037
2005-05-12,463.756
2005-05-13,470.241
2005-05-16,467.644
2005-05-17,470.29
2005-05-18,476.446
2005-05-19,478.641
2005-05-20,477.781
2005-05-23,479.484
2005-05-24,481.132
2005-05-25,482.765
2005-05-26,485.482
2005-05-27,487.897
2005-05-30,485.927
2005-05-31,482.557
2005-06-01,480.08
2005-06-02,477.85
2005-06-03,474.621
2005-06-06,475.001
2005-06-07,477.386
2005-06-08,478.644
2005-06-09,471.962
2005-06-10,471.517
2005-06-13,466.961
2005-06-14,470.984
2005-06-15,472.021
2005-06-16,476.945
2005-06-17,484.391
2005-06-20,478.123
2005-06-21,484.739
2005-06-22,485.654
2005-06-23,481.156
2005-06-24,481.6
2005-06-27,472.594
2005-06-28,469.572
2005-06-29,472.393
2005-06-30,474.631
2005-07-01,471.406
2005-07-04,471.226
2005-07-05,472.337
2005-07-06,474.2
2005-07-07,466.113
2005-07-08,469.483
2005-07-11,481.507
2005-07-12,488.822
2005-07-13,495.364
2005-07-14,495.332
2005-07-15,494.852
2005-07-18,495.713
2005-07-19,495.62
2005-07-20,490.309
2005-07-21,502.727
2005-07-22,503.456
2005-07-25,500.113
2005-07-26,498.045
2005-07-27,499.579
2005-07-28,504.724
2005-07-29,506.321
2005-08-01,510.389
2005-08-02,518.643
2005-08-03,523.972
2005-08-04,529.037
2005-08-05,522.543
2005-08-08,523.174
2005-08-09,524.781
2005-08-10,530.469
2005-08-11,532.534
2005-08-12,528.886
2005-08-15,527.164
2005-08-16,523.443
2005-08-17,521.81
2005-08-18,515.216
2005-08-19,515.296
2005-08-22,520.936
2005-08-23,515.72
2005-08-24,510.596
2005-08-25,506.613
2005-08-26,505.06
2005-08-29,504.528
2005-08-30,499.261
2005-08-31,509.159
2005-09-01,519.793
2005-09-02,528.107
2005-09-05,527.462
2005-09-06,529.719
2005-09-07,533.066
2005-09-08,527.818
2005-09-09,531.107
2005-09-12,529.998
2005-09-13,525.966
2005-09-14,528.786
2005-09-15,522.69
2005-09-16,525.443
2005-09-19,524.27
2005-09-20,524.803
2005-09-21,519.555
2005-09-22,518.451
2005-09-23,517.372
2005-09-26,523.593
2005-09-27,519.552
2005-09-28,525.338
2005-09-29,528.477
2005-09-30,537.676
2005-10-03,536.184
2005-10-04,537.028
2005-10-05,535.247
2005-10-06,533.945
2005-10-07,529.889
2005-10-10,531.412
2005-10-11,529.267
2005-10-12,524.435
2005-10-13,511.11
2005-10-14,511.221
2005-10-17,510.332
2005-10-18,506.306
2005-10-19,499.794
2005-10-20,501.576
2005-10-21,497.494
2005-10-24,501.556
2005-10-25,513.127
2005-10-26,514.394
2005-10-27,510.257
2005-10-28,507.107
2005-10-31,515.383
2005-11-01,516.072
2005-11-02,519.857
2005-11-03,522.047
2005-11-04,515.164
2005-11-07,516.78
2005-11-08,516.762
2005-11-09,515.012
