Date,SWEDEN MID CAP Mid Cap
2012-07-31,1055.538
2012-08-31,1064.206
2012-09-28,1108.946
2012-10-31,1097.118
2012-11-30,1148.022
2012-12-31,1189.535
2013-01-31,1231.545
2013-02-28,1217.643
2013-03-29,1230.51
2013-04-30,1261.057
2013-05-31,1253.142
2013-06-28,1187.38
2013-07-31,1351.713
2013-08-30,1304.953
2013-09-30,1379.328
2013-10-31,1354.61
2013-11-29,1367.431
2013-12-31,1428.696
2014-01-31,1350.833
2014-02-28,1429.212
2014-03-31,1414.51
2014-04-30,1445.798
2014-05-30,1426.255
2014-06-30,1436.699
2014-07-31,1369.299
2014-08-29,1377.504
2014-09-30,1307.802
2014-10-31,1285.276
2014-11-28,1321.012
2014-12-31,1278.562
2015-01-30,1287.219
2015-02-27,1401.534
2015-03-31,1350.645
2015-04-30,1406.118
2015-05-29,1377.384
2015-06-30,1329.42
2015-07-31,1305.558
2015-08-31,1215.047
2015-09-30,1186.913
2015-10-30,1267.351
2015-11-30,1291.114
2015-12-31,1263.48
2016-01-29,1142.508
2016-02-29,1162.483
2016-03-31,1278.53
2016-04-29,1319.715
2016-05-31,1306.841
2016-06-30,1275.182
2016-07-29,1325.623
2016-08-31,1328.057
2016-09-30,1369.316
2016-10-31,1264.117
2016-11-30,1261.55
2016-12-30,1318.865
2017-01-31,1407.78
2017-02-28,1412.276
2017-03-31,1448.456
2017-04-28,1524.843
2017-05-31,1568.758
2017-06-30,1595.167
2017-07-31,1648.383
2017-08-31,1667.274
2017-09-29,1696.766
2017-10-31,1747.796
2017-11-30,1690.215
2017-12-29,1700.992
2018-01-31,1841.254
2018-02-28,1752.876
2018-03-30,1734.938
2018-04-30,1728.952
2018-05-31,1721.931
2018-06-29,1682.991
2018-07-31,1791.359
2018-08-31,1717.488
2018-09-28,1738.584
2018-10-31,1543.796
2018-11-30,1482.2
2018-12-31,1462.477
2019-01-31,1558.355
2019-02-28,1622.162
2019-03-29,1663.061
2019-04-30,1710.889
2019-05-31,1548.306
2019-06-28,1702.366
2019-07-31,1620.471
2019-08-30,1576.983
2019-09-30,1630.545
2019-10-31,1737.077
2019-11-29,1792.884
2019-12-31,1856.711
2020-01-31,1805.331
2020-02-28,1676.311
2020-03-31,1408.688
2020-04-30,1563.415
2020-05-29,1714.483
2020-06-30,1770.939
2020-07-31,1954.268
2020-08-31,2068.658
2020-09-30,2084.005
2020-10-30,2009.58
2020-11-30,2331.951
2020-12-31,2486.334
2021-01-29,2501.472
2021-02-26,2587.681
2021-03-31,2758.528
2021-04-30,2976.698
2021-05-31,3133.615
2021-06-30,3049.342
2021-07-30,3254.938
2021-08-31,3190.947
2021-09-30,2942.603
2021-10-29,3189.757
2021-11-30,3009.184
2021-12-31,3152.123
2022-01-31,2753.642
2022-02-28,2594.475
2022-03-31,2792.216
2022-04-29,2517.939
2022-05-31,2512.868
2022-06-30,2099.161
2022-07-29,2345.511
2022-08-31,2123.974
2022-09-30,1925.748
2022-10-31,1953.732
2022-11-30,2205.081
2022-12-30,2180.9
2023-01-31,2396.955
2023-02-28,2404.104
2023-03-31,2419.645
2023-04-28,2515.823
2023-05-31,2209.965
2023-06-30,2195.241
2023-07-31,2264.567
2023-08-31,2069.855
2023-09-29,2066.417
2023-10-31,1958.566
2023-11-30,2229.84
2023-12-29,2479.313
2024-01-31,2373.205
2024-02-29,2410.95
2024-03-29,2486.998
2024-04-30,2466.025
2024-05-31,2614.884
2024-06-28,2536.462
2024-07-31,2563.963
2024-08-30,2721.938
2024-09-30,2800.91
2024-10-31,2531.544
2024-11-29,2484.969
2024-12-31,2415.067
2025-01-31,2595.299
2025-02-28,2725.688
2025-03-31,2729.504
2025-04-30,2888.228
2025-05-30,2953.868
2025-06-30,2989.736
2025-07-31,3001.548
2025-08-29,3127.506
2025-09-30,3108.485
