Date,SWEDEN MID CAP Mid Cap
2002-06-03,310.1
2002-06-04,306.18
2002-06-05,306.829
2002-06-06,306.769
2002-06-07,301.675
2002-06-10,303.477
2002-06-11,304.5
2002-06-12,302.132
2002-06-13,302.14
2002-06-14,295.439
2002-06-17,302.45
2002-06-18,307.006
2002-06-19,303.793
2002-06-20,295.304
2002-06-21,297.129
2002-06-24,293.757
2002-06-25,302.97
2002-06-26,304.863
2002-06-27,311.731
2002-06-28,321.413
2002-07-01,317.051
2002-07-02,312.966
2002-07-03,299.276
2002-07-04,301.412
2002-07-05,307.385
2002-07-08,310.292
2002-07-09,309.713
2002-07-10,296.995
2002-07-11,285.727
2002-07-12,284.908
2002-07-15,284.687
2002-07-16,280.817
2002-07-17,289.394
2002-07-18,290.803
2002-07-19,284.987
2002-07-22,265.303
2002-07-23,253.11
2002-07-24,241.503
2002-07-25,259.46
2002-07-26,248.619
2002-07-29,269.495
2002-07-30,275.285
2002-07-31,276.113
2002-08-01,268.7
2002-08-02,262.45
2002-08-05,253.743
2002-08-06,256.385
2002-08-07,258.993
2002-08-08,263.325
2002-08-09,263.664
2002-08-12,266.659
2002-08-13,267.259
2002-08-14,266.468
2002-08-15,272.189
2002-08-16,270.568
2002-08-19,274.161
2002-08-20,274.728
2002-08-21,282.238
2002-08-22,284.733
2002-08-23,279.681
2002-08-26,278.116
2002-08-27,282.831
2002-08-28,278.134
2002-08-29,269.89
2002-08-30,269.458
2002-09-02,269.374
2002-09-03,259.955
2002-09-04,258.277
2002-09-05,257.928
2002-09-06,260.761
2002-09-09,259.106
2002-09-10,263.08
2002-09-11,269.918
2002-09-12,262.507
2002-09-13,259.238
2002-09-16,261.176
2002-09-17,258.453
2002-09-18,252.117
2002-09-19,248.307
2002-09-20,246.023
2002-09-23,237.55
2002-09-24,235.746
2002-09-25,239.497
2002-09-26,250.038
2002-09-27,247.272
2002-09-30,233.576
2002-10-01,237.857
2002-10-02,239.763
2002-10-03,234.414
2002-10-04,230.355
2002-10-07,219.509
2002-10-08,215.55
2002-10-09,214.259
2002-10-10,220.703
2002-10-11,236.954
2002-10-14,235.529
2002-10-15,254.773
2002-10-16,250.0
2002-10-17,250.786
2002-10-18,254.367
2002-10-21,253.356
2002-10-22,245.867
2002-10-23,237.741
2002-10-24,243.861
2002-10-25,242.874
2002-10-28,246.942
2002-10-29,238.964
2002-10-30,246.692
2002-10-31,252.823
2002-11-01,249.192
2002-11-04,257.647
2002-11-05,265.392
2002-11-06,259.127
2002-11-07,253.951
2002-11-08,254.222
2002-11-11,251.993
2002-11-12,259.164
2002-11-13,263.182
2002-11-14,268.652
2002-11-15,265.066
2002-11-18,269.843
2002-11-19,264.922
2002-11-20,267.478
2002-11-21,277.904
2002-11-22,281.408
2002-11-25,278.467
2002-11-26,275.747
2002-11-27,284.99
2002-11-28,292.083
2002-11-29,291.082
2002-12-02,289.545
2002-12-03,283.081
2002-12-04,282.025
2002-12-05,277.051
2002-12-06,278.201
2002-12-09,272.411
2002-12-10,275.001
2002-12-11,276.623
2002-12-12,273.978
2002-12-13,274.262
2002-12-16,274.36
2002-12-17,266.966
2002-12-18,262.703
2002-12-19,264.707
2002-12-20,266.776
2002-12-23,263.4
2002-12-24,264.73
2002-12-25,264.73
2002-12-26,265.245
2002-12-27,260.334
2002-12-30,260.524
2002-12-31,261.932
2003-01-01,261.932
2003-01-02,272.971
2003-01-03,276.813
2003-01-06,278.361
2003-01-07,277.395
2003-01-08,268.329
2003-01-09,270.61
2003-01-10,272.205
2003-01-13,273.89
2003-01-14,275.924
2003-01-15,274.341
2003-01-16,275.533
2003-01-17,271.268
2003-01-20,275.743
2003-01-21,270.482
2003-01-22,265.31
2003-01-23,265.821
2003-01-24,265.652
2003-01-27,257.777
2003-01-28,253.769
2003-01-29,249.333
2003-01-30,251.757
2003-01-31,247.705
2003-02-03,254.794
2003-02-04,249.674
2003-02-05,255.548
2003-02-06,253.34
2003-02-07,249.763
2003-02-10,242.227
2003-02-11,248.519
2003-02-12,251.331
2003-02-13,257.092
2003-02-14,260.118
2003-02-17,263.991
2003-02-18,265.26
2003-02-19,266.861
2003-02-20,265.212
2003-02-21,262.987
2003-02-24,259.763
2003-02-25,253.957
2003-02-26,252.736
2003-02-27,254.773
2003-02-28,258.035
2003-03-03,258.595
2003-03-04,255.903
2003-03-05,254.909
2003-03-06,252.562
2003-03-07,251.013
2003-03-10,249.457
2003-03-11,246.323
2003-03-12,239.065
2003-03-13,244.892
2003-03-14,251.318
2003-03-17,257.88
2003-03-18,260.147
2003-03-19,262.162
2003-03-20,265.627
2003-03-21,269.477
2003-03-24,264.097
2003-03-25,263.759
2003-03-26,263.382
2003-03-27,259.903
2003-03-28,256.992
2003-03-31,252.314
2003-04-01,252.367
2003-04-02,261.104
2003-04-03,260.123
2003-04-04,258.433
2003-04-07,268.395
2003-04-08,268.004
2003-04-09,267.035
2003-04-10,264.727
2003-04-11,267.058
2003-04-14,267.382
2003-04-15,273.691
2003-04-16,275.876
2003-04-17,276.97
2003-04-18,276.97
2003-04-21,276.123
2003-04-22,280.869
2003-04-23,284.192
2003-04-24,286.635
2003-04-25,284.435
2003-04-28,292.317
2003-04-29,298.721
2003-04-30,300.885
2003-05-01,303.859
2003-05-02,301.114
2003-05-05,306.15
2003-05-06,310.109
2003-05-07,306.168
2003-05-08,297.205
2003-05-09,301.401
2003-05-12,303.112
2003-05-13,306.316
2003-05-14,302.405
2003-05-15,299.653
2003-05-16,300.561
2003-05-19,296.456
2003-05-20,293.124
2003-05-21,291.301
2003-05-22,292.348
2003-05-23,295.85
2003-05-26,294.719
2003-05-27,297.37
2003-05-28,303.711
2003-05-29,305.152
2003-05-30,307.201
2003-06-02,309.606
2003-06-03,306.127
2003-06-04,310.221
2003-06-05,315.665
2003-06-06,317.373
2003-06-09,318.476
2003-06-10,314.401
2003-06-11,320.88
2003-06-12,325.228
2003-06-13,319.765
2003-06-16,325.456
2003-06-17,328.673
2003-06-18,325.876
2003-06-19,321.818
2003-06-20,319.875
2003-06-23,312.918
2003-06-24,305.835
2003-06-25,308.591
2003-06-26,307.099
2003-06-27,311.087
2003-06-30,309.797
2003-07-01,306.606
2003-07-02,312.045
2003-07-03,317.871
2003-07-04,316.477
2003-07-07,323.293
2003-07-08,324.367
2003-07-09,322.808
2003-07-10,319.221
2003-07-11,320.281
2003-07-14,324.752
2003-07-15,326.031
2003-07-16,324.273
2003-07-17,325.298
2003-07-18,324.252
2003-07-21,325.703
2003-07-22,323.982
2003-07-23,326.062
2003-07-24,332.549
2003-07-25,331.592
2003-07-28,335.52
2003-07-29,332.567
2003-07-30,330.88
2003-07-31,326.576
2003-08-01,329.765
2003-08-04,331.159
2003-08-05,333.291
2003-08-06,328.11
2003-08-07,324.668
2003-08-08,322.316
2003-08-11,320.878
2003-08-12,325.85
2003-08-13,332.489
2003-08-14,333.535
2003-08-15,330.809
2003-08-18,332.488
2003-08-19,333.783
2003-08-20,333.991
2003-08-21,333.539
2003-08-22,327.611
2003-08-25,323.596
2003-08-26,316.5
2003-08-27,320.234
2003-08-28,322.485
2003-08-29,326.663
2003-09-01,335.29
2003-09-02,333.633
2003-09-03,340.418
2003-09-04,340.431
2003-09-05,341.978
2003-09-08,344.415
2003-09-09,342.744
2003-09-10,339.711
2003-09-11,344.686
2003-09-12,346.492
2003-09-15,347.007
2003-09-16,348.177
2003-09-17,350.557
2003-09-18,351.704
2003-09-19,351.317
2003-09-22,345.875
2003-09-23,347.749
2003-09-24,349.054
2003-09-25,345.406
2003-09-26,344.631
2003-09-29,343.715
2003-09-30,336.591
2003-10-01,340.947
2003-10-02,342.472
2003-10-03,353.697
2003-10-06,357.186
2003-10-07,357.469
2003-10-08,358.932
2003-10-09,360.495
2003-10-10,359.132
2003-10-13,360.252
2003-10-14,366.881
2003-10-15,369.618
2003-10-16,365.828
2003-10-17,363.346
2003-10-20,363.259
2003-10-21,360.682
2003-10-22,355.489
2003-10-23,362.772
2003-10-24,362.732
2003-10-27,366.933
2003-10-28,368.216
2003-10-29,371.392
2003-10-30,372.987
2003-10-31,369.296
2003-11-03,369.813
2003-11-04,368.361
2003-11-05,363.681
2003-11-06,365.061
2003-11-07,374.799
2003-11-10,373.858
2003-11-11,371.342
2003-11-12,376.899
2003-11-13,381.996
2003-11-14,386.272
2003-11-17,378.343
2003-11-18,379.732
2003-11-19,375.905
2003-11-20,373.076
2003-11-21,374.111
2003-11-24,373.488
2003-11-25,375.071
2003-11-26,376.11
2003-11-27,381.039
2003-11-28,381.616
2003-12-01,385.405
2003-12-02,390.455
2003-12-03,394.303
2003-12-04,395.646
2003-12-05,398.213
2003-12-08,397.023
2003-12-09,397.677
2003-12-10,393.872
2003-12-11,390.33
2003-12-12,396.21
2003-12-15,397.303
2003-12-16,391.897
2003-12-17,388.573
2003-12-18,390.058
2003-12-19,388.602
2003-12-22,391.241
2003-12-23,399.01
2003-12-24,399.365
2003-12-25,399.365
2003-12-26,398.898
2003-12-29,405.554
2003-12-30,406.312
2003-12-31,408.8
2004-01-01,408.8
2004-01-02,415.462
2004-01-05,415.603
2004-01-06,415.824
2004-01-07,407.801
2004-01-08,409.351
2004-01-09,414.963
2004-01-12,414.289
2004-01-13,416.895
2004-01-14,418.668
2004-01-15,418.14
2004-01-16,412.822
2004-01-19,417.287
2004-01-20,420.656
2004-01-21,421.062
2004-01-22,431.228
2004-01-23,430.79
2004-01-26,427.556
2004-01-27,428.554
2004-01-28,425.45
2004-01-29,410.795
2004-01-30,414.702
2004-02-02,410.818
2004-02-03,416.228
2004-02-04,411.655
2004-02-05,414.967
2004-02-06,432.261
2004-02-09,429.341
2004-02-10,427.936
2004-02-11,430.962
2004-02-12,434.069
2004-02-13,430.03
2004-02-16,429.399
2004-02-17,433.404
2004-02-18,434.439
2004-02-19,433.826
2004-02-20,427.277
2004-02-23,425.951
2004-02-24,422.478
2004-02-25,417.092
2004-02-26,412.732
2004-02-27,409.644
2004-03-01,415.768
2004-03-02,414.514
2004-03-03,411.643
2004-03-04,413.224
2004-03-05,421.018
2004-03-08,418.269
2004-03-09,415.457
2004-03-10,408.057
2004-03-11,396.446
2004-03-12,395.913
2004-03-15,390.771
2004-03-16,397.829
2004-03-17,397.419
2004-03-18,395.913
2004-03-19,394.171
2004-03-22,388.464
2004-03-23,390.007
2004-03-24,382.235
2004-03-25,387.934
2004-03-26,388.227
2004-03-29,394.323
2004-03-30,393.057
2004-03-31,398.429
2004-04-01,410.231
2004-04-02,408.216
2004-04-05,407.806
2004-04-06,408.119
2004-04-07,415.665
2004-04-08,414.4
2004-04-09,414.4
2004-04-12,412.29
2004-04-13,409.088
2004-04-14,403.547
2004-04-15,401.799
2004-04-16,407.163
2004-04-19,406.318
2004-04-20,409.069
2004-04-21,405.52
2004-04-22,411.728
2004-04-23,413.565
2004-04-26,413.418
2004-04-27,411.374
2004-04-28,403.017
2004-04-29,404.703
2004-04-30,402.134
2004-05-03,402.702
2004-05-04,408.268
2004-05-05,413.782
2004-05-06,396.503
2004-05-07,392.17
2004-05-10,373.314
2004-05-11,379.541
2004-05-12,374.213
2004-05-13,381.888
2004-05-14,378.679
2004-05-17,378.179
2004-05-18,381.994
2004-05-19,392.577
2004-05-20,389.676
2004-05-21,390.769
2004-05-24,390.987
2004-05-25,391.864
2004-05-26,392.625
2004-05-27,402.312
2004-05-28,402.224
2004-05-31,402.224
2004-06-01,399.268
2004-06-02,402.045
2004-06-03,401.961
2004-06-04,406.305
2004-06-07,412.429
2004-06-08,410.062
2004-06-09,401.628
2004-06-10,399.962
2004-06-11,399.27
2004-06-14,395.678
2004-06-15,397.178
2004-06-16,397.674
2004-06-17,398.705
2004-06-18,401.257
2004-06-21,401.143
2004-06-22,398.247
2004-06-23,401.027
2004-06-24,407.525
2004-06-25,406.518
2004-06-28,408.509
2004-06-29,407.187
2004-06-30,407.275
2004-07-01,407.451
2004-07-02,409.563
2004-07-05,406.561
2004-07-06,402.766
2004-07-07,405.631
2004-07-08,406.288
2004-07-09,403.015
2004-07-12,399.333
2004-07-13,402.349
2004-07-14,404.962
2004-07-15,402.072
2004-07-16,402.979
2004-07-19,399.101
2004-07-20,397.252
2004-07-21,398.607
2004-07-22,391.627
2004-07-23,386.243
2004-07-26,386.818
2004-07-27,387.479
2004-07-28,384.129
2004-07-29,388.412
2004-07-30,388.669
2004-08-02,386.166
2004-08-03,389.026
2004-08-04,386.739
2004-08-05,387.802
2004-08-06,387.178
2004-08-09,382.266
2004-08-10,388.543
2004-08-11,380.686
2004-08-12,379.338
2004-08-13,378.868
2004-08-16,383.375
2004-08-17,383.627
2004-08-18,386.057
2004-08-19,387.786
2004-08-20,385.48
2004-08-23,389.717
2004-08-24,388.329
2004-08-25,390.338
2004-08-26,396.8
2004-08-27,394.758
2004-08-30,393.379
2004-08-31,392.953
2004-09-01,395.962
2004-09-02,395.143
2004-09-03,395.665
2004-09-06,397.467
2004-09-07,397.809
2004-09-08,400.199
2004-09-09,398.341
2004-09-10,403.565
2004-09-13,407.004
2004-09-14,407.456
2004-09-15,402.376
2004-09-16,402.945
2004-09-17,404.657
2004-09-20,403.603
2004-09-21,409.449
2004-09-22,407.368
2004-09-23,403.74
2004-09-24,401.631
2004-09-27,399.778
2004-09-28,401.523
2004-09-29,410.44
2004-09-30,413.159
2004-10-01,419.434
2004-10-04,417.668
2004-10-05,421.311
2004-10-06,420.4
2004-10-07,421.2
2004-10-08,423.937
2004-10-11,423.118
2004-10-12,415.288
2004-10-13,417.196
2004-10-14,418.621
2004-10-15,417.396
2004-10-18,418.785
2004-10-19,425.791
2004-10-20,421.654
2004-10-21,420.778
2004-10-22,423.953
2004-10-25,419.733
2004-10-26,422.718
2004-10-27,426.256
2004-10-28,425.058
2004-10-29,422.856
2004-11-01,428.144
2004-11-02,432.622
2004-11-03,436.564
2004-11-04,438.417
2004-11-05,441.299
2004-11-08,441.608
2004-11-09,442.121
2004-11-10,451.528
2004-11-11,455.187
2004-11-12,460.512
2004-11-15,461.18
2004-11-16,458.488
2004-11-17,467.58
2004-11-18,465.822
2004-11-19,466.093
2004-11-22,463.054
2004-11-23,465.177
2004-11-24,469.147
2004-11-25,475.404
2004-11-26,477.982
2004-11-29,482.233
2004-11-30,477.285
2004-12-01,482.614
2004-12-02,483.113
2004-12-03,484.988
2004-12-06,486.801
2004-12-07,490.03
2004-12-08,477.652
2004-12-09,474.581
2004-12-10,475.235
2004-12-13,481.913
2004-12-14,480.749
2004-12-15,483.914
2004-12-16,479.814
2004-12-17,474.989
2004-12-20,483.938
2004-12-21,487.383
2004-12-22,489.331
2004-12-23,494.454
2004-12-24,497.397
2004-12-27,500.469
2004-12-28,500.539
2004-12-29,499.856
2004-12-30,500.733
2004-12-31,498.374
2005-01-03,503.634
2005-01-04,495.782
2005-01-05,490.623
2005-01-06,485.173
2005-01-07,483.981
2005-01-10,492.316
2005-01-11,493.361
2005-01-12,486.488
2005-01-13,486.829
2005-01-14,486.527
2005-01-17,489.455
2005-01-18,487.816
2005-01-19,489.804
2005-01-20,481.255
2005-01-21,484.736
2005-01-24,480.702
2005-01-25,483.564
2005-01-26,488.968
2005-01-27,487.256
2005-01-28,478.604
2005-01-31,484.245
2005-02-01,487.466
2005-02-02,490.978
2005-02-03,486.974
2005-02-04,488.837
2005-02-07,488.286
2005-02-08,487.681
2005-02-09,487.654
2005-02-10,485.644
2005-02-11,490.488
2005-02-14,494.473
2005-02-15,502.605
2005-02-16,496.14
2005-02-17,498.456
2005-02-18,492.782
2005-02-21,496.203
2005-02-22,502.17
2005-02-23,501.703
2005-02-24,506.049
2005-02-25,509.582
2005-02-28,513.404
2005-03-01,510.382
2005-03-02,509.101
2005-03-03,517.497
2005-03-04,527.266
2005-03-07,523.006
2005-03-08,525.615
2005-03-09,524.668
2005-03-10,517.788
2005-03-11,521.67
2005-03-14,519.97
2005-03-15,521.334
2005-03-16,516.394
2005-03-17,515.188
2005-03-18,508.195
2005-03-21,502.692
2005-03-22,506.714
2005-03-23,497.905
2005-03-24,498.748
2005-03-25,498.748
2005-03-28,495.317
2005-03-29,492.726
2005-03-30,491.427
2005-03-31,492.754
2005-04-01,493.524
2005-04-04,487.175
2005-04-05,493.94
2005-04-06,497.21
2005-04-07,497.2
2005-04-08,495.4
2005-04-11,503.854
2005-04-12,498.966
2005-04-13,501.297
2005-04-14,498.068
2005-04-15,491.86
2005-04-18,486.809
2005-04-19,489.999
2005-04-20,489.194
2005-04-21,489.132
2005-04-22,496.934
2005-04-25,493.682
2005-04-26,489.389
2005-04-27,476.081
2005-04-28,468.145
2005-04-29,467.425
2005-05-02,470.969
2005-05-03,474.434
2005-05-04,477.96
2005-05-05,477.727
2005-05-06,476.065
2005-05-09,477.161
2005-05-10,474.427
2005-05-11,472.123
2005-05-12,471.689
2005-05-13,478.285
2005-05-16,475.643
2005-05-17,478.335
2005-05-18,484.596
2005-05-19,486.828
2005-05-20,485.954
2005-05-23,487.686
2005-05-24,489.362
2005-05-25,491.023
2005-05-26,493.787
2005-05-27,496.243
2005-05-30,494.239
2005-05-31,490.811
2005-06-01,488.292
2005-06-02,486.024
2005-06-03,482.74
2005-06-06,483.126
2005-06-07,485.552
2005-06-08,486.831
2005-06-09,480.036
2005-06-10,479.583
2005-06-13,474.949
2005-06-14,479.041
2005-06-15,480.096
2005-06-16,485.104
2005-06-17,492.677
2005-06-20,486.301
2005-06-21,493.031
2005-06-22,493.962
2005-06-23,489.387
2005-06-24,489.838
2005-06-27,480.678
2005-06-28,477.604
2005-06-29,480.473
2005-06-30,482.749
2005-07-01,479.469
2005-07-04,479.287
2005-07-05,480.417
2005-07-06,482.312
2005-07-07,474.086
2005-07-08,477.514
2005-07-11,489.743
2005-07-12,497.183
2005-07-13,503.838
2005-07-14,503.805
2005-07-15,503.317
2005-07-18,504.193
2005-07-19,504.098
2005-07-20,498.697
2005-07-21,511.326
2005-07-22,512.068
2005-07-25,508.668
2005-07-26,506.564
2005-07-27,508.125
2005-07-28,513.357
2005-07-29,514.982
2005-08-01,519.119
2005-08-02,527.515
2005-08-03,532.935
2005-08-04,538.086
2005-08-05,531.482
2005-08-08,532.123
2005-08-09,533.758
2005-08-10,539.543
2005-08-11,541.643
2005-08-12,537.933
2005-08-15,536.182
2005-08-16,532.396
2005-08-17,530.736
2005-08-18,524.029
2005-08-19,524.11
2005-08-22,529.847
2005-08-23,524.542
2005-08-24,519.331
2005-08-25,515.279
2005-08-26,513.699
2005-08-29,513.159
2005-08-30,507.801
2005-08-31,517.869
2005-09-01,528.685
2005-09-02,537.141
2005-09-05,536.485
2005-09-06,538.78
2005-09-07,542.185
2005-09-08,536.847
2005-09-09,540.192
2005-09-12,539.065
2005-09-13,534.964
2005-09-14,537.832
2005-09-15,531.631
2005-09-16,534.432
2005-09-19,533.238
2005-09-20,533.78
2005-09-21,528.442
2005-09-22,527.32
2005-09-23,526.222
2005-09-26,532.55
2005-09-27,528.439
2005-09-28,534.324
2005-09-29,537.518
2005-09-30,546.873
2005-10-03,545.356
2005-10-04,546.214
2005-10-05,544.403
2005-10-06,543.079
2005-10-07,538.954
2005-10-10,540.502
2005-10-11,538.32
2005-10-12,533.406
2005-10-13,519.853
2005-10-14,519.966
2005-10-17,519.062
2005-10-18,514.967
2005-10-19,508.343
2005-10-20,510.156
2005-10-21,506.004
2005-10-24,510.135
2005-10-25,521.904
2005-10-26,523.193
2005-10-27,518.986
2005-10-28,515.782
2005-10-31,524.199
2005-11-01,524.9
2005-11-02,528.75
2005-11-03,530.977
2005-11-04,523.977
2005-11-07,525.62
2005-11-08,525.601
2005-11-09,523.821
