Date,SWEDEN MID CAP Mid Cap
1994-05-31,150.129
1994-06-30,144.606
1994-07-29,151.715
1994-08-31,147.061
1994-09-30,150.371
1994-10-31,162.939
1994-11-30,159.483
1994-12-30,159.335
1995-01-31,163.754
1995-02-28,165.703
1995-03-31,150.102
1995-04-28,167.623
1995-05-31,166.726
1995-06-30,173.256
1995-07-31,185.85
1995-08-31,175.101
1995-09-29,193.385
1995-10-31,188.429
1995-11-30,196.494
1995-12-29,199.709
1996-01-31,191.901
1996-02-29,200.896
1996-03-29,206.011
1996-04-30,218.481
1996-05-31,220.473
1996-06-28,225.982
1996-07-31,221.253
1996-08-30,230.844
1996-09-30,244.775
1996-10-31,247.13
1996-11-29,257.927
1996-12-31,258.394
1997-01-31,256.579
1997-02-28,263.326
1997-03-31,269.341
1997-04-30,245.653
1997-05-30,263.063
1997-06-30,275.957
1997-07-31,282.394
1997-08-29,271.893
1997-09-30,293.586
1997-10-31,276.367
1997-11-28,283.98
1997-12-31,280.513
1998-01-30,278.939
1998-02-27,295.87
1998-03-31,321.099
1998-04-30,339.717
1998-05-29,358.405
1998-06-30,355.932
1998-07-31,377.427
1998-08-31,331.088
1998-09-30,312.951
1998-10-30,314.828
1998-11-30,332.826
1998-12-31,330.922
1999-01-29,356.151
1999-02-26,347.42
1999-03-31,336.997
1999-04-30,344.871
1999-05-31,341.891
1999-06-30,354.079
1999-07-30,365.51
1999-08-31,376.463
1999-09-30,382.519
1999-10-29,389.249
1999-11-30,419.729
1999-12-31,480.706
2000-01-31,486.792
2000-02-29,553.844
2000-03-31,516.404
2000-04-28,470.897
2000-05-31,458.496
2000-06-30,426.893
2000-07-31,413.707
2000-08-31,392.247
2000-09-29,357.888
2000-10-31,349.405
2000-11-30,310.164
2000-12-29,337.995
2001-01-31,355.954
2001-02-28,339.427
2001-03-30,297.362
2001-04-30,333.198
2001-05-31,314.695
2001-06-29,296.324
2001-07-31,299.233
2001-08-31,271.814
2001-09-28,247.177
2001-10-31,264.773
2001-11-30,289.789
2001-12-31,299.601
2002-01-31,289.516
2002-02-28,301.865
2002-03-29,310.475
2002-04-30,303.669
2002-05-31,308.091
2002-06-28,321.413
2002-07-31,276.113
2002-08-30,269.458
2002-09-30,233.576
2002-10-31,252.823
2002-11-29,291.082
2002-12-31,261.932
2003-01-31,247.705
2003-02-28,258.035
2003-03-31,252.314
2003-04-30,300.885
2003-05-30,307.201
2003-06-30,309.797
2003-07-31,326.576
2003-08-29,326.663
2003-09-30,336.591
2003-10-31,369.296
2003-11-28,381.616
2003-12-31,408.8
2004-01-30,414.702
2004-02-27,409.644
2004-03-31,398.429
2004-04-30,402.134
2004-05-31,402.224
2004-06-30,407.275
2004-07-30,388.669
2004-08-31,392.953
2004-09-30,413.159
2004-10-29,422.856
2004-11-30,477.285
2004-12-31,498.374
2005-01-31,484.245
2005-02-28,513.404
2005-03-31,492.754
2005-04-29,467.425
2005-05-31,490.811
2005-06-30,482.749
2005-07-29,514.982
2005-08-31,517.869
2005-09-30,546.873
2005-10-31,524.199
2005-11-30,542.932
2005-12-30,584.182
2006-01-31,614.882
2006-02-28,629.911
2006-03-31,682.752
2006-04-28,734.333
2006-05-31,675.877
2006-06-30,681.325
2006-07-31,674.547
2006-08-31,698.201
2006-09-29,729.982
2006-10-31,783.207
2006-11-30,814.964
2006-12-29,883.123
2007-01-31,885.544
2007-02-28,884.109
2007-03-30,949.467
2007-04-30,1009.577
2007-05-31,1000.0
2007-06-29,996.526
2007-07-31,1011.392
2007-08-31,945.878
2007-09-28,983.846
2007-10-31,999.239
2007-11-30,938.179
2007-12-31,909.91
2008-01-31,825.286
2008-02-29,885.404
2008-03-31,901.098
2008-04-30,916.055
2008-05-30,951.016
2008-06-30,842.133
2008-07-31,773.95
2008-08-29,749.77
2008-09-30,595.713
2008-10-31,437.531
2008-11-28,414.192
2008-12-31,442.426
2009-01-30,396.16
2009-02-27,356.983
2009-03-31,399.615
2009-04-30,508.628
2009-05-29,570.716
2009-06-30,559.987
2009-07-31,682.909
2009-08-31,738.705
2009-09-30,747.007
2009-10-30,762.199
2009-11-30,787.598
2009-12-31,796.068
2010-01-29,767.841
2010-02-26,800.071
2010-03-31,852.412
2010-04-30,876.196
2010-05-31,755.703
2010-06-30,767.493
2010-07-30,871.834
2010-08-31,821.086
2010-09-30,985.336
2010-10-29,994.921
2010-11-30,968.336
2010-12-31,1064.37
2011-01-31,1102.864
2011-02-28,1099.936
2011-03-31,1134.781
2011-04-29,1211.824
2011-05-31,1176.049
2011-06-30,1110.243
2011-07-29,1076.696
2011-08-31,980.536
2011-09-30,834.337
2011-10-31,985.395
2011-11-30,949.92
2011-12-30,946.833
2012-01-31,1004.836
2012-02-29,1087.982
2012-03-30,1072.788
2012-04-30,1037.559
2012-05-31,891.916
2012-06-29,941.393
2012-07-31,1004.238
2012-08-31,1012.484
2012-09-28,1054.844
2012-10-31,1043.593
2012-11-30,1092.013
2012-12-31,1131.212
2013-01-31,1171.162
2013-02-28,1157.942
2013-03-29,1169.065
2013-04-30,1192.155
2013-05-31,1177.409
2013-06-28,1115.621
2013-07-31,1270.024
2013-08-30,1226.089
2013-09-30,1295.572
2013-10-31,1272.356
2013-11-29,1284.399
2013-12-31,1341.943
2014-01-31,1268.808
2014-02-28,1342.427
2014-03-31,1326.091
2014-04-30,1353.118
2014-05-30,1329.596
2014-06-30,1339.332
2014-07-31,1276.5
2014-08-29,1283.705
2014-09-30,1218.749
2014-10-31,1197.756
2014-11-28,1231.06
2014-12-31,1191.5
2015-01-30,1199.568
2015-02-27,1306.098
2015-03-31,1256.638
2015-04-30,1305.28
2015-05-29,1273.455
2015-06-30,1229.11
2015-07-31,1207.049
2015-08-31,1123.367
2015-09-30,1097.355
2015-10-30,1171.488
2015-11-30,1193.454
2015-12-31,1167.91
2016-01-29,1056.089
2016-02-29,1074.552
2016-03-31,1181.528
2016-04-29,1212.626
2016-05-31,1196.515
2016-06-30,1167.529
2016-07-29,1213.711
2016-08-31,1215.94
2016-09-30,1253.715
2016-10-31,1157.178
2016-11-30,1154.827
2016-12-30,1206.442
2017-01-31,1287.778
2017-02-28,1291.89
2017-03-31,1323.278
2017-04-28,1389.616
2017-05-31,1424.18
2017-06-30,1448.156
2017-07-31,1496.467
2017-08-31,1513.617
2017-09-29,1539.892
2017-10-31,1585.905
2017-11-30,1533.657
2017-12-29,1543.436
2018-01-31,1670.706
2018-02-28,1590.515
2018-03-30,1573.115
2018-04-30,1560.845
2018-05-31,1550.038
2018-06-29,1514.984
2018-07-31,1612.535
2018-08-31,1544.446
2018-09-28,1563.416
2018-10-31,1387.541
2018-11-30,1332.007
2018-12-31,1314.283
2019-01-31,1400.446
2019-02-28,1457.787
2019-03-29,1492.603
2019-04-30,1531.485
2019-05-31,1382.387
2019-06-28,1519.938
2019-07-31,1446.544
2019-08-30,1406.396
2019-09-30,1454.164
2019-10-31,1547.136
2019-11-29,1589.924
2019-12-31,1646.365
2020-01-31,1600.528
2020-02-28,1486.144
2020-03-31,1248.368
2020-04-30,1383.16
2020-05-29,1515.541
2020-06-30,1565.146
2020-07-31,1727.0
2020-08-31,1827.428
2020-09-30,1840.748
2020-10-30,1772.937
2020-11-30,2056.074
2020-12-31,2191.13
2021-01-29,2204.471
2021-02-26,2280.444
2021-03-31,2427.883
2021-04-30,2613.198
2021-05-31,2728.864
2021-06-30,2652.477
2021-07-30,2830.922
2021-08-31,2775.267
2021-09-30,2558.836
2021-10-29,2769.529
2021-11-30,2612.746
2021-12-31,2736.853
2022-01-31,2390.566
2022-02-28,2252.386
2022-03-31,2421.071
2022-04-29,2174.34
2022-05-31,2166.833
2022-06-30,1810.095
2022-07-29,2022.522
2022-08-31,1831.491
2022-09-30,1660.21
2022-10-31,1682.821
2022-11-30,1898.822
2022-12-30,1878.0
2023-01-31,2064.047
2023-02-28,2070.203
2023-03-31,2079.455
2023-04-28,2157.038
2023-05-31,1891.362
2023-06-30,1878.761
2023-07-31,1937.578
2023-08-31,1770.982
2023-09-29,1768.041
2023-10-31,1674.16
2023-11-30,1905.672
2023-12-29,2118.876
2024-01-31,2028.194
2024-02-29,2059.91
2024-03-29,2122.24
2024-04-30,2099.171
2024-05-31,2223.682
2024-06-28,2156.993
2024-07-31,2179.892
2024-08-30,2314.203
2024-09-30,2381.345
2024-10-31,2150.693
2024-11-29,2110.761
2024-12-31,2051.386
2025-01-31,2204.477
2025-02-28,2314.752
2025-03-31,2317.992
2025-04-30,2444.028
2025-05-30,2497.363
2025-06-30,2527.687
2025-07-31,2537.168
2025-08-29,2643.299
