Date,EM (EMERGING MARKETS) SMID GROWTH SMID (Small+Mid Cap)
2002-12-12,256.218
2002-12-13,256.005
2002-12-16,257.305
2002-12-17,256.766
2002-12-18,256.056
2002-12-19,256.922
2002-12-20,257.875
2002-12-23,255.106
2002-12-24,253.827
2002-12-25,253.382
2002-12-26,253.598
2002-12-27,253.391
2002-12-30,250.99
2002-12-31,251.612
2003-01-01,251.477
2003-01-02,253.37
2003-01-03,256.863
2003-01-06,259.205
2003-01-07,257.675
2003-01-08,258.297
2003-01-09,259.788
2003-01-10,260.799
2003-01-13,263.783
2003-01-14,263.908
2003-01-15,263.996
2003-01-16,262.48
2003-01-17,259.793
2003-01-20,259.149
2003-01-21,257.493
2003-01-22,256.107
2003-01-23,257.154
2003-01-24,253.639
2003-01-27,250.094
2003-01-28,251.247
2003-01-29,251.275
2003-01-30,251.9
2003-01-31,252.894
2003-02-03,253.6
2003-02-04,254.21
2003-02-05,254.156
2003-02-06,252.049
2003-02-07,249.887
2003-02-10,247.897
2003-02-11,248.436
2003-02-12,249.531
2003-02-13,247.321
2003-02-14,246.871
2003-02-17,251.838
2003-02-18,252.023
2003-02-19,250.694
2003-02-20,251.553
2003-02-21,252.069
2003-02-24,252.235
2003-02-25,248.832
2003-02-26,248.506
2003-02-27,248.38
2003-02-28,248.722
2003-03-03,249.809
2003-03-04,248.345
2003-03-05,245.771
2003-03-06,243.029
2003-03-07,241.108
2003-03-10,237.74
2003-03-11,236.782
2003-03-12,237.454
2003-03-13,238.009
2003-03-14,240.412
2003-03-17,236.028
2003-03-18,240.994
2003-03-19,241.49
2003-03-20,244.751
2003-03-21,245.227
2003-03-24,242.744
2003-03-25,241.775
2003-03-26,243.271
2003-03-27,242.908
2003-03-28,242.606
2003-03-31,239.5
2003-04-01,240.895
2003-04-02,241.918
2003-04-03,243.461
2003-04-04,246.891
2003-04-07,250.859
2003-04-08,250.637
2003-04-09,250.405
2003-04-10,251.75
2003-04-11,252.526
2003-04-14,253.159
2003-04-15,255.605
2003-04-16,258.114
2003-04-17,259.216
2003-04-18,261.491
2003-04-21,262.045
2003-04-22,259.282
2003-04-23,259.221
2003-04-24,256.462
2003-04-25,253.062
2003-04-28,253.163
2003-04-29,257.699
2003-04-30,257.237
2003-05-01,257.411
2003-05-02,258.099
2003-05-05,260.928
2003-05-06,260.679
2003-05-07,263.047
2003-05-08,262.231
2003-05-09,264.256
2003-05-12,265.918
2003-05-13,266.92
2003-05-14,266.605
2003-05-15,265.494
2003-05-16,265.306
2003-05-19,262.694
2003-05-20,263.111
2003-05-21,263.78
2003-05-22,264.621
2003-05-23,269.486
2003-05-26,272.988
2003-05-27,272.418
2003-05-28,273.157
2003-05-29,275.06
2003-05-30,276.592
2003-06-02,279.676
2003-06-03,278.614
2003-06-04,280.112
2003-06-05,282.706
2003-06-06,283.312
2003-06-09,284.368
2003-06-10,284.023
2003-06-11,285.261
2003-06-12,288.511
2003-06-13,290.36
2003-06-16,292.306
2003-06-17,295.115
2003-06-18,293.983
2003-06-19,295.351
2003-06-20,294.483
2003-06-23,290.464
2003-06-24,290.235
2003-06-25,292.673
2003-06-26,292.087
2003-06-27,293.646
2003-06-30,293.945
2003-07-01,297.874
2003-07-02,301.59
2003-07-03,302.995
2003-07-04,305.361
2003-07-07,309.19
2003-07-08,309.541
2003-07-09,309.375
2003-07-10,308.09
2003-07-11,308.159
2003-07-14,313.838
2003-07-15,312.09
2003-07-16,311.2
2003-07-17,307.44
2003-07-18,305.924
2003-07-21,304.455
2003-07-22,304.822
2003-07-23,305.869
2003-07-24,308.279
2003-07-25,311.648
2003-07-28,315.071
2003-07-29,313.523
2003-07-30,312.676
2003-07-31,312.947
2003-08-01,313.582
2003-08-04,312.677
2003-08-05,309.946
2003-08-06,308.783
2003-08-07,311.874
2003-08-08,311.609
2003-08-11,311.952
2003-08-12,312.963
2003-08-13,316.719
2003-08-14,318.694
2003-08-15,319.596
2003-08-18,322.237
2003-08-19,321.395
2003-08-20,321.605
2003-08-21,324.833
2003-08-22,325.066
2003-08-25,323.628
2003-08-26,323.94
2003-08-27,324.984
2003-08-28,324.055
2003-08-29,327.567
2003-09-01,329.463
2003-09-02,330.699
2003-09-03,331.823
2003-09-04,331.061
2003-09-05,331.621
2003-09-08,331.6
2003-09-09,329.994
2003-09-10,329.593
2003-09-11,330.653
2003-09-12,331.384
2003-09-15,330.26
2003-09-16,332.291
2003-09-17,333.816
2003-09-18,334.07
2003-09-19,334.853
2003-09-22,331.755
2003-09-23,333.762
2003-09-24,335.894
2003-09-25,333.316
2003-09-26,331.537
2003-09-29,331.272
2003-09-30,332.641
2003-10-01,334.977
2003-10-02,339.228
2003-10-03,341.7
2003-10-06,344.25
2003-10-07,345.568
2003-10-08,346.811
2003-10-09,350.902
2003-10-10,353.662
2003-10-13,355.435
2003-10-14,353.231
2003-10-15,353.608
2003-10-16,356.461
2003-10-17,354.026
2003-10-20,354.267
2003-10-21,353.195
2003-10-22,353.093
2003-10-23,347.656
2003-10-24,349.156
2003-10-27,349.23
2003-10-28,352.742
2003-10-29,353.537
2003-10-30,355.419
2003-10-31,356.418
2003-11-03,360.903
2003-11-04,362.516
2003-11-05,362.41
2003-11-06,360.358
2003-11-07,362.425
2003-11-10,362.08
2003-11-11,360.226
2003-11-12,362.491
2003-11-13,365.653
2003-11-14,367.455
2003-11-17,363.489
2003-11-18,363.746
2003-11-19,358.801
2003-11-20,357.332
2003-11-21,357.907
2003-11-24,356.38
2003-11-25,359.507
2003-11-26,363.555
2003-11-27,363.838
2003-11-28,367.679
2003-12-01,375.055
2003-12-02,377.359
2003-12-03,378.976
2003-12-04,379.005
2003-12-05,378.302
2003-12-08,377.818
2003-12-09,380.208
2003-12-10,378.347
2003-12-11,379.254
2003-12-12,382.196
2003-12-15,385.367
2003-12-16,382.854
2003-12-17,380.042
2003-12-18,380.691
2003-12-19,379.35
2003-12-22,379.789
2003-12-23,380.766
2003-12-24,381.985
2003-12-25,381.378
2003-12-26,382.403
2003-12-29,385.703
2003-12-30,389.859
2003-12-31,391.102
2004-01-01,391.348
2004-01-02,396.638
2004-01-05,404.263
2004-01-06,401.9
2004-01-07,402.551
2004-01-08,404.476
2004-01-09,408.063
2004-01-12,406.838
2004-01-13,407.307
2004-01-14,404.743
2004-01-15,400.362
2004-01-16,400.661
2004-01-19,401.797
2004-01-20,404.412
2004-01-21,402.455
2004-01-22,401.875
2004-01-23,403.648
2004-01-26,403.811
2004-01-27,405.906
2004-01-28,405.793
2004-01-29,398.439
2004-01-30,398.911
2004-02-02,398.743
2004-02-03,398.651
2004-02-04,397.06
2004-02-05,397.064
2004-02-06,400.469
2004-02-09,405.304
2004-02-10,405.928
2004-02-11,407.786
2004-02-12,411.851
2004-02-13,413.859
2004-02-16,413.812
2004-02-17,417.449
2004-02-18,419.527
2004-02-19,415.48
2004-02-20,413.423
2004-02-23,412.765
2004-02-24,410.822
2004-02-25,411.132
2004-02-26,411.695
2004-02-27,414.286
2004-03-01,418.186
2004-03-02,419.942
2004-03-03,416.393
2004-03-04,418.3
2004-03-05,422.094
2004-03-08,421.463
2004-03-09,421.577
2004-03-10,416.845
2004-03-11,412.758
2004-03-12,410.176
2004-03-15,408.758
2004-03-16,408.235
2004-03-17,411.285
2004-03-18,416.453
2004-03-19,417.901
2004-03-22,409.292
2004-03-23,406.155
2004-03-24,406.143
2004-03-25,404.369
2004-03-26,406.153
2004-03-29,412.392
2004-03-30,415.072
2004-03-31,419.695
2004-04-01,423.99
2004-04-02,425.407
2004-04-05,429.277
2004-04-06,430.222
2004-04-07,430.275
2004-04-08,430.567
2004-04-09,429.702
2004-04-12,432.127
2004-04-13,428.502
2004-04-14,424.225
2004-04-15,421.258
2004-04-16,423.75
2004-04-19,423.388
2004-04-20,422.226
2004-04-21,417.99
2004-04-22,415.491
2004-04-23,418.856
2004-04-26,416.029
2004-04-27,413.754
2004-04-28,407.392
2004-04-29,394.963
2004-04-30,388.508
2004-05-03,384.95
2004-05-04,391.192
2004-05-05,389.272
2004-05-06,383.286
2004-05-07,379.016
2004-05-10,360.924
2004-05-11,362.785
2004-05-12,367.58
2004-05-13,362.55
2004-05-14,356.789
2004-05-17,343.24
2004-05-18,347.615
2004-05-19,360.426
2004-05-20,355.977
2004-05-21,362.204
2004-05-24,365.087
2004-05-25,365.065
2004-05-26,367.787
2004-05-27,373.138
2004-05-28,375.734
2004-05-31,372.621
2004-06-01,373.125
2004-06-02,372.626
2004-06-03,365.249
2004-06-04,366.527
2004-06-07,374.991
2004-06-08,374.342
2004-06-09,372.243
2004-06-10,371.442
2004-06-11,367.375
2004-06-14,360.656
2004-06-15,363.161
2004-06-16,362.692
2004-06-17,362.563
2004-06-18,361.238
2004-06-21,360.702
2004-06-22,359.622
2004-06-23,361.529
2004-06-24,367.241
2004-06-25,368.977
2004-06-28,369.212
2004-06-29,371.243
2004-06-30,374.453
2004-07-01,375.217
2004-07-02,375.045
2004-07-05,374.486
2004-07-06,373.149
2004-07-07,374.89
2004-07-08,371.795
2004-07-09,373.13
2004-07-12,373.95
2004-07-13,373.099
2004-07-14,370.683
2004-07-15,369.435
2004-07-16,371.939
2004-07-19,372.44
2004-07-20,368.726
2004-07-21,368.434
2004-07-22,365.856
2004-07-23,363.828
2004-07-26,361.19
2004-07-27,361.42
2004-07-28,362.175
2004-07-29,360.83
2004-07-30,363.346
2004-08-02,360.3
2004-08-03,359.527
2004-08-04,358.475
2004-08-05,361.308
2004-08-06,361.065
2004-08-09,361.979
2004-08-10,362.587
2004-08-11,359.035
2004-08-12,358.235
2004-08-13,358.538
2004-08-16,357.769
2004-08-17,359.656
2004-08-18,361.92
2004-08-19,365.762
2004-08-20,367.401
2004-08-23,366.456
2004-08-24,367.75
2004-08-25,369.622
2004-08-26,372.671
2004-08-27,371.753
2004-08-30,373.13
2004-08-31,375.775
2004-09-01,380.453
2004-09-02,382.918
2004-09-03,381.437
2004-09-06,382.413
2004-09-07,383.307
2004-09-08,383.96
2004-09-09,384.88
2004-09-10,386.501
2004-09-13,388.951
2004-09-14,391.345
2004-09-15,391.509
2004-09-16,395.286
2004-09-17,395.586
2004-09-20,398.28
2004-09-21,399.463
2004-09-22,396.401
2004-09-23,396.893
2004-09-24,396.402
2004-09-27,394.897
2004-09-28,395.595
2004-09-29,395.841
2004-09-30,398.271
2004-10-01,403.582
2004-10-04,410.848
2004-10-05,409.289
2004-10-06,408.446
2004-10-07,408.602
2004-10-08,410.354
2004-10-11,410.896
2004-10-12,405.424
2004-10-13,403.335
2004-10-14,400.53
2004-10-15,401.346
2004-10-18,402.084
2004-10-19,404.234
2004-10-20,400.069
2004-10-21,401.52
2004-10-22,402.151
2004-10-25,399.258
2004-10-26,399.078
2004-10-27,403.618
2004-10-28,407.36
2004-10-29,408.239
2004-11-01,409.85
2004-11-02,413.445
2004-11-03,419.584
2004-11-04,421.689
2004-11-05,423.005
2004-11-08,420.945
2004-11-09,421.726
2004-11-10,424.265
2004-11-11,424.695
2004-11-12,429.762
2004-11-15,432.92
2004-11-16,432.368
2004-11-17,437.798
2004-11-18,437.826
2004-11-19,437.271
2004-11-22,434.889
2004-11-23,437.309
2004-11-24,441.718
2004-11-25,443.314
2004-11-26,444.372
2004-11-29,446.573
2004-11-30,449.465
2004-12-01,450.909
2004-12-02,452.658
2004-12-03,452.873
2004-12-06,454.147
2004-12-07,451.489
2004-12-08,446.49
2004-12-09,443.444
2004-12-10,441.601
2004-12-13,446.106
2004-12-14,448.3
2004-12-15,452.652
2004-12-16,454.705
2004-12-17,454.92
2004-12-20,458.606
2004-12-21,459.398
2004-12-22,460.42
2004-12-23,461.94
2004-12-24,463.182
2004-12-27,463.593
2004-12-28,465.403
2004-12-29,468.232
2004-12-30,472.372
2004-12-31,475.386
2005-01-03,474.28
2005-01-04,466.478
2005-01-05,461.052
2005-01-06,454.217
2005-01-07,455.598
2005-01-10,456.586
2005-01-11,458.988
2005-01-12,457.884
2005-01-13,460.553
2005-01-14,460.826
2005-01-17,462.658
2005-01-18,459.729
2005-01-19,461.086
2005-01-20,457.11
2005-01-21,458.382
2005-01-24,460.368
2005-01-25,459.586
2005-01-26,463.976
2005-01-27,464.706
2005-01-28,467.597
2005-01-31,473.241
2005-02-01,471.592
2005-02-02,473.502
2005-02-03,474.822
2005-02-04,477.642
2005-02-07,479.476
2005-02-08,477.214
2005-02-09,478.081
2005-02-10,478.52
2005-02-11,482.047
2005-02-14,488.081
2005-02-15,489.736
2005-02-16,490.627
2005-02-17,493.072
2005-02-18,496.201
2005-02-21,496.901
2005-02-22,499.228
2005-02-23,501.103
2005-02-24,504.858
2005-02-25,505.6
2005-02-28,509.37
2005-03-01,509.783
2005-03-02,507.461
2005-03-03,508.87
2005-03-04,512.129
2005-03-07,514.284
2005-03-08,514.34
2005-03-09,516.043
2005-03-10,512.31
2005-03-11,514.198
2005-03-14,507.427
2005-03-15,497.754
2005-03-16,496.699
2005-03-17,494.324
2005-03-18,493.92
2005-03-21,490.385
2005-03-22,486.58
2005-03-23,478.99
2005-03-24,476.893
2005-03-25,479.386
2005-03-28,476.528
2005-03-29,469.713
2005-03-30,472.121
2005-03-31,479.524
2005-04-01,485.353
2005-04-04,480.398
2005-04-05,479.775
2005-04-06,481.797
2005-04-07,483.323
2005-04-08,482.793
2005-04-11,481.274
2005-04-12,478.97
2005-04-13,481.512
2005-04-14,473.149
2005-04-15,467.342
2005-04-18,458.343
2005-04-19,466.252
2005-04-20,466.056
2005-04-21,467.358
2005-04-22,468.553
2005-04-25,469.014
2005-04-26,470.548
2005-04-27,467.243
2005-04-28,462.462
2005-04-29,463.513
2005-05-02,464.605
2005-05-03,465.595
2005-05-04,472.236
2005-05-05,476.678
2005-05-06,479.299
2005-05-09,477.297
2005-05-10,474.124
2005-05-11,471.015
2005-05-12,468.761
2005-05-13,467.015
2005-05-16,464.448
2005-05-17,463.418
2005-05-18,466.103
2005-05-19,470.69
2005-05-20,468.615
2005-05-23,467.55
2005-05-24,468.896
2005-05-25,467.742
2005-05-26,468.842
2005-05-27,475.298
2005-05-30,477.04
2005-05-31,475.752
2005-06-01,474.554
2005-06-02,478.756
2005-06-03,483.465
2005-06-06,483.498
2005-06-07,484.086
2005-06-08,486.248
2005-06-09,483.643
2005-06-10,485.101
2005-06-13,484.159
2005-06-14,483.224
2005-06-15,486.971
2005-06-16,489.28
2005-06-17,492.494
2005-06-20,490.392
2005-06-21,489.215
2005-06-22,493.166
2005-06-23,493.107
2005-06-24,492.03
2005-06-27,489.611
2005-06-28,489.626
2005-06-29,489.784
2005-06-30,489.312
2005-07-01,490.698
2005-07-04,489.222
2005-07-05,486.642
2005-07-06,488.405
2005-07-07,485.934
2005-07-08,486.818
2005-07-11,494.954
2005-07-12,501.795
2005-07-13,503.487
2005-07-14,508.842
2005-07-15,506.641
2005-07-18,507.602
2005-07-19,509.552
2005-07-20,510.884
2005-07-21,514.309
2005-07-22,515.562
2005-07-25,516.771
2005-07-26,513.16
2005-07-27,516.123
2005-07-28,521.833
2005-07-29,521.684
2005-08-01,524.269
2005-08-02,527.31
2005-08-03,531.554
2005-08-04,533.688
2005-08-05,532.283
2005-08-08,531.577
2005-08-09,534.187
2005-08-10,537.035
2005-08-11,537.371
2005-08-12,535.858
2005-08-15,533.572
2005-08-16,531.78
2005-08-17,531.355
2005-08-18,526.797
2005-08-19,524.105
2005-08-22,531.102
2005-08-23,528.939
2005-08-24,524.94
2005-08-25,526.079
2005-08-26,525.15
2005-08-29,519.339
2005-08-30,519.757
2005-08-31,522.79
2005-09-01,529.686
2005-09-02,534.171
2005-09-05,535.507
2005-09-06,535.264
2005-09-07,538.299
2005-09-08,539.939
2005-09-09,542.239
2005-09-12,544.14
2005-09-13,541.691
2005-09-14,543.546
2005-09-15,543.58
2005-09-16,544.372
2005-09-19,544.837
2005-09-20,549.787
2005-09-21,550.507
2005-09-22,548.066
2005-09-23,544.121
2005-09-26,547.144
2005-09-27,548.531
2005-09-28,551.297
2005-09-29,557.562
2005-09-30,562.129
2005-10-03,564.085
2005-10-04,567.253
2005-10-05,560.251
2005-10-06,550.431
2005-10-07,550.349
2005-10-10,554.302
2005-10-11,556.891
2005-10-12,549.985
2005-10-13,539.741
2005-10-14,536.417
2005-10-17,534.055
2005-10-18,531.417
2005-10-19,520.445
2005-10-20,523.303
2005-10-21,526.97
2005-10-24,528.883
2005-10-25,527.464
2005-10-26,525.619
2005-10-27,520.699
2005-10-28,518.568
2005-10-31,526.983
2005-11-01,533.349
2005-11-02,541.159
2005-11-03,545.255
2005-11-04,544.248
