Date,EM (EMERGING MARKETS) SMID GROWTH SMID (Small+Mid Cap)
2010-04-30,916.574
2010-05-31,831.228
2010-06-30,841.419
2010-07-30,906.842
2010-08-31,903.464
2010-09-30,1012.595
2010-10-29,1043.788
2010-11-30,1018.196
2010-12-31,1053.704
2011-01-31,1014.768
2011-02-28,981.612
2011-03-31,1036.208
2011-04-29,1080.276
2011-05-31,1055.969
2011-06-30,1038.525
2011-07-29,1051.301
2011-08-31,950.967
2011-09-30,790.667
2011-10-31,878.066
2011-11-30,809.009
2011-12-30,793.284
2012-01-31,870.244
2012-02-29,936.717
2012-03-30,912.799
2012-04-30,898.852
2012-05-31,819.085
2012-06-29,839.11
2012-07-31,845.059
2012-08-31,864.292
2012-09-28,910.854
2012-10-31,902.898
2012-11-30,915.718
2012-12-31,956.336
2013-01-31,964.885
2013-02-28,978.718
2013-03-29,975.182
2013-04-30,994.785
2013-05-31,986.422
2013-06-28,908.737
2013-07-31,919.552
2013-08-30,883.889
2013-09-30,940.029
2013-10-31,981.586
2013-11-29,967.211
2013-12-31,960.639
2014-01-31,918.681
2014-02-28,961.923
2014-03-31,986.486
2014-04-30,990.277
2014-05-30,1016.242
2014-06-30,1043.1
2014-07-31,1045.759
2014-08-29,1077.176
2014-09-30,1025.137
2014-10-31,1013.933
2014-11-28,997.266
2014-12-31,963.745
2015-01-30,983.399
2015-02-27,1006.805
2015-03-31,1008.741
2015-04-30,1090.601
2015-05-29,1076.664
2015-06-30,1040.624
2015-07-31,983.664
2015-08-31,898.582
2015-09-30,883.785
2015-10-30,935.824
2015-11-30,916.96
2015-12-31,908.424
2016-01-29,851.558
2016-02-29,835.776
2016-03-31,918.662
2016-04-29,926.595
2016-05-31,900.506
2016-06-30,924.125
2016-07-29,962.177
2016-08-31,974.032
2016-09-30,983.829
2016-10-31,970.728
2016-11-30,908.29
2016-12-30,901.301
2017-01-31,945.223
2017-02-28,983.618
2017-03-31,1014.199
2017-04-28,1037.568
2017-05-31,1057.638
2017-06-30,1059.624
2017-07-31,1104.32
2017-08-31,1127.867
2017-09-29,1128.469
2017-10-31,1153.028
2017-11-30,1176.154
2017-12-29,1228.982
2018-01-31,1303.466
2018-02-28,1250.985
2018-03-30,1252.351
2018-04-30,1239.473
2018-05-31,1215.544
2018-06-29,1147.092
2018-07-31,1151.604
2018-08-31,1128.37
2018-09-28,1094.716
2018-10-31,986.612
2018-11-30,1048.877
2018-12-31,1034.004
2019-01-31,1093.675
2019-02-28,1100.066
2019-03-29,1102.019
2019-04-30,1115.807
2019-05-31,1061.425
2019-06-28,1112.552
2019-07-31,1102.502
2019-08-30,1051.509
2019-09-30,1068.04
2019-10-31,1117.521
2019-11-29,1100.739
2019-12-31,1176.522
2020-01-31,1143.719
2020-02-28,1053.245
2020-03-31,823.871
2020-04-30,948.524
2020-05-29,987.506
2020-06-30,1068.239
2020-07-31,1183.51
2020-08-31,1217.354
2020-09-30,1183.17
2020-10-30,1158.918
2020-11-30,1297.143
2020-12-31,1406.867
2021-01-29,1402.271
2021-02-26,1441.484
2021-03-31,1452.44
2021-04-30,1528.059
2021-05-31,1572.991
2021-06-30,1628.27
2021-07-30,1575.547
2021-08-31,1604.707
2021-09-30,1546.411
2021-10-29,1550.633
2021-11-30,1521.032
2021-12-31,1560.386
2022-01-31,1467.516
2022-02-28,1441.34
2022-03-31,1459.34
2022-04-29,1356.146
2022-05-31,1353.175
2022-06-30,1217.45
2022-07-29,1240.77
2022-08-31,1263.455
2022-09-30,1121.603
2022-10-31,1132.587
2022-11-30,1241.564
2022-12-30,1222.212
2023-01-31,1292.954
2023-02-28,1252.66
2023-03-31,1275.047
2023-04-28,1282.01
2023-05-31,1276.0
2023-06-30,1332.665
2023-07-31,1413.017
2023-08-31,1370.579
2023-09-29,1330.294
2023-10-31,1260.975
2023-11-30,1384.081
2023-12-29,1434.941
2024-01-31,1382.766
2024-02-29,1443.621
2024-03-29,1444.463
2024-04-30,1447.743
2024-05-31,1445.936
2024-06-28,1488.489
2024-07-31,1492.191
2024-08-30,1517.612
2024-09-30,1595.237
2024-10-31,1519.576
2024-11-29,1480.801
2024-12-31,1472.902
2025-01-31,1468.889
2025-02-28,1448.049
2025-03-31,1453.058
2025-04-30,1509.313
2025-05-30,1601.702
2025-06-30,1721.149
2025-07-31,1735.837
2025-08-29,1789.023
2025-09-30,1840.46
2025-10-31,1878.776
2025-11-28,1849.936
2025-12-31,1863.977
2026-01-30,1998.825
