Date,EM (EMERGING MARKETS) SMID GROWTH SMID (Small+Mid Cap)
2009-10-30,793.929
2009-11-30,836.739
2009-12-31,887.475
2010-01-29,836.539
2010-02-26,841.306
2010-03-31,905.263
2010-04-30,921.841
2010-05-31,836.183
2010-06-30,846.547
2010-07-30,912.817
2010-08-31,909.662
2010-09-30,1019.608
2010-10-29,1051.059
2010-11-30,1025.329
2010-12-31,1061.154
2011-01-31,1022.033
2011-02-28,988.794
2011-03-31,1043.883
2011-04-29,1088.35
2011-05-31,1064.009
2011-06-30,1046.574
2011-07-29,1060.085
2011-08-31,959.405
2011-09-30,797.786
2011-10-31,886.013
2011-11-30,816.355
2011-12-30,800.525
2012-01-31,878.237
2012-02-29,945.468
2012-03-30,921.409
2012-04-30,907.553
2012-05-31,827.214
2012-06-29,847.618
2012-07-31,854.158
2012-08-31,873.991
2012-09-28,921.261
2012-10-31,913.272
2012-11-30,926.262
2012-12-31,967.466
2013-01-31,976.201
2013-02-28,990.337
2013-03-29,986.918
2013-04-30,1006.942
2013-05-31,998.602
2013-06-28,920.151
2013-07-31,931.609
2013-08-30,895.888
2013-09-30,952.976
2013-10-31,995.152
2013-11-29,980.606
2013-12-31,974.048
2014-01-31,931.546
2014-02-28,975.602
2014-03-31,1000.715
2014-04-30,1004.676
2014-05-30,1031.244
2014-06-30,1058.648
2014-07-31,1061.851
2014-08-29,1094.062
2014-09-30,1041.302
2014-10-31,1030.032
2014-11-28,1013.179
2014-12-31,979.449
2015-01-30,999.481
2015-02-27,1023.338
2015-03-31,1025.423
2015-04-30,1108.728
2015-05-29,1094.775
2015-06-30,1058.364
2015-07-31,1000.847
2015-08-31,914.558
2015-09-30,899.595
2015-10-30,952.611
2015-11-30,933.448
2015-12-31,925.03
2016-01-29,867.185
2016-02-29,851.154
2016-03-31,935.649
2016-04-29,943.85
2016-05-31,917.484
2016-06-30,941.779
2016-07-29,980.937
2016-08-31,993.293
2016-09-30,1003.359
2016-10-31,990.033
2016-11-30,926.389
2016-12-30,919.583
2017-01-31,964.455
2017-02-28,1003.693
2017-03-31,1035.002
2017-04-28,1059.027
2017-05-31,1079.765
2017-06-30,1082.0
2017-07-31,1128.119
2017-08-31,1152.504
2017-09-29,1153.262
2017-10-31,1178.414
2017-11-30,1202.093
2017-12-29,1256.454
2018-01-31,1332.737
2018-02-28,1279.153
2018-03-30,1280.712
2018-04-30,1267.68
2018-05-31,1243.437
2018-06-29,1173.772
2018-07-31,1179.162
2018-08-31,1155.667
2018-09-28,1121.396
2018-10-31,1010.766
2018-11-30,1074.617
2018-12-31,1059.79
2019-01-31,1121.08
2019-02-28,1127.683
2019-03-29,1129.898
2019-04-30,1144.206
2019-05-31,1088.773
2019-06-28,1141.503
2019-07-31,1131.908
2019-08-30,1079.948
2019-09-30,1097.107
2019-10-31,1148.03
2019-11-29,1130.842
2019-12-31,1209.04
2020-01-31,1175.47
2020-02-28,1082.511
2020-03-31,846.965
2020-04-30,975.191
2020-05-29,1015.401
2020-06-30,1098.606
2020-07-31,1217.798
2020-08-31,1252.898
2020-09-30,1217.995
2020-10-30,1193.091
2020-11-30,1335.483
2020-12-31,1448.834
2021-01-29,1444.219
2021-02-26,1484.659
2021-03-31,1496.414
2021-04-30,1574.58
2021-05-31,1621.238
2021-06-30,1678.863
2021-07-30,1624.904
2021-08-31,1655.674
2021-09-30,1595.945
2021-10-29,1601.34
2021-11-30,1570.909
2021-12-31,1612.15
2022-01-31,1516.285
2022-02-28,1489.356
2022-03-31,1508.28
2022-04-29,1402.033
2022-05-31,1399.272
2022-06-30,1259.621
2022-07-29,1284.77
2022-08-31,1308.667
2022-09-30,1162.017
2022-10-31,1173.497
2022-11-30,1286.6
2022-12-30,1266.933
2023-01-31,1340.357
2023-02-28,1298.688
2023-03-31,1322.303
2023-04-28,1329.668
2023-05-31,1323.872
2023-06-30,1383.24
2023-07-31,1467.51
2023-08-31,1423.746
2023-09-29,1382.112
2023-10-31,1310.196
2023-11-30,1438.217
2023-12-29,1491.597
2024-01-31,1437.517
2024-02-29,1500.886
2024-03-29,1502.033
2024-04-30,1506.032
2024-05-31,1504.52
2024-06-28,1549.182
2024-07-31,1553.71
2024-08-30,1580.663
2024-09-30,1662.041
2024-10-31,1583.439
2024-11-29,1543.229
2024-12-31,1535.316
2025-01-31,1531.391
2025-02-28,1509.949
2025-03-31,1515.582
2025-04-30,1574.599
2025-05-30,1672.219
2025-06-30,1797.581
2025-07-31,1814.243
2025-08-29,1870.148
2025-09-30,1924.249
2025-10-31,1964.435
2025-11-28,1934.427
2025-12-31,1949.444
