Date,WORLD VALUE Standard (Large+Mid Cap)
2002-02-07,3988.958
2002-02-08,4043.249
2002-02-11,4107.522
2002-02-12,4088.758
2002-02-13,4116.98
2002-02-14,4129.427
2002-02-15,4088.838
2002-02-18,4080.165
2002-02-19,3995.674
2002-02-20,4003.844
2002-02-21,3988.348
2002-02-22,4000.504
2002-02-25,4062.916
2002-02-26,4069.007
2002-02-27,4092.527
2002-02-28,4087.78
2002-03-01,4172.304
2002-03-04,4310.274
2002-03-05,4300.602
2002-03-06,4359.885
2002-03-07,4388.52
2002-03-08,4410.622
2002-03-11,4422.323
2002-03-12,4378.927
2002-03-13,4339.815
2002-03-14,4354.928
2002-03-15,4406.419
2002-03-18,4406.349
2002-03-19,4427.742
2002-03-20,4376.671
2002-03-21,4375.739
2002-03-22,4350.424
2002-03-25,4295.81
2002-03-26,4312.997
2002-03-27,4333.658
2002-03-28,4362.666
2002-03-29,4354.231
2002-04-01,4364.194
2002-04-02,4343.643
2002-04-03,4323.509
2002-04-04,4321.835
2002-04-05,4313.434
2002-04-08,4294.307
2002-04-09,4270.692
2002-04-10,4309.809
2002-04-11,4233.493
2002-04-12,4237.738
2002-04-15,4242.876
2002-04-16,4344.861
2002-04-17,4369.919
2002-04-18,4359.16
2002-04-19,4363.005
2002-04-22,4315.136
2002-04-23,4296.416
2002-04-24,4275.353
2002-04-25,4268.938
2002-04-26,4224.505
2002-04-29,4197.489
2002-04-30,4236.765
2002-05-01,4259.583
2002-05-02,4254.553
2002-05-03,4240.657
2002-05-06,4186.497
2002-05-07,4160.463
2002-05-08,4283.763
2002-05-09,4252.068
2002-05-10,4201.657
2002-05-13,4254.791
2002-05-14,4313.533
2002-05-15,4335.052
2002-05-16,4350.942
2002-05-17,4380.08
2002-05-20,4344.574
2002-05-21,4316.951
2002-05-22,4327.84
2002-05-23,4350.982
2002-05-24,4334.739
2002-05-27,4329.373
2002-05-28,4310.414
2002-05-29,4289.25
2002-05-30,4267.536
2002-05-31,4274.714
2002-06-03,4214.755
2002-06-04,4188.989
2002-06-05,4178.57
2002-06-06,4135.807
2002-06-07,4117.72
2002-06-10,4116.032
2002-06-11,4088.025
2002-06-12,4076.433
2002-06-13,4029.807
2002-06-14,3983.338
2002-06-17,4077.821
2002-06-18,4087.746
2002-06-19,4024.962
2002-06-20,3979.791
2002-06-21,3955.129
2002-06-24,3939.553
2002-06-25,3924.881
2002-06-26,3877.854
2002-06-27,3923.061
2002-06-28,4003.981
2002-07-01,3960.007
2002-07-02,3871.444
2002-07-03,3843.616
2002-07-04,3860.341
2002-07-05,3982.534
2002-07-08,3973.836
2002-07-09,3929.999
2002-07-10,3820.365
2002-07-11,3787.588
2002-07-12,3771.401
2002-07-15,3714.852
2002-07-16,3680.385
2002-07-17,3714.624
2002-07-18,3691.184
2002-07-19,3564.56
2002-07-22,3414.36
2002-07-23,3297.321
2002-07-24,3377.143
2002-07-25,3401.523
2002-07-26,3415.05
2002-07-29,3572.3
2002-07-30,3596.012
2002-07-31,3613.37
2002-08-01,3507.527
2002-08-02,3450.126
2002-08-05,3343.787
2002-08-06,3410.533
2002-08-07,3446.797
2002-08-08,3553.797
2002-08-09,3594.81
2002-08-12,3561.567
2002-08-13,3528.742
2002-08-14,3593.546
2002-08-15,3650.377
2002-08-16,3656.576
2002-08-19,3728.707
2002-08-20,3682.755
2002-08-21,3729.618
2002-08-22,3776.917
2002-08-23,3711.388
2002-08-26,3736.061
2002-08-27,3742.51
2002-08-28,3648.571
2002-08-29,3629.152
2002-08-30,3628.56
2002-09-02,3610.076
2002-09-03,3475.842
2002-09-04,3498.234
2002-09-05,3459.929
2002-09-06,3517.668
2002-09-09,3520.888
2002-09-10,3552.52
2002-09-11,3573.091
2002-09-12,3488.009
2002-09-13,3463.038
2002-09-16,3450.814
2002-09-17,3404.242
2002-09-18,3361.557
2002-09-19,3297.74
2002-09-20,3292.993
2002-09-23,3231.504
2002-09-24,3165.77
2002-09-25,3215.45
2002-09-26,3305.415
2002-09-27,3254.551
2002-09-30,3191.206
2002-10-01,3262.458
2002-10-02,3223.854
2002-10-03,3183.529
2002-10-04,3113.545
2002-10-07,3039.459
2002-10-08,3038.792
2002-10-09,2974.861
2002-10-10,3072.112
2002-10-11,3203.637
2002-10-14,3189.513
2002-10-15,3362.439
2002-10-16,3303.123
2002-10-17,3375.998
2002-10-18,3380.066
2002-10-21,3426.027
2002-10-22,3397.116
2002-10-23,3384.738
2002-10-24,3389.797
2002-10-25,3412.603
2002-10-28,3423.305
2002-10-29,3353.975
2002-10-30,3407.348
2002-10-31,3414.236
2002-11-01,3450.028
2002-11-04,3511.632
2002-11-05,3549.112
2002-11-06,3551.042
2002-11-07,3482.112
2002-11-08,3455.586
2002-11-11,3390.636
2002-11-12,3427.794
2002-11-13,3406.608
2002-11-14,3467.504
2002-11-15,3509.616
2002-11-18,3498.125
2002-11-19,3484.891
2002-11-20,3519.183
2002-11-21,3617.169
2002-11-22,3620.896
2002-11-25,3623.005
2002-11-26,3546.71
2002-11-27,3633.555
2002-11-28,3661.868
2002-11-29,3660.703
2002-12-02,3655.402
2002-12-03,3587.29
2002-12-04,3551.399
2002-12-05,3510.62
2002-12-06,3528.121
2002-12-09,3442.585
2002-12-10,3482.679
2002-12-11,3496.259
2002-12-12,3485.203
2002-12-13,3447.403
2002-12-16,3533.194
2002-12-17,3518.049
2002-12-18,3453.4
2002-12-19,3433.319
2002-12-20,3477.059
2002-12-23,3483.011
2002-12-24,3470.779
2002-12-25,3470.121
2002-12-26,3475.036
2002-12-27,3413.804
2002-12-30,3433.967
2002-12-31,3449.862
2003-01-01,3449.862
2003-01-02,3543.55
2003-01-03,3560.723
2003-01-06,3646.972
2003-01-07,3608.337
2003-01-08,3549.787
2003-01-09,3605.981
2003-01-10,3623.897
2003-01-13,3627.761
2003-01-14,3662.612
2003-01-15,3621.931
2003-01-16,3612.134
2003-01-17,3564.297
2003-01-20,3546.367
2003-01-21,3500.15
2003-01-22,3458.377
2003-01-23,3489.93
2003-01-24,3421.835
2003-01-27,3344.792
2003-01-28,3365.986
2003-01-29,3380.059
2003-01-30,3344.447
2003-01-31,3364.312
2003-02-03,3400.217
2003-02-04,3353.109
2003-02-05,3358.212
2003-02-06,3316.844
2003-02-07,3283.493
2003-02-10,3283.276
2003-02-11,3285.431
2003-02-12,3248.185
2003-02-13,3255.1
2003-02-14,3309.416
2003-02-17,3330.126
2003-02-18,3371.601
2003-02-19,3337.058
2003-02-20,3315.68
2003-02-21,3338.534
2003-02-24,3287.747
2003-02-25,3258.361
2003-02-26,3227.784
2003-02-27,3256.165
2003-02-28,3285.831
2003-03-03,3285.719
2003-03-04,3237.822
2003-03-05,3256.616
2003-03-06,3222.783
2003-03-07,3211.113
2003-03-10,3127.898
2003-03-11,3102.064
2003-03-12,3069.273
2003-03-13,3172.177
2003-03-14,3212.515
2003-03-17,3298.426
2003-03-18,3314.643
2003-03-19,3337.595
2003-03-20,3347.955
2003-03-21,3414.465
2003-03-24,3317.045
2003-03-25,3344.889
2003-03-26,3341.4
2003-03-27,3322.974
2003-03-28,3307.787
2003-03-31,3239.353
2003-04-01,3280.64
2003-04-02,3357.262
2003-04-03,3345.259
2003-04-04,3363.48
2003-04-07,3406.508
2003-04-08,3381.402
2003-04-09,3354.435
2003-04-10,3363.309
2003-04-11,3354.906
2003-04-14,3404.512
2003-04-15,3443.906
2003-04-16,3424.666
2003-04-17,3466.324
2003-04-18,3466.629
2003-04-21,3460.301
2003-04-22,3525.662
2003-04-23,3570.134
2003-04-24,3536.274
2003-04-25,3486.782
2003-04-28,3548.015
2003-04-29,3556.115
2003-04-30,3583.79
2003-05-01,3589.448
2003-05-02,3629.782
2003-05-05,3636.857
2003-05-06,3686.747
2003-05-07,3666.388
2003-05-08,3620.151
2003-05-09,3666.024
2003-05-12,3706.524
2003-05-13,3705.925
2003-05-14,3708.317
2003-05-15,3736.255
2003-05-16,3753.007
2003-05-19,3668.078
2003-05-20,3669.206
2003-05-21,3675.732
2003-05-22,3714.088
2003-05-23,3736.142
2003-05-26,3740.073
2003-05-27,3787.341
2003-05-28,3805.028
2003-05-29,3815.346
2003-05-30,3844.178
2003-06-02,3891.04
2003-06-03,3888.886
2003-06-04,3934.209
2003-06-05,3961.205
2003-06-06,3974.545
2003-06-09,3935.763
2003-06-10,3955.219
2003-06-11,4019.882
2003-06-12,4033.177
2003-06-13,4003.851
2003-06-16,4070.645
2003-06-17,4080.7
2003-06-18,4066.262
2003-06-19,4008.363
2003-06-20,4019.452
2003-06-23,3967.886
2003-06-24,3957.325
2003-06-25,3948.663
2003-06-26,3952.072
2003-06-27,3935.201
2003-06-30,3925.075
2003-07-01,3938.485
2003-07-02,3985.83
2003-07-03,3985.27
2003-07-04,3977.239
2003-07-07,4038.346
2003-07-08,4038.061
2003-07-09,4021.835
2003-07-10,3975.357
2003-07-11,3997.091
2003-07-14,4031.367
2003-07-15,4002.04
2003-07-16,3968.288
2003-07-17,3924.282
2003-07-18,3967.599
2003-07-21,3936.536
2003-07-22,3965.336
2003-07-23,3972.977
2003-07-24,3988.69
2003-07-25,4027.6
2003-07-28,4040.376
2003-07-29,4018.196
2003-07-30,3999.625
2003-07-31,4009.509
2003-08-01,3980.026
2003-08-04,3981.971
2003-08-05,3951.51
2003-08-06,3944.84
2003-08-07,3966.009
2003-08-08,3982.268
2003-08-11,3999.772
2003-08-12,4030.939
2003-08-13,4029.698
2003-08-14,4068.149
2003-08-15,4070.298
2003-08-18,4094.007
2003-08-19,4100.317
2003-08-20,4105.929
2003-08-21,4115.359
2003-08-22,4076.682
2003-08-25,4068.728
2003-08-26,4060.627
2003-08-27,4066.761
2003-08-28,4085.02
2003-08-29,4103.426
2003-09-01,4127.018
2003-09-02,4155.712
2003-09-03,4187.653
2003-09-04,4188.799
2003-09-05,4179.605
2003-09-08,4212.867
2003-09-09,4193.151
2003-09-10,4151.749
2003-09-11,4157.454
2003-09-12,4175.277
2003-09-15,4168.937
2003-09-16,4212.007
2003-09-17,4221.191
2003-09-18,4274.071
2003-09-19,4269.703
2003-09-22,4229.83
2003-09-23,4232.094
2003-09-24,4196.088
2003-09-25,4167.315
2003-09-26,4139.186
2003-09-29,4156.112
2003-09-30,4131.545
2003-10-01,4218.773
2003-10-02,4243.535
2003-10-03,4287.374
2003-10-06,4302.699
2003-10-07,4322.564
2003-10-08,4305.331
2003-10-09,4334.452
2003-10-10,4342.312
2003-10-13,4367.13
2003-10-14,4379.705
2003-10-15,4377.044
2003-10-16,4389.794
2003-10-17,4358.859
2003-10-20,4371.604
2003-10-21,4368.664
2003-10-22,4321.779
2003-10-23,4298.08
2003-10-24,4300.32
2003-10-27,4317.084
2003-10-28,4354.56
2003-10-29,4377.722
2003-10-30,4385.644
2003-10-31,4376.929
2003-11-03,4396.366
2003-11-04,4404.287
2003-11-05,4387.996
2003-11-06,4386.144
2003-11-07,4404.753
2003-11-10,4389.114
2003-11-11,4365.176
2003-11-12,4402.903
2003-11-13,4419.926
2003-11-14,4409.693
2003-11-17,4354.86
2003-11-18,4344.573
2003-11-19,4350.603
2003-11-20,4338.995
2003-11-21,4351.929
2003-11-24,4384.18
2003-11-25,4407.597
2003-11-26,4441.685
2003-11-27,4448.13
2003-11-28,4449.41
2003-12-01,4503.328
2003-12-02,4517.601
2003-12-03,4532.36
2003-12-04,4539.57
2003-12-05,4528.031
2003-12-08,4549.628
2003-12-09,4548.718
2003-12-10,4531.377
2003-12-11,4557.196
2003-12-12,4586.218
2003-12-15,4592.717
2003-12-16,4604.915
2003-12-17,4613.224
2003-12-18,4653.67
2003-12-19,4668.751
2003-12-22,4691.366
2003-12-23,4703.313
2003-12-24,4704.741
2003-12-25,4704.826
2003-12-26,4710.648
2003-12-29,4754.79
2003-12-30,4775.356
2003-12-31,4795.459
2004-01-01,4795.459
2004-01-02,4805.294
2004-01-05,4867.608
2004-01-06,4873.414
2004-01-07,4855.167
2004-01-08,4883.949
2004-01-09,4865.519
2004-01-12,4870.277
2004-01-13,4856.049
2004-01-14,4879.725
2004-01-15,4872.487
2004-01-16,4881.947
2004-01-19,4885.996
2004-01-20,4906.046
2004-01-21,4949.576
2004-01-22,4956.13
2004-01-23,4942.229
2004-01-26,4947.866
2004-01-27,4932.897
2004-01-28,4902.42
2004-01-29,4865.184
2004-01-30,4853.5
2004-02-02,4868.219
2004-02-03,4870.978
2004-02-04,4833.721
2004-02-05,4848.775
2004-02-06,4900.067
2004-02-09,4912.543
2004-02-10,4927.491
2004-02-11,4969.85
2004-02-12,4978.493
2004-02-13,4964.338
2004-02-16,4972.995
2004-02-17,5015.755
2004-02-18,5000.162
2004-02-19,4992.249
2004-02-20,4951.15
2004-02-23,4963.061
2004-02-24,4945.533
2004-02-25,4944.902
2004-02-26,4939.062
2004-02-27,4959.129
2004-03-01,5014.24
2004-03-02,4990.262
2004-03-03,4970.399
2004-03-04,4989.775
2004-03-05,5033.956
2004-03-08,5010.012
2004-03-09,4990.521
2004-03-10,4915.396
2004-03-11,4830.159
2004-03-12,4849.154
2004-03-15,4800.855
2004-03-16,4846.843
2004-03-17,4898.134
2004-03-18,4907.103
2004-03-19,4876.059
2004-03-22,4808.245
2004-03-23,4806.372
2004-03-24,4788.062
2004-03-25,4845.028
2004-03-26,4850.106
2004-03-29,4907.799
2004-03-30,4926.689
2004-03-31,4945.49
2004-04-01,4986.858
2004-04-02,4995.422
2004-04-05,5012.132
2004-04-06,5016.658
2004-04-07,5007.844
2004-04-08,5003.738
2004-04-09,4997.615
2004-04-12,5012.33
2004-04-13,4957.914
2004-04-14,4911.585
2004-04-15,4903.829
2004-04-16,4952.179
2004-04-19,4943.664
2004-04-20,4913.69
2004-04-21,4897.97
2004-04-22,4945.551
2004-04-23,4942.843
2004-04-26,4949.164
2004-04-27,4957.577
2004-04-28,4895.674
2004-04-29,4870.44
2004-04-30,4845.254
2004-05-03,4877.246
2004-05-04,4912.496
2004-05-05,4933.037
2004-05-06,4876.086
2004-05-07,4782.057
2004-05-10,4665.271
2004-05-11,4696.337
2004-05-12,4722.402
2004-05-13,4712.613
2004-05-14,4712.643
2004-05-17,4666.379
2004-05-18,4695.447
2004-05-19,4745.07
2004-05-20,4721.782
2004-05-21,4759.315
2004-05-24,4771.078
2004-05-25,4823.021
2004-05-26,4846.113
2004-05-27,4892.674
2004-05-28,4882.541
2004-05-31,4887.223
2004-06-01,4883.932
2004-06-02,4908.447
2004-06-03,4880.357
2004-06-04,4906.839
2004-06-07,4988.344
2004-06-08,4988.19
2004-06-09,4942.386
2004-06-10,4967.715
2004-06-11,4949.215
2004-06-14,4905.528
2004-06-15,4935.831
2004-06-16,4959.941
2004-06-17,4971.795
2004-06-18,4993.496
2004-06-21,4991.718
2004-06-22,4981.541
2004-06-23,5013.748
2004-06-24,5041.303
2004-06-25,5010.569
2004-06-28,5034.393
2004-06-29,5019.303
2004-06-30,5026.995
2004-07-01,5004.861
2004-07-02,5001.107
2004-07-05,4989.107
2004-07-06,4969.286
2004-07-07,4984.265
2004-07-08,4971.203
2004-07-09,4989.4
2004-07-12,5002.116
2004-07-13,4994.174
2004-07-14,4984.782
2004-07-15,4954.024
2004-07-16,4971.051
2004-07-19,4972.417
2004-07-20,4972.254
2004-07-21,4932.398
2004-07-22,4913.676
2004-07-23,4874.758
2004-07-26,4862.477
2004-07-27,4879.06
2004-07-28,4895.668
2004-07-29,4929.242
2004-07-30,4939.952
2004-08-02,4955.038
2004-08-03,4956.257
2004-08-04,4934.084
2004-08-05,4896.0
2004-08-06,4859.354
2004-08-09,4849.577
2004-08-10,4893.775
2004-08-11,4876.944
2004-08-12,4843.649
2004-08-13,4849.355
2004-08-16,4896.304
2004-08-17,4901.045
2004-08-18,4930.549
2004-08-19,4940.154
2004-08-20,4958.351
2004-08-23,4949.685
2004-08-24,4944.526
2004-08-25,4970.667
2004-08-26,4986.208
2004-08-27,5000.771
2004-08-30,4980.054
2004-08-31,4999.149
2004-09-01,5020.134
2004-09-02,5052.512
2004-09-03,5037.676
2004-09-06,5055.199
2004-09-07,5085.211
2004-09-08,5074.783
2004-09-09,5064.854
2004-09-10,5092.536
2004-09-13,5101.728
2004-09-14,5109.511
2004-09-15,5064.75
2004-09-16,5089.066
2004-09-17,5108.916
2004-09-20,5086.811
2004-09-21,5132.034
2004-09-22,5082.342
2004-09-23,5058.924
2004-09-24,5063.612
2004-09-27,5039.758
2004-09-28,5067.348
2004-09-29,5080.477
2004-09-30,5090.74
2004-10-01,5160.007
2004-10-04,5171.89
2004-10-05,5183.145
2004-10-06,5209.905
2004-10-07,5184.514
2004-10-08,5191.292
2004-10-11,5194.67
2004-10-12,5159.751
2004-10-13,5126.601
2004-10-14,5109.963
2004-10-15,5132.47
2004-10-18,5132.469
2004-10-19,5118.637
2004-10-20,5106.942
2004-10-21,5120.907
2004-10-22,5109.108
2004-10-25,5098.502
2004-10-26,5144.544
2004-10-27,5190.038
2004-10-28,5212.593
2004-10-29,5217.181
2004-11-01,5235.549
2004-11-02,5244.033
2004-11-03,5299.79
2004-11-04,5366.589
2004-11-05,5390.535
2004-11-08,5389.219
2004-11-09,5380.988
2004-11-10,5385.455
2004-11-11,5421.299
2004-11-12,5472.089
2004-11-15,5470.085
2004-11-16,5445.806
2004-11-17,5485.208
2004-11-18,5477.669
2004-11-19,5458.798
2004-11-22,5457.809
2004-11-23,5469.053
2004-11-24,5493.01
2004-11-25,5524.059
2004-11-26,5527.731
2004-11-29,5520.534
2004-11-30,5503.709
2004-12-01,5558.885
2004-12-02,5557.638
2004-12-03,5570.743
2004-12-06,5565.138
2004-12-07,5531.14
2004-12-08,5505.885
2004-12-09,5500.443
2004-12-10,5501.943
2004-12-13,5567.837
2004-12-14,5580.126
2004-12-15,5623.781
2004-12-16,5597.994
2004-12-17,5574.207
2004-12-20,5618.54
2004-12-21,5634.974
2004-12-22,5662.356
2004-12-23,5683.489
2004-12-24,5700.02
2004-12-27,5694.965
2004-12-28,5712.717
2004-12-29,5701.975
2004-12-30,5721.703
2004-12-31,5719.107
2005-01-03,5681.306
2005-01-04,5627.042
2005-01-05,5595.258
2005-01-06,5601.4
2005-01-07,5584.745
2005-01-10,5603.776
2005-01-11,5587.813
2005-01-12,5610.711
2005-01-13,5581.254
2005-01-14,5592.689
2005-01-17,5601.07
2005-01-18,5622.702
2005-01-19,5600.581
2005-01-20,5553.357
2005-01-21,5545.004
2005-01-24,5554.103
2005-01-25,5551.444
2005-01-26,5592.713
2005-01-27,5589.692
2005-01-28,5566.361
2005-01-31,5617.017
2005-02-01,5652.196
2005-02-02,5677.271
2005-02-03,5656.721
2005-02-04,5714.626
2005-02-07,5705.488
2005-02-08,5693.849
2005-02-09,5676.837
2005-02-10,5716.792
2005-02-11,5750.068
2005-02-14,5777.358
2005-02-15,5794.611
2005-02-16,5783.555
2005-02-17,5777.27
2005-02-18,5783.645
2005-02-21,5778.678
2005-02-22,5743.263
2005-02-23,5740.941
2005-02-24,5765.157
2005-02-25,5828.83
2005-02-28,5832.233
2005-03-01,5842.921
2005-03-02,5835.722
2005-03-03,5838.733
2005-03-04,5915.553
2005-03-07,5906.683
2005-03-08,5917.298
2005-03-09,5872.349
2005-03-10,5863.139
2005-03-11,5864.245
2005-03-14,5866.044
2005-03-15,5853.895
2005-03-16,5825.46
2005-03-17,5817.88
2005-03-18,5815.017
2005-03-21,5774.611
2005-03-22,5744.269
2005-03-23,5688.95
2005-03-24,5682.872
2005-03-25,5685.599
2005-03-28,5681.383
2005-03-29,5657.375
2005-03-30,5697.295
2005-03-31,5721.509
2005-04-01,5711.959
2005-04-04,5679.075
2005-04-05,5705.969
2005-04-06,5731.548
2005-04-07,5764.13
2005-04-08,5733.339
2005-04-11,5747.406
2005-04-12,5741.306
2005-04-13,5718.27
2005-04-14,5656.155
2005-04-15,5586.087
2005-04-18,5556.314
2005-04-19,5605.776
2005-04-20,5562.123
2005-04-21,5609.338
2005-04-22,5621.55
2005-04-25,5647.152
2005-04-26,5608.178
2005-04-27,5596.905
2005-04-28,5553.146
2005-04-29,5602.332
2005-05-02,5612.351
2005-05-03,5618.091
2005-05-04,5684.85
2005-05-05,5684.34
2005-05-06,5680.919
2005-05-09,5688.293
2005-05-10,5647.956
2005-05-11,5643.648
2005-05-12,5593.362
2005-05-13,5548.007
2005-05-16,5556.8
2005-05-17,5581.056
2005-05-18,5636.745
2005-05-19,5669.239
2005-05-20,5648.805
2005-05-23,5683.907
2005-05-24,5683.681
2005-05-25,5666.553
2005-05-26,5681.71
2005-05-27,5696.346
2005-05-30,5703.514
2005-05-31,5662.359
2005-06-01,5706.634
2005-06-02,5711.121
2005-06-03,5692.774
2005-06-06,5698.178
2005-06-07,5717.402
2005-06-08,5723.504
2005-06-09,5705.634
2005-06-10,5710.904
2005-06-13,5708.276
2005-06-14,5725.165
