Date,WORLD VALUE Standard (Large+Mid Cap)
1974-12-31,100.0
1975-01-31,115.298
1975-02-28,123.176
1975-03-31,123.021
1975-04-30,128.206
1975-05-30,131.331
1975-06-30,134.756
1975-07-31,129.079
1975-08-29,127.596
1975-09-30,123.555
1975-10-31,131.498
1975-11-28,134.604
1975-12-31,136.256
1976-01-30,148.953
1976-02-27,149.035
1976-03-31,151.487
1976-04-30,151.825
1976-05-31,149.814
1976-06-30,154.962
1976-07-30,154.51
1976-08-31,154.58
1976-09-30,157.562
1976-10-29,152.512
1976-11-30,152.648
1976-12-31,164.965
1977-01-31,162.389
1977-02-28,161.453
1977-03-31,161.74
1977-04-29,165.982
1977-05-31,164.772
1977-06-30,169.817
1977-07-29,168.203
1977-08-31,166.484
1977-09-30,168.195
1977-10-31,165.861
1977-11-30,167.816
1977-12-30,172.792
1978-01-31,167.798
1978-02-28,167.937
1978-03-31,177.099
1978-04-28,182.615
1978-05-31,184.803
1978-06-30,186.084
1978-07-31,197.658
1978-08-31,202.162
1978-09-29,206.408
1978-10-31,202.744
1978-11-30,196.944
1978-12-29,202.446
1979-01-31,209.024
1979-02-28,205.591
1979-03-30,213.315
1979-04-30,213.22
1979-05-31,208.906
1979-06-29,216.294
1979-07-31,218.297
1979-08-31,225.836
1979-09-28,230.115
1979-10-31,211.221
1979-11-30,215.52
1979-12-31,220.916
1980-01-31,233.421
1980-02-29,232.203
1980-03-31,211.018
1980-04-30,225.858
1980-05-30,236.809
1980-06-30,247.093
1980-07-31,253.285
1980-08-29,257.947
1980-09-30,261.321
1980-10-31,266.22
1980-11-28,274.409
1980-12-31,272.98
1981-01-30,269.121
1981-02-27,269.161
1981-03-31,283.553
1981-04-30,291.245
1981-05-29,286.726
1981-06-30,288.82
1981-07-31,281.043
1981-08-31,275.548
1981-09-30,257.716
1981-10-30,263.232
1981-11-30,283.255
1981-12-31,276.759
1982-01-29,273.177
1982-02-26,260.508
1982-03-31,253.663
1982-04-30,264.475
1982-05-31,258.106
1982-06-30,246.637
1982-07-30,240.531
1982-08-31,258.349
1982-09-30,256.426
1982-10-29,275.108
1982-11-30,288.636
1982-12-31,302.399
1983-01-31,311.85
1983-02-28,318.942
1983-03-31,331.747
1983-04-29,356.766
1983-05-31,354.301
1983-06-30,361.843
1983-07-29,357.917
1983-08-31,362.451
1983-09-30,369.713
1983-10-31,368.211
1983-11-30,376.535
1983-12-30,381.69
1984-01-31,391.56
1984-02-29,383.773
1984-03-30,398.198
1984-04-30,397.858
1984-05-31,367.095
1984-06-29,366.633
1984-07-31,353.719
1984-08-31,389.305
1984-09-28,390.743
1984-10-31,390.374
1984-11-30,389.391
1984-12-31,398.867
1985-01-31,419.223
1985-02-28,419.057
1985-03-29,432.215
1985-04-30,436.102
1985-05-31,458.452
1985-06-28,467.772
1985-07-31,474.963
1985-08-30,482.181
1985-09-30,488.618
1985-10-31,517.143
1985-11-29,542.41
1985-12-31,566.595
1986-01-31,575.308
1986-02-28,626.669
1986-03-31,683.924
1986-04-30,705.267
1986-05-30,699.585
1986-06-30,728.413
1986-07-31,724.47
1986-08-29,798.965
1986-09-30,772.775
1986-10-31,764.884
1986-11-28,794.929
1986-12-31,806.159
1987-01-30,875.621
1987-02-27,895.498
1987-03-31,937.535
1987-04-30,982.067
1987-05-29,1004.313
1987-06-30,1024.189
1987-07-31,1049.278
1987-08-31,1096.688
1987-09-30,1097.684
1987-10-30,924.131
1987-11-30,907.749
1987-12-31,956.827
1988-01-29,984.745
1988-02-29,1037.826
1988-03-31,1074.663
1988-04-29,1101.662
1988-05-31,1087.442
1988-06-30,1095.619
1988-07-29,1128.554
1988-08-31,1057.911
1988-09-30,1096.471
1988-10-31,1162.509
1988-11-30,1200.293
1988-12-30,1212.217
1989-01-31,1262.67
1989-02-28,1261.286
1989-03-31,1250.999
1989-04-28,1282.777
1989-05-31,1256.175
1989-06-30,1245.334
1989-07-31,1370.544
1989-08-31,1340.764
1989-09-29,1379.883
1989-10-31,1330.241
1989-11-30,1375.104
1989-12-29,1425.334
1990-01-31,1368.837
1990-02-28,1320.686
1990-03-30,1244.18
1990-04-30,1223.15
1990-05-31,1337.447
1990-06-29,1325.104
1990-07-31,1340.526
1990-08-31,1213.573
1990-09-28,1092.174
1990-10-31,1181.174
1990-11-30,1162.309
1990-12-31,1181.506
1991-01-31,1222.969
1991-02-28,1337.871
1991-03-29,1288.589
1991-04-30,1298.378
1991-05-31,1325.941
1991-06-28,1244.395
1991-07-31,1302.508
1991-08-30,1292.559
1991-09-30,1336.898
1991-10-31,1347.322
1991-11-29,1271.797
1991-12-31,1348.299
1992-01-31,1338.63
1992-02-28,1322.297
1992-03-31,1259.72
1992-04-30,1307.27
1992-05-29,1353.644
1992-06-30,1311.475
1992-07-31,1306.065
1992-08-31,1322.425
1992-09-30,1310.747
1992-10-30,1268.206
1992-11-30,1281.543
1992-12-31,1296.752
1993-01-29,1318.161
1993-02-26,1363.384
1993-03-31,1458.657
1993-04-30,1548.615
1993-05-31,1569.634
1993-06-30,1557.914
1993-07-30,1605.872
1993-08-31,1681.862
1993-09-30,1659.144
1993-10-29,1690.822
1993-11-30,1597.83
1993-12-31,1689.192
1994-01-31,1814.759
1994-02-28,1791.247
1994-03-31,1723.005
1994-04-29,1781.454
1994-05-31,1792.734
1994-06-30,1796.285
1994-07-29,1830.37
1994-08-31,1879.696
1994-09-30,1822.684
1994-10-31,1882.318
1994-11-30,1794.244
1994-12-30,1800.802
1995-01-31,1774.819
1995-02-28,1798.062
1995-03-31,1882.935
1995-04-28,1943.719
1995-05-31,1960.652
1995-06-30,1956.378
1995-07-31,2055.174
1995-08-31,2020.507
1995-09-29,2067.766
1995-10-31,2024.125
1995-11-30,2099.77
1995-12-29,2174.103
1996-01-31,2213.068
1996-02-29,2223.251
1996-03-29,2264.215
1996-04-30,2322.11
1996-05-31,2311.612
1996-06-28,2321.586
1996-07-31,2243.399
1996-08-30,2275.187
1996-09-30,2348.17
1996-10-31,2371.509
1996-11-29,2516.008
1996-12-31,2483.527
1997-01-31,2507.659
1997-02-28,2536.816
1997-03-31,2494.801
1997-04-30,2542.968
1997-05-30,2707.786
1997-06-30,2827.631
1997-07-31,2956.607
1997-08-29,2780.827
1997-09-30,2921.832
1997-10-31,2801.192
1997-11-28,2828.437
1997-12-31,2870.875
1998-01-30,2917.575
1998-02-27,3105.169
1998-03-31,3259.971
1998-04-30,3304.08
1998-05-29,3257.263
1998-06-30,3270.945
1998-07-31,3265.223
1998-08-31,2772.499
1998-09-30,2807.828
1998-10-30,3070.648
1998-11-30,3237.276
1998-12-31,3314.793
1999-01-29,3339.225
1999-02-26,3298.456
1999-03-31,3450.598
1999-04-30,3726.732
1999-05-31,3584.362
1999-06-30,3702.374
1999-07-30,3718.247
1999-08-31,3662.459
1999-09-30,3585.458
1999-10-29,3722.472
1999-11-30,3709.784
1999-12-31,3872.548
2000-01-31,3674.917
2000-02-29,3547.351
2000-03-31,3833.148
2000-04-28,3766.907
2000-05-31,3793.971
2000-06-30,3826.432
2000-07-31,3799.91
2000-08-31,3912.548
2000-09-29,3848.509
2000-10-31,3877.577
2000-11-30,3700.29
2000-12-29,3876.362
2001-01-31,3915.295
2001-02-28,3723.112
2001-03-30,3532.322
2001-04-30,3769.975
2001-05-31,3746.289
2001-06-29,3640.602
2001-07-31,3596.897
2001-08-31,3468.768
2001-09-28,3146.616
2001-10-31,3139.001
2001-11-30,3273.414
2001-12-31,3297.759
2002-01-31,3204.728
2002-02-28,3141.611
2002-03-29,3345.315
2002-04-30,3253.552
2002-05-31,3280.247
2002-06-28,3071.114
2002-07-31,2770.684
2002-08-30,2781.018
2002-09-30,2444.821
2002-10-31,2614.726
2002-11-29,2802.169
2002-12-31,2640.044
2003-01-31,2573.737
2003-02-28,2512.524
2003-03-31,2475.645
2003-04-30,2736.878
2003-05-30,2933.562
2003-06-30,2993.108
2003-07-31,3056.098
2003-08-29,3126.108
2003-09-30,3146.041
2003-10-31,3331.567
2003-11-28,3385.151
2003-12-31,3646.61
2004-01-30,3689.462
2004-02-27,3767.994
2004-03-31,3755.545
2004-04-30,3676.615
2004-05-31,3705.431
2004-06-30,3808.98
2004-07-30,3741.391
2004-08-31,3784.392
2004-09-30,3851.788
2004-10-29,3945.998
2004-11-30,4160.677
2004-12-31,4321.575
2005-01-31,4243.248
2005-02-28,4403.271
2005-03-31,4317.469
2005-04-29,4223.355
2005-05-31,4264.677
2005-06-30,4318.836
2005-07-29,4441.667
2005-08-31,4468.946
2005-09-30,4602.56
2005-10-31,4477.027
2005-11-30,4630.236
2005-12-30,4734.42
2006-01-31,4938.88
2006-02-28,4975.251
2006-03-31,5070.312
2006-04-28,5261.056
2006-05-31,5104.066
2006-06-30,5109.247
2006-07-31,5212.477
2006-08-31,5344.824
2006-09-29,5424.323
2006-10-31,5628.988
2006-11-30,5762.918
2006-12-29,5921.943
2007-01-31,5968.496
2007-02-28,5943.872
2007-03-30,6047.167
2007-04-30,6314.91
2007-05-31,6485.073
2007-06-29,6411.677
2007-07-31,6205.815
2007-08-31,6180.996
2007-09-28,6430.683
2007-10-31,6569.989
2007-11-30,6239.249
2007-12-31,6123.387
2008-01-31,5712.129
2008-02-29,5588.789
2008-03-31,5551.937
2008-04-30,5827.298
2008-05-30,5809.867
2008-06-30,5257.138
2008-07-31,5164.842
2008-08-29,5112.739
2008-09-30,4601.234
2008-10-31,3748.291
2008-11-28,3549.076
2008-12-31,3650.348
2009-01-30,3238.876
2009-02-27,2839.506
2009-03-31,3069.282
2009-04-30,3490.875
2009-05-29,3823.147
2009-06-30,3780.96
2009-07-31,4125.872
2009-08-31,4371.937
2009-09-30,4523.271
2009-10-30,4404.071
2009-11-30,4578.29
2009-12-31,4624.131
2010-01-29,4462.22
2010-02-26,4497.237
2010-03-31,4778.676
2010-04-30,4769.93
2010-05-31,4307.936
2010-06-30,4149.355
2010-07-30,4502.048
2010-08-31,4325.951
2010-09-30,4677.696
2010-10-29,4827.762
2010-11-30,4668.928
2010-12-31,5041.088
2011-01-31,5214.683
2011-02-28,5418.796
2011-03-31,5338.705
2011-04-29,5559.976
2011-05-31,5417.286
2011-06-30,5332.234
2011-07-29,5171.347
2011-08-31,4793.044
2011-09-30,4422.968
2011-10-31,4845.813
2011-11-30,4709.843
2011-12-30,4757.844
2012-01-31,4955.402
2012-02-29,5182.431
2012-03-30,5232.025
2012-04-30,5140.096
2012-05-31,4695.173
2012-06-29,4986.433
2012-07-31,5038.868
2012-08-31,5153.074
2012-09-28,5311.925
2012-10-31,5322.061
2012-11-30,5348.287
2012-12-31,5495.708
2013-01-31,5817.781
2013-02-28,5799.617
2013-03-29,5920.447
2013-04-30,6154.635
2013-05-31,6153.731
2013-06-28,6012.506
2013-07-31,6323.754
2013-08-30,6158.041
2013-09-30,6442.369
2013-10-31,6724.254
2013-11-29,6831.085
2013-12-31,6958.657
2014-01-31,6702.98
2014-02-28,7013.642
2014-03-31,7101.305
2014-04-30,7218.53
2014-05-30,7311.476
2014-06-30,7449.323
2014-07-31,7329.429
2014-08-29,7452.634
2014-09-30,7237.682
2014-10-31,7245.698
2014-11-28,7329.46
2014-12-31,7215.704
2015-01-30,7008.318
2015-02-27,7387.977
2015-03-31,7227.882
2015-04-30,7454.379
2015-05-29,7444.097
2015-06-30,7234.378
2015-07-31,7294.102
2015-08-31,6820.649
2015-09-30,6562.49
2015-10-30,7065.982
2015-11-30,7005.448
2015-12-31,6867.64
2016-01-29,6474.202
2016-02-29,6429.371
2016-03-31,6869.854
2016-04-29,7040.084
2016-05-31,7052.241
2016-06-30,6966.649
2016-07-29,7227.361
2016-08-31,7294.923
2016-09-30,7314.192
2016-10-31,7257.672
2016-11-30,7458.581
2016-12-30,7714.577
2017-01-31,7817.531
2017-02-28,7999.598
2017-03-31,8041.544
2017-04-28,8086.135
2017-05-31,8157.253
2017-06-30,8267.975
2017-07-31,8454.341
2017-08-31,8385.089
2017-09-29,8638.69
2017-10-31,8725.658
2017-11-30,8907.619
2017-12-29,9033.674
2018-01-31,9419.074
2018-02-28,8940.445
2018-03-30,8745.318
2018-04-30,8862.228
2018-05-31,8740.997
2018-06-29,8727.857
2018-07-31,9047.236
2018-08-31,8996.436
2018-09-28,9081.56
2018-10-31,8600.455
2018-11-30,8740.105
2018-12-31,8059.612
2019-01-31,8639.165
2019-02-28,8860.983
2019-03-29,8879.806
2019-04-30,9136.895
2019-05-31,8561.889
2019-06-28,9097.972
2019-07-31,9082.53
2019-08-30,8797.671
2019-09-30,9143.958
2019-10-31,9332.764
2019-11-29,9522.657
2019-12-31,9812.394
2020-01-31,9525.366
2020-02-28,8609.921
2020-03-31,7166.52
2020-04-30,7794.231
2020-05-29,8012.368
2020-06-30,8068.069
2020-07-31,8273.347
2020-08-31,8657.165
2020-09-30,8380.1
2020-10-30,8143.049
2020-11-30,9365.217
2020-12-31,9698.338
2021-01-29,9600.326
2021-02-26,10051.667
2021-03-31,10625.908
2021-04-30,10960.778
2021-05-31,11282.947
2021-06-30,11126.368
2021-07-30,11193.979
2021-08-31,11376.121
2021-09-30,11033.088
2021-10-29,11534.071
2021-11-30,11097.021
2021-12-31,11826.605
2022-01-31,11677.35
2022-02-28,11486.739
2022-03-31,11749.574
2022-04-29,11164.574
2022-05-31,11395.93
2022-06-30,10388.373
2022-07-29,10862.96
2022-08-31,10528.804
2022-09-30,9635.51
2022-10-31,10569.837
2022-11-30,11334.159
2022-12-30,11055.504
2023-01-31,11571.516
2023-02-28,11233.237
