Date,WORLD VALUE Standard (Large+Mid Cap)
2023-03-31,11156.764
2023-04-28,11370.102
2023-05-31,10848.529
2023-06-30,11495.035
2023-07-31,11936.635
2023-08-31,11606.979
2023-09-29,11279.228
2023-10-31,10893.798
2023-11-30,11698.116
2023-12-29,12328.334
2024-01-31,12360.13
2024-02-29,12658.49
2024-03-29,13251.737
2024-04-30,12801.35
2024-05-31,13207.64
2024-06-28,13092.277
2024-07-31,13717.283
2024-08-30,14105.798
2024-09-30,14344.992
2024-10-31,14035.045
2024-11-29,14575.433
2024-12-31,13742.121
2025-01-31,14360.97
2025-02-28,14586.46
2025-03-31,14403.693
2025-04-30,14206.884
2025-05-30,14641.421
2025-06-30,15178.696
2025-07-31,15242.476
