Date,WORLD VALUE Standard (Large+Mid Cap)
2001-11-20,3294.764
2001-11-21,3272.645
2001-11-22,3283.268
2001-11-23,3299.691
2001-11-26,3312.69
2001-11-27,3295.87
2001-11-28,3247.522
2001-11-29,3261.526
2001-11-30,3273.414
2001-12-03,3231.325
2001-12-04,3276.421
2001-12-05,3369.562
2001-12-06,3382.737
2001-12-07,3348.431
2001-12-10,3282.763
2001-12-11,3277.621
2001-12-12,3283.596
2001-12-13,3220.136
2001-12-14,3214.571
2001-12-17,3253.031
2001-12-18,3263.969
2001-12-19,3260.189
2001-12-20,3232.316
2001-12-21,3237.319
2001-12-24,3234.297
2001-12-25,3234.075
2001-12-26,3244.186
2001-12-27,3290.952
2001-12-28,3310.214
2001-12-31,3297.759
2002-01-01,3297.759
2002-01-02,3316.437
2002-01-03,3366.529
2002-01-04,3398.588
2002-01-07,3381.965
2002-01-08,3351.696
2002-01-09,3335.973
2002-01-10,3320.882
2002-01-11,3296.968
2002-01-14,3260.735
2002-01-15,3275.407
2002-01-16,3217.099
2002-01-17,3245.198
2002-01-18,3228.964
2002-01-21,3224.912
2002-01-22,3190.849
2002-01-23,3216.873
2002-01-24,3241.231
2002-01-25,3233.468
2002-01-28,3245.165
2002-01-29,3165.52
2002-01-30,3164.718
2002-01-31,3204.728
2002-02-01,3183.565
2002-02-04,3120.786
2002-02-05,3083.065
2002-02-06,3054.263
2002-02-07,3066.457
2002-02-08,3108.175
2002-02-11,3157.551
2002-02-12,3143.121
2002-02-13,3164.551
2002-02-14,3174.091
2002-02-15,3142.87
2002-02-18,3136.15
2002-02-19,3071.19
2002-02-20,3077.431
2002-02-21,3065.515
2002-02-22,3074.854
2002-02-25,3122.812
2002-02-26,3127.437
2002-02-27,3145.277
2002-02-28,3141.611
2002-03-01,3206.55
2002-03-04,3312.53
2002-03-05,3305.081
2002-03-06,3350.562
2002-03-07,3372.541
2002-03-08,3389.522
2002-03-11,3398.499
2002-03-12,3365.148
2002-03-13,3334.981
2002-03-14,3346.585
2002-03-15,3386.154
2002-03-18,3386.073
2002-03-19,3402.504
2002-03-20,3363.153
2002-03-21,3362.408
2002-03-22,3342.909
2002-03-25,3300.938
2002-03-26,3313.671
2002-03-27,3329.523
2002-03-28,3351.795
2002-03-29,3345.315
2002-04-01,3352.963
2002-04-02,3337.121
2002-04-03,3321.524
2002-04-04,3320.227
2002-04-05,3313.772
2002-04-08,3298.921
2002-04-09,3280.745
2002-04-10,3310.748
2002-04-11,3251.967
2002-04-12,3255.195
2002-04-15,3259.138
2002-04-16,3337.473
2002-04-17,3356.652
2002-04-18,3348.362
2002-04-19,3351.122
2002-04-22,3314.285
2002-04-23,3299.901
2002-04-24,3283.681
2002-04-25,3278.533
2002-04-26,3244.271
2002-04-29,3223.425
2002-04-30,3253.552
2002-05-01,3270.991
2002-05-02,3266.908
2002-05-03,3256.173
2002-05-06,3214.511
2002-05-07,3194.484
2002-05-08,3289.002
2002-05-09,3264.467
2002-05-10,3225.688
2002-05-13,3266.299
2002-05-14,3311.283
2002-05-15,3327.55
2002-05-16,3339.732
2002-05-17,3362.097
2002-05-20,3334.646
2002-05-21,3313.428
2002-05-22,3321.654
2002-05-23,3339.341
2002-05-24,3326.835
2002-05-27,3322.703
2002-05-28,3308.14
2002-05-29,3291.621
2002-05-30,3274.849
2002-05-31,3280.247
2002-06-03,3234.148
2002-06-04,3214.33
2002-06-05,3206.095
2002-06-06,3173.235
2002-06-07,3159.26
2002-06-10,3157.944
2002-06-11,3136.453
2002-06-12,3127.463
2002-06-13,3091.654
2002-06-14,3056.002
2002-06-17,3128.462
2002-06-18,3136.059
2002-06-19,3087.877
2002-06-20,3053.222
2002-06-21,3034.302
2002-06-24,3021.947
2002-06-25,3010.68
2002-06-26,2974.4
2002-06-27,3009.053
2002-06-28,3071.114
2002-07-01,3037.228
2002-07-02,2969.182
2002-07-03,2947.825
2002-07-04,2960.65
2002-07-05,3054.365
2002-07-08,3047.422
2002-07-09,3013.732
2002-07-10,2929.631
2002-07-11,2904.487
2002-07-12,2892.074
2002-07-15,2848.707
2002-07-16,2822.269
2002-07-17,2848.524
2002-07-18,2830.529
2002-07-19,2733.429
2002-07-22,2618.251
2002-07-23,2528.5
2002-07-24,2589.709
2002-07-25,2608.401
2002-07-26,2618.766
2002-07-29,2739.304
2002-07-30,2757.477
2002-07-31,2770.684
2002-08-01,2689.47
2002-08-02,2645.456
2002-08-05,2563.903
2002-08-06,2615.074
2002-08-07,2642.791
2002-08-08,2724.812
2002-08-09,2755.991
2002-08-12,2730.431
2002-08-13,2705.195
2002-08-14,2754.771
2002-08-15,2798.22
2002-08-16,2802.941
2002-08-19,2858.216
2002-08-20,2822.989
2002-08-21,2858.858
2002-08-22,2895.115
2002-08-23,2844.861
2002-08-26,2863.62
2002-08-27,2868.555
2002-08-28,2796.443
2002-08-29,2781.495
2002-08-30,2781.018
2002-09-02,2766.838
2002-09-03,2663.946
2002-09-04,2680.919
2002-09-05,2651.543
2002-09-06,2695.745
2002-09-09,2698.175
2002-09-10,2722.41
2002-09-11,2738.084
2002-09-12,2672.838
2002-09-13,2653.703
2002-09-16,2644.3
2002-09-17,2608.612
2002-09-18,2575.872
2002-09-19,2526.966
2002-09-20,2523.325
2002-09-23,2476.197
2002-09-24,2425.81
2002-09-25,2463.636
2002-09-26,2532.383
2002-09-27,2493.399
2002-09-30,2444.821
2002-10-01,2499.408
2002-10-02,2469.72
2002-10-03,2438.815
2002-10-04,2385.201
2002-10-07,2328.444
2002-10-08,2327.61
2002-10-09,2278.582
2002-10-10,2353.045
2002-10-11,2453.783
2002-10-14,2442.964
2002-10-15,2575.402
2002-10-16,2529.969
2002-10-17,2585.769
2002-10-18,2588.883
2002-10-21,2624.084
2002-10-22,2601.941
2002-10-23,2592.459
2002-10-24,2596.326
2002-10-25,2613.792
2002-10-28,2621.981
2002-10-29,2568.828
2002-10-30,2609.607
2002-10-31,2614.726
2002-11-01,2642.129
2002-11-04,2689.302
2002-11-05,2717.992
2002-11-06,2719.317
2002-11-07,2666.307
2002-11-08,2645.994
2002-11-11,2596.246
2002-11-12,2624.666
2002-11-13,2608.281
2002-11-14,2654.737
2002-11-15,2686.973
2002-11-18,2678.043
2002-11-19,2667.912
2002-11-20,2694.133
2002-11-21,2769.117
2002-11-22,2771.967
2002-11-25,2773.564
2002-11-26,2715.082
2002-11-27,2781.498
2002-11-28,2803.172
2002-11-29,2802.169
2002-12-02,2798.109
2002-12-03,2745.972
2002-12-04,2718.32
2002-12-05,2687.093
2002-12-06,2700.455
2002-12-09,2634.962
2002-12-10,2665.642
2002-12-11,2675.885
2002-12-12,2667.387
2002-12-13,2638.444
2002-12-16,2704.071
2002-12-17,2692.518
2002-12-18,2643.018
2002-12-19,2627.623
2002-12-20,2661.095
2002-12-23,2665.616
2002-12-24,2656.254
2002-12-25,2655.74
2002-12-26,2659.501
2002-12-27,2612.474
2002-12-30,2627.885
2002-12-31,2640.044
2003-01-01,2640.044
2003-01-02,2711.63
2003-01-03,2724.766
2003-01-06,2790.767
2003-01-07,2761.157
2003-01-08,2716.041
2003-01-09,2758.995
2003-01-10,2772.703
2003-01-13,2775.643
2003-01-14,2802.303
2003-01-15,2771.178
2003-01-16,2763.667
2003-01-17,2727.065
2003-01-20,2713.347
2003-01-21,2677.984
2003-01-22,2645.986
2003-01-23,2670.124
2003-01-24,2618.02
2003-01-27,2559.076
2003-01-28,2575.283
2003-01-29,2585.944
2003-01-30,2558.541
2003-01-31,2573.737
2003-02-03,2601.174
2003-02-04,2565.129
2003-02-05,2568.88
2003-02-06,2537.012
2003-02-07,2511.489
2003-02-10,2511.269
2003-02-11,2512.917
2003-02-12,2484.192
2003-02-13,2489.452
2003-02-14,2530.984
2003-02-17,2546.756
2003-02-18,2578.438
2003-02-19,2551.986
2003-02-20,2535.629
2003-02-21,2553.104
2003-02-24,2514.232
2003-02-25,2491.748
2003-02-26,2468.207
2003-02-27,2489.84
2003-02-28,2512.524
2003-03-03,2512.425
2003-03-04,2475.784
2003-03-05,2489.971
2003-03-06,2464.033
2003-03-07,2455.095
2003-03-10,2391.447
2003-03-11,2371.686
2003-03-12,2346.527
2003-03-13,2425.151
2003-03-14,2455.986
2003-03-17,2521.632
2003-03-18,2534.005
2003-03-19,2551.559
2003-03-20,2559.421
2003-03-21,2610.218
2003-03-24,2535.732
2003-03-25,2557.004
2003-03-26,2553.863
2003-03-27,2539.653
2003-03-28,2527.966
2003-03-31,2475.645
2003-04-01,2507.175
2003-04-02,2565.648
2003-04-03,2556.459
2003-04-04,2570.244
2003-04-07,2603.108
2003-04-08,2583.589
2003-04-09,2562.892
2003-04-10,2569.444
2003-04-11,2563.002
2003-04-14,2600.89
2003-04-15,2630.969
2003-04-16,2616.236
2003-04-17,2647.691
2003-04-18,2647.924
2003-04-21,2643.091
2003-04-22,2692.988
2003-04-23,2726.955
2003-04-24,2701.017
2003-04-25,2663.071
2003-04-28,2709.692
2003-04-29,2715.847
2003-04-30,2736.878
2003-05-01,2741.033
2003-05-02,2771.653
2003-05-05,2777.003
2003-05-06,2815.096
2003-05-07,2799.305
2003-05-08,2763.966
2003-05-09,2798.72
2003-05-12,2829.61
2003-05-13,2829.068
2003-05-14,2830.794
2003-05-15,2851.963
2003-05-16,2864.726
2003-05-19,2799.733
2003-05-20,2800.531
2003-05-21,2805.417
2003-05-22,2834.676
2003-05-23,2851.477
2003-05-26,2854.444
2003-05-27,2890.515
2003-05-28,2903.867
2003-05-29,2911.615
2003-05-30,2933.562
2003-06-02,2969.236
2003-06-03,2967.579
2003-06-04,3001.942
2003-06-05,3022.49
2003-06-06,3032.493
2003-06-09,3002.877
2003-06-10,3017.702
2003-06-11,3066.764
2003-06-12,3076.736
2003-06-13,3054.307
2003-06-16,3105.231
2003-06-17,3112.9
2003-06-18,3101.857
2003-06-19,3057.631
2003-06-20,3066.074
2003-06-23,3026.296
2003-06-24,3018.19
2003-06-25,3011.559
2003-06-26,3013.747
2003-06-27,3000.847
2003-06-30,2993.108
2003-07-01,3003.125
2003-07-02,3039.189
2003-07-03,3038.762
2003-07-04,3032.637
2003-07-07,3079.207
2003-07-08,3078.606
2003-07-09,3066.152
2003-07-10,3030.708
2003-07-11,3047.254
2003-07-14,3073.366
2003-07-15,3051.008
2003-07-16,3025.256
2003-07-17,2991.69
2003-07-18,3024.711
2003-07-21,3001.017
2003-07-22,3022.972
2003-07-23,3028.792
2003-07-24,3040.768
2003-07-25,3070.358
2003-07-28,3080.09
2003-07-29,3063.074
2003-07-30,3048.825
2003-07-31,3056.098
2003-08-01,3033.574
2003-08-04,3035.045
2003-08-05,3011.806
2003-08-06,3006.558
2003-08-07,3022.671
2003-08-08,3034.972
2003-08-11,3048.049
2003-08-12,3071.788
2003-08-13,3070.656
2003-08-14,3099.948
2003-08-15,3101.46
2003-08-18,3119.43
2003-08-19,3124.221
2003-08-20,3128.445
2003-08-21,3135.623
2003-08-22,3106.153
2003-08-25,3099.997
2003-08-26,3093.807
2003-08-27,3098.296
2003-08-28,3112.155
2003-08-29,3126.108
2003-09-01,3144.06
2003-09-02,3165.907
2003-09-03,3190.023
2003-09-04,3190.864
2003-09-05,3183.851
2003-09-08,3209.122
2003-09-09,3194.087
2003-09-10,3162.457
2003-09-11,3166.54
2003-09-12,3180.096
2003-09-15,3175.231
2003-09-16,3208.048
2003-09-17,3215.01
2003-09-18,3255.272
2003-09-19,3251.928
2003-09-22,3221.534
2003-09-23,3223.249
2003-09-24,3195.817
2003-09-25,3173.522
2003-09-26,3151.922
2003-09-29,3164.748
2003-09-30,3146.041
2003-10-01,3212.396
2003-10-02,3231.152
2003-10-03,3264.515
2003-10-06,3276.184
2003-10-07,3291.257
2003-10-08,3277.706
2003-10-09,3299.876
2003-10-10,3305.786
2003-10-13,3324.677
2003-10-14,3334.25
2003-10-15,3332.221
2003-10-16,3341.901
2003-10-17,3318.337
2003-10-20,3328.023
2003-10-21,3325.784
2003-10-22,3290.075
2003-10-23,3272.022
2003-10-24,3273.728
2003-10-27,3286.49
2003-10-28,3315.014
2003-10-29,3332.473
2003-10-30,3338.22
2003-10-31,3331.567
2003-11-03,3346.317
2003-11-04,3352.338
2003-11-05,3339.763
2003-11-06,3338.299
2003-11-07,3352.13
2003-11-10,3340.187
2003-11-11,3321.971
2003-11-12,3350.443
2003-11-13,3363.376
2003-11-14,3355.473
2003-11-17,3313.64
2003-11-18,3305.772
2003-11-19,3310.311
2003-11-20,3301.475
2003-11-21,3311.277
2003-11-24,3335.804
2003-11-25,3353.505
2003-11-26,3379.311
2003-11-27,3384.205
2003-11-28,3385.151
2003-12-01,3426.116
2003-12-02,3436.975
2003-12-03,3447.896
2003-12-04,3453.345
2003-12-05,3444.565
2003-12-08,3460.921
2003-12-09,3460.22
2003-12-10,3446.851
2003-12-11,3466.385
2003-12-12,3488.46
2003-12-15,3493.374
2003-12-16,3502.642
2003-12-17,3508.918
2003-12-18,3539.492
2003-12-19,3550.938
2003-12-22,3568.135
2003-12-23,3577.171
2003-12-24,3578.227
2003-12-25,3578.278
2003-12-26,3582.699
2003-12-29,3615.811
2003-12-30,3631.343
2003-12-31,3646.61
2004-01-01,3646.61
2004-01-02,3653.939
2004-01-05,3701.319
2004-01-06,3705.677
2004-01-07,3691.472
2004-01-08,3713.305
2004-01-09,3699.292
2004-01-12,3702.847
2004-01-13,3692.0
2004-01-14,3709.992
2004-01-15,3704.459
2004-01-16,3711.651
2004-01-19,3714.724
2004-01-20,3729.962
2004-01-21,3763.038
2004-01-22,3768.003
2004-01-23,3757.425
2004-01-26,3761.694
2004-01-27,3750.312
2004-01-28,3726.956
2004-01-29,3698.344
2004-01-30,3689.462
2004-02-02,3700.622
2004-02-03,3702.718
2004-02-04,3674.22
2004-02-05,3685.656
2004-02-06,3724.621
2004-02-09,3733.841
2004-02-10,3745.172
2004-02-11,3777.176
2004-02-12,3783.714
2004-02-13,3772.839
2004-02-16,3779.319
2004-02-17,3811.811
2004-02-18,3799.866
2004-02-19,3793.835
2004-02-20,3762.602
2004-02-23,3771.635
2004-02-24,3758.303
2004-02-25,3757.639
2004-02-26,3752.857
2004-02-27,3767.994
2004-03-01,3809.815
2004-03-02,3791.542
2004-03-03,3776.129
2004-03-04,3790.804
2004-03-05,3824.356
2004-03-08,3806.088
2004-03-09,3791.26
2004-03-10,3734.086
2004-03-11,3669.062
2004-03-12,3683.484
2004-03-15,3646.751
2004-03-16,3681.692
2004-03-17,3720.619
2004-03-18,3727.401
2004-03-19,3703.77
2004-03-22,3652.204
2004-03-23,3650.62
2004-03-24,3636.634
2004-03-25,3679.814
2004-03-26,3683.617
2004-03-29,3727.097
2004-03-30,3741.371
2004-03-31,3755.545
2004-04-01,3786.858
2004-04-02,3793.207
2004-04-05,3805.892
2004-04-06,3808.92
2004-04-07,3802.171
2004-04-08,3798.833
2004-04-09,3794.184
2004-04-12,3805.327
2004-04-13,3763.953
2004-04-14,3728.771
2004-04-15,3722.884
2004-04-16,3759.341
2004-04-19,3752.85
2004-04-20,3730.076
2004-04-21,3718.108
2004-04-22,3754.133
2004-04-23,3752.021
2004-04-26,3756.623
2004-04-27,3762.973
2004-04-28,3715.588
2004-04-29,3695.86
2004-04-30,3676.615
2004-05-03,3700.58
2004-05-04,3727.308
2004-05-05,3742.727
2004-05-06,3699.409
2004-05-07,3628.065
2004-05-10,3539.392
2004-05-11,3562.707
2004-05-12,3582.255
2004-05-13,3574.792
2004-05-14,3574.723
2004-05-17,3539.463
2004-05-18,3561.298
2004-05-19,3598.785
2004-05-20,3581.11
2004-05-21,3609.561
2004-05-24,3617.963
2004-05-25,3657.3
2004-05-26,3674.645
2004-05-27,3709.773
2004-05-28,3701.9
2004-05-31,3705.431
2004-06-01,3702.866
2004-06-02,3721.045
2004-06-03,3699.703
2004-06-04,3719.738
2004-06-07,3781.389
2004-06-08,3781.188
2004-06-09,3746.187
2004-06-10,3765.327
2004-06-11,3751.615
2004-06-14,3718.236
2004-06-15,3740.927
2004-06-16,3759.176
2004-06-17,3768.149
2004-06-18,3784.591
2004-06-21,3782.975
2004-06-22,3775.237
2004-06-23,3799.625
2004-06-24,3820.162
2004-06-25,3796.866
2004-06-28,3814.703
2004-06-29,3803.238
2004-06-30,3808.98
2004-07-01,3791.969
2004-07-02,3789.08
2004-07-05,3779.93
2004-07-06,3764.913
2004-07-07,3775.943
2004-07-08,3765.979
2004-07-09,3779.704
2004-07-12,3789.291
2004-07-13,3783.244
2004-07-14,3776.061
2004-07-15,3752.762
2004-07-16,3765.638
2004-07-19,3766.672
2004-07-20,3766.544
2004-07-21,3736.333
2004-07-22,3722.122
2004-07-23,3692.632
2004-07-26,3683.329
2004-07-27,3695.889
2004-07-28,3708.3
2004-07-29,3733.383
2004-07-30,3741.391
2004-08-02,3752.79
2004-08-03,3753.61
2004-08-04,3736.617
2004-08-05,3707.759
2004-08-06,3679.872
2004-08-09,3672.433
2004-08-10,3705.88
2004-08-11,3692.724
2004-08-12,3667.496
2004-08-13,3671.769
2004-08-16,3707.148
2004-08-17,3710.632
2004-08-18,3732.85
2004-08-19,3740.122
2004-08-20,3753.899
2004-08-23,3747.324
2004-08-24,3743.397
2004-08-25,3763.134
2004-08-26,3774.873
2004-08-27,3785.739
2004-08-30,3769.963
2004-08-31,3784.392
2004-09-01,3799.881
2004-09-02,3824.381
2004-09-03,3813.125
2004-09-06,3826.383
2004-09-07,3849.067
2004-09-08,3841.026
2004-09-09,3833.492
2004-09-10,3854.425
2004-09-13,3861.082
2004-09-14,3866.964
2004-09-15,3833.052
2004-09-16,3851.424
2004-09-17,3866.435
2004-09-20,3849.676
2004-09-21,3883.878
2004-09-22,3846.251
2004-09-23,3828.267
2004-09-24,3831.786
2004-09-27,3813.575
2004-09-28,3834.21
2004-09-29,3844.034
2004-09-30,3851.788
2004-10-01,3904.165
2004-10-04,3913.008
2004-10-05,3921.523
2004-10-06,3941.347
2004-10-07,3922.059
2004-10-08,3927.164
2004-10-11,3929.707
2004-10-12,3903.292
2004-10-13,3878.129
2004-10-14,3865.533
2004-10-15,3882.547
2004-10-18,3882.545
2004-10-19,3872.081
2004-10-20,3863.228
2004-10-21,3873.733
2004-10-22,3864.779
2004-10-25,3856.756
2004-10-26,3891.375
2004-10-27,3925.849
2004-10-28,3942.533
2004-10-29,3945.998
2004-11-01,3959.889
2004-11-02,3966.274
2004-11-03,4008.193
2004-11-04,4058.665
2004-11-05,4076.774
2004-11-08,4075.615
2004-11-09,4069.094
2004-11-10,4072.267
2004-11-11,4099.36
2004-11-12,4137.71
2004-11-15,4136.043
2004-11-16,4117.568
2004-11-17,4147.246
2004-11-18,4141.541
2004-11-19,4127.232
2004-11-22,4126.446
2004-11-23,4134.909
2004-11-24,4152.888
2004-11-25,4176.361
2004-11-26,4178.976
2004-11-29,4173.402
2004-11-30,4160.677
2004-12-01,4202.022
2004-12-02,4201.065
2004-12-03,4210.969
2004-12-06,4206.69
2004-12-07,4180.975
2004-12-08,4161.705
2004-12-09,4157.557
2004-12-10,4158.689
2004-12-13,4208.366
2004-12-14,4217.654
2004-12-15,4250.6
2004-12-16,4231.053
2004-12-17,4213.075
2004-12-20,4246.563
2004-12-21,4258.922
2004-12-22,4279.116
2004-12-23,4294.978
2004-12-24,4307.471
2004-12-27,4303.643
2004-12-28,4317.048
2004-12-29,4308.684
2004-12-30,4323.537
2004-12-31,4321.575
2005-01-03,4292.964
2005-01-04,4251.805
2005-01-05,4227.711
2005-01-06,4232.038
2005-01-07,4219.448
2005-01-10,4233.793
2005-01-11,4221.613
2005-01-12,4238.792
2005-01-13,4216.538
2005-01-14,4225.171
2005-01-17,4231.502
2005-01-18,4247.84
2005-01-19,4231.127
2005-01-20,4195.43
2005-01-21,4189.11
2005-01-24,4195.932
2005-01-25,4193.922
2005-01-26,4225.063
2005-01-27,4222.665
2005-01-28,4204.982
2005-01-31,4243.248
2005-02-01,4269.778
2005-02-02,4288.525
2005-02-03,4272.64
2005-02-04,4316.228
2005-02-07,4309.314
2005-02-08,4300.199
2005-02-09,4287.229
2005-02-10,4317.369
2005-02-11,4342.393
2005-02-14,4362.747
2005-02-15,4375.765
2005-02-16,4367.284
2005-02-17,4362.507
2005-02-18,4367.314
2005-02-21,4363.55
2005-02-22,4336.802
2005-02-23,4334.961
2005-02-24,4352.798
2005-02-25,4400.746
2005-02-28,4403.271
2005-03-01,4411.303
2005-03-02,4405.439
2005-03-03,4407.692
2005-03-04,4465.675
2005-03-07,4458.898
2005-03-08,4466.815
2005-03-09,4432.792
2005-03-10,4425.808
2005-03-11,4426.335
2005-03-14,4427.66
2005-03-15,4418.478
2005-03-16,4396.889
2005-03-17,4391.145
2005-03-18,4388.921
2005-03-21,4358.412
2005-03-22,4335.466
2005-03-23,4293.622
2005-03-24,4288.945
2005-03-25,4290.99
2005-03-28,4287.604
2005-03-29,4269.204
2005-03-30,4299.227
2005-03-31,4317.469
2005-04-01,4310.116
2005-04-04,4285.135
2005-04-05,4305.398
2005-04-06,4324.347
2005-04-07,4348.702
2005-04-08,4325.347
2005-04-11,4335.824
2005-04-12,4331.125
2005-04-13,4313.573
2005-04-14,4266.646
2005-04-15,4213.677
2005-04-18,4191.195
2005-04-19,4228.253
2005-04-20,4194.896
2005-04-21,4230.402
2005-04-22,4239.303
2005-04-25,4258.507
2005-04-26,4229.088
2005-04-27,4220.346
2005-04-28,4186.491
2005-04-29,4223.355
2005-05-02,4230.646
2005-05-03,4234.96
2005-05-04,4284.977
2005-05-05,4284.516
2005-05-06,4281.634
2005-05-09,4287.177
2005-05-10,4256.735
2005-05-11,4253.075
2005-05-12,4215.022
2005-05-13,4180.756
2005-05-16,4187.156
2005-05-17,4205.233
2005-05-18,4246.971
2005-05-19,4271.344
2005-05-20,4255.941
2005-05-23,4282.073
2005-05-24,4281.683
2005-05-25,4268.725
2005-05-26,4279.958
2005-05-27,4290.658
2005-05-30,4295.68
2005-05-31,4264.677
2005-06-01,4297.533
2005-06-02,4300.784
2005-06-03,4286.928
2005-06-06,4290.947
2005-06-07,4305.4
2005-06-08,4309.838
2005-06-09,4296.344
2005-06-10,4300.303
2005-06-13,4297.979
2005-06-14,4310.682
