Date,AUSTRIA SMALL VALUE Small Cap
2001-08-06,131.885
2001-08-07,131.202
2001-08-08,130.88
2001-08-09,132.239
2001-08-10,133.529
2001-08-13,134.932
2001-08-14,134.317
2001-08-15,136.387
2001-08-16,136.709
2001-08-17,136.76
2001-08-20,134.812
2001-08-21,135.276
2001-08-22,136.587
2001-08-23,135.8
2001-08-24,136.099
2001-08-27,135.81
2001-08-28,136.474
2001-08-29,136.523
2001-08-30,135.782
2001-08-31,135.891
2001-09-03,135.145
2001-09-04,133.16
2001-09-05,132.574
2001-09-06,132.593
2001-09-07,134.809
2001-09-10,132.952
2001-09-11,132.693
2001-09-12,131.998
2001-09-13,131.651
2001-09-14,131.616
2001-09-17,130.824
2001-09-18,131.06
2001-09-19,133.374
2001-09-20,130.662
2001-09-21,126.847
2001-09-24,127.19
2001-09-25,128.887
2001-09-26,128.708
2001-09-27,128.671
2001-09-28,128.033
2001-10-01,129.936
2001-10-02,129.158
2001-10-03,129.23
2001-10-04,128.597
2001-10-05,127.59
2001-10-08,127.242
2001-10-09,126.505
2001-10-10,124.684
2001-10-11,124.45
2001-10-12,126.26
2001-10-15,126.135
2001-10-16,126.942
2001-10-17,127.11
2001-10-18,126.437
2001-10-19,124.006
2001-10-22,122.672
2001-10-23,122.213
2001-10-24,122.059
2001-10-25,122.497
2001-10-26,121.957
2001-10-29,122.788
2001-10-30,122.866
2001-10-31,122.239
2001-11-01,123.019
2001-11-02,122.529
2001-11-05,121.843
2001-11-06,122.557
2001-11-07,123.079
2001-11-08,122.015
2001-11-09,122.306
2001-11-12,122.419
2001-11-13,120.105
2001-11-14,121.174
2001-11-15,121.112
2001-11-16,121.444
2001-11-19,120.68
2001-11-20,121.354
2001-11-21,120.408
2001-11-22,120.9
2001-11-23,120.316
2001-11-26,120.681
2001-11-27,121.579
2001-11-28,121.833
2001-11-29,121.756
2001-11-30,123.108
2001-12-03,122.039
2001-12-04,122.95
2001-12-05,123.367
2001-12-06,123.894
2001-12-07,123.79
2001-12-10,123.576
2001-12-11,124.327
2001-12-12,125.086
2001-12-13,125.457
2001-12-14,126.01
2001-12-17,126.394
2001-12-18,126.053
2001-12-19,125.163
2001-12-20,124.628
2001-12-21,124.206
2001-12-24,122.966
2001-12-25,122.966
2001-12-26,123.071
2001-12-27,124.718
2001-12-28,124.086
2001-12-31,125.164
2002-01-01,125.164
2002-01-02,127.46
2002-01-03,127.812
2002-01-04,128.184
2002-01-07,126.953
2002-01-08,126.485
2002-01-09,125.868
2002-01-10,127.437
2002-01-11,126.931
2002-01-14,127.897
2002-01-15,127.154
2002-01-16,126.205
2002-01-17,126.725
2002-01-18,127.019
2002-01-21,127.486
2002-01-22,127.09
2002-01-23,127.971
2002-01-24,127.338
2002-01-25,125.202
2002-01-28,125.263
2002-01-29,125.36
2002-01-30,125.737
2002-01-31,125.537
2002-02-01,125.986
2002-02-04,126.914
2002-02-05,127.464
2002-02-06,128.81
2002-02-07,129.3
2002-02-08,129.426
2002-02-11,131.143
2002-02-12,131.172
2002-02-13,130.705
2002-02-14,130.106
2002-02-15,130.124
2002-02-18,129.282
2002-02-19,131.33
2002-02-20,130.35
2002-02-21,130.7
2002-02-22,131.711
2002-02-25,131.05
2002-02-26,131.168
2002-02-27,131.289
2002-02-28,131.155
2002-03-01,131.551
2002-03-04,133.202
2002-03-05,135.56
2002-03-06,135.16
2002-03-07,136.083
2002-03-08,137.113
2002-03-11,136.645
2002-03-12,135.5
2002-03-13,135.896
2002-03-14,136.898
2002-03-15,138.086
2002-03-18,137.913
2002-03-19,138.234
2002-03-20,138.455
2002-03-21,137.503
2002-03-22,137.431
2002-03-25,138.758
2002-03-26,139.212
2002-03-27,138.677
2002-03-28,138.95
2002-03-29,138.95
2002-04-01,140.089
2002-04-02,140.372
2002-04-03,140.576
2002-04-04,140.662
2002-04-05,140.939
2002-04-08,140.815
2002-04-09,141.12
2002-04-10,141.935
2002-04-11,143.578
2002-04-12,144.198
2002-04-15,145.156
2002-04-16,145.419
2002-04-17,145.962
2002-04-18,148.206
2002-04-19,148.82
2002-04-22,148.09
2002-04-23,148.173
2002-04-24,148.781
2002-04-25,149.508
2002-04-26,149.642
2002-04-29,149.919
2002-04-30,151.008
2002-05-01,151.863
2002-05-02,150.213
2002-05-03,151.045
2002-05-06,150.889
2002-05-07,150.012
2002-05-08,149.364
2002-05-09,149.286
2002-05-10,151.339
2002-05-13,151.992
2002-05-14,150.913
2002-05-15,152.203
2002-05-16,152.435
2002-05-17,154.366
2002-05-20,154.454
2002-05-21,154.603
2002-05-22,155.811
2002-05-23,155.091
2002-05-24,155.044
2002-05-27,154.964
2002-05-28,156.552
2002-05-29,156.944
2002-05-30,157.805
2002-05-31,156.454
2002-06-03,156.613
2002-06-04,156.884
2002-06-05,156.208
2002-06-06,159.13
2002-06-07,158.548
2002-06-10,158.18
2002-06-11,157.023
2002-06-12,156.936
2002-06-13,156.622
2002-06-14,156.184
2002-06-17,154.435
2002-06-18,155.126
2002-06-19,157.53
2002-06-20,157.703
2002-06-21,158.592
2002-06-24,158.852
2002-06-25,160.076
2002-06-26,161.665
2002-06-27,161.474
2002-06-28,162.249
2002-07-01,163.599
2002-07-02,159.869
2002-07-03,159.1
2002-07-04,159.743
2002-07-05,158.232
2002-07-08,161.418
2002-07-09,162.273
2002-07-10,159.272
2002-07-11,158.471
2002-07-12,159.194
2002-07-15,160.977
2002-07-16,157.752
2002-07-17,159.63
2002-07-18,159.828
2002-07-19,158.391
2002-07-22,155.684
2002-07-23,151.862
2002-07-24,147.707
2002-07-25,151.507
2002-07-26,149.013
2002-07-29,146.876
2002-07-30,149.406
2002-07-31,146.097
2002-08-01,146.132
2002-08-02,146.145
2002-08-05,145.047
2002-08-06,141.481
2002-08-07,142.177
2002-08-08,142.088
2002-08-09,143.852
2002-08-12,144.614
2002-08-13,145.371
2002-08-14,147.219
2002-08-15,146.123
2002-08-16,148.206
2002-08-19,147.069
2002-08-20,146.174
2002-08-21,147.877
2002-08-22,147.35
2002-08-23,147.122
2002-08-26,146.686
2002-08-27,147.953
2002-08-28,147.372
2002-08-29,147.411
2002-08-30,147.836
2002-09-02,148.033
2002-09-03,148.584
2002-09-04,148.406
2002-09-05,147.387
2002-09-06,145.008
2002-09-09,146.042
2002-09-10,145.948
2002-09-11,144.888
2002-09-12,144.348
2002-09-13,143.71
2002-09-16,142.287
2002-09-17,141.801
2002-09-18,140.79
2002-09-19,141.791
2002-09-20,140.903
2002-09-23,140.999
2002-09-24,137.839
2002-09-25,138.953
2002-09-26,139.804
2002-09-27,139.485
2002-09-30,142.94
2002-10-01,140.156
2002-10-02,141.824
2002-10-03,141.736
2002-10-04,139.912
2002-10-07,138.245
2002-10-08,136.427
2002-10-09,136.721
2002-10-10,136.868
2002-10-11,139.383
2002-10-14,139.712
2002-10-15,140.718
2002-10-16,141.199
2002-10-17,140.811
2002-10-18,141.203
2002-10-21,141.287
2002-10-22,141.751
2002-10-23,140.793
2002-10-24,141.387
2002-10-25,142.364
2002-10-28,145.495
2002-10-29,146.058
2002-10-30,146.598
2002-10-31,149.564
2002-11-01,150.493
2002-11-04,149.927
2002-11-05,150.044
2002-11-06,150.21
2002-11-07,153.165
2002-11-08,152.607
2002-11-11,151.406
2002-11-12,152.611
2002-11-13,152.261
2002-11-14,151.03
2002-11-15,150.906
2002-11-18,151.356
2002-11-19,152.792
2002-11-20,151.673
2002-11-21,151.108
2002-11-22,151.594
2002-11-25,151.317
2002-11-26,150.755
2002-11-27,149.613
2002-11-28,149.421
2002-11-29,148.76
2002-12-02,149.691
2002-12-03,148.617
2002-12-04,151.58
2002-12-05,151.396
2002-12-06,153.469
2002-12-09,151.647
2002-12-10,152.828
2002-12-11,153.417
2002-12-12,154.133
2002-12-13,155.108
2002-12-16,154.95
2002-12-17,156.224
2002-12-18,156.373
2002-12-19,155.643
2002-12-20,157.062
2002-12-23,159.008
2002-12-24,159.667
2002-12-25,159.667
2002-12-26,160.069
2002-12-27,158.322
2002-12-30,159.479
2002-12-31,160.104
2003-01-01,160.104
2003-01-02,158.537
2003-01-03,159.33
2003-01-06,160.309
2003-01-07,159.088
2003-01-08,158.849
2003-01-09,160.417
2003-01-10,159.501
2003-01-13,161.484
2003-01-14,162.32
2003-01-15,163.339
2003-01-16,164.233
2003-01-17,164.367
2003-01-20,164.068
2003-01-21,163.959
2003-01-22,164.308
2003-01-23,167.745
2003-01-24,171.371
2003-01-27,169.446
2003-01-28,169.479
2003-01-29,169.252
2003-01-30,165.553
2003-01-31,166.436
2003-02-03,168.424
2003-02-04,170.403
2003-02-05,168.538
2003-02-06,168.385
2003-02-07,167.877
2003-02-10,165.694
2003-02-11,165.173
2003-02-12,164.765
2003-02-13,167.45
2003-02-14,167.398
2003-02-17,166.767
2003-02-18,165.632
2003-02-19,168.377
2003-02-20,168.6
2003-02-21,169.161
2003-02-24,167.844
2003-02-25,166.328
2003-02-26,167.166
2003-02-27,168.285
2003-02-28,170.076
2003-03-03,171.879
2003-03-04,172.706
2003-03-05,174.472
2003-03-06,175.712
2003-03-07,177.646
2003-03-10,174.461
2003-03-11,173.541
2003-03-12,170.498
2003-03-13,168.729
2003-03-14,168.089
2003-03-17,167.174
2003-03-18,166.471
2003-03-19,166.117
2003-03-20,167.27
2003-03-21,167.394
2003-03-24,168.973
2003-03-25,169.256
2003-03-26,170.289
2003-03-27,170.659
2003-03-28,170.145
2003-03-31,173.222
2003-04-01,174.657
2003-04-02,175.315
2003-04-03,174.114
2003-04-04,173.905
2003-04-07,173.654
2003-04-08,174.065
2003-04-09,174.422
2003-04-10,178.344
2003-04-11,176.743
2003-04-14,177.925
2003-04-15,177.726
2003-04-16,176.418
2003-04-17,176.351
2003-04-18,176.351
2003-04-21,175.591
2003-04-22,178.226
2003-04-23,180.428
2003-04-24,183.92
2003-04-25,182.895
2003-04-28,185.276
2003-04-29,187.192
2003-04-30,191.049
2003-05-01,192.804
2003-05-02,198.606
2003-05-05,203.602
2003-05-06,207.494
2003-05-07,209.934
2003-05-08,210.22
2003-05-09,210.234
2003-05-12,212.865
2003-05-13,210.539
2003-05-14,211.115
2003-05-15,209.702
2003-05-16,210.077
2003-05-19,211.256
2003-05-20,213.766
2003-05-21,212.385
2003-05-22,211.243
2003-05-23,211.349
2003-05-26,212.424
2003-05-27,210.949
2003-05-28,207.525
2003-05-29,209.062
2003-05-30,204.254
2003-06-02,208.803
2003-06-03,211.494
2003-06-04,211.373
2003-06-05,214.745
2003-06-06,213.812
2003-06-09,214.973
2003-06-10,213.187
2003-06-11,215.257
2003-06-12,213.904
2003-06-13,214.927
2003-06-16,215.508
2003-06-17,213.538
2003-06-18,215.16
2003-06-19,215.041
2003-06-20,214.51
2003-06-23,212.227
2003-06-24,210.356
2003-06-25,210.77
2003-06-26,208.019
2003-06-27,208.512
2003-06-30,209.13
2003-07-01,211.371
2003-07-02,211.589
2003-07-03,211.911
2003-07-04,211.762
2003-07-07,207.821
2003-07-08,206.253
2003-07-09,207.409
2003-07-10,208.613
2003-07-11,208.201
2003-07-14,211.852
2003-07-15,212.017
2003-07-16,212.497
2003-07-17,211.804
2003-07-18,213.958
2003-07-21,214.456
2003-07-22,211.707
2003-07-23,216.48
2003-07-24,218.648
2003-07-25,220.36
2003-07-28,217.948
2003-07-29,217.664
2003-07-30,214.211
2003-07-31,209.748
2003-08-01,210.38
2003-08-04,211.85
2003-08-05,211.534
2003-08-06,211.167
2003-08-07,212.101
2003-08-08,211.082
2003-08-11,211.665
2003-08-12,211.536
2003-08-13,212.02
2003-08-14,212.373
2003-08-15,212.222
2003-08-18,210.23
2003-08-19,211.278
2003-08-20,211.715
2003-08-21,209.925
2003-08-22,207.887
2003-08-25,208.992
2003-08-26,209.543
2003-08-27,209.571
2003-08-28,210.599
2003-08-29,210.117
2003-09-01,210.181
2003-09-02,209.137
2003-09-03,208.661
2003-09-04,208.849
2003-09-05,211.626
2003-09-08,214.133
2003-09-09,215.689
2003-09-10,214.234
2003-09-11,213.818
2003-09-12,215.057
2003-09-15,213.211
2003-09-16,210.903
2003-09-17,210.724
2003-09-18,211.154
2003-09-19,214.438
2003-09-22,216.862
2003-09-23,216.889
2003-09-24,215.749
2003-09-25,213.345
2003-09-26,212.51
2003-09-29,214.592
2003-09-30,216.892
2003-10-01,217.942
2003-10-02,218.626
2003-10-03,218.378
2003-10-06,217.062
2003-10-07,217.692
2003-10-08,219.454
2003-10-09,217.592
2003-10-10,220.754
2003-10-13,219.224
2003-10-14,220.967
2003-10-15,221.141
2003-10-16,222.569
2003-10-17,220.717
2003-10-20,221.741
2003-10-21,222.254
2003-10-22,222.819
2003-10-23,220.175
2003-10-24,222.125
2003-10-27,221.721
2003-10-28,221.239
2003-10-29,221.279
2003-10-30,222.161
2003-10-31,222.235
2003-11-03,223.401
2003-11-04,224.245
2003-11-05,222.512
2003-11-06,222.41
2003-11-07,226.076
2003-11-10,226.026
2003-11-11,224.794
2003-11-12,228.735
2003-11-13,232.345
2003-11-14,235.066
2003-11-17,234.255
2003-11-18,239.155
2003-11-19,241.183
2003-11-20,238.763
2003-11-21,239.338
2003-11-24,239.873
2003-11-25,242.247
2003-11-26,244.138
2003-11-27,243.232
2003-11-28,245.534
2003-12-01,246.287
2003-12-02,248.656
2003-12-03,249.481
2003-12-04,248.595
2003-12-05,251.552
2003-12-08,253.137
2003-12-09,253.036
2003-12-10,254.321
2003-12-11,251.007
2003-12-12,252.165
2003-12-15,253.905
2003-12-16,252.998
2003-12-17,253.993
2003-12-18,254.078
2003-12-19,254.669
2003-12-22,257.049
2003-12-23,258.043
2003-12-24,258.77
2003-12-25,258.77
2003-12-26,258.666
2003-12-29,259.996
2003-12-30,260.202
2003-12-31,261.926
2004-01-01,261.926
2004-01-02,265.276
2004-01-05,268.344
2004-01-06,269.953
2004-01-07,273.762
2004-01-08,278.584
2004-01-09,283.976
2004-01-12,282.332
2004-01-13,286.712
2004-01-14,289.268
2004-01-15,287.909
2004-01-16,287.184
2004-01-19,288.829
2004-01-20,293.813
2004-01-21,294.272
2004-01-22,298.289
2004-01-23,298.018
2004-01-26,293.811
2004-01-27,297.839
2004-01-28,299.327
2004-01-29,290.167
2004-01-30,289.718
2004-02-02,292.719
2004-02-03,298.499
2004-02-04,301.216
2004-02-05,303.395
2004-02-06,306.153
2004-02-09,306.041
2004-02-10,307.677
2004-02-11,308.821
2004-02-12,314.212
2004-02-13,314.258
2004-02-16,312.5
2004-02-17,309.763
2004-02-18,311.088
2004-02-19,310.41
2004-02-20,307.467
2004-02-23,308.844
2004-02-24,306.867
2004-02-25,303.508
2004-02-26,302.537
2004-02-27,302.142
2004-03-01,304.899
2004-03-02,301.595
2004-03-03,298.33
2004-03-04,300.85
2004-03-05,310.255
2004-03-08,309.524
2004-03-09,306.395
2004-03-10,301.022
2004-03-11,296.302
2004-03-12,291.407
2004-03-15,288.333
2004-03-16,292.444
2004-03-17,290.408
2004-03-18,296.003
2004-03-19,297.711
2004-03-22,291.398
2004-03-23,290.16
2004-03-24,294.219
2004-03-25,297.369
2004-03-26,299.021
2004-03-29,303.198
2004-03-30,306.772
2004-03-31,309.996
2004-04-01,315.729
2004-04-02,313.119
2004-04-05,309.529
2004-04-06,311.516
2004-04-07,315.853
2004-04-08,315.184
2004-04-09,315.184
2004-04-12,314.298
2004-04-13,314.8
2004-04-14,310.311
2004-04-15,311.883
2004-04-16,312.438
2004-04-19,312.884
2004-04-20,310.408
2004-04-21,309.025
2004-04-22,309.262
2004-04-23,308.344
2004-04-26,310.652
2004-04-27,311.341
2004-04-28,309.646
2004-04-29,304.397
2004-04-30,304.848
2004-05-03,307.454
2004-05-04,312.608
2004-05-05,312.483
2004-05-06,307.656
2004-05-07,301.051
2004-05-10,290.609
2004-05-11,291.509
2004-05-12,293.749
2004-05-13,292.281
2004-05-14,288.526
2004-05-17,286.58
2004-05-18,287.522
2004-05-19,298.947
2004-05-20,296.288
2004-05-21,298.755
2004-05-24,298.402
2004-05-25,301.795
2004-05-26,302.586
2004-05-27,308.661
2004-05-28,308.918
2004-05-31,308.918
2004-06-01,309.803
2004-06-02,313.186
2004-06-03,313.516
2004-06-04,313.161
2004-06-07,316.507
2004-06-08,314.448
2004-06-09,307.84
2004-06-10,307.866
2004-06-11,306.102
2004-06-14,310.43
2004-06-15,309.336
2004-06-16,308.766
2004-06-17,311.552
2004-06-18,317.671
2004-06-21,320.075
2004-06-22,318.99
2004-06-23,320.558
2004-06-24,326.803
2004-06-25,325.445
2004-06-28,331.9
2004-06-29,331.259
2004-06-30,332.383
2004-07-01,326.421
2004-07-02,331.095
2004-07-05,332.37
2004-07-06,329.039
2004-07-07,335.354
2004-07-08,337.253
2004-07-09,337.615
2004-07-12,337.05
2004-07-13,336.131
2004-07-14,335.862
2004-07-15,335.897
2004-07-16,338.588
2004-07-19,337.454
2004-07-20,338.699
2004-07-21,335.996
2004-07-22,335.352
2004-07-23,329.774
2004-07-26,329.064
2004-07-27,328.804
2004-07-28,327.421
2004-07-29,328.336
2004-07-30,327.168
2004-08-02,327.993
2004-08-03,331.214
2004-08-04,328.807
2004-08-05,328.347
2004-08-06,330.454
2004-08-09,325.835
2004-08-10,326.769
2004-08-11,325.29
2004-08-12,328.734
2004-08-13,331.974
2004-08-16,333.515
2004-08-17,334.628
2004-08-18,335.607
2004-08-19,338.214
2004-08-20,334.785
2004-08-23,332.948
2004-08-24,331.763
2004-08-25,333.133
2004-08-26,332.604
2004-08-27,332.483
2004-08-30,333.78
2004-08-31,337.315
2004-09-01,340.655
2004-09-02,340.803
2004-09-03,336.873
2004-09-06,336.031
2004-09-07,336.601
2004-09-08,339.039
2004-09-09,338.434
2004-09-10,345.339
2004-09-13,342.42
2004-09-14,352.161
2004-09-15,344.87
2004-09-16,344.455
2004-09-17,349.091
2004-09-20,348.716
2004-09-21,353.922
2004-09-22,353.692
2004-09-23,356.325
2004-09-24,356.83
2004-09-27,361.998
2004-09-28,360.74
2004-09-29,365.489
2004-09-30,363.991
2004-10-01,366.313
2004-10-04,364.315
2004-10-05,366.936
2004-10-06,366.643
2004-10-07,369.37
2004-10-08,371.215
2004-10-11,368.312
2004-10-12,363.742
2004-10-13,364.208
2004-10-14,368.686
2004-10-15,371.693
2004-10-18,375.015
2004-10-19,376.112
2004-10-20,373.616
2004-10-21,374.25
2004-10-22,375.901
2004-10-25,375.737
2004-10-26,375.707
2004-10-27,377.362
2004-10-28,380.337
2004-10-29,379.411
2004-11-01,380.142
2004-11-02,382.1
2004-11-03,387.926
2004-11-04,396.676
2004-11-05,402.602
2004-11-08,408.48
2004-11-09,409.477
2004-11-10,414.907
2004-11-11,419.952
2004-11-12,421.308
2004-11-15,423.053
2004-11-16,425.544
2004-11-17,429.618
2004-11-18,428.178
2004-11-19,433.777
2004-11-22,433.487
2004-11-23,433.709
2004-11-24,440.184
2004-11-25,444.829
2004-11-26,446.721
2004-11-29,447.441
2004-11-30,449.962
2004-12-01,452.42
2004-12-02,456.644
2004-12-03,461.387
2004-12-06,461.966
2004-12-07,459.588
2004-12-08,454.094
2004-12-09,451.645
2004-12-10,451.372
2004-12-13,457.348
2004-12-14,458.437
2004-12-15,461.84
2004-12-16,461.118
2004-12-17,459.879
2004-12-20,469.008
2004-12-21,469.257
2004-12-22,469.133
2004-12-23,474.296
2004-12-24,475.525
2004-12-27,477.355
2004-12-28,478.45
2004-12-29,479.886
2004-12-30,481.994
2004-12-31,480.668
2005-01-03,480.378
2005-01-04,477.034
2005-01-05,473.448
2005-01-06,469.722
2005-01-07,472.574
2005-01-10,474.315
2005-01-11,475.143
2005-01-12,477.895
2005-01-13,472.502
2005-01-14,466.796
2005-01-17,466.136
2005-01-18,467.058
2005-01-19,470.874
2005-01-20,466.394
2005-01-21,469.254
2005-01-24,473.469
2005-01-25,476.934
2005-01-26,479.064
2005-01-27,477.221
2005-01-28,474.708
2005-01-31,477.495
2005-02-01,479.346
2005-02-02,487.301
2005-02-03,484.88
2005-02-04,489.314
2005-02-07,488.065
2005-02-08,484.668
2005-02-09,487.595
2005-02-10,492.584
2005-02-11,499.811
2005-02-14,505.931
2005-02-15,509.534
2005-02-16,516.842
2005-02-17,520.917
2005-02-18,518.644
2005-02-21,521.913
2005-02-22,523.67
2005-02-23,514.932
2005-02-24,517.728
2005-02-25,522.653
2005-02-28,521.553
2005-03-01,518.197
2005-03-02,515.961
2005-03-03,518.823
2005-03-04,523.395
2005-03-07,528.417
2005-03-08,536.078
2005-03-09,534.013
2005-03-10,534.917
2005-03-11,536.217
2005-03-14,535.217
2005-03-15,529.963
2005-03-16,531.723
2005-03-17,518.115
2005-03-18,513.913
2005-03-21,502.608
2005-03-22,499.01
2005-03-23,484.599
2005-03-24,484.909
2005-03-25,484.909
2005-03-28,481.505
2005-03-29,486.728
2005-03-30,487.191
2005-03-31,485.195
2005-04-01,490.498
2005-04-04,483.174
2005-04-05,487.811
2005-04-06,489.024
2005-04-07,483.797
2005-04-08,483.349
2005-04-11,479.31
2005-04-12,475.766
2005-04-13,479.078
2005-04-14,473.508
2005-04-15,474.388
2005-04-18,464.675
2005-04-19,461.637
2005-04-20,468.684
2005-04-21,472.429
2005-04-22,463.506
2005-04-25,459.32
2005-04-26,460.959
2005-04-27,456.714
2005-04-28,455.209
2005-04-29,456.698
2005-05-02,458.651
2005-05-03,455.03
2005-05-04,454.501
2005-05-05,453.957
2005-05-06,448.794
2005-05-09,453.423
2005-05-10,454.929
2005-05-11,451.075
2005-05-12,448.862
2005-05-13,447.178
2005-05-16,446.294
2005-05-17,444.728
2005-05-18,447.605
2005-05-19,450.294
2005-05-20,446.67
2005-05-23,451.831
2005-05-24,452.571
2005-05-25,452.083
2005-05-26,449.498
2005-05-27,456.51
2005-05-30,461.558
2005-05-31,458.251
2005-06-01,458.653
2005-06-02,459.484
2005-06-03,459.663
2005-06-06,458.037
2005-06-07,453.869
2005-06-08,458.974
2005-06-09,454.056
2005-06-10,453.39
2005-06-13,453.425
2005-06-14,457.317
2005-06-15,459.565
2005-06-16,459.128
2005-06-17,468.042
2005-06-20,464.407
2005-06-21,463.212
2005-06-22,462.2
2005-06-23,460.958
2005-06-24,459.043
2005-06-27,463.232
2005-06-28,461.839
2005-06-29,461.214
2005-06-30,465.647
2005-07-01,464.682
2005-07-04,463.768
2005-07-05,464.242
2005-07-06,465.184
2005-07-07,463.898
2005-07-08,463.934
2005-07-11,471.65
2005-07-12,475.019
2005-07-13,472.243
2005-07-14,472.189
2005-07-15,471.314
2005-07-18,472.91
2005-07-19,473.283
2005-07-20,475.795
2005-07-21,478.455
2005-07-22,477.241
2005-07-25,475.709
2005-07-26,474.737
2005-07-27,479.467
2005-07-28,481.367
2005-07-29,485.883
2005-08-01,491.762
2005-08-02,493.978
2005-08-03,501.976
2005-08-04,504.061
2005-08-05,502.08
2005-08-08,501.29
2005-08-09,502.758
2005-08-10,504.323
2005-08-11,508.8
2005-08-12,508.747
2005-08-15,506.026
2005-08-16,504.852
2005-08-17,502.887
2005-08-18,497.416
2005-08-19,498.199
2005-08-22,502.751
2005-08-23,502.045
2005-08-24,500.51
2005-08-25,502.824
2005-08-26,503.296
2005-08-29,499.979
2005-08-30,502.21
2005-08-31,511.655
2005-09-01,519.52
2005-09-02,524.421
2005-09-05,522.98
2005-09-06,522.578
2005-09-07,521.564
2005-09-08,520.94
2005-09-09,523.326
2005-09-12,520.326
2005-09-13,523.644
2005-09-14,524.609
2005-09-15,521.58
2005-09-16,524.239
2005-09-19,523.853
2005-09-20,530.432
2005-09-21,533.555
2005-09-22,528.644
2005-09-23,521.995
2005-09-26,524.306
2005-09-27,524.558
2005-09-28,525.76
2005-09-29,524.115
2005-09-30,530.491
2005-10-03,526.351
2005-10-04,528.15
2005-10-05,526.483
2005-10-06,527.391
2005-10-07,529.426
2005-10-10,527.258
2005-10-11,523.896
2005-10-12,523.127
2005-10-13,512.514
2005-10-14,515.213
2005-10-17,512.27
2005-10-18,506.665
2005-10-19,501.483
2005-10-20,499.648
2005-10-21,495.734
2005-10-24,499.942
2005-10-25,507.805
2005-10-26,506.924
2005-10-27,507.702
2005-10-28,506.597
2005-10-31,508.848
2005-11-01,509.4
2005-11-02,511.746
2005-11-03,510.991
2005-11-04,504.771
2005-11-07,505.531
2005-11-08,506.756
2005-11-09,502.272
