Date,AUSTRIA SMALL VALUE Small Cap
2006-11-30,752.888
2006-12-29,800.001
2007-01-31,823.139
2007-02-28,828.342
2007-03-30,904.163
2007-04-30,980.65
2007-05-31,1000.0
2007-06-29,938.974
2007-07-31,866.94
2007-08-31,871.059
2007-09-28,879.453
2007-10-31,924.311
2007-11-30,835.081
2007-12-31,834.358
2008-01-31,763.392
2008-02-29,807.704
2008-03-31,807.42
2008-04-30,838.679
2008-05-30,853.671
2008-06-30,761.267
2008-07-31,678.761
2008-08-29,645.656
2008-09-30,503.369
2008-10-31,363.168
2008-11-28,344.497
2008-12-31,393.799
2009-01-30,401.466
2009-02-27,351.695
2009-03-31,400.709
2009-04-30,521.686
2009-05-29,579.601
2009-06-30,565.351
2009-07-31,625.934
2009-08-31,846.756
2009-09-30,954.122
2009-10-30,880.316
2009-11-30,916.767
2009-12-31,925.358
2010-01-29,907.7
2010-02-26,874.853
2010-03-31,946.5
2010-04-30,947.788
2010-05-31,804.673
2010-06-30,801.693
2010-07-30,895.053
2010-08-31,864.428
2010-09-30,967.377
2010-10-29,1021.755
2010-11-30,938.711
2010-12-31,1101.87
2011-01-31,1124.827
2011-02-28,1153.671
2011-03-31,1197.269
2011-04-29,1266.142
2011-05-31,1185.179
2011-06-30,1112.714
2011-07-29,1040.299
2011-08-31,982.403
2011-09-30,851.738
2011-10-31,905.068
2011-11-30,803.924
2011-12-30,773.568
2012-01-31,832.151
2012-02-29,869.125
2012-03-30,874.226
2012-04-30,870.948
2012-05-31,761.527
2012-06-29,787.867
2012-07-31,756.677
2012-08-31,783.534
2012-09-28,826.28
2012-10-31,854.016
2012-11-30,901.38
2012-12-31,952.814
2013-01-31,1024.409
2013-02-28,980.135
2013-03-29,954.638
2013-04-30,979.585
2013-05-31,982.099
2013-06-28,900.196
2013-07-31,972.851
2013-08-30,999.431
2013-09-30,1129.508
2013-10-31,1180.207
2013-11-29,1189.737
2013-12-31,1176.871
2014-01-31,1173.949
2014-02-28,1273.034
2014-03-31,1256.363
2014-04-30,1287.905
2014-05-30,1258.396
2014-06-30,1280.704
2014-07-31,1244.944
2014-08-29,1241.358
2014-09-30,1181.528
2014-10-31,1165.632
2014-11-28,1187.286
2014-12-31,1155.703
2015-01-30,1158.572
2015-02-27,1224.744
2015-03-31,1185.726
2015-04-30,1200.706
2015-05-29,1206.937
2015-06-30,1139.439
2015-07-31,1172.519
2015-08-31,1135.052
2015-09-30,1097.442
2015-10-30,1183.579
2015-11-30,1133.132
2015-12-31,1133.726
2016-01-29,1015.33
2016-02-29,1027.24
2016-03-31,1146.054
2016-04-29,1171.125
2016-05-31,1155.849
2016-06-30,1101.073
2016-07-29,1174.913
2016-08-31,1233.064
2016-09-30,1275.812
2016-10-31,1223.482
2016-11-30,1201.441
2016-12-30,1211.851
2017-01-31,1269.347
2017-02-28,1285.059
2017-03-31,1342.57
2017-04-28,1429.671
2017-05-31,1524.719
2017-06-30,1554.268
2017-07-31,1642.694
2017-08-31,1674.519
2017-09-29,1679.861
2017-10-31,1683.373
2017-11-30,1690.61
2017-12-29,1797.448
2018-01-31,1875.531
2018-02-28,1792.447
2018-03-30,1859.215
2018-04-30,1877.108
2018-05-31,1818.637
2018-06-29,1750.592
2018-07-31,1846.705
2018-08-31,1808.211
2018-09-28,1752.096
2018-10-31,1607.952
2018-11-30,1589.402
2018-12-31,1512.79
2019-01-31,1640.464
2019-02-28,1620.187
2019-03-29,1667.431
2019-04-30,1733.004
2019-05-31,1673.385
2019-06-28,1725.556
2019-07-31,1680.729
2019-08-30,1664.101
2019-09-30,1682.576
2019-10-31,1786.413
2019-11-29,1784.751
2019-12-31,1844.244
2020-01-31,1806.737
2020-02-28,1653.318
2020-03-31,1337.445
2020-04-30,1378.074
2020-05-29,1376.721
2020-06-30,1383.061
2020-07-31,1396.849
2020-08-31,1462.637
2020-09-30,1408.617
2020-10-30,1355.67
2020-11-30,1649.96
2020-12-31,1787.76
2021-01-29,1873.533
2021-02-26,1925.618
2021-03-31,1952.802
2021-04-30,2081.661
2021-05-31,2184.8
2021-06-30,2124.848
2021-07-30,2172.982
2021-08-31,2217.152
2021-09-30,2138.132
2021-10-29,2213.626
2021-11-30,2074.52
2021-12-31,2185.195
2022-01-31,2132.799
2022-02-28,1974.288
2022-03-31,1891.927
2022-04-29,1804.952
2022-05-31,1826.901
2022-06-30,1562.686
2022-07-29,1653.028
2022-08-31,1639.473
2022-09-30,1488.201
2022-10-31,1618.743
2022-11-30,1767.431
2022-12-30,1788.456
2023-01-31,2003.884
2023-02-28,2032.991
2023-03-31,1933.245
2023-04-28,1987.939
2023-05-31,1809.1
2023-06-30,1897.873
2023-07-31,1952.228
2023-08-31,1864.784
2023-09-29,1814.627
2023-10-31,1746.083
2023-11-30,1950.723
2023-12-29,2147.989
2024-01-31,2119.533
2024-02-29,2151.999
2024-03-29,2249.395
2024-04-30,2208.39
2024-05-31,2323.105
2024-06-28,2270.477
2024-07-31,2410.548
2024-08-30,2460.7
2024-09-30,2475.179
2024-10-31,2263.217
2024-11-29,2229.028
2024-12-31,2232.479
2025-01-31,2428.295
2025-02-28,2664.623
2025-03-31,2741.527
2025-04-30,3070.884
2025-05-30,3285.423
