Date,AUSTRIA SMALL VALUE Small Cap
2017-03-31,1423.932
2017-04-28,1517.39
2017-05-31,1623.646
2017-06-30,1656.919
2017-07-31,1751.465
2017-08-31,1785.397
2017-09-29,1791.335
2017-10-31,1795.079
2017-11-30,1802.797
2017-12-29,1916.725
2018-01-31,2000.636
2018-02-28,1912.009
2018-03-30,1983.231
2018-04-30,2008.526
2018-05-31,1950.526
2018-06-29,1880.295
2018-07-31,1984.113
2018-08-31,1942.755
2018-09-28,1882.662
2018-10-31,1727.776
2018-11-30,1707.843
2018-12-31,1625.522
2019-01-31,1763.384
2019-02-28,1741.588
2019-03-29,1792.371
2019-04-30,1868.07
2019-05-31,1809.864
2019-06-28,1866.756
2019-07-31,1819.237
2019-08-30,1801.239
2019-09-30,1821.414
2019-10-31,1933.819
2019-11-29,1932.02
2019-12-31,1996.421
2020-01-31,1956.442
2020-02-28,1790.311
2020-03-31,1448.265
2020-04-30,1492.26
2020-05-29,1491.285
2020-06-30,1501.084
2020-07-31,1516.525
2020-08-31,1590.131
2020-09-30,1532.899
2020-10-30,1477.278
2020-11-30,1797.966
2020-12-31,1948.127
2021-01-29,2042.138
2021-02-26,2098.91
2021-03-31,2130.568
2021-04-30,2273.284
2021-05-31,2390.284
2021-06-30,2325.415
2021-07-30,2378.442
2021-08-31,2426.985
2021-09-30,2340.486
2021-10-29,2423.872
2021-11-30,2271.554
2021-12-31,2396.278
2022-01-31,2338.821
2022-02-28,2165.544
2022-03-31,2078.667
2022-04-29,1984.899
2022-05-31,2015.915
2022-06-30,1726.466
2022-07-29,1827.308
2022-08-31,1812.324
2022-09-30,1645.104
2022-10-31,1789.409
2022-11-30,1953.773
2022-12-30,1977.015
2023-01-31,2215.155
2023-02-28,2247.876
2023-03-31,2141.781
2023-04-28,2203.201
2023-05-31,2011.115
2023-06-30,2111.863
2023-07-31,2172.972
2023-08-31,2075.639
2023-09-29,2019.812
2023-10-31,1943.517
2023-11-30,2178.296
2023-12-29,2398.576
2024-01-31,2366.8
2024-02-29,2404.445
2024-03-29,2519.188
2024-04-30,2480.809
2024-05-31,2616.215
2024-06-28,2559.41
2024-07-31,2717.305
2024-08-30,2773.84
2024-09-30,2790.162
2024-10-31,2551.226
2024-11-29,2512.686
2024-12-31,2516.576
2025-01-31,2737.311
2025-02-28,3003.714
2025-03-31,3101.755
2025-04-30,3477.286
2025-05-30,3727.284
2025-06-30,3853.251
