Date,KOKUSAI INDEX (WORLD ex JP) SMALL CAP Small Cap
2002-09-24,81.482
2002-09-25,82.772
2002-09-26,83.838
2002-09-27,82.875
2002-09-30,82.518
2002-10-01,83.147
2002-10-02,82.309
2002-10-03,81.416
2002-10-04,79.785
2002-10-07,77.963
2002-10-08,78.043
2002-10-09,76.311
2002-10-10,77.672
2002-10-11,79.657
2002-10-14,79.875
2002-10-15,82.742
2002-10-16,81.365
2002-10-17,83.45
2002-10-18,83.653
2002-10-21,84.74
2002-10-22,83.912
2002-10-23,84.586
2002-10-24,84.231
2002-10-25,84.935
2002-10-28,84.911
2002-10-29,84.306
2002-10-30,85.106
2002-10-31,85.419
2002-11-01,86.816
2002-11-04,87.835
2002-11-05,87.739
2002-11-06,88.633
2002-11-07,87.345
2002-11-08,86.603
2002-11-11,85.039
2002-11-12,85.668
2002-11-13,85.609
2002-11-14,86.909
2002-11-15,87.291
2002-11-18,87.149
2002-11-19,86.643
2002-11-20,87.54
2002-11-21,89.409
2002-11-22,89.782
2002-11-25,90.197
2002-11-26,89.074
2002-11-27,90.817
2002-11-28,91.364
2002-11-29,90.959
2002-12-02,91.203
2002-12-03,89.571
2002-12-04,88.761
2002-12-05,88.249
2002-12-06,88.52
2002-12-09,86.565
2002-12-10,87.546
2002-12-11,87.624
2002-12-12,87.815
2002-12-13,86.793
2002-12-16,87.825
2002-12-17,87.499
2002-12-18,86.201
2002-12-19,85.813
2002-12-20,86.387
2002-12-23,86.666
2002-12-24,86.583
2002-12-25,86.583
2002-12-26,86.802
2002-12-27,86.144
2002-12-30,85.977
2002-12-31,86.461
2003-01-01,86.461
2003-01-02,88.241
2003-01-03,88.457
2003-01-06,89.78
2003-01-07,89.418
2003-01-08,88.313
2003-01-09,89.679
2003-01-10,90.171
2003-01-13,90.303
2003-01-14,90.716
2003-01-15,90.002
2003-01-16,89.712
2003-01-17,88.609
2003-01-20,88.447
2003-01-21,87.618
2003-01-22,87.019
2003-01-23,87.769
2003-01-24,86.533
2003-01-27,84.77
2003-01-28,85.129
2003-01-29,85.294
2003-01-30,84.37
2003-01-31,84.752
2003-02-03,84.699
2003-02-04,84.492
2003-02-05,84.126
2003-02-06,83.602
2003-02-07,82.792
2003-02-10,82.841
2003-02-11,82.651
2003-02-12,81.653
2003-02-13,81.442
2003-02-14,82.068
2003-02-17,82.256
2003-02-18,83.228
2003-02-19,82.696
2003-02-20,82.782
2003-02-21,83.214
2003-02-24,82.202
2003-02-25,81.907
2003-02-26,81.379
2003-02-27,81.791
2003-02-28,82.304
2003-03-03,82.316
2003-03-04,81.604
2003-03-05,81.529
2003-03-06,81.028
2003-03-07,80.96
2003-03-10,79.585
2003-03-11,78.887
2003-03-12,78.348
2003-03-13,80.036
2003-03-14,80.183
2003-03-17,81.766
2003-03-18,82.684
2003-03-19,82.805
2003-03-20,83.258
2003-03-21,84.514
2003-03-24,82.738
2003-03-25,83.436
2003-03-26,83.217
2003-03-27,83.199
2003-03-28,83.236
2003-03-31,82.698
2003-04-01,83.173
2003-04-02,84.596
2003-04-03,84.488
2003-04-04,84.365
2003-04-07,85.249
2003-04-08,84.757
2003-04-09,84.479
2003-04-10,84.96
2003-04-11,84.938
2003-04-14,85.917
2003-04-15,86.653
2003-04-16,86.649
2003-04-17,87.758
2003-04-18,87.758
2003-04-21,87.946
2003-04-22,89.324
2003-04-23,90.419
2003-04-24,90.173
2003-04-25,89.374
2003-04-28,90.6
2003-04-29,91.224
2003-04-30,92.254
2003-05-01,92.635
2003-05-02,94.059
2003-05-05,94.943
2003-05-06,95.822
2003-05-07,95.631
2003-05-08,95.151
2003-05-09,96.072
2003-05-12,97.234
2003-05-13,97.355
2003-05-14,97.733
2003-05-15,98.342
2003-05-16,98.428
2003-05-19,97.007
2003-05-20,96.87
2003-05-21,97.03
2003-05-22,98.029
2003-05-23,98.709
2003-05-26,98.894
2003-05-27,100.411
2003-05-28,100.835
2003-05-29,101.469
2003-05-30,102.745
2003-06-02,103.459
2003-06-03,103.274
2003-06-04,104.983
2003-06-05,106.792
2003-06-06,106.486
2003-06-09,104.766
2003-06-10,105.254
2003-06-11,106.725
2003-06-12,107.244
2003-06-13,106.115
2003-06-16,107.651
2003-06-17,108.269
2003-06-18,107.972
2003-06-19,106.556
2003-06-20,106.156
2003-06-23,104.116
2003-06-24,103.802
2003-06-25,104.496
2003-06-26,104.836
2003-06-27,104.792
2003-06-30,104.774
2003-07-01,105.224
2003-07-02,107.067
2003-07-03,106.961
2003-07-04,106.819
2003-07-07,108.374
2003-07-08,109.571
2003-07-09,109.816
2003-07-10,108.389
2003-07-11,108.933
2003-07-14,110.257
2003-07-15,109.55
2003-07-16,108.765
2003-07-17,106.532
2003-07-18,107.298
2003-07-21,106.625
2003-07-22,107.597
2003-07-23,108.358
2003-07-24,108.442
2003-07-25,109.199
2003-07-28,110.045
2003-07-29,109.836
2003-07-30,109.264
2003-07-31,109.479
2003-08-01,108.898
2003-08-04,108.573
2003-08-05,107.593
2003-08-06,106.827
2003-08-07,106.974
2003-08-08,107.071
2003-08-11,107.854
2003-08-12,109.094
2003-08-13,109.57
2003-08-14,109.973
2003-08-15,110.246
2003-08-18,111.621
2003-08-19,112.721
2003-08-20,113.052
2003-08-21,113.909
2003-08-22,112.797
2003-08-25,112.382
2003-08-26,112.35
2003-08-27,113.174
2003-08-28,114.261
2003-08-29,115.173
2003-09-01,115.522
2003-09-02,116.681
2003-09-03,117.655
2003-09-04,118.102
2003-09-05,118.117
2003-09-08,119.647
2003-09-09,119.2
2003-09-10,116.976
2003-09-11,117.593
2003-09-12,118.177
2003-09-15,118.112
2003-09-16,119.224
2003-09-17,119.721
2003-09-18,120.543
2003-09-19,121.227
2003-09-22,120.041
2003-09-23,120.723
2003-09-24,119.102
2003-09-25,117.341
2003-09-26,115.52
2003-09-29,116.593
2003-09-30,116.194
2003-10-01,118.087
2003-10-02,119.206
2003-10-03,120.907
2003-10-06,121.98
2003-10-07,122.777
2003-10-08,122.575
2003-10-09,123.62
2003-10-10,123.831
2003-10-13,124.915
2003-10-14,125.486
2003-10-15,125.167
2003-10-16,125.764
2003-10-17,124.197
2003-10-20,124.41
2003-10-21,125.478
2003-10-22,123.819
2003-10-23,122.869
2003-10-24,122.776
2003-10-27,124.052
2003-10-28,125.679
2003-10-29,126.874
2003-10-30,126.921
2003-10-31,126.742
2003-11-03,127.884
2003-11-04,127.96
2003-11-05,128.014
2003-11-06,128.31
2003-11-07,128.993
2003-11-10,127.777
2003-11-11,126.76
2003-11-12,129.066
2003-11-13,129.55
2003-11-14,128.45
2003-11-17,126.773
2003-11-18,126.394
2003-11-19,126.687
2003-11-20,126.196
2003-11-21,126.512
2003-11-24,128.242
2003-11-25,129.114
2003-11-26,130.139
2003-11-27,130.242
2003-11-28,131.052
2003-12-01,132.482
2003-12-02,132.778
2003-12-03,132.157
2003-12-04,131.75
2003-12-05,131.27
2003-12-08,131.803
2003-12-09,130.494
2003-12-10,129.336
2003-12-11,130.744
2003-12-12,131.856
2003-12-15,130.686
2003-12-16,130.689
2003-12-17,131.003
2003-12-18,132.198
2003-12-19,132.128
2003-12-22,132.724
2003-12-23,133.58
2003-12-24,133.673
2003-12-25,133.673
2003-12-26,134.03
2003-12-29,135.545
2003-12-30,136.317
2003-12-31,135.897
2004-01-01,135.897
2004-01-02,136.749
2004-01-05,138.779
2004-01-06,139.385
2004-01-07,139.593
2004-01-08,140.895
2004-01-09,141.19
2004-01-12,141.881
2004-01-13,141.741
2004-01-14,142.319
2004-01-15,142.154
2004-01-16,142.808
2004-01-19,142.958
2004-01-20,144.926
2004-01-21,145.318
2004-01-22,145.056
2004-01-23,145.248
2004-01-26,145.386
2004-01-27,144.859
2004-01-28,142.877
2004-01-29,141.002
2004-01-30,141.879
2004-02-02,142.055
2004-02-03,142.319
2004-02-04,139.893
2004-02-05,140.826
2004-02-06,143.802
2004-02-09,144.757
2004-02-10,145.757
2004-02-11,146.601
2004-02-12,146.946
2004-02-13,146.083
2004-02-16,146.279
2004-02-17,147.987
2004-02-18,147.861
2004-02-19,146.214
2004-02-20,145.012
2004-02-23,143.695
2004-02-24,143.952
2004-02-25,144.426
2004-02-26,144.645
2004-02-27,145.338
2004-03-01,147.707
2004-03-02,147.056
2004-03-03,146.132
2004-03-04,147.485
2004-03-05,148.955
2004-03-08,148.092
2004-03-09,146.912
2004-03-10,143.735
2004-03-11,141.757
2004-03-12,143.409
2004-03-15,140.825
2004-03-16,141.281
2004-03-17,142.876
2004-03-18,143.027
2004-03-19,142.656
2004-03-22,140.211
2004-03-23,140.316
2004-03-24,139.501
2004-03-25,141.84
2004-03-26,142.073
2004-03-29,143.881
2004-03-30,145.129
2004-03-31,145.72
2004-04-01,147.321
2004-04-02,147.777
2004-04-05,147.708
2004-04-06,147.216
2004-04-07,148.011
2004-04-08,147.387
2004-04-09,147.387
2004-04-12,147.386
2004-04-13,144.963
2004-04-14,143.232
2004-04-15,143.006
2004-04-16,144.186
2004-04-19,144.794
2004-04-20,142.976
2004-04-21,142.996
2004-04-22,144.596
2004-04-23,144.433
2004-04-26,144.774
2004-04-27,144.737
2004-04-28,141.952
2004-04-29,139.937
2004-04-30,138.694
2004-05-03,139.452
2004-05-04,140.839
2004-05-05,141.16
2004-05-06,139.229
2004-05-07,136.071
2004-05-10,132.524
2004-05-11,134.212
2004-05-12,134.418
2004-05-13,134.135
2004-05-14,133.532
2004-05-17,131.981
2004-05-18,133.233
2004-05-19,134.593
2004-05-20,133.917
2004-05-21,135.127
2004-05-24,136.134
2004-05-25,138.488
2004-05-26,139.409
2004-05-27,140.69
2004-05-28,140.622
2004-05-31,140.741
2004-06-01,141.101
2004-06-02,141.542
2004-06-03,139.673
2004-06-04,140.799
2004-06-07,142.889
2004-06-08,142.643
2004-06-09,140.691
2004-06-10,140.704
2004-06-11,140.349
2004-06-14,138.629
2004-06-15,140.015
2004-06-16,140.451
2004-06-17,140.631
2004-06-18,141.2
2004-06-21,140.985
2004-06-22,141.442
2004-06-23,142.709
2004-06-24,143.25
2004-06-25,144.08
2004-06-28,144.094
2004-06-29,144.173
2004-06-30,145.34
2004-07-01,144.136
2004-07-02,144.478
2004-07-05,144.304
2004-07-06,142.882
2004-07-07,143.415
2004-07-08,141.976
2004-07-09,142.223
2004-07-12,141.939
2004-07-13,141.663
2004-07-14,141.188
2004-07-15,141.181
2004-07-16,141.149
2004-07-19,140.744
2004-07-20,141.608
2004-07-21,139.001
2004-07-22,138.629
2004-07-23,136.979
2004-07-26,135.829
2004-07-27,137.068
2004-07-28,136.857
2004-07-29,138.34
2004-07-30,138.753
2004-08-02,138.894
2004-08-03,138.09
2004-08-04,137.463
2004-08-05,135.809
2004-08-06,134.217
2004-08-09,133.443
2004-08-10,135.234
2004-08-11,134.138
2004-08-12,132.644
2004-08-13,133.187
2004-08-16,134.919
2004-08-17,135.442
2004-08-18,136.84
2004-08-19,137.176
2004-08-20,138.427
2004-08-23,137.749
2004-08-24,137.524
2004-08-25,138.268
2004-08-26,138.097
2004-08-27,138.723
2004-08-30,137.545
2004-08-31,138.239
2004-09-01,139.223
2004-09-02,140.216
2004-09-03,139.336
2004-09-06,139.64
2004-09-07,140.717
2004-09-08,140.306
2004-09-09,141.139
2004-09-10,142.69
2004-09-13,143.266
2004-09-14,143.352
2004-09-15,142.313
2004-09-16,143.431
2004-09-17,143.449
2004-09-20,143.172
2004-09-21,144.724
2004-09-22,143.276
2004-09-23,143.365
2004-09-24,143.277
2004-09-27,142.139
2004-09-28,143.316
2004-09-29,144.188
2004-09-30,145.089
2004-10-01,146.974
2004-10-04,147.705
2004-10-05,147.869
2004-10-06,148.518
2004-10-07,147.417
2004-10-08,146.885
2004-10-11,146.871
2004-10-12,146.019
2004-10-13,144.805
2004-10-14,144.59
2004-10-15,145.522
2004-10-18,145.841
2004-10-19,145.521
2004-10-20,146.035
2004-10-21,147.478
2004-10-22,146.622
2004-10-25,147.149
2004-10-26,148.172
2004-10-27,149.961
2004-10-28,149.686
2004-10-29,149.592
2004-11-01,150.371
2004-11-02,150.284
2004-11-03,152.525
2004-11-04,153.98
2004-11-05,154.979
2004-11-08,154.843
2004-11-09,155.335
2004-11-10,155.825
2004-11-11,157.167
2004-11-12,158.632
2004-11-15,158.919
2004-11-16,158.156
2004-11-17,159.47
2004-11-18,159.258
2004-11-19,158.189
2004-11-22,159.008
2004-11-23,160.014
2004-11-24,161.196
2004-11-25,161.831
2004-11-26,162.217
2004-11-29,162.65
2004-11-30,162.466
2004-12-01,164.223
2004-12-02,163.95
2004-12-03,164.632
2004-12-06,164.573
2004-12-07,162.708
2004-12-08,161.948
2004-12-09,161.316
2004-12-10,161.693
2004-12-13,163.18
2004-12-14,163.947
2004-12-15,165.862
2004-12-16,164.804
2004-12-17,164.649
2004-12-20,164.906
2004-12-21,165.751
2004-12-22,166.342
2004-12-23,167.035
2004-12-24,167.415
2004-12-27,167.106
2004-12-28,168.539
2004-12-29,168.447
2004-12-30,168.958
2004-12-31,168.9
2005-01-03,166.851
2005-01-04,164.225
2005-01-05,162.258
2005-01-06,162.214
2005-01-07,161.582
2005-01-10,162.522
2005-01-11,161.653
2005-01-12,162.621
2005-01-13,162.166
2005-01-14,162.855
2005-01-17,163.193
2005-01-18,164.099
2005-01-19,163.611
2005-01-20,162.32
2005-01-21,162.465
2005-01-24,161.607
2005-01-25,161.672
2005-01-26,163.955
2005-01-27,164.024
2005-01-28,163.406
2005-01-31,165.421
2005-02-01,166.454
2005-02-02,167.59
2005-02-03,167.121
2005-02-04,168.68
2005-02-07,168.387
2005-02-08,168.398
2005-02-09,166.785
2005-02-10,167.476
2005-02-11,168.918
2005-02-14,169.654
2005-02-15,169.787
2005-02-16,170.042
2005-02-17,169.592
2005-02-18,169.484
2005-02-21,169.425
2005-02-22,167.801
2005-02-23,167.647
2005-02-24,168.928
2005-02-25,170.843
2005-02-28,171.158
2005-03-01,171.483
2005-03-02,170.948
2005-03-03,171.106
2005-03-04,173.158
2005-03-07,172.967
2005-03-08,172.822
2005-03-09,171.712
2005-03-10,170.837
2005-03-11,171.319
2005-03-14,171.168
2005-03-15,170.773
2005-03-16,170.318
2005-03-17,170.366
2005-03-18,169.74
2005-03-21,168.958
2005-03-22,168.519
2005-03-23,165.847
2005-03-24,166.336
2005-03-25,166.336
2005-03-28,165.807
2005-03-29,164.126
2005-03-30,165.681
2005-03-31,166.549
2005-04-01,166.312
2005-04-04,165.747
2005-04-05,166.243
2005-04-06,166.763
2005-04-07,167.826
2005-04-08,166.725
2005-04-11,166.66
2005-04-12,166.927
2005-04-13,165.89
2005-04-14,163.275
2005-04-15,160.971
2005-04-18,160.554
2005-04-19,162.939
2005-04-20,161.797
2005-04-21,163.581
2005-04-22,162.868
2005-04-25,163.487
2005-04-26,161.823
2005-04-27,160.797
2005-04-28,158.315
2005-04-29,159.011
2005-05-02,159.639
2005-05-03,159.599
2005-05-04,161.331
2005-05-05,161.753
2005-05-06,161.635
2005-05-09,162.488
2005-05-10,161.411
2005-05-11,161.388
2005-05-12,159.896
2005-05-13,158.749
2005-05-16,159.639
2005-05-17,160.299
2005-05-18,162.554
2005-05-19,163.367
2005-05-20,163.068
2005-05-23,164.189
2005-05-24,164.644
2005-05-25,163.796
2005-05-26,165.149
2005-05-27,165.697
2005-05-30,165.717
2005-05-31,165.395
2005-06-01,166.384
2005-06-02,166.976
2005-06-03,166.601
2005-06-06,167.052
2005-06-07,167.512
2005-06-08,167.565
2005-06-09,167.74
2005-06-10,167.859
2005-06-13,168.214
2005-06-14,169.191
2005-06-15,170.102
2005-06-16,171.492
2005-06-17,172.315
2005-06-20,171.598
2005-06-21,171.483
2005-06-22,171.785
2005-06-23,170.334
2005-06-24,169.311
2005-06-27,168.958
2005-06-28,170.717
2005-06-29,170.978
2005-06-30,170.776
2005-07-01,170.715
2005-07-04,170.689
2005-07-05,171.955
2005-07-06,171.929
2005-07-07,171.43
2005-07-08,173.886
2005-07-11,176.446
2005-07-12,177.212
2005-07-13,176.502
2005-07-14,176.049
2005-07-15,175.708
2005-07-18,175.148
2005-07-19,176.328
2005-07-20,177.408
2005-07-21,176.827
2005-07-22,178.575
2005-07-25,177.69
2005-07-26,177.937
2005-07-27,178.605
2005-07-28,180.237
2005-07-29,180.4
2005-08-01,181.391
2005-08-02,182.592
2005-08-03,182.63
2005-08-04,181.325
2005-08-05,179.596
2005-08-08,179.496
2005-08-09,179.662
2005-08-10,180.412
2005-08-11,181.79
2005-08-12,181.188
2005-08-15,181.443
2005-08-16,179.983
2005-08-17,179.372
2005-08-18,177.824
2005-08-19,178.173
2005-08-22,179.705
2005-08-23,179.273
2005-08-24,179.139
2005-08-25,179.578
2005-08-26,178.693
2005-08-29,178.927
2005-08-30,178.623
2005-08-31,181.371
2005-09-01,183.447
2005-09-02,183.046
2005-09-05,183.067
2005-09-06,184.805
2005-09-07,185.417
2005-09-08,184.929
2005-09-09,186.183
2005-09-12,185.86
2005-09-13,184.47
2005-09-14,184.155
2005-09-15,183.547
2005-09-16,184.686
2005-09-19,184.125
2005-09-20,183.478
2005-09-21,181.993
2005-09-22,181.251
2005-09-23,181.325
2005-09-26,182.277
2005-09-27,181.947
2005-09-28,181.979
2005-09-29,183.492
2005-09-30,184.624
2005-10-03,184.69
2005-10-04,183.782
2005-10-05,180.287
2005-10-06,178.762
2005-10-07,179.24
2005-10-10,178.279
2005-10-11,176.835
2005-10-12,175.352
2005-10-13,173.462
2005-10-14,175.196
2005-10-17,175.394
2005-10-18,173.235
2005-10-19,173.553
2005-10-20,172.491
2005-10-21,172.934
2005-10-24,175.69
2005-10-25,176.273
2005-10-26,175.867
2005-10-27,173.182
2005-10-28,174.227
2005-10-31,176.471
2005-11-01,176.169
2005-11-02,178.706
2005-11-03,179.44
2005-11-04,178.573
2005-11-07,178.904
