Date,KOKUSAI INDEX (WORLD ex JP) SMALL CAP Small Cap
2000-12-29,100.0
2001-01-31,104.718
2001-02-28,100.666
2001-03-30,94.606
2001-04-30,100.837
2001-05-31,102.38
2001-06-29,102.748
2001-07-31,100.643
2001-08-31,100.058
2001-09-28,85.884
2001-10-31,92.315
2001-11-30,99.768
2001-12-31,104.594
2002-01-31,103.086
2002-02-28,101.425
2002-03-29,109.385
2002-04-30,110.389
2002-05-31,108.439
2002-06-28,102.639
2002-07-31,90.066
2002-08-30,89.959
2002-09-30,82.518
2002-10-31,85.419
2002-11-29,90.959
2002-12-31,86.461
2003-01-31,84.752
2003-02-28,82.304
2003-03-31,82.698
2003-04-30,92.254
2003-05-30,102.745
2003-06-30,104.774
2003-07-31,109.479
2003-08-29,115.173
2003-09-30,116.194
2003-10-31,126.742
2003-11-28,131.052
2003-12-31,135.897
2004-01-30,141.879
2004-02-27,145.338
2004-03-31,145.72
2004-04-30,138.694
2004-05-31,140.741
2004-06-30,145.34
2004-07-30,138.753
2004-08-31,138.239
2004-09-30,145.089
2004-10-29,149.592
2004-11-30,162.466
2004-12-31,168.9
2005-01-31,165.421
2005-02-28,171.158
2005-03-31,166.549
2005-04-29,159.011
2005-05-31,165.395
2005-06-30,170.776
2005-07-29,180.4
2005-08-31,181.371
2005-09-30,184.624
2005-10-31,176.471
2005-11-30,183.562
2005-12-30,187.031
2006-01-31,203.324
2006-02-28,204.589
2006-03-31,214.169
2006-04-28,220.787
2006-05-31,209.609
2006-06-30,207.059
2006-07-31,203.029
2006-08-31,208.755
2006-09-29,210.54
2006-10-31,221.95
2006-11-30,231.553
2006-12-29,235.948
2007-01-31,240.172
2007-02-28,240.6
2007-03-30,248.157
2007-04-30,258.544
2007-05-31,267.442
2007-06-29,264.676
2007-07-31,254.257
2007-08-31,248.587
2007-09-28,254.953
2007-10-31,267.991
2007-11-30,246.098
2007-12-31,242.967
2008-01-31,222.763
2008-02-29,224.466
2008-03-31,221.886
2008-04-30,231.662
2008-05-30,240.159
2008-06-30,220.201
2008-07-31,216.647
2008-08-29,217.645
2008-09-30,187.819
2008-10-31,142.527
2008-11-28,127.802
2008-12-31,135.128
2009-01-30,124.228
2009-02-27,111.877
2009-03-31,122.005
2009-04-30,144.48
2009-05-29,156.3
2009-06-30,156.836
2009-07-31,172.172
2009-08-31,182.8
2009-09-30,195.251
2009-10-30,187.493
2009-11-30,193.435
2009-12-31,203.843
2010-01-29,197.853
2010-02-26,202.543
2010-03-31,218.957
2010-04-30,227.689
2010-05-31,205.105
2010-06-30,194.325
2010-07-30,210.995
2010-08-31,200.677
2010-09-30,225.547
2010-10-29,235.653
2010-11-30,236.491
2010-12-31,258.515
2011-01-31,260.765
2011-02-28,271.327
2011-03-31,276.659
2011-04-29,288.135
2011-05-31,282.056
2011-06-30,274.25
2011-07-29,265.948
2011-08-31,242.715
2011-09-30,212.097
2011-10-31,241.801
2011-11-30,236.077
2011-12-30,233.428
2012-01-31,252.038
2012-02-29,264.528
2012-03-30,266.516
2012-04-30,264.844
2012-05-31,241.021
2012-06-29,249.521
2012-07-31,249.587
2012-08-31,258.931
2012-09-28,268.207
2012-10-31,267.131
2012-11-30,269.835
2012-12-31,278.347
2013-01-31,295.218
2013-02-28,296.804
2013-03-29,305.478
2013-04-30,307.313
2013-05-31,313.855
2013-06-28,306.408
2013-07-31,327.843
2013-08-30,321.324
2013-09-30,341.923
2013-10-31,353.838
2013-11-29,361.245
2013-12-31,370.4
2014-01-31,362.861
2014-02-28,384.983
2014-03-31,382.96
2014-04-30,376.637
2014-05-30,380.002
2014-06-30,393.582
2014-07-31,375.704
2014-08-29,388.95
2014-09-30,366.137
2014-10-31,374.204
2014-11-28,376.483
2014-12-31,378.375
2015-01-30,369.339
2015-02-27,393.227
2015-03-31,393.193
2015-04-30,396.408
2015-05-29,402.249
2015-06-30,397.396
2015-07-31,395.635
2015-08-31,373.717
2015-09-30,357.455
2015-10-30,377.542
2015-11-30,381.691
2015-12-31,370.427
2016-01-29,340.942
2016-02-29,344.109
2016-03-31,374.063
2016-04-29,381.853
2016-05-31,387.038
2016-06-30,378.994
2016-07-29,399.961
2016-08-31,402.606
2016-09-30,406.527
2016-10-31,388.724
2016-11-30,410.085
2016-12-30,420.177
2017-01-31,429.015
2017-02-28,437.591
2017-03-31,441.339
2017-04-28,450.396
2017-05-31,451.426
2017-06-30,458.831
2017-07-31,468.983
2017-08-31,467.461
2017-09-29,487.457
2017-10-31,493.204
2017-11-30,503.057
2017-12-29,510.59
2018-01-31,528.145
2018-02-28,504.862
2018-03-30,505.803
2018-04-30,511.034
2018-05-31,526.875
2018-06-29,527.201
2018-07-31,535.136
2018-08-31,548.97
2018-09-28,539.057
2018-10-31,485.312
2018-11-30,487.017
2018-12-31,441.429
2019-01-31,489.922
2019-02-28,510.046
2019-03-29,506.12
2019-04-30,523.425
2019-05-31,487.469
2019-06-28,518.049
2019-07-31,520.542
2019-08-30,501.097
2019-09-30,510.326
2019-10-31,522.543
2019-11-29,541.27
2019-12-31,561.324
2020-01-31,546.199
2020-02-28,497.999
2020-03-31,384.911
2020-04-30,441.178
2020-05-29,471.974
2020-06-30,486.721
2020-07-31,510.217
2020-08-31,537.829
2020-09-30,521.598
2020-10-30,523.369
2020-11-30,610.438
2020-12-31,657.82
2021-01-29,673.736
2021-02-26,711.056
2021-03-31,724.747
2021-04-30,757.145
2021-05-31,764.828
2021-06-30,765.747
2021-07-30,760.354
2021-08-31,778.508
2021-09-30,750.548
2021-10-29,784.221
2021-11-30,747.157
2021-12-31,776.394
2022-01-31,715.841
2022-02-28,716.29
2022-03-31,726.48
2022-04-29,669.571
2022-05-31,667.431
2022-06-30,596.88
2022-07-29,654.232
2022-08-31,631.885
2022-09-30,564.791
2022-10-31,616.042
2022-11-30,651.895
2022-12-30,624.584
2023-01-31,686.85
2023-02-28,673.681
2023-03-31,651.508
2023-04-28,650.131
2023-05-31,631.125
2023-06-30,674.212
2023-07-31,708.028
2023-08-31,678.178
2023-09-29,640.595
2023-10-31,599.461
2023-11-30,657.668
2023-12-29,725.08
2024-01-31,701.809
2024-02-29,727.675
2024-03-29,756.298
2024-04-30,716.831
2024-05-31,753.584
2024-06-28,738.448
2024-07-31,787.547
2024-08-30,790.97
2024-09-30,804.932
2024-10-31,786.804
2024-11-29,843.32
2024-12-31,788.039
2025-01-31,817.09
2025-02-28,786.827
2025-03-31,750.437
2025-04-30,750.808
2025-05-30,797.166
2025-06-30,836.434
2025-07-31,847.753
2025-08-29,888.809
2025-09-30,906.896
2025-10-31,911.359
2025-11-28,925.562
2025-12-31,934.886
