Date,CANADA LARGE CAP Large Cap
2001-09-03,337.207
2001-09-04,341.251
2001-09-05,338.619
2001-09-06,339.37
2001-09-07,336.184
2001-09-10,335.514
2001-09-11,322.115
2001-09-12,324.802
2001-09-13,324.873
2001-09-14,315.862
2001-09-17,314.545
2001-09-18,309.657
2001-09-19,304.963
2001-09-20,296.456
2001-09-21,295.534
2001-09-24,302.66
2001-09-25,305.328
2001-09-26,301.383
2001-09-27,301.574
2001-09-28,308.338
2001-10-01,307.409
2001-10-02,311.533
2001-10-03,315.331
2001-10-04,313.907
2001-10-05,314.551
2001-10-08,314.984
2001-10-09,313.433
2001-10-10,316.432
2001-10-11,320.903
2001-10-12,319.371
2001-10-15,317.499
2001-10-16,319.284
2001-10-17,313.376
2001-10-18,308.787
2001-10-19,309.0
2001-10-22,309.525
2001-10-23,310.991
2001-10-24,309.416
2001-10-25,310.943
2001-10-26,314.545
2001-10-29,309.121
2001-10-30,304.37
2001-10-31,305.539
2001-11-01,309.399
2001-11-02,311.701
2001-11-05,313.881
2001-11-06,316.688
2001-11-07,316.921
2001-11-08,316.307
2001-11-09,318.745
2001-11-12,319.019
2001-11-13,325.43
2001-11-14,327.383
2001-11-15,322.598
2001-11-16,324.86
2001-11-19,331.51
2001-11-20,327.796
2001-11-21,322.724
2001-11-22,325.789
2001-11-23,327.846
2001-11-26,328.814
2001-11-27,330.127
2001-11-28,328.31
2001-11-29,330.78
2001-11-30,333.433
2001-12-03,329.53
2001-12-04,334.738
2001-12-05,342.455
2001-12-06,341.261
2001-12-07,341.27
2001-12-10,337.812
2001-12-11,336.939
2001-12-12,340.715
2001-12-13,334.343
2001-12-14,333.788
2001-12-17,338.888
2001-12-18,339.183
2001-12-19,335.691
2001-12-20,332.419
2001-12-21,333.153
2001-12-24,331.25
2001-12-25,331.25
2001-12-26,331.167
2001-12-27,335.623
2001-12-28,337.274
2001-12-31,337.78
2002-01-01,337.78
2002-01-02,335.188
2002-01-03,340.785
2002-01-04,342.476
2002-01-07,343.759
2002-01-08,339.083
2002-01-09,337.915
2002-01-10,334.079
2002-01-11,334.844
2002-01-14,331.164
2002-01-15,333.337
2002-01-16,330.34
2002-01-17,329.486
2002-01-18,327.168
2002-01-21,325.645
2002-01-22,325.871
2002-01-23,328.041
2002-01-24,331.576
2002-01-25,330.511
2002-01-28,328.915
2002-01-29,329.544
2002-01-30,328.585
2002-01-31,333.566
2002-02-01,334.527
2002-02-04,328.935
2002-02-05,324.72
2002-02-06,322.931
2002-02-07,321.958
2002-02-08,325.664
2002-02-11,330.483
2002-02-12,327.073
2002-02-13,327.221
2002-02-14,325.403
2002-02-15,325.083
2002-02-18,327.323
2002-02-19,323.539
2002-02-20,321.717
2002-02-21,320.79
2002-02-22,320.845
2002-02-25,323.475
2002-02-26,324.314
2002-02-27,328.711
2002-02-28,329.332
2002-03-01,335.102
2002-03-04,342.96
2002-03-05,341.948
2002-03-06,347.04
2002-03-07,349.975
2002-03-08,345.312
2002-03-11,345.779
2002-03-12,342.091
2002-03-13,341.857
2002-03-14,339.218
2002-03-15,342.43
2002-03-18,344.823
2002-03-19,346.705
2002-03-20,346.059
2002-03-21,342.785
2002-03-22,342.888
2002-03-25,335.586
2002-03-26,334.93
2002-03-27,337.696
2002-03-28,338.928
2002-03-29,338.928
2002-04-01,339.382
2002-04-02,340.61
2002-04-03,339.668
2002-04-04,336.786
2002-04-05,337.142
2002-04-08,333.629
2002-04-09,333.035
2002-04-10,336.924
2002-04-11,332.616
2002-04-12,334.464
2002-04-15,336.023
2002-04-16,341.869
2002-04-17,343.278
2002-04-18,341.209
2002-04-19,345.563
2002-04-22,341.769
2002-04-23,336.615
2002-04-24,338.206
2002-04-25,338.851
2002-04-26,335.687
2002-04-29,332.717
2002-04-30,336.532
2002-05-01,338.262
2002-05-02,338.528
2002-05-03,337.688
2002-05-06,332.533
2002-05-07,331.094
2002-05-08,338.123
2002-05-09,335.69
2002-05-10,336.307
2002-05-13,338.097
2002-05-14,341.159
2002-05-15,340.749
2002-05-16,342.805
2002-05-17,344.703
2002-05-20,345.094
2002-05-21,343.388
2002-05-22,341.155
2002-05-23,345.188
2002-05-24,342.787
2002-05-27,343.09
2002-05-28,342.837
2002-05-29,338.702
2002-05-30,337.799
2002-05-31,342.253
2002-06-03,338.833
2002-06-04,335.748
2002-06-05,332.46
2002-06-06,330.894
2002-06-07,331.132
2002-06-10,330.481
2002-06-11,326.827
2002-06-12,325.432
2002-06-13,321.958
2002-06-14,318.593
2002-06-17,325.894
2002-06-18,324.614
2002-06-19,322.812
2002-06-20,322.844
2002-06-21,319.913
2002-06-24,320.308
2002-06-25,320.347
2002-06-26,316.133
2002-06-27,321.188
2002-06-28,323.017
2002-07-01,323.549
2002-07-02,315.164
2002-07-03,314.285
2002-07-04,314.8
2002-07-05,320.363
2002-07-08,319.511
2002-07-09,316.725
2002-07-10,309.933
2002-07-11,307.268
2002-07-12,303.778
2002-07-15,296.816
2002-07-16,297.869
2002-07-17,296.484
2002-07-18,297.31
2002-07-19,289.574
2002-07-22,278.745
2002-07-23,265.431
2002-07-24,277.887
2002-07-25,275.201
2002-07-26,275.705
2002-07-29,284.56
2002-07-30,285.88
2002-07-31,288.821
2002-08-01,286.066
2002-08-02,284.546
2002-08-05,283.52
2002-08-06,283.672
2002-08-07,284.888
2002-08-08,291.004
2002-08-09,294.277
2002-08-12,289.778
2002-08-13,288.674
2002-08-14,291.483
2002-08-15,291.176
2002-08-16,291.36
2002-08-19,294.239
2002-08-20,293.344
2002-08-21,296.571
2002-08-22,300.001
2002-08-23,293.31
2002-08-26,297.121
2002-08-27,295.239
2002-08-28,291.436
2002-08-29,290.903
2002-08-30,292.682
2002-09-02,293.538
2002-09-03,285.726
2002-09-04,287.33
2002-09-05,284.723
2002-09-06,285.186
2002-09-09,287.747
2002-09-10,287.368
2002-09-11,289.67
2002-09-12,283.183
2002-09-13,282.209
2002-09-16,283.251
2002-09-17,278.414
2002-09-18,272.589
2002-09-19,268.865
2002-09-20,269.132
2002-09-23,261.994
2002-09-24,261.75
2002-09-25,267.438
2002-09-26,268.564
2002-09-27,264.136
2002-09-30,266.648
2002-10-01,268.312
2002-10-02,262.735
2002-10-03,257.368
2002-10-04,253.238
2002-10-07,249.644
2002-10-08,251.533
2002-10-09,245.328
2002-10-10,252.313
2002-10-11,260.993
2002-10-14,261.504
2002-10-15,273.704
2002-10-16,271.087
2002-10-17,278.448
2002-10-18,281.374
2002-10-21,284.113
2002-10-22,278.913
2002-10-23,281.09
2002-10-24,283.005
2002-10-25,284.549
2002-10-28,286.713
2002-10-29,279.249
2002-10-30,280.512
2002-10-31,275.385
2002-11-01,279.847
2002-11-04,286.197
2002-11-05,284.291
2002-11-06,286.011
2002-11-07,283.777
2002-11-08,281.853
2002-11-11,276.292
2002-11-12,277.758
2002-11-13,276.023
2002-11-14,280.331
2002-11-15,283.324
2002-11-18,283.837
2002-11-19,281.979
2002-11-20,286.17
2002-11-21,291.284
2002-11-22,290.9
2002-11-25,293.845
2002-11-26,287.537
2002-11-27,292.937
2002-11-28,294.82
2002-11-29,291.938
2002-12-02,299.21
2002-12-03,298.674
2002-12-04,297.2
2002-12-05,293.166
2002-12-06,293.811
2002-12-09,289.992
2002-12-10,296.024
2002-12-11,296.422
2002-12-12,298.614
2002-12-13,298.776
2002-12-16,301.331
2002-12-17,298.337
2002-12-18,294.27
2002-12-19,293.336
2002-12-20,292.998
2002-12-23,297.863
2002-12-24,297.051
2002-12-25,297.051
2002-12-26,296.372
2002-12-27,291.537
2002-12-30,291.147
2002-12-31,290.575
2003-01-01,290.575
2003-01-02,298.548
2003-01-03,301.663
2003-01-06,306.982
2003-01-07,304.886
2003-01-08,298.987
2003-01-09,302.648
2003-01-10,306.267
2003-01-13,308.356
2003-01-14,308.905
2003-01-15,308.268
2003-01-16,309.436
2003-01-17,307.113
2003-01-20,306.981
2003-01-21,303.894
2003-01-22,305.824
2003-01-23,308.621
2003-01-24,305.683
2003-01-27,299.722
2003-01-28,298.359
2003-01-29,301.257
2003-01-30,298.896
2003-01-31,299.581
2003-02-03,304.274
2003-02-04,302.432
2003-02-05,300.871
2003-02-06,299.137
2003-02-07,299.391
2003-02-10,296.399
2003-02-11,296.937
2003-02-12,296.94
2003-02-13,298.845
2003-02-14,301.284
2003-02-17,305.5
2003-02-18,307.943
2003-02-19,306.477
2003-02-20,308.758
2003-02-21,308.789
2003-02-24,308.01
2003-02-25,309.759
2003-02-26,309.596
2003-02-27,314.828
2003-02-28,313.896
2003-03-03,311.184
2003-03-04,310.255
2003-03-05,310.552
2003-03-06,307.471
2003-03-07,312.246
2003-03-10,307.957
2003-03-11,307.339
2003-03-12,303.388
2003-03-13,304.8
2003-03-14,303.974
2003-03-17,310.953
2003-03-18,312.378
2003-03-19,313.183
2003-03-20,315.166
2003-03-21,315.197
2003-03-24,309.646
2003-03-25,311.814
2003-03-26,310.886
2003-03-27,312.283
2003-03-28,313.033
2003-03-31,310.276
2003-04-01,310.467
2003-04-02,312.645
2003-04-03,312.551
2003-04-04,312.121
2003-04-07,312.293
2003-04-08,315.445
2003-04-09,314.907
2003-04-10,317.812
2003-04-11,319.459
2003-04-14,321.739
2003-04-15,322.728
2003-04-16,322.414
2003-04-17,324.079
2003-04-18,324.079
2003-04-21,325.704
2003-04-22,327.795
2003-04-23,328.122
2003-04-24,324.345
2003-04-25,323.224
2003-04-28,325.244
2003-04-29,325.046
2003-04-30,329.373
2003-05-01,331.617
2003-05-02,332.271
2003-05-05,336.774
2003-05-06,339.648
2003-05-07,339.205
2003-05-08,339.755
2003-05-09,342.657
2003-05-12,347.837
2003-05-13,346.738
2003-05-14,352.447
2003-05-15,355.212
2003-05-16,356.25
2003-05-19,358.136
2003-05-20,360.786
2003-05-21,360.901
2003-05-22,358.675
2003-05-23,354.58
2003-05-26,356.088
2003-05-27,358.949
2003-05-28,354.757
2003-05-29,357.264
2003-05-30,357.595
2003-06-02,363.25
2003-06-03,360.777
2003-06-04,369.177
2003-06-05,375.699
2003-06-06,372.708
2003-06-09,368.082
2003-06-10,370.8
2003-06-11,377.11
2003-06-12,378.106
2003-06-13,374.955
2003-06-16,380.593
2003-06-17,380.35
2003-06-18,380.496
2003-06-19,374.446
2003-06-20,373.586
2003-06-23,369.417
2003-06-24,367.493
2003-06-25,370.996
2003-06-26,369.637
2003-06-27,367.909
2003-06-30,367.728
2003-07-01,370.344
2003-07-02,372.412
2003-07-03,374.133
2003-07-04,373.293
2003-07-07,374.473
2003-07-08,371.624
2003-07-09,368.801
2003-07-10,364.59
2003-07-11,366.344
2003-07-14,370.11
2003-07-15,365.267
2003-07-16,365.32
2003-07-17,363.471
2003-07-18,361.624
2003-07-21,363.594
2003-07-22,365.259
2003-07-23,367.699
2003-07-24,372.192
2003-07-25,375.973
2003-07-28,375.011
2003-07-29,370.839
2003-07-30,365.786
2003-07-31,365.79
2003-08-01,366.848
2003-08-04,364.613
2003-08-05,363.551
2003-08-06,360.244
2003-08-07,366.161
2003-08-08,370.328
2003-08-11,376.354
2003-08-12,379.117
2003-08-13,379.916
2003-08-14,379.626
2003-08-15,379.344
2003-08-18,379.713
2003-08-19,379.021
2003-08-20,378.994
2003-08-21,377.542
2003-08-22,373.943
2003-08-25,376.038
2003-08-26,378.872
2003-08-27,379.203
2003-08-28,381.661
2003-08-29,383.365
2003-09-01,384.933
2003-09-02,386.373
2003-09-03,387.594
2003-09-04,392.56
2003-09-05,393.977
2003-09-08,394.896
2003-09-09,392.572
2003-09-10,393.337
2003-09-11,392.473
2003-09-12,394.335
2003-09-15,392.568
2003-09-16,395.74
2003-09-17,394.741
2003-09-18,393.891
2003-09-19,398.731
2003-09-22,397.646
2003-09-23,399.928
2003-09-24,398.677
2003-09-25,396.138
2003-09-26,389.838
2003-09-29,390.245
2003-09-30,390.883
2003-10-01,396.64
2003-10-02,399.546
2003-10-03,397.45
2003-10-06,399.917
2003-10-07,404.284
2003-10-08,404.13
2003-10-09,404.759
2003-10-10,410.112
2003-10-13,410.656
2003-10-14,416.867
2003-10-15,419.025
2003-10-16,422.643
2003-10-17,419.134
2003-10-20,417.595
2003-10-21,421.36
2003-10-22,423.096
2003-10-23,418.907
2003-10-24,416.294
2003-10-27,417.29
2003-10-28,420.204
2003-10-29,420.729
2003-10-30,420.504
2003-10-31,419.049
2003-11-03,418.917
2003-11-04,418.27
2003-11-05,420.298
2003-11-06,418.587
2003-11-07,421.381
2003-11-10,422.464
2003-11-11,420.325
2003-11-12,425.059
2003-11-13,423.725
2003-11-14,422.448
2003-11-17,421.083
2003-11-18,419.678
2003-11-19,424.543
2003-11-20,425.765
2003-11-21,425.13
2003-11-24,424.185
2003-11-25,423.882
2003-11-26,428.963
2003-11-27,428.556
2003-11-28,428.701
2003-12-01,430.898
2003-12-02,433.117
2003-12-03,434.916
2003-12-04,432.619
2003-12-05,434.363
2003-12-08,435.952
2003-12-09,431.538
2003-12-10,428.398
2003-12-11,425.275
2003-12-12,429.891
2003-12-15,427.379
2003-12-16,430.387
2003-12-17,431.87
2003-12-18,434.932
2003-12-19,432.74
2003-12-22,435.827
2003-12-23,436.65
2003-12-24,440.222
2003-12-25,440.222
2003-12-26,443.123
2003-12-29,447.396
2003-12-30,445.144
2003-12-31,450.963
2004-01-01,450.963
2004-01-02,456.517
2004-01-05,464.275
2004-01-06,464.584
2004-01-07,464.344
2004-01-08,465.374
2004-01-09,467.502
2004-01-12,467.321
2004-01-13,471.339
2004-01-14,465.073
2004-01-15,464.517
2004-01-16,468.888
2004-01-19,470.7
2004-01-20,478.487
2004-01-21,473.032
2004-01-22,472.115
2004-01-23,469.999
2004-01-26,468.447
2004-01-27,470.032
2004-01-28,460.74
2004-01-29,452.21
2004-01-30,459.719
2004-02-02,465.092
2004-02-03,465.743
2004-02-04,459.568
2004-02-05,461.358
2004-02-06,466.303
2004-02-09,469.697
2004-02-10,470.921
2004-02-11,472.168
2004-02-12,474.197
2004-02-13,475.315
2004-02-16,477.61
2004-02-17,479.8
2004-02-18,476.58
2004-02-19,468.308
2004-02-20,460.835
2004-02-23,461.762
2004-02-24,464.819
2004-02-25,463.651
2004-02-26,467.157
2004-02-27,471.017
2004-03-01,475.692
2004-03-02,468.942
2004-03-03,467.752
2004-03-04,469.387
2004-03-05,480.072
2004-03-08,475.645
2004-03-09,474.203
2004-03-10,462.744
2004-03-11,460.352
2004-03-12,460.226
2004-03-15,452.632
2004-03-16,460.43
2004-03-17,460.15
2004-03-18,460.524
2004-03-19,462.786
2004-03-22,458.268
2004-03-23,456.736
2004-03-24,450.792
2004-03-25,458.63
2004-03-26,462.873
2004-03-29,469.037
2004-03-30,474.053
2004-03-31,468.703
2004-04-01,471.553
2004-04-02,480.336
2004-04-05,482.913
2004-04-06,483.048
2004-04-07,479.781
2004-04-08,478.245
2004-04-09,478.245
2004-04-12,480.89
2004-04-13,472.855
2004-04-14,461.485
2004-04-15,460.337
2004-04-16,464.462
2004-04-19,463.119
2004-04-20,455.874
2004-04-21,453.527
2004-04-22,457.781
2004-04-23,456.774
2004-04-26,455.682
2004-04-27,452.409
2004-04-28,432.185
2004-04-29,428.22
2004-04-30,427.512
2004-05-03,429.244
2004-05-04,441.614
2004-05-05,439.469
2004-05-06,438.062
2004-05-07,427.727
2004-05-10,418.129
2004-05-11,421.99
2004-05-12,422.732
2004-05-13,418.256
2004-05-14,419.834
2004-05-17,418.849
2004-05-18,417.7
2004-05-19,423.167
2004-05-20,421.019
2004-05-21,423.668
2004-05-24,424.999
2004-05-25,430.98
2004-05-26,429.176
2004-05-27,434.703
2004-05-28,432.175
2004-05-31,436.057
2004-06-01,435.284
2004-06-02,435.583
2004-06-03,433.802
2004-06-04,437.27
2004-06-07,442.672
2004-06-08,443.613
2004-06-09,435.739
2004-06-10,435.862
2004-06-11,436.079
2004-06-14,431.226
2004-06-15,434.401
2004-06-16,436.087
2004-06-17,440.679
2004-06-18,442.327
2004-06-21,442.533
2004-06-22,447.969
2004-06-23,450.232
2004-06-24,453.371
2004-06-25,448.641
2004-06-28,449.023
2004-06-29,449.406
2004-06-30,453.681
2004-07-01,456.576
2004-07-02,455.824
2004-07-05,455.74
2004-07-06,454.811
2004-07-07,457.06
2004-07-08,455.65
2004-07-09,457.923
2004-07-12,455.56
2004-07-13,456.122
2004-07-14,459.316
2004-07-15,453.3
2004-07-16,454.454
2004-07-19,460.455
2004-07-20,459.152
2004-07-21,457.716
2004-07-22,459.267
2004-07-23,456.289
2004-07-26,450.291
2004-07-27,445.835
2004-07-28,451.325
2004-07-29,458.619
2004-07-30,458.233
2004-08-02,457.03
2004-08-03,462.345
2004-08-04,458.996
2004-08-05,451.378
2004-08-06,450.81
2004-08-09,449.887
2004-08-10,453.127
2004-08-11,445.774
2004-08-12,442.308
2004-08-13,451.135
2004-08-16,456.215
2004-08-17,455.271
2004-08-18,454.15
2004-08-19,462.739
2004-08-20,464.788
2004-08-23,460.716
2004-08-24,462.732
2004-08-25,465.964
2004-08-26,460.075
2004-08-27,460.093
2004-08-30,456.366
2004-08-31,459.616
2004-09-01,465.723
2004-09-02,467.575
2004-09-03,463.969
2004-09-06,465.22
2004-09-07,470.885
2004-09-08,468.691
2004-09-09,471.444
2004-09-10,470.173
2004-09-13,473.84
2004-09-14,475.583
2004-09-15,470.702
2004-09-16,476.144
2004-09-17,473.348
2004-09-20,476.006
2004-09-21,486.103
2004-09-22,485.262
2004-09-23,486.811
2004-09-24,487.868
2004-09-27,482.754
2004-09-28,488.276
2004-09-29,491.145
2004-09-30,494.797
2004-10-01,500.199
2004-10-04,498.948
2004-10-05,503.321
2004-10-06,509.372
2004-10-07,506.939
2004-10-08,508.234
2004-10-11,506.592
2004-10-12,504.324
2004-10-13,500.283
2004-10-14,508.205
2004-10-15,510.364
2004-10-18,510.345
2004-10-19,505.393
2004-10-20,514.051
2004-10-21,516.097
2004-10-22,514.193
2004-10-25,517.365
2004-10-26,522.766
2004-10-27,522.75
2004-10-28,523.817
2004-10-29,530.134
2004-11-01,528.309
2004-11-02,527.358
2004-11-03,531.099
2004-11-04,535.499
2004-11-05,535.328
2004-11-08,537.996
2004-11-09,535.654
2004-11-10,534.423
2004-11-11,536.393
2004-11-12,537.074
2004-11-15,534.37
2004-11-16,539.779
2004-11-17,543.038
2004-11-18,533.762
2004-11-19,537.903
2004-11-22,547.357
2004-11-23,544.609
2004-11-24,546.294
2004-11-25,551.044
2004-11-26,552.253
2004-11-29,549.574
2004-11-30,544.731
2004-12-01,550.252
2004-12-02,548.667
2004-12-03,543.29
2004-12-06,542.209
2004-12-07,535.072
2004-12-08,529.325
2004-12-09,529.451
2004-12-10,526.071
2004-12-13,529.49
2004-12-14,527.725
2004-12-15,534.029
2004-12-16,529.354
2004-12-17,532.175
2004-12-20,537.413
2004-12-21,539.452
2004-12-22,536.611
2004-12-23,536.61
2004-12-24,543.867
2004-12-27,547.12
2004-12-28,546.963
2004-12-29,544.65
2004-12-30,552.194
2004-12-31,554.274
2005-01-03,548.212
2005-01-04,537.742
2005-01-05,530.459
2005-01-06,528.644
2005-01-07,524.589
2005-01-10,529.369
2005-01-11,532.563
2005-01-12,541.892
2005-01-13,538.166
2005-01-14,534.106
2005-01-17,534.769
2005-01-18,534.245
2005-01-19,530.029
2005-01-20,525.661
2005-01-21,527.772
2005-01-24,529.471
2005-01-25,525.778
2005-01-26,533.493
2005-01-27,530.09
2005-01-28,525.582
2005-01-31,530.063
2005-02-01,532.868
2005-02-02,535.025
2005-02-03,533.154
2005-02-04,533.948
2005-02-07,532.985
2005-02-08,536.264
2005-02-09,537.696
2005-02-10,547.582
2005-02-11,551.03
2005-02-14,554.477
2005-02-15,553.181
2005-02-16,554.361
2005-02-17,558.861
2005-02-18,562.793
2005-02-21,562.835
2005-02-22,560.181
2005-02-23,557.098
2005-02-24,553.391
2005-02-25,562.669
2005-02-28,561.834
2005-03-01,560.007
2005-03-02,565.061
2005-03-03,566.516
2005-03-04,577.279
2005-03-07,573.67
2005-03-08,583.364
2005-03-09,579.849
2005-03-10,574.74
2005-03-11,574.398
2005-03-14,575.273
2005-03-15,575.909
2005-03-16,578.075
2005-03-17,583.598
2005-03-18,579.163
2005-03-21,572.575
2005-03-22,574.966
2005-03-23,563.986
2005-03-24,561.774
2005-03-25,561.774
2005-03-28,557.141
2005-03-29,558.86
2005-03-30,562.576
2005-03-31,573.841
2005-04-01,572.956
2005-04-04,569.208
2005-04-05,569.421
2005-04-06,572.394
2005-04-07,570.181
2005-04-08,566.268
2005-04-11,565.482
2005-04-12,562.424
2005-04-13,556.455
2005-04-14,551.288
2005-04-15,543.717
2005-04-18,544.47
2005-04-19,549.857
2005-04-20,549.14
2005-04-21,553.04
2005-04-22,552.146
2005-04-25,552.35
2005-04-26,549.728
2005-04-27,544.881
2005-04-28,541.557
2005-04-29,545.172
2005-05-02,549.43
2005-05-03,545.739
2005-05-04,554.826
2005-05-05,556.864
2005-05-06,560.006
2005-05-09,565.129
2005-05-10,562.763
2005-05-11,554.771
2005-05-12,548.299
2005-05-13,539.844
2005-05-16,539.303
2005-05-17,542.581
2005-05-18,546.833
2005-05-19,550.728
2005-05-20,548.926
2005-05-23,551.962
2005-05-24,555.009
2005-05-25,551.575
2005-05-26,554.345
2005-05-27,558.931
2005-05-30,565.117
2005-05-31,560.638
2005-06-01,566.237
2005-06-02,564.336
2005-06-03,567.614
2005-06-06,569.5
2005-06-07,567.755
2005-06-08,574.289
2005-06-09,572.702
2005-06-10,577.134
2005-06-13,575.624
2005-06-14,574.514
2005-06-15,584.676
2005-06-16,591.639
2005-06-17,592.799
2005-06-20,599.033
2005-06-21,595.097
2005-06-22,602.329
2005-06-23,600.575
2005-06-24,602.263
2005-06-27,604.464
2005-06-28,606.387
2005-06-29,607.956
2005-06-30,599.177
2005-07-01,591.451
2005-07-04,592.268
2005-07-05,598.953
2005-07-06,605.57
2005-07-07,608.6
2005-07-08,619.074
2005-07-11,622.848
2005-07-12,628.674
2005-07-13,627.13
2005-07-14,619.858
2005-07-15,616.904
2005-07-18,617.063
2005-07-19,622.107
2005-07-20,624.32
2005-07-21,625.741
2005-07-22,630.864
2005-07-25,629.066
2005-07-26,624.647
2005-07-27,631.206
2005-07-28,630.871
2005-07-29,629.129
2005-08-01,635.872
2005-08-02,651.544
2005-08-03,645.484
2005-08-04,649.067
2005-08-05,640.403
2005-08-08,648.182
2005-08-09,645.552
2005-08-10,653.259
2005-08-11,660.906
2005-08-12,664.941
2005-08-15,659.68
2005-08-16,652.441
2005-08-17,644.893
2005-08-18,630.913
2005-08-19,640.703
2005-08-22,646.502
2005-08-23,646.092
2005-08-24,651.418
2005-08-25,658.719
2005-08-26,650.66
2005-08-29,656.426
2005-08-30,660.062
2005-08-31,668.607
2005-09-01,678.639
2005-09-02,673.682
2005-09-05,672.861
2005-09-06,675.317
2005-09-07,675.962
2005-09-08,673.155
2005-09-09,685.628
2005-09-12,676.42
2005-09-13,677.583
2005-09-14,683.941
2005-09-15,680.404
2005-09-16,684.38
2005-09-19,695.551
2005-09-20,693.08
2005-09-21,697.996
2005-09-22,693.552
2005-09-23,691.91
2005-09-26,697.876
2005-09-27,701.871
2005-09-28,697.207
2005-09-29,699.668
2005-09-30,706.476
2005-10-03,709.765
2005-10-04,694.791
2005-10-05,675.587
2005-10-06,661.671
2005-10-07,669.734
2005-10-10,669.734
2005-10-11,667.789
2005-10-12,663.517
2005-10-13,653.55
2005-10-14,655.821
2005-10-17,664.357
2005-10-18,648.427
2005-10-19,661.656
2005-10-20,647.072
2005-10-21,648.27
2005-10-24,649.732
2005-10-25,656.161
2005-10-26,653.544
2005-10-27,652.464
2005-10-28,652.151
2005-10-31,655.474
2005-11-01,656.228
2005-11-02,668.927
2005-11-03,675.862
2005-11-04,676.758
2005-11-07,668.932
2005-11-08,665.715
2005-11-09,669.869
2005-11-10,663.593
