Date,CANADA LARGE CAP Large Cap
2014-10-31,1132.758
2014-11-28,1135.143
2014-12-31,1112.463
2015-01-30,1016.917
2015-02-27,1077.772
2015-03-31,1046.345
2015-04-30,1115.187
2015-05-29,1067.89
2015-06-30,1038.809
2015-07-31,1013.153
2015-08-31,945.425
2015-09-30,900.819
2015-10-30,931.479
2015-11-30,915.617
2015-12-31,849.005
2016-01-29,830.826
2016-02-29,850.859
2016-03-31,932.744
2016-04-29,985.569
2016-05-31,951.85
2016-06-30,946.15
2016-07-29,973.732
2016-08-31,982.799
2016-09-30,991.078
2016-10-31,986.576
2016-11-30,1014.455
2016-12-30,1038.879
2017-01-31,1073.989
2017-02-28,1062.78
2017-03-31,1063.788
2017-04-28,1037.277
2017-05-31,1033.23
2017-06-30,1068.341
2017-07-31,1111.809
2017-08-31,1112.115
2017-09-29,1156.604
2017-10-31,1155.786
2017-11-30,1160.179
2017-12-29,1203.556
2018-01-31,1211.991
2018-02-28,1121.991
2018-03-30,1109.511
2018-04-30,1134.565
2018-05-31,1155.185
2018-06-29,1159.705
2018-07-31,1196.51
2018-08-31,1187.236
2018-09-28,1186.166
2018-10-31,1101.228
2018-11-30,1111.584
2018-12-31,1013.716
2019-01-31,1146.563
2019-02-28,1175.277
2019-03-29,1162.404
2019-04-30,1205.442
2019-05-31,1153.428
2019-06-28,1216.78
2019-07-31,1210.59
2019-08-30,1195.433
2019-09-30,1231.271
2019-10-31,1226.69
2019-11-29,1257.503
2019-12-31,1288.299
2020-01-31,1289.076
2020-02-28,1200.667
2020-03-31,951.527
2020-04-30,1055.532
2020-05-29,1090.694
2020-06-30,1133.06
2020-07-31,1195.136
2020-08-31,1262.58
2020-09-30,1198.925
2020-10-30,1155.286
2020-11-30,1317.39
2020-12-31,1359.62
2021-01-29,1342.964
2021-02-26,1423.543
2021-03-31,1499.569
2021-04-30,1563.43
2021-05-31,1655.383
2021-06-30,1658.585
2021-07-30,1656.166
2021-08-31,1657.787
2021-09-30,1617.766
2021-10-29,1744.065
2021-11-30,1667.573
2021-12-31,1746.681
2022-01-31,1739.423
2022-02-28,1738.127
2022-03-31,1824.626
2022-04-29,1692.18
2022-05-31,1719.825
2022-06-30,1543.845
2022-07-29,1613.821
2022-08-31,1544.752
2022-09-30,1414.643
2022-10-31,1515.954
2022-11-30,1611.087
2022-12-30,1530.048
2023-01-31,1670.563
2023-02-28,1590.95
2023-03-31,1586.457
2023-04-28,1632.445
2023-05-31,1542.162
2023-06-30,1639.528
2023-07-31,1689.212
2023-08-31,1617.16
2023-09-29,1567.962
2023-10-31,1483.139
2023-11-30,1647.292
2023-12-29,1767.643
2024-01-31,1749.178
2024-02-29,1760.98
2024-03-29,1834.263
2024-04-30,1763.648
2024-05-31,1819.814
2024-06-28,1776.727
2024-07-31,1869.043
2024-08-30,1952.43
2024-09-30,2001.578
2024-10-31,1950.4
2024-11-29,2079.374
2024-12-31,1961.898
2025-01-31,2027.801
2025-02-28,2035.64
2025-03-31,1994.203
2025-04-30,2079.733
2025-05-30,2194.97
2025-06-30,2253.949
