Date,CANADA LARGE CAP Large Cap
1994-05-31,169.65
1994-06-30,158.796
1994-07-29,165.615
1994-08-31,175.735
1994-09-30,180.094
1994-10-31,177.287
1994-11-30,168.416
1994-12-30,170.525
1995-01-31,161.862
1995-02-28,169.298
1995-03-31,176.035
1995-04-28,178.792
1995-05-31,186.422
1995-06-30,188.991
1995-07-31,192.405
1995-08-31,193.02
1995-09-29,192.781
1995-10-31,190.673
1995-11-30,199.453
1995-12-29,201.909
1996-01-31,211.24
1996-02-29,209.723
1996-03-29,212.71
1996-04-30,221.402
1996-05-31,225.122
1996-06-28,219.131
1996-07-31,212.581
1996-08-30,221.92
1996-09-30,229.733
1996-10-31,248.124
1996-11-29,265.799
1996-12-31,257.414
1997-01-31,270.767
1997-02-28,267.784
1997-03-31,252.401
1997-04-30,257.575
1997-05-30,279.429
1997-06-30,284.854
1997-07-31,304.91
1997-08-29,288.416
1997-09-30,306.407
1997-10-31,293.139
1997-11-28,285.631
1997-12-31,293.56
1998-01-30,288.515
1998-02-27,314.218
1998-03-31,338.281
1998-04-30,339.738
1998-05-29,337.89
1998-06-30,326.763
1998-07-31,306.572
1998-08-31,239.08
1998-09-30,243.201
1998-10-30,269.728
1998-11-30,282.255
1998-12-31,290.035
1999-01-29,312.508
1999-02-26,294.449
1999-03-31,303.46
1999-04-30,329.232
1999-05-31,321.751
1999-06-30,330.394
1999-07-30,327.526
1999-08-31,319.504
1999-09-30,327.468
1999-10-29,353.248
1999-11-30,371.965
1999-12-31,423.509
2000-01-31,422.97
2000-02-29,448.712
2000-03-31,482.385
2000-04-28,461.285
2000-05-31,450.636
2000-06-30,510.08
2000-07-31,529.06
2000-08-31,572.935
2000-09-29,516.435
2000-10-31,475.007
2000-11-30,427.971
2000-12-29,443.929
2001-01-31,463.412
2001-02-28,383.294
2001-03-30,347.398
2001-04-30,366.441
2001-05-31,370.216
2001-06-29,359.285
2001-07-31,356.839
2001-08-31,337.533
2001-09-28,308.338
2001-10-31,305.539
2001-11-30,333.433
2001-12-31,337.78
2002-01-31,333.566
2002-02-28,329.332
2002-03-29,338.928
2002-04-30,336.532
2002-05-31,342.253
2002-06-28,323.017
2002-07-31,288.821
2002-08-30,292.682
2002-09-30,266.648
2002-10-31,275.385
2002-11-29,291.938
2002-12-31,290.575
2003-01-31,299.581
2003-02-28,313.896
2003-03-31,310.276
2003-04-30,329.373
2003-05-30,357.595
2003-06-30,367.728
2003-07-31,365.79
2003-08-29,383.365
2003-09-30,390.883
2003-10-31,419.049
2003-11-28,428.701
2003-12-31,450.963
2004-01-30,459.719
2004-02-27,471.017
2004-03-31,468.703
2004-04-30,427.512
2004-05-31,436.057
2004-06-30,453.681
2004-07-30,458.233
2004-08-31,459.616
2004-09-30,494.797
2004-10-29,530.134
2004-11-30,544.731
2004-12-31,554.274
2005-01-31,530.063
2005-02-28,561.834
2005-03-31,573.841
2005-04-29,545.172
2005-05-31,560.638
2005-06-30,599.177
2005-07-29,629.129
2005-08-31,668.607
2005-09-30,706.476
2005-10-31,655.474
2005-11-30,690.997
2005-12-30,717.768
2006-01-31,774.27
2006-02-28,763.433
2006-03-31,769.484
2006-04-28,798.462
2006-05-31,779.371
2006-06-30,770.105
2006-07-31,772.393
2006-08-31,806.877
2006-09-29,794.581
2006-10-31,827.705
2006-11-30,852.919
2006-12-29,847.258
2007-01-31,840.427
2007-02-28,844.346
2007-03-30,866.027
2007-04-30,916.249
2007-05-31,1000.0
2007-06-29,997.184
2007-07-31,994.438
2007-08-31,1001.663
2007-09-28,1099.899
2007-10-31,1197.78
2007-11-30,1073.184
2007-12-31,1099.452
2008-01-31,1030.58
2008-02-29,1088.369
2008-03-31,1028.945
2008-04-30,1105.593
2008-05-30,1190.613
2008-06-30,1139.26
2008-07-31,1065.136
2008-08-29,1043.543
2008-09-30,904.941
2008-10-31,659.719
2008-11-28,621.331
2008-12-31,597.175
2009-01-30,574.79
2009-02-27,522.073
2009-03-31,573.028
2009-04-30,651.302
2009-05-29,794.181
2009-06-30,747.428
2009-07-31,835.09
2009-08-31,818.289
2009-09-30,874.345
2009-10-30,825.582
2009-11-30,881.387
2009-12-31,906.834
2010-01-29,836.041
2010-02-26,884.165
2010-03-31,962.774
2010-04-30,974.998
2010-05-31,905.828
2010-06-30,854.378
2010-07-30,915.538
2010-08-31,889.132
2010-09-30,954.912
2010-10-29,978.872
2010-11-30,988.862
2010-12-31,1060.343
2011-01-31,1066.005
2011-02-28,1150.088
2011-03-31,1145.955
2011-04-29,1157.221
2011-05-31,1116.687
2011-06-30,1085.719
2011-07-29,1054.257
2011-08-31,1021.305
2011-09-30,878.878
2011-10-31,963.62
2011-11-30,937.011
2011-12-30,920.263
2012-01-31,974.498
2012-02-29,1009.457
2012-03-30,984.85
2012-04-30,988.448
2012-05-31,881.799
2012-06-29,907.716
2012-07-31,925.36
2012-08-31,964.347
2012-09-28,996.504
2012-10-31,992.701
2012-11-30,991.763
2012-12-31,1007.684
2013-01-31,1032.311
2013-02-28,1019.523
2013-03-29,1019.313
2013-04-30,1001.426
2013-05-31,997.254
2013-06-28,943.939
2013-07-31,999.032
2013-08-30,991.75
2013-09-30,1031.35
2013-10-31,1069.403
2013-11-29,1064.804
2013-12-31,1082.911
2014-01-31,1032.96
2014-02-28,1078.509
2014-03-31,1097.361
2014-04-30,1127.156
2014-05-30,1137.63
2014-06-30,1202.38
2014-07-31,1205.909
2014-08-29,1229.688
2014-09-30,1155.846
