Date,CANADA LARGE CAP Large Cap
2010-04-30,993.961
2010-05-31,923.807
2010-06-30,871.906
2010-07-30,934.947
2010-08-31,908.288
2010-09-30,976.087
2010-10-29,1001.202
2010-11-30,1011.743
2010-12-31,1085.707
2011-01-31,1092.007
2011-02-28,1178.412
2011-03-31,1174.898
2011-04-29,1187.136
2011-05-31,1145.924
2011-06-30,1115.039
2011-07-29,1083.262
2011-08-31,1049.757
2011-09-30,904.105
2011-10-31,991.833
2011-11-30,964.853
2011-12-30,948.439
2012-01-31,1004.883
2012-02-29,1041.215
2012-03-30,1016.775
2012-04-30,1021.091
2012-05-31,911.396
2012-06-29,939.051
2012-07-31,957.879
2012-08-31,998.7
2012-09-28,1032.844
2012-10-31,1029.547
2012-11-30,1029.064
2012-12-31,1046.494
2013-01-31,1072.71
2013-02-28,1059.853
2013-03-29,1060.582
2013-04-30,1042.868
2013-05-31,1039.043
2013-06-28,984.399
2013-07-31,1042.555
2013-08-30,1035.443
2013-09-30,1077.666
2013-10-31,1118.16
2013-11-29,1113.843
2013-12-31,1133.536
2014-01-31,1082.119
2014-02-28,1130.254
2014-03-31,1150.958
2014-04-30,1182.94
2014-05-30,1194.33
2014-06-30,1263.43
2014-07-31,1267.882
2014-08-29,1293.339
2014-09-30,1216.466
2014-10-31,1193.103
2014-11-28,1196.032
2014-12-31,1173.027
2015-01-30,1073.118
2015-02-27,1137.699
2015-03-31,1105.305
2015-04-30,1178.982
2015-05-29,1129.378
2015-06-30,1099.399
2015-07-31,1073.157
2015-08-31,1001.805
2015-09-30,955.238
2015-10-30,988.63
2015-11-30,972.246
2015-12-31,902.297
2016-01-29,883.739
2016-02-29,905.396
2016-03-31,993.296
2016-04-29,1050.508
2016-05-31,1014.964
2016-06-30,1009.826
2016-07-29,1039.976
2016-08-31,1050.06
2016-09-30,1059.865
2016-10-31,1055.707
2016-11-30,1086.055
2016-12-30,1113.023
2017-01-31,1151.372
2017-02-28,1139.693
2017-03-31,1141.851
2017-04-28,1114.051
2017-05-31,1110.244
2017-06-30,1148.994
2017-07-31,1196.44
2017-08-31,1197.463
2017-09-29,1246.142
2017-10-31,1246.163
2017-11-30,1251.585
2017-12-29,1299.426
2018-01-31,1309.327
2018-02-28,1212.67
2018-03-30,1200.171
2018-04-30,1228.27
2018-05-31,1251.23
2018-06-29,1257.291
2018-07-31,1297.942
2018-08-31,1288.648
2018-09-28,1288.351
2018-10-31,1197.043
2018-11-30,1209.084
2018-12-31,1103.716
2019-01-31,1249.197
2019-02-28,1281.121
2019-03-29,1268.214
2019-04-30,1316.187
2019-05-31,1260.101
2019-06-28,1330.597
2019-07-31,1324.613
2019-08-30,1308.757
2019-09-30,1349.294
2019-10-31,1345.075
2019-11-29,1379.553
2019-12-31,1414.455
2020-01-31,1416.401
2020-02-28,1319.938
2020-03-31,1047.172
2020-04-30,1162.68
2020-05-29,1202.177
2020-06-30,1249.914
2020-07-31,1319.459
2020-08-31,1394.711
2020-09-30,1325.465
2020-10-30,1278.217
2020-11-30,1458.408
2020-12-31,1506.284
2021-01-29,1488.971
2021-02-26,1579.097
2021-03-31,1664.7
2021-04-30,1736.74
2021-05-31,1839.812
2021-06-30,1844.69
2021-07-30,1843.162
2021-08-31,1845.85
2021-09-30,1802.47
2021-10-29,1944.366
2021-11-30,1859.978
2021-12-31,1949.856
2022-01-31,1942.818
2022-02-28,1942.176
2022-03-31,2040.448
2022-04-29,1893.545
2022-05-31,1925.543
2022-06-30,1729.9
2022-07-29,1809.675
2022-08-31,1733.622
2022-09-30,1588.92
2022-10-31,1703.997
2022-11-30,1812.001
2022-12-30,1722.289
2023-01-31,1881.901
2023-02-28,1793.32
2023-03-31,1789.888
2023-04-28,1843.101
2023-05-31,1742.144
2023-06-30,1854.021
2023-07-31,1911.652
2023-08-31,1831.297
2023-09-29,1777.279
2023-10-31,1682.181
2023-11-30,1869.593
2023-12-29,2007.741
2024-01-31,1988.32
2024-02-29,2002.767
2024-03-29,2087.907
2024-04-30,2008.943
2024-05-31,2074.018
2024-06-28,2026.691
2024-07-31,2133.519
2024-08-30,2229.789
2024-09-30,2287.822
2024-10-31,2230.753
2024-11-29,2379.268
2024-12-31,2246.609
2025-01-31,2323.645
2025-02-28,2333.426
2025-03-31,2287.887
2025-04-30,2387.622
2025-05-30,2520.989
2025-06-30,2590.574
2025-07-31,2598.379
2025-08-29,2745.555
2025-09-30,2834.32
2025-10-31,2830.628
