Date,ISRAEL GROWTH Standard (Large+Mid Cap)
2005-11-09,88.895
2005-11-10,88.484
2005-11-11,88.259
2005-11-14,90.538
2005-11-15,91.28
2005-11-16,90.529
2005-11-17,91.577
2005-11-18,91.507
2005-11-21,91.226
2005-11-22,92.497
2005-11-23,94.213
2005-11-24,93.925
2005-11-25,94.167
2005-11-28,94.01
2005-11-29,93.689
2005-11-30,93.665
2005-12-01,92.812
2005-12-02,93.033
2005-12-05,94.963
2005-12-06,95.739
2005-12-07,96.936
2005-12-08,99.057
2005-12-09,99.17
2005-12-12,99.967
2005-12-13,98.811
2005-12-14,99.043
2005-12-15,100.916
2005-12-16,100.987
2005-12-19,99.659
2005-12-20,98.546
2005-12-21,100.1
2005-12-22,100.91
2005-12-23,101.222
2005-12-26,100.698
2005-12-27,99.939
2005-12-28,98.685
2005-12-29,98.971
2005-12-30,98.3
2006-01-02,99.644
2006-01-03,99.316
2006-01-04,99.006
2006-01-05,97.392
2006-01-06,97.387
2006-01-09,98.647
2006-01-10,99.585
2006-01-11,99.616
2006-01-12,100.1
2006-01-13,100.064
2006-01-16,99.665
2006-01-17,97.472
2006-01-18,97.557
2006-01-19,97.813
2006-01-20,97.55
2006-01-23,96.658
2006-01-24,95.576
2006-01-25,95.397
2006-01-26,95.677
2006-01-27,95.247
2006-01-30,94.759
2006-01-31,96.4
2006-02-01,97.172
2006-02-02,95.828
2006-02-03,95.462
2006-02-06,92.901
2006-02-07,91.779
2006-02-08,90.785
2006-02-09,91.73
2006-02-10,91.705
2006-02-13,93.063
2006-02-14,92.419
2006-02-15,91.933
2006-02-16,93.364
2006-02-17,93.457
2006-02-20,93.397
2006-02-21,92.656
2006-02-22,92.357
2006-02-23,93.935
2006-02-24,93.863
2006-02-27,95.825
2006-02-28,94.398
2006-03-01,95.517
2006-03-02,96.853
2006-03-03,96.736
2006-03-06,94.308
2006-03-07,92.456
2006-03-08,92.589
2006-03-09,91.884
2006-03-10,91.812
2006-03-13,92.594
2006-03-14,92.685
2006-03-15,92.971
2006-03-16,94.034
2006-03-17,94.654
2006-03-20,95.319
2006-03-21,94.715
2006-03-22,95.069
2006-03-23,94.333
2006-03-24,94.36
2006-03-27,94.464
2006-03-28,94.399
2006-03-29,93.029
2006-03-30,92.515
2006-03-31,92.34
2006-04-03,93.501
2006-04-04,95.175
2006-04-05,95.054
2006-04-06,94.446
2006-04-07,94.245
2006-04-10,91.16
2006-04-11,90.504
2006-04-12,90.363
2006-04-13,90.309
2006-04-14,90.309
2006-04-17,92.191
2006-04-18,92.616
2006-04-19,92.956
2006-04-20,91.035
2006-04-21,91.071
2006-04-24,91.621
2006-04-25,91.668
2006-04-26,92.497
2006-04-27,93.446
2006-04-28,94.001
2006-05-01,95.676
2006-05-02,95.429
2006-05-03,95.268
2006-05-04,98.531
2006-05-05,98.905
2006-05-08,98.485
2006-05-09,98.209
2006-05-10,91.076
2006-05-11,89.761
2006-05-12,89.499
2006-05-15,88.318
2006-05-16,88.351
2006-05-17,88.628
2006-05-18,88.577
2006-05-19,88.554
2006-05-22,84.4
2006-05-23,85.571
2006-05-24,83.668
2006-05-25,82.513
2006-05-26,82.606
2006-05-29,86.83
2006-05-30,85.36
2006-05-31,84.345
2006-06-01,83.981
2006-06-02,84.167
2006-06-05,84.591
2006-06-06,82.236
2006-06-07,83.471
2006-06-08,83.156
2006-06-09,83.41
2006-06-12,81.985
2006-06-13,80.673
2006-06-14,80.987
2006-06-15,81.446
2006-06-16,81.787
2006-06-19,81.138
2006-06-20,80.582
2006-06-21,79.325
2006-06-22,75.129
2006-06-23,74.824
2006-06-26,76.274
2006-06-27,75.8
2006-06-28,74.957
2006-06-29,75.319
2006-06-30,75.97
2006-07-03,76.673
2006-07-04,78.156
2006-07-05,77.071
2006-07-06,77.317
2006-07-07,77.302
2006-07-10,77.016
2006-07-11,76.547
2006-07-12,74.222
2006-07-13,71.945
2006-07-14,71.452
2006-07-17,72.202
2006-07-18,72.262
2006-07-19,73.084
2006-07-20,73.664
2006-07-21,73.134
2006-07-24,71.425
2006-07-25,74.24
2006-07-26,75.225
2006-07-27,77.151
2006-07-28,77.232
2006-07-31,78.015
2006-08-01,77.858
2006-08-02,80.062
2006-08-03,79.999
2006-08-04,80.138
2006-08-07,80.09
2006-08-08,81.563
2006-08-09,81.275
2006-08-10,79.241
2006-08-11,79.29
2006-08-14,80.325
2006-08-15,80.713
2006-08-16,80.614
2006-08-17,81.905
2006-08-18,81.894
2006-08-21,80.771
2006-08-22,81.068
2006-08-23,81.258
2006-08-24,81.236
2006-08-25,81.085
2006-08-28,81.742
2006-08-29,81.574
2006-08-30,82.008
2006-08-31,82.03
2006-09-01,82.163
2006-09-04,82.164
2006-09-05,81.992
2006-09-06,81.404
2006-09-07,80.617
2006-09-08,80.824
2006-09-11,80.458
2006-09-12,81.571
2006-09-13,82.692
2006-09-14,82.56
2006-09-15,82.673
2006-09-18,82.912
2006-09-19,82.459
2006-09-20,82.468
2006-09-21,80.164
2006-09-22,79.813
2006-09-25,80.695
2006-09-26,81.474
2006-09-27,81.043
2006-09-28,81.261
2006-09-29,81.235
2006-10-02,81.203
2006-10-03,81.624
2006-10-04,83.297
2006-10-05,84.603
2006-10-06,85.11
2006-10-09,86.044
2006-10-10,85.644
2006-10-11,85.678
2006-10-12,85.962
2006-10-13,86.323
2006-10-16,86.859
2006-10-17,86.66
2006-10-18,85.35
2006-10-19,85.939
2006-10-20,84.764
2006-10-23,84.049
2006-10-24,83.218
2006-10-25,83.709
2006-10-26,83.864
2006-10-27,83.522
2006-10-30,82.875
2006-10-31,82.466
2006-11-01,83.662
2006-11-02,81.713
2006-11-03,81.851
2006-11-06,83.21
2006-11-07,82.703
2006-11-08,82.009
2006-11-09,82.195
2006-11-10,82.572
2006-11-13,81.354
2006-11-14,81.277
2006-11-15,80.342
2006-11-16,81.206
2006-11-17,81.052
2006-11-20,81.378
2006-11-21,82.382
2006-11-22,83.449
2006-11-23,83.058
2006-11-24,83.054
2006-11-27,83.506
2006-11-28,84.14
2006-11-29,84.354
2006-11-30,83.915
2006-12-01,83.818
2006-12-04,83.963
2006-12-05,84.317
2006-12-06,84.813
2006-12-07,84.723
2006-12-08,84.75
2006-12-11,83.946
2006-12-12,83.632
2006-12-13,83.705
2006-12-14,84.216
2006-12-15,83.901
2006-12-18,84.128
2006-12-19,83.209
2006-12-20,83.556
2006-12-21,83.655
2006-12-22,83.598
2006-12-25,82.745
2006-12-26,82.563
2006-12-27,83.102
2006-12-28,82.616
2006-12-29,82.438
2007-01-01,82.443
2007-01-02,83.235
2007-01-03,83.928
2007-01-04,82.494
2007-01-05,82.337
2007-01-08,84.029
2007-01-09,84.278
2007-01-10,83.484
2007-01-11,84.192
2007-01-12,84.757
2007-01-15,85.046
2007-01-16,84.957
2007-01-17,85.5
2007-01-18,86.197
2007-01-19,86.256
2007-01-22,87.26
2007-01-23,87.683
2007-01-24,88.64
2007-01-25,87.025
2007-01-26,86.944
2007-01-29,88.099
2007-01-30,88.135
2007-01-31,88.755
2007-02-01,89.582
2007-02-02,89.866
2007-02-05,89.747
2007-02-06,89.271
2007-02-07,89.071
2007-02-08,89.216
2007-02-09,89.136
2007-02-12,88.34
2007-02-13,91.809
2007-02-14,93.4
2007-02-15,94.062
2007-02-16,94.208
2007-02-19,94.429
2007-02-20,94.175
2007-02-21,95.069
2007-02-22,95.534
2007-02-23,95.467
2007-02-26,94.707
2007-02-27,92.074
2007-02-28,90.879
2007-03-01,89.214
2007-03-02,89.224
2007-03-05,88.53
2007-03-06,90.366
2007-03-07,90.756
2007-03-08,91.762
2007-03-09,91.802
2007-03-12,92.142
2007-03-13,91.561
2007-03-14,90.229
2007-03-15,90.738
2007-03-16,90.833
2007-03-19,90.603
2007-03-20,91.058
2007-03-21,91.93
2007-03-22,93.178
2007-03-23,93.288
2007-03-26,93.239
2007-03-27,93.929
2007-03-28,93.085
2007-03-29,94.235
2007-03-30,94.353
2007-04-02,95.16
2007-04-03,95.203
2007-04-04,97.069
2007-04-05,96.827
2007-04-06,96.827
2007-04-09,96.925
2007-04-10,97.594
2007-04-11,97.663
2007-04-12,97.345
2007-04-13,97.26
2007-04-16,98.51
2007-04-17,98.396
2007-04-18,98.371
2007-04-19,98.155
2007-04-20,98.139
2007-04-23,98.166
2007-04-24,98.261
2007-04-25,99.122
2007-04-26,101.738
2007-04-27,101.939
2007-04-30,101.632
2007-05-01,102.309
2007-05-02,103.642
2007-05-03,103.322
2007-05-04,103.495
2007-05-07,103.663
2007-05-08,102.953
2007-05-09,103.538
2007-05-10,103.519
2007-05-11,103.328
2007-05-14,105.847
2007-05-15,106.159
2007-05-16,106.816
2007-05-17,105.815
2007-05-18,105.098
2007-05-21,104.771
2007-05-22,105.593
2007-05-23,105.511
2007-05-24,105.156
2007-05-25,105.063
2007-05-28,105.549
2007-05-29,105.856
2007-05-30,104.77
2007-05-31,104.327
2007-06-01,104.363
2007-06-04,105.201
2007-06-05,105.487
2007-06-06,104.185
2007-06-07,103.248
2007-06-08,102.849
2007-06-11,103.24
2007-06-12,103.1
2007-06-13,103.154
2007-06-14,104.303
2007-06-15,105.138
2007-06-18,104.89
2007-06-19,104.249
2007-06-20,103.203
2007-06-21,102.96
2007-06-22,102.873
2007-06-25,104.099
2007-06-26,103.807
2007-06-27,104.273
2007-06-28,104.913
2007-06-29,105.122
2007-07-02,106.328
2007-07-03,107.318
2007-07-04,106.768
2007-07-05,106.113
2007-07-06,105.886
2007-07-09,106.845
2007-07-10,105.861
2007-07-11,105.875
2007-07-12,107.677
2007-07-13,107.515
2007-07-16,109.209
2007-07-17,109.287
2007-07-18,110.195
2007-07-19,110.577
2007-07-20,110.562
2007-07-23,109.843
2007-07-24,111.684
2007-07-25,111.152
2007-07-26,108.893
2007-07-27,107.61
2007-07-30,106.205
2007-07-31,108.452
2007-08-01,105.661
2007-08-02,107.401
2007-08-03,106.816
2007-08-06,104.786
2007-08-07,106.103
2007-08-08,108.019
2007-08-09,106.727
2007-08-10,107.168
2007-08-13,107.929
2007-08-14,107.451
2007-08-15,106.232
2007-08-16,102.694
2007-08-17,103.193
2007-08-20,103.077
2007-08-21,102.766
2007-08-22,104.604
2007-08-23,104.55
2007-08-24,104.514
2007-08-27,105.639
2007-08-28,105.83
2007-08-29,106.13
2007-08-30,105.931
2007-08-31,106.365
2007-09-03,107.206
2007-09-04,108.53
2007-09-05,108.467
2007-09-06,108.209
2007-09-07,108.046
2007-09-10,107.325
2007-09-11,108.657
2007-09-12,108.763
2007-09-13,108.681
2007-09-14,108.562
2007-09-17,108.248
2007-09-18,109.029
2007-09-19,111.309
2007-09-20,110.714
2007-09-21,110.83
2007-09-24,112.275
2007-09-25,113.524
2007-09-26,113.592
2007-09-27,113.851
2007-09-28,114.072
2007-10-01,115.81
2007-10-02,115.908
2007-10-03,115.832
2007-10-04,115.97
2007-10-05,116.263
2007-10-08,115.566
2007-10-09,116.247
2007-10-10,116.691
2007-10-11,117.587
2007-10-12,117.567
2007-10-15,117.399
2007-10-16,118.553
2007-10-17,118.738
2007-10-18,118.039
2007-10-19,117.803
2007-10-22,116.625
2007-10-23,117.028
2007-10-24,116.737
2007-10-25,117.147
2007-10-26,118.267
2007-10-29,120.332
2007-10-30,118.762
2007-10-31,118.674
2007-11-01,117.478
2007-11-02,117.665
2007-11-05,117.815
2007-11-06,119.525
2007-11-07,119.279
2007-11-08,118.139
2007-11-09,117.626
2007-11-12,116.315
2007-11-13,116.73
2007-11-14,117.172
2007-11-15,116.084
2007-11-16,116.426
2007-11-19,115.651
2007-11-20,115.709
2007-11-21,113.543
2007-11-22,113.758
2007-11-23,113.582
2007-11-26,114.032
2007-11-27,113.033
2007-11-28,114.956
2007-11-29,116.156
2007-11-30,116.255
2007-12-03,118.304
2007-12-04,118.767
2007-12-05,119.1
2007-12-06,119.667
2007-12-07,119.612
2007-12-10,120.199
2007-12-11,119.025
2007-12-12,120.69
2007-12-13,120.4
2007-12-14,118.713
2007-12-17,115.843
2007-12-18,116.507
2007-12-19,117.256
2007-12-20,118.594
2007-12-21,119.746
2007-12-24,124.585
2007-12-25,124.189
2007-12-26,123.291
2007-12-27,124.58
2007-12-28,125.414
2007-12-31,122.639
2008-01-01,123.786
2008-01-02,123.925
2008-01-03,125.253
2008-01-04,125.013
2008-01-07,123.383
2008-01-08,126.032
2008-01-09,127.575
2008-01-10,124.147
2008-01-11,124.476
2008-01-14,126.036
2008-01-15,124.526
2008-01-16,123.388
2008-01-17,122.202
2008-01-18,121.566
2008-01-21,119.982
2008-01-22,118.967
2008-01-23,115.33
2008-01-24,115.773
2008-01-25,115.763
2008-01-28,115.756
2008-01-29,117.944
2008-01-30,118.259
2008-01-31,117.972
2008-02-01,119.186
2008-02-04,120.746
2008-02-05,120.014
2008-02-06,119.713
2008-02-07,117.699
2008-02-08,117.498
2008-02-11,118.59
2008-02-12,120.132
2008-02-13,122.56
2008-02-14,122.814
2008-02-15,122.943
2008-02-18,122.245
2008-02-19,123.285
2008-02-20,123.495
2008-02-21,126.339
2008-02-22,127.122
2008-02-25,129.331
2008-02-26,129.49
2008-02-27,130.082
2008-02-28,128.535
2008-02-29,126.698
2008-03-03,125.641
2008-03-04,124.902
2008-03-05,127.584
2008-03-06,126.895
2008-03-07,126.687
2008-03-10,124.271
2008-03-11,125.121
2008-03-12,127.269
2008-03-13,124.186
2008-03-14,123.275
2008-03-17,117.381
2008-03-18,121.756
2008-03-19,123.963
2008-03-20,119.872
2008-03-21,119.872
2008-03-24,119.224
2008-03-25,121.763
2008-03-26,120.618
2008-03-27,120.131
2008-03-28,119.274
2008-03-31,119.48
2008-04-01,120.664
2008-04-02,123.884
2008-04-03,122.441
2008-04-04,121.283
2008-04-07,124.715
2008-04-08,123.981
2008-04-09,124.39
2008-04-10,125.264
2008-04-11,124.914
2008-04-14,127.874
2008-04-15,129.357
2008-04-16,130.569
2008-04-17,132.483
2008-04-18,133.757
2008-04-21,132.29
2008-04-22,132.906
2008-04-23,134.315
2008-04-24,133.262
2008-04-25,132.403
2008-04-28,130.226
2008-04-29,129.533
2008-04-30,131.938
2008-05-01,130.457
2008-05-02,130.07
2008-05-05,132.33
2008-05-06,131.54
2008-05-07,130.493
2008-05-08,130.629
2008-05-09,129.884
2008-05-12,130.154
2008-05-13,129.767
2008-05-14,132.393
2008-05-15,132.373
2008-05-16,134.511
2008-05-19,134.625
2008-05-20,132.487
2008-05-21,134.546
2008-05-22,133.94
2008-05-23,133.73
2008-05-26,134.532
2008-05-27,137.448
2008-05-28,137.772
2008-05-29,138.672
2008-05-30,139.608
2008-06-02,138.108
2008-06-03,138.62
2008-06-04,136.618
2008-06-05,138.232
2008-06-06,138.741
2008-06-09,139.438
2008-06-10,133.486
2008-06-11,134.764
2008-06-12,133.308
2008-06-13,132.535
2008-06-16,136.274
2008-06-17,141.588
2008-06-18,141.144
2008-06-19,141.326
2008-06-20,141.531
2008-06-23,140.572
2008-06-24,139.866
2008-06-25,139.102
2008-06-26,138.868
2008-06-27,138.843
2008-06-30,139.996
2008-07-01,141.639
2008-07-02,140.995
2008-07-03,136.203
2008-07-04,136.602
2008-07-07,133.404
2008-07-08,131.528
2008-07-09,135.161
2008-07-10,131.932
2008-07-11,131.281
2008-07-14,126.753
2008-07-15,126.266
2008-07-16,123.925
2008-07-17,124.751
2008-07-18,123.255
2008-07-21,125.457
2008-07-22,126.071
2008-07-23,125.638
2008-07-24,125.782
2008-07-25,126.885
2008-07-28,127.891
2008-07-29,125.534
2008-07-30,124.939
2008-07-31,127.473
2008-08-01,126.018
2008-08-04,122.797
2008-08-05,123.221
2008-08-06,124.234
2008-08-07,124.666
2008-08-08,123.998
2008-08-11,122.976
2008-08-12,121.354
2008-08-13,121.794
2008-08-14,125.234
2008-08-15,125.76
2008-08-18,127.885
2008-08-19,126.913
2008-08-20,128.654
2008-08-21,128.007
2008-08-22,128.57
2008-08-25,126.533
2008-08-26,126.769
2008-08-27,126.992
2008-08-28,126.374
2008-08-29,127.533
2008-09-01,124.143
2008-09-02,123.904
2008-09-03,121.536
2008-09-04,123.264
2008-09-05,122.355
2008-09-08,122.64
2008-09-09,119.537
2008-09-10,117.902
2008-09-11,115.973
2008-09-12,116.966
2008-09-15,117.964
2008-09-16,114.93
2008-09-17,112.447
2008-09-18,114.349
2008-09-19,115.137
2008-09-22,118.396
2008-09-23,116.893
2008-09-24,117.558
2008-09-25,120.994
2008-09-26,119.494
2008-09-29,117.967
2008-09-30,117.991
2008-10-01,117.467
2008-10-02,114.417
2008-10-03,114.195
2008-10-06,104.211
2008-10-07,104.117
2008-10-08,102.448
2008-10-09,102.317
2008-10-10,102.01
2008-10-13,102.012
2008-10-14,102.967
2008-10-15,98.222
2008-10-16,92.218
2008-10-17,91.813
2008-10-20,91.731
2008-10-21,90.899
2008-10-22,92.569
2008-10-23,94.083
2008-10-24,93.762
2008-10-27,90.18
2008-10-28,90.5
2008-10-29,93.19
2008-10-30,95.986
2008-10-31,97.133
2008-11-03,98.897
2008-11-04,100.817
2008-11-05,98.321
2008-11-06,93.699
2008-11-07,94.011
2008-11-10,99.974
2008-11-11,97.044
2008-11-12,96.148
2008-11-13,93.568
2008-11-14,93.497
2008-11-17,92.368
2008-11-18,92.69
2008-11-19,91.788
2008-11-20,87.555
2008-11-21,88.55
2008-11-24,86.797
2008-11-25,89.044
2008-11-26,88.903
2008-11-27,87.35
2008-11-28,87.313
2008-12-01,88.109
2008-12-02,88.86
2008-12-03,88.411
2008-12-04,89.065
2008-12-05,89.275
2008-12-08,93.066
2008-12-09,92.22
2008-12-10,89.985
2008-12-11,90.226
2008-12-12,89.793
2008-12-15,87.818
2008-12-16,88.997
2008-12-17,91.887
2008-12-18,92.453
2008-12-19,91.974
2008-12-22,89.901
2008-12-23,89.565
2008-12-24,87.434
2008-12-25,87.2
2008-12-26,87.65
2008-12-29,88.279
2008-12-30,89.198
2008-12-31,90.379
2009-01-01,90.609
2009-01-02,91.061
2009-01-05,90.736
2009-01-06,90.663
2009-01-07,88.9
2009-01-08,88.557
2009-01-09,88.639
2009-01-12,90.542
2009-01-13,90.901
2009-01-14,89.354
2009-01-15,90.949
2009-01-16,92.265
2009-01-19,91.234
2009-01-20,90.844
2009-01-21,90.473
2009-01-22,89.554
2009-01-23,88.804
2009-01-26,88.939
2009-01-27,89.138
2009-01-28,89.911
2009-01-29,88.479
2009-01-30,88.097
2009-02-02,88.086
2009-02-03,89.695
2009-02-04,90.896
2009-02-05,90.236
2009-02-06,91.334
2009-02-09,90.359
2009-02-10,90.622
2009-02-11,90.524
2009-02-12,91.248
2009-02-13,91.476
2009-02-16,91.537
2009-02-17,91.923
2009-02-18,95.048
2009-02-19,95.734
2009-02-20,95.421
2009-02-23,95.319
2009-02-24,93.583
2009-02-25,94.225
2009-02-26,94.454
2009-02-27,95.321
2009-03-02,91.389
2009-03-03,91.691
2009-03-04,91.267
2009-03-05,90.819
2009-03-06,90.701
2009-03-09,92.125
2009-03-10,92.781
2009-03-11,91.441
2009-03-12,92.466
2009-03-13,92.488
2009-03-16,94.266
2009-03-17,94.34
2009-03-18,94.089
2009-03-19,92.99
2009-03-20,93.087
2009-03-23,94.226
2009-03-24,94.854
2009-03-25,94.732
2009-03-26,95.565
2009-03-27,94.792
2009-03-30,94.55
2009-03-31,94.384
2009-04-01,94.81
2009-04-02,97.263
2009-04-03,97.257
2009-04-06,95.61
2009-04-07,96.767
2009-04-08,96.781
2009-04-09,97.592
2009-04-10,97.592
2009-04-13,98.882
2009-04-14,98.378
2009-04-15,98.067
2009-04-16,96.975
2009-04-17,97.25
2009-04-20,95.404
2009-04-21,94.212
2009-04-22,94.192
2009-04-23,93.8
2009-04-24,94.399
2009-04-27,95.12
2009-04-28,95.054
2009-04-29,96.034
2009-04-30,95.207
2009-05-01,95.404
2009-05-04,97.205
2009-05-05,96.672
2009-05-06,96.285
2009-05-07,96.561
2009-05-08,97.412
2009-05-11,96.278
2009-05-12,97.47
2009-05-13,96.523
2009-05-14,97.326
2009-05-15,97.145
2009-05-18,97.221
2009-05-19,98.445
2009-05-20,100.057
2009-05-21,99.513
2009-05-22,100.549
2009-05-25,100.096
2009-05-26,100.011
2009-05-27,101.056
2009-05-28,101.248
2009-05-29,102.547
2009-06-01,103.953
2009-06-02,103.892
2009-06-03,101.833
2009-06-04,103.002
2009-06-05,102.562
2009-06-08,103.416
2009-06-09,105.175
2009-06-10,105.369
2009-06-11,105.507
2009-06-12,105.469
2009-06-15,103.84
2009-06-16,104.36
2009-06-17,102.448
2009-06-18,101.81
2009-06-19,101.86
2009-06-22,100.811
2009-06-23,100.235
2009-06-24,102.524
2009-06-25,101.195
2009-06-26,101.473
2009-06-29,104.857
2009-06-30,104.512
2009-07-01,106.135
2009-07-02,105.901
2009-07-03,105.667
2009-07-06,104.171
2009-07-07,104.764
2009-07-08,103.996
2009-07-09,103.185
2009-07-10,102.768
2009-07-13,103.315
2009-07-14,104.437
2009-07-15,106.258
2009-07-16,107.22
2009-07-17,106.936
2009-07-20,106.828
2009-07-21,107.992
2009-07-22,107.94
2009-07-23,108.507
2009-07-24,108.639
2009-07-27,111.663
2009-07-28,114.977
2009-07-29,115.743
2009-07-30,116.418
2009-07-31,116.708
2009-08-03,117.328
2009-08-04,115.885
2009-08-05,117.275
2009-08-06,116.609
2009-08-07,117.006
2009-08-10,114.63
2009-08-11,113.698
2009-08-12,114.532
2009-08-13,117.914
2009-08-14,117.239
2009-08-17,112.705
2009-08-18,113.618
2009-08-19,113.348
2009-08-20,114.825
2009-08-21,115.156
2009-08-24,117.137
2009-08-25,119.027
2009-08-26,117.79
2009-08-27,115.353
2009-08-28,115.524
2009-08-31,114.568
2009-09-01,114.58
2009-09-02,112.9
2009-09-03,113.666
2009-09-04,115.015
2009-09-07,114.259
2009-09-08,114.486
2009-09-09,115.467
2009-09-10,115.382
2009-09-11,115.848
2009-09-14,113.285
2009-09-15,114.546
2009-09-16,115.005
2009-09-17,115.404
2009-09-18,115.377
2009-09-21,114.509
2009-09-22,115.925
2009-09-23,115.104
2009-09-24,114.943
2009-09-25,114.506
2009-09-28,114.782
2009-09-29,115.643
2009-09-30,113.979
2009-10-01,114.733
2009-10-02,114.712
2009-10-05,115.538
2009-10-06,117.075
2009-10-07,117.312
2009-10-08,117.801
2009-10-09,117.925
2009-10-12,118.624
2009-10-13,117.589
2009-10-14,118.03
2009-10-15,117.929
2009-10-16,117.759
2009-10-19,117.1
2009-10-20,118.171
2009-10-21,118.694
2009-10-22,118.706
2009-10-23,118.923
2009-10-26,118.911
2009-10-27,117.972
2009-10-28,115.649
2009-10-29,115.963
2009-10-30,115.806
2009-11-02,116.038
2009-11-03,114.205
2009-11-04,115.936
2009-11-05,117.49
2009-11-06,118.015
2009-11-09,120.715
2009-11-10,121.401
2009-11-11,122.58
2009-11-12,121.202
2009-11-13,121.61
2009-11-16,123.274
2009-11-17,123.616
2009-11-18,122.945
2009-11-19,122.397
2009-11-20,121.958
2009-11-23,124.265
2009-11-24,124.846
2009-11-25,124.963
2009-11-26,122.382
2009-11-27,122.241
2009-11-30,123.039
2009-12-01,124.212
2009-12-02,124.825
2009-12-03,126.29
2009-12-04,126.055
2009-12-07,126.578
2009-12-08,125.946
2009-12-09,124.588
2009-12-10,125.928
2009-12-11,125.724
2009-12-14,126.276
2009-12-15,126.706
2009-12-16,126.627
2009-12-17,124.428
2009-12-18,124.113
2009-12-21,125.005
2009-12-22,126.654
2009-12-23,128.41
2009-12-24,129.489
2009-12-25,129.489
2009-12-28,129.439
2009-12-29,128.649
2009-12-30,128.14
2009-12-31,129.297
2010-01-01,129.297
2010-01-04,131.454
2010-01-05,133.7
2010-01-06,133.611
2010-01-07,133.751
2010-01-08,133.846
2010-01-11,136.68
2010-01-12,134.408
2010-01-13,135.02
2010-01-14,135.091
2010-01-15,135.289
2010-01-18,135.038
2010-01-19,134.773
2010-01-20,132.568
2010-01-21,133.114
2010-01-22,133.078
2010-01-25,130.064
2010-01-26,129.828
2010-01-27,129.446
2010-01-28,129.826
2010-01-29,129.336
2010-02-01,127.552
2010-02-02,128.921
2010-02-03,130.055
2010-02-04,129.38
2010-02-05,129.116
2010-02-08,127.674
2010-02-09,128.637
2010-02-10,128.723
2010-02-11,128.893
2010-02-12,128.414
2010-02-15,131.787
2010-02-16,131.388
2010-02-17,130.496
2010-02-18,130.294
2010-02-19,129.412
2010-02-22,131.59
2010-02-23,132.589
2010-02-24,133.049
2010-02-25,131.225
2010-02-26,131.871
2010-03-01,133.822
2010-03-02,133.994
2010-03-03,135.215
2010-03-04,135.646
2010-03-05,135.779
2010-03-08,137.131
2010-03-09,135.553
2010-03-10,137.325
2010-03-11,137.391
2010-03-12,137.655
2010-03-15,137.504
2010-03-16,136.566
2010-03-17,137.213
2010-03-18,139.501
2010-03-19,139.233
2010-03-22,141.165
2010-03-23,142.701
2010-03-24,142.098
2010-03-25,141.833
2010-03-26,141.645
2010-03-29,142.026
2010-03-30,142.342
2010-03-31,141.678
2010-04-01,141.437
2010-04-02,141.437
2010-04-05,141.822
2010-04-06,142.557
2010-04-07,141.528
2010-04-08,140.356
2010-04-09,140.816
2010-04-12,141.149
2010-04-13,140.105
2010-04-14,140.858
2010-04-15,138.84
2010-04-16,138.331
2010-04-19,137.02
2010-04-20,137.427
2010-04-21,138.156
2010-04-22,137.496
2010-04-23,138.195
2010-04-26,136.601
2010-04-27,136.086
2010-04-28,134.602
2010-04-29,132.623
2010-04-30,132.783
2010-05-03,133.385
2010-05-04,132.515
2010-05-05,129.134
2010-05-06,130.928
2010-05-07,130.426
2010-05-10,131.44
2010-05-11,129.897
2010-05-12,130.911
2010-05-13,129.777
2010-05-14,129.174
2010-05-17,127.968
2010-05-18,127.364
2010-05-19,126.57
2010-05-20,123.109
2010-05-21,123.748
2010-05-24,122.454
2010-05-25,123.417
2010-05-26,121.06
2010-05-27,119.995
2010-05-28,120.374
2010-05-31,117.327
2010-06-01,118.175
2010-06-02,118.99
2010-06-03,120.442
2010-06-04,120.076
2010-06-07,116.915
2010-06-08,115.504
2010-06-09,115.051
2010-06-10,116.723
2010-06-11,116.647
2010-06-14,119.416
2010-06-15,119.381
2010-06-16,119.146
2010-06-17,120.304
2010-06-18,120.477
2010-06-21,120.888
2010-06-22,118.3
2010-06-23,117.96
2010-06-24,116.389
2010-06-25,116.224
2010-06-28,116.573
2010-06-29,115.013
2010-06-30,116.936
2010-07-01,115.274
2010-07-02,115.166
2010-07-05,118.083
2010-07-06,118.668
2010-07-07,117.711
2010-07-08,118.603
2010-07-09,118.672
2010-07-12,121.149
2010-07-13,120.61
2010-07-14,120.897
2010-07-15,122.476
2010-07-16,122.897
2010-07-19,119.764
2010-07-20,119.543
2010-07-21,121.126
2010-07-22,121.893
2010-07-23,122.149
2010-07-26,116.038
2010-07-27,117.34
2010-07-28,115.175
2010-07-29,112.837
2010-07-30,112.881
2010-08-02,116.308
2010-08-03,116.788
2010-08-04,116.776
2010-08-05,115.281
2010-08-06,115.546
2010-08-09,117.525
2010-08-10,116.519
2010-08-11,116.761
2010-08-12,115.518
2010-08-13,115.298
2010-08-16,116.65
2010-08-17,118.474
2010-08-18,117.912
2010-08-19,117.353
2010-08-20,116.751
2010-08-23,117.501
2010-08-24,116.23
2010-08-25,114.991
2010-08-26,115.257
2010-08-27,114.813
2010-08-30,116.212
2010-08-31,116.729
2010-09-01,118.562
2010-09-02,118.197
2010-09-03,118.385
2010-09-06,120.46
2010-09-07,119.381
2010-09-08,119.834
2010-09-09,119.932
2010-09-10,119.983
2010-09-13,124.775
2010-09-14,124.951
2010-09-15,124.904
2010-09-16,122.644
2010-09-17,122.677
2010-09-20,125.618
2010-09-21,127.95
