Date,ISRAEL GROWTH Standard (Large+Mid Cap)
2008-01-31,377.022
2008-02-29,405.026
2008-03-31,381.952
2008-04-30,421.94
2008-05-30,446.668
2008-06-30,448.064
2008-07-31,407.99
2008-08-29,408.386
2008-09-30,378.099
2008-10-31,311.261
2008-11-28,280.023
2008-12-31,289.866
2009-01-30,282.549
2009-02-27,305.868
2009-03-31,303.0
2009-04-30,305.641
2009-05-29,329.515
2009-06-30,335.901
2009-07-31,375.1
2009-08-31,368.376
2009-09-30,366.544
2009-10-30,372.42
2009-11-30,395.828
2009-12-31,416.124
2010-01-29,416.276
2010-02-26,424.601
2010-03-31,456.181
2010-04-30,427.686
2010-05-31,378.156
2010-06-30,377.335
2010-07-30,364.251
2010-08-31,376.896
2010-09-30,409.176
2010-10-29,406.047
2010-11-30,392.379
2010-12-31,421.849
2011-01-31,415.802
2011-02-28,406.454
2011-03-31,409.786
2011-04-29,399.969
2011-05-31,410.042
2011-06-30,390.848
2011-07-29,383.728
2011-08-31,339.825
2011-09-30,293.779
2011-10-31,331.308
2011-11-30,314.3
2011-12-30,315.845
2012-01-31,344.951
2012-02-29,340.801
2012-03-30,348.584
2012-04-30,353.3
2012-05-31,317.585
2012-06-29,312.738
2012-07-31,332.392
2012-08-31,318.201
2012-09-28,324.626
2012-10-31,317.691
2012-11-30,319.474
2012-12-31,294.998
2013-01-31,299.33
2013-02-28,301.522
2013-03-29,313.674
2013-04-30,304.037
2013-05-31,300.388
2013-06-28,291.3
2013-07-31,289.898
2013-08-30,280.128
2013-09-30,295.71
2013-10-31,298.634
2013-11-29,317.309
2013-12-31,318.727
2014-01-31,321.417
2014-02-28,340.601
2014-03-31,360.493
2014-04-30,353.841
2014-05-30,357.683
2014-06-30,367.955
2014-07-31,369.42
2014-08-29,358.418
2014-09-30,365.939
2014-10-31,360.111
2014-11-28,370.167
2014-12-31,373.559
2015-01-30,371.759
2015-02-27,373.579
2015-03-31,410.175
2015-04-30,403.972
2015-05-29,406.288
2015-06-30,400.55
2015-07-31,460.878
2015-08-31,429.853
2015-09-30,382.958
2015-10-30,409.667
2015-11-30,408.925
2015-12-31,420.051
2016-01-29,385.073
2016-02-29,377.311
2016-03-31,376.391
2016-04-29,383.938
2016-05-31,369.298
2016-06-30,368.025
2016-07-29,387.419
2016-08-31,372.309
2016-09-30,353.092
2016-10-31,330.064
2016-11-30,311.188
2016-12-30,312.998
2017-01-31,330.062
2017-02-28,344.354
2017-03-31,360.091
2017-04-28,362.94
2017-05-31,369.032
2017-06-30,371.683
2017-07-31,366.617
2017-08-31,385.45
2017-09-29,394.161
2017-10-31,406.323
2017-11-30,389.197
2017-12-29,399.368
2018-01-31,411.656
2018-02-28,407.215
2018-03-30,388.887
2018-04-30,385.918
2018-05-31,400.924
2018-06-29,396.509
2018-07-31,429.007
2018-08-31,446.204
2018-09-28,444.561
2018-10-31,420.713
2018-11-30,436.625
2018-12-31,407.496
2019-01-31,435.833
2019-02-28,460.35
2019-03-29,468.225
2019-04-30,484.23
2019-05-31,472.279
2019-06-28,483.442
2019-07-31,505.578
2019-08-30,479.495
2019-09-30,467.592
2019-10-31,483.374
2019-11-29,497.679
2019-12-31,485.644
2020-01-31,524.174
2020-02-28,473.967
2020-03-31,416.556
2020-04-30,466.231
2020-05-29,537.029
2020-06-30,555.044
2020-07-31,623.384
2020-08-31,644.982
2020-09-30,598.759
2020-10-30,588.875
2020-11-30,623.495
2020-12-31,698.999
2021-01-29,672.418
2021-02-26,707.073
2021-03-31,628.563
2021-04-30,697.22
2021-05-31,619.147
2021-06-30,644.955
2021-07-30,693.65
2021-08-31,694.266
2021-09-30,659.575
2021-10-29,692.759
2021-11-30,676.545
2021-12-31,698.802
2022-01-31,603.841
2022-02-28,606.137
2022-03-31,588.619
2022-04-29,528.143
2022-05-31,494.442
2022-06-30,470.999
2022-07-29,483.462
2022-08-31,498.148
2022-09-30,451.074
2022-10-31,483.882
2022-11-30,475.792
2022-12-30,450.571
2023-01-31,468.634
2023-02-28,458.256
2023-03-31,477.394
2023-04-28,455.891
2023-05-31,448.699
2023-06-30,448.821
2023-07-31,476.375
2023-08-31,455.271
2023-09-29,429.34
2023-10-31,398.906
2023-11-30,468.181
2023-12-29,507.042
2024-01-31,523.799
2024-02-29,567.58
2024-03-29,578.795
2024-04-30,515.162
2024-05-31,518.276
2024-06-28,538.087
2024-07-31,550.963
2024-08-30,588.379
2024-09-30,594.853
2024-10-31,584.726
2024-11-29,649.471
2024-12-31,635.758
2025-01-31,702.111
2025-02-28,669.528
2025-03-31,627.612
2025-04-30,645.803
2025-05-30,669.301
2025-06-30,693.111
2025-07-31,638.489
