Date,AUSTRIA IMI VALUE IMI (Large+Mid+Small Cap)
2002-12-25,132.692
2002-12-26,133.027
2002-12-27,131.881
2002-12-30,132.979
2002-12-31,133.501
2003-01-01,133.501
2003-01-02,131.943
2003-01-03,132.645
2003-01-06,133.46
2003-01-07,132.419
2003-01-08,131.54
2003-01-09,133.793
2003-01-10,133.221
2003-01-13,134.765
2003-01-14,136.326
2003-01-15,137.023
2003-01-16,137.572
2003-01-17,137.701
2003-01-20,137.416
2003-01-21,137.257
2003-01-22,137.291
2003-01-23,139.999
2003-01-24,143.078
2003-01-27,141.684
2003-01-28,141.726
2003-01-29,140.946
2003-01-30,137.361
2003-01-31,138.309
2003-02-03,139.651
2003-02-04,140.92
2003-02-05,140.007
2003-02-06,140.51
2003-02-07,140.161
2003-02-10,138.589
2003-02-11,137.451
2003-02-12,136.648
2003-02-13,139.142
2003-02-14,139.064
2003-02-17,139.059
2003-02-18,137.742
2003-02-19,139.627
2003-02-20,139.767
2003-02-21,140.101
2003-02-24,138.985
2003-02-25,137.9
2003-02-26,138.969
2003-02-27,140.213
2003-02-28,141.447
2003-03-03,143.058
2003-03-04,143.414
2003-03-05,145.084
2003-03-06,145.712
2003-03-07,146.865
2003-03-10,144.356
2003-03-11,143.692
2003-03-12,141.339
2003-03-13,139.545
2003-03-14,138.491
2003-03-17,137.471
2003-03-18,137.658
2003-03-19,137.034
2003-03-20,137.949
2003-03-21,138.308
2003-03-24,139.547
2003-03-25,139.898
2003-03-26,140.789
2003-03-27,141.165
2003-03-28,140.906
2003-03-31,143.222
2003-04-01,144.28
2003-04-02,145.008
2003-04-03,143.482
2003-04-04,143.704
2003-04-07,143.719
2003-04-08,143.632
2003-04-09,143.742
2003-04-10,146.41
2003-04-11,145.087
2003-04-14,145.962
2003-04-15,145.836
2003-04-16,144.894
2003-04-17,144.988
2003-04-18,144.988
2003-04-21,144.363
2003-04-22,146.047
2003-04-23,148.268
2003-04-24,150.876
2003-04-25,149.96
2003-04-28,151.357
2003-04-29,153.156
2003-04-30,156.291
2003-05-01,157.726
2003-05-02,161.696
2003-05-05,165.282
2003-05-06,168.322
2003-05-07,170.165
2003-05-08,170.528
2003-05-09,170.537
2003-05-12,173.554
2003-05-13,171.82
2003-05-14,172.118
2003-05-15,171.93
2003-05-16,172.537
2003-05-19,172.926
2003-05-20,174.842
2003-05-21,174.274
2003-05-22,173.399
2003-05-23,173.909
2003-05-26,175.105
2003-05-27,173.852
2003-05-28,171.264
2003-05-29,172.533
2003-05-30,167.771
2003-06-02,171.506
2003-06-03,173.344
2003-06-04,172.752
2003-06-05,175.637
2003-06-06,174.425
2003-06-09,175.372
2003-06-10,173.952
2003-06-11,175.569
2003-06-12,174.374
2003-06-13,175.658
2003-06-16,176.293
2003-06-17,174.938
2003-06-18,176.035
2003-06-19,175.937
2003-06-20,175.797
2003-06-23,174.093
2003-06-24,172.616
2003-06-25,172.543
2003-06-26,171.135
2003-06-27,171.862
2003-06-30,171.958
2003-07-01,174.268
2003-07-02,175.352
2003-07-03,174.957
2003-07-04,175.129
2003-07-07,173.601
2003-07-08,171.615
2003-07-09,172.481
2003-07-10,172.318
2003-07-11,171.791
2003-07-14,174.411
2003-07-15,174.69
2003-07-16,174.897
2003-07-17,174.167
2003-07-18,175.793
2003-07-21,176.257
2003-07-22,173.907
2003-07-23,177.928
2003-07-24,178.816
2003-07-25,180.307
2003-07-28,178.496
2003-07-29,178.365
2003-07-30,175.641
2003-07-31,171.874
2003-08-01,172.142
2003-08-04,173.243
2003-08-05,173.555
2003-08-06,172.939
2003-08-07,173.783
2003-08-08,172.849
2003-08-11,173.042
2003-08-12,173.231
2003-08-13,173.201
2003-08-14,173.382
2003-08-15,173.259
2003-08-18,171.543
2003-08-19,172.265
2003-08-20,172.464
2003-08-21,170.884
2003-08-22,169.447
2003-08-25,170.469
2003-08-26,171.11
2003-08-27,171.154
2003-08-28,171.978
2003-08-29,171.073
2003-09-01,171.305
2003-09-02,170.199
2003-09-03,169.396
2003-09-04,169.558
2003-09-05,171.874
2003-09-08,174.107
2003-09-09,175.045
2003-09-10,173.986
2003-09-11,173.867
2003-09-12,174.969
2003-09-15,173.414
2003-09-16,171.567
2003-09-17,171.526
2003-09-18,171.992
2003-09-19,174.388
2003-09-22,176.362
2003-09-23,176.186
2003-09-24,175.096
2003-09-25,173.552
2003-09-26,172.846
2003-09-29,174.385
2003-09-30,176.229
2003-10-01,176.99
2003-10-02,177.437
2003-10-03,177.219
2003-10-06,177.01
2003-10-07,177.928
2003-10-08,179.472
2003-10-09,177.792
2003-10-10,179.735
2003-10-13,178.857
2003-10-14,180.149
2003-10-15,179.803
2003-10-16,180.841
2003-10-17,179.292
2003-10-20,180.125
2003-10-21,180.6
2003-10-22,181.302
2003-10-23,179.29
2003-10-24,180.413
2003-10-27,179.966
2003-10-28,179.625
2003-10-29,179.663
2003-10-30,180.31
2003-10-31,180.119
2003-11-03,180.71
2003-11-04,181.478
2003-11-05,180.051
2003-11-06,179.709
2003-11-07,182.679
2003-11-10,182.522
2003-11-11,181.669
2003-11-12,184.763
2003-11-13,187.548
2003-11-14,189.705
2003-11-17,189.155
2003-11-18,193.023
2003-11-19,194.785
2003-11-20,192.737
2003-11-21,193.451
2003-11-24,193.802
2003-11-25,195.498
2003-11-26,197.022
2003-11-27,196.619
2003-11-28,198.73
2003-12-01,201.605
2003-12-02,202.723
2003-12-03,203.119
2003-12-04,200.836
2003-12-05,203.248
2003-12-08,204.529
2003-12-09,206.243
2003-12-10,205.13
2003-12-11,203.433
2003-12-12,204.866
2003-12-15,206.848
2003-12-16,204.923
2003-12-17,205.346
2003-12-18,206.509
2003-12-19,206.608
2003-12-22,208.948
2003-12-23,209.235
2003-12-24,209.824
2003-12-25,209.824
2003-12-26,209.74
2003-12-29,209.252
2003-12-30,209.555
2003-12-31,210.943
2004-01-01,210.943
2004-01-02,213.317
2004-01-05,215.859
2004-01-06,217.154
2004-01-07,218.818
2004-01-08,223.912
2004-01-09,227.198
2004-01-12,226.824
2004-01-13,229.437
2004-01-14,232.598
2004-01-15,232.377
2004-01-16,231.368
2004-01-19,230.418
2004-01-20,231.595
2004-01-21,233.609
2004-01-22,237.301
2004-01-23,235.421
2004-01-26,232.442
2004-01-27,236.083
2004-01-28,237.363
2004-01-29,230.704
2004-01-30,230.618
2004-02-02,237.035
2004-02-03,240.271
2004-02-04,240.916
2004-02-05,239.921
2004-02-06,240.875
2004-02-09,241.196
2004-02-10,242.954
2004-02-11,243.389
2004-02-12,247.104
2004-02-13,246.891
2004-02-16,245.765
2004-02-17,244.382
2004-02-18,245.417
2004-02-19,245.646
2004-02-20,242.394
2004-02-23,242.877
2004-02-24,242.924
2004-02-25,241.56
2004-02-26,240.054
2004-02-27,238.312
2004-03-01,240.533
2004-03-02,240.09
2004-03-03,239.401
2004-03-04,245.817
2004-03-05,252.261
2004-03-08,252.86
2004-03-09,248.781
2004-03-10,245.416
2004-03-11,241.278
2004-03-12,239.221
2004-03-15,236.7
2004-03-16,239.515
2004-03-17,239.304
2004-03-18,243.585
2004-03-19,245.097
2004-03-22,241.511
2004-03-23,239.846
2004-03-24,243.131
2004-03-25,245.144
2004-03-26,245.801
2004-03-29,248.798
2004-03-30,251.384
2004-03-31,254.821
2004-04-01,259.332
2004-04-02,256.963
2004-04-05,253.245
2004-04-06,254.926
2004-04-07,256.869
2004-04-08,257.769
2004-04-09,257.769
2004-04-12,257.045
2004-04-13,257.034
2004-04-14,256.069
2004-04-15,258.616
2004-04-16,262.791
2004-04-19,261.029
2004-04-20,258.497
2004-04-21,256.36
2004-04-22,253.197
2004-04-23,250.297
2004-04-26,254.857
2004-04-27,258.347
2004-04-28,255.953
2004-04-29,250.612
2004-04-30,249.347
2004-05-03,252.398
2004-05-04,259.096
2004-05-05,259.261
2004-05-06,257.198
2004-05-07,252.454
2004-05-10,244.782
2004-05-11,244.532
2004-05-12,240.92
2004-05-13,238.955
2004-05-14,234.69
2004-05-17,231.313
2004-05-18,233.005
2004-05-19,241.396
2004-05-20,239.25
2004-05-21,243.587
2004-05-24,246.674
2004-05-25,248.305
2004-05-26,249.324
2004-05-27,254.492
2004-05-28,251.047
2004-05-31,251.047
2004-06-01,246.329
2004-06-02,251.565
2004-06-03,251.867
2004-06-04,252.713
2004-06-07,257.673
2004-06-08,256.266
2004-06-09,249.167
2004-06-10,249.187
2004-06-11,249.68
2004-06-14,252.27
2004-06-15,251.75
2004-06-16,254.1
2004-06-17,257.097
2004-06-18,262.834
2004-06-21,262.267
2004-06-22,258.147
2004-06-23,260.347
2004-06-24,265.191
2004-06-25,264.997
2004-06-28,268.404
2004-06-29,267.918
2004-06-30,269.718
2004-07-01,268.791
2004-07-02,273.853
2004-07-05,272.235
2004-07-06,269.782
2004-07-07,274.142
2004-07-08,276.563
2004-07-09,280.171
2004-07-12,280.423
2004-07-13,281.318
2004-07-14,281.471
2004-07-15,280.196
2004-07-16,282.327
2004-07-19,283.277
2004-07-20,284.007
2004-07-21,280.537
2004-07-22,276.058
2004-07-23,275.368
2004-07-26,276.682
2004-07-27,277.727
2004-07-28,280.933
2004-07-29,280.185
2004-07-30,279.324
2004-08-02,277.293
2004-08-03,283.069
2004-08-04,282.299
2004-08-05,284.321
2004-08-06,282.557
2004-08-09,280.382
2004-08-10,283.56
2004-08-11,281.006
2004-08-12,285.875
2004-08-13,288.427
2004-08-16,286.655
2004-08-17,285.136
2004-08-18,286.015
2004-08-19,287.775
2004-08-20,287.148
2004-08-23,284.639
2004-08-24,281.084
2004-08-25,282.692
2004-08-26,284.436
2004-08-27,287.049
2004-08-30,286.817
2004-08-31,292.013
2004-09-01,293.128
2004-09-02,295.423
2004-09-03,294.966
2004-09-06,294.78
2004-09-07,292.056
2004-09-08,293.397
2004-09-09,294.39
2004-09-10,298.195
2004-09-13,294.728
2004-09-14,298.836
2004-09-15,294.799
2004-09-16,295.073
2004-09-17,295.89
2004-09-20,297.433
2004-09-21,306.513
2004-09-22,304.472
2004-09-23,306.363
2004-09-24,305.668
2004-09-27,309.036
2004-09-28,305.525
2004-09-29,307.29
2004-09-30,311.179
2004-10-01,317.235
2004-10-04,315.667
2004-10-05,320.563
2004-10-06,325.034
2004-10-07,326.353
2004-10-08,329.865
2004-10-11,327.553
2004-10-12,319.13
2004-10-13,314.822
2004-10-14,319.867
2004-10-15,322.797
2004-10-18,326.138
2004-10-19,325.744
2004-10-20,323.647
2004-10-21,326.434
2004-10-22,326.623
2004-10-25,325.398
2004-10-26,325.373
2004-10-27,326.026
2004-10-28,328.097
2004-10-29,323.904
2004-11-01,324.528
2004-11-02,330.601
2004-11-03,335.396
2004-11-04,346.207
2004-11-05,350.154
2004-11-08,353.409
2004-11-09,353.006
2004-11-10,356.087
2004-11-11,357.488
2004-11-12,354.886
2004-11-15,351.752
2004-11-16,351.566
2004-11-17,359.564
2004-11-18,360.023
2004-11-19,366.929
2004-11-22,367.897
2004-11-23,370.628
2004-11-24,370.445
2004-11-25,375.643
2004-11-26,375.627
2004-11-29,376.275
2004-11-30,372.478
2004-12-01,378.041
2004-12-02,378.57
2004-12-03,384.754
2004-12-06,389.278
2004-12-07,388.905
2004-12-08,384.256
2004-12-09,378.943
2004-12-10,377.209
2004-12-13,383.217
2004-12-14,385.79
2004-12-15,388.073
2004-12-16,389.578
2004-12-17,385.677
2004-12-20,392.396
2004-12-21,393.32
2004-12-22,397.292
2004-12-23,401.903
2004-12-24,402.945
2004-12-27,404.559
2004-12-28,404.885
2004-12-29,405.35
2004-12-30,405.754
2004-12-31,404.638
2005-01-03,404.286
2005-01-04,402.329
2005-01-05,396.866
2005-01-06,393.742
2005-01-07,394.794
2005-01-10,394.355
2005-01-11,392.561
2005-01-12,391.71
2005-01-13,389.191
2005-01-14,388.582
2005-01-17,390.241
2005-01-18,391.378
2005-01-19,391.257
2005-01-20,385.817
2005-01-21,386.563
2005-01-24,389.334
2005-01-25,394.503
2005-01-26,399.741
2005-01-27,402.595
2005-01-28,400.088
2005-01-31,404.461
2005-02-01,404.626
2005-02-02,405.587
2005-02-03,401.528
2005-02-04,407.365
2005-02-07,405.253
2005-02-08,403.968
2005-02-09,403.143
2005-02-10,407.469
2005-02-11,409.799
2005-02-14,414.135
2005-02-15,418.468
2005-02-16,424.118
2005-02-17,426.306
2005-02-18,431.971
2005-02-21,429.396
2005-02-22,428.449
2005-02-23,424.623
2005-02-24,431.972
2005-02-25,439.749
2005-02-28,447.523
2005-03-01,440.877
2005-03-02,433.307
2005-03-03,439.075
2005-03-04,451.007
2005-03-07,455.593
2005-03-08,462.639
2005-03-09,460.659
2005-03-10,452.816
2005-03-11,452.442
2005-03-14,457.306
2005-03-15,449.719
2005-03-16,448.088
2005-03-17,440.421
2005-03-18,431.876
2005-03-21,427.893
2005-03-22,431.15
2005-03-23,420.752
2005-03-24,419.704
2005-03-25,419.704
2005-03-28,416.758
2005-03-29,420.123
2005-03-30,424.298
2005-03-31,422.228
2005-04-01,427.955
2005-04-04,424.156
2005-04-05,427.858
2005-04-06,427.819
2005-04-07,433.226
2005-04-08,429.482
2005-04-11,429.0
2005-04-12,426.795
2005-04-13,429.649
2005-04-14,422.467
2005-04-15,420.174
2005-04-18,406.694
2005-04-19,405.896
2005-04-20,408.87
2005-04-21,414.197
2005-04-22,413.786
2005-04-25,413.566
2005-04-26,414.525
2005-04-27,405.834
2005-04-28,402.698
2005-04-29,400.673
2005-05-02,401.07
2005-05-03,400.141
2005-05-04,402.343
2005-05-05,401.862
2005-05-06,396.573
2005-05-09,403.572
2005-05-10,407.426
2005-05-11,405.113
2005-05-12,400.341
2005-05-13,395.419
2005-05-16,394.638
2005-05-17,392.502
2005-05-18,396.706
2005-05-19,401.231
2005-05-20,405.14
2005-05-23,409.296
2005-05-24,412.258
2005-05-25,419.89
2005-05-26,417.489
2005-05-27,433.388
2005-05-30,435.067
2005-05-31,430.974
2005-06-01,433.522
2005-06-02,434.519
2005-06-03,431.147
2005-06-06,432.288
2005-06-07,430.933
2005-06-08,436.596
2005-06-09,436.092
2005-06-10,440.426
2005-06-13,437.662
2005-06-14,442.761
2005-06-15,449.501
2005-06-16,451.488
2005-06-17,463.313
2005-06-20,460.607
2005-06-21,461.983
2005-06-22,458.26
2005-06-23,456.314
2005-06-24,458.261
2005-06-27,464.125
2005-06-28,463.49
2005-06-29,463.497
2005-06-30,470.963
2005-07-01,471.647
2005-07-04,466.825
2005-07-05,471.895
2005-07-06,472.443
2005-07-07,472.481
2005-07-08,475.443
2005-07-11,477.864
2005-07-12,481.092
2005-07-13,479.795
2005-07-14,481.605
2005-07-15,473.209
2005-07-18,474.693
2005-07-19,474.739
2005-07-20,474.11
2005-07-21,476.086
2005-07-22,475.301
2005-07-25,477.279
2005-07-26,477.783
2005-07-27,483.038
2005-07-28,491.051
2005-07-29,493.795
2005-08-01,501.373
2005-08-02,501.927
2005-08-03,510.037
2005-08-04,509.761
2005-08-05,507.226
2005-08-08,507.833
2005-08-09,516.706
2005-08-10,524.937
2005-08-11,527.037
2005-08-12,525.299
2005-08-15,522.489
2005-08-16,519.168
2005-08-17,514.511
2005-08-18,500.413
2005-08-19,505.813
2005-08-22,515.506
2005-08-23,515.767
2005-08-24,516.026
2005-08-25,528.613
2005-08-26,527.912
2005-08-29,530.857
2005-08-30,530.408
2005-08-31,539.74
2005-09-01,550.207
2005-09-02,552.029
2005-09-05,547.924
2005-09-06,543.415
2005-09-07,549.028
2005-09-08,546.577
2005-09-09,556.061
2005-09-12,558.65
2005-09-13,556.069
2005-09-14,563.935
2005-09-15,557.203
2005-09-16,563.549
2005-09-19,561.06
2005-09-20,568.002
2005-09-21,571.35
2005-09-22,568.11
2005-09-23,562.802
2005-09-26,558.706
2005-09-27,560.662
2005-09-28,561.814
2005-09-29,560.047
2005-09-30,567.678
2005-10-03,568.27
2005-10-04,564.834
2005-10-05,553.606
2005-10-06,549.412
2005-10-07,544.62
2005-10-10,547.98
2005-10-11,548.032
2005-10-12,549.734
2005-10-13,528.345
2005-10-14,529.136
2005-10-17,529.799
2005-10-18,519.453
2005-10-19,514.345
2005-10-20,515.289
2005-10-21,514.859
2005-10-24,517.697
2005-10-25,526.64
2005-10-26,525.726
2005-10-27,528.564
2005-10-28,527.246
2005-10-31,534.424
2005-11-01,535.004
2005-11-02,545.743
2005-11-03,541.457
2005-11-04,536.016
2005-11-07,534.383
