Date,AUSTRIA IMI VALUE IMI (Large+Mid+Small Cap)
2004-07-30,279.324
2004-08-31,292.013
2004-09-30,311.179
2004-10-29,323.904
2004-11-30,372.478
2004-12-31,404.638
2005-01-31,404.461
2005-02-28,447.523
2005-03-31,422.228
2005-04-29,400.673
2005-05-31,430.974
2005-06-30,470.963
2005-07-29,493.795
2005-08-31,539.74
2005-09-30,567.678
2005-10-31,534.424
2005-11-30,546.079
2005-12-30,561.998
2006-01-31,620.675
2006-02-28,626.028
2006-03-31,668.811
2006-04-28,709.501
2006-05-31,697.95
2006-06-30,689.592
2006-07-31,702.434
2006-08-31,695.241
2006-09-29,699.398
2006-10-31,738.149
2006-11-30,766.436
2006-12-29,812.356
2007-01-31,807.503
2007-02-28,824.242
2007-03-30,910.785
2007-04-30,963.74
2007-05-31,1000.0
2007-06-29,978.553
2007-07-31,918.947
2007-08-31,913.273
2007-09-28,936.134
2007-10-31,1012.819
2007-11-30,944.758
2007-12-31,979.123
2008-01-31,875.352
2008-02-29,921.077
2008-03-31,883.234
2008-04-30,961.347
2008-05-30,1017.314
2008-06-30,901.343
2008-07-31,817.14
2008-08-29,770.857
2008-09-30,529.831
2008-10-31,341.432
2008-11-28,270.325
2008-12-31,289.103
2009-01-30,269.52
2009-02-27,227.208
2009-03-31,274.95
2009-04-30,312.471
2009-05-29,383.502
2009-06-30,376.432
2009-07-31,416.969
2009-08-31,498.374
2009-09-30,541.724
2009-10-30,509.34
2009-11-30,521.77
2009-12-31,503.996
2010-01-29,488.065
2010-02-26,471.834
2010-03-31,511.548
2010-04-30,508.55
2010-05-31,425.965
2010-06-30,401.986
2010-07-30,467.336
2010-08-31,440.575
2010-09-30,495.384
2010-10-29,526.506
2010-11-30,470.155
2010-12-31,547.373
2011-01-31,567.937
2011-02-28,580.129
2011-03-31,587.534
2011-04-29,605.907
2011-05-31,578.153
2011-06-30,566.425
2011-07-29,531.452
2011-08-31,496.08
2011-09-30,409.559
2011-10-31,449.571
2011-11-30,412.698
2011-12-30,406.083
2012-01-31,444.732
2012-02-29,477.683
2012-03-30,467.459
2012-04-30,453.283
2012-05-31,380.664
2012-06-29,416.285
2012-07-31,409.66
2012-08-31,421.872
2012-09-28,446.004
2012-10-31,471.317
2012-11-30,498.654
2012-12-31,529.285
2013-01-31,558.757
2013-02-28,537.236
2013-03-29,513.218
2013-04-30,541.464
2013-05-31,545.664
2013-06-28,514.877
2013-07-31,552.639
2013-08-30,571.87
2013-09-30,630.139
2013-10-31,644.406
2013-11-29,661.985
2013-12-31,645.507
2014-01-31,628.12
2014-02-28,647.411
2014-03-31,628.773
2014-04-30,637.728
2014-05-30,631.227
2014-06-30,648.719
2014-07-31,603.493
2014-08-29,590.455
2014-09-30,540.026
2014-10-31,535.884
2014-11-28,534.723
2014-12-31,490.849
2015-01-30,460.478
2015-02-27,519.485
2015-03-31,496.382
2015-04-30,538.4
2015-05-29,515.189
2015-06-30,495.613
2015-07-31,508.108
2015-08-31,475.148
2015-09-30,454.96
2015-10-30,496.187
2015-11-30,480.192
2015-12-31,478.43
2016-01-29,428.787
2016-02-29,424.738
2016-03-31,471.062
2016-04-29,488.65
2016-05-31,469.409
2016-06-30,438.524
2016-07-29,472.298
2016-08-31,490.303
2016-09-30,511.607
2016-10-31,519.947
2016-11-30,510.259
2016-12-30,529.331
2017-01-31,552.867
2017-02-28,557.316
2017-03-31,582.265
2017-04-28,633.291
2017-05-31,687.283
2017-06-30,700.216
2017-07-31,759.246
2017-08-31,780.791
2017-09-29,788.631
2017-10-31,802.315
2017-11-30,819.321
2017-12-29,842.204
2018-01-31,909.103
2018-02-28,864.225
2018-03-30,859.226
2018-04-30,868.921
2018-05-31,818.71
2018-06-29,779.269
2018-07-31,820.888
2018-08-31,777.093
2018-09-28,779.222
2018-10-31,712.782
2018-11-30,685.074
2018-12-31,615.086
2019-01-31,666.835
2019-02-28,675.489
2019-03-29,674.721
2019-04-30,709.39
2019-05-31,655.099
2019-06-28,689.477
2019-07-31,676.079
2019-08-30,644.182
2019-09-30,660.697
2019-10-31,707.082
2019-11-29,703.344
2019-12-31,729.539
2020-01-31,689.285
2020-02-28,620.714
2020-03-31,449.925
2020-04-30,490.748
2020-05-29,498.431
2020-06-30,510.286
2020-07-31,503.091
2020-08-31,533.438
2020-09-30,492.667
2020-10-30,475.777
2020-11-30,613.136
2020-12-31,670.402
2021-01-29,690.898
2021-02-26,733.227
2021-03-31,754.789
2021-04-30,787.37
2021-05-31,859.281
2021-06-30,826.644
2021-07-30,842.023
2021-08-31,861.745
2021-09-30,888.34
2021-10-29,905.614
2021-11-30,869.751
2021-12-31,919.931
2022-01-31,907.316
2022-02-28,772.153
2022-03-31,748.049
2022-04-29,711.771
2022-05-31,751.825
2022-06-30,626.9
2022-07-29,639.379
2022-08-31,613.78
2022-09-30,563.818
2022-10-31,637.313
2022-11-30,724.848
2022-12-30,736.294
2023-01-31,823.904
2023-02-28,846.013
2023-03-31,774.466
2023-04-28,810.006
2023-05-31,747.956
2023-06-30,803.189
2023-07-31,838.449
2023-08-31,801.848
2023-09-29,785.08
2023-10-31,759.974
2023-11-30,838.328
2023-12-29,888.27
2024-01-31,901.682
2024-02-29,875.729
2024-03-29,938.714
2024-04-30,946.597
2024-05-31,1016.531
2024-06-28,987.203
2024-07-31,1041.156
2024-08-30,1073.727
2024-09-30,1079.095
2024-10-31,1028.948
2024-11-29,1005.491
2024-12-31,1051.494
2025-01-31,1103.371
2025-02-28,1202.351
2025-03-31,1256.173
2025-04-30,1324.088
2025-05-30,1490.872
2025-06-30,1568.476
2025-07-31,1594.141
2025-08-29,1661.519
2025-09-30,1686.125
