Date,JAPAN GROWTH Standard (Large+Mid Cap)
2016-07-29,971.576
2016-08-31,950.536
2016-09-30,981.699
2016-10-31,980.814
2016-11-30,932.874
2016-12-30,934.289
2017-01-31,969.013
2017-02-28,981.12
2017-03-31,988.64
2017-04-28,1003.345
2017-05-31,1060.946
2017-06-30,1065.885
2017-07-31,1091.341
2017-08-31,1092.603
2017-09-29,1107.623
2017-10-31,1168.853
2017-11-30,1213.27
2017-12-29,1215.48
2018-01-31,1277.15
2018-02-28,1265.4
2018-03-30,1244.153
2018-04-30,1235.122
2018-05-31,1245.337
2018-06-29,1213.043
2018-07-31,1207.874
2018-08-31,1223.768
2018-09-28,1254.951
2018-10-31,1122.879
2018-11-30,1144.963
2018-12-31,1058.817
2019-01-31,1112.292
2019-02-28,1133.567
2019-03-29,1148.952
2019-04-30,1175.336
2019-05-31,1130.405
2019-06-28,1172.786
2019-07-31,1185.349
2019-08-30,1180.686
2019-09-30,1219.694
2019-10-31,1277.446
2019-11-29,1286.717
2019-12-31,1314.256
2020-01-31,1307.351
2020-02-28,1180.21
2020-03-31,1144.554
2020-04-30,1213.674
2020-05-29,1303.465
2020-06-30,1326.017
2020-07-31,1332.948
2020-08-31,1407.872
2020-09-30,1452.596
2020-10-30,1431.39
2020-11-30,1646.067
2020-12-31,1697.621
2021-01-29,1661.244
2021-02-26,1629.998
2021-03-31,1617.759
2021-04-30,1597.06
2021-05-31,1606.592
2021-06-30,1604.455
2021-07-30,1586.477
2021-08-31,1656.815
2021-09-30,1690.723
2021-10-29,1644.467
2021-11-30,1631.305
2021-12-31,1661.582
2022-01-31,1466.33
2022-02-28,1433.555
2022-03-31,1428.761
2022-04-29,1265.951
2022-05-31,1294.434
2022-06-30,1167.256
2022-07-29,1261.855
2022-08-31,1221.632
2022-09-30,1091.397
2022-10-31,1128.698
2022-11-30,1238.703
2022-12-30,1214.556
2023-01-31,1303.85
2023-02-28,1239.051
2023-03-31,1320.357
2023-04-28,1316.813
2023-05-31,1359.707
2023-06-30,1386.994
2023-07-31,1407.876
2023-08-31,1345.136
2023-09-29,1267.618
2023-10-31,1217.154
2023-11-30,1349.514
2023-12-29,1427.697
2024-01-31,1474.215
2024-02-29,1525.024
2024-03-29,1547.849
2024-04-30,1446.333
2024-05-31,1466.471
2024-06-28,1473.957
2024-07-31,1545.08
2024-08-30,1577.102
2024-09-30,1573.231
2024-10-31,1511.852
2024-11-29,1509.645
2024-12-31,1490.028
2025-01-31,1504.821
2025-02-28,1448.18
2025-03-31,1432.299
2025-04-30,1525.63
2025-05-30,1598.723
2025-06-30,1668.937
2025-07-31,1614.289
2025-08-29,1682.805
2025-09-30,1721.296
