Date,JAPAN GROWTH Standard (Large+Mid Cap)
1974-12-31,100.0
1975-01-31,105.054
1975-02-28,119.973
1975-03-31,121.425
1975-04-30,120.839
1975-05-30,118.49
1975-06-30,119.38
1975-07-31,113.773
1975-08-29,107.672
1975-09-30,100.259
1975-10-31,109.487
1975-11-28,111.815
1975-12-31,111.915
1976-01-30,117.498
1976-02-27,117.553
1976-03-31,117.636
1976-04-30,117.547
1976-05-31,118.096
1976-06-30,123.151
1976-07-30,120.126
1976-08-31,125.414
1976-09-30,125.391
1976-10-29,119.104
1976-11-30,117.623
1976-12-31,137.836
1977-01-31,133.284
1977-02-28,138.685
1977-03-31,135.336
1977-04-29,135.481
1977-05-31,135.941
1977-06-30,140.649
1977-07-29,134.933
1977-08-31,143.071
1977-09-30,149.528
1977-10-31,151.076
1977-11-30,150.239
1977-12-30,146.966
1978-01-31,154.79
1978-02-28,161.383
1978-03-31,181.516
1978-04-28,181.489
1978-05-31,180.985
1978-06-30,198.944
1978-07-31,215.203
1978-08-31,213.773
1978-09-29,221.727
1978-10-31,237.116
1978-11-30,211.886
1978-12-29,218.678
1979-01-31,214.581
1979-02-28,206.402
1979-03-30,200.404
1979-04-30,193.89
1979-05-31,197.972
1979-06-29,197.02
1979-07-31,196.579
1979-08-31,197.859
1979-09-28,202.072
1979-10-31,188.385
1979-11-30,181.374
1979-12-31,190.701
1980-01-31,193.385
1980-02-29,184.935
1980-03-31,180.037
1980-04-30,196.845
1980-05-30,205.483
1980-06-30,209.957
1980-07-31,199.271
1980-08-29,211.692
1980-09-30,225.824
1980-10-31,230.028
1980-11-28,224.459
1980-12-31,238.966
1981-01-30,242.804
1981-02-27,239.391
1981-03-31,248.551
1981-04-30,255.356
1981-05-29,247.515
1981-06-30,251.026
1981-07-31,236.559
1981-08-31,245.654
1981-09-30,219.953
1981-10-30,219.128
1981-11-30,235.615
1981-12-31,242.718
1982-01-29,237.792
1982-02-26,214.905
1982-03-31,195.951
1982-04-30,211.281
1982-05-31,202.761
1982-06-30,191.524
1982-07-30,187.275
1982-08-31,186.46
1982-09-30,179.362
1982-10-29,178.177
1982-11-30,206.563
1982-12-31,225.575
1983-01-31,220.418
1983-02-28,223.505
1983-03-31,230.286
1983-04-29,236.118
1983-05-31,238.492
1983-06-30,248.683
1983-07-29,253.259
1983-08-31,252.043
1983-09-30,270.207
1983-10-31,265.022
1983-11-30,272.534
1983-12-30,293.442
1984-01-31,309.51
1984-02-29,309.305
1984-03-30,379.247
1984-04-30,371.071
1984-05-31,320.433
1984-06-29,324.739
1984-07-31,298.122
1984-08-31,325.405
1984-09-28,328.028
1984-10-31,354.071
1984-11-30,363.662
1984-12-31,375.43
1985-01-31,374.238
1985-02-28,393.164
1985-03-29,416.104
1985-04-30,393.781
1985-05-31,407.516
1985-06-28,428.464
1985-07-31,428.22
1985-08-30,427.506
1985-09-30,458.828
1985-10-31,473.975
1985-11-29,473.232
1985-12-31,500.181
1986-01-31,508.355
1986-02-28,580.535
1986-03-31,715.446
1986-04-30,701.74
1986-05-30,708.76
1986-06-30,777.821
1986-07-31,927.801
1986-08-29,993.387
1986-09-30,1025.499
1986-10-31,865.633
1986-11-28,926.392
1986-12-31,1003.046
1987-01-30,1265.647
1987-02-27,1279.87
1987-03-31,1489.33
1987-04-30,1765.026
1987-05-29,1681.267
1987-06-30,1473.742
1987-07-31,1389.874
1987-08-31,1605.45
1987-09-30,1467.218
1987-10-30,1401.813
1987-11-30,1448.829
1987-12-31,1419.994
1988-01-29,1527.164
1988-02-29,1646.326
1988-03-31,1755.253
1988-04-29,1739.585
1988-05-31,1639.733
1988-06-30,1542.799
1988-07-29,1574.235
1988-08-31,1484.209
1988-09-30,1561.314
1988-10-31,1721.917
1988-11-30,1886.733
1988-12-30,1895.578
1989-01-31,1881.68
1989-02-28,1890.787
1989-03-31,1826.088
1989-04-28,1802.84
1989-05-31,1675.641
1989-06-30,1584.62
1989-07-31,1817.257
1989-08-31,1681.814
1989-09-29,1779.192
1989-10-31,1728.177
1989-11-30,1836.364
1989-12-29,1830.178
1990-01-31,1703.668
1990-02-28,1509.122
1990-03-30,1185.437
1990-04-30,1193.381
1990-05-31,1376.949
1990-06-29,1291.147
1990-07-31,1262.82
1990-08-31,1141.481
1990-09-28,927.934
1990-10-31,1172.439
1990-11-30,1040.083
1990-12-31,1100.633
1991-01-31,1139.946
1991-02-28,1269.486
1991-03-29,1194.355
1991-04-30,1223.861
1991-05-31,1225.122
1991-06-28,1129.965
1991-07-31,1157.28
1991-08-30,1101.35
1991-09-30,1182.128
1991-10-31,1259.912
1991-11-29,1188.631
1991-12-31,1213.937
1992-01-31,1125.292
1992-02-28,1020.464
1992-03-31,904.967
1992-04-30,807.069
1992-05-29,886.694
1992-06-30,798.66
1992-07-31,806.07
1992-08-31,979.872
1992-09-30,955.691
1992-10-30,909.909
1992-11-30,942.032
1992-12-31,924.289
1993-01-29,921.733
1993-02-26,967.86
1993-03-31,1077.622
1993-04-30,1241.716
1993-05-31,1301.982
1993-06-30,1311.354
1993-07-30,1395.338
1993-08-31,1418.487
1993-09-30,1347.166
1993-10-29,1346.121
1993-11-30,1099.676
1993-12-31,1124.781
1994-01-31,1286.065
1994-02-28,1334.364
1994-03-31,1256.751
1994-04-29,1307.787
1994-05-31,1322.424
1994-06-30,1376.562
1994-07-29,1328.189
1994-08-31,1322.734
1994-09-30,1285.979
1994-10-31,1311.78
1994-11-30,1248.79
1994-12-30,1272.412
1995-01-31,1202.352
1995-02-28,1144.341
1995-03-31,1239.933
1995-04-28,1318.878
1995-05-31,1241.134
1995-06-30,1157.539
1995-07-31,1252.811
1995-08-31,1177.37
1995-09-29,1194.075
1995-10-31,1121.539
1995-11-30,1193.233
1995-12-29,1244.631
1996-01-31,1215.354
1996-02-29,1190.349
1996-03-29,1236.757
1996-04-30,1297.263
1996-05-31,1225.283
1996-06-28,1220.601
1996-07-31,1162.109
1996-08-30,1108.919
1996-09-30,1142.838
1996-10-31,1065.893
1996-11-29,1073.88
1996-12-31,983.75
1997-01-31,856.365
1997-02-28,889.312
1997-03-31,862.927
1997-04-30,910.677
1997-05-30,1003.46
1997-06-30,1066.57
1997-07-31,1060.012
1997-08-29,972.186
1997-09-30,982.427
1997-10-31,859.883
1997-11-28,832.849
1997-12-31,796.778
1998-01-30,856.674
1998-02-27,855.482
1998-03-31,797.484
1998-04-30,806.93
1998-05-29,757.735
1998-06-30,762.332
1998-07-31,760.506
1998-08-31,670.035
1998-09-30,660.017
1998-10-30,752.141
1998-11-30,781.405
1998-12-31,815.319
1999-01-29,817.142
1999-02-26,806.912
1999-03-31,907.56
1999-04-30,944.088
1999-05-31,898.818
1999-06-30,987.7
1999-07-30,1095.818
1999-08-31,1079.238
1999-09-30,1158.303
1999-10-29,1223.589
1999-11-30,1339.54
1999-12-31,1461.941
2000-01-31,1359.859
2000-02-29,1370.75
2000-03-31,1419.954
2000-04-28,1262.678
2000-05-31,1146.813
2000-06-30,1231.912
2000-07-31,1070.316
2000-08-31,1176.894
2000-09-29,1069.756
2000-10-31,954.844
2000-11-30,922.568
2000-12-29,833.566
2001-01-31,845.272
2001-02-28,773.502
2001-03-30,763.692
2001-04-30,800.147
2001-05-31,803.538
2001-06-29,749.591
2001-07-31,689.209
2001-08-31,648.407
2001-09-28,582.492
2001-10-31,597.771
2001-11-30,629.078
2001-12-31,593.254
2002-01-31,536.31
2002-02-28,556.193
2002-03-29,582.576
2002-04-30,622.323
2002-05-31,660.614
2002-06-28,628.889
2002-07-31,577.495
2002-08-30,570.848
2002-09-30,536.273
2002-10-31,512.75
2002-11-29,542.111
2002-12-31,527.612
2003-01-31,494.042
2003-02-28,495.209
2003-03-31,476.933
2003-04-30,471.988
2003-05-30,496.854
2003-06-30,531.061
2003-07-31,554.664
2003-08-29,608.763
2003-09-30,632.798
2003-10-31,658.463
2003-11-28,633.988
2003-12-31,671.41
2004-01-30,689.131
2004-02-27,675.318
2004-03-31,764.629
2004-04-30,724.339
2004-05-31,684.215
2004-06-30,709.111
2004-07-30,653.087
2004-08-31,661.341
2004-09-30,641.103
2004-10-29,661.857
2004-11-30,700.715
2004-12-31,740.554
2005-01-31,718.488
2005-02-28,728.776
2005-03-31,710.15
2005-04-29,689.64
2005-05-31,687.915
2005-06-30,684.036
2005-07-29,688.468
2005-08-31,743.829
2005-09-30,818.421
2005-10-31,815.142
2005-11-30,860.064
2005-12-30,950.146
2006-01-31,1004.493
2006-02-28,984.196
2006-03-31,1010.128
2006-04-28,1027.551
2006-05-31,949.621
2006-06-30,944.54
2006-07-31,934.962
2006-08-31,942.975
2006-09-29,926.197
2006-10-31,936.128
2006-11-30,933.179
2006-12-29,942.639
2007-01-31,947.527
2007-02-28,973.314
2007-03-30,956.493
2007-04-30,943.498
2007-05-31,966.863
2007-06-29,965.437
2007-07-31,972.476
2007-08-31,945.427
2007-09-28,967.543
2007-10-31,969.155
2007-11-30,949.42
2007-12-31,913.721
2008-01-31,853.105
2008-02-29,863.031
2008-03-31,827.438
2008-04-30,893.573
2008-05-30,923.685
2008-06-30,858.529
2008-07-31,822.909
2008-08-29,780.363
2008-09-30,684.772
2008-10-31,566.124
2008-11-28,549.929
2008-12-31,598.673
2009-01-30,545.01
2009-02-27,469.314
2009-03-31,479.064
2009-04-30,508.476
2009-05-29,561.824
2009-06-30,573.733
2009-07-31,599.109
2009-08-31,624.638
2009-09-30,625.564
2009-10-30,605.447
2009-11-30,599.023
2009-12-31,613.219
2010-01-29,618.888
2010-02-26,627.108
2010-03-31,658.276
2010-04-30,660.026
2010-05-31,603.193
2010-06-30,590.599
2010-07-30,618.487
2010-08-31,596.411
2010-09-30,636.976
2010-10-29,649.716
2010-11-30,664.368
2010-12-31,711.336
2011-01-31,711.894
2011-02-28,737.501
2011-03-31,681.239
2011-04-29,687.72
2011-05-31,677.942
2011-06-30,682.432
2011-07-29,707.743
2011-08-31,643.715
2011-09-30,625.411
2011-10-31,633.467
2011-11-30,605.647
2011-12-30,604.18
2012-01-31,627.274
2012-02-29,657.369
2012-03-30,671.813
2012-04-30,653.951
2012-05-31,599.165
2012-06-29,627.836
2012-07-31,614.895
2012-08-31,618.46
2012-09-28,630.575
2012-10-31,617.964
2012-11-30,634.206
2012-12-31,658.778
2013-01-31,677.113
2013-02-28,698.916
2013-03-29,740.415
2013-04-30,810.621
2013-05-31,772.63
2013-06-28,788.184
2013-07-31,792.384
2013-08-30,775.421
2013-09-30,842.327
2013-10-31,849.704
2013-11-29,866.606
2013-12-31,876.76
2014-01-31,840.318
2014-02-28,834.415
2014-03-31,826.209
2014-04-30,797.435
2014-05-30,831.347
2014-06-30,873.267
2014-07-31,884.335
2014-08-29,869.35
2014-09-30,870.221
2014-10-31,864.152
2014-11-28,871.106
2014-12-31,859.023
2015-01-30,881.921
2015-02-27,921.128
2015-03-31,944.534
2015-04-30,960.628
2015-05-29,967.326
2015-06-30,957.454
2015-07-31,954.517
2015-08-31,898.798
2015-09-30,836.346
2015-10-30,928.517
2015-11-30,929.615
2015-12-31,930.493
2016-01-29,861.902
2016-02-29,847.477
2016-03-31,888.369
2016-04-29,932.916
2016-05-31,926.135
2016-06-30,924.322
