Date,JAPAN GROWTH Standard (Large+Mid Cap)
1974-12-31,100.0
1975-01-31,105.019
1975-02-28,119.898
1975-03-31,121.315
1975-04-30,120.694
1975-05-30,118.312
1975-06-30,119.168
1975-07-31,113.536
1975-08-29,107.412
1975-09-30,99.978
1975-10-31,109.145
1975-11-28,111.428
1975-12-31,111.491
1976-01-30,117.017
1976-02-27,117.035
1976-03-31,117.077
1976-04-30,116.948
1976-05-31,117.455
1976-06-30,122.443
1976-07-30,119.393
1976-08-31,124.608
1976-09-30,124.548
1976-10-29,118.267
1976-11-30,116.759
1976-12-31,136.791
1977-01-31,132.233
1977-02-28,137.553
1977-03-31,134.195
1977-04-29,134.304
1977-05-31,134.725
1977-06-30,139.356
1977-07-29,133.654
1977-08-31,141.681
1977-09-30,148.036
1977-10-31,149.527
1977-11-30,148.655
1977-12-30,145.371
1978-01-31,153.069
1978-02-28,159.545
1978-03-31,179.405
1978-04-28,179.331
1978-05-31,178.784
1978-06-30,196.472
1978-07-31,212.474
1978-08-31,211.006
1978-09-29,218.791
1978-10-31,233.903
1978-11-30,208.949
1978-12-29,215.58
1979-01-31,211.473
1979-02-28,203.342
1979-03-30,197.374
1979-04-30,190.904
1979-05-31,194.865
1979-06-29,193.868
1979-07-31,193.374
1979-08-31,194.574
1979-09-28,198.668
1979-10-31,185.162
1979-11-30,178.223
1979-12-31,187.338
1980-01-31,189.924
1980-02-29,181.577
1980-03-31,176.721
1980-04-30,193.173
1980-05-30,201.6
1980-06-30,205.938
1980-07-31,195.407
1980-08-29,207.536
1980-09-30,221.338
1980-10-31,225.406
1980-11-28,219.896
1980-12-31,234.051
1981-01-30,237.756
1981-02-27,234.358
1981-03-31,243.274
1981-04-30,249.884
1981-05-29,242.16
1981-06-30,245.545
1981-07-31,231.346
1981-08-31,240.189
1981-09-30,215.005
1981-10-30,214.15
1981-11-30,230.209
1981-12-31,237.1
1982-01-29,232.239
1982-02-26,209.834
1982-03-31,191.281
1982-04-30,206.201
1982-05-31,197.839
1982-06-30,186.83
1982-07-30,182.641
1982-08-31,181.804
1982-09-30,174.843
1982-10-29,173.65
1982-11-30,201.275
1982-12-31,219.755
1983-01-31,214.686
1983-02-28,217.648
1983-03-31,224.211
1983-04-29,229.848
1983-05-31,232.118
1983-06-30,241.997
1983-07-29,246.41
1983-08-31,245.187
1983-09-30,262.818
1983-10-31,257.733
1983-11-30,264.998
1983-12-30,285.289
1984-01-31,300.872
1984-02-29,300.63
1984-03-30,368.576
1984-04-30,360.589
1984-05-31,311.335
1984-06-29,315.48
1984-07-31,289.579
1984-08-31,316.044
1984-09-28,318.552
1984-10-31,343.806
1984-11-30,353.079
1984-12-31,364.467
1985-01-31,363.271
1985-02-28,381.605
1985-03-29,403.836
1985-04-30,382.133
1985-05-31,395.426
1985-06-28,415.717
1985-07-31,415.438
1985-08-30,414.706
1985-09-30,445.044
1985-10-31,459.689
1985-11-29,458.915
1985-12-31,485.002
1986-01-31,492.875
1986-02-28,562.804
1986-03-31,693.544
1986-04-30,680.183
1986-05-30,686.924
1986-06-30,753.79
1986-07-31,899.069
1986-08-29,962.555
1986-09-30,993.603
1986-10-31,838.637
1986-11-28,897.436
1986-12-31,971.629
1987-01-30,1225.946
1987-02-27,1239.65
1987-03-31,1442.462
1987-04-30,1709.413
1987-05-29,1628.212
1987-06-30,1427.153
1987-07-31,1345.861
1987-08-31,1554.541
