Date,JAPAN GROWTH Standard (Large+Mid Cap)
1987-09-30,1420.613
1987-10-30,1357.2
1987-11-30,1402.634
1987-12-31,1374.614
1988-01-29,1478.282
1988-02-29,1593.549
1988-03-31,1698.905
1988-04-29,1683.659
1988-05-31,1586.93
1988-06-30,1493.038
1988-07-29,1523.381
1988-08-31,1436.182
1988-09-30,1510.704
1988-10-31,1666.008
1988-11-30,1825.374
1988-12-30,1833.831
1989-01-31,1820.29
1989-02-28,1828.995
1989-03-31,1766.308
1989-04-28,1743.719
1989-05-31,1620.594
1989-06-30,1532.459
1989-07-31,1757.342
1989-08-31,1626.264
1989-09-29,1720.326
1989-10-31,1670.897
1989-11-30,1775.402
1989-12-29,1769.321
1990-01-31,1646.911
1990-02-28,1458.734
1990-03-30,1145.742
1990-04-30,1153.327
1990-05-31,1330.643
1990-06-29,1247.617
1990-07-31,1220.131
1990-08-31,1102.772
1990-09-28,896.333
1990-10-31,1132.417
1990-11-30,1004.46
1990-12-31,1062.839
1991-01-31,1100.693
1991-02-28,1225.673
1991-03-29,1153.029
1991-04-30,1181.406
1991-05-31,1182.514
1991-06-28,1090.543
1991-07-31,1116.796
1991-08-30,1062.702
1991-09-30,1140.539
1991-10-31,1215.484
1991-11-29,1146.598
1991-12-31,1170.89
1992-01-31,1085.265
1992-02-28,984.047
1992-03-31,872.553
1992-04-30,778.041
1992-05-29,854.693
1992-06-30,769.706
1992-07-31,776.735
1992-08-31,944.11
1992-09-30,920.68
1992-10-30,876.449
1992-11-30,907.272
1992-12-31,890.059
1993-01-29,887.473
1993-02-26,931.754
1993-03-31,1037.298
1993-04-30,1195.128
1993-05-31,1252.995
1993-06-30,1261.872
1993-07-30,1342.551
1993-08-31,1364.688
1993-09-30,1295.926
1993-10-29,1294.787
1993-11-30,1057.577
1993-12-31,1081.596
1994-01-31,1236.568
1994-02-28,1282.867
1994-03-31,1208.099
1994-04-29,1257.028
1994-05-31,1270.973
1994-06-30,1322.863
1994-07-29,1276.238
1994-08-31,1270.86
1994-09-30,1235.412
1994-10-31,1260.068
1994-11-30,1199.43
1994-12-30,1221.994
1995-01-31,1154.574
1995-02-28,1098.729
1995-03-31,1190.357
1995-04-28,1265.999
1995-05-31,1191.213
1995-06-30,1110.818
1995-07-31,1202.115
1995-08-31,1129.603
1995-09-29,1145.512
1995-10-31,1075.806
1995-11-30,1144.466
1995-12-29,1193.655
1996-01-31,1165.466
1996-02-29,1141.37
1996-03-29,1185.76
1996-04-30,1243.659
1996-05-31,1174.536
1996-06-28,1169.937
1996-07-31,1113.747
1996-08-30,1062.653
1996-09-30,1095.049
1996-10-31,1021.206
1996-11-29,1028.747
1996-12-31,942.288
1997-01-31,820.168
1997-02-28,851.616
1997-03-31,826.255
1997-04-30,871.882
1997-05-30,960.608
1997-06-30,1020.919
1997-07-31,1014.542
1997-08-29,930.384
1997-09-30,940.099
1997-10-31,822.748
1997-11-28,796.799
1997-12-31,762.209
1998-01-30,819.424
1998-02-27,818.199
1998-03-31,762.656
1998-04-30,771.616
1998-05-29,724.501
1998-06-30,728.824
1998-07-31,727.008
1998-08-31,640.451
1998-09-30,630.798
1998-10-30,718.753
1998-11-30,746.631
1998-12-31,778.941
1999-01-29,780.591
1999-02-26,770.729
1999-03-31,866.775
1999-04-30,901.576
1999-05-31,858.26
1999-06-30,943.046
1999-07-30,1046.186
1999-08-31,1030.263
1999-09-30,1105.661
1999-10-29,1167.9
1999-11-30,1278.491
1999-12-31,1395.23
2000-01-31,1297.727
2000-02-29,1308.044
2000-03-31,1354.914
2000-04-28,1204.778
2000-05-31,1094.161
2000-06-30,1175.283
2000-07-31,1021.048
2000-08-31,1122.65
2000-09-29,1020.377
2000-10-31,910.692
2000-11-30,879.831
2000-12-29,794.877
2001-01-31,806.039
2001-02-28,737.585
2001-03-30,727.816
2001-04-30,762.518
2001-05-31,765.739
2001-06-29,714.313
2001-07-31,656.773
2001-08-31,617.882
2001-09-28,554.732
2001-10-31,569.294
2001-11-30,599.114
2001-12-31,564.976
2002-01-31,510.746
2002-02-28,529.649
2002-03-29,554.326
2002-04-30,592.152
2002-05-31,628.582
2002-06-28,598.363
2002-07-31,549.464
2002-08-30,543.113
2002-09-30,509.944
2002-10-31,487.576
2002-11-29,515.49
2002-12-31,501.662
2003-01-31,469.742
2003-02-28,470.825
2003-03-31,453.083
2003-04-30,448.382
2003-05-30,471.925
2003-06-30,504.401
2003-07-31,526.819
2003-08-29,578.189
2003-09-30,600.863
2003-10-31,625.225
2003-11-28,601.981
2003-12-31,637.486
2004-01-30,654.312
2004-02-27,641.181
2004-03-31,725.797
2004-04-30,687.54
2004-05-31,649.45
2004-06-30,673.061
2004-07-30,619.886
2004-08-31,627.711
2004-09-30,608.4
2004-10-29,628.077
2004-11-30,664.949
2004-12-31,702.728
2005-01-31,681.789
2005-02-28,691.537
2005-03-31,673.649
2005-04-29,654.193
2005-05-31,652.552
2005-06-30,648.853
2005-07-29,653.056
2005-08-31,705.565
2005-09-30,776.142
2005-10-31,773.026
2005-11-30,815.625
2005-12-30,901.019
2006-01-31,952.554
2006-02-28,933.284
2006-03-31,957.638
2006-04-28,974.149
2006-05-31,900.254
2006-06-30,895.427
2006-07-31,886.345
2006-08-31,893.93
2006-09-29,877.847
2006-10-31,887.26
2006-11-30,884.456
2006-12-29,893.396
2007-01-31,898.021
2007-02-28,922.444
2007-03-30,906.226
2007-04-30,893.885
2007-05-31,916.012
2007-06-29,914.661
2007-07-31,921.299
2007-08-31,895.66
2007-09-28,916.379
2007-10-31,917.901
2007-11-30,899.203
2007-12-31,865.355
2008-01-31,807.946
2008-02-29,817.326
2008-03-31,783.216
2008-04-30,845.802
2008-05-30,874.296
2008-06-30,812.591
2008-07-31,778.876
2008-08-29,738.591
2008-09-30,647.815
2008-10-31,535.568
2008-11-28,520.247
2008-12-31,566.317
2009-01-30,515.554
2009-02-27,443.929
2009-03-31,452.863
2009-04-30,480.673
2009-05-29,531.091
2009-06-30,542.341
2009-07-31,566.329
2009-08-31,590.444
2009-09-30,591.091
2009-10-30,572.088
2009-11-30,566.019
2009-12-31,579.397
2010-01-29,584.754
2010-02-26,592.501
2010-03-31,621.703
2010-04-30,623.348
2010-05-31,569.666
2010-06-30,557.752
2010-07-30,584.061
2010-08-31,563.196
2010-09-30,601.266
2010-10-29,613.288
2010-11-30,627.109
2010-12-31,671.384
2011-01-31,671.906
2011-02-28,696.051
2011-03-31,642.606
2011-04-29,648.72
2011-05-31,639.485
2011-06-30,643.696
2011-07-29,667.531
2011-08-31,607.119
2011-09-30,589.595
2011-10-31,597.189
2011-11-30,570.933
2011-12-30,569.488
2012-01-31,591.256
2012-02-29,619.604
2012-03-30,632.884
2012-04-30,616.054
2012-05-31,564.419
2012-06-29,591.371
2012-07-31,579.181
2012-08-31,582.526
2012-09-28,593.635
2012-10-31,581.764
2012-11-30,597.046
2012-12-31,620.132
2013-01-31,637.392
2013-02-28,657.896
2013-03-29,696.647
2013-04-30,762.689
2013-05-31,726.9
2013-06-28,741.494
2013-07-31,745.444
2013-08-30,729.469
2013-09-30,792.153
2013-10-31,799.068
2013-11-29,814.913
2013-12-31,824.38
2014-01-31,790.116
2014-02-28,784.52
2014-03-31,775.999
2014-04-30,748.965
2014-05-30,780.67
2014-06-30,819.969
2014-07-31,830.361
2014-08-29,816.252
2014-09-30,816.436
2014-10-31,810.722
2014-11-28,817.223
2014-12-31,805.821
2015-01-30,827.3
2015-02-27,864.028
2015-03-31,885.223
2015-04-30,900.23
2015-05-29,906.45
2015-06-30,897.146
2015-07-31,894.392
2015-08-31,842.14
2015-09-30,782.94
2015-10-30,869.196
2015-11-30,870.169
2015-12-31,870.836
2016-01-29,806.643
2016-02-29,793.075
2016-03-31,830.513
2016-04-29,872.148
2016-05-31,865.777
2016-06-30,863.887
2016-07-29,908.031
2016-08-31,888.3
2016-09-30,916.682
2016-10-31,915.855
2016-11-30,871.085
2016-12-30,872.202
2017-01-31,904.618
2017-02-28,915.843
2017-03-31,922.063
2017-04-28,935.77
2017-05-31,989.422
2017-06-30,993.894
2017-07-31,1017.631
2017-08-31,1018.741
2017-09-29,1031.906
2017-10-31,1088.918
2017-11-30,1130.263
2017-12-29,1132.152
2018-01-31,1189.593
2018-02-28,1178.571
2018-03-30,1157.753
2018-04-30,1149.341
2018-05-31,1158.721
2018-06-29,1128.531
2018-07-31,1123.722
2018-08-31,1138.428
2018-09-28,1166.551
2018-10-31,1043.704
2018-11-30,1064.198
2018-12-31,983.928
2019-01-31,1033.617
2019-02-28,1053.288
2019-03-29,1066.551
2019-04-30,1091.036
2019-05-31,1049.247
2019-06-28,1088.415
2019-07-31,1100.07
2019-08-30,1095.659
2019-09-30,1130.899
2019-10-31,1184.446
2019-11-29,1193.008
2019-12-31,1218.337
2020-01-31,1211.935
2020-02-28,1093.969
2020-03-31,1059.779
2020-04-30,1123.786
2020-05-29,1206.868
2020-06-30,1227.578
2020-07-31,1233.994
2020-08-31,1303.31
2020-09-30,1343.738
2020-10-30,1324.089
2020-11-30,1522.58
2020-12-31,1570.068
2021-01-29,1536.424
2021-02-26,1507.463
2021-03-31,1495.041
2021-04-30,1475.909
2021-05-31,1484.57
2021-06-30,1482.384
2021-07-30,1465.763
2021-08-31,1530.693
2021-09-30,1561.027
2021-10-29,1518.279
2021-11-30,1506.097
2021-12-31,1533.897
2022-01-31,1353.649
2022-02-28,1323.327
2022-03-31,1317.694
2022-04-29,1167.536
2022-05-31,1193.679
2022-06-30,1076.217
2022-07-29,1163.438
2022-08-31,1126.312
2022-09-30,1005.214
2022-10-31,1039.564
2022-11-30,1140.829
2022-12-30,1118.412
2023-01-31,1200.638
2023-02-28,1140.89
2023-03-31,1214.467
2023-04-28,1211.194
2023-05-31,1250.595
2023-06-30,1275.542
2023-07-31,1294.744
2023-08-31,1236.962
2023-09-29,1164.705
2023-10-31,1118.33
2023-11-30,1239.903
2023-12-29,1311.6
2024-01-31,1354.335
2024-02-29,1400.894
2024-03-29,1420.514
2024-04-30,1327.32
2024-05-31,1345.712
2024-06-28,1352.444
2024-07-31,1417.704
2024-08-30,1446.999
2024-09-30,1442.215
2024-10-31,1385.94
2024-11-29,1383.857
2024-12-31,1365.665
2025-01-31,1379.224
2025-02-28,1327.203
2025-03-31,1311.451
2025-04-30,1396.883
2025-05-30,1463.737
2025-06-30,1527.767
2025-07-31,1477.742
