Date,JAPAN GROWTH Standard (Large+Mid Cap)
2002-01-02,588.495
2002-01-03,590.394
2002-01-04,608.657
2002-01-07,606.175
2002-01-08,587.332
2002-01-09,582.12
2002-01-10,571.86
2002-01-11,568.706
2002-01-14,570.347
2002-01-15,560.382
2002-01-16,561.097
2002-01-17,558.327
2002-01-18,566.311
2002-01-21,563.671
2002-01-22,544.228
2002-01-23,538.788
2002-01-24,541.105
2002-01-25,544.237
2002-01-28,554.148
2002-01-29,540.717
2002-01-30,534.483
2002-01-31,536.31
2002-02-01,523.877
2002-02-04,520.097
2002-02-05,506.648
2002-02-06,506.791
2002-02-07,520.546
2002-02-08,520.98
2002-02-11,525.619
2002-02-12,541.102
2002-02-13,543.219
2002-02-14,548.181
2002-02-15,544.525
2002-02-18,544.252
2002-02-19,529.862
2002-02-20,526.919
2002-02-21,543.766
2002-02-22,546.968
2002-02-25,543.086
2002-02-26,539.342
2002-02-27,551.134
2002-02-28,556.193
2002-03-01,569.893
2002-03-04,602.342
2002-03-05,600.947
2002-03-06,606.232
2002-03-07,635.822
2002-03-08,633.404
2002-03-11,641.8
2002-03-12,622.545
2002-03-13,606.105
2002-03-14,615.606
2002-03-15,619.482
2002-03-18,602.602
2002-03-19,616.877
2002-03-20,606.813
2002-03-21,604.309
2002-03-22,589.735
2002-03-25,587.118
2002-03-26,585.532
2002-03-27,590.974
2002-03-28,595.143
2002-03-29,582.576
2002-04-01,576.53
2002-04-02,586.957
2002-04-03,596.152
2002-04-04,603.431
2002-04-05,601.025
2002-04-08,603.821
2002-04-09,595.743
2002-04-10,602.285
2002-04-11,596.147
2002-04-12,586.987
2002-04-15,595.842
2002-04-16,604.719
2002-04-17,614.8
2002-04-18,622.842
2002-04-19,615.705
2002-04-22,627.195
2002-04-23,626.63
2002-04-24,625.477
2002-04-25,631.573
2002-04-26,626.996
2002-04-29,625.847
2002-04-30,622.323
2002-05-01,630.599
2002-05-02,625.755
2002-05-03,630.609
2002-05-06,628.628
2002-05-07,622.244
2002-05-08,625.048
2002-05-09,630.224
2002-05-10,631.773
2002-05-13,625.846
2002-05-14,619.874
2002-05-15,634.354
2002-05-16,640.825
2002-05-17,654.177
2002-05-20,660.227
2002-05-21,665.17
2002-05-22,672.368
2002-05-23,668.34
2002-05-24,670.995
2002-05-27,664.49
2002-05-28,666.451
2002-05-29,665.586
2002-05-30,670.305
2002-05-31,660.614
2002-06-03,668.85
2002-06-04,657.291
2002-06-05,654.597
2002-06-06,653.525
2002-06-07,646.322
2002-06-10,640.537
2002-06-11,637.751
2002-06-12,634.157
2002-06-13,625.561
2002-06-14,618.684
2002-06-17,603.012
2002-06-18,613.513
2002-06-19,599.895
2002-06-20,607.48
2002-06-21,601.43
2002-06-24,609.002
2002-06-25,608.691
2002-06-26,601.134
2002-06-27,606.048
2002-06-28,628.889
2002-07-01,626.44
2002-07-02,625.943
2002-07-03,633.942
2002-07-04,623.217
2002-07-05,628.781
2002-07-08,633.975
2002-07-09,646.828
2002-07-10,635.464
2002-07-11,628.315
2002-07-12,630.464
2002-07-15,620.862
2002-07-16,611.041
2002-07-17,611.386
2002-07-18,624.483
2002-07-19,612.426
2002-07-22,606.937
2002-07-23,601.863
2002-07-24,591.583
2002-07-25,587.135
2002-07-26,560.754
2002-07-29,564.627
2002-07-30,583.118
2002-07-31,577.495
2002-08-01,575.48
2002-08-02,572.923
2002-08-05,573.768
2002-08-06,555.012
2002-08-07,575.88
2002-08-08,572.164
2002-08-09,586.597
2002-08-12,580.579
2002-08-13,576.306
2002-08-14,584.526
2002-08-15,586.054
2002-08-16,587.3
2002-08-19,570.501
2002-08-20,571.879
2002-08-21,576.304
2002-08-22,580.079
2002-08-23,583.07
2002-08-26,593.827
2002-08-27,587.682
2002-08-28,580.19
2002-08-29,571.656
2002-08-30,570.848
2002-09-02,567.204
2002-09-03,556.327
2002-09-04,541.764
2002-09-05,550.873
2002-09-06,542.766
2002-09-09,549.87
2002-09-10,547.658
2002-09-11,549.653
2002-09-12,553.537
2002-09-13,540.188
2002-09-16,535.081
2002-09-17,549.201
2002-09-18,548.51
2002-09-19,553.821
2002-09-20,535.147
2002-09-23,532.92
2002-09-24,527.204
2002-09-25,521.086
2002-09-26,529.986
2002-09-27,540.402
2002-09-30,536.273
2002-10-01,522.941
2002-10-02,515.203
2002-10-03,511.792
2002-10-04,520.684
2002-10-07,499.557
2002-10-08,500.934
2002-10-09,493.05
2002-10-10,486.228
2002-10-11,493.095
2002-10-14,492.777
2002-10-15,508.422
2002-10-16,514.501
2002-10-17,514.989
2002-10-18,521.598
2002-10-21,517.274
2002-10-22,500.975
2002-10-23,507.226
2002-10-24,502.498
2002-10-25,512.778
2002-10-28,516.031
2002-10-29,513.322
2002-10-30,517.638
2002-10-31,512.75
2002-11-01,516.904
2002-11-04,515.976
2002-11-05,531.958
2002-11-06,529.646
2002-11-07,529.622
2002-11-08,524.037
2002-11-11,512.473
2002-11-12,510.464
2002-11-13,509.045
2002-11-14,502.756
2002-11-15,515.901
2002-11-18,504.195
2002-11-19,503.239
2002-11-20,504.956
2002-11-21,514.349
2002-11-22,523.87
2002-11-25,533.569
2002-11-26,529.283
2002-11-27,531.036
2002-11-28,543.592
2002-11-29,542.111
2002-12-02,531.864
2002-12-03,536.277
2002-12-04,526.395
2002-12-05,519.672
2002-12-06,522.666
2002-12-09,521.929
2002-12-10,519.543
2002-12-11,518.446
2002-12-12,519.044
2002-12-13,520.417
2002-12-16,514.309
2002-12-17,517.89
2002-12-18,507.362
2002-12-19,512.175
2002-12-20,509.314
2002-12-23,510.839
2002-12-24,516.958
2002-12-25,514.782
2002-12-26,523.893
2002-12-27,525.623
2002-12-30,528.258
2002-12-31,527.612
2003-01-01,527.612
2003-01-02,522.658
2003-01-03,522.723
2003-01-06,536.174
2003-01-07,528.804
2003-01-08,519.737
2003-01-09,521.969
2003-01-10,520.513
2003-01-13,523.117
2003-01-14,530.321
2003-01-15,535.011
2003-01-16,532.703
2003-01-17,532.298
2003-01-20,524.353
2003-01-21,528.867
2003-01-22,522.733
2003-01-23,532.946
2003-01-24,524.966
2003-01-27,513.487
2003-01-28,511.265
2003-01-29,505.141
2003-01-30,499.555
2003-01-31,494.042
2003-02-03,499.573
2003-02-04,503.424
2003-02-05,505.03
2003-02-06,501.799
2003-02-07,499.736
2003-02-10,497.509
2003-02-11,495.973
2003-02-12,504.044
2003-02-13,503.719
2003-02-14,506.591
2003-02-17,508.338
2003-02-18,509.217
2003-02-19,511.535
2003-02-20,513.344
2003-02-21,506.121
2003-02-24,510.918
2003-02-25,499.832
2003-02-26,500.064
2003-02-27,498.082
2003-02-28,495.209
2003-03-03,503.013
2003-03-04,503.459
2003-03-05,502.284
2003-03-06,493.832
2003-03-07,486.991
2003-03-10,482.858
2003-03-11,470.589
2003-03-12,477.572
2003-03-13,468.259
2003-03-14,476.556
2003-03-17,474.897
2003-03-18,477.532
2003-03-19,478.185
2003-03-20,487.046
2003-03-21,481.854
2003-03-24,500.501
2003-03-25,487.221
2003-03-26,495.757
2003-03-27,497.029
2003-03-28,490.273
2003-03-31,476.933
2003-04-01,479.33
2003-04-02,481.111
2003-04-03,478.861
2003-04-04,475.943
2003-04-07,484.625
2003-04-08,479.831
2003-04-09,475.247
2003-04-10,473.298
2003-04-11,458.099
2003-04-14,456.021
2003-04-15,463.455
2003-04-16,462.555
2003-04-17,466.837
2003-04-18,467.959
2003-04-21,469.105
2003-04-22,463.886
2003-04-23,462.481
2003-04-24,470.883
2003-04-25,458.306
2003-04-28,452.276
2003-04-29,452.898
2003-04-30,471.988
2003-05-01,473.493
2003-05-02,474.273
2003-05-05,475.392
2003-05-06,490.896
2003-05-07,499.436
2003-05-08,489.986
2003-05-09,492.386
2003-05-12,496.134
2003-05-13,494.75
2003-05-14,497.476
2003-05-15,491.179
2003-05-16,489.44
2003-05-19,485.269
2003-05-20,487.727
2003-05-21,480.979
2003-05-22,483.766
2003-05-23,493.288
2003-05-26,494.314
2003-05-27,487.604
2003-05-28,485.491
2003-05-29,496.128
2003-05-30,496.854
2003-06-02,509.399
2003-06-03,510.282
2003-06-04,510.748
2003-06-05,520.371
2003-06-06,521.941
2003-06-09,528.33
2003-06-10,525.062
2003-06-11,528.05
2003-06-12,529.783
2003-06-13,534.021
2003-06-16,525.605
2003-06-17,535.715
2003-06-18,538.24
2003-06-19,538.824
2003-06-20,541.54
2003-06-23,545.074
2003-06-24,531.19
2003-06-25,530.73
2003-06-26,525.173
2003-06-27,534.106
2003-06-30,531.061
2003-07-01,543.443
2003-07-02,565.978
2003-07-03,578.133
2003-07-04,572.418
2003-07-07,585.055
2003-07-08,591.62
2003-07-09,594.09
2003-07-10,588.37
2003-07-11,569.712
2003-07-14,578.988
2003-07-15,583.527
2003-07-16,578.202
2003-07-17,561.76
2003-07-18,560.3
2003-07-21,562.333
2003-07-22,555.991
2003-07-23,563.85
2003-07-24,564.95
2003-07-25,567.067
2003-07-28,572.164
2003-07-29,573.771
2003-07-30,556.278
2003-07-31,554.664
2003-08-01,557.738
2003-08-04,549.014
2003-08-05,544.725
2003-08-06,540.605
2003-08-07,542.381
2003-08-08,543.137
2003-08-11,554.913
2003-08-12,558.331
2003-08-13,564.667
2003-08-14,573.564
2003-08-15,571.15
2003-08-18,576.407
2003-08-19,585.72
2003-08-20,598.384
2003-08-21,606.544
2003-08-22,606.44
2003-08-25,601.958
2003-08-26,603.478
2003-08-27,601.147
2003-08-28,598.342
2003-08-29,608.763
2003-09-01,627.447
2003-09-02,630.014
2003-09-03,633.505
2003-09-04,624.438
2003-09-05,623.446
2003-09-08,625.867
2003-09-09,640.653
2003-09-10,632.499
2003-09-11,616.002
2003-09-12,625.088
2003-09-15,624.45
2003-09-16,637.837
2003-09-17,644.349
2003-09-18,653.581
2003-09-19,654.853
2003-09-22,642.234
2003-09-23,644.855
2003-09-24,646.048
2003-09-25,633.619
2003-09-26,633.776
2003-09-29,632.708
2003-09-30,632.798
2003-10-01,643.492
2003-10-02,656.62
2003-10-03,663.33
2003-10-06,664.31
2003-10-07,676.889
2003-10-08,661.118
2003-10-09,663.745
2003-10-10,678.976
2003-10-13,676.639
2003-10-14,684.312
2003-10-15,677.613
2003-10-16,688.041
2003-10-17,688.638
2003-10-20,692.328
2003-10-21,691.34
2003-10-22,684.851
2003-10-23,646.21
2003-10-24,652.062
2003-10-27,661.648
2003-10-28,668.996
2003-10-29,680.467
2003-10-30,675.451
2003-10-31,658.463
2003-11-03,650.914
2003-11-04,678.418
2003-11-05,671.704
2003-11-06,650.416
2003-11-07,660.011
2003-11-10,661.468
2003-11-11,641.777
2003-11-12,641.073
2003-11-13,653.659
2003-11-14,641.328
2003-11-17,618.68
2003-11-18,628.356
2003-11-19,607.043
2003-11-20,622.011
2003-11-21,622.326
2003-11-24,619.963
2003-11-25,625.547
2003-11-26,638.086
2003-11-27,637.913
2003-11-28,633.988
2003-12-01,650.576
2003-12-02,654.541
2003-12-03,652.288
2003-12-04,656.84
2003-12-05,653.325
2003-12-08,636.005
2003-12-09,634.541
2003-12-10,616.587
2003-12-11,623.406
2003-12-12,633.018
2003-12-15,653.198
2003-12-16,639.405
2003-12-17,630.258
2003-12-18,626.433
2003-12-19,637.71
2003-12-22,646.108
2003-12-23,646.439
2003-12-24,646.193
2003-12-25,647.143
2003-12-26,652.714
2003-12-29,659.846
2003-12-30,672.885
2003-12-31,671.41
2004-01-01,671.41
2004-01-02,672.351
2004-01-05,685.417
2004-01-06,682.002
2004-01-07,681.016
2004-01-08,687.204
2004-01-09,693.577
2004-01-12,693.187
2004-01-13,688.619
2004-01-14,692.324
2004-01-15,682.817
2004-01-16,689.799
2004-01-19,696.893
2004-01-20,699.142
2004-01-21,699.936
2004-01-22,704.506
2004-01-23,709.278
2004-01-26,701.341
2004-01-27,702.709
2004-01-28,698.476
2004-01-29,691.152
2004-01-30,689.131
2004-02-02,688.139
2004-02-03,682.222
2004-02-04,666.297
2004-02-05,667.343
2004-02-06,669.192
2004-02-09,665.826
2004-02-10,664.355
2004-02-11,664.355
2004-02-12,669.184
2004-02-13,676.411
2004-02-16,675.773
2004-02-17,681.758
2004-02-18,675.269
2004-02-19,675.342
2004-02-20,664.852
2004-02-23,675.052
2004-02-24,661.228
2004-02-25,656.379
2004-02-26,658.258
2004-02-27,675.318
2004-03-01,693.112
2004-03-02,691.21
2004-03-03,691.798
2004-03-04,689.555
2004-03-05,694.448
2004-03-08,689.027
2004-03-09,695.357
2004-03-10,689.394
2004-03-11,683.42
2004-03-12,673.221
2004-03-15,686.051
2004-03-16,694.168
2004-03-17,710.24
2004-03-18,725.491
2004-03-19,718.251
2004-03-22,713.721
2004-03-23,714.361
2004-03-24,724.798
2004-03-25,735.956
2004-03-26,754.98
2004-03-29,756.472
2004-03-30,752.824
2004-03-31,764.629
2004-04-01,764.422
2004-04-02,766.475
2004-04-05,774.114
2004-04-06,775.86
2004-04-07,780.299
2004-04-08,776.436
2004-04-09,762.6
2004-04-12,773.034
2004-04-13,772.28
2004-04-14,760.745
2004-04-15,744.282
2004-04-16,744.956
2004-04-19,735.858
2004-04-20,755.242
2004-04-21,746.341
2004-04-22,743.35
2004-04-23,755.228
2004-04-26,761.043
2004-04-27,747.09
2004-04-28,744.137
2004-04-29,742.547
2004-04-30,724.339
2004-05-03,724.052
2004-05-04,727.644
2004-05-05,735.748
2004-05-06,716.182
2004-05-07,694.303
2004-05-10,645.258
2004-05-11,647.189
2004-05-12,667.528
2004-05-13,642.7
2004-05-14,640.921
2004-05-17,620.682
2004-05-18,633.471
2004-05-19,658.751
2004-05-20,651.516
2004-05-21,672.891
2004-05-24,672.236
2004-05-25,661.91
2004-05-26,674.011
2004-05-27,679.758
2004-05-28,687.719
2004-05-31,684.215
2004-06-01,691.03
2004-06-02,682.408
2004-06-03,663.269
2004-06-04,663.103
2004-06-07,692.852
2004-06-08,698.221
2004-06-09,694.563
2004-06-10,698.441
2004-06-11,692.373
2004-06-14,683.457
2004-06-15,682.516
2004-06-16,692.706
2004-06-17,694.643
2004-06-18,687.257
2004-06-21,697.042
2004-06-22,690.345
2004-06-23,687.415
2004-06-24,709.155
2004-06-25,708.751
2004-06-28,716.517
2004-06-29,712.661
2004-06-30,709.111
2004-07-01,711.996
2004-07-02,700.103
2004-07-05,685.467
2004-07-06,681.329
2004-07-07,681.06
2004-07-08,675.281
2004-07-09,684.76
2004-07-12,692.166
2004-07-13,686.968
2004-07-14,681.157
2004-07-15,679.967
2004-07-16,684.357
2004-07-19,686.981
2004-07-20,677.722
2004-07-21,676.762
2004-07-22,673.482
2004-07-23,660.485
2004-07-26,657.15
2004-07-27,645.061
2004-07-28,650.307
2004-07-29,639.361
2004-07-30,653.087
2004-08-02,654.522
2004-08-03,650.325
2004-08-04,639.345
2004-08-05,638.687
2004-08-06,641.146
2004-08-09,633.764
2004-08-10,636.506
2004-08-11,644.678
2004-08-12,641.225
2004-08-13,629.495
2004-08-16,622.136
2004-08-17,630.683
2004-08-18,638.216
2004-08-19,650.678
2004-08-20,653.036
2004-08-23,655.722
2004-08-24,657.62
2004-08-25,658.338
2004-08-26,661.701
2004-08-27,666.961
2004-08-30,664.998
2004-08-31,661.341
2004-09-01,665.11
2004-09-02,667.914
2004-09-03,654.356
2004-09-06,666.152
2004-09-07,672.308
2004-09-08,672.231
2004-09-09,662.539
2004-09-10,660.408
2004-09-13,665.087
2004-09-14,669.939
2004-09-15,657.004
2004-09-16,655.502
2004-09-17,649.775
2004-09-20,651.016
2004-09-21,650.02
2004-09-22,644.503
2004-09-23,646.284
2004-09-24,635.262
2004-09-27,631.474
2004-09-28,627.054
2004-09-29,628.889
2004-09-30,641.103
2004-10-01,649.248
2004-10-04,662.064
2004-10-05,661.295
2004-10-06,665.771
2004-10-07,662.506
2004-10-08,669.292
2004-10-11,672.509
2004-10-12,660.927
2004-10-13,658.957
2004-10-14,654.13
2004-10-15,653.9
2004-10-18,649.779
2004-10-19,659.204
2004-10-20,650.8
2004-10-21,650.365
2004-10-22,654.537
2004-10-25,650.599
2004-10-26,651.347
2004-10-27,654.335
2004-10-28,667.069
2004-10-29,661.857
2004-11-01,656.203
2004-11-02,667.991
2004-11-03,668.558
2004-11-04,674.134
2004-11-05,682.694
2004-11-08,678.812
2004-11-09,674.658
2004-11-10,666.347
2004-11-11,662.135
2004-11-12,678.121
2004-11-15,693.079
2004-11-16,692.922
2004-11-17,698.162
2004-11-18,696.564
2004-11-19,705.883
2004-11-22,690.677
2004-11-23,688.543
2004-11-24,693.353
2004-11-25,697.452
2004-11-26,694.152
2004-11-29,705.062
2004-11-30,700.715
2004-12-01,692.934
2004-12-02,703.339
2004-12-03,713.057
2004-12-06,708.304
2004-12-07,699.025
2004-12-08,690.875
2004-12-09,679.376
2004-12-10,672.69
2004-12-13,679.564
2004-12-14,683.579
2004-12-15,694.651
2004-12-16,693.193
2004-12-17,698.591
2004-12-20,701.561
2004-12-21,701.856
2004-12-22,709.688
2004-12-23,712.907
2004-12-24,720.669
2004-12-27,724.802
2004-12-28,729.478
2004-12-29,721.704
2004-12-30,736.493
2004-12-31,740.554
2005-01-03,737.638
2005-01-04,729.096
2005-01-05,725.407
2005-01-06,719.068
2005-01-07,717.057
2005-01-10,719.631
2005-01-11,731.218
2005-01-12,734.019
2005-01-13,728.706
2005-01-14,730.919
2005-01-17,736.297
2005-01-18,729.964
2005-01-19,728.726
2005-01-20,716.388
2005-01-21,712.893
2005-01-24,720.626
2005-01-25,710.043
2005-01-26,722.19
2005-01-27,717.233
2005-01-28,714.687
2005-01-31,718.488
2005-02-01,715.34
2005-02-02,717.881
2005-02-03,710.445
2005-02-04,714.024
2005-02-07,715.409
2005-02-08,707.374
2005-02-09,708.388
2005-02-10,712.52
2005-02-11,711.913
2005-02-14,721.897
2005-02-15,723.899
2005-02-16,717.366
2005-02-17,713.249
2005-02-18,714.278
2005-02-21,716.13
2005-02-22,722.738
2005-02-23,708.752
2005-02-24,708.583
2005-02-25,716.215
2005-02-28,728.776
2005-03-01,728.627
2005-03-02,727.451
2005-03-03,729.311
2005-03-04,734.331
2005-03-07,734.176
2005-03-08,736.784
2005-03-09,744.406
2005-03-10,737.204
2005-03-11,741.429
2005-03-14,731.934
2005-03-15,734.073
2005-03-16,738.061
2005-03-17,730.947
2005-03-18,734.133
2005-03-21,732.945
2005-03-22,731.886
2005-03-23,721.469
2005-03-24,713.85
2005-03-25,717.402
2005-03-28,717.503
2005-03-29,704.02
2005-03-30,701.006
2005-03-31,710.15
2005-04-01,711.34
2005-04-04,702.262
2005-04-05,705.525
2005-04-06,708.715
2005-04-07,710.757
2005-04-08,711.963
2005-04-11,710.534
2005-04-12,701.437
2005-04-13,705.311
2005-04-14,695.563
2005-04-15,688.14
2005-04-18,664.175
2005-04-19,675.454
2005-04-20,680.181
2005-04-21,676.407
2005-04-22,685.8
2005-04-25,688.689
2005-04-26,683.699
2005-04-27,683.453
2005-04-28,682.742
2005-04-29,689.64
2005-05-02,691.015
2005-05-03,690.917
2005-05-04,696.65
2005-05-05,695.583
2005-05-06,705.76
2005-05-09,699.65
2005-05-10,697.467
2005-05-11,694.344
2005-05-12,685.487
2005-05-13,679.819
2005-05-16,674.64
2005-05-17,669.16
2005-05-18,668.255
2005-05-19,681.011
2005-05-20,676.238
2005-05-23,684.461
2005-05-24,684.691
2005-05-25,676.561
2005-05-26,673.813
2005-05-27,680.294
2005-05-30,686.553
2005-05-31,687.915
2005-06-01,687.209
2005-06-02,687.169
2005-06-03,690.767
2005-06-06,694.375
2005-06-07,691.456
2005-06-08,694.648
2005-06-09,681.852
2005-06-10,683.296
2005-06-13,676.166
2005-06-14,678.402
2005-06-15,683.723
2005-06-16,686.551
2005-06-17,693.577
2005-06-20,688.52
2005-06-21,694.892
2005-06-22,694.848
2005-06-23,695.506
2005-06-24,691.579
2005-06-27,683.925
2005-06-28,685.31
2005-06-29,686.691
2005-06-30,684.036
2005-07-01,681.251
2005-07-04,683.807
2005-07-05,682.381
2005-07-06,681.076
2005-07-07,679.096
2005-07-08,675.93
2005-07-11,682.266
2005-07-12,689.021
2005-07-13,680.442
2005-07-14,684.951
2005-07-15,685.581
2005-07-18,688.648
2005-07-19,679.687
2005-07-20,677.497
2005-07-21,694.815
2005-07-22,688.0
2005-07-25,683.88
2005-07-26,678.83
2005-07-27,684.241
2005-07-28,684.802
2005-07-29,688.468
2005-08-01,692.026
2005-08-02,697.169
2005-08-03,701.025
2005-08-04,696.107
2005-08-05,683.811
2005-08-08,686.525
2005-08-09,692.928
2005-08-10,715.575
2005-08-11,731.564
2005-08-12,736.874
2005-08-15,738.914
2005-08-16,742.03
2005-08-17,739.113
2005-08-18,735.966
2005-08-19,734.232
2005-08-22,754.025
2005-08-23,752.194
2005-08-24,753.379
2005-08-25,749.117
2005-08-26,754.566
2005-08-29,739.342
2005-08-30,743.526
2005-08-31,743.829
2005-09-01,754.79
2005-09-02,760.798
2005-09-05,771.157
2005-09-06,764.046
2005-09-07,761.303
2005-09-08,754.449
2005-09-09,770.733
2005-09-12,781.81
2005-09-13,777.664
2005-09-14,780.202
2005-09-15,786.497
2005-09-16,779.587
2005-09-19,780.077
2005-09-20,792.109
2005-09-21,797.999
2005-09-22,790.635
2005-09-23,786.194
2005-09-26,799.942
2005-09-27,791.095
2005-09-28,807.505
2005-09-29,825.511
2005-09-30,818.421
2005-10-03,809.43
2005-10-04,819.753
2005-10-05,817.274
2005-10-06,795.374
2005-10-07,793.272
2005-10-10,790.079
2005-10-11,810.035
2005-10-12,810.273
2005-10-13,809.066
2005-10-14,810.287
2005-10-17,800.369
2005-10-18,792.344
2005-10-19,785.017
2005-10-20,789.219
2005-10-21,789.565
2005-10-24,786.566
2005-10-25,800.801
2005-10-26,799.75
2005-10-27,812.366
2005-10-28,804.655
2005-10-31,815.142
2005-11-01,833.191
2005-11-02,834.957
2005-11-03,832.818
2005-11-04,840.869
2005-11-07,845.591
2005-11-08,848.155
