Date,PACIFIC MID GROWTH Mid Cap
2001-01-01,629.729
2001-01-02,626.947
2001-01-03,624.933
2001-01-04,619.682
2001-01-05,620.725
2001-01-08,616.757
2001-01-09,601.059
2001-01-10,590.602
2001-01-11,567.122
2001-01-12,573.944
2001-01-15,585.849
2001-01-16,599.879
2001-01-17,602.098
2001-01-18,615.697
2001-01-19,630.089
2001-01-22,627.69
2001-01-23,625.265
2001-01-24,622.841
2001-01-25,632.24
2001-01-26,626.652
2001-01-29,625.325
2001-01-30,629.273
2001-01-31,638.03
2001-02-01,644.196
2001-02-02,639.364
2001-02-05,627.219
2001-02-06,627.049
2001-02-07,621.594
2001-02-08,614.493
2001-02-09,613.975
2001-02-12,614.255
2001-02-13,611.697
2001-02-14,612.41
2001-02-15,617.675
2001-02-16,618.33
2001-02-19,606.429
2001-02-20,614.643
2001-02-21,606.339
2001-02-22,599.415
2001-02-23,605.299
2001-02-26,599.859
2001-02-27,598.126
2001-02-28,582.835
2001-03-01,573.217
2001-03-02,554.5
2001-03-05,551.593
2001-03-06,569.743
2001-03-07,574.243
2001-03-08,573.06
2001-03-09,570.1
2001-03-12,549.456
2001-03-13,535.028
2001-03-14,529.862
2001-03-15,536.297
2001-03-16,535.813
2001-03-19,539.977
2001-03-20,537.736
2001-03-21,551.874
2001-03-22,541.391
2001-03-23,558.727
2001-03-26,582.67
2001-03-27,580.188
2001-03-28,593.178
2001-03-29,571.969
2001-03-30,559.417
2001-04-02,553.938
2001-04-03,558.343
2001-04-04,556.908
2001-04-05,566.392
2001-04-06,572.792
2001-04-09,557.489
2001-04-10,554.475
2001-04-11,564.306
2001-04-12,578.03
2001-04-13,579.061
2001-04-16,574.401
2001-04-17,570.945
2001-04-18,585.776
2001-04-19,602.931
2001-04-20,600.822
2001-04-23,603.633
2001-04-24,599.825
2001-04-25,603.955
2001-04-26,609.578
2001-04-27,605.245
2001-04-30,607.921
2001-05-01,629.203
2001-05-02,635.695
2001-05-03,639.931
2001-05-04,638.5
2001-05-07,643.966
2001-05-08,637.933
2001-05-09,630.253
2001-05-10,626.973
2001-05-11,629.314
2001-05-14,618.315
2001-05-15,624.879
2001-05-16,615.929
2001-05-17,625.718
2001-05-18,621.013
2001-05-21,633.05
2001-05-22,633.516
2001-05-23,639.819
2001-05-24,638.835
2001-05-25,632.627
2001-05-28,627.253
2001-05-29,631.921
