Date,PACIFIC MID GROWTH Mid Cap
2001-05-30,618.136
2001-05-31,613.117
2001-06-01,612.61
2001-06-04,613.614
2001-06-05,609.122
2001-06-06,609.192
2001-06-07,615.244
2001-06-08,618.086
2001-06-11,611.05
2001-06-12,595.741
2001-06-13,600.182
2001-06-14,597.733
2001-06-15,589.175
2001-06-18,580.688
2001-06-19,579.186
2001-06-20,577.512
2001-06-21,581.14
2001-06-22,587.416
2001-06-25,586.107
2001-06-26,585.617
2001-06-27,580.699
2001-06-28,575.162
2001-06-29,584.283
2001-07-02,579.599
2001-07-03,581.674
2001-07-04,577.674
2001-07-05,569.612
2001-07-06,559.856
2001-07-09,551.188
2001-07-10,555.291
2001-07-11,550.055
2001-07-12,559.436
2001-07-13,558.496
2001-07-16,556.544
2001-07-17,548.831
2001-07-18,544.289
2001-07-19,546.023
2001-07-20,546.3
2001-07-23,534.064
2001-07-24,538.306
2001-07-25,541.378
2001-07-26,542.356
2001-07-27,542.822
2001-07-30,530.828
2001-07-31,541.509
2001-08-01,549.826
2001-08-02,566.664
2001-08-03,563.565
2001-08-06,561.855
2001-08-07,562.257
2001-08-08,561.503
2001-08-09,549.683
2001-08-10,552.61
2001-08-13,544.078
2001-08-14,552.73
2001-08-15,561.916
2001-08-16,552.008
2001-08-17,552.349
2001-08-20,539.54
2001-08-21,539.518
2001-08-22,540.571
2001-08-23,532.503
2001-08-24,529.569
2001-08-27,532.504
2001-08-28,529.797
2001-08-29,528.325
2001-08-30,523.387
2001-08-31,520.736
2001-09-03,508.28
2001-09-04,514.842
2001-09-05,506.91
2001-09-06,505.438
2001-09-07,504.125
2001-09-10,494.236
2001-09-11,500.187
2001-09-12,463.295
2001-09-13,468.985
2001-09-14,478.89
2001-09-17,452.422
2001-09-18,459.251
2001-09-19,468.393
2001-09-20,463.123
2001-09-21,452.255
2001-09-24,450.861
2001-09-25,460.078
2001-09-26,459.148
2001-09-27,455.727
2001-09-28,468.796
2001-10-01,470.648
2001-10-02,476.532
2001-10-03,477.306
2001-10-04,488.27
2001-10-05,491.832
2001-10-08,490.923
2001-10-09,486.345
2001-10-10,484.047
2001-10-11,491.441
2001-10-12,495.808
2001-10-15,495.046
2001-10-16,497.407
2001-10-17,506.355
2001-10-18,498.161
2001-10-19,500.502
2001-10-22,500.066
2001-10-23,505.168
2001-10-24,507.343
2001-10-25,511.172
2001-10-26,508.569
2001-10-29,506.55
2001-10-30,501.124
2001-10-31,495.956
2001-11-01,494.218
2001-11-02,494.303
2001-11-05,494.648
2001-11-06,504.726
2001-11-07,498.556
2001-11-08,502.773
2001-11-09,499.77
2001-11-12,498.033
2001-11-13,491.744
2001-11-14,496.324
2001-11-15,504.28
2001-11-16,504.612
2001-11-19,505.088
2001-11-20,501.56
2001-11-21,500.563
2001-11-22,499.339
2001-11-23,499.885
2001-11-26,509.664
2001-11-27,509.176
2001-11-28,503.475
2001-11-29,497.965
2001-11-30,498.189
2001-12-03,488.153
2001-12-04,491.069
2001-12-05,498.959
2001-12-06,503.8
2001-12-07,499.05
2001-12-10,492.529
2001-12-11,486.135
2001-12-12,495.407
2001-12-13,488.066
2001-12-14,482.453
2001-12-17,474.189
2001-12-18,474.477
2001-12-19,472.898
2001-12-20,473.015
2001-12-21,465.263
2001-12-24,464.497
2001-12-25,464.377
2001-12-26,459.767
2001-12-27,464.717
2001-12-28,470.756
2001-12-31,472.104
2002-01-01,472.104
2002-01-02,470.539
2002-01-03,472.714
2002-01-04,483.772
2002-01-07,484.617
2002-01-08,474.331
2002-01-09,472.68
2002-01-10,469.765
2002-01-11,466.909
2002-01-14,467.167
2002-01-15,457.967
2002-01-16,453.229
2002-01-17,452.024
2002-01-18,458.036
2002-01-21,459.529
2002-01-22,448.239
2002-01-23,446.853
2002-01-24,444.62
2002-01-25,450.108
2002-01-28,455.36
2002-01-29,448.178
2002-01-30,444.575
2002-01-31,442.919
2002-02-01,434.028
2002-02-04,426.79
2002-02-05,419.539
2002-02-06,422.68
2002-02-07,424.657
2002-02-08,426.281
2002-02-11,431.015
2002-02-12,441.655
2002-02-13,443.445
2002-02-14,448.05
2002-02-15,447.247
2002-02-18,447.305
2002-02-19,438.11
2002-02-20,435.623
2002-02-21,444.498
2002-02-22,445.377
2002-02-25,443.541
2002-02-26,441.659
2002-02-27,449.464
2002-02-28,452.463
2002-03-01,459.615
2002-03-04,481.669
2002-03-05,481.145
2002-03-06,484.616
2002-03-07,505.461
2002-03-08,508.301
2002-03-11,515.098
2002-03-12,504.564
2002-03-13,492.352
2002-03-14,497.315
2002-03-15,500.352
2002-03-18,493.681
2002-03-19,499.036
2002-03-20,495.833
2002-03-21,492.842
2002-03-22,483.325
2002-03-25,480.621
2002-03-26,478.696
2002-03-27,485.807
2002-03-28,485.605
2002-03-29,482.655
2002-04-01,477.563
2002-04-02,480.004
2002-04-03,486.608
2002-04-04,490.821
2002-04-05,492.699
2002-04-08,493.919
2002-04-09,488.122
2002-04-10,488.779
2002-04-11,487.521
2002-04-12,483.247
2002-04-15,489.842
2002-04-16,496.634
2002-04-17,503.117
2002-04-18,506.985
2002-04-19,504.096
2002-04-22,511.672
2002-04-23,513.29
2002-04-24,511.525
2002-04-25,515.404
2002-04-26,512.948
2002-04-29,510.669
2002-04-30,505.437
2002-05-01,511.435
2002-05-02,512.691
2002-05-03,516.063
2002-05-06,513.09
2002-05-07,504.554
2002-05-08,506.071
2002-05-09,510.028
2002-05-10,511.286
2002-05-13,506.939
2002-05-14,500.838
2002-05-15,509.589
2002-05-16,513.661
2002-05-17,522.162
2002-05-20,523.351
2002-05-21,527.257
2002-05-22,531.247
2002-05-23,528.684
2002-05-24,530.146
2002-05-27,527.855
2002-05-28,529.383
2002-05-29,527.774
2002-05-30,531.621
2002-05-31,529.055
2002-06-03,531.919
2002-06-04,525.956
2002-06-05,523.509
2002-06-06,522.541
2002-06-07,516.617
2002-06-10,515.118
2002-06-11,512.065
2002-06-12,507.11
2002-06-13,503.039
2002-06-14,498.766
2002-06-17,488.141
2002-06-18,494.393
2002-06-19,485.918
2002-06-20,492.284
2002-06-21,490.417
2002-06-24,496.261
2002-06-25,497.523
2002-06-26,489.902
2002-06-27,491.937
2002-06-28,501.728
2002-07-01,502.772
2002-07-02,501.931
2002-07-03,507.862
2002-07-04,504.813
2002-07-05,507.466
2002-07-08,512.078
2002-07-09,520.706
2002-07-10,514.022
2002-07-11,506.623
2002-07-12,509.77
2002-07-15,505.929
2002-07-16,500.355
2002-07-17,496.779
2002-07-18,502.568
2002-07-19,496.549
2002-07-22,488.493
2002-07-23,489.384
2002-07-24,483.281
2002-07-25,478.944
2002-07-26,459.337
2002-07-29,456.101
2002-07-30,464.074
2002-07-31,461.392
2002-08-01,456.922
2002-08-02,451.451
2002-08-05,446.158
2002-08-06,430.275
2002-08-07,444.571
2002-08-08,442.766
2002-08-09,452.068
2002-08-12,447.576
2002-08-13,446.53
2002-08-14,454.784
2002-08-15,458.11
2002-08-16,461.215
2002-08-19,452.984
2002-08-20,455.891
2002-08-21,458.259
2002-08-22,458.787
2002-08-23,462.45
2002-08-26,467.088
2002-08-27,466.322
2002-08-28,461.621
2002-08-29,455.066
2002-08-30,456.174
2002-09-02,452.456
2002-09-03,446.652
2002-09-04,438.608
2002-09-05,441.28
2002-09-06,435.977
2002-09-09,439.452
2002-09-10,438.714
2002-09-11,441.183
2002-09-12,443.013
2002-09-13,436.521
2002-09-16,432.06
2002-09-17,438.961
2002-09-18,438.219
2002-09-19,439.622
2002-09-20,426.802
2002-09-23,423.805
2002-09-24,420.013
2002-09-25,417.345
2002-09-26,420.562
2002-09-27,425.731
2002-09-30,423.876
2002-10-01,414.621
2002-10-02,409.281
2002-10-03,403.791
2002-10-04,404.689
2002-10-07,391.124
2002-10-08,392.319
2002-10-09,387.291
2002-10-10,381.229
2002-10-11,386.486
2002-10-14,386.235
2002-10-15,398.499
2002-10-16,402.689
2002-10-17,403.008
2002-10-18,406.908
2002-10-21,406.369
2002-10-22,396.339
2002-10-23,400.123
2002-10-24,397.49
2002-10-25,401.797
2002-10-28,405.447
2002-10-29,405.714
2002-10-30,405.612
2002-10-31,404.793
2002-11-01,403.856
2002-11-04,406.445
2002-11-05,417.212
2002-11-06,417.043
2002-11-07,419.09
2002-11-08,414.863
2002-11-11,405.418
2002-11-12,404.675
2002-11-13,401.913
2002-11-14,400.137
2002-11-15,405.283
2002-11-18,398.31
2002-11-19,395.836
2002-11-20,393.77
2002-11-21,400.861
2002-11-22,409.08
2002-11-25,415.464
2002-11-26,413.495
2002-11-27,415.83
2002-11-28,425.488
2002-11-29,426.859
2002-12-02,422.083
2002-12-03,422.318
2002-12-04,411.567
2002-12-05,407.785
2002-12-06,408.007
2002-12-09,406.301
2002-12-10,404.666
2002-12-11,403.218
2002-12-12,404.468
2002-12-13,406.702
2002-12-16,399.643
2002-12-17,403.809
2002-12-18,396.523
2002-12-19,400.11
2002-12-20,399.582
2002-12-23,402.358
2002-12-24,403.736
2002-12-25,402.926
2002-12-26,410.008
2002-12-27,412.649
2002-12-30,412.466
2002-12-31,412.979
2003-01-01,412.979
2003-01-02,410.961
2003-01-03,413.027
2003-01-06,423.617
2003-01-07,417.404
2003-01-08,412.839
2003-01-09,412.423
2003-01-10,412.806
2003-01-13,415.834
2003-01-14,423.105
2003-01-15,426.186
2003-01-16,424.555
2003-01-17,424.182
2003-01-20,418.573
2003-01-21,420.083
2003-01-22,415.145
2003-01-23,422.125
2003-01-24,420.76
2003-01-27,413.87
2003-01-28,410.876
2003-01-29,405.178
2003-01-30,400.786
2003-01-31,399.392
2003-02-03,402.402
2003-02-04,407.39
2003-02-05,408.032
2003-02-06,406.641
2003-02-07,404.722
2003-02-10,402.04
2003-02-11,400.156
2003-02-12,406.329
2003-02-13,405.54
2003-02-14,406.012
2003-02-17,410.194
2003-02-18,413.176
2003-02-19,414.112
2003-02-20,411.777
2003-02-21,407.248
2003-02-24,409.687
2003-02-25,403.209
2003-02-26,404.544
2003-02-27,404.184
2003-02-28,404.509
2003-03-03,408.837
2003-03-04,407.976
2003-03-05,408.523
2003-03-06,405.606
2003-03-07,399.68
2003-03-10,393.613
2003-03-11,386.536
2003-03-12,388.211
2003-03-13,385.572
2003-03-14,387.522
2003-03-17,383.099
2003-03-18,388.108
2003-03-19,389.535
2003-03-20,393.902
2003-03-21,390.758
2003-03-24,399.805
2003-03-25,396.34
2003-03-26,401.3
2003-03-27,400.992
2003-03-28,397.014
2003-03-31,390.52
2003-04-01,391.662
2003-04-02,393.667
2003-04-03,392.343
2003-04-04,396.502
2003-04-07,401.725
2003-04-08,399.066
2003-04-09,396.406
2003-04-10,397.92
2003-04-11,395.144
2003-04-14,393.044
2003-04-15,397.71
2003-04-16,399.603
2003-04-17,400.653
2003-04-18,401.456
2003-04-21,401.484
2003-04-22,398.535
2003-04-23,398.175
2003-04-24,398.918
2003-04-25,394.904
2003-04-28,393.382
2003-04-29,396.958
2003-04-30,406.822
2003-05-01,411.429
2003-05-02,411.874
2003-05-05,413.736
2003-05-06,420.411
2003-05-07,424.69
2003-05-08,421.819
2003-05-09,423.852
2003-05-12,426.481
2003-05-13,426.212
2003-05-14,426.061
2003-05-15,420.973
2003-05-16,423.152
2003-05-19,417.967
2003-05-20,418.423
2003-05-21,416.717
2003-05-22,417.571
2003-05-23,424.092
2003-05-26,426.404
2003-05-27,421.934
2003-05-28,421.259
2003-05-29,425.676
2003-05-30,423.199
2003-06-02,430.334
2003-06-03,430.21
2003-06-04,430.734
2003-06-05,436.124
2003-06-06,436.44
2003-06-09,439.855
2003-06-10,440.732
2003-06-11,443.443
2003-06-12,443.793
2003-06-13,447.433
2003-06-16,444.105
2003-06-17,449.181
2003-06-18,448.486
2003-06-19,448.83
2003-06-20,451.616
2003-06-23,452.424
2003-06-24,445.486
2003-06-25,450.014
2003-06-26,445.195
2003-06-27,450.924
2003-06-30,449.443
2003-07-01,457.731
2003-07-02,467.277
2003-07-03,473.378
2003-07-04,469.94
2003-07-07,476.465
2003-07-08,478.532
2003-07-09,482.448
2003-07-10,480.534
2003-07-11,470.186
2003-07-14,477.359
2003-07-15,478.865
2003-07-16,476.088
2003-07-17,467.757
2003-07-18,467.019
2003-07-21,468.884
2003-07-22,464.679
2003-07-23,472.18
2003-07-24,475.336
2003-07-25,476.443
2003-07-28,481.479
2003-07-29,480.345
2003-07-30,470.573
2003-07-31,466.694
2003-08-01,468.39
2003-08-04,464.541
2003-08-05,462.781
2003-08-06,460.805
2003-08-07,464.014
2003-08-08,464.932
2003-08-11,472.451
2003-08-12,477.237
2003-08-13,482.398
2003-08-14,486.292
2003-08-15,485.792
2003-08-18,490.298
2003-08-19,496.092
2003-08-20,505.2
2003-08-21,510.122
2003-08-22,510.763
2003-08-25,511.014
2003-08-26,509.106
2003-08-27,505.347
2003-08-28,506.344
2003-08-29,515.581
2003-09-01,527.739
2003-09-02,529.636
2003-09-03,532.039
2003-09-04,529.172
2003-09-05,525.461
2003-09-08,528.721
2003-09-09,536.759
2003-09-10,532.031
2003-09-11,523.783
2003-09-12,530.305
2003-09-15,531.05
2003-09-16,537.966
2003-09-17,540.75
2003-09-18,547.683
2003-09-19,551.032
2003-09-22,546.04
2003-09-23,548.404
2003-09-24,551.928
2003-09-25,544.754
2003-09-26,544.329
2003-09-29,544.483
2003-09-30,547.336
2003-10-01,553.591
2003-10-02,567.456
2003-10-03,573.066
2003-10-06,573.909
2003-10-07,582.589
2003-10-08,574.97
2003-10-09,576.303
2003-10-10,585.526
2003-10-13,584.99
2003-10-14,589.318
2003-10-15,589.739
2003-10-16,598.795
2003-10-17,604.914
2003-10-20,605.451
2003-10-21,603.677
2003-10-22,600.497
2003-10-23,571.13
2003-10-24,574.836
2003-10-27,583.197
2003-10-28,589.409
2003-10-29,600.232
2003-10-30,597.76
2003-10-31,590.321
2003-11-03,584.864
2003-11-04,602.894
2003-11-05,599.666
2003-11-06,587.595
2003-11-07,590.407
2003-11-10,592.52
2003-11-11,576.422
2003-11-12,573.272
2003-11-13,582.726
2003-11-14,573.28
2003-11-17,550.639
2003-11-18,556.957
2003-11-19,545.987
2003-11-20,553.233
2003-11-21,553.724
2003-11-24,551.387
2003-11-25,557.768
2003-11-26,570.077
2003-11-27,569.577
2003-11-28,566.177
2003-12-01,576.951
2003-12-02,584.267
2003-12-03,583.745
2003-12-04,585.002
2003-12-05,584.462
2003-12-08,574.832
2003-12-09,573.832
2003-12-10,565.836
2003-12-11,568.057
2003-12-12,575.876
2003-12-15,587.214
2003-12-16,580.537
2003-12-17,575.757
2003-12-18,573.16
2003-12-19,578.046
2003-12-22,583.397
2003-12-23,583.883
2003-12-24,585.33
2003-12-25,586.716
2003-12-26,589.415
2003-12-29,594.498
2003-12-30,602.82
2003-12-31,603.482
2004-01-01,603.482
2004-01-02,605.441
2004-01-05,616.569
2004-01-06,617.873
2004-01-07,617.672
2004-01-08,619.317
2004-01-09,623.321
2004-01-12,621.385
2004-01-13,617.927
2004-01-14,619.805
2004-01-15,611.431
2004-01-16,612.825
2004-01-19,617.497
2004-01-20,624.165
2004-01-21,625.528
2004-01-22,627.95
2004-01-23,630.209
2004-01-26,627.587
2004-01-27,628.748
2004-01-28,620.967
2004-01-29,609.445
2004-01-30,611.578
2004-02-02,612.67
2004-02-03,612.108
2004-02-04,602.704
2004-02-05,603.494
2004-02-06,608.373
2004-02-09,610.082
2004-02-10,608.706
2004-02-11,609.196
2004-02-12,614.548
2004-02-13,618.505
2004-02-16,619.544
2004-02-17,622.662
2004-02-18,622.761
2004-02-19,617.022
2004-02-20,606.656
2004-02-23,611.122
2004-02-24,605.27
2004-02-25,601.422
2004-02-26,602.105
2004-02-27,612.868
2004-03-01,626.452
2004-03-02,623.824
2004-03-03,619.735
2004-03-04,620.469
2004-03-05,624.63
2004-03-08,619.998
2004-03-09,622.526
2004-03-10,617.218
2004-03-11,611.603
2004-03-12,606.037
2004-03-15,614.478
2004-03-16,622.755
2004-03-17,634.983
2004-03-18,645.333
2004-03-19,641.221
2004-03-22,637.632
2004-03-23,636.579
2004-03-24,643.306
2004-03-25,648.592
2004-03-26,657.983
2004-03-29,662.377
2004-03-30,661.675
2004-03-31,672.034
2004-04-01,677.346
2004-04-02,679.699
2004-04-05,680.042
2004-04-06,680.743
2004-04-07,686.541
2004-04-08,686.478
2004-04-09,678.318
2004-04-12,686.337
2004-04-13,685.279
2004-04-14,671.565
2004-04-15,658.688
2004-04-16,662.594
2004-04-19,656.963
2004-04-20,664.52
2004-04-21,660.015
2004-04-22,657.329
2004-04-23,664.337
2004-04-26,666.264
2004-04-27,658.931
2004-04-28,656.028
2004-04-29,650.579
2004-04-30,640.793
2004-05-03,639.04
2004-05-04,645.451
2004-05-05,649.664
2004-05-06,637.599
2004-05-07,617.344
2004-05-10,578.977
2004-05-11,580.757
2004-05-12,596.916
2004-05-13,578.837
2004-05-14,574.36
2004-05-17,557.271
2004-05-18,567.226
2004-05-19,591.258
2004-05-20,586.146
2004-05-21,599.546
2004-05-24,601.12
2004-05-25,598.02
2004-05-26,608.455
2004-05-27,615.256
2004-05-28,623.321
2004-05-31,623.165
2004-06-01,627.877
2004-06-02,623.012
2004-06-03,608.241
2004-06-04,610.893
2004-06-07,631.773
2004-06-08,635.962
2004-06-09,635.279
2004-06-10,638.815
2004-06-11,634.67
2004-06-14,629.84
2004-06-15,627.855
2004-06-16,637.226
2004-06-17,639.268
2004-06-18,635.494
2004-06-21,641.559
2004-06-22,637.909
2004-06-23,640.429
2004-06-24,654.263
2004-06-25,654.253
2004-06-28,662.754
2004-06-29,658.64
2004-06-30,659.593
2004-07-01,664.041
2004-07-02,657.76
2004-07-05,644.822
2004-07-06,642.105
2004-07-07,643.34
2004-07-08,639.298
2004-07-09,648.698
2004-07-12,656.509
2004-07-13,651.611
2004-07-14,640.213
2004-07-15,636.468
2004-07-16,644.254
2004-07-19,646.915
2004-07-20,639.726
2004-07-21,637.373
2004-07-22,631.56
2004-07-23,624.819
2004-07-26,621.212
2004-07-27,611.94
2004-07-28,614.266
2004-07-29,605.636
2004-07-30,617.135
2004-08-02,619.379
2004-08-03,615.79
2004-08-04,605.84
2004-08-05,609.767
2004-08-06,614.489
2004-08-09,609.234
2004-08-10,611.788
2004-08-11,614.6
2004-08-12,613.581
2004-08-13,605.016
2004-08-16,598.666
2004-08-17,602.376
2004-08-18,605.618
2004-08-19,615.368
2004-08-20,617.172
2004-08-23,619.378
2004-08-24,617.417
2004-08-25,622.266
2004-08-26,625.913
2004-08-27,628.556
2004-08-30,627.246
2004-08-31,626.547
2004-09-01,631.408
2004-09-02,633.102
2004-09-03,623.609
2004-09-06,632.332
2004-09-07,636.63
2004-09-08,636.559
2004-09-09,628.742
2004-09-10,629.154
2004-09-13,631.39
2004-09-14,636.956
2004-09-15,626.164
2004-09-16,627.681
2004-09-17,624.699
2004-09-20,625.904
2004-09-21,624.463
2004-09-22,621.666
2004-09-23,623.515
2004-09-24,617.397
2004-09-27,614.14
2004-09-28,611.108
2004-09-29,613.975
2004-09-30,622.835
2004-10-01,627.552
2004-10-04,635.674
2004-10-05,636.78
2004-10-06,639.045
2004-10-07,639.252
2004-10-08,644.009
2004-10-11,645.358
2004-10-12,636.572
2004-10-13,634.506
2004-10-14,629.29
2004-10-15,629.823
2004-10-18,627.464
2004-10-19,636.261
2004-10-20,631.441
2004-10-21,632.174
2004-10-22,635.27
2004-10-25,632.087
2004-10-26,630.6
2004-10-27,632.711
2004-10-28,643.209
2004-10-29,639.602
2004-11-01,637.768
2004-11-02,648.913
2004-11-03,652.084
2004-11-04,657.924
2004-11-05,665.623
2004-11-08,661.781
2004-11-09,662.323
2004-11-10,657.106
2004-11-11,653.301
2004-11-12,664.861
2004-11-15,675.723
2004-11-16,674.355
2004-11-17,679.922
2004-11-18,677.853
2004-11-19,686.179
2004-11-22,675.003
2004-11-23,676.105
2004-11-24,682.94
2004-11-25,688.283
2004-11-26,683.802
2004-11-29,689.847
2004-11-30,685.389
2004-12-01,677.696
2004-12-02,686.098
2004-12-03,691.051
2004-12-06,686.852
2004-12-07,681.303
2004-12-08,666.57
2004-12-09,657.479
2004-12-10,652.954
2004-12-13,657.458
2004-12-14,660.476
2004-12-15,670.89
2004-12-16,668.87
2004-12-17,675.688
2004-12-20,679.932
2004-12-21,681.231
2004-12-22,687.2
2004-12-23,689.953
2004-12-24,698.093
2004-12-27,701.851
2004-12-28,704.876
2004-12-29,700.018
2004-12-30,709.952
2004-12-31,714.37
2005-01-03,711.352
2005-01-04,702.841
2005-01-05,698.648
2005-01-06,694.52
2005-01-07,694.5
2005-01-10,695.845
2005-01-11,705.073
2005-01-12,711.615
2005-01-13,708.555
2005-01-14,708.899
2005-01-17,716.566
2005-01-18,710.874
2005-01-19,711.057
2005-01-20,699.992
2005-01-21,699.654
2005-01-24,707.042
2005-01-25,701.055
2005-01-26,713.07
2005-01-27,708.67
2005-01-28,706.198
2005-01-31,712.082
2005-02-01,708.116
2005-02-02,710.404
2005-02-03,705.594
2005-02-04,710.223
2005-02-07,713.264
2005-02-08,702.815
2005-02-09,701.214
2005-02-10,703.457
2005-02-11,704.581
2005-02-14,711.484
2005-02-15,712.572
2005-02-16,705.176
2005-02-17,706.051
2005-02-18,707.288
2005-02-21,709.322
2005-02-22,713.208
2005-02-23,704.493
2005-02-24,706.028
2005-02-25,712.174
2005-02-28,723.205
2005-03-01,724.733
2005-03-02,725.679
2005-03-03,727.634
2005-03-04,731.947
2005-03-07,730.765
2005-03-08,732.711
2005-03-09,738.423
2005-03-10,733.205
2005-03-11,737.714
2005-03-14,729.738
2005-03-15,731.637
2005-03-16,737.45
2005-03-17,732.511
2005-03-18,735.756
2005-03-21,735.322
2005-03-22,735.002
2005-03-23,719.457
2005-03-24,715.889
2005-03-25,716.0
2005-03-28,715.3
2005-03-29,703.503
2005-03-30,700.004
2005-03-31,711.108
2005-04-01,711.262
2005-04-04,702.555
2005-04-05,705.723
2005-04-06,706.959
2005-04-07,709.296
2005-04-08,711.227
2005-04-11,710.079
2005-04-12,704.635
2005-04-13,709.732
2005-04-14,698.503
2005-04-15,689.146
2005-04-18,667.574
2005-04-19,679.104
2005-04-20,683.765
2005-04-21,678.907
2005-04-22,692.079
2005-04-25,692.319
2005-04-26,689.485
2005-04-27,687.069
2005-04-28,688.516
2005-04-29,694.248
2005-05-02,694.052
2005-05-03,692.867
2005-05-04,696.16
2005-05-05,697.053
2005-05-06,700.419
2005-05-09,697.446
2005-05-10,694.896
2005-05-11,693.757
2005-05-12,686.101
2005-05-13,680.102
2005-05-16,672.864
2005-05-17,664.289
2005-05-18,664.558
2005-05-19,673.812
2005-05-20,669.203
2005-05-23,675.909
2005-05-24,677.48
2005-05-25,670.473
2005-05-26,665.831
2005-05-27,670.384
2005-05-30,674.49
2005-05-31,677.436
2005-06-01,675.691
2005-06-02,678.807
2005-06-03,682.183
2005-06-06,687.329
2005-06-07,685.734
2005-06-08,690.173
2005-06-09,681.603
2005-06-10,684.659
2005-06-13,678.301
2005-06-14,681.357
2005-06-15,686.311
2005-06-16,689.803
2005-06-17,699.332
2005-06-20,698.392
2005-06-21,701.364
2005-06-22,701.181
2005-06-23,701.283
2005-06-24,697.723
2005-06-27,691.87
2005-06-28,697.719
2005-06-29,696.743
2005-06-30,694.449
2005-07-01,690.506
2005-07-04,692.978
2005-07-05,689.209
2005-07-06,688.312
2005-07-07,684.639
2005-07-08,682.012
2005-07-11,688.883
2005-07-12,695.628
2005-07-13,688.564
2005-07-14,691.894
2005-07-15,691.506
2005-07-18,695.806
2005-07-19,689.966
2005-07-20,690.049
2005-07-21,706.262
2005-07-22,702.449
2005-07-25,701.616
2005-07-26,698.19
2005-07-27,701.532
2005-07-28,702.591
2005-07-29,705.899
2005-08-01,709.589
2005-08-02,714.029
2005-08-03,715.245
2005-08-04,710.734
2005-08-05,698.831
2005-08-08,703.187
2005-08-09,706.707
2005-08-10,723.819
2005-08-11,737.594
2005-08-12,739.88
2005-08-15,739.899
2005-08-16,745.309
2005-08-17,742.296
2005-08-18,736.635
2005-08-19,734.158
2005-08-22,751.306
2005-08-23,749.535
2005-08-24,746.031
2005-08-25,743.202
2005-08-26,747.99
2005-08-29,735.202
2005-08-30,736.376
2005-08-31,737.338
2005-09-01,751.801
2005-09-02,755.811
2005-09-05,763.228
2005-09-06,757.077
2005-09-07,754.569
2005-09-08,748.686
2005-09-09,759.708
2005-09-12,767.681
2005-09-13,766.051
2005-09-14,771.032
2005-09-15,774.788
2005-09-16,770.751
2005-09-19,770.255
2005-09-20,780.13
2005-09-21,782.736
2005-09-22,777.64
2005-09-23,774.256
2005-09-26,787.129
2005-09-27,778.413
2005-09-28,787.844
2005-09-29,799.136
2005-09-30,796.623
2005-10-03,786.733
2005-10-04,793.349
2005-10-05,785.355
2005-10-06,769.651
2005-10-07,769.707
2005-10-10,769.075
2005-10-11,779.313
2005-10-12,778.158
2005-10-13,770.916
2005-10-14,773.158
2005-10-17,768.372
2005-10-18,762.217
2005-10-19,750.501
2005-10-20,754.249
2005-10-21,755.358
2005-10-24,754.761
2005-10-25,767.195
2005-10-26,771.583
2005-10-27,786.081
2005-10-28,779.02
2005-10-31,791.061
2005-11-01,802.497
2005-11-02,799.118
2005-11-03,798.474
2005-11-04,800.788
2005-11-07,803.193
2005-11-08,807.906
2005-11-09,807.152
