Date,ISRAEL Standard (Large+Mid Cap)
2001-05-18,75.903
2001-05-21,78.664
2001-05-22,79.673
2001-05-23,77.784
2001-05-24,79.039
2001-05-25,78.383
2001-05-28,78.299
2001-05-29,77.503
2001-05-30,74.821
2001-05-31,74.704
2001-06-01,75.152
2001-06-04,72.828
2001-06-05,72.633
2001-06-06,73.589
2001-06-07,74.499
2001-06-08,74.025
2001-06-11,71.826
2001-06-12,71.028
2001-06-13,70.678
2001-06-14,70.854
2001-06-15,70.965
2001-06-18,70.531
2001-06-19,71.327
2001-06-20,72.169
2001-06-21,71.875
2001-06-22,71.877
2001-06-25,71.829
2001-06-26,72.753
2001-06-27,74.15
2001-06-28,73.815
2001-06-29,74.144
2001-07-02,74.705
2001-07-03,71.736
2001-07-04,71.749
2001-07-05,71.49
2001-07-06,70.693
2001-07-09,70.913
2001-07-10,70.73
2001-07-11,69.104
2001-07-12,72.4
2001-07-13,71.412
2001-07-16,70.971
2001-07-17,71.841
2001-07-18,69.836
2001-07-19,70.702
2001-07-20,68.907
2001-07-23,69.647
2001-07-24,69.913
2001-07-25,70.883
2001-07-26,73.02
2001-07-27,74.036
2001-07-30,73.763
2001-07-31,74.195
2001-08-01,75.23
2001-08-02,74.945
2001-08-03,73.975
2001-08-06,73.994
2001-08-07,73.069
2001-08-08,72.486
2001-08-09,72.11
2001-08-10,71.592
2001-08-13,72.551
2001-08-14,71.808
2001-08-15,70.682
2001-08-16,70.701
2001-08-17,69.818
2001-08-20,69.185
2001-08-21,69.175
2001-08-22,69.427
2001-08-23,68.197
2001-08-24,69.041
2001-08-27,69.35
2001-08-28,68.046
2001-08-29,67.144
2001-08-30,66.093
2001-08-31,66.195
2001-09-03,65.778
2001-09-04,64.534
2001-09-05,64.432
2001-09-06,64.0
2001-09-07,64.187
2001-09-10,64.183
2001-09-11,62.296
2001-09-12,61.594
2001-09-13,62.308
2001-09-14,62.335
2001-09-17,60.758
2001-09-18,60.194
2001-09-19,59.342
2001-09-20,55.744
2001-09-21,54.748
2001-09-24,55.624
2001-09-25,54.587
2001-09-26,53.576
2001-09-27,53.181
2001-09-28,53.86
2001-10-01,53.865
2001-10-02,54.693
2001-10-03,55.992
2001-10-04,56.793
2001-10-05,56.77
2001-10-08,57.427
2001-10-09,56.889
2001-10-10,58.32
2001-10-11,60.732
2001-10-12,60.626
2001-10-15,59.198
2001-10-16,61.284
2001-10-17,59.629
2001-10-18,60.261
2001-10-19,59.516
2001-10-22,60.205
2001-10-23,60.053
2001-10-24,60.471
2001-10-25,60.632
2001-10-26,60.276
2001-10-29,59.575
2001-10-30,58.505
2001-10-31,58.576
2001-11-01,58.778
2001-11-02,58.795
2001-11-05,61.057
2001-11-06,61.572
2001-11-07,61.236
2001-11-08,61.592
2001-11-09,62.517
2001-11-12,63.207
2001-11-13,65.714
2001-11-14,64.817
2001-11-15,64.497
2001-11-16,64.047
2001-11-19,65.899
2001-11-20,63.892
2001-11-21,64.041
2001-11-22,64.404
2001-11-23,64.359
2001-11-26,65.399
2001-11-27,65.601
2001-11-28,64.913
2001-11-29,65.907
2001-11-30,65.147
2001-12-03,63.173
2001-12-04,64.52
2001-12-05,66.34
2001-12-06,66.375
2001-12-07,65.81
2001-12-10,65.93
2001-12-11,66.465
2001-12-12,67.182
2001-12-13,66.103
2001-12-14,65.211
2001-12-17,67.392
2001-12-18,68.134
2001-12-19,67.205
2001-12-20,65.269
2001-12-21,65.325
2001-12-24,67.013
2001-12-25,67.497
2001-12-26,68.323
2001-12-27,68.197
2001-12-28,68.479
2001-12-31,68.57
2002-01-01,69.192
2002-01-02,70.342
2002-01-03,71.308
2002-01-04,72.365
2002-01-07,73.687
2002-01-08,73.117
2002-01-09,73.259
2002-01-10,72.357
2002-01-11,72.328
2002-01-14,71.365
2002-01-15,68.159
2002-01-16,65.867
2002-01-17,65.572
2002-01-18,66.087
2002-01-21,65.325
2002-01-22,64.939
2002-01-23,64.237
2002-01-24,65.571
2002-01-25,64.792
2002-01-28,64.312
2002-01-29,63.688
2002-01-30,62.671
2002-01-31,65.174
2002-02-01,64.93
2002-02-04,63.987
2002-02-05,62.484
2002-02-06,62.148
2002-02-07,61.235
2002-02-08,62.019
2002-02-11,59.867
2002-02-12,59.791
2002-02-13,60.737
2002-02-14,60.201
2002-02-15,59.884
2002-02-18,58.619
2002-02-19,57.127
2002-02-20,57.399
2002-02-21,56.547
2002-02-22,56.95
2002-02-25,57.967
2002-02-26,58.676
2002-02-27,58.649
2002-02-28,57.262
2002-03-01,58.162
2002-03-04,60.355
2002-03-05,59.794
2002-03-06,58.874
2002-03-07,59.661
2002-03-08,60.398
2002-03-11,61.162
2002-03-12,59.435
2002-03-13,58.655
2002-03-14,59.086
2002-03-15,58.446
2002-03-18,60.656
2002-03-19,60.384
2002-03-20,58.798
2002-03-21,59.452
2002-03-22,58.772
2002-03-25,58.727
2002-03-26,57.806
2002-03-27,57.642
2002-03-28,57.307
2002-03-29,57.307
2002-04-01,54.172
2002-04-02,53.465
2002-04-03,53.14
2002-04-04,50.362
2002-04-05,50.586
2002-04-08,51.049
2002-04-09,50.31
2002-04-10,50.841
2002-04-11,50.577
2002-04-12,50.467
2002-04-15,50.702
2002-04-16,50.829
2002-04-17,50.443
2002-04-18,50.953
2002-04-19,50.866
2002-04-22,50.462
2002-04-23,49.399
2002-04-24,48.332
2002-04-25,48.252
2002-04-26,47.587
2002-04-29,46.992
2002-04-30,47.285
2002-05-01,47.491
2002-05-02,48.054
2002-05-03,47.935
2002-05-06,48.034
2002-05-07,48.72
2002-05-08,49.586
2002-05-09,48.62
2002-05-10,48.204
2002-05-13,48.788
2002-05-14,50.637
2002-05-15,50.361
2002-05-16,50.711
2002-05-17,50.932
2002-05-20,51.379
2002-05-21,51.352
2002-05-22,50.611
2002-05-23,50.705
2002-05-24,50.662
2002-05-27,50.835
2002-05-28,50.374
2002-05-29,49.716
2002-05-30,49.798
2002-05-31,49.679
2002-06-03,49.944
2002-06-04,50.424
2002-06-05,49.902
2002-06-06,49.386
2002-06-07,49.041
2002-06-10,48.396
2002-06-11,47.489
2002-06-12,46.89
2002-06-13,47.287
2002-06-14,47.242
2002-06-17,47.937
2002-06-18,48.028
2002-06-19,47.287
2002-06-20,46.138
2002-06-21,46.044
2002-06-24,45.253
2002-06-25,45.905
2002-06-26,45.348
2002-06-27,46.975
2002-06-28,47.563
2002-07-01,46.89
2002-07-02,46.363
2002-07-03,47.079
2002-07-04,47.034
2002-07-05,47.01
2002-07-08,47.266
2002-07-09,47.579
2002-07-10,47.336
2002-07-11,45.456
2002-07-12,45.651
2002-07-15,47.77
2002-07-16,47.626
2002-07-17,48.748
2002-07-18,48.62
2002-07-19,48.498
2002-07-22,48.174
2002-07-23,46.655
2002-07-24,46.217
2002-07-25,45.744
2002-07-26,46.003
2002-07-29,48.675
2002-07-30,49.293
2002-07-31,49.122
2002-08-01,48.612
2002-08-02,48.545
2002-08-05,47.178
2002-08-06,47.951
2002-08-07,48.31
2002-08-08,49.0
2002-08-09,48.987
2002-08-12,48.746
2002-08-13,48.456
2002-08-14,49.287
2002-08-15,49.903
2002-08-16,49.99
2002-08-19,51.167
2002-08-20,50.74
2002-08-21,51.395
2002-08-22,50.878
2002-08-23,50.767
2002-08-26,51.148
2002-08-27,50.78
2002-08-28,49.867
2002-08-29,49.582
2002-08-30,49.239
2002-09-02,49.092
2002-09-03,48.08
2002-09-04,48.348
2002-09-05,48.115
2002-09-06,48.669
2002-09-09,49.412
2002-09-10,49.782
2002-09-11,50.071
2002-09-12,49.473
2002-09-13,49.553
2002-09-16,49.161
2002-09-17,50.012
2002-09-18,48.848
2002-09-19,47.975
2002-09-20,47.563
2002-09-23,46.753
2002-09-24,46.421
2002-09-25,46.726
2002-09-26,46.935
2002-09-27,46.467
2002-09-30,45.333
2002-10-01,45.539
2002-10-02,45.492
2002-10-03,45.386
2002-10-04,45.386
2002-10-07,44.233
2002-10-08,43.978
2002-10-09,43.875
2002-10-10,44.677
2002-10-11,45.29
2002-10-14,45.138
2002-10-15,46.054
2002-10-16,45.229
2002-10-17,46.568
2002-10-18,44.979
2002-10-21,45.246
2002-10-22,45.164
2002-10-23,45.469
2002-10-24,45.942
2002-10-25,46.133
2002-10-28,45.21
2002-10-29,44.985
2002-10-30,47.003
2002-10-31,46.523
2002-11-01,47.05
2002-11-04,48.194
2002-11-05,48.349
2002-11-06,49.343
2002-11-07,48.624
2002-11-08,48.502
2002-11-11,47.73
2002-11-12,47.216
2002-11-13,47.242
2002-11-14,48.34
2002-11-15,48.746
2002-11-18,49.516
2002-11-19,48.846
2002-11-20,49.704
2002-11-21,51.124
2002-11-22,50.923
2002-11-25,50.928
2002-11-26,51.213
2002-11-27,52.347
2002-11-28,52.718
2002-11-29,52.739
2002-12-02,53.53
2002-12-03,52.081
2002-12-04,51.521
2002-12-05,51.38
2002-12-06,50.909
2002-12-09,50.213
2002-12-10,50.785
2002-12-11,50.812
2002-12-12,51.033
2002-12-13,50.655
2002-12-16,51.096
2002-12-17,50.454
2002-12-18,50.081
2002-12-19,49.619
2002-12-20,49.824
2002-12-23,48.143
2002-12-24,47.61
2002-12-25,47.228
2002-12-26,47.544
2002-12-27,47.19
2002-12-30,47.122
2002-12-31,47.124
2003-01-01,47.486
2003-01-02,47.988
2003-01-03,48.217
2003-01-06,48.925
2003-01-07,48.452
2003-01-08,48.434
2003-01-09,48.637
2003-01-10,48.723
2003-01-13,47.764
2003-01-14,47.89
2003-01-15,47.794
2003-01-16,47.83
2003-01-17,47.073
2003-01-20,46.925
2003-01-21,46.682
2003-01-22,46.508
2003-01-23,47.199
2003-01-24,46.7
2003-01-27,46.608
2003-01-28,46.648
2003-01-29,47.088
2003-01-30,46.93
2003-01-31,46.691
2003-02-03,46.46
2003-02-04,45.408
2003-02-05,44.867
2003-02-06,44.602
2003-02-07,44.543
2003-02-10,44.402
2003-02-11,45.126
2003-02-12,44.974
2003-02-13,43.43
2003-02-14,43.904
2003-02-17,46.153
2003-02-18,47.107
2003-02-19,46.484
2003-02-20,46.283
2003-02-21,46.345
2003-02-24,46.029
2003-02-25,45.78
2003-02-26,45.656
2003-02-27,46.758
2003-02-28,46.958
2003-03-03,47.031
2003-03-04,46.737
2003-03-05,46.002
2003-03-06,46.489
2003-03-07,46.481
2003-03-10,45.785
2003-03-11,45.739
2003-03-12,45.831
2003-03-13,46.851
2003-03-14,46.633
2003-03-17,48.153
2003-03-18,48.44
2003-03-19,49.927
2003-03-20,49.883
2003-03-21,50.004
2003-03-24,49.918
2003-03-25,50.453
2003-03-26,52.185
2003-03-27,51.848
2003-03-28,51.478
2003-03-31,50.512
2003-04-01,51.206
2003-04-02,52.929
2003-04-03,53.718
2003-04-04,53.435
2003-04-07,54.246
2003-04-08,54.135
2003-04-09,54.64
2003-04-10,54.188
2003-04-11,54.158
2003-04-14,55.42
2003-04-15,56.567
2003-04-16,56.616
2003-04-17,56.935
2003-04-18,56.935
2003-04-21,57.309
2003-04-22,57.162
2003-04-23,57.173
2003-04-24,57.317
2003-04-25,56.886
2003-04-28,57.21
2003-04-29,58.14
2003-04-30,58.006
2003-05-01,58.168
2003-05-02,59.339
2003-05-05,59.678
2003-05-06,59.952
2003-05-07,60.193
2003-05-08,59.823
2003-05-09,60.289
2003-05-12,61.62
2003-05-13,60.758
2003-05-14,60.91
2003-05-15,60.932
2003-05-16,60.861
2003-05-19,58.963
2003-05-20,57.883
2003-05-21,57.011
2003-05-22,58.457
2003-05-23,59.054
2003-05-26,61.473
2003-05-27,61.975
2003-05-28,64.247
2003-05-29,64.403
2003-05-30,64.621
2003-06-02,65.089
2003-06-03,64.964
2003-06-04,64.094
2003-06-05,63.962
2003-06-06,64.248
2003-06-09,64.283
2003-06-10,63.972
2003-06-11,64.788
2003-06-12,65.736
2003-06-13,65.471
2003-06-16,69.143
2003-06-17,69.822
2003-06-18,69.209
2003-06-19,69.967
2003-06-20,69.883
2003-06-23,68.326
2003-06-24,67.422
2003-06-25,68.298
2003-06-26,69.369
2003-06-27,69.293
2003-06-30,70.67
2003-07-01,70.693
2003-07-02,71.641
2003-07-03,71.25
2003-07-04,71.318
2003-07-07,72.0
2003-07-08,70.383
2003-07-09,71.209
2003-07-10,70.169
2003-07-11,70.234
2003-07-14,70.043
2003-07-15,69.617
2003-07-16,69.433
2003-07-17,68.878
2003-07-18,68.896
2003-07-21,66.568
2003-07-22,66.504
2003-07-23,65.847
2003-07-24,65.594
2003-07-25,65.962
2003-07-28,67.962
2003-07-29,68.728
2003-07-30,67.778
2003-07-31,67.045
2003-08-01,66.699
2003-08-04,65.767
2003-08-05,65.96
2003-08-06,64.765
2003-08-07,64.84
2003-08-08,64.659
2003-08-11,64.185
2003-08-12,64.187
2003-08-13,65.421
2003-08-14,65.411
2003-08-15,65.431
2003-08-18,66.363
2003-08-19,66.93
2003-08-20,66.103
2003-08-21,66.013
2003-08-22,65.711
2003-08-25,66.723
2003-08-26,66.542
2003-08-27,66.939
2003-08-28,67.608
2003-08-29,68.027
2003-09-01,67.53
2003-09-02,68.543
2003-09-03,70.52
2003-09-04,71.163
2003-09-05,71.065
2003-09-08,70.84
2003-09-09,70.691
2003-09-10,69.397
2003-09-11,68.653
2003-09-12,68.238
2003-09-15,68.926
2003-09-16,69.005
2003-09-17,69.289
2003-09-18,69.879
2003-09-19,69.678
2003-09-22,69.66
2003-09-23,69.836
2003-09-24,69.849
2003-09-25,68.741
2003-09-26,68.401
2003-09-29,68.009
2003-09-30,67.55
2003-10-01,68.785
2003-10-02,69.448
2003-10-03,70.095
2003-10-06,70.213
2003-10-07,68.767
2003-10-08,68.498
2003-10-09,69.125
2003-10-10,69.191
2003-10-13,69.725
2003-10-14,69.849
2003-10-15,70.929
2003-10-16,70.948
2003-10-17,70.642
2003-10-20,70.148
2003-10-21,70.476
2003-10-22,69.292
2003-10-23,68.355
2003-10-24,68.076
2003-10-27,68.801
2003-10-28,70.746
2003-10-29,71.838
2003-10-30,70.875
2003-10-31,70.792
2003-11-03,72.41
2003-11-04,72.312
2003-11-05,72.596
2003-11-06,72.274
2003-11-07,72.383
2003-11-10,71.857
2003-11-11,70.853
2003-11-12,71.983
2003-11-13,72.52
2003-11-14,72.006
2003-11-17,71.523
2003-11-18,72.168
2003-11-19,72.184
2003-11-20,71.247
2003-11-21,71.319
2003-11-24,71.806
2003-11-25,72.539
2003-11-26,73.253
2003-11-27,74.336
2003-11-28,74.519
2003-12-01,75.075
2003-12-02,74.979
2003-12-03,75.301
2003-12-04,73.818
2003-12-05,73.527
2003-12-08,72.299
2003-12-09,73.502
2003-12-10,72.418
2003-12-11,73.718
2003-12-12,73.59
2003-12-15,73.838
2003-12-16,73.87
2003-12-17,73.354
2003-12-18,73.313
2003-12-19,73.19
2003-12-22,72.844
2003-12-23,72.473
2003-12-24,72.661
2003-12-25,72.564
2003-12-26,72.501
2003-12-29,74.004
2003-12-30,73.953
2003-12-31,74.015
2004-01-01,74.015
2004-01-02,74.063
2004-01-05,76.68
2004-01-06,77.389
2004-01-07,76.551
2004-01-08,77.312
2004-01-09,77.512
2004-01-12,77.717
2004-01-13,78.434
2004-01-14,78.263
2004-01-15,78.494
2004-01-16,79.564
2004-01-19,80.171
2004-01-20,81.201
2004-01-21,79.414
2004-01-22,78.934
2004-01-23,78.951
2004-01-26,80.916
2004-01-27,80.876
2004-01-28,80.474
2004-01-29,79.695
2004-01-30,79.683
2004-02-02,80.237
2004-02-03,80.431
2004-02-04,80.736
2004-02-05,81.965
2004-02-06,82.976
2004-02-09,84.203
2004-02-10,84.06
2004-02-11,84.462
2004-02-12,84.741
2004-02-13,84.731
2004-02-16,85.205
2004-02-17,85.967
2004-02-18,84.102
2004-02-19,84.478
2004-02-20,84.116
2004-02-23,83.137
2004-02-24,82.626
2004-02-25,83.368
2004-02-26,83.057
2004-02-27,83.029
2004-03-01,84.29
2004-03-02,84.779
2004-03-03,83.434
2004-03-04,83.643
2004-03-05,83.638
2004-03-08,83.598
2004-03-09,82.859
2004-03-10,82.321
2004-03-11,80.734
2004-03-12,80.833
2004-03-15,81.374
2004-03-16,81.333
2004-03-17,81.949
2004-03-18,82.045
2004-03-19,81.959
2004-03-22,80.356
2004-03-23,80.222
2004-03-24,79.58
2004-03-25,80.353
2004-03-26,80.365
2004-03-29,81.048
2004-03-30,80.852
2004-03-31,82.01
2004-04-01,82.321
2004-04-02,82.517
2004-04-05,83.529
2004-04-06,83.199
2004-04-07,83.462
2004-04-08,83.848
2004-04-09,83.848
2004-04-12,83.938
2004-04-13,83.583
2004-04-14,81.664
2004-04-15,81.97
2004-04-16,81.292
2004-04-19,83.181
2004-04-20,84.029
2004-04-21,84.39
2004-04-22,84.585
2004-04-23,85.074
2004-04-26,84.267
2004-04-27,84.41
2004-04-28,84.607
2004-04-29,83.566
2004-04-30,82.792
2004-05-03,81.176
2004-05-04,82.421
2004-05-05,82.399
2004-05-06,81.824
2004-05-07,81.831
2004-05-10,79.312
2004-05-11,80.37
2004-05-12,80.541
2004-05-13,80.734
2004-05-14,80.36
2004-05-17,80.283
2004-05-18,80.685
2004-05-19,82.07
2004-05-20,81.12
2004-05-21,81.419
2004-05-24,82.774
2004-05-25,83.107
2004-05-26,83.137
2004-05-27,83.742
2004-05-28,83.441
2004-05-31,83.202
2004-06-01,83.906
2004-06-02,84.533
2004-06-03,84.203
2004-06-04,84.117
2004-06-07,85.413
2004-06-08,85.628
2004-06-09,85.296
2004-06-10,85.318
2004-06-11,85.227
2004-06-14,84.791
2004-06-15,85.124
2004-06-16,86.24
2004-06-17,86.524
2004-06-18,86.53
2004-06-21,87.422
2004-06-22,87.536
2004-06-23,87.665
2004-06-24,87.898
2004-06-25,88.086
2004-06-28,87.375
2004-06-29,87.636
2004-06-30,88.128
2004-07-01,87.839
2004-07-02,87.699
2004-07-05,87.311
2004-07-06,86.366
2004-07-07,86.69
2004-07-08,86.339
2004-07-09,86.519
2004-07-12,85.46
2004-07-13,84.517
2004-07-14,84.329
2004-07-15,83.835
2004-07-16,83.733
2004-07-19,82.538
2004-07-20,83.431
2004-07-21,83.467
2004-07-22,82.132
2004-07-23,81.661
2004-07-26,79.554
2004-07-27,79.827
2004-07-28,76.68
2004-07-29,78.009
2004-07-30,78.196
2004-08-02,77.853
2004-08-03,76.704
2004-08-04,75.983
2004-08-05,76.875
2004-08-06,76.679
2004-08-09,74.888
2004-08-10,74.361
2004-08-11,71.916
2004-08-12,71.225
2004-08-13,71.175
2004-08-16,71.622
2004-08-17,73.459
2004-08-18,73.294
2004-08-19,74.286
2004-08-20,74.395
2004-08-23,74.357
2004-08-24,74.82
2004-08-25,74.804
2004-08-26,75.318
2004-08-27,75.361
2004-08-30,74.994
2004-08-31,74.166
2004-09-01,73.185
2004-09-02,72.979
2004-09-03,72.485
2004-09-06,73.207
2004-09-07,74.168
2004-09-08,74.941
2004-09-09,75.158
2004-09-10,75.712
2004-09-13,76.141
2004-09-14,76.339
2004-09-15,76.07
2004-09-16,76.221
2004-09-17,76.21
2004-09-20,76.898
2004-09-21,76.918
2004-09-22,76.318
2004-09-23,74.035
2004-09-24,73.726
2004-09-27,73.835
2004-09-28,73.369
2004-09-29,73.394
2004-09-30,73.484
2004-10-01,74.367
2004-10-04,76.275
2004-10-05,75.91
2004-10-06,76.041
2004-10-07,75.835
2004-10-08,75.609
2004-10-11,73.962
2004-10-12,73.048
2004-10-13,73.18
2004-10-14,72.748
2004-10-15,72.451
2004-10-18,72.671
2004-10-19,72.895
2004-10-20,73.19
2004-10-21,74.301
2004-10-22,73.911
2004-10-25,73.911
2004-10-26,74.465
2004-10-27,74.944
2004-10-28,74.849
2004-10-29,74.96
2004-11-01,76.303
2004-11-02,74.346
2004-11-03,75.121
2004-11-04,75.798
2004-11-05,76.142
2004-11-08,75.844
2004-11-09,76.535
2004-11-10,76.906
2004-11-11,78.292
2004-11-12,78.669
2004-11-15,80.69
2004-11-16,81.104
2004-11-17,81.849
2004-11-18,82.495
2004-11-19,82.382
2004-11-22,81.398
2004-11-23,81.311
2004-11-24,81.609
2004-11-25,82.418
2004-11-26,82.448
2004-11-29,81.745
2004-11-30,81.585
2004-12-01,82.191
2004-12-02,82.767
2004-12-03,82.928
2004-12-06,84.946
2004-12-07,85.269
2004-12-08,84.783
2004-12-09,84.967
2004-12-10,84.826
2004-12-13,86.817
2004-12-14,87.414
2004-12-15,87.45
2004-12-16,86.865
2004-12-17,86.793
2004-12-20,87.186
2004-12-21,86.638
2004-12-22,86.939
2004-12-23,87.229
2004-12-24,87.528
2004-12-27,88.148
2004-12-28,87.618
2004-12-29,87.602
2004-12-30,88.252
2004-12-31,88.683
2005-01-03,88.598
2005-01-04,86.785
2005-01-05,84.836
2005-01-06,85.001
2005-01-07,85.123
2005-01-10,86.509
2005-01-11,86.841
2005-01-12,87.473
2005-01-13,86.948
2005-01-14,87.0
2005-01-17,85.44
2005-01-18,85.436
2005-01-19,86.213
2005-01-20,86.428
2005-01-21,86.538
2005-01-24,85.867
2005-01-25,84.843
2005-01-26,85.628
2005-01-27,85.146
2005-01-28,84.979
2005-01-31,87.589
2005-02-01,87.715
2005-02-02,88.669
2005-02-03,89.527
2005-02-04,90.251
2005-02-07,89.888
2005-02-08,89.792
2005-02-09,89.15
2005-02-10,88.699
2005-02-11,88.943
2005-02-14,90.291
2005-02-15,88.002
2005-02-16,87.987
2005-02-17,87.649
2005-02-18,87.778
2005-02-21,86.44
2005-02-22,85.504
2005-02-23,86.009
2005-02-24,86.448
2005-02-25,86.393
2005-02-28,90.16
2005-03-01,90.421
2005-03-02,89.777
2005-03-03,90.157
2005-03-04,90.26
2005-03-07,90.719
2005-03-08,91.541
2005-03-09,91.372
2005-03-10,91.858
2005-03-11,91.957
2005-03-14,92.289
2005-03-15,91.137
2005-03-16,90.1
2005-03-17,90.305
2005-03-18,90.193
2005-03-21,89.87
2005-03-22,89.406
2005-03-23,87.696
2005-03-24,87.892
2005-03-25,87.892
2005-03-28,89.444
2005-03-29,89.01
2005-03-30,88.437
2005-03-31,89.822
2005-04-01,89.902
2005-04-04,88.908
2005-04-05,90.194
2005-04-06,90.905
2005-04-07,91.721
2005-04-08,91.434
2005-04-11,92.227
2005-04-12,92.199
2005-04-13,91.989
2005-04-14,91.695
2005-04-15,91.173
2005-04-18,90.758
2005-04-19,91.489
2005-04-20,90.939
2005-04-21,91.61
2005-04-22,91.519
2005-04-25,91.208
2005-04-26,90.429
2005-04-27,89.807
2005-04-28,89.79
2005-04-29,90.05
2005-05-02,90.856
2005-05-03,89.778
2005-05-04,91.35
2005-05-05,92.279
2005-05-06,92.226
2005-05-09,93.051
2005-05-10,93.465
2005-05-11,93.502
2005-05-12,93.284
2005-05-13,93.284
2005-05-16,94.243
2005-05-17,94.499
2005-05-18,94.855
2005-05-19,95.106
2005-05-20,94.899
2005-05-23,94.026
2005-05-24,94.311
2005-05-25,95.256
2005-05-26,95.978
2005-05-27,95.824
2005-05-30,95.817
2005-05-31,95.156
2005-06-01,95.302
2005-06-02,96.156
2005-06-03,95.982
2005-06-06,93.696
2005-06-07,93.879
2005-06-08,94.526
2005-06-09,93.865
2005-06-10,93.692
2005-06-13,93.528
2005-06-14,93.019
2005-06-15,92.814
2005-06-16,92.38
2005-06-17,92.563
2005-06-20,90.042
2005-06-21,90.61
2005-06-22,90.495
2005-06-23,89.094
2005-06-24,88.802
2005-06-27,87.258
2005-06-28,87.972
2005-06-29,88.323
2005-06-30,87.613
2005-07-01,87.716
2005-07-04,87.397
2005-07-05,86.727
2005-07-06,87.405
2005-07-07,86.044
2005-07-08,86.13
2005-07-11,89.144
2005-07-12,89.108
2005-07-13,88.79
2005-07-14,88.921
2005-07-15,88.67
2005-07-18,87.881
2005-07-19,89.311
2005-07-20,90.717
2005-07-21,91.179
2005-07-22,91.19
2005-07-25,93.539
2005-07-26,92.518
2005-07-27,92.832
2005-07-28,92.917
2005-07-29,92.878
2005-08-01,92.359
2005-08-02,94.79
2005-08-03,94.642
2005-08-04,94.627
2005-08-05,94.76
2005-08-08,93.932
2005-08-09,93.041
2005-08-10,93.76
2005-08-11,93.486
2005-08-12,93.345
2005-08-15,94.67
2005-08-16,94.17
2005-08-17,95.527
2005-08-18,96.674
2005-08-19,96.705
2005-08-22,96.371
2005-08-23,95.5
2005-08-24,94.409
2005-08-25,93.996
2005-08-26,93.63
2005-08-29,93.432
2005-08-30,94.21
2005-08-31,94.336
2005-09-01,95.717
2005-09-02,95.795
2005-09-05,96.651
2005-09-06,98.038
2005-09-07,97.408
2005-09-08,97.47
2005-09-09,97.648
2005-09-12,97.679
2005-09-13,97.814
2005-09-14,98.172
2005-09-15,97.764
2005-09-16,97.851
2005-09-19,97.173
2005-09-20,97.376
2005-09-21,96.37
2005-09-22,95.795
2005-09-23,95.604
2005-09-26,96.195
2005-09-27,96.904
2005-09-28,97.537
2005-09-29,98.206
2005-09-30,98.683
2005-10-03,98.845
2005-10-04,98.826
2005-10-05,98.501
2005-10-06,98.793
2005-10-07,98.56
2005-10-10,99.238
2005-10-11,98.048
2005-10-12,97.273
2005-10-13,97.045
2005-10-14,97.517
2005-10-17,97.221
2005-10-18,97.2
2005-10-19,96.952
2005-10-20,99.244
2005-10-21,99.879
2005-10-24,101.543
2005-10-25,101.857
2005-10-26,102.641
2005-10-27,101.827
2005-10-28,101.519
2005-10-31,101.762
2005-11-01,102.903
2005-11-02,102.656
2005-11-03,102.993
2005-11-04,103.089
2005-11-07,102.743
2005-11-08,102.294
2005-11-09,103.582
