Date,ISRAEL Standard (Large+Mid Cap)
2005-11-10,239.687
2005-11-11,238.821
2005-11-14,239.993
2005-11-15,240.527
2005-11-16,239.39
2005-11-17,243.574
2005-11-18,243.713
2005-11-21,242.008
2005-11-22,243.652
2005-11-23,248.327
2005-11-24,248.626
2005-11-25,249.104
2005-11-28,250.262
2005-11-29,250.715
2005-11-30,250.79
2005-12-01,250.174
2005-12-02,250.757
2005-12-05,254.256
2005-12-06,255.812
2005-12-07,257.245
2005-12-08,260.097
2005-12-09,259.874
2005-12-12,262.483
2005-12-13,261.421
2005-12-14,262.06
2005-12-15,265.578
2005-12-16,265.335
2005-12-19,261.493
2005-12-20,261.434
2005-12-21,265.181
2005-12-22,266.504
2005-12-23,267.377
2005-12-26,266.728
2005-12-27,265.189
2005-12-28,262.121
2005-12-29,263.353
2005-12-30,261.643
2006-01-02,265.934
2006-01-03,266.839
2006-01-04,268.197
2006-01-05,260.353
2006-01-06,261.402
2006-01-09,263.468
2006-01-10,262.986
2006-01-11,264.732
2006-01-12,266.513
2006-01-13,266.551
2006-01-16,268.512
2006-01-17,263.917
2006-01-18,263.306
2006-01-19,265.67
2006-01-20,264.644
2006-01-23,263.955
2006-01-24,262.92
2006-01-25,264.155
2006-01-26,264.042
2006-01-27,263.892
2006-01-30,259.855
2006-01-31,260.629
2006-02-01,262.092
2006-02-02,259.496
2006-02-03,258.629
2006-02-06,252.998
2006-02-07,250.492
2006-02-08,249.417
2006-02-09,251.765
2006-02-10,251.786
2006-02-13,253.899
2006-02-14,250.874
2006-02-15,250.236
2006-02-16,252.114
2006-02-17,252.314
2006-02-20,251.764
2006-02-21,249.646
2006-02-22,249.125
2006-02-23,250.97
2006-02-24,251.231
2006-02-27,256.586
2006-02-28,254.515
2006-03-01,257.777
2006-03-02,259.667
2006-03-03,259.463
2006-03-06,256.736
2006-03-07,252.579
2006-03-08,252.176
2006-03-09,252.038
2006-03-10,252.033
2006-03-13,254.387
2006-03-14,254.926
2006-03-15,255.729
2006-03-16,258.625
2006-03-17,260.333
2006-03-20,261.744
2006-03-21,260.346
2006-03-22,261.329
2006-03-23,260.554
2006-03-24,259.841
2006-03-27,259.032
2006-03-28,258.673
2006-03-29,254.695
2006-03-30,253.537
2006-03-31,252.974
2006-04-03,255.413
2006-04-04,259.563
2006-04-05,259.645
2006-04-06,259.248
2006-04-07,258.71
2006-04-10,254.799
2006-04-11,254.043
2006-04-12,253.647
2006-04-13,253.409
2006-04-14,253.409
2006-04-17,256.38
2006-04-18,257.685
2006-04-19,258.612
2006-04-20,257.626
2006-04-21,257.971
2006-04-24,258.238
2006-04-25,258.924
2006-04-26,259.991
2006-04-27,262.169
2006-04-28,263.625
2006-05-01,267.718
2006-05-02,267.246
2006-05-03,266.709
2006-05-04,272.004
2006-05-05,273.058
2006-05-08,275.518
2006-05-09,275.462
2006-05-10,264.977
2006-05-11,263.109
2006-05-12,262.207
2006-05-15,258.204
2006-05-16,260.267
2006-05-17,259.405
2006-05-18,258.552
2006-05-19,258.587
2006-05-22,246.483
2006-05-23,250.689
2006-05-24,246.298
2006-05-25,244.435
2006-05-26,244.659
2006-05-29,252.453
2006-05-30,248.895
2006-05-31,246.168
2006-06-01,245.399
2006-06-02,245.827
2006-06-05,247.377
2006-06-06,241.316
2006-06-07,244.522
2006-06-08,243.184
2006-06-09,243.905
2006-06-12,240.74
2006-06-13,237.108
2006-06-14,238.524
2006-06-15,239.62
2006-06-16,240.651
2006-06-19,237.917
2006-06-20,236.241
2006-06-21,233.855
2006-06-22,224.276
2006-06-23,223.519
2006-06-26,225.558
2006-06-27,224.33
2006-06-28,222.131
2006-06-29,222.543
2006-06-30,223.786
2006-07-03,228.13
2006-07-04,232.727
2006-07-05,228.486
2006-07-06,230.187
2006-07-07,230.414
2006-07-10,230.025
2006-07-11,228.425
2006-07-12,219.698
2006-07-13,211.298
2006-07-14,210.115
2006-07-17,213.699
2006-07-18,215.894
2006-07-19,216.705
2006-07-20,218.521
2006-07-21,217.145
2006-07-24,212.198
2006-07-25,218.942
2006-07-26,219.323
2006-07-27,223.032
2006-07-28,223.228
2006-07-31,227.123
2006-08-01,225.429
2006-08-02,230.911
2006-08-03,230.787
2006-08-04,231.161
2006-08-07,230.77
2006-08-08,235.328
2006-08-09,233.913
2006-08-10,228.117
2006-08-11,228.405
2006-08-14,232.466
2006-08-15,233.592
2006-08-16,234.12
2006-08-17,238.551
2006-08-18,238.51
2006-08-21,235.894
2006-08-22,235.633
2006-08-23,235.636
2006-08-24,235.46
2006-08-25,234.648
2006-08-28,234.187
2006-08-29,235.05
2006-08-30,236.428
2006-08-31,237.131
2006-09-01,237.394
2006-09-04,237.254
2006-09-05,237.326
2006-09-06,235.477
2006-09-07,232.857
2006-09-08,233.434
2006-09-11,232.435
2006-09-12,235.775
2006-09-13,239.849
2006-09-14,239.966
2006-09-15,240.246
2006-09-18,241.565
2006-09-19,240.963
2006-09-20,242.21
2006-09-21,237.086
2006-09-22,236.393
2006-09-25,238.399
2006-09-26,240.045
2006-09-27,238.875
2006-09-28,239.568
2006-09-29,239.187
2006-10-02,238.938
2006-10-03,240.769
2006-10-04,245.322
2006-10-05,248.811
2006-10-06,250.014
2006-10-09,252.303
2006-10-10,251.839
2006-10-11,252.168
2006-10-12,252.942
2006-10-13,253.818
2006-10-16,253.934
2006-10-17,253.186
2006-10-18,250.797
2006-10-19,251.774
2006-10-20,249.824
2006-10-23,248.647
2006-10-24,245.84
2006-10-25,247.141
2006-10-26,249.158
2006-10-27,248.128
2006-10-30,247.311
2006-10-31,246.338
2006-11-01,249.3
2006-11-02,244.447
2006-11-03,244.467
2006-11-06,248.115
2006-11-07,247.208
2006-11-08,245.984
2006-11-09,246.333
2006-11-10,247.652
2006-11-13,246.066
2006-11-14,246.793
2006-11-15,243.614
2006-11-16,246.393
2006-11-17,245.83
2006-11-20,245.871
2006-11-21,247.811
2006-11-22,250.554
2006-11-23,249.229
2006-11-24,249.168
2006-11-27,250.815
2006-11-28,252.025
2006-11-29,253.809
2006-11-30,252.59
2006-12-01,252.327
2006-12-04,251.944
2006-12-05,253.434
2006-12-06,254.146
2006-12-07,254.442
2006-12-08,254.503
2006-12-11,252.643
2006-12-12,252.127
2006-12-13,252.88
2006-12-14,254.561
2006-12-15,253.694
2006-12-18,255.463
2006-12-19,253.187
2006-12-20,254.553
2006-12-21,254.303
2006-12-22,254.123
2006-12-25,250.704
2006-12-26,250.131
2006-12-27,250.954
2006-12-28,249.514
2006-12-29,248.942
2007-01-01,250.263
2007-01-02,252.051
2007-01-03,254.645
2007-01-04,250.998
2007-01-05,250.496
2007-01-08,253.197
2007-01-09,253.314
2007-01-10,249.944
2007-01-11,252.771
2007-01-12,254.519
2007-01-15,256.1
2007-01-16,255.873
2007-01-17,257.081
2007-01-18,258.433
2007-01-19,258.611
2007-01-22,261.013
2007-01-23,261.74
2007-01-24,264.019
2007-01-25,260.262
2007-01-26,260.024
2007-01-29,261.683
2007-01-30,261.465
2007-01-31,262.361
2007-02-01,265.186
2007-02-02,266.024
2007-02-05,266.297
2007-02-06,266.017
2007-02-07,266.193
2007-02-08,266.369
2007-02-09,266.089
2007-02-12,264.352
2007-02-13,272.964
2007-02-14,278.179
2007-02-15,279.447
2007-02-16,279.886
2007-02-19,280.666
2007-02-20,278.411
2007-02-21,280.887
2007-02-22,281.512
2007-02-23,281.246
2007-02-26,278.05
2007-02-27,270.578
2007-02-28,267.501
2007-03-01,263.7
2007-03-02,263.748
2007-03-05,260.94
2007-03-06,265.549
2007-03-07,265.875
2007-03-08,268.627
2007-03-09,268.794
2007-03-12,270.555
2007-03-13,268.386
2007-03-14,264.544
2007-03-15,265.282
2007-03-16,265.608
2007-03-19,265.506
2007-03-20,267.145
2007-03-21,268.823
2007-03-22,271.575
2007-03-23,271.881
2007-03-26,272.397
2007-03-27,275.366
2007-03-28,272.509
2007-03-29,275.845
2007-03-30,276.125
2007-04-02,278.115
2007-04-03,278.289
2007-04-04,285.246
2007-04-05,284.751
2007-04-06,284.751
2007-04-09,285.047
2007-04-10,286.282
2007-04-11,287.104
2007-04-12,287.077
2007-04-13,286.922
2007-04-16,290.042
2007-04-17,288.523
2007-04-18,288.869
2007-04-19,288.063
2007-04-20,288.02
2007-04-23,289.026
2007-04-24,289.226
2007-04-25,291.635
2007-04-26,297.39
2007-04-27,298.012
2007-04-30,295.387
2007-05-01,297.316
2007-05-02,300.473
2007-05-03,300.413
2007-05-04,300.883
2007-05-07,302.819
2007-05-08,302.829
2007-05-09,305.796
2007-05-10,306.678
2007-05-11,306.145
2007-05-14,311.615
2007-05-15,312.993
2007-05-16,314.763
2007-05-17,311.629
2007-05-18,309.552
2007-05-21,307.581
2007-05-22,309.971
2007-05-23,309.726
2007-05-24,306.707
2007-05-25,306.378
2007-05-28,309.121
2007-05-29,309.948
2007-05-30,306.277
2007-05-31,305.672
2007-06-01,305.718
2007-06-04,308.068
2007-06-05,309.531
2007-06-06,305.358
2007-06-07,301.281
2007-06-08,299.98
2007-06-11,300.043
2007-06-12,297.96
2007-06-13,299.31
2007-06-14,302.815
2007-06-15,305.53
2007-06-18,305.963
2007-06-19,304.073
2007-06-20,301.808
2007-06-21,300.475
2007-06-22,300.106
2007-06-25,301.322
2007-06-26,300.129
2007-06-27,301.061
2007-06-28,303.24
2007-06-29,303.745
2007-07-02,307.683
2007-07-03,311.154
2007-07-04,309.994
2007-07-05,307.675
2007-07-06,307.139
2007-07-09,310.288
2007-07-10,307.334
2007-07-11,306.715
2007-07-12,311.138
2007-07-13,310.773
2007-07-16,314.329
2007-07-17,315.34
2007-07-18,317.346
2007-07-19,319.038
2007-07-20,319.067
2007-07-23,316.543
2007-07-24,322.034
2007-07-25,319.44
2007-07-26,312.633
2007-07-27,308.897
2007-07-30,304.157
2007-07-31,309.958
2007-08-01,301.466
2007-08-02,305.635
2007-08-03,304.024
2007-08-06,298.165
2007-08-07,301.468
2007-08-08,307.379
2007-08-09,303.096
2007-08-10,304.362
2007-08-13,307.877
2007-08-14,306.043
2007-08-15,303.1
2007-08-16,294.339
2007-08-17,295.668
2007-08-20,296.43
2007-08-21,294.765
2007-08-22,299.874
2007-08-23,300.522
2007-08-24,300.411
2007-08-27,304.275
2007-08-28,304.931
2007-08-29,305.511
2007-08-30,304.925
2007-08-31,306.108
2007-09-03,307.423
2007-09-04,310.45
2007-09-05,310.461
2007-09-06,309.813
2007-09-07,309.431
2007-09-10,306.813
2007-09-11,310.367
2007-09-12,310.547
2007-09-13,310.416
2007-09-14,310.123
2007-09-17,310.792
2007-09-18,313.458
2007-09-19,321.343
2007-09-20,320.757
2007-09-21,321.063
2007-09-24,325.18
2007-09-25,327.892
2007-09-26,328.206
2007-09-27,328.587
2007-09-28,329.236
2007-10-01,334.062
2007-10-02,334.722
2007-10-03,334.518
2007-10-04,334.858
2007-10-05,335.791
2007-10-08,334.96
2007-10-09,336.268
2007-10-10,335.135
2007-10-11,338.009
2007-10-12,337.992
2007-10-15,337.254
2007-10-16,339.207
2007-10-17,340.69
2007-10-18,339.293
2007-10-19,338.664
2007-10-22,334.678
2007-10-23,337.079
2007-10-24,334.859
2007-10-25,337.463
2007-10-26,340.771
2007-10-29,345.472
2007-10-30,341.915
2007-10-31,343.156
2007-11-01,339.177
2007-11-02,339.803
2007-11-05,339.833
2007-11-06,344.405
2007-11-07,342.123
2007-11-08,338.213
2007-11-09,336.852
2007-11-12,332.186
2007-11-13,335.299
2007-11-14,336.181
2007-11-15,332.986
2007-11-16,334.02
2007-11-19,331.981
2007-11-20,334.023
2007-11-21,327.903
2007-11-22,328.599
2007-11-23,328.057
2007-11-26,328.327
2007-11-27,325.442
2007-11-28,330.561
2007-11-29,334.27
2007-11-30,334.504
2007-12-03,337.9
2007-12-04,337.856
2007-12-05,339.681
2007-12-06,340.78
2007-12-07,340.64
2007-12-10,342.94
2007-12-11,338.373
2007-12-12,342.542
2007-12-13,340.88
2007-12-14,336.13
2007-12-17,327.865
2007-12-18,330.453
2007-12-19,332.026
2007-12-20,333.848
2007-12-21,337.186
2007-12-24,349.748
2007-12-25,350.609
2007-12-26,349.049
2007-12-27,350.718
2007-12-28,352.914
2007-12-31,348.578
2008-01-01,351.863
2008-01-02,352.169
2008-01-03,354.442
2008-01-04,353.767
2008-01-07,349.782
2008-01-08,356.669
2008-01-09,359.465
2008-01-10,347.899
2008-01-11,348.876
2008-01-14,354.806
2008-01-15,348.472
2008-01-16,346.21
2008-01-17,345.106
2008-01-18,343.242
2008-01-21,338.481
2008-01-22,338.342
2008-01-23,329.112
2008-01-24,328.238
2008-01-25,328.206
2008-01-28,326.826
2008-01-29,333.191
2008-01-30,333.251
2008-01-31,334.505
2008-02-01,337.864
2008-02-04,341.871
2008-02-05,338.217
2008-02-06,337.576
2008-02-07,334.221
2008-02-08,333.783
2008-02-11,336.387
2008-02-12,340.004
2008-02-13,346.199
2008-02-14,347.114
2008-02-15,347.458
2008-02-18,346.095
2008-02-19,347.507
2008-02-20,346.696
2008-02-21,353.457
2008-02-22,355.653
2008-02-25,360.247
2008-02-26,359.091
2008-02-27,361.725
2008-02-28,358.162
2008-02-29,352.975
2008-03-03,349.04
2008-03-04,347.644
2008-03-05,354.211
2008-03-06,351.477
2008-03-07,350.915
2008-03-10,345.318
2008-03-11,348.323
2008-03-12,354.494
2008-03-13,345.767
2008-03-14,343.176
2008-03-17,327.334
2008-03-18,337.672
2008-03-19,343.777
2008-03-20,336.451
2008-03-21,336.451
2008-03-24,336.393
2008-03-25,342.54
2008-03-26,339.111
2008-03-27,336.265
2008-03-28,333.977
2008-03-31,332.246
2008-04-01,334.49
2008-04-02,342.569
2008-04-03,338.388
2008-04-04,335.14
2008-04-07,340.509
2008-04-08,339.802
2008-04-09,341.321
2008-04-10,343.151
2008-04-11,342.152
2008-04-14,347.221
2008-04-15,351.315
2008-04-16,355.76
2008-04-17,359.479
2008-04-18,363.138
2008-04-21,363.276
2008-04-22,364.122
2008-04-23,365.327
2008-04-24,364.029
2008-04-25,361.773
2008-04-28,357.687
2008-04-29,356.317
2008-04-30,362.575
2008-05-01,359.952
2008-05-02,358.889
2008-05-05,364.595
2008-05-06,361.523
2008-05-07,358.589
2008-05-08,358.958
2008-05-09,356.883
2008-05-12,357.366
2008-05-13,357.51
2008-05-14,363.367
2008-05-15,363.98
2008-05-16,369.788
2008-05-19,371.278
2008-05-20,365.758
2008-05-21,371.987
2008-05-22,369.919
2008-05-23,369.263
2008-05-26,368.189
2008-05-27,373.941
2008-05-28,374.456
2008-05-29,377.637
2008-05-30,380.215
2008-06-02,375.918
2008-06-03,376.604
2008-06-04,370.34
2008-06-05,373.745
2008-06-06,375.143
2008-06-09,376.971
2008-06-10,362.385
2008-06-11,363.611
2008-06-12,361.669
2008-06-13,359.883
2008-06-16,368.505
2008-06-17,379.589
2008-06-18,376.636
2008-06-19,377.227
2008-06-20,377.659
2008-06-23,374.627
2008-06-24,371.501
2008-06-25,372.157
2008-06-26,369.865
2008-06-27,369.876
2008-06-30,371.66
2008-07-01,376.138
2008-07-02,374.978
2008-07-03,365.034
2008-07-04,366.101
2008-07-07,357.695
2008-07-08,354.358
2008-07-09,362.387
2008-07-10,351.033
2008-07-11,349.332
2008-07-14,341.051
2008-07-15,339.76
2008-07-16,334.502
2008-07-17,339.136
2008-07-18,335.049
2008-07-21,340.754
2008-07-22,340.975
2008-07-23,342.089
2008-07-24,342.29
2008-07-25,345.326
2008-07-28,346.42
2008-07-29,342.834
2008-07-30,341.23
2008-07-31,344.49
2008-08-01,340.519
2008-08-04,333.641
2008-08-05,338.235
2008-08-06,339.48
2008-08-07,340.5
2008-08-08,338.782
2008-08-11,338.784
2008-08-12,335.219
2008-08-13,333.301
2008-08-14,340.284
2008-08-15,341.696
2008-08-18,346.354
2008-08-19,343.538
2008-08-20,346.553
2008-08-21,346.872
2008-08-22,348.42
2008-08-25,344.199
2008-08-26,343.563
2008-08-27,342.204
2008-08-28,339.324
2008-08-29,342.409
2008-09-01,332.775
2008-09-02,335.843
2008-09-03,330.901
2008-09-04,333.64
2008-09-05,331.342
2008-09-08,334.112
2008-09-09,326.827
2008-09-10,323.403
2008-09-11,317.411
2008-09-12,320.078
2008-09-15,319.126
2008-09-16,309.935
2008-09-17,300.658
2008-09-18,302.86
2008-09-19,304.831
2008-09-22,315.354
2008-09-23,311.671
2008-09-24,312.608
2008-09-25,322.861
2008-09-26,318.929
2008-09-29,314.438
2008-09-30,314.741
2008-10-01,313.31
2008-10-02,306.696
2008-10-03,305.864
2008-10-06,280.323
2008-10-07,282.247
2008-10-08,277.412
2008-10-09,277.263
2008-10-10,276.601
2008-10-13,276.782
2008-10-14,279.221
2008-10-15,266.051
2008-10-16,252.08
2008-10-17,251.089
2008-10-20,250.959
2008-10-21,248.402
2008-10-22,254.111
2008-10-23,257.46
2008-10-24,256.565
2008-10-27,244.632
2008-10-28,245.591
2008-10-29,250.472
2008-10-30,255.726
2008-10-31,258.748
2008-11-03,266.514
2008-11-04,272.569
2008-11-05,265.628
2008-11-06,254.377
2008-11-07,255.428
2008-11-10,269.229
2008-11-11,260.612
2008-11-12,256.008
2008-11-13,249.754
2008-11-14,249.485
2008-11-17,245.719
2008-11-18,246.896
2008-11-19,244.62
2008-11-20,234.511
2008-11-21,237.415
2008-11-24,233.525
2008-11-25,241.724
2008-11-26,242.857
2008-11-27,238.419
2008-11-28,238.237
2008-12-01,238.918
2008-12-02,240.283
2008-12-03,237.474
2008-12-04,241.267
2008-12-05,241.883
2008-12-08,255.746
2008-12-09,255.306
2008-12-10,251.564
2008-12-11,251.821
2008-12-12,250.708
2008-12-15,244.015
2008-12-16,248.49
2008-12-17,257.807
2008-12-18,259.368
2008-12-19,258.059
2008-12-22,247.326
2008-12-23,244.658
2008-12-24,238.45
2008-12-25,238.187
2008-12-26,239.402
2008-12-29,240.518
2008-12-30,244.652
2008-12-31,248.062
2009-01-01,250.138
2009-01-02,251.348
2009-01-05,252.021
2009-01-06,254.56
2009-01-07,250.447
2009-01-08,248.312
2009-01-09,248.589
2009-01-12,253.096
2009-01-13,252.225
2009-01-14,246.11
2009-01-15,249.973
2009-01-16,253.52
2009-01-19,251.71
2009-01-20,250.392
2009-01-21,247.098
2009-01-22,243.716
2009-01-23,241.716
2009-01-26,243.472
2009-01-27,243.124
2009-01-28,246.489
2009-01-29,242.415
2009-01-30,241.393
2009-02-02,240.96
2009-02-03,246.001
2009-02-04,250.604
2009-02-05,249.769
2009-02-06,252.793
2009-02-09,254.588
2009-02-10,255.346
2009-02-11,252.691
2009-02-12,254.021
2009-02-13,254.629
2009-02-16,253.941
2009-02-17,253.505
2009-02-18,260.553
2009-02-19,261.594
2009-02-20,260.724
2009-02-23,258.701
2009-02-24,253.592
2009-02-25,256.006
2009-02-26,257.05
2009-02-27,259.485
2009-03-02,247.567
2009-03-03,247.874
2009-03-04,248.823
2009-03-05,245.774
2009-03-06,245.436
2009-03-09,248.267
2009-03-10,249.975
2009-03-11,249.111
2009-03-12,250.508
2009-03-13,250.546
2009-03-16,257.492
2009-03-17,257.697
2009-03-18,256.658
2009-03-19,255.858
2009-03-20,256.134
2009-03-23,261.787
2009-03-24,263.57
2009-03-25,263.762
2009-03-26,267.89
2009-03-27,265.745
2009-03-30,262.072
2009-03-31,262.242
2009-04-01,263.68
2009-04-02,273.608
2009-04-03,273.638
2009-04-06,270.191
2009-04-07,272.019
2009-04-08,272.09
2009-04-09,274.338
2009-04-10,274.338
2009-04-13,279.499
2009-04-14,278.063
2009-04-15,277.209
2009-04-16,276.416
2009-04-17,277.203
2009-04-20,269.546
2009-04-21,264.747
2009-04-22,265.165
2009-04-23,265.376
2009-04-24,267.057
2009-04-27,270.106
2009-04-28,269.893
2009-04-29,272.689
2009-04-30,273.299
2009-05-01,273.754
2009-05-04,279.624
2009-05-05,279.695
2009-05-06,279.664
2009-05-07,280.935
2009-05-08,283.406
2009-05-11,280.733
2009-05-12,283.919
2009-05-13,279.397
2009-05-14,280.947
2009-05-15,280.445
2009-05-18,281.061
2009-05-19,287.17
2009-05-20,293.523
2009-05-21,291.925
2009-05-22,295.058
2009-05-25,294.207
2009-05-26,292.005
2009-05-27,295.635
2009-05-28,296.161
2009-05-29,299.994
2009-06-01,305.964
2009-06-02,305.084
2009-06-03,298.174
2009-06-04,301.745
2009-06-05,299.962
2009-06-08,302.129
2009-06-09,307.613
2009-06-10,307.326
2009-06-11,307.768
2009-06-12,307.443
2009-06-15,300.923
2009-06-16,302.882
2009-06-17,296.637
2009-06-18,295.23
2009-06-19,295.354
2009-06-22,293.363
2009-06-23,292.175
2009-06-24,298.93
2009-06-25,293.956
2009-06-26,294.888
2009-06-29,305.086
2009-06-30,304.258
2009-07-01,309.726
2009-07-02,308.898
2009-07-03,308.18
2009-07-06,302.497
2009-07-07,305.04
2009-07-08,302.23
2009-07-09,299.938
2009-07-10,298.662
2009-07-13,300.579
2009-07-14,303.61
2009-07-15,308.61
2009-07-16,311.946
2009-07-17,310.909
2009-07-20,311.898
2009-07-21,316.129
2009-07-22,315.618
2009-07-23,317.28
2009-07-24,317.618
2009-07-27,326.98
2009-07-28,335.608
2009-07-29,337.716
2009-07-30,339.578
2009-07-31,340.402
2009-08-03,342.702
2009-08-04,337.635
2009-08-05,340.544
2009-08-06,339.024
2009-08-07,339.915
2009-08-10,333.066
2009-08-11,330.264
2009-08-12,332.809
2009-08-13,342.332
2009-08-14,340.791
2009-08-17,327.871
2009-08-18,330.778
2009-08-19,329.964
2009-08-20,334.34
2009-08-21,335.405
2009-08-24,341.896
2009-08-25,347.905
2009-08-26,344.19
2009-08-27,336.807
2009-08-28,337.187
2009-08-31,334.135
2009-09-01,335.796
2009-09-02,331.26
2009-09-03,334.864
2009-09-04,338.432
2009-09-07,336.276
2009-09-08,337.076
2009-09-09,339.801
2009-09-10,338.737
2009-09-11,340.304
2009-09-14,332.242
2009-09-15,336.719
2009-09-16,338.892
2009-09-17,339.892
2009-09-18,340.336
2009-09-21,337.931
2009-09-22,342.75
2009-09-23,340.125
2009-09-24,339.505
2009-09-25,338.206
2009-09-28,338.984
2009-09-29,341.905
2009-09-30,335.959
2009-10-01,339.128
2009-10-02,338.537
2009-10-05,341.116
2009-10-06,345.858
2009-10-07,346.262
2009-10-08,348.052
2009-10-09,348.074
2009-10-12,350.265
2009-10-13,347.253
2009-10-14,349.712
2009-10-15,349.818
2009-10-16,349.29
2009-10-19,346.912
2009-10-20,350.013
2009-10-21,351.99
2009-10-22,351.144
2009-10-23,351.592
2009-10-26,351.745
2009-10-27,349.018
2009-10-28,341.669
2009-10-29,342.057
2009-10-30,341.718
2009-11-02,340.386
2009-11-03,334.002
2009-11-04,339.772
2009-11-05,343.981
2009-11-06,345.728
2009-11-09,353.73
2009-11-10,355.475
2009-11-11,359.072
2009-11-12,354.868
2009-11-13,355.824
2009-11-16,360.124
2009-11-17,361.025
2009-11-18,359.502
2009-11-19,358.046
2009-11-20,356.927
2009-11-23,363.801
2009-11-24,365.805
2009-11-25,367.351
2009-11-26,359.452
2009-11-27,359.46
2009-11-30,362.401
2009-12-01,365.914
2009-12-02,367.318
2009-12-03,371.707
2009-12-04,370.402
2009-12-07,371.934
2009-12-08,369.472
2009-12-09,365.965
2009-12-10,370.306
2009-12-11,369.424
2009-12-14,370.999
2009-12-15,372.379
2009-12-16,372.37
2009-12-17,366.278
2009-12-18,365.095
2009-12-21,369.68
2009-12-22,375.086
2009-12-23,380.275
2009-12-24,383.995
2009-12-25,383.995
2009-12-28,383.297
2009-12-29,381.098
2009-12-30,379.971
2009-12-31,383.457
2010-01-01,383.457
2010-01-04,391.656
2010-01-05,397.879
2010-01-06,396.18
2010-01-07,395.437
2010-01-08,396.037
2010-01-11,404.171
2010-01-12,396.276
2010-01-13,398.435
2010-01-14,398.091
2010-01-15,398.439
2010-01-18,399.133
2010-01-19,398.013
2010-01-20,391.616
2010-01-21,394.564
2010-01-22,394.595
2010-01-25,385.288
2010-01-26,384.575
2010-01-27,382.887
2010-01-28,384.774
2010-01-29,384.641
2010-02-01,380.02
2010-02-02,383.167
2010-02-03,387.066
2010-02-04,384.936
2010-02-05,384.209
2010-02-08,379.887
2010-02-09,382.319
2010-02-10,382.801
2010-02-11,383.562
2010-02-12,382.189
2010-02-15,392.913
2010-02-16,392.494
2010-02-17,389.565
2010-02-18,388.389
2010-02-19,385.318
2010-02-22,391.923
2010-02-23,394.82
2010-02-24,396.314
2010-02-25,390.973
2010-02-26,393.026
2010-03-01,398.699
2010-03-02,399.868
2010-03-03,403.476
2010-03-04,405.54
2010-03-05,405.792
2010-03-08,408.965
2010-03-09,404.277
2010-03-10,410.048
2010-03-11,409.662
2010-03-12,410.455
2010-03-15,408.398
2010-03-16,405.967
2010-03-17,408.626
2010-03-18,413.582
2010-03-19,412.844
2010-03-22,417.482
2010-03-23,422.059
2010-03-24,420.815
2010-03-25,420.508
2010-03-26,420.038
2010-03-29,422.44
2010-03-30,423.316
2010-03-31,421.962
2010-04-01,421.286
2010-04-02,421.286
2010-04-05,421.873
2010-04-06,424.447
2010-04-07,421.573
2010-04-08,417.136
2010-04-09,418.408
2010-04-12,419.531
2010-04-13,416.288
2010-04-14,418.388
2010-04-15,412.779
2010-04-16,411.446
2010-04-19,407.107
2010-04-20,408.121
2010-04-21,410.124
2010-04-22,407.649
2010-04-23,409.567
2010-04-26,404.582
2010-04-27,401.95
2010-04-28,397.796
2010-04-29,391.079
2010-04-30,391.744
2010-05-03,394.215
2010-05-04,391.231
2010-05-05,381.471
2010-05-06,387.541
2010-05-07,386.311
2010-05-10,390.696
2010-05-11,384.87
2010-05-12,388.511
2010-05-13,384.802
2010-05-14,383.228
2010-05-17,379.178
2010-05-18,377.603
2010-05-19,375.195
2010-05-20,364.448
2010-05-21,366.486
2010-05-24,363.774
2010-05-25,364.963
2010-05-26,360.422
2010-05-27,357.799
2010-05-28,358.928
2010-05-31,348.707
2010-06-01,350.175
2010-06-02,352.143
2010-06-03,356.82
2010-06-04,355.736
2010-06-07,346.574
2010-06-08,342.334
2010-06-09,342.647
2010-06-10,346.328
2010-06-11,346.103
2010-06-14,354.322
2010-06-15,354.398
2010-06-16,353.832
2010-06-17,356.256
2010-06-18,356.769
2010-06-21,359.467
2010-06-22,352.185
2010-06-23,350.445
2010-06-24,345.156
2010-06-25,344.665
2010-06-28,344.7
2010-06-29,339.929
2010-06-30,344.425
2010-07-01,340.515
2010-07-02,340.196
2010-07-05,348.466
2010-07-06,351.309
2010-07-07,348.685
2010-07-08,352.101
2010-07-09,352.306
2010-07-12,358.991
2010-07-13,358.309
2010-07-14,357.904
2010-07-15,361.475
2010-07-16,362.717
2010-07-19,354.057
2010-07-20,353.405
2010-07-21,358.603
2010-07-22,361.189
2010-07-23,361.948
2010-07-26,347.535
2010-07-27,351.229
2010-07-28,345.901
2010-07-29,340.763
2010-07-30,340.898
2010-08-02,350.509
2010-08-03,351.821
2010-08-04,352.097
2010-08-05,348.518
2010-08-06,349.319
2010-08-09,355.313
2010-08-10,352.151
2010-08-11,351.556
2010-08-12,348.043
2010-08-13,347.38
2010-08-16,351.11
2010-08-17,356.144
2010-08-18,355.816
2010-08-19,354.028
2010-08-20,352.214
2010-08-23,353.564
2010-08-24,348.655
2010-08-25,344.894
2010-08-26,347.54
2010-08-27,346.201
2010-08-30,349.036
2010-08-31,349.838
2010-09-01,356.104
2010-09-02,355.782
2010-09-03,356.347
2010-09-06,362.728
2010-09-07,360.061
2010-09-08,361.426
2010-09-09,361.723
2010-09-10,361.877
2010-09-13,372.814
2010-09-14,373.02
2010-09-15,372.379
2010-09-16,366.746
2010-09-17,366.844
2010-09-20,377.088
2010-09-21,385.299
2010-09-22,387.146
