Date,GERMANY IMI VALUE IMI (Large+Mid+Small Cap)
2001-05-10,465.798
2001-05-11,461.39
2001-05-14,456.452
2001-05-15,460.004
2001-05-16,465.438
2001-05-17,466.707
2001-05-18,464.649
2001-05-21,467.334
2001-05-22,464.403
2001-05-23,457.584
2001-05-24,459.321
2001-05-25,455.498
2001-05-28,456.672
2001-05-29,448.217
2001-05-30,446.458
2001-05-31,444.917
2001-06-01,446.895
2001-06-04,449.03
2001-06-05,450.227
2001-06-06,445.63
2001-06-07,447.752
2001-06-08,445.983
2001-06-11,442.381
2001-06-12,442.866
2001-06-13,447.619
2001-06-14,447.954
2001-06-15,444.229
2001-06-18,441.623
2001-06-19,441.223
2001-06-20,438.447
2001-06-21,441.497
2001-06-22,443.043
2001-06-25,445.194
2001-06-26,443.728
2001-06-27,442.722
2001-06-28,446.594
2001-06-29,453.318
2001-07-02,457.064
2001-07-03,454.193
2001-07-04,452.881
2001-07-05,448.901
2001-07-06,446.154
2001-07-09,450.258
2001-07-10,451.797
2001-07-11,454.525
2001-07-12,453.586
2001-07-13,456.503
2001-07-16,454.116
2001-07-17,452.985
2001-07-18,457.018
2001-07-19,459.185
2001-07-20,460.818
2001-07-23,457.806
2001-07-24,454.666
2001-07-25,450.353
2001-07-26,452.865
2001-07-27,456.253
2001-07-30,460.666
2001-07-31,463.373
2001-08-01,461.886
2001-08-02,458.453
2001-08-03,457.664
2001-08-06,455.984
2001-08-07,452.486
2001-08-08,438.965
2001-08-09,438.45
2001-08-10,437.132
2001-08-13,438.646
2001-08-14,442.701
2001-08-15,443.588
2001-08-16,437.884
2001-08-17,430.915
2001-08-20,429.265
2001-08-21,428.644
2001-08-22,431.43
2001-08-23,429.173
2001-08-24,436.599
2001-08-27,435.939
2001-08-28,431.025
2001-08-29,431.275
2001-08-30,421.548
2001-08-31,422.549
2001-09-03,417.406
2001-09-04,415.897
2001-09-05,408.05
2001-09-06,403.114
2001-09-07,399.83
2001-09-10,393.059
2001-09-11,373.7
2001-09-12,375.651
2001-09-13,379.453
2001-09-14,367.144
2001-09-17,374.657
2001-09-18,371.534
2001-09-19,366.995
2001-09-20,348.573
2001-09-21,338.259
2001-09-24,355.653
2001-09-25,356.181
2001-09-26,363.244
2001-09-27,367.991
2001-09-28,372.248
2001-10-01,372.047
2001-10-02,375.749
2001-10-03,384.039
2001-10-04,388.683
2001-10-05,389.767
2001-10-08,391.786
2001-10-09,389.419
2001-10-10,394.374
2001-10-11,392.426
2001-10-12,391.774
2001-10-15,388.474
2001-10-16,395.172
2001-10-17,394.503
2001-10-18,389.282
2001-10-19,382.918
2001-10-22,384.674
2001-10-23,389.539
2001-10-24,397.272
2001-10-25,392.261
2001-10-26,395.465
2001-10-29,392.493
2001-10-30,387.434
2001-10-31,383.48
2001-11-01,389.102
2001-11-02,384.361
2001-11-05,388.509
2001-11-06,384.712
2001-11-07,395.151
2001-11-08,400.392
2001-11-09,398.386
2001-11-12,394.264
2001-11-13,395.444
2001-11-14,398.328
2001-11-15,399.75
2001-11-16,407.204
2001-11-19,413.287
2001-11-20,409.629
2001-11-21,406.762
2001-11-22,409.163
2001-11-23,410.754
2001-11-26,408.42
2001-11-27,404.3
2001-11-28,398.07
2001-11-29,399.255
2001-11-30,406.721
2001-12-03,404.215
2001-12-04,405.147
2001-12-05,415.734
2001-12-06,417.646
2001-12-07,412.452
2001-12-10,407.987
2001-12-11,408.418
2001-12-12,406.303
2001-12-13,401.933
2001-12-14,400.962
2001-12-17,410.771
2001-12-18,408.419
2001-12-19,402.554
2001-12-20,399.462
2001-12-21,399.273
2001-12-24,395.283
2001-12-25,395.283
2001-12-26,395.62
2001-12-27,406.199
2001-12-28,406.804
2001-12-31,410.81
2002-01-01,410.81
2002-01-02,417.477
2002-01-03,422.16
2002-01-04,424.98
2002-01-07,418.795
2002-01-08,420.372
2002-01-09,418.149
2002-01-10,416.824
2002-01-11,414.137
2002-01-14,407.861
2002-01-15,405.547
2002-01-16,398.539
2002-01-17,407.364
2002-01-18,408.364
2002-01-21,406.913
2002-01-22,405.4
2002-01-23,412.009
2002-01-24,409.11
2002-01-25,402.47
2002-01-28,400.559
2002-01-29,395.496
2002-01-30,394.577
2002-01-31,397.801
2002-02-01,396.88
2002-02-04,393.136
2002-02-05,391.76
2002-02-06,384.054
2002-02-07,383.815
2002-02-08,382.564
2002-02-11,390.638
2002-02-12,386.668
2002-02-13,387.263
2002-02-14,386.21
2002-02-15,381.407
2002-02-18,380.913
2002-02-19,376.405
2002-02-20,377.437
2002-02-21,383.187
2002-02-22,381.234
2002-02-25,384.795
2002-02-26,386.357
2002-02-27,387.904
2002-02-28,392.517
2002-03-01,397.114
2002-03-04,407.392
2002-03-05,404.106
2002-03-06,410.717
2002-03-07,413.321
2002-03-08,415.869
2002-03-11,414.419
2002-03-12,409.424
2002-03-13,410.387
2002-03-14,414.616
2002-03-15,421.429
2002-03-18,420.675
2002-03-19,423.142
2002-03-20,421.429
2002-03-21,419.268
2002-03-22,420.289
2002-03-25,416.532
2002-03-26,419.704
2002-03-27,414.56
2002-03-28,416.973
2002-03-29,416.976
2002-04-01,420.392
2002-04-02,417.398
2002-04-03,417.436
2002-04-04,416.216
2002-04-05,414.765
2002-04-08,408.254
2002-04-09,407.282
2002-04-10,414.277
2002-04-11,410.893
2002-04-12,412.472
2002-04-15,415.641
2002-04-16,423.346
2002-04-17,424.077
2002-04-18,423.569
2002-04-19,424.008
2002-04-22,421.092
2002-04-23,420.08
2002-04-24,418.306
2002-04-25,412.819
2002-04-26,409.079
2002-04-29,412.203
2002-04-30,414.032
2002-05-01,416.374
2002-05-02,411.935
2002-05-03,411.438
2002-05-06,412.327
2002-05-07,408.69
2002-05-08,415.968
2002-05-09,413.188
2002-05-10,409.249
2002-05-13,413.881
2002-05-14,413.456
2002-05-15,417.711
2002-05-16,418.298
2002-05-17,423.709
2002-05-20,421.964
2002-05-21,420.763
2002-05-22,422.999
2002-05-23,417.948
2002-05-24,417.642
2002-05-27,420.92
2002-05-28,423.251
2002-05-29,423.735
2002-05-30,417.658
2002-05-31,419.649
2002-06-03,417.423
2002-06-04,409.367
2002-06-05,407.405
2002-06-06,414.716
2002-06-07,411.036
2002-06-10,408.475
2002-06-11,408.981
2002-06-12,408.007
2002-06-13,403.652
2002-06-14,390.192
2002-06-17,400.713
2002-06-18,401.19
2002-06-19,397.346
2002-06-20,393.729
2002-06-21,394.85
2002-06-24,392.224
2002-06-25,393.237
2002-06-26,396.816
2002-06-27,405.353
2002-06-28,414.449
2002-07-01,412.87
2002-07-02,401.414
2002-07-03,393.604
2002-07-04,400.529
2002-07-05,410.081
2002-07-08,411.43
2002-07-09,407.914
2002-07-10,392.502
2002-07-11,387.293
2002-07-12,386.151
2002-07-15,377.626
2002-07-16,380.937
2002-07-17,384.803
2002-07-18,389.175
2002-07-19,374.216
2002-07-22,354.688
2002-07-23,337.129
2002-07-24,344.279
2002-07-25,335.561
2002-07-26,336.539
2002-07-29,356.144
2002-07-30,364.33
2002-07-31,349.537
2002-08-01,342.241
2002-08-02,339.309
2002-08-05,323.736
2002-08-06,333.332
2002-08-07,328.144
2002-08-08,343.928
2002-08-09,354.109
2002-08-12,347.689
2002-08-13,350.486
2002-08-14,346.27
2002-08-15,351.566
2002-08-16,353.362
2002-08-19,362.918
2002-08-20,355.444
2002-08-21,362.174
2002-08-22,362.244
2002-08-23,358.418
2002-08-26,354.888
2002-08-27,362.603
2002-08-28,349.536
2002-08-29,349.874
2002-08-30,354.436
2002-09-02,348.964
2002-09-03,333.895
2002-09-04,337.359
2002-09-05,331.692
2002-09-06,338.76
2002-09-09,332.431
2002-09-10,337.46
2002-09-11,343.001
2002-09-12,331.48
2002-09-13,329.337
2002-09-16,325.275
2002-09-17,323.473
2002-09-18,310.08
2002-09-19,304.43
2002-09-20,307.882
2002-09-23,293.441
2002-09-24,283.616
2002-09-25,291.754
2002-09-26,302.496
2002-09-27,294.946
2002-09-30,285.727
2002-10-01,294.163
2002-10-02,298.196
2002-10-03,289.069
2002-10-04,280.914
2002-10-07,277.817
2002-10-08,269.31
2002-10-09,265.426
2002-10-10,273.233
2002-10-11,289.802
2002-10-14,282.91
2002-10-15,297.354
2002-10-16,295.198
2002-10-17,304.235
2002-10-18,304.371
2002-10-21,314.433
2002-10-22,303.727
2002-10-23,290.633
2002-10-24,293.446
2002-10-25,292.808
2002-10-28,302.557
2002-10-29,288.45
2002-10-30,291.71
2002-10-31,296.359
2002-11-01,298.685
2002-11-04,311.103
2002-11-05,311.846
2002-11-06,307.69
2002-11-07,300.167
2002-11-08,297.491
2002-11-11,297.42
2002-11-12,302.108
2002-11-13,298.386
2002-11-14,303.482
2002-11-15,303.79
2002-11-18,307.908
2002-11-19,307.268
2002-11-20,302.467
2002-11-21,309.094
2002-11-22,309.432
2002-11-25,304.508
2002-11-26,298.018
2002-11-27,310.781
2002-11-28,315.387
2002-11-29,314.765
2002-12-02,317.284
2002-12-03,309.92
2002-12-04,316.526
2002-12-05,308.586
2002-12-06,309.93
2002-12-09,297.912
2002-12-10,308.189
2002-12-11,310.806
2002-12-12,305.944
2002-12-13,302.639
2002-12-16,311.498
2002-12-17,307.428
2002-12-18,294.989
2002-12-19,289.31
2002-12-20,296.616
2002-12-23,294.241
2002-12-24,295.459
2002-12-25,295.459
2002-12-26,296.204
2002-12-27,283.518
2002-12-30,290.758
2002-12-31,291.899
2003-01-01,291.899
2003-01-02,308.92
2003-01-03,308.822
2003-01-06,316.522
2003-01-07,310.075
2003-01-08,298.551
2003-01-09,303.996
2003-01-10,305.402
2003-01-13,307.398
2003-01-14,310.779
2003-01-15,307.157
2003-01-16,309.68
2003-01-17,301.257
2003-01-20,299.887
2003-01-21,296.167
2003-01-22,288.985
2003-01-23,288.798
2003-01-24,282.62
2003-01-27,275.998
2003-01-28,280.037
2003-01-29,283.599
2003-01-30,280.486
2003-01-31,286.974
2003-02-03,288.684
2003-02-04,280.481
2003-02-05,287.291
2003-02-06,278.364
2003-02-07,269.35
2003-02-10,270.612
2003-02-11,272.862
2003-02-12,266.321
2003-02-13,265.818
2003-02-14,277.717
2003-02-17,278.06
2003-02-18,278.837
2003-02-19,270.561
2003-02-20,270.094
2003-02-21,276.321
2003-02-24,267.076
2003-02-25,258.743
2003-02-26,254.154
2003-02-27,260.864
2003-02-28,265.51
2003-03-03,266.948
2003-03-04,264.825
2003-03-05,265.135
2003-03-06,258.392
2003-03-07,258.459
2003-03-10,249.279
2003-03-11,245.765
2003-03-12,232.858
2003-03-13,243.27
2003-03-14,242.652
2003-03-17,248.656
2003-03-18,261.272
2003-03-19,263.324
2003-03-20,261.626
2003-03-21,271.362
2003-03-24,259.8
2003-03-25,268.376
2003-03-26,262.749
2003-03-27,263.406
2003-03-28,258.412
2003-03-31,252.981
2003-04-01,254.062
2003-04-02,265.515
2003-04-03,262.998
2003-04-04,272.083
2003-04-07,285.476
2003-04-08,281.906
2003-04-09,279.901
2003-04-10,278.594
2003-04-11,281.266
2003-04-14,285.363
2003-04-15,289.438
2003-04-16,288.196
2003-04-17,297.473
2003-04-18,297.473
2003-04-21,296.191
2003-04-22,306.713
2003-04-23,309.499
2003-04-24,303.026
2003-04-25,297.403
2003-04-28,308.606
2003-04-29,303.935
2003-04-30,311.903
2003-05-01,314.768
2003-05-02,317.184
2003-05-05,321.233
2003-05-06,327.7
2003-05-07,323.733
2003-05-08,313.62
2003-05-09,321.731
2003-05-12,321.207
2003-05-13,316.302
2003-05-14,320.156
2003-05-15,325.564
2003-05-16,328.01
2003-05-19,318.078
2003-05-20,315.81
2003-05-21,315.495
2003-05-22,319.348
2003-05-23,316.597
2003-05-26,318.676
2003-05-27,323.044
2003-05-28,323.897
2003-05-29,325.336
2003-05-30,331.341
2003-06-02,337.497
2003-06-03,333.198
2003-06-04,336.901
2003-06-05,337.399
2003-06-06,341.158
2003-06-09,339.105
2003-06-10,341.244
2003-06-11,348.891
2003-06-12,353.737
2003-06-13,351.616
2003-06-16,362.14
2003-06-17,364.566
2003-06-18,363.316
2003-06-19,356.807
2003-06-20,354.396
2003-06-23,346.513
2003-06-24,347.941
2003-06-25,347.715
2003-06-26,349.074
2003-06-27,347.824
2003-06-30,349.603
2003-07-01,346.035
2003-07-02,351.595
2003-07-03,353.172
2003-07-04,351.852
2003-07-07,356.604
2003-07-08,357.787
2003-07-09,355.2
2003-07-10,351.008
2003-07-11,356.217
2003-07-14,362.63
2003-07-15,358.686
2003-07-16,357.424
2003-07-17,353.167
2003-07-18,357.345
2003-07-21,352.566
2003-07-22,355.854
2003-07-23,356.804
2003-07-24,366.389
2003-07-25,366.108
2003-07-28,369.192
2003-07-29,370.268
2003-07-30,368.227
2003-07-31,372.174
2003-08-01,368.412
2003-08-04,367.743
2003-08-05,370.661
2003-08-06,365.453
2003-08-07,362.532
2003-08-08,360.178
2003-08-11,360.642
2003-08-12,363.618
2003-08-13,364.65
2003-08-14,370.048
2003-08-15,371.318
2003-08-18,374.711
2003-08-19,371.337
2003-08-20,373.46
2003-08-21,375.065
2003-08-22,369.883
2003-08-25,366.914
2003-08-26,362.31
2003-08-27,365.987
2003-08-28,366.007
2003-08-29,367.496
2003-09-01,375.581
2003-09-02,372.599
2003-09-03,377.205
2003-09-04,380.505
2003-09-05,378.971
2003-09-08,383.205
2003-09-09,379.942
2003-09-10,375.074
2003-09-11,377.656
2003-09-12,375.747
2003-09-15,377.091
2003-09-16,377.22
2003-09-17,378.142
2003-09-18,382.871
2003-09-19,384.035
2003-09-22,375.773
2003-09-23,369.003
2003-09-24,357.186
2003-09-25,361.238
2003-09-26,360.157
2003-09-29,362.835
2003-09-30,358.971
2003-10-01,368.915
2003-10-02,360.268
2003-10-03,372.64
2003-10-06,372.635
2003-10-07,369.986
2003-10-08,371.877
2003-10-09,380.76
2003-10-10,380.953
2003-10-13,383.748
2003-10-14,384.814
2003-10-15,387.446
2003-10-16,390.781
2003-10-17,383.115
2003-10-20,388.723
2003-10-21,389.851
2003-10-22,384.705
2003-10-23,386.036
2003-10-24,382.418
2003-10-27,387.06
2003-10-28,391.239
2003-10-29,393.004
2003-10-30,396.916
2003-10-31,397.248
2003-11-03,400.678
2003-11-04,402.46
2003-11-05,399.795
2003-11-06,398.07
2003-11-07,406.385
2003-11-10,404.828
2003-11-11,403.699
2003-11-12,409.563
2003-11-13,412.759
2003-11-14,417.589
2003-11-17,405.671
2003-11-18,408.679
2003-11-19,408.824
2003-11-20,406.995
2003-11-21,408.471
2003-11-24,412.664
2003-11-25,411.416
2003-11-26,413.856
2003-11-27,416.571
2003-11-28,418.752
2003-12-01,425.475
2003-12-02,428.477
2003-12-03,436.508
2003-12-04,436.098
2003-12-05,435.913
2003-12-08,434.541
2003-12-09,437.378
2003-12-10,435.993
2003-12-11,437.028
2003-12-12,442.721
2003-12-15,445.847
2003-12-16,447.6
2003-12-17,448.111
2003-12-18,451.784
2003-12-19,454.036
2003-12-22,454.827
2003-12-23,457.287
2003-12-24,458.576
2003-12-25,458.576
2003-12-26,458.392
2003-12-29,464.96
2003-12-30,467.578
2003-12-31,470.675
2004-01-01,470.675
2004-01-02,474.576
2004-01-05,478.971
2004-01-06,479.639
2004-01-07,473.201
2004-01-08,475.761
2004-01-09,478.311
2004-01-12,475.177
2004-01-13,476.634
2004-01-14,480.558
2004-01-15,479.629
2004-01-16,478.641
2004-01-19,480.695
2004-01-20,483.486
2004-01-21,490.217
2004-01-22,492.842
2004-01-23,492.986
2004-01-26,484.001
2004-01-27,486.141
2004-01-28,488.037
2004-01-29,473.426
2004-01-30,471.699
2004-02-02,474.346
2004-02-03,475.23
2004-02-04,471.298
2004-02-05,472.193
2004-02-06,479.057
2004-02-09,483.297
2004-02-10,484.812
2004-02-11,485.081
2004-02-12,490.899
2004-02-13,482.113
2004-02-16,483.225
2004-02-17,486.998
2004-02-18,487.119
2004-02-19,486.017
2004-02-20,474.314
2004-02-23,474.939
2004-02-24,470.387
2004-02-25,465.019
2004-02-26,463.576
2004-02-27,466.985
2004-03-01,471.137
2004-03-02,471.018
2004-03-03,460.633
2004-03-04,468.492
2004-03-05,477.076
2004-03-08,477.741
2004-03-09,473.455
2004-03-10,462.582
2004-03-11,447.14
2004-03-12,445.114
2004-03-15,434.084
2004-03-16,439.569
2004-03-17,443.098
2004-03-18,441.069
2004-03-19,438.185
2004-03-22,429.141
2004-03-23,427.404
2004-03-24,423.382
2004-03-25,431.471
2004-03-26,431.187
2004-03-29,438.858
2004-03-30,439.35
2004-03-31,440.832
2004-04-01,451.447
2004-04-02,453.333
2004-04-05,452.178
2004-04-06,451.411
2004-04-07,453.389
2004-04-08,451.857
2004-04-09,451.857
2004-04-12,450.588
2004-04-13,451.353
2004-04-14,445.687
2004-04-15,446.975
2004-04-16,454.34
2004-04-19,452.85
2004-04-20,452.735
2004-04-21,448.578
2004-04-22,452.858
2004-04-23,457.463
2004-04-26,460.381
2004-04-27,462.92
2004-04-28,452.782
2004-04-29,449.73
2004-04-30,449.319
2004-05-03,450.194
2004-05-04,452.511
2004-05-05,457.708
2004-05-06,443.767
2004-05-07,435.731
2004-05-10,420.484
2004-05-11,425.652
2004-05-12,421.705
2004-05-13,425.733
2004-05-14,424.525
2004-05-17,423.655
2004-05-18,426.066
2004-05-19,437.635
2004-05-20,429.306
2004-05-21,432.325
2004-05-24,434.111
2004-05-25,435.319
2004-05-26,439.967
2004-05-27,451.036
2004-05-28,447.596
2004-05-31,449.698
2004-06-01,443.694
2004-06-02,448.262
2004-06-03,450.697
2004-06-04,456.235
2004-06-07,465.165
2004-06-08,462.544
2004-06-09,453.935
2004-06-10,456.912
2004-06-11,453.398
2004-06-14,448.615
2004-06-15,452.925
2004-06-16,452.986
2004-06-17,451.696
2004-06-18,456.591
2004-06-21,454.011
2004-06-22,448.106
2004-06-23,449.774
2004-06-24,459.804
2004-06-25,458.516
2004-06-28,467.143
2004-06-29,464.107
2004-06-30,464.524
2004-07-01,462.048
2004-07-02,463.36
2004-07-05,461.371
2004-07-06,456.534
2004-07-07,459.091
2004-07-08,462.693
2004-07-09,460.664
2004-07-12,457.61
2004-07-13,455.803
2004-07-14,457.074
2004-07-15,450.481
2004-07-16,453.342
2004-07-19,449.493
2004-07-20,450.351
2004-07-21,449.618
2004-07-22,443.429
2004-07-23,436.757
2004-07-26,433.587
2004-07-27,437.092
2004-07-28,435.067
2004-07-29,444.206
2004-07-30,443.625
2004-08-02,439.911
2004-08-03,441.969
2004-08-04,435.555
2004-08-05,436.177
2004-08-06,432.192
2004-08-09,427.642
2004-08-10,432.199
2004-08-11,423.97
2004-08-12,423.831
2004-08-13,425.923
2004-08-16,430.991
2004-08-17,431.443
2004-08-18,431.728
2004-08-19,433.493
2004-08-20,431.743
2004-08-23,433.513
2004-08-24,430.854
2004-08-25,432.142
2004-08-26,436.076
2004-08-27,436.419
2004-08-30,435.14
2004-08-31,433.625
2004-09-01,438.179
2004-09-02,439.332
2004-09-03,440.11
2004-09-06,442.816
2004-09-07,442.654
2004-09-08,443.537
2004-09-09,440.84
2004-09-10,448.348
2004-09-13,454.09
2004-09-14,455.692
2004-09-15,450.416
2004-09-16,452.419
2004-09-17,455.76
2004-09-20,453.542
2004-09-21,458.682
2004-09-22,451.861
2004-09-23,449.333
2004-09-24,448.633
2004-09-27,445.829
2004-09-28,447.648
2004-09-29,452.589
2004-09-30,453.529
2004-10-01,463.386
2004-10-04,462.635
2004-10-05,467.597
2004-10-06,468.306
2004-10-07,467.455
2004-10-08,470.061
2004-10-11,469.734
2004-10-12,460.791
2004-10-13,460.644
2004-10-14,461.419
2004-10-15,461.642
2004-10-18,461.659
2004-10-19,467.008
2004-10-20,464.114
2004-10-21,466.254
2004-10-22,467.57
2004-10-25,463.191
2004-10-26,464.7
2004-10-27,472.457
2004-10-28,475.371
2004-10-29,474.379
2004-11-01,482.204
2004-11-02,483.617
2004-11-03,487.461
2004-11-04,491.282
2004-11-05,495.15
2004-11-08,498.251
2004-11-09,496.855
2004-11-10,499.412
2004-11-11,501.736
2004-11-12,504.139
2004-11-15,503.053
2004-11-16,502.503
2004-11-17,511.788
2004-11-18,509.851
2004-11-19,507.988
2004-11-22,506.019
2004-11-23,507.039
2004-11-24,511.644
2004-11-25,518.796
2004-11-26,518.756
2004-11-29,518.87
2004-11-30,516.342
2004-12-01,523.882
2004-12-02,525.71
2004-12-03,529.289
2004-12-06,530.243
2004-12-07,532.507
2004-12-08,525.721
2004-12-09,518.881
2004-12-10,521.435
2004-12-13,530.451
2004-12-14,531.538
2004-12-15,535.075
2004-12-16,532.48
2004-12-17,524.128
2004-12-20,534.685
2004-12-21,533.447
2004-12-22,538.119
2004-12-23,544.045
2004-12-24,545.456
2004-12-27,546.315
2004-12-28,548.374
2004-12-29,546.027
2004-12-30,548.837
2004-12-31,547.327
2005-01-03,546.328
2005-01-04,540.486
2005-01-05,534.947
2005-01-06,536.395
2005-01-07,533.643
2005-01-10,535.595
2005-01-11,532.378
2005-01-12,532.292
2005-01-13,528.292
2005-01-14,528.172
2005-01-17,529.912
2005-01-18,528.293
2005-01-19,527.38
2005-01-20,520.752
2005-01-21,521.967
2005-01-24,521.881
2005-01-25,522.326
2005-01-26,523.342
2005-01-27,522.63
2005-01-28,520.171
2005-01-31,527.694
2005-02-01,530.568
2005-02-02,534.382
2005-02-03,529.406
2005-02-04,535.357
2005-02-07,533.873
2005-02-08,532.158
2005-02-09,530.991
2005-02-10,534.417
2005-02-11,539.982
2005-02-14,543.42
2005-02-15,546.312
2005-02-16,542.139
2005-02-17,546.876
2005-02-18,545.698
2005-02-21,544.319
2005-02-22,546.664
2005-02-23,543.027
2005-02-24,544.099
2005-02-25,549.186
2005-02-28,553.1
2005-03-01,553.204
2005-03-02,550.909
2005-03-03,549.96
2005-03-04,561.277
2005-03-07,560.121
2005-03-08,561.998
2005-03-09,559.876
2005-03-10,558.153
2005-03-11,563.862
2005-03-14,560.283
2005-03-15,560.571
2005-03-16,554.391
2005-03-17,551.714
2005-03-18,549.05
2005-03-21,541.962
2005-03-22,545.718
2005-03-23,536.559
2005-03-24,537.281
2005-03-25,537.281
2005-03-28,533.51
2005-03-29,536.461
2005-03-30,537.681
2005-03-31,539.066
2005-04-01,540.727
2005-04-04,530.588
2005-04-05,534.081
2005-04-06,537.101
2005-04-07,539.852
2005-04-08,538.263
2005-04-11,542.136
2005-04-12,535.394
2005-04-13,540.427
2005-04-14,535.41
2005-04-15,527.989
2005-04-18,516.483
2005-04-19,518.33
2005-04-20,515.521
2005-04-21,517.839
2005-04-22,520.141
2005-04-25,519.146
2005-04-26,517.568
2005-04-27,512.028
2005-04-28,508.916
2005-04-29,509.542
2005-05-02,510.954
2005-05-03,515.191
2005-05-04,521.033
2005-05-05,524.214
2005-05-06,521.931
2005-05-09,518.702
2005-05-10,515.133
2005-05-11,511.977
2005-05-12,511.218
2005-05-13,508.382
2005-05-16,505.713
2005-05-17,505.994
2005-05-18,515.162
2005-05-19,519.808
2005-05-20,516.363
2005-05-23,522.2
2005-05-24,520.658
2005-05-25,519.728
2005-05-26,522.896
2005-05-27,525.041
2005-05-30,527.404
2005-05-31,520.498
2005-06-01,523.891
2005-06-02,525.265
2005-06-03,521.612
2005-06-06,520.537
2005-06-07,527.24
2005-06-08,528.748
2005-06-09,523.46
2005-06-10,523.601
2005-06-13,522.364
2005-06-14,522.406
2005-06-15,520.975
2005-06-16,523.329
2005-06-17,532.249
2005-06-20,525.965
2005-06-21,527.798
2005-06-22,527.616
2005-06-23,525.328
2005-06-24,520.943
2005-06-27,519.309
2005-06-28,518.995
2005-06-29,521.872
2005-06-30,523.676
2005-07-01,521.264
2005-07-04,519.815
2005-07-05,518.377
2005-07-06,521.234
2005-07-07,512.986
2005-07-08,520.158
2005-07-11,533.229
2005-07-12,537.634
2005-07-13,535.977
2005-07-14,538.787
2005-07-15,538.085
2005-07-18,539.341
2005-07-19,542.112
2005-07-20,544.965
2005-07-21,555.152
2005-07-22,555.674
2005-07-25,555.252
2005-07-26,554.031
2005-07-27,557.415
2005-07-28,563.914
2005-07-29,566.159
2005-08-01,569.831
2005-08-02,574.431
2005-08-03,576.982
2005-08-04,573.547
2005-08-05,567.29
2005-08-08,570.788
2005-08-09,579.063
2005-08-10,590.769
2005-08-11,588.697
2005-08-12,586.589
2005-08-15,581.804
2005-08-16,575.906
2005-08-17,572.861
2005-08-18,563.725
2005-08-19,571.314
2005-08-22,577.931
2005-08-23,573.318
2005-08-24,575.629
2005-08-25,569.776
2005-08-26,564.011
2005-08-29,563.693
2005-08-30,557.928
2005-08-31,567.058
2005-09-01,575.631
2005-09-02,578.444
2005-09-05,585.8
2005-09-06,591.045
2005-09-07,591.65
2005-09-08,590.155
2005-09-09,592.188
2005-09-12,582.262
2005-09-13,572.034
2005-09-14,575.276
2005-09-15,571.09
2005-09-16,580.282
2005-09-19,570.797
2005-09-20,577.076
2005-09-21,570.008
2005-09-22,563.461
2005-09-23,564.011
2005-09-26,574.689
2005-09-27,570.347
2005-09-28,581.078
2005-09-29,577.477
2005-09-30,582.2
2005-10-03,579.171
2005-10-04,587.243
2005-10-05,579.677
2005-10-06,582.606
2005-10-07,580.56
2005-10-10,578.544
2005-10-11,577.415
2005-10-12,573.755
2005-10-13,565.213
2005-10-14,575.079
2005-10-17,573.586
2005-10-18,564.873
2005-10-19,555.642
2005-10-20,556.685
2005-10-21,555.525
2005-10-24,561.416
2005-10-25,564.668
2005-10-26,567.54
2005-10-27,560.201
2005-10-28,559.629
2005-10-31,565.764
2005-11-01,565.112
2005-11-02,572.977
2005-11-03,575.568
2005-11-04,563.597
2005-11-07,566.353
