Date,WORLD IMI GROWTH IMI (Large+Mid+Small Cap)
1994-05-31,382.271
1994-06-30,382.191
1994-07-29,386.55
1994-08-31,398.818
1994-09-30,390.198
1994-10-31,399.184
1994-11-30,380.165
1994-12-30,385.6
1995-01-31,378.625
1995-02-28,380.251
1995-03-31,398.596
1995-04-28,411.225
1995-05-31,410.938
1995-06-30,415.238
1995-07-31,438.421
1995-08-31,430.895
1995-09-29,442.809
1995-10-31,434.035
1995-11-30,447.704
1995-12-29,457.159
1996-01-31,461.918
1996-02-29,468.135
1996-03-29,476.989
1996-04-30,494.491
1996-05-31,498.247
1996-06-28,496.455
1996-07-31,470.977
1996-08-30,479.837
1996-09-30,499.398
1996-10-31,494.86
1996-11-29,516.801
1996-12-31,505.612
1997-01-31,510.488
1997-02-28,509.623
1997-03-31,496.58
1997-04-30,511.121
1997-05-30,551.859
1997-06-30,579.402
1997-07-31,607.52
1997-08-29,572.19
1997-09-30,602.541
1997-10-31,567.139
1997-11-28,572.609
1997-12-31,576.58
1998-01-30,595.212
1998-02-27,638.441
1998-03-31,662.695
1998-04-30,672.931
1998-05-29,662.382
1998-06-30,684.256
1998-07-31,683.418
1998-08-31,584.185
1998-09-30,598.331
1998-10-30,650.837
1998-11-30,694.878
1998-12-31,748.971
1999-01-29,782.35
1999-02-26,751.402
1999-03-31,787.711
1999-04-30,801.763
1999-05-31,774.899
1999-06-30,827.1
1999-07-30,828.294
1999-08-31,843.735
1999-09-30,850.091
1999-10-29,907.277
1999-11-30,979.899
1999-12-31,1112.724
2000-01-31,1061.339
2000-02-29,1156.438
2000-03-31,1170.87
2000-04-28,1068.591
2000-05-31,993.667
2000-06-30,1073.363
2000-07-31,1021.337
2000-08-31,1080.981
2000-09-29,987.929
2000-10-31,925.374
2000-11-30,814.645
2000-12-29,808.282
2001-01-31,838.316
2001-02-28,721.548
2001-03-30,650.422
2001-04-30,719.319
2001-05-31,700.494
2001-06-29,675.271
2001-07-31,651.817
2001-08-31,606.196
2001-09-28,542.531
2001-10-31,570.897
2001-11-30,614.189
2001-12-31,616.357
2002-01-31,590.607
2002-02-28,574.503
2002-03-29,600.937
2002-04-30,573.907
2002-05-31,568.532
2002-06-28,531.239
2002-07-31,485.285
2002-08-30,484.378
2002-09-30,436.139
2002-10-31,469.724
2002-11-29,495.329
2002-12-31,467.305
2003-01-31,453.641
2003-02-28,447.514
2003-03-31,450.447
2003-04-30,486.908
2003-05-30,515.718
2003-06-30,524.28
2003-07-31,538.357
2003-08-29,553.486
2003-09-30,556.582
2003-10-31,592.634
2003-11-28,601.817
2003-12-31,627.084
2004-01-30,642.556
2004-02-27,651.981
2004-03-31,649.09
2004-04-30,633.89
2004-05-31,639.721
2004-06-30,650.402
2004-07-30,617.398
2004-08-31,615.069
2004-09-30,628.539
2004-10-29,644.339
2004-11-30,678.075
2004-12-31,706.398
2005-01-31,689.09
2005-02-28,705.881
2005-03-31,692.066
2005-04-29,674.317
2005-05-31,693.905
2005-06-30,699.755
2005-07-29,729.854
2005-08-31,736.146
