Date,WORLD IMI GROWTH IMI (Large+Mid+Small Cap)
2005-09-30,753.025
2005-10-31,736.342
2005-11-30,762.723
2005-12-30,780.596
2006-01-31,820.039
2006-02-28,811.475
2006-03-31,833.892
2006-04-28,853.14
2006-05-31,817.383
2006-06-30,814.65
2006-07-31,805.723
2006-08-31,828.295
2006-09-29,836.322
2006-10-31,866.932
2006-11-30,889.976
2006-12-29,899.843
2007-01-31,914.956
2007-02-28,911.411
2007-03-30,929.92
2007-04-30,970.111
2007-05-31,1000.0
2007-06-29,996.263
2007-07-31,984.753
2007-08-31,985.327
2007-09-28,1038.107
2007-10-31,1081.579
2007-11-30,1042.086
2007-12-31,1033.011
2008-01-31,943.204
2008-02-29,953.288
2008-03-31,940.404
2008-04-30,991.986
2008-05-30,1026.46
2008-06-30,960.545
2008-07-31,930.532
2008-08-29,914.751
2008-09-30,786.789
2008-10-31,630.463
2008-11-28,581.236
2008-12-31,603.213
2009-01-30,565.501
2009-02-27,518.386
2009-03-31,555.41
2009-04-30,608.428
2009-05-29,661.066
2009-06-30,663.483
2009-07-31,715.186
2009-08-31,732.853
2009-09-30,767.739
2009-10-30,758.653
2009-11-30,789.334
2009-12-31,812.013
2010-01-29,775.242
2010-02-26,791.458
2010-03-31,841.775
2010-04-30,847.405
2010-05-31,767.045
2010-06-30,741.383
2010-07-30,798.476
2010-08-31,769.172
2010-09-30,852.047
2010-10-29,888.322
2010-11-30,882.183
2010-12-31,944.819
2011-01-31,954.483
2011-02-28,985.762
2011-03-31,984.12
2011-04-29,1026.772
2011-05-31,1010.019
2011-06-30,993.113
2011-07-29,984.799
2011-08-31,916.152
2011-09-30,826.397
2011-10-31,919.534
2011-11-30,900.051
2011-12-30,889.21
2012-01-31,943.79
2012-02-29,991.938
2012-03-30,1006.672
2012-04-30,1001.5
2012-05-31,914.622
2012-06-29,950.274
2012-07-31,962.804
2012-08-31,990.828
2012-09-28,1016.041
2012-10-31,1000.697
2012-11-30,1020.187
2012-12-31,1032.34
2013-01-31,1078.243
2013-02-28,1084.791
2013-03-29,1114.626
2013-04-30,1138.49
2013-05-31,1142.076
2013-06-28,1112.972
2013-07-31,1174.573
2013-08-30,1156.151
2013-09-30,1221.481
2013-10-31,1261.851
2013-11-29,1287.495
2013-12-31,1318.284
2014-01-31,1272.623
2014-02-28,1341.355
2014-03-31,1327.475
2014-04-30,1327.179
2014-05-30,1359.596
2014-06-30,1387.892
2014-07-31,1360.465
2014-08-29,1398.708
2014-09-30,1357.94
2014-10-31,1374.291
2014-11-28,1409.527
2014-12-31,1390.097
2015-01-30,1377.424
2015-02-27,1465.063
2015-03-31,1453.47
2015-04-30,1475.368
2015-05-29,1489.918
2015-06-30,1465.737
2015-07-31,1501.079
2015-08-31,1401.904
2015-09-30,1349.047
2015-10-30,1454.566
2015-11-30,1455.911
2015-12-31,1432.177
2016-01-29,1338.435
2016-02-29,1329.906
2016-03-31,1421.56
2016-04-29,1433.872
2016-05-31,1449.268
2016-06-30,1432.676
2016-07-29,1501.623
2016-08-31,1491.556
2016-09-30,1505.354
2016-10-31,1455.536
2016-11-30,1462.889
2016-12-30,1482.27
2017-01-31,1533.107
2017-02-28,1580.561
2017-03-31,1606.242
2017-04-28,1645.503
2017-05-31,1697.036
2017-06-30,1691.769
2017-07-31,1733.897
2017-08-31,1751.157
2017-09-29,1782.836
2017-10-31,1830.977
2017-11-30,1872.155
2017-12-29,1896.934
2018-01-31,2011.718
2018-02-28,1946.27
2018-03-30,1909.942
2018-04-30,1926.981
2018-05-31,1978.333
2018-06-29,1978.926
2018-07-31,2026.02
2018-08-31,2088.08
2018-09-28,2087.499
2018-10-31,1889.118
2018-11-30,1901.681
2018-12-31,1756.05
2019-01-31,1907.725
2019-02-28,1977.03
2019-03-29,2018.175
2019-04-30,2100.566
2019-05-31,1987.735
2019-06-28,2123.997
2019-07-31,2148.266
2019-08-30,2121.112
2019-09-30,2130.313
2019-10-31,2193.052
2019-11-29,2272.299
2019-12-31,2339.533
2020-01-31,2369.381
2020-02-28,2192.758
2020-03-31,1954.514
2020-04-30,2208.059
2020-05-29,2359.177
2020-06-30,2461.712
2020-07-31,2627.357
2020-08-31,2841.382
2020-09-30,2745.195
2020-10-30,2663.474
2020-11-30,2960.52
2020-12-31,3116.693
2021-01-29,3100.011
2021-02-26,3123.164
2021-03-31,3145.297
2021-04-30,3334.675
2021-05-31,3327.117
2021-06-30,3463.971
2021-07-30,3550.719
2021-08-31,3665.531
2021-09-30,3481.681
2021-10-29,3703.492
2021-11-30,3656.409
2021-12-31,3733.344
2022-01-31,3376.479
2022-02-28,3270.85
2022-03-31,3366.795
2022-04-29,2975.012
2022-05-31,2908.645
2022-06-30,2657.938
2022-07-29,2961.061
2022-08-31,2810.996
2022-09-30,2526.282
2022-10-31,2648.86
2022-11-30,2822.01
2022-12-30,2657.604
2023-01-31,2915.075
2023-02-28,2859.922
2023-03-31,3033.138
2023-04-28,3076.52
2023-05-31,3136.246
2023-06-30,3328.506
2023-07-31,3429.466
2023-08-31,3353.168
2023-09-29,3161.915
2023-10-31,3070.77
2023-11-30,3411.875
2023-12-29,3581.117
2024-01-31,3637.806
2024-02-29,3853.529
2024-03-29,3928.797
2024-04-30,3764.291
2024-05-31,3976.053
2024-06-28,4142.858
2024-07-31,4128.466
2024-08-30,4222.135
2024-09-30,4304.945
2024-10-31,4223.173
2024-11-29,4455.193
2024-12-31,4442.949
2025-01-31,4565.474
2025-02-28,4427.881
2025-03-31,4107.241
2025-04-30,4233.784
2025-05-30,4593.508
2025-06-30,4820.851
2025-07-31,4917.946
2025-08-29,5013.119
2025-09-30,5233.533
2025-10-31,5438.254
2025-11-28,5377.226
