Date,WORLD ex USA SMALL GROWTH Small Cap
2001-12-13,344.716
2001-12-14,342.214
2001-12-17,340.981
2001-12-18,339.542
2001-12-19,336.921
2001-12-20,337.027
2001-12-21,334.849
2001-12-24,333.478
2001-12-25,333.399
2001-12-26,333.013
2001-12-27,336.897
2001-12-28,338.972
2001-12-31,341.375
2002-01-01,341.377
2002-01-02,343.888
2002-01-03,346.102
2002-01-04,347.919
2002-01-07,348.158
2002-01-08,345.375
2002-01-09,346.039
2002-01-10,345.41
2002-01-11,345.268
2002-01-14,344.072
2002-01-15,342.106
2002-01-16,338.866
2002-01-17,338.211
2002-01-18,339.975
2002-01-21,340.7
2002-01-22,338.171
2002-01-23,337.837
2002-01-24,337.669
2002-01-25,334.638
2002-01-28,335.087
2002-01-29,334.571
2002-01-30,332.653
2002-01-31,333.609
2002-02-01,333.221
2002-02-04,332.77
2002-02-05,329.058
2002-02-06,327.71
2002-02-07,327.757
2002-02-08,328.406
2002-02-11,331.581
2002-02-12,333.814
2002-02-13,333.671
2002-02-14,335.01
2002-02-15,335.018
2002-02-18,334.109
2002-02-19,330.858
2002-02-20,329.263
2002-02-21,330.715
2002-02-22,330.924
2002-02-25,330.176
2002-02-26,331.009
2002-02-27,332.814
2002-02-28,333.934
2002-03-01,336.395
2002-03-04,343.344
2002-03-05,343.214
2002-03-06,345.32
2002-03-07,352.858
2002-03-08,352.887
2002-03-11,355.584
2002-03-12,351.377
2002-03-13,349.361
2002-03-14,351.374
2002-03-15,352.945
2002-03-18,351.9
2002-03-19,353.283
2002-03-20,353.487
2002-03-21,352.852
2002-03-22,352.124
2002-03-25,350.504
2002-03-26,349.557
2002-03-27,351.366
2002-03-28,352.112
2002-03-29,351.01
2002-04-01,351.85
2002-04-02,352.399
2002-04-03,353.027
2002-04-04,354.052
2002-04-05,355.292
2002-04-08,353.298
2002-04-09,352.756
2002-04-10,354.387
2002-04-11,353.659
2002-04-12,351.658
2002-04-15,352.153
2002-04-16,355.137
2002-04-17,358.569
2002-04-18,359.856
2002-04-19,359.471
2002-04-22,360.188
2002-04-23,360.111
2002-04-24,360.634
2002-04-25,361.972
2002-04-26,362.326
2002-04-29,361.419
2002-04-30,359.88
2002-05-01,362.78
2002-05-02,362.513
2002-05-03,364.808
2002-05-06,364.438
2002-05-07,360.64
2002-05-08,361.705
2002-05-09,363.115
2002-05-10,364.284
2002-05-13,363.384
2002-05-14,361.628
2002-05-15,364.732
2002-05-16,367.053
2002-05-17,372.178
2002-05-20,373.839
2002-05-21,375.346
2002-05-22,376.189
2002-05-23,374.307
2002-05-24,374.939
2002-05-27,374.426
2002-05-28,376.361
2002-05-29,375.523
2002-05-30,375.841
2002-05-31,375.318
2002-06-03,376.163
2002-06-04,373.541
2002-06-05,370.961
2002-06-06,371.857
2002-06-07,368.372
2002-06-10,367.804
2002-06-11,368.063
2002-06-12,364.504
2002-06-13,360.534
2002-06-14,354.023
2002-06-17,354.049
2002-06-18,355.994
2002-06-19,352.73
2002-06-20,352.126
2002-06-21,352.476
2002-06-24,350.333
2002-06-25,350.809
2002-06-26,348.969
2002-06-27,350.912
2002-06-28,356.125
2002-07-01,357.391
2002-07-02,351.721
2002-07-03,346.914
2002-07-04,347.277
2002-07-05,351.701
2002-07-08,355.363
2002-07-09,356.633
2002-07-10,351.207
2002-07-11,344.057
2002-07-12,344.736
2002-07-15,341.425
2002-07-16,338.664
2002-07-17,340.053
2002-07-18,344.214
2002-07-19,339.49
2002-07-22,330.761
2002-07-23,323.29
2002-07-24,316.538
2002-07-25,320.451
2002-07-26,313.687
2002-07-29,317.769
2002-07-30,322.231
2002-07-31,321.19
2002-08-01,317.602
2002-08-02,314.994
2002-08-05,309.563
2002-08-06,302.666
2002-08-07,306.285
2002-08-08,307.417
2002-08-09,311.801
2002-08-12,310.213
2002-08-13,310.052
2002-08-14,311.408
2002-08-15,313.099
2002-08-16,314.598
2002-08-19,314.642
2002-08-20,314.567
2002-08-21,317.489
2002-08-22,319.158
2002-08-23,318.791
2002-08-26,320.174
2002-08-27,322.616
2002-08-28,318.625
2002-08-29,315.592
2002-08-30,315.029
2002-09-02,314.132
2002-09-03,310.544
2002-09-04,306.727
2002-09-05,305.005
2002-09-06,304.439
2002-09-09,303.562
2002-09-10,303.791
2002-09-11,305.024
2002-09-12,303.565
2002-09-13,300.058
2002-09-16,297.162
2002-09-17,297.364
2002-09-18,294.134
2002-09-19,292.791
2002-09-20,290.51
2002-09-23,285.994
2002-09-24,281.134
2002-09-25,281.545
2002-09-26,284.649
2002-09-27,286.181
2002-09-30,283.278
2002-10-01,280.195
2002-10-02,278.621
2002-10-03,276.603
2002-10-04,273.904
2002-10-07,268.064
2002-10-08,265.861
2002-10-09,263.6
2002-10-10,262.935
2002-10-11,269.264
2002-10-14,268.638
2002-10-15,276.953
2002-10-16,277.104
2002-10-17,281.156
2002-10-18,281.861
2002-10-21,283.559
2002-10-22,282.282
2002-10-23,281.07
2002-10-24,281.315
2002-10-25,282.586
2002-10-28,285.86
2002-10-29,282.556
2002-10-30,284.694
2002-10-31,287.399
2002-11-01,288.056
2002-11-04,292.959
2002-11-05,295.457
2002-11-06,295.503
2002-11-07,296.13
2002-11-08,295.159
2002-11-11,291.047
2002-11-12,292.056
2002-11-13,289.879
2002-11-14,288.669
2002-11-15,290.8
2002-11-18,291.409
2002-11-19,289.234
2002-11-20,287.797
2002-11-21,292.513
2002-11-22,294.897
2002-11-25,295.108
2002-11-26,293.165
2002-11-27,294.126
2002-11-28,298.927
2002-11-29,300.492
2002-12-02,300.362
2002-12-03,297.842
2002-12-04,295.264
2002-12-05,294.309
2002-12-06,293.449
2002-12-09,291.151
2002-12-10,291.009
2002-12-11,291.417
2002-12-12,290.835
2002-12-13,290.677
2002-12-16,289.634
2002-12-17,290.665
2002-12-18,286.844
2002-12-19,287.473
2002-12-20,288.624
2002-12-23,288.397
2002-12-24,289.636
2002-12-25,289.709
2002-12-26,291.382
2002-12-27,291.717
2002-12-30,293.058
2002-12-31,294.577
2003-01-01,294.559
2003-01-02,295.191
2003-01-03,297.686
2003-01-06,301.458
2003-01-07,299.014
2003-01-08,295.127
2003-01-09,297.545
2003-01-10,299.093
2003-01-13,300.512
2003-01-14,303.132
2003-01-15,302.422
2003-01-16,302.537
2003-01-17,302.17
2003-01-20,301.308
2003-01-21,301.385
2003-01-22,298.755
2003-01-23,300.798
2003-01-24,301.177
2003-01-27,295.332
2003-01-28,293.449
2003-01-29,291.314
2003-01-30,291.288
2003-01-31,289.936
2003-02-03,292.311
2003-02-04,293.565
2003-02-05,293.534
2003-02-06,291.756
2003-02-07,290.145
2003-02-10,288.357
2003-02-11,288.34
2003-02-12,288.101
2003-02-13,288.964
2003-02-14,288.956
2003-02-17,290.341
2003-02-18,291.228
2003-02-19,291.343
2003-02-20,291.86
2003-02-21,290.392
2003-02-24,290.042
2003-02-25,284.732
2003-02-26,285.008
2003-02-27,283.57
2003-02-28,285.723
2003-03-03,288.481
2003-03-04,287.578
2003-03-05,287.597
2003-03-06,285.894
2003-03-07,283.109
2003-03-10,279.478
2003-03-11,277.387
2003-03-12,274.616
2003-03-13,275.358
2003-03-14,277.249
2003-03-17,277.024
2003-03-18,279.17
2003-03-19,279.698
2003-03-20,281.231
2003-03-21,282.376
2003-03-24,282.818
2003-03-25,283.031
2003-03-26,285.06
2003-03-27,284.762
2003-03-28,285.115
2003-03-31,283.751
2003-04-01,284.052
2003-04-02,286.141
2003-04-03,286.099
2003-04-04,286.708
2003-04-07,290.697
2003-04-08,289.839
2003-04-09,290.466
2003-04-10,292.313
2003-04-11,292.48
2003-04-14,293.493
2003-04-15,295.956
2003-04-16,298.489
2003-04-17,300.343
2003-04-18,300.527
2003-04-21,299.742
2003-04-22,302.071
2003-04-23,304.722
2003-04-24,305.118
2003-04-25,303.093
2003-04-28,304.461
2003-04-29,306.102
2003-04-30,310.806
2003-05-01,314.267
2003-05-02,314.7
2003-05-05,317.614
2003-05-06,322.394
2003-05-07,323.379
2003-05-08,322.5
2003-05-09,323.893
2003-05-12,326.629
2003-05-13,327.47
2003-05-14,328.601
2003-05-15,329.505
2003-05-16,332.723
2003-05-19,330.614
2003-05-20,330.585
2003-05-21,329.383
2003-05-22,331.188
2003-05-23,334.198
2003-05-26,335.365
2003-05-27,335.092
2003-05-28,335.444
2003-05-29,338.946
2003-05-30,338.92
2003-06-02,342.229
2003-06-03,340.804
2003-06-04,343.053
2003-06-05,349.39
2003-06-06,351.358
2003-06-09,350.962
2003-06-10,349.685
2003-06-11,353.966
2003-06-12,354.838
2003-06-13,355.548
2003-06-16,357.632
2003-06-17,359.429
2003-06-18,357.647
2003-06-19,355.458
2003-06-20,355.352
2003-06-23,353.184
2003-06-24,349.106
2003-06-25,352.839
2003-06-26,349.006
2003-06-27,350.526
2003-06-30,350.64
2003-07-01,352.875
2003-07-02,356.75
2003-07-03,357.53
2003-07-04,357.009
2003-07-07,359.214
2003-07-08,359.37
2003-07-09,359.413
2003-07-10,358.518
2003-07-11,356.675
2003-07-14,360.03
2003-07-15,358.9
2003-07-16,357.407
2003-07-17,352.859
2003-07-18,352.834
2003-07-21,354.663
2003-07-22,354.153
2003-07-23,358.942
2003-07-24,362.078
2003-07-25,363.047
2003-07-28,364.791
2003-07-29,364.938
2003-07-30,362.145
2003-07-31,360.906
2003-08-01,363.579
2003-08-04,363.325
2003-08-05,362.705
2003-08-06,360.298
2003-08-07,361.939
2003-08-08,362.051
2003-08-11,364.005
2003-08-12,365.631
2003-08-13,368.487
2003-08-14,369.737
2003-08-15,370.798
2003-08-18,371.855
2003-08-19,373.269
2003-08-20,375.701
2003-08-21,375.949
2003-08-22,374.761
2003-08-25,374.781
2003-08-26,373.039
2003-08-27,373.624
2003-08-28,374.82
2003-08-29,379.563
2003-09-01,383.629
2003-09-02,383.026
2003-09-03,387.203
2003-09-04,387.387
2003-09-05,389.527
2003-09-08,391.758
2003-09-09,394.133
2003-09-10,391.125
2003-09-11,389.336
2003-09-12,392.989
2003-09-15,394.202
2003-09-16,395.347
2003-09-17,398.738
2003-09-18,402.231
2003-09-19,406.425
2003-09-22,406.407
2003-09-23,406.415
2003-09-24,405.914
2003-09-25,402.593
2003-09-26,399.43
2003-09-29,400.288
2003-09-30,400.984
2003-10-01,404.74
2003-10-02,409.255
2003-10-03,412.28
2003-10-06,414.037
2003-10-07,417.13
2003-10-08,417.884
2003-10-09,420.117
2003-10-10,423.851
2003-10-13,423.769
2003-10-14,425.573
2003-10-15,427.581
2003-10-16,431.744
2003-10-17,431.407
2003-10-20,432.515
2003-10-21,433.067
2003-10-22,432.019
2003-10-23,422.6
2003-10-24,425.91
2003-10-27,429.095
2003-10-28,431.03
2003-10-29,435.546
2003-10-30,437.099
2003-10-31,434.917
2003-11-03,432.835
2003-11-04,437.409
2003-11-05,434.155
2003-11-06,430.512
2003-11-07,434.349
2003-11-10,435.316
2003-11-11,429.202
2003-11-12,430.66
2003-11-13,434.14
2003-11-14,433.116
2003-11-17,423.034
2003-11-18,425.531
2003-11-19,422.675
2003-11-20,423.48
2003-11-21,424.299
2003-11-24,423.341
2003-11-25,426.927
2003-11-26,432.662
2003-11-27,433.574
2003-11-28,434.35
2003-12-01,438.522
2003-12-02,442.58
2003-12-03,443.971
2003-12-04,442.577
2003-12-05,443.188
2003-12-08,441.388
2003-12-09,441.204
2003-12-10,436.592
2003-12-11,434.764
2003-12-12,439.467
2003-12-15,443.614
2003-12-16,440.216
2003-12-17,439.599
2003-12-18,439.745
2003-12-19,439.752
2003-12-22,441.088
2003-12-23,442.685
2003-12-24,445.19
2003-12-25,445.992
2003-12-26,447.365
2003-12-29,451.448
2003-12-30,455.937
2003-12-31,458.059
2004-01-01,458.075
2004-01-02,460.978
2004-01-05,468.678
2004-01-06,470.934
2004-01-07,470.199
2004-01-08,475.689
2004-01-09,480.12
2004-01-12,478.941
2004-01-13,479.43
2004-01-14,479.857
2004-01-15,477.236
2004-01-16,476.73
2004-01-19,478.169
2004-01-20,483.83
2004-01-21,485.5
2004-01-22,487.893
2004-01-23,487.028
2004-01-26,483.174
2004-01-27,485.417
2004-01-28,482.565
2004-01-29,473.107
2004-01-30,476.481
2004-02-02,478.859
2004-02-03,480.535
2004-02-04,474.31
2004-02-05,476.828
2004-02-06,483.483
2004-02-09,486.531
2004-02-10,486.888
2004-02-11,487.49
2004-02-12,493.791
2004-02-13,494.49
2004-02-16,496.049
2004-02-17,500.415
2004-02-18,500.725
2004-02-19,497.321
2004-02-20,490.594
2004-02-23,491.363
2004-02-24,490.469
2004-02-25,487.716
2004-02-26,485.648
2004-02-27,490.494
2004-03-01,497.32
2004-03-02,494.522
2004-03-03,489.609
2004-03-04,492.649
2004-03-05,499.663
2004-03-08,498.714
2004-03-09,498.804
2004-03-10,489.619
2004-03-11,483.076
2004-03-12,481.365
2004-03-15,479.396
2004-03-16,484.865
2004-03-17,488.715
2004-03-18,493.789
2004-03-19,493.755
2004-03-22,489.667
2004-03-23,489.427
2004-03-24,488.669
2004-03-25,493.119
2004-03-26,495.23
2004-03-29,500.399
2004-03-30,501.646
2004-03-31,509.549
2004-04-01,517.376
2004-04-02,516.251
2004-04-05,514.359
2004-04-06,513.894
2004-04-07,517.767
2004-04-08,516.86
2004-04-09,514.136
2004-04-12,517.62
2004-04-13,514.216
2004-04-14,507.128
2004-04-15,503.358
2004-04-16,508.746
2004-04-19,506.004
2004-04-20,507.244
2004-04-21,502.012
2004-04-22,502.488
2004-04-23,505.593
2004-04-26,508.72
2004-04-27,507.369
2004-04-28,502.253
2004-04-29,499.356
2004-04-30,496.06
2004-05-03,495.783
2004-05-04,500.719
2004-05-05,503.495
2004-05-06,495.205
2004-05-07,483.981
2004-05-10,460.254
2004-05-11,461.419
2004-05-12,468.071
2004-05-13,463.248
2004-05-14,459.954
2004-05-17,451.275
2004-05-18,456.013
2004-05-19,470.893
2004-05-20,466.702
2004-05-21,474.438
2004-05-24,474.989
2004-05-25,476.903
2004-05-26,481.927
2004-05-27,488.031
2004-05-28,490.014
2004-05-31,490.212
2004-06-01,491.536
2004-06-02,492.57
2004-06-03,487.848
2004-06-04,490.363
2004-06-07,498.693
2004-06-08,499.414
2004-06-09,496.729
2004-06-10,498.234
2004-06-11,495.274
2004-06-14,493.694
2004-06-15,494.377
2004-06-16,497.294
2004-06-17,500.079
2004-06-18,501.813
2004-06-21,503.449
2004-06-22,500.655
2004-06-23,501.758
2004-06-24,509.297
2004-06-25,508.836
2004-06-28,513.685
2004-06-29,510.747
2004-06-30,513.364
2004-07-01,514.855
2004-07-02,515.327
2004-07-05,511.01
2004-07-06,507.392
2004-07-07,509.89
2004-07-08,507.999
2004-07-09,510.139
2004-07-12,513.191
2004-07-13,510.004
2004-07-14,506.434
2004-07-15,502.058
2004-07-16,508.637
2004-07-19,507.26
2004-07-20,502.363
2004-07-21,499.905
2004-07-22,496.623
2004-07-23,491.145
2004-07-26,486.252
2004-07-27,480.263
2004-07-28,481.987
2004-07-29,481.592
2004-07-30,485.064
2004-08-02,484.82
2004-08-03,483.557
2004-08-04,478.038
2004-08-05,477.989
2004-08-06,479.251
2004-08-09,474.674
2004-08-10,478.363
2004-08-11,474.773
2004-08-12,474.314
2004-08-13,475.479
2004-08-16,475.436
2004-08-17,476.453
2004-08-18,476.459
2004-08-19,482.958
2004-08-20,483.245
2004-08-23,483.259
2004-08-24,480.204
2004-08-25,481.509
2004-08-26,483.621
2004-08-27,484.694
2004-08-30,483.836
2004-08-31,485.637
2004-09-01,488.858
2004-09-02,490.124
2004-09-03,485.58
2004-09-06,489.282
2004-09-07,490.654
2004-09-08,492.287
2004-09-09,490.287
2004-09-10,494.789
2004-09-13,496.523
2004-09-14,498.772
2004-09-15,491.784
2004-09-16,493.549
2004-09-17,493.367
2004-09-20,492.851
2004-09-21,494.986
2004-09-22,493.358
2004-09-23,494.37
2004-09-24,492.734
2004-09-27,491.223
2004-09-28,492.172
2004-09-29,493.668
2004-09-30,500.372
2004-10-01,503.888
2004-10-04,505.598
2004-10-05,506.263
2004-10-06,507.571
2004-10-07,508.456
2004-10-08,512.694
2004-10-11,512.018
2004-10-12,505.667
2004-10-13,503.039
2004-10-14,502.938
2004-10-15,505.791
2004-10-18,503.919
2004-10-19,507.556
2004-10-20,506.434
2004-10-21,508.73
2004-10-22,511.13
2004-10-25,511.281
2004-10-26,511.53
2004-10-27,514.988
2004-10-28,516.706
2004-10-29,516.178
2004-11-01,516.772
2004-11-02,519.667
2004-11-03,525.179
2004-11-04,527.721
2004-11-05,532.733
2004-11-08,531.898
2004-11-09,531.69
2004-11-10,531.19
2004-11-11,532.341
2004-11-12,538.404
2004-11-15,540.574
2004-11-16,540.031
2004-11-17,544.595
2004-11-18,542.515
2004-11-19,545.971
2004-11-22,541.587
2004-11-23,544.086
2004-11-24,548.27
2004-11-25,552.342
2004-11-26,551.933
2004-11-29,554.232
2004-11-30,552.791
2004-12-01,553.284
2004-12-02,553.672
2004-12-03,557.688
2004-12-06,558.235
2004-12-07,556.78
2004-12-08,546.511
2004-12-09,542.272
2004-12-10,541.662
2004-12-13,545.559
2004-12-14,545.701
2004-12-15,553.478
2004-12-16,551.683
2004-12-17,552.451
2004-12-20,559.254
2004-12-21,558.247
2004-12-22,560.95
2004-12-23,564.779
2004-12-24,567.809
2004-12-27,571.225
2004-12-28,571.996
2004-12-29,571.127
2004-12-30,576.862
2004-12-31,578.456
2005-01-03,575.81
2005-01-04,569.892
2005-01-05,567.059
2005-01-06,563.816
2005-01-07,564.424
2005-01-10,567.759
2005-01-11,571.294
2005-01-12,576.071
2005-01-13,576.041
2005-01-14,575.025
2005-01-17,579.545
2005-01-18,577.832
2005-01-19,580.93
2005-01-20,575.505
2005-01-21,577.272
2005-01-24,579.577
2005-01-25,576.545
2005-01-26,584.154
2005-01-27,583.832
2005-01-28,582.264
2005-01-31,586.817
2005-02-01,587.805
2005-02-02,592.25
2005-02-03,589.996
2005-02-04,592.693
2005-02-07,591.168
2005-02-08,587.621
2005-02-09,588.419
2005-02-10,591.782
2005-02-11,593.288
2005-02-14,598.795
2005-02-15,599.419
2005-02-16,594.653
2005-02-17,597.552
2005-02-18,597.577
2005-02-21,598.293
2005-02-22,601.257
2005-02-23,595.975
2005-02-24,597.501
2005-02-25,603.508
2005-02-28,610.955
2005-03-01,609.987
2005-03-02,607.891
2005-03-03,608.529
2005-03-04,616.293
2005-03-07,614.008
2005-03-08,617.728
2005-03-09,617.948
2005-03-10,615.652
2005-03-11,619.731
2005-03-14,614.897
2005-03-15,615.528
2005-03-16,617.557
2005-03-17,614.949
2005-03-18,614.616
2005-03-21,610.075
2005-03-22,610.619
2005-03-23,596.813
2005-03-24,595.485
2005-03-25,595.476
2005-03-28,592.631
2005-03-29,589.03
2005-03-30,587.677
2005-03-31,595.144
2005-04-01,597.413
2005-04-04,590.467
2005-04-05,592.931
2005-04-06,594.351
2005-04-07,597.968
2005-04-08,598.551
2005-04-11,600.368
2005-04-12,595.3
2005-04-13,598.391
2005-04-14,590.1
2005-04-15,585.001
2005-04-18,572.484
2005-04-19,582.076
2005-04-20,584.511
2005-04-21,582.472
2005-04-22,588.856
2005-04-25,587.691
2005-04-26,584.442
2005-04-27,578.145
2005-04-28,573.95
2005-04-29,575.553
2005-05-02,574.886
2005-05-03,576.096
2005-05-04,579.032
2005-05-05,580.367
2005-05-06,580.67
2005-05-09,580.628
2005-05-10,579.811
2005-05-11,577.396
2005-05-12,574.046
2005-05-13,569.608
2005-05-16,564.801
2005-05-17,562.222
2005-05-18,565.144
2005-05-19,569.534
2005-05-20,567.141
2005-05-23,572.336
2005-05-24,573.539
2005-05-25,571.281
2005-05-26,571.744
2005-05-27,574.519
2005-05-30,576.512
2005-05-31,576.732
2005-06-01,577.096
2005-06-02,578.288
2005-06-03,581.493
2005-06-06,583.461
2005-06-07,585.534
2005-06-08,588.553
2005-06-09,582.437
2005-06-10,583.753
2005-06-13,581.849
2005-06-14,582.711
2005-06-15,586.381
2005-06-16,590.287
2005-06-17,596.808
2005-06-20,594.726
2005-06-21,595.915
2005-06-22,595.952
2005-06-23,594.913
2005-06-24,593.272
2005-06-27,591.387
2005-06-28,592.757
2005-06-29,593.096
2005-06-30,592.644
2005-07-01,588.774
2005-07-04,589.268
2005-07-05,588.015
2005-07-06,591.236
2005-07-07,586.442
2005-07-08,590.453
2005-07-11,599.693
2005-07-12,605.489
2005-07-13,602.059
2005-07-14,603.183
2005-07-15,600.37
2005-07-18,601.274
2005-07-19,597.525
2005-07-20,597.917
2005-07-21,607.85
2005-07-22,608.441
2005-07-25,607.938
2005-07-26,605.718
2005-07-27,609.258
2005-07-28,613.13
2005-07-29,617.652
2005-08-01,621.497
2005-08-02,624.742
2005-08-03,627.725
2005-08-04,626.544
2005-08-05,620.675
2005-08-08,624.101
2005-08-09,626.745
2005-08-10,634.021
2005-08-11,638.561
2005-08-12,639.178
2005-08-15,637.435
2005-08-16,637.692
2005-08-17,634.486
2005-08-18,627.84
2005-08-19,628.164
2005-08-22,636.681
2005-08-23,635.513
2005-08-24,634.864
2005-08-25,634.647
2005-08-26,638.176
2005-08-29,632.912
2005-08-30,630.972
2005-08-31,637.756
2005-09-01,651.079
2005-09-02,654.313
2005-09-05,655.868
2005-09-06,655.392
2005-09-07,656.222
2005-09-08,653.403
2005-09-09,659.131
2005-09-12,657.279
2005-09-13,653.419
2005-09-14,657.804
2005-09-15,656.774
2005-09-16,658.356
2005-09-19,658.339
2005-09-20,661.21
2005-09-21,661.256
2005-09-22,654.87
2005-09-23,651.354
2005-09-26,656.274
2005-09-27,652.027
2005-09-28,655.806
2005-09-29,659.594
2005-09-30,662.422
2005-10-03,659.399
2005-10-04,661.347
2005-10-05,655.696
2005-10-06,648.861
2005-10-07,647.359
2005-10-10,646.344
2005-10-11,648.466
2005-10-12,647.757
2005-10-13,635.839
2005-10-14,638.771
2005-10-17,637.62
2005-10-18,629.772
2005-10-19,621.199
2005-10-20,624.398
2005-10-21,622.587
2005-10-24,627.001
2005-10-25,635.485
2005-10-26,637.498
2005-10-27,636.695
2005-10-28,633.297
2005-10-31,639.356
2005-11-01,642.976
2005-11-02,647.473
2005-11-03,650.51
2005-11-04,645.73
2005-11-07,646.2
2005-11-08,645.023
2005-11-09,643.361
