Date,SWEDEN IMI GROWTH IMI (Large+Mid+Small Cap)
2003-03-31,236.444
2003-04-30,279.704
2003-05-30,298.445
2003-06-30,300.22
2003-07-31,308.519
2003-08-29,311.331
2003-09-30,327.026
2003-10-31,345.131
2003-11-28,360.445
2003-12-31,388.769
2004-01-30,424.803
2004-02-27,478.538
2004-03-31,462.16
2004-04-30,454.917
2004-05-31,461.667
2004-06-30,477.376
2004-07-30,446.366
2004-08-31,447.683
2004-09-30,494.047
2004-10-29,487.106
2004-11-30,551.227
2004-12-31,558.917
2005-01-31,529.867
2005-02-28,551.565
2005-03-31,535.661
2005-04-29,533.744
2005-05-31,556.263
2005-06-30,558.803
2005-07-29,589.612
2005-08-31,590.317
2005-09-30,616.943
2005-10-31,567.122
2005-11-30,576.733
2005-12-30,613.926
2006-01-31,655.427
2006-02-28,646.976
2006-03-31,703.096
2006-04-28,729.659
2006-05-31,684.426
2006-06-30,697.423
2006-07-31,668.614
2006-08-31,696.424
2006-09-29,721.123
2006-10-31,771.712
2006-11-30,809.385
2006-12-29,876.736
2007-01-31,890.626
2007-02-28,858.483
2007-03-30,908.499
2007-04-30,1006.891
2007-05-31,1000.0
2007-06-29,1001.067
2007-07-31,990.49
2007-08-31,954.185
2007-09-28,1014.697
2007-10-31,988.344
2007-11-30,904.83
2007-12-31,880.338
2008-01-31,786.131
2008-02-29,849.278
2008-03-31,855.098
2008-04-30,900.424
2008-05-30,945.455
2008-06-30,834.691
2008-07-31,797.284
2008-08-29,750.016
2008-09-30,588.608
2008-10-31,426.697
2008-11-28,404.27
2008-12-31,428.175
2009-01-30,408.661
2009-02-27,386.696
2009-03-31,401.128
2009-04-30,495.559
2009-05-29,553.301
2009-06-30,552.039
2009-07-31,640.807
2009-08-31,668.379
2009-09-30,687.307
2009-10-30,715.866
2009-11-30,721.557
2009-12-31,713.384
2010-01-29,707.646
2010-02-26,724.218
2010-03-31,785.858
2010-04-30,836.511
2010-05-31,722.066
2010-06-30,728.223
2010-07-30,811.704
2010-08-31,780.036
2010-09-30,933.536
2010-10-29,928.952
2010-11-30,926.773
2010-12-31,1024.687
2011-01-31,1031.461
2011-02-28,1031.042
2011-03-31,1066.065
2011-04-29,1169.993
2011-05-31,1134.788
2011-06-30,1082.524
2011-07-29,1026.123
2011-08-31,915.493
2011-09-30,784.72
2011-10-31,921.229
2011-11-30,877.417
2011-12-30,871.704
2012-01-31,927.584
2012-02-29,1017.973
2012-03-30,1000.072
2012-04-30,990.145
2012-05-31,856.77
2012-06-29,920.637
2012-07-31,977.475
2012-08-31,976.968
2012-09-28,1013.211
2012-10-31,1000.678
2012-11-30,1031.999
2012-12-31,1075.758
2013-01-31,1121.975
2013-02-28,1126.665
2013-03-29,1115.856
2013-04-30,1126.113
2013-05-31,1124.216
2013-06-28,1053.019
2013-07-31,1169.782
2013-08-30,1147.082
2013-09-30,1243.806
2013-10-31,1210.026
2013-11-29,1226.657
2013-12-31,1256.572
2014-01-31,1214.052
2014-02-28,1299.288
2014-03-31,1291.757
2014-04-30,1301.565
2014-05-30,1312.832
2014-06-30,1295.014
2014-07-31,1238.821
2014-08-29,1249.49
2014-09-30,1203.189
2014-10-31,1187.606
2014-11-28,1221.668
2014-12-31,1182.088
2015-01-30,1205.334
2015-02-27,1294.774
2015-03-31,1257.024
2015-04-30,1278.348
2015-05-29,1269.529
2015-06-30,1211.382
2015-07-31,1233.431
2015-08-31,1158.109
2015-09-30,1125.187
2015-10-30,1210.281
2015-11-30,1225.517
2015-12-31,1203.734
2016-01-29,1095.873
2016-02-29,1107.483
2016-03-31,1188.454
2016-04-29,1231.83
2016-05-31,1212.664
2016-06-30,1167.235
2016-07-29,1226.909
2016-08-31,1223.761
2016-09-30,1243.849
2016-10-31,1165.15
2016-11-30,1150.485
2016-12-30,1183.224
2017-01-31,1234.811
2017-02-28,1242.077
2017-03-31,1273.988
2017-04-28,1338.158
2017-05-31,1376.331
2017-06-30,1385.996
2017-07-31,1400.659
2017-08-31,1420.996
2017-09-29,1469.935
2017-10-31,1490.531
2017-11-30,1442.101
2017-12-29,1443.017
2018-01-31,1532.728
2018-02-28,1453.051
2018-03-30,1419.702
2018-04-30,1431.842
2018-05-31,1431.705
2018-06-29,1413.926
2018-07-31,1473.174
2018-08-31,1454.368
2018-09-28,1466.605
2018-10-31,1320.499
2018-11-30,1281.614
2018-12-31,1249.94
2019-01-31,1341.515
2019-02-28,1391.938
2019-03-29,1420.513
2019-04-30,1503.906
2019-05-31,1379.317
2019-06-28,1520.414
2019-07-31,1455.038
2019-08-30,1379.689
2019-09-30,1412.779
2019-10-31,1525.143
2019-11-29,1573.807
2019-12-31,1643.111
2020-01-31,1594.553
2020-02-28,1490.4
2020-03-31,1323.331
2020-04-30,1442.237
2020-05-29,1594.024
2020-06-30,1644.618
2020-07-31,1821.012
2020-08-31,1931.716
2020-09-30,1961.636
2020-10-30,1852.774
2020-11-30,2130.064
2020-12-31,2260.677
2021-01-29,2276.913
2021-02-26,2337.595
2021-03-31,2444.091
2021-04-30,2596.209
2021-05-31,2702.539
2021-06-30,2628.06
2021-07-30,2792.291
2021-08-31,2783.91
2021-09-30,2564.669
2021-10-29,2725.613
2021-11-30,2568.271
2021-12-31,2756.001
2022-01-31,2383.487
2022-02-28,2182.694
2022-03-31,2259.68
2022-04-29,2026.804
2022-05-31,2028.286
2022-06-30,1701.888
2022-07-29,1935.917
2022-08-31,1703.139
2022-09-30,1521.204
2022-10-31,1615.502
2022-11-30,1805.106
2022-12-30,1794.356
2023-01-31,1922.764
2023-02-28,1970.039
2023-03-31,2028.302
2023-04-28,2111.044
2023-05-31,1964.229
2023-06-30,1996.29
2023-07-31,1983.754
2023-08-31,1815.967
2023-09-29,1754.671
2023-10-31,1646.25
2023-11-30,1949.82
2023-12-29,2199.025
2024-01-31,2100.713
2024-02-29,2181.5
2024-03-29,2213.284
2024-04-30,2170.07
2024-05-31,2349.049
2024-06-28,2299.963
2024-07-31,2320.99
2024-08-30,2432.165
2024-09-30,2510.319
2024-10-31,2236.841
2024-11-29,2159.271
2024-12-31,2103.692
2025-01-31,2314.241
2025-02-28,2384.714
2025-03-31,2311.19
2025-04-30,2408.257
2025-05-30,2492.533
2025-06-30,2585.087
2025-07-31,2478.582
2025-08-29,2587.314
2025-09-30,2621.613
2025-10-31,2658.069
