Date,SWEDEN IMI GROWTH IMI (Large+Mid+Small Cap)
2005-10-20,572.123
2005-10-21,568.319
2005-10-24,568.183
2005-10-25,580.335
2005-10-26,578.925
2005-10-27,572.237
2005-10-28,568.349
2005-10-31,573.979
2005-11-01,572.102
2005-11-02,576.079
2005-11-03,583.933
2005-11-04,575.761
2005-11-07,572.582
2005-11-08,572.248
2005-11-09,568.673
2005-11-10,568.318
2005-11-11,573.36
2005-11-14,574.578
2005-11-15,569.259
2005-11-16,571.313
2005-11-17,575.385
2005-11-18,578.357
2005-11-21,583.932
2005-11-22,580.7
2005-11-23,588.705
2005-11-24,588.364
2005-11-25,589.128
2005-11-28,594.936
2005-11-29,587.497
2005-11-30,583.706
2005-12-01,591.942
2005-12-02,599.906
2005-12-05,597.55
2005-12-06,610.411
2005-12-07,606.413
2005-12-08,611.785
2005-12-09,614.097
2005-12-12,614.587
2005-12-13,615.194
2005-12-14,615.636
2005-12-15,608.484
2005-12-16,619.46
2005-12-19,620.175
2005-12-20,613.433
2005-12-21,613.083
2005-12-22,614.677
2005-12-23,617.5
2005-12-26,617.5
2005-12-27,620.006
2005-12-28,623.905
2005-12-29,622.805
2005-12-30,621.339
2006-01-02,621.458
2006-01-03,635.981
2006-01-04,647.039
2006-01-05,647.379
2006-01-06,651.001
2006-01-09,659.356
2006-01-10,651.757
2006-01-11,656.615
2006-01-12,651.789
2006-01-13,649.115
2006-01-16,652.257
2006-01-17,643.535
2006-01-18,632.772
2006-01-19,637.994
2006-01-20,632.791
2006-01-23,644.529
2006-01-24,638.984
2006-01-25,645.922
2006-01-26,653.392
2006-01-27,658.589
2006-01-30,658.654
2006-01-31,663.342
2006-02-01,666.293
2006-02-02,663.462
2006-02-03,657.077
2006-02-06,655.65
2006-02-07,646.733
2006-02-08,646.312
2006-02-09,655.129
2006-02-10,647.968
2006-02-13,646.904
2006-02-14,650.16
2006-02-15,660.212
2006-02-16,661.424
2006-02-17,661.441
2006-02-20,664.636
2006-02-21,662.032
2006-02-22,662.262
2006-02-23,662.384
2006-02-24,663.958
2006-02-27,665.055
2006-02-28,654.789
2006-03-01,662.06
2006-03-02,666.894
2006-03-03,673.681
2006-03-06,676.781
2006-03-07,662.865
2006-03-08,658.151
2006-03-09,665.555
2006-03-10,662.1
2006-03-13,666.285
2006-03-14,675.547
2006-03-15,682.459
2006-03-16,697.47
2006-03-17,702.943
2006-03-20,713.65
2006-03-21,707.909
2006-03-22,713.481
2006-03-23,713.047
2006-03-24,716.748
2006-03-27,710.212
2006-03-28,710.333
2006-03-29,703.246
2006-03-30,723.655
2006-03-31,711.35
2006-04-03,724.395
2006-04-04,726.527
2006-04-05,732.922
2006-04-06,730.322
2006-04-07,719.514
2006-04-10,720.332
2006-04-11,717.689
2006-04-12,720.926
2006-04-13,723.265
2006-04-14,723.265
2006-04-17,736.21
2006-04-18,734.499
2006-04-19,743.698
2006-04-20,742.926
2006-04-21,730.19
2006-04-24,726.661
2006-04-25,725.306
2006-04-26,735.407
2006-04-27,736.165
2006-04-28,735.45
2006-05-01,738.304
2006-05-02,742.775
2006-05-03,746.362
2006-05-04,756.122
2006-05-05,768.031
2006-05-08,763.812
2006-05-09,763.499
2006-05-10,752.668
2006-05-11,755.696
2006-05-12,735.834
2006-05-15,712.707
2006-05-16,715.813
2006-05-17,682.904
2006-05-18,673.821
2006-05-19,667.558
2006-05-22,641.081
2006-05-23,682.467
2006-05-24,663.645
2006-05-25,664.529
2006-05-26,693.027
2006-05-29,701.268
2006-05-30,685.739
2006-05-31,688.668
2006-06-01,694.526
2006-06-02,701.584
2006-06-05,700.307
2006-06-06,692.102
2006-06-07,675.431
2006-06-08,629.124
2006-06-09,647.584
2006-06-12,634.754
2006-06-13,613.456
2006-06-14,633.874
2006-06-15,660.727
2006-06-16,647.122
2006-06-19,652.808
2006-06-20,660.157
2006-06-21,671.922
2006-06-22,666.931
2006-06-23,664.478
2006-06-26,664.027
2006-06-27,654.86
2006-06-28,654.77
2006-06-29,672.245
2006-06-30,701.688
2006-07-03,704.137
2006-07-04,710.303
2006-07-05,695.896
2006-07-06,705.687
2006-07-07,701.258
2006-07-10,697.283
2006-07-11,684.728
2006-07-12,677.699
2006-07-13,664.245
2006-07-14,646.848
2006-07-17,631.372
2006-07-18,624.628
2006-07-19,657.422
2006-07-20,655.491
2006-07-21,645.479
2006-07-24,649.743
2006-07-25,650.236
2006-07-26,660.299
2006-07-27,674.638
2006-07-28,678.975
2006-07-31,672.703
2006-08-01,661.328
2006-08-02,676.677
2006-08-03,666.798
2006-08-04,673.633
2006-08-07,662.814
2006-08-08,661.427
2006-08-09,671.054
2006-08-10,653.878
2006-08-11,656.658
2006-08-14,660.664
2006-08-15,676.987
2006-08-16,689.231
2006-08-17,702.155
2006-08-18,694.417
2006-08-21,698.83
2006-08-22,696.297
2006-08-23,686.417
2006-08-24,687.518
2006-08-25,680.847
2006-08-28,688.151
2006-08-29,694.15
2006-08-30,705.672
2006-08-31,700.683
2006-09-01,700.979
2006-09-04,716.9
2006-09-05,713.467
2006-09-06,706.037
2006-09-07,692.571
2006-09-08,696.149
2006-09-11,696.9
2006-09-12,709.68
2006-09-13,718.039
2006-09-14,722.663
2006-09-15,722.135
2006-09-18,727.293
2006-09-19,722.777
2006-09-20,727.747
2006-09-21,729.229
2006-09-22,723.284
2006-09-25,707.378
2006-09-26,712.917
2006-09-27,730.167
2006-09-28,728.411
2006-09-29,725.492
2006-10-02,727.096
2006-10-03,719.293
2006-10-04,722.336
2006-10-05,736.079
2006-10-06,731.831
2006-10-09,739.125
2006-10-10,740.364
2006-10-11,752.631
2006-10-12,762.035
2006-10-13,754.409
2006-10-16,756.887
2006-10-17,746.889
2006-10-18,750.77
2006-10-19,757.978
2006-10-20,770.654
2006-10-23,769.22
2006-10-24,770.373
2006-10-25,780.642
2006-10-26,777.843
2006-10-27,773.635
2006-10-30,770.028
2006-10-31,776.363
2006-11-01,782.191
2006-11-02,777.746
2006-11-03,775.732
2006-11-06,787.106
2006-11-07,800.867
2006-11-08,800.48
2006-11-09,807.069
2006-11-10,806.509
2006-11-13,806.533
2006-11-14,807.945
2006-11-15,823.271
2006-11-16,821.772
2006-11-17,808.468
2006-11-20,815.315
2006-11-21,814.07
2006-11-22,824.053
2006-11-23,830.681
2006-11-24,827.022
2006-11-27,803.465
2006-11-28,799.06
2006-11-29,817.351
2006-11-30,814.264
2006-12-01,814.632
2006-12-04,828.521
2006-12-05,835.247
2006-12-06,834.047
2006-12-07,843.956
2006-12-08,843.58
2006-12-11,849.225
2006-12-12,863.531
2006-12-13,860.212
2006-12-14,853.658
2006-12-15,858.449
2006-12-18,855.665
2006-12-19,858.445
2006-12-20,870.494
2006-12-21,875.401
2006-12-22,872.322
2006-12-25,872.322
2006-12-26,868.481
2006-12-27,872.316
2006-12-28,873.891
2006-12-29,881.923
2007-01-01,881.923
2007-01-02,897.914
2007-01-03,886.699
2007-01-04,862.348
2007-01-05,856.951
2007-01-08,854.167
2007-01-09,849.645
2007-01-10,837.093
2007-01-11,846.361
2007-01-12,854.116
2007-01-15,868.8
2007-01-16,868.681
2007-01-17,866.499
2007-01-18,860.259
2007-01-19,860.455
2007-01-22,861.695
2007-01-23,869.322
2007-01-24,871.743
2007-01-25,880.298
2007-01-26,867.838
2007-01-29,874.226
2007-01-30,892.68
2007-01-31,895.891
2007-02-01,899.776
2007-02-02,899.419
2007-02-05,891.162
2007-02-06,899.463
2007-02-07,913.053
2007-02-08,906.055
2007-02-09,906.799
2007-02-12,888.658
2007-02-13,889.768
2007-02-14,910.542
2007-02-15,909.273
2007-02-16,900.553
2007-02-19,909.179
2007-02-20,899.015
2007-02-21,888.506
2007-02-22,894.362
2007-02-23,900.632
2007-02-26,915.101
2007-02-27,883.062
2007-02-28,863.558
2007-03-01,851.627
2007-03-02,856.266
2007-03-05,840.789
2007-03-06,845.033
2007-03-07,855.933
2007-03-08,870.308
2007-03-09,868.584
2007-03-12,879.813
2007-03-13,871.436
2007-03-14,846.779
2007-03-15,870.587
2007-03-16,872.288
2007-03-19,887.605
2007-03-20,894.236
2007-03-21,900.956
2007-03-22,919.032
2007-03-23,916.257
2007-03-26,907.732
2007-03-27,911.782
2007-03-28,902.202
2007-03-29,913.612
2007-03-30,913.605
2007-04-02,922.467
2007-04-03,935.174
2007-04-04,940.786
2007-04-05,950.923
2007-04-06,950.923
2007-04-09,944.596
2007-04-10,966.578
2007-04-11,959.716
2007-04-12,966.642
2007-04-13,972.82
2007-04-16,996.142
2007-04-17,993.825
2007-04-18,992.205
2007-04-19,993.025
2007-04-20,996.231
2007-04-23,999.383
2007-04-24,990.197
2007-04-25,1005.466
2007-04-26,1004.391
2007-04-27,1003.019
2007-04-30,1008.856
2007-05-01,1007.955
2007-05-02,1010.007
2007-05-03,1000.572
2007-05-04,1011.363
2007-05-07,1020.253
2007-05-08,991.369
2007-05-09,989.576
2007-05-10,972.714
2007-05-11,979.61
2007-05-14,992.53
2007-05-15,997.618
2007-05-16,998.034
2007-05-17,988.402
2007-05-18,999.529
2007-05-21,993.489
2007-05-22,995.302
2007-05-23,1012.276
2007-05-24,1003.308
2007-05-25,1007.035
2007-05-28,1009.797
2007-05-29,999.905
2007-05-30,987.317
2007-05-31,1000.0
2007-06-01,1005.591
2007-06-04,1002.688
2007-06-05,1006.012
2007-06-06,1001.74
2007-06-07,961.698
2007-06-08,958.3
2007-06-11,964.917
2007-06-12,947.012
2007-06-13,953.188
2007-06-14,969.353
2007-06-15,980.606
2007-06-18,993.341
2007-06-19,989.904
2007-06-20,1009.31
2007-06-21,986.936
2007-06-22,991.699
2007-06-25,988.482
2007-06-26,983.898
2007-06-27,981.033
2007-06-28,1001.904
2007-06-29,1001.065
2007-07-02,1011.071
2007-07-03,1031.605
2007-07-04,1041.975
2007-07-05,1036.97
2007-07-06,1043.443
2007-07-09,1051.859
2007-07-10,1054.286
2007-07-11,1060.432
2007-07-12,1079.013
2007-07-13,1078.764
2007-07-16,1081.769
2007-07-17,1065.995
2007-07-18,1057.616
2007-07-19,1068.134
2007-07-20,1050.074
2007-07-23,1053.876
2007-07-24,1030.887
2007-07-25,1005.714
2007-07-26,969.578
2007-07-27,967.317
2007-07-30,983.952
2007-07-31,990.488
2007-08-01,968.314
2007-08-02,982.91
2007-08-03,978.157
2007-08-06,963.513
2007-08-07,967.397
2007-08-08,991.37
2007-08-09,958.268
2007-08-10,925.848
2007-08-13,943.021
2007-08-14,933.849
2007-08-15,913.759
2007-08-16,872.387
2007-08-17,895.217
2007-08-20,903.039
2007-08-21,899.565
2007-08-22,920.895
2007-08-23,927.988
2007-08-24,946.184
2007-08-27,939.299
2007-08-28,917.035
2007-08-29,928.925
2007-08-30,940.897
2007-08-31,954.173
2007-09-03,956.097
2007-09-04,956.423
2007-09-05,936.996
2007-09-06,942.445
2007-09-07,922.689
2007-09-10,910.35
2007-09-11,939.491
2007-09-12,956.837
2007-09-13,972.295
2007-09-14,959.749
2007-09-17,942.261
2007-09-18,956.643
2007-09-19,999.737
2007-09-20,998.58
2007-09-21,1004.904
2007-09-24,997.186
2007-09-25,985.745
2007-09-26,992.838
2007-09-27,1003.04
2007-09-28,1014.625
2007-10-01,1023.585
2007-10-02,1015.568
2007-10-03,1024.96
2007-10-04,1023.679
2007-10-05,1043.002
2007-10-08,1037.109
2007-10-09,1042.561
2007-10-10,1055.149
2007-10-11,1073.186
2007-10-12,1063.446
2007-10-15,1062.337
2007-10-16,992.104
2007-10-17,997.348
2007-10-18,983.354
2007-10-19,964.664
2007-10-22,929.468
2007-10-23,967.183
2007-10-24,954.257
2007-10-25,975.079
2007-10-26,984.865
2007-10-29,985.018
2007-10-30,977.295
2007-10-31,988.274
2007-11-01,970.468
2007-11-02,959.985
2007-11-05,967.331
2007-11-06,982.473
2007-11-07,983.772
2007-11-08,979.23
2007-11-09,945.816
2007-11-12,938.995
2007-11-13,935.206
2007-11-14,951.478
2007-11-15,928.3
2007-11-16,920.859
2007-11-19,892.351
2007-11-20,902.994
2007-11-21,879.423
2007-11-22,878.5
2007-11-23,881.16
2007-11-26,893.492
2007-11-27,882.495
2007-11-28,902.231
2007-11-29,906.859
2007-11-30,904.766
2007-12-03,901.725
2007-12-04,886.04
2007-12-05,904.656
2007-12-06,905.002
2007-12-07,922.426
2007-12-10,933.67
2007-12-11,936.493
2007-12-12,932.688
2007-12-13,899.23
2007-12-14,891.329
2007-12-17,855.99
2007-12-18,850.635
2007-12-19,847.507
2007-12-20,845.26
2007-12-21,864.281
2007-12-24,863.369
2007-12-25,863.369
2007-12-26,873.359
2007-12-27,871.535
2007-12-28,885.062
2007-12-31,880.276
2008-01-01,880.276
2008-01-02,868.925
2008-01-03,863.683
2008-01-04,832.979
2008-01-07,822.261
2008-01-08,830.805
2008-01-09,801.203
2008-01-10,798.52
2008-01-11,802.02
2008-01-14,827.123
2008-01-15,794.861
2008-01-16,781.708
2008-01-17,788.594
2008-01-18,774.861
2008-01-21,736.917
2008-01-22,772.572
2008-01-23,743.112
2008-01-24,785.577
2008-01-25,794.771
2008-01-28,789.093
2008-01-29,795.268
2008-01-30,790.242
2008-01-31,786.059
2008-02-01,812.287
2008-02-04,819.381
2008-02-05,778.285
2008-02-06,783.982
2008-02-07,748.218
2008-02-08,756.748
2008-02-11,750.828
2008-02-12,789.761
2008-02-13,797.182
2008-02-14,803.675
2008-02-15,800.187
2008-02-18,819.543
2008-02-19,829.863
2008-02-20,810.621
2008-02-21,826.829
2008-02-22,816.473
2008-02-25,833.583
2008-02-26,851.566
2008-02-27,871.22
2008-02-28,856.888
2008-02-29,849.201
2008-03-03,838.191
2008-03-04,819.501
2008-03-05,838.87
2008-03-06,834.269
2008-03-07,822.1
2008-03-10,808.456
2008-03-11,817.186
2008-03-12,837.328
2008-03-13,830.355
2008-03-14,826.164
2008-03-17,798.912
2008-03-18,817.832
2008-03-19,801.249
2008-03-20,779.684
2008-03-21,779.684
2008-03-24,778.108
2008-03-25,817.265
2008-03-26,827.086
2008-03-27,848.725
2008-03-28,845.743
2008-03-31,854.745
2008-04-01,866.847
2008-04-02,881.782
2008-04-03,875.685
2008-04-04,873.25
2008-04-07,886.215
2008-04-08,872.267
2008-04-09,876.814
2008-04-10,873.49
2008-04-11,856.991
2008-04-14,853.554
2008-04-15,852.005
2008-04-16,877.801
2008-04-17,860.117
2008-04-18,860.674
2008-04-21,867.045
2008-04-22,874.742
2008-04-23,884.05
2008-04-24,874.68
2008-04-25,903.369
2008-04-28,912.171
2008-04-29,893.176
2008-04-30,893.866
2008-05-01,885.622
2008-05-02,896.001
2008-05-05,901.962
2008-05-06,914.392
2008-05-07,922.54
2008-05-08,925.194
2008-05-09,918.212
2008-05-12,926.982
2008-05-13,931.505
2008-05-14,934.268
2008-05-15,941.599
2008-05-16,954.48
2008-05-19,969.307
2008-05-20,950.019
2008-05-21,952.281
2008-05-22,956.83
2008-05-23,942.132
2008-05-26,944.976
2008-05-27,938.393
2008-05-28,940.048
2008-05-29,935.585
2008-05-30,935.553
2008-06-02,925.018
2008-06-03,930.239
2008-06-04,915.177
2008-06-05,915.918
2008-06-06,927.635
2008-06-09,909.022
2008-06-10,885.064
2008-06-11,869.785
2008-06-12,872.296
2008-06-13,868.085
2008-06-16,882.14
2008-06-17,894.185
2008-06-18,879.02
2008-06-19,880.523
2008-06-20,887.177
2008-06-23,867.278
2008-06-24,850.161
2008-06-25,858.706
2008-06-26,840.513
2008-06-27,832.19
2008-06-30,825.946
2008-07-01,804.418
2008-07-02,801.972
2008-07-03,801.184
2008-07-04,791.682
2008-07-07,804.413
2008-07-08,782.082
2008-07-09,796.005
2008-07-10,776.681
2008-07-11,765.287
2008-07-14,773.297
2008-07-15,765.519
2008-07-16,766.194
2008-07-17,796.864
2008-07-18,807.84
2008-07-21,812.296
2008-07-22,796.679
2008-07-23,804.088
2008-07-24,777.5
2008-07-25,771.305
2008-07-28,780.033
2008-07-29,768.492
2008-07-30,790.651
2008-07-31,788.931
2008-08-01,770.793
2008-08-04,761.48
2008-08-05,775.244
2008-08-06,783.444
2008-08-07,785.757
2008-08-08,766.36
2008-08-11,774.983
2008-08-12,768.889
2008-08-13,750.298
2008-08-14,759.164
2008-08-15,753.389
2008-08-18,755.708
2008-08-19,723.578
2008-08-20,728.489
2008-08-21,732.774
2008-08-22,754.572
2008-08-25,740.234
2008-08-26,736.415
2008-08-27,736.531
2008-08-28,750.18
2008-08-29,742.15
2008-09-01,736.873
2008-09-02,739.913
2008-09-03,723.91
2008-09-04,697.92
2008-09-05,671.961
2008-09-08,689.403
2008-09-09,665.128
2008-09-10,655.127
2008-09-11,638.934
2008-09-12,660.723
2008-09-15,643.078
2008-09-16,625.639
2008-09-17,608.543
2008-09-18,619.279
2008-09-19,676.263
2008-09-22,681.788
2008-09-23,671.301
2008-09-24,659.168
2008-09-25,676.623
2008-09-26,654.517
2008-09-29,608.264
2008-09-30,582.36
2008-10-01,578.096
2008-10-02,557.549
2008-10-03,569.403
2008-10-06,512.039
2008-10-07,517.075
2008-10-08,484.886
2008-10-09,487.73
2008-10-10,462.491
2008-10-13,503.761
2008-10-14,508.246
2008-10-15,464.652
2008-10-16,435.999
2008-10-17,439.08
2008-10-20,443.44
2008-10-21,442.391
2008-10-22,413.983
2008-10-23,400.851
2008-10-24,373.037
2008-10-27,352.996
2008-10-28,363.933
2008-10-29,408.234
2008-10-30,427.993
2008-10-31,422.167
2008-11-03,449.542
2008-11-04,480.647
2008-11-05,465.602
2008-11-06,426.149
2008-11-07,440.531
2008-11-10,449.319
2008-11-11,409.84
2008-11-12,392.496
2008-11-13,393.459
2008-11-14,397.605
2008-11-17,391.833
2008-11-18,386.814
2008-11-19,364.706
2008-11-20,351.962
2008-11-21,339.615
2008-11-24,387.105
2008-11-25,408.327
2008-11-26,392.607
2008-11-27,406.122
2008-11-28,399.978
2008-12-01,371.774
2008-12-02,389.619
2008-12-03,392.195
2008-12-04,390.401
2008-12-05,366.016
2008-12-08,412.427
2008-12-09,417.219
2008-12-10,424.981
2008-12-11,427.343
2008-12-12,418.094
2008-12-15,409.438
2008-12-16,414.389
2008-12-17,433.78
2008-12-18,447.506
2008-12-19,430.08
2008-12-22,421.22
2008-12-23,417.689
2008-12-24,414.187
2008-12-25,414.187
2008-12-26,416.068
2008-12-29,429.879
2008-12-30,432.581
2008-12-31,423.577
2009-01-01,423.577
2009-01-02,451.256
2009-01-05,447.244
2009-01-06,446.562
2009-01-07,456.51
2009-01-08,448.29
2009-01-09,440.631
2009-01-12,426.074
2009-01-13,411.832
2009-01-14,390.234
2009-01-15,391.154
2009-01-16,407.254
2009-01-19,399.767
2009-01-20,383.056
2009-01-21,389.949
2009-01-22,394.199
2009-01-23,390.959
2009-01-26,413.203
2009-01-27,412.405
2009-01-28,427.785
2009-01-29,414.161
2009-01-30,404.273
2009-02-02,395.109
2009-02-03,408.083
2009-02-04,420.195
2009-02-05,420.674
2009-02-06,438.775
2009-02-09,453.022
2009-02-10,441.33
2009-02-11,429.832
2009-02-12,418.506
2009-02-13,424.785
2009-02-16,417.685
2009-02-17,391.824
2009-02-18,394.107
2009-02-19,403.655
2009-02-20,384.625
2009-02-23,380.335
2009-02-24,373.088
2009-02-25,373.482
2009-02-26,383.723
2009-02-27,382.543
2009-03-02,362.232
2009-03-03,355.183
2009-03-04,370.588
2009-03-05,350.887
2009-03-06,351.723
2009-03-09,356.833
2009-03-10,377.9
2009-03-11,384.873
2009-03-12,386.478
2009-03-13,393.668
2009-03-16,410.276
2009-03-17,401.781
2009-03-18,404.382
2009-03-19,429.515
2009-03-20,410.332
2009-03-23,424.255
2009-03-24,415.466
2009-03-25,420.894
2009-03-26,418.593
2009-03-27,403.709
2009-03-30,385.827
2009-03-31,396.82
2009-04-01,408.614
2009-04-02,438.872
2009-04-03,439.765
2009-04-06,437.87
2009-04-07,426.267
2009-04-08,425.771
2009-04-09,432.011
2009-04-10,432.011
2009-04-13,435.831
2009-04-14,447.945
2009-04-15,438.316
2009-04-16,443.244
2009-04-17,442.039
2009-04-20,415.725
2009-04-21,426.227
2009-04-22,449.051
2009-04-23,456.998
2009-04-24,480.765
2009-04-27,484.956
2009-04-28,469.384
2009-04-29,486.787
2009-04-30,488.684
2009-05-01,488.393
2009-05-04,508.29
2009-05-05,510.013
2009-05-06,523.258
2009-05-07,523.783
2009-05-08,533.561
2009-05-11,527.077
2009-05-12,517.522
2009-05-13,501.267
2009-05-14,507.215
2009-05-15,516.865
2009-05-18,525.357
2009-05-19,538.436
2009-05-20,546.853
2009-05-21,541.794
2009-05-22,540.877
2009-05-25,542.001
2009-05-26,539.592
2009-05-27,534.679
2009-05-28,531.094
2009-05-29,542.008
2009-06-01,573.336
2009-06-02,569.368
2009-06-03,540.804
2009-06-04,540.271
2009-06-05,533.3
2009-06-08,523.977
2009-06-09,531.867
2009-06-10,549.381
2009-06-11,558.035
2009-06-12,554.72
2009-06-15,529.649
2009-06-16,534.224
2009-06-17,517.481
2009-06-18,522.067
2009-06-19,520.021
2009-06-22,499.091
2009-06-23,501.606
2009-06-24,527.62
2009-06-25,514.814
2009-06-26,535.019
2009-06-29,550.312
2009-06-30,540.772
2009-07-01,565.523
2009-07-02,539.048
2009-07-03,536.281
2009-07-06,523.345
2009-07-07,522.071
2009-07-08,513.452
2009-07-09,517.354
2009-07-10,512.564
2009-07-13,520.179
2009-07-14,525.97
2009-07-15,549.891
2009-07-16,550.868
2009-07-17,562.705
2009-07-20,567.903
2009-07-21,586.425
2009-07-22,588.781
2009-07-23,607.627
2009-07-24,603.627
2009-07-27,595.052
2009-07-28,592.897
2009-07-29,594.049
2009-07-30,613.495
2009-07-31,627.728
2009-08-03,651.77
2009-08-04,639.127
2009-08-05,635.471
2009-08-06,633.212
2009-08-07,645.624
2009-08-10,637.011
2009-08-11,615.89
2009-08-12,635.2
2009-08-13,651.891
2009-08-14,636.769
2009-08-17,615.501
2009-08-18,627.455
2009-08-19,628.069
2009-08-20,645.461
2009-08-21,677.043
2009-08-24,679.228
2009-08-25,676.014
2009-08-26,653.656
2009-08-27,646.016
2009-08-28,669.24
2009-08-31,654.737
2009-09-01,639.078
2009-09-02,626.763
2009-09-03,627.565
2009-09-04,638.204
2009-09-07,658.38
2009-09-08,671.646
2009-09-09,683.418
2009-09-10,679.028
2009-09-11,686.991
2009-09-14,682.083
2009-09-15,686.312
2009-09-16,699.171
2009-09-17,709.403
2009-09-18,706.117
2009-09-21,694.149
2009-09-22,713.624
2009-09-23,712.013
2009-09-24,686.616
2009-09-25,681.864
2009-09-28,686.173
2009-09-29,674.074
2009-09-30,673.24
2009-10-01,659.036
2009-10-02,649.777
2009-10-05,652.06
2009-10-06,676.636
2009-10-07,664.199
2009-10-08,678.462
2009-10-09,677.617
2009-10-12,688.515
2009-10-13,682.4
2009-10-14,708.245
2009-10-15,705.168
2009-10-16,703.112
2009-10-19,716.353
2009-10-20,710.234
2009-10-21,717.392
2009-10-22,705.118
2009-10-23,718.322
2009-10-26,707.945
2009-10-27,699.524
2009-10-28,681.039
2009-10-29,701.898
2009-10-30,701.214
2009-11-02,698.214
2009-11-03,678.951
2009-11-04,704.533
2009-11-05,715.991
2009-11-06,707.661
2009-11-09,740.298
2009-11-10,739.151
2009-11-11,747.657
2009-11-12,744.962
2009-11-13,747.755
2009-11-16,757.469
2009-11-17,739.021
2009-11-18,745.692
2009-11-19,722.529
2009-11-20,719.887
2009-11-23,747.267
2009-11-24,731.994
2009-11-25,739.021
2009-11-26,705.641
2009-11-27,720.371
2009-11-30,706.788
2009-12-01,728.736
2009-12-02,738.332
2009-12-03,731.271
2009-12-04,729.692
2009-12-07,719.632
2009-12-08,703.151
2009-12-09,698.718
2009-12-10,702.267
2009-12-11,702.345
2009-12-14,708.498
2009-12-15,694.336
2009-12-16,702.397
2009-12-17,679.947
2009-12-18,672.54
2009-12-21,683.977
2009-12-22,684.085
2009-12-23,691.635
2009-12-24,689.215
2009-12-25,689.215
2009-12-28,699.762
2009-12-29,704.492
2009-12-30,695.194
2009-12-31,698.729
2010-01-01,698.729
2010-01-04,719.552
2010-01-05,719.943
2010-01-06,718.755
2010-01-07,719.396
2010-01-08,720.47
2010-01-11,737.981
2010-01-12,728.141
2010-01-13,733.604
2010-01-14,738.227
2010-01-15,729.202
2010-01-18,737.007
2010-01-19,733.901
2010-01-20,710.325
2010-01-21,702.907
2010-01-22,699.14
2010-01-25,697.972
2010-01-26,688.79
2010-01-27,688.732
2010-01-28,682.032
2010-01-29,693.108
2010-02-01,709.467
2010-02-02,716.713
2010-02-03,714.685
2010-02-04,687.904
2010-02-05,673.439
2010-02-08,676.112
2010-02-09,683.844
2010-02-10,684.634
2010-02-11,692.702
2010-02-12,686.252
2010-02-15,680.459
2010-02-16,691.37
2010-02-17,703.027
2010-02-18,705.26
2010-02-19,703.892
2010-02-22,707.457
2010-02-23,696.646
2010-02-24,701.994
2010-02-25,693.383
2010-02-26,709.34
2010-03-01,711.449
2010-03-02,720.107
2010-03-03,731.349
2010-03-04,734.156
2010-03-05,747.294
2010-03-08,755.066
2010-03-09,746.874
2010-03-10,760.882
2010-03-11,761.989
2010-03-12,773.331
2010-03-15,762.862
2010-03-16,776.043
2010-03-17,780.749
2010-03-18,768.135
2010-03-19,769.229
2010-03-22,766.427
2010-03-23,776.418
2010-03-24,764.425
2010-03-25,773.735
2010-03-26,768.06
2010-03-29,766.112
2010-03-30,762.067
2010-03-31,769.075
2010-04-01,783.515
2010-04-02,783.515
2010-04-05,785.074
2010-04-06,786.444
2010-04-07,778.697
2010-04-08,782.122
2010-04-09,788.933
2010-04-12,796.268
2010-04-13,795.403
2010-04-14,806.119
2010-04-15,810.098
2010-04-16,804.512
2010-04-19,797.259
2010-04-20,814.458
2010-04-21,801.053
2010-04-22,793.154
2010-04-23,829.338
2010-04-26,832.652
2010-04-27,808.39
2010-04-28,795.118
2010-04-29,816.056
2010-04-30,814.8
2010-05-03,815.104
2010-05-04,782.025
2010-05-05,747.395
2010-05-06,719.68
2010-05-07,684.35
2010-05-10,746.659
2010-05-11,729.785
2010-05-12,753.902
2010-05-13,747.07
2010-05-14,717.396
2010-05-17,716.115
2010-05-18,730.203
2010-05-19,695.167
2010-05-20,665.953
2010-05-21,682.482
2010-05-24,679.595
2010-05-25,646.892
2010-05-26,672.18
2010-05-27,693.573
2010-05-28,700.508
2010-05-31,702.668
2010-06-01,707.225
2010-06-02,709.037
2010-06-03,724.396
2010-06-04,699.653
2010-06-07,680.045
2010-06-08,671.94
2010-06-09,700.181
2010-06-10,721.245
2010-06-11,715.709
2010-06-14,738.995
2010-06-15,749.5
2010-06-16,744.79
2010-06-17,745.932
2010-06-18,753.818
2010-06-21,763.548
2010-06-22,755.774
2010-06-23,744.612
2010-06-24,727.71
2010-06-25,728.346
2010-06-28,734.366
2010-06-29,700.606
2010-06-30,708.659
2010-07-01,693.861
2010-07-02,706.996
2010-07-05,700.099
2010-07-06,727.381
2010-07-07,731.822
2010-07-08,735.605
2010-07-09,748.784
2010-07-12,748.954
2010-07-13,777.896
2010-07-14,789.014
2010-07-15,785.192
2010-07-16,770.004
2010-07-19,762.703
2010-07-20,758.384
2010-07-21,773.09
2010-07-22,794.264
2010-07-23,789.233
2010-07-26,796.394
2010-07-27,792.771
2010-07-28,788.752
2010-07-29,788.814
2010-07-30,789.897
2010-08-02,822.639
2010-08-03,823.17
2010-08-04,816.709
2010-08-05,818.247
2010-08-06,819.956
2010-08-09,825.416
2010-08-10,805.665
2010-08-11,769.233
2010-08-12,761.717
2010-08-13,755.687
2010-08-16,778.05
2010-08-17,791.806
2010-08-18,788.618
2010-08-19,774.397
2010-08-20,755.572
2010-08-23,755.559
2010-08-24,738.722
