Date,SWEDEN IMI GROWTH IMI (Large+Mid+Small Cap)
2001-05-10,515.456
2001-05-11,512.631
2001-05-14,504.136
2001-05-15,502.271
2001-05-16,500.477
2001-05-17,518.581
2001-05-18,535.294
2001-05-21,551.089
2001-05-22,552.646
2001-05-23,536.78
2001-05-24,535.05
2001-05-25,529.849
2001-05-28,532.39
2001-05-29,525.137
2001-05-30,509.875
2001-05-31,494.113
2001-06-01,483.132
2001-06-04,480.617
2001-06-05,493.47
2001-06-06,485.596
2001-06-07,474.619
2001-06-08,464.15
2001-06-11,450.595
2001-06-12,437.327
2001-06-13,443.327
2001-06-14,432.997
2001-06-15,447.592
2001-06-18,444.871
2001-06-19,440.799
2001-06-20,420.497
2001-06-21,429.688
2001-06-22,430.587
2001-06-25,435.668
2001-06-26,427.282
2001-06-27,434.861
2001-06-28,444.573
2001-06-29,451.62
2001-07-02,459.446
2001-07-03,456.972
2001-07-04,442.642
2001-07-05,421.589
2001-07-06,405.05
2001-07-09,405.15
2001-07-10,410.529
2001-07-11,404.444
2001-07-12,419.195
2001-07-13,422.661
2001-07-16,430.276
2001-07-17,415.606
2001-07-18,414.855
2001-07-19,423.33
2001-07-20,417.839
2001-07-23,411.739
2001-07-24,410.269
2001-07-25,403.794
2001-07-26,407.108
2001-07-27,424.216
2001-07-30,440.512
2001-07-31,451.133
2001-08-01,450.733
2001-08-02,458.941
2001-08-03,453.972
2001-08-06,448.945
2001-08-07,454.137
2001-08-08,445.196
2001-08-09,433.551
2001-08-10,429.269
2001-08-13,434.12
2001-08-14,445.634
2001-08-15,446.501
2001-08-16,433.087
2001-08-17,422.398
2001-08-20,410.579
2001-08-21,419.705
2001-08-22,425.268
2001-08-23,429.858
2001-08-24,441.553
2001-08-27,443.036
2001-08-28,434.121
2001-08-29,427.757
2001-08-30,411.782
2001-08-31,405.714
2001-09-03,397.689
2001-09-04,375.249
2001-09-05,363.132
2001-09-06,360.813
2001-09-07,349.899
2001-09-10,349.877
2001-09-11,320.029
2001-09-12,341.257
2001-09-13,335.326
2001-09-14,333.6
2001-09-17,341.173
2001-09-18,331.63
2001-09-19,328.478
2001-09-20,311.989
2001-09-21,302.342
2001-09-24,325.361
2001-09-25,340.964
2001-09-26,336.414
2001-09-27,332.652
2001-09-28,343.493
2001-10-01,335.199
2001-10-02,339.01
2001-10-03,337.178
2001-10-04,355.307
2001-10-05,362.421
2001-10-08,368.226
2001-10-09,365.247
2001-10-10,366.381
2001-10-11,383.408
2001-10-12,386.054
2001-10-15,380.083
2001-10-16,384.092
2001-10-17,410.286
2001-10-18,393.075
2001-10-19,376.636
2001-10-22,373.236
2001-10-23,388.253
2001-10-24,391.626
2001-10-25,386.05
2001-10-26,403.853
2001-10-29,393.987
2001-10-30,377.869
2001-10-31,381.143
2001-11-01,384.686
2001-11-02,386.923
2001-11-05,401.529
2001-11-06,409.305
2001-11-07,415.223
2001-11-08,423.671
2001-11-09,414.687
2001-11-12,407.931
2001-11-13,424.592
2001-11-14,430.1
2001-11-15,437.724
2001-11-16,444.567
2001-11-19,443.565
2001-11-20,432.568
2001-11-21,425.507
2001-11-22,442.904
2001-11-23,443.117
2001-11-26,453.98
2001-11-27,446.972
2001-11-28,439.368
2001-11-29,435.16
2001-11-30,442.792
2001-12-03,438.551
2001-12-04,453.258
2001-12-05,481.031
2001-12-06,479.921
2001-12-07,476.365
2001-12-10,467.467
2001-12-11,470.863
2001-12-12,463.345
2001-12-13,449.021
2001-12-14,439.592
2001-12-17,449.425
2001-12-18,447.775
2001-12-19,435.294
2001-12-20,423.067
2001-12-21,428.782
2001-12-24,423.116
2001-12-25,423.116
2001-12-26,421.677
2001-12-27,436.005
2001-12-28,446.787
2001-12-31,450.418
2002-01-01,450.418
2002-01-02,454.73
2002-01-03,473.491
2002-01-04,472.588
2002-01-07,471.377
2002-01-08,453.757
2002-01-09,449.191
2002-01-10,445.147
2002-01-11,452.649
2002-01-14,431.234
2002-01-15,424.684
2002-01-16,411.012
2002-01-17,413.781
2002-01-18,410.297
2002-01-21,404.739
2002-01-22,403.928
2002-01-23,404.335
2002-01-24,411.233
2002-01-25,396.725
2002-01-28,388.02
2002-01-29,380.011
2002-01-30,373.839
2002-01-31,390.231
2002-02-01,386.36
2002-02-04,383.844
2002-02-05,379.986
2002-02-06,377.642
2002-02-07,380.821
2002-02-08,376.514
2002-02-11,386.126
2002-02-12,383.432
2002-02-13,380.601
2002-02-14,376.764
2002-02-15,370.45
2002-02-18,364.677
2002-02-19,360.614
2002-02-20,360.112
2002-02-21,369.859
2002-02-22,367.099
2002-02-25,371.958
2002-02-26,372.285
2002-02-27,380.809
2002-02-28,379.292
2002-03-01,384.89
2002-03-04,408.228
2002-03-05,405.75
2002-03-06,409.515
2002-03-07,422.599
2002-03-08,423.448
2002-03-11,415.291
2002-03-12,400.003
2002-03-13,397.112
2002-03-14,393.821
2002-03-15,395.411
2002-03-18,399.385
2002-03-19,396.054
2002-03-20,391.469
2002-03-21,392.083
2002-03-22,406.439
2002-03-25,400.394
2002-03-26,395.251
2002-03-27,393.587
2002-03-28,394.634
2002-03-29,394.634
2002-04-01,398.53
2002-04-02,392.868
2002-04-03,385.294
2002-04-04,384.175
2002-04-05,386.408
2002-04-08,375.085
2002-04-09,372.172
2002-04-10,372.048
2002-04-11,364.029
2002-04-12,365.638
2002-04-15,369.156
2002-04-16,378.022
2002-04-17,384.346
2002-04-18,372.038
2002-04-19,363.306
2002-04-22,331.356
2002-04-23,326.86
2002-04-24,312.223
2002-04-25,320.97
2002-04-26,327.584
2002-04-29,321.752
2002-04-30,323.951
2002-05-01,325.854
2002-05-02,322.797
2002-05-03,314.127
2002-05-06,313.253
2002-05-07,310.466
2002-05-08,322.222
2002-05-09,321.668
2002-05-10,310.926
2002-05-13,314.184
2002-05-14,320.372
2002-05-15,325.988
2002-05-16,320.948
2002-05-17,331.089
2002-05-20,332.033
2002-05-21,327.272
2002-05-22,321.006
2002-05-23,319.707
2002-05-24,320.692
2002-05-27,317.397
2002-05-28,318.335
2002-05-29,312.772
2002-05-30,307.209
2002-05-31,307.259
2002-06-03,307.827
2002-06-04,301.667
2002-06-05,304.153
2002-06-06,302.941
2002-06-07,293.621
2002-06-10,296.155
2002-06-11,295.073
2002-06-12,287.396
2002-06-13,288.633
2002-06-14,283.732
2002-06-17,287.552
2002-06-18,291.588
2002-06-19,290.028
2002-06-20,280.96
2002-06-21,282.696
2002-06-24,272.652
2002-06-25,281.848
2002-06-26,281.58
2002-06-27,286.08
2002-06-28,293.436
2002-07-01,296.441
2002-07-02,290.538
2002-07-03,280.342
2002-07-04,283.27
2002-07-05,294.988
2002-07-08,296.137
2002-07-09,292.931
2002-07-10,283.189
2002-07-11,272.13
2002-07-12,272.523
2002-07-15,271.639
2002-07-16,270.748
2002-07-17,278.823
2002-07-18,277.585
2002-07-19,265.272
2002-07-22,249.661
2002-07-23,234.858
2002-07-24,220.277
2002-07-25,234.8
2002-07-26,223.738
2002-07-29,239.784
2002-07-30,244.911
2002-07-31,245.954
2002-08-01,240.785
2002-08-02,234.919
2002-08-05,223.646
2002-08-06,222.37
2002-08-07,227.587
2002-08-08,231.705
2002-08-09,230.274
2002-08-12,234.349
2002-08-13,237.649
2002-08-14,233.894
2002-08-15,236.944
2002-08-16,235.989
2002-08-19,238.257
2002-08-20,241.512
2002-08-21,253.269
2002-08-22,261.21
2002-08-23,251.184
2002-08-26,245.209
2002-08-27,244.846
2002-08-28,242.114
2002-08-29,244.203
2002-08-30,241.748
2002-09-02,239.022
2002-09-03,231.051
2002-09-04,229.519
2002-09-05,228.09
2002-09-06,234.201
2002-09-09,231.701
2002-09-10,229.395
2002-09-11,237.643
2002-09-12,230.68
2002-09-13,228.081
2002-09-16,225.216
2002-09-17,222.399
2002-09-18,216.092
2002-09-19,215.455
2002-09-20,214.036
2002-09-23,203.23
2002-09-24,200.842
2002-09-25,201.437
2002-09-26,207.589
2002-09-27,204.25
2002-09-30,191.466
2002-10-01,194.259
2002-10-02,200.752
2002-10-03,198.379
2002-10-04,194.602
2002-10-07,188.833
2002-10-08,182.851
2002-10-09,182.219
2002-10-10,188.004
2002-10-11,199.499
2002-10-14,196.168
2002-10-15,211.834
2002-10-16,208.356
2002-10-17,213.573
2002-10-18,218.831
2002-10-21,223.097
2002-10-22,222.205
2002-10-23,216.646
2002-10-24,222.632
2002-10-25,225.466
2002-10-28,235.5
2002-10-29,226.521
2002-10-30,236.141
2002-10-31,242.777
2002-11-01,245.077
2002-11-04,253.561
2002-11-05,259.157
2002-11-06,255.637
2002-11-07,249.263
2002-11-08,253.114
2002-11-11,250.698
2002-11-12,262.384
2002-11-13,264.741
2002-11-14,270.079
2002-11-15,267.582
2002-11-18,275.193
2002-11-19,269.939
2002-11-20,269.026
2002-11-21,281.766
2002-11-22,282.365
2002-11-25,274.38
2002-11-26,265.769
2002-11-27,275.375
2002-11-28,278.126
2002-11-29,277.898
2002-12-02,276.326
2002-12-03,270.684
2002-12-04,270.145
2002-12-05,268.286
2002-12-06,269.916
2002-12-09,265.849
2002-12-10,265.769
2002-12-11,265.904
2002-12-12,262.695
2002-12-13,263.476
2002-12-16,263.326
2002-12-17,259.249
2002-12-18,252.397
2002-12-19,252.496
2002-12-20,253.385
2002-12-23,251.445
2002-12-24,252.715
2002-12-25,252.715
2002-12-26,253.207
2002-12-27,248.032
2002-12-30,250.573
2002-12-31,251.927
2003-01-01,251.927
2003-01-02,260.047
2003-01-03,263.085
2003-01-06,264.556
2003-01-07,266.076
2003-01-08,256.834
2003-01-09,259.946
2003-01-10,263.45
2003-01-13,264.293
2003-01-14,269.971
2003-01-15,266.663
2003-01-16,264.936
2003-01-17,260.638
2003-01-20,264.833
2003-01-21,261.336
2003-01-22,257.149
2003-01-23,257.433
2003-01-24,258.271
2003-01-27,249.025
2003-01-28,245.241
2003-01-29,247.743
2003-01-30,252.44
2003-01-31,250.622
2003-02-03,250.945
2003-02-04,243.696
2003-02-05,246.488
2003-02-06,245.963
2003-02-07,244.375
2003-02-10,237.588
2003-02-11,241.955
2003-02-12,243.454
2003-02-13,246.46
2003-02-14,248.395
2003-02-17,254.669
2003-02-18,255.606
2003-02-19,254.011
2003-02-20,250.406
2003-02-21,248.475
2003-02-24,246.092
2003-02-25,239.729
2003-02-26,241.454
2003-02-27,242.389
2003-02-28,243.482
2003-03-03,246.332
2003-03-04,244.726
2003-03-05,245.243
2003-03-06,243.308
2003-03-07,241.117
2003-03-10,236.72
2003-03-11,232.41
2003-03-12,229.338
2003-03-13,234.324
2003-03-14,239.587
2003-03-17,245.752
2003-03-18,246.342
2003-03-19,247.512
2003-03-20,250.319
2003-03-21,253.049
2003-03-24,247.565
2003-03-25,247.47
2003-03-26,245.159
2003-03-27,241.999
2003-03-28,243.632
2003-03-31,236.444
2003-04-01,236.438
2003-04-02,243.402
2003-04-03,244.426
2003-04-04,245.679
2003-04-07,253.379
2003-04-08,249.654
2003-04-09,249.621
2003-04-10,248.465
2003-04-11,247.808
2003-04-14,248.363
2003-04-15,251.877
2003-04-16,253.558
2003-04-17,256.41
2003-04-18,256.41
2003-04-21,255.626
2003-04-22,258.624
2003-04-23,262.936
2003-04-24,265.022
2003-04-25,262.349
2003-04-28,267.032
2003-04-29,276.63
2003-04-30,279.704
2003-05-01,282.468
2003-05-02,281.247
2003-05-05,285.081
2003-05-06,287.404
2003-05-07,286.026
2003-05-08,281.346
2003-05-09,285.382
2003-05-12,288.533
2003-05-13,290.874
2003-05-14,288.695
2003-05-15,289.326
2003-05-16,291.094
2003-05-19,287.891
2003-05-20,284.217
2003-05-21,282.559
2003-05-22,285.627
2003-05-23,288.804
2003-05-26,288.472
2003-05-27,292.226
2003-05-28,296.953
2003-05-29,298.361
2003-05-30,298.445
2003-06-02,298.078
2003-06-03,293.557
2003-06-04,296.182
2003-06-05,301.963
2003-06-06,302.162
2003-06-09,303.212
2003-06-10,301.266
2003-06-11,307.46
2003-06-12,311.856
2003-06-13,308.162
2003-06-16,312.322
2003-06-17,315.263
2003-06-18,311.887
2003-06-19,308.443
2003-06-20,306.58
2003-06-23,300.437
2003-06-24,295.214
2003-06-25,298.275
2003-06-26,295.426
2003-06-27,300.318
2003-06-30,300.22
2003-07-01,298.414
2003-07-02,299.947
2003-07-03,303.284
2003-07-04,301.93
2003-07-07,301.844
2003-07-08,304.882
2003-07-09,305.773
2003-07-10,302.199
2003-07-11,301.316
2003-07-14,307.007
2003-07-15,304.625
2003-07-16,301.353
2003-07-17,295.499
2003-07-18,299.942
2003-07-21,302.745
2003-07-22,302.391
2003-07-23,305.869
2003-07-24,310.294
2003-07-25,311.064
2003-07-28,313.629
2003-07-29,312.386
2003-07-30,311.16
2003-07-31,308.519
2003-08-01,307.124
2003-08-04,311.103
2003-08-05,312.829
2003-08-06,308.341
2003-08-07,304.963
2003-08-08,306.377
2003-08-11,303.981
2003-08-12,308.042
2003-08-13,310.084
2003-08-14,311.758
2003-08-15,310.366
2003-08-18,310.79
2003-08-19,311.286
2003-08-20,311.374
2003-08-21,314.336
2003-08-22,311.973
2003-08-25,307.741
2003-08-26,304.634
2003-08-27,306.618
2003-08-28,307.826
2003-08-29,311.331
2003-09-01,317.776
2003-09-02,315.039
2003-09-03,323.392
2003-09-04,324.935
2003-09-05,329.863
2003-09-08,332.661
2003-09-09,332.301
2003-09-10,327.915
2003-09-11,329.194
2003-09-12,332.603
2003-09-15,331.983
2003-09-16,332.918
2003-09-17,334.565
2003-09-18,336.27
2003-09-19,334.153
2003-09-22,330.25
2003-09-23,333.028
2003-09-24,332.199
2003-09-25,331.299
2003-09-26,330.737
2003-09-29,331.275
2003-09-30,327.026
2003-10-01,328.939
2003-10-02,330.216
2003-10-03,336.942
2003-10-06,341.332
2003-10-07,344.555
2003-10-08,347.806
2003-10-09,348.101
2003-10-10,347.604
2003-10-13,349.426
2003-10-14,353.815
2003-10-15,350.875
2003-10-16,348.722
2003-10-17,345.932
2003-10-20,344.999
2003-10-21,347.321
2003-10-22,342.648
2003-10-23,341.987
2003-10-24,345.535
2003-10-27,348.031
2003-10-28,349.836
2003-10-29,351.69
2003-10-30,350.6
2003-10-31,345.131
2003-11-03,343.003
2003-11-04,345.419
2003-11-05,339.913
2003-11-06,341.639
2003-11-07,350.404
2003-11-10,348.011
2003-11-11,345.855
2003-11-12,351.88
2003-11-13,358.075
2003-11-14,363.818
2003-11-17,359.271
2003-11-18,361.847
2003-11-19,358.759
2003-11-20,356.876
2003-11-21,356.877
2003-11-24,358.319
2003-11-25,357.426
2003-11-26,357.874
2003-11-27,360.804
2003-11-28,360.445
2003-12-01,365.972
2003-12-02,371.751
2003-12-03,373.957
2003-12-04,376.892
2003-12-05,374.841
2003-12-08,373.11
2003-12-09,371.161
2003-12-10,368.893
2003-12-11,366.138
2003-12-12,370.267
2003-12-15,370.85
2003-12-16,364.159
2003-12-17,361.668
2003-12-18,366.917
2003-12-19,369.309
2003-12-22,370.028
2003-12-23,375.685
2003-12-24,376.019
2003-12-25,376.019
2003-12-26,375.58
2003-12-29,386.477
2003-12-30,386.403
2003-12-31,388.769
2004-01-01,388.769
2004-01-02,394.285
2004-01-05,396.039
2004-01-06,396.25
2004-01-07,391.534
2004-01-08,410.227
2004-01-09,421.45
2004-01-12,425.086
2004-01-13,424.515
2004-01-14,421.276
2004-01-15,421.126
2004-01-16,423.923
2004-01-19,427.772
2004-01-20,427.115
2004-01-21,425.864
2004-01-22,429.699
2004-01-23,428.699
2004-01-26,426.402
2004-01-27,431.251
2004-01-28,427.546
2004-01-29,414.163
2004-01-30,424.803
2004-02-02,425.107
2004-02-03,430.634
2004-02-04,429.542
2004-02-05,438.097
2004-02-06,470.783
2004-02-09,476.211
2004-02-10,487.156
2004-02-11,487.527
2004-02-12,489.885
2004-02-13,484.435
2004-02-16,489.218
2004-02-17,490.179
2004-02-18,497.178
2004-02-19,493.307
2004-02-20,481.576
2004-02-23,483.564
2004-02-24,475.478
2004-02-25,473.996
2004-02-26,475.732
2004-02-27,478.538
2004-03-01,481.865
2004-03-02,483.288
2004-03-03,484.752
2004-03-04,484.903
2004-03-05,498.368
2004-03-08,498.12
2004-03-09,486.628
2004-03-10,475.023
2004-03-11,454.95
2004-03-12,454.447
2004-03-15,453.052
2004-03-16,459.044
2004-03-17,462.733
2004-03-18,456.056
2004-03-19,456.765
2004-03-22,441.793
2004-03-23,444.202
2004-03-24,437.823
2004-03-25,447.061
2004-03-26,444.016
2004-03-29,458.206
2004-03-30,457.245
2004-03-31,462.16
2004-04-01,483.275
2004-04-02,481.749
2004-04-05,485.287
2004-04-06,483.127
2004-04-07,494.042
2004-04-08,491.539
2004-04-09,491.539
2004-04-12,489.037
2004-04-13,481.993
2004-04-14,473.381
2004-04-15,472.617
2004-04-16,476.146
2004-04-19,478.592
2004-04-20,485.925
2004-04-21,478.337
2004-04-22,489.787
2004-04-23,476.594
2004-04-26,470.949
2004-04-27,472.051
2004-04-28,458.762
2004-04-29,459.848
2004-04-30,454.917
2004-05-03,458.929
2004-05-04,461.556
2004-05-05,473.761
2004-05-06,459.926
2004-05-07,452.614
2004-05-10,425.992
2004-05-11,433.16
2004-05-12,426.533
2004-05-13,437.094
2004-05-14,434.025
2004-05-17,428.511
2004-05-18,432.981
2004-05-19,449.746
2004-05-20,446.423
2004-05-21,448.016
2004-05-24,447.025
2004-05-25,444.249
2004-05-26,450.326
2004-05-27,462.726
2004-05-28,461.667
2004-05-31,461.667
2004-06-01,455.181
2004-06-02,459.427
2004-06-03,457.842
2004-06-04,467.983
2004-06-07,479.93
2004-06-08,479.672
2004-06-09,466.151
2004-06-10,462.771
2004-06-11,458.824
2004-06-14,453.349
2004-06-15,457.84
2004-06-16,458.841
2004-06-17,458.082
2004-06-18,456.934
2004-06-21,455.742
2004-06-22,451.247
2004-06-23,463.452
2004-06-24,477.219
2004-06-25,476.039
2004-06-28,481.176
2004-06-29,478.048
2004-06-30,477.376
2004-07-01,479.834
2004-07-02,480.712
2004-07-05,474.583
2004-07-06,468.603
2004-07-07,474.196
2004-07-08,473.001
2004-07-09,465.813
2004-07-12,456.655
2004-07-13,456.694
2004-07-14,466.997
2004-07-15,451.816
2004-07-16,459.468
2004-07-19,450.964
2004-07-20,450.254
2004-07-21,462.502
2004-07-22,450.458
2004-07-23,442.81
2004-07-26,434.778
2004-07-27,442.591
2004-07-28,440.023
2004-07-29,447.638
2004-07-30,446.366
2004-08-02,442.74
2004-08-03,444.904
2004-08-04,441.1
2004-08-05,445.213
2004-08-06,439.446
2004-08-09,434.332
2004-08-10,441.864
2004-08-11,425.538
2004-08-12,418.831
2004-08-13,423.545
2004-08-16,428.984
2004-08-17,435.364
2004-08-18,436.759
2004-08-19,442.701
2004-08-20,440.929
2004-08-23,449.47
2004-08-24,444.318
2004-08-25,447.486
2004-08-26,449.862
2004-08-27,449.194
2004-08-30,449.984
2004-08-31,447.683
2004-09-01,455.761
2004-09-02,455.815
2004-09-03,448.882
2004-09-06,448.602
2004-09-07,445.656
2004-09-08,446.441
2004-09-09,446.233
2004-09-10,458.419
2004-09-13,471.056
2004-09-14,470.353
2004-09-15,465.797
2004-09-16,466.564
2004-09-17,471.778
2004-09-20,472.695
2004-09-21,478.752
2004-09-22,481.163
2004-09-23,486.237
2004-09-24,483.195
2004-09-27,480.993
2004-09-28,482.167
2004-09-29,495.523
2004-09-30,494.047
2004-10-01,503.754
2004-10-04,504.126
2004-10-05,506.028
2004-10-06,504.42
2004-10-07,506.428
2004-10-08,506.223
2004-10-11,503.018
2004-10-12,494.91
2004-10-13,502.341
2004-10-14,499.755
2004-10-15,500.202
2004-10-18,502.078
2004-10-19,510.302
2004-10-20,503.346
2004-10-21,496.19
2004-10-22,481.362
2004-10-25,474.044
2004-10-26,482.265
2004-10-27,490.539
2004-10-28,490.418
2004-10-29,487.106
2004-11-01,495.858
2004-11-02,504.648
2004-11-03,510.947
2004-11-04,505.998
2004-11-05,509.006
2004-11-08,516.609
2004-11-09,511.346
2004-11-10,514.538
2004-11-11,520.916
2004-11-12,534.666
2004-11-15,538.094
2004-11-16,537.688
2004-11-17,543.767
2004-11-18,544.28
2004-11-19,543.343
2004-11-22,537.5
2004-11-23,541.744
2004-11-24,546.584
2004-11-25,552.856
2004-11-26,550.764
2004-11-29,555.202
2004-11-30,551.227
2004-12-01,557.425
2004-12-02,557.993
2004-12-03,560.946
2004-12-06,560.57
2004-12-07,566.725
2004-12-08,547.229
2004-12-09,536.391
2004-12-10,537.882
2004-12-13,544.346
2004-12-14,544.786
2004-12-15,547.712
2004-12-16,545.716
2004-12-17,537.259
2004-12-20,552.001
2004-12-21,548.546
2004-12-22,550.236
2004-12-23,550.632
2004-12-24,553.909
2004-12-27,558.938
2004-12-28,559.095
2004-12-29,561.261
2004-12-30,561.562
2004-12-31,558.917
2005-01-03,558.065
2005-01-04,555.875
2005-01-05,549.203
2005-01-06,543.102
2005-01-07,536.998
2005-01-10,546.333
2005-01-11,543.365
2005-01-12,534.702
2005-01-13,534.173
2005-01-14,533.887
2005-01-17,540.269
2005-01-18,538.461
2005-01-19,538.357
2005-01-20,526.235
2005-01-21,526.933
2005-01-24,522.134
2005-01-25,524.515
2005-01-26,530.386
2005-01-27,531.858
2005-01-28,525.55
2005-01-31,529.867
2005-02-01,537.562
2005-02-02,540.605
2005-02-03,532.473
2005-02-04,535.541
2005-02-07,541.217
2005-02-08,536.246
2005-02-09,543.643
2005-02-10,528.567
2005-02-11,530.365
2005-02-14,537.036
2005-02-15,540.542
2005-02-16,537.048
2005-02-17,535.922
2005-02-18,530.833
2005-02-21,530.622
2005-02-22,539.684
2005-02-23,536.438
2005-02-24,538.545
2005-02-25,547.808
2005-02-28,551.565
2005-03-01,548.706
2005-03-02,549.015
2005-03-03,549.62
2005-03-04,560.404
2005-03-07,555.479
2005-03-08,555.925
2005-03-09,558.533
2005-03-10,553.125
2005-03-11,559.321
2005-03-14,554.756
2005-03-15,554.553
2005-03-16,549.99
2005-03-17,547.501
2005-03-18,542.354
2005-03-21,534.321
2005-03-22,540.101
2005-03-23,535.911
2005-03-24,535.084
2005-03-25,535.084
2005-03-28,531.404
2005-03-29,533.382
2005-03-30,535.69
2005-03-31,535.661
2005-04-01,539.58
2005-04-04,530.481
2005-04-05,536.073
2005-04-06,542.907
2005-04-07,547.685
2005-04-08,548.696
2005-04-11,557.394
2005-04-12,551.253
2005-04-13,556.898
2005-04-14,554.572
2005-04-15,548.333
2005-04-18,542.962
2005-04-19,544.289
2005-04-20,546.57
2005-04-21,554.907
2005-04-22,564.495
2005-04-25,559.911
2005-04-26,554.024
2005-04-27,542.393
2005-04-28,535.825
2005-04-29,533.744
2005-05-02,535.079
2005-05-03,540.478
2005-05-04,546.016
2005-05-05,545.75
2005-05-06,550.397
2005-05-09,551.947
2005-05-10,547.378
2005-05-11,542.593
2005-05-12,547.064
2005-05-13,547.888
2005-05-16,546.647
2005-05-17,549.684
2005-05-18,553.512
2005-05-19,556.946
2005-05-20,555.676
2005-05-23,558.346
2005-05-24,559.292
2005-05-25,558.347
2005-05-26,559.305
2005-05-27,559.447
2005-05-30,560.713
2005-05-31,556.263
2005-06-01,552.945
2005-06-02,552.831
2005-06-03,552.589
2005-06-06,553.031
2005-06-07,556.797
2005-06-08,560.75
2005-06-09,552.126
2005-06-10,553.634
2005-06-13,545.318
2005-06-14,552.24
2005-06-15,552.894
2005-06-16,555.103
2005-06-17,565.621
2005-06-20,564.341
2005-06-21,570.72
2005-06-22,568.135
2005-06-23,569.428
2005-06-24,569.953
2005-06-27,561.201
2005-06-28,558.705
2005-06-29,558.145
2005-06-30,558.803
2005-07-01,555.421
2005-07-04,557.883
2005-07-05,560.782
2005-07-06,565.856
2005-07-07,556.478
2005-07-08,562.697
2005-07-11,578.401
2005-07-12,587.19
2005-07-13,587.434
2005-07-14,586.418
2005-07-15,580.415
2005-07-18,582.599
2005-07-19,578.229
2005-07-20,573.214
2005-07-21,586.829
2005-07-22,584.35
2005-07-25,585.347
2005-07-26,578.543
2005-07-27,582.725
2005-07-28,589.075
2005-07-29,589.612
2005-08-01,593.364
2005-08-02,599.237
2005-08-03,602.951
2005-08-04,603.372
2005-08-05,599.656
2005-08-08,600.762
2005-08-09,601.929
2005-08-10,614.543
2005-08-11,617.579
2005-08-12,615.466
2005-08-15,612.862
2005-08-16,607.194
2005-08-17,601.365
2005-08-18,592.437
2005-08-19,590.255
2005-08-22,595.174
2005-08-23,591.497
2005-08-24,587.155
2005-08-25,580.642
2005-08-26,582.75
2005-08-29,582.898
2005-08-30,577.657
2005-08-31,590.317
2005-09-01,602.079
2005-09-02,606.921
2005-09-05,606.577
2005-09-06,607.802
2005-09-07,608.794
2005-09-08,604.982
2005-09-09,616.146
2005-09-12,612.098
2005-09-13,607.751
2005-09-14,609.959
2005-09-15,603.305
2005-09-16,603.574
2005-09-19,602.441
2005-09-20,604.719
2005-09-21,603.384
2005-09-22,601.8
2005-09-23,596.639
2005-09-26,602.987
2005-09-27,601.239
2005-09-28,607.314
2005-09-29,612.029
2005-09-30,616.943
2005-10-03,615.634
2005-10-04,617.391
2005-10-05,612.131
2005-10-06,612.536
2005-10-07,608.464
2005-10-10,605.222
2005-10-11,603.586
2005-10-12,596.468
2005-10-13,581.218
2005-10-14,587.626
2005-10-17,582.312
2005-10-18,574.901
2005-10-19,567.6
2005-10-20,565.288
2005-10-21,561.53
2005-10-24,561.396
2005-10-25,573.402
2005-10-26,572.008
2005-10-27,565.401
2005-10-28,561.56
2005-10-31,567.122
2005-11-01,565.267
2005-11-02,569.197
2005-11-03,576.957
2005-11-04,568.883
2005-11-07,565.742
