Date,NETHERLANDS SMID GROWTH SMID (Small+Mid Cap)
2002-01-02,593.154
2002-01-03,595.964
2002-01-04,601.285
2002-01-07,605.578
2002-01-08,603.112
2002-01-09,604.302
2002-01-10,603.3
2002-01-11,602.561
2002-01-14,597.627
2002-01-15,594.627
2002-01-16,579.833
2002-01-17,583.257
2002-01-18,577.393
2002-01-21,578.058
2002-01-22,579.349
2002-01-23,578.517
2002-01-24,578.869
2002-01-25,570.48
2002-01-28,570.753
2002-01-29,569.2
2002-01-30,565.279
2002-01-31,567.588
2002-02-01,569.809
2002-02-04,572.977
2002-02-05,569.427
2002-02-06,563.762
2002-02-07,558.739
2002-02-08,561.179
2002-02-11,565.648
2002-02-12,566.642
2002-02-13,564.706
2002-02-14,563.125
2002-02-15,563.236
2002-02-18,563.053
2002-02-19,561.563
2002-02-20,557.116
2002-02-21,557.072
2002-02-22,551.815
2002-02-25,547.514
2002-02-26,550.006
2002-02-27,550.656
2002-02-28,545.484
2002-03-01,548.862
2002-03-04,561.312
2002-03-05,563.431
2002-03-06,561.806
2002-03-07,581.359
2002-03-08,583.507
2002-03-11,584.267
2002-03-12,577.463
2002-03-13,575.722
2002-03-14,576.753
2002-03-15,573.524
2002-03-18,582.756
2002-03-19,589.461
2002-03-20,586.006
2002-03-21,580.112
2002-03-22,578.206
2002-03-25,574.232
2002-03-26,575.072
2002-03-27,573.705
2002-03-28,576.578
2002-03-29,576.578
2002-04-01,581.304
2002-04-02,583.459
2002-04-03,582.994
2002-04-04,578.719
2002-04-05,574.653
2002-04-08,566.479
2002-04-09,566.102
2002-04-10,560.868
2002-04-11,561.913
2002-04-12,558.108
2002-04-15,558.741
2002-04-16,573.295
2002-04-17,585.344
2002-04-18,580.651
2002-04-19,578.311
2002-04-22,574.99
2002-04-23,571.83
2002-04-24,571.013
2002-04-25,565.926
2002-04-26,565.918
2002-04-29,564.69
2002-04-30,563.721
2002-05-01,566.912
2002-05-02,558.97
2002-05-03,556.655
2002-05-06,559.513
2002-05-07,557.576
2002-05-08,561.798
2002-05-09,564.153
2002-05-10,564.874
2002-05-13,564.102
2002-05-14,561.696
2002-05-15,568.702
2002-05-16,567.97
2002-05-17,577.106
2002-05-20,575.763
2002-05-21,569.323
2002-05-22,567.647
2002-05-23,563.523
2002-05-24,565.519
2002-05-27,561.156
2002-05-28,562.876
2002-05-29,557.211
2002-05-30,552.341
2002-05-31,557.119
2002-06-03,551.542
2002-06-04,543.772
2002-06-05,544.07
2002-06-06,546.367
2002-06-07,537.428
2002-06-10,538.57
2002-06-11,540.229
2002-06-12,524.685
2002-06-13,522.492
2002-06-14,513.1
2002-06-17,522.587
2002-06-18,525.486
2002-06-19,521.971
2002-06-20,517.236
2002-06-21,509.162
2002-06-24,504.349
2002-06-25,508.594
2002-06-26,511.395
2002-06-27,511.233
2002-06-28,527.444
2002-07-01,528.617
2002-07-02,513.493
2002-07-03,487.697
2002-07-04,494.263
2002-07-05,505.084
2002-07-08,510.845
2002-07-09,507.545
2002-07-10,492.704
2002-07-11,481.849
2002-07-12,483.907
2002-07-15,481.834
2002-07-16,475.36
2002-07-17,485.468
2002-07-18,494.439
2002-07-19,481.437
2002-07-22,459.628
2002-07-23,443.088
2002-07-24,423.929
2002-07-25,429.205
2002-07-26,423.245
2002-07-29,434.653
2002-07-30,442.221
2002-07-31,444.158
2002-08-01,430.165
2002-08-02,415.854
2002-08-05,403.466
2002-08-06,401.437
2002-08-07,399.208
2002-08-08,409.423
2002-08-09,419.015
2002-08-12,415.962
2002-08-13,426.27
2002-08-14,432.735
2002-08-15,441.44
2002-08-16,455.398
2002-08-19,467.338
2002-08-20,461.359
2002-08-21,470.69
2002-08-22,478.178
2002-08-23,468.963
2002-08-26,462.577
2002-08-27,473.064
2002-08-28,459.33
2002-08-29,451.984
2002-08-30,452.55
2002-09-02,448.002
2002-09-03,445.675
2002-09-04,444.091
2002-09-05,436.136
2002-09-06,442.764
2002-09-09,432.474
2002-09-10,435.625
2002-09-11,440.645
2002-09-12,433.564
2002-09-13,425.741
2002-09-16,417.712
2002-09-17,409.266
2002-09-18,401.508
2002-09-19,393.82
2002-09-20,397.792
2002-09-23,387.922
2002-09-24,378.412
2002-09-25,383.862
2002-09-26,393.082
2002-09-27,394.336
2002-09-30,384.189
2002-10-01,386.064
2002-10-02,393.886
2002-10-03,392.898
2002-10-04,387.521
2002-10-07,374.446
2002-10-08,364.527
2002-10-09,365.479
2002-10-10,372.141
2002-10-11,388.623
2002-10-14,390.297
2002-10-15,411.348
2002-10-16,405.468
2002-10-17,420.318
2002-10-18,419.077
2002-10-21,418.982
2002-10-22,416.881
2002-10-23,410.164
2002-10-24,414.048
2002-10-25,408.316
2002-10-28,417.033
2002-10-29,404.237
2002-10-30,405.422
2002-10-31,419.685
2002-11-01,424.792
2002-11-04,437.723
2002-11-05,438.822
2002-11-06,436.512
2002-11-07,433.856
2002-11-08,427.973
2002-11-11,419.087
2002-11-12,422.026
2002-11-13,416.807
2002-11-14,422.368
2002-11-15,422.58
2002-11-18,431.303
2002-11-19,431.535
2002-11-20,425.152
2002-11-21,442.546
2002-11-22,445.633
2002-11-25,441.992
2002-11-26,435.215
2002-11-27,438.586
2002-11-28,448.924
2002-11-29,448.327
2002-12-02,453.279
2002-12-03,439.895
2002-12-04,431.178
2002-12-05,430.356
2002-12-06,429.103
2002-12-09,420.16
2002-12-10,417.116
2002-12-11,418.579
2002-12-12,416.595
2002-12-13,410.067
2002-12-16,419.716
2002-12-17,414.724
2002-12-18,401.084
2002-12-19,403.518
2002-12-20,410.134
2002-12-23,411.224
2002-12-24,410.256
2002-12-25,410.256
2002-12-26,411.291
2002-12-27,407.883
2002-12-30,408.517
2002-12-31,413.37
2003-01-01,413.37
2003-01-02,420.354
2003-01-03,426.15
2003-01-06,428.204
2003-01-07,422.871
2003-01-08,416.575
2003-01-09,418.037
2003-01-10,419.236
2003-01-13,416.644
2003-01-14,425.298
2003-01-15,417.895
2003-01-16,418.265
2003-01-17,410.826
2003-01-20,412.474
2003-01-21,405.867
2003-01-22,403.995
2003-01-23,401.23
2003-01-24,400.024
2003-01-27,392.063
2003-01-28,388.541
2003-01-29,384.573
2003-01-30,389.249
2003-01-31,389.481
2003-02-03,396.598
2003-02-04,389.932
2003-02-05,386.861
2003-02-06,384.081
2003-02-07,376.908
2003-02-10,373.393
2003-02-11,375.922
2003-02-12,364.87
2003-02-13,365.979
2003-02-14,367.155
2003-02-17,370.284
2003-02-18,369.146
2003-02-19,363.618
2003-02-20,369.242
2003-02-21,366.423
2003-02-24,361.34
2003-02-25,347.92
2003-02-26,345.603
2003-02-27,346.835
2003-02-28,356.45
2003-03-03,365.016
2003-03-04,354.592
2003-03-05,354.165
2003-03-06,351.847
2003-03-07,346.032
2003-03-10,342.829
2003-03-11,331.179
2003-03-12,328.031
2003-03-13,342.743
2003-03-14,353.965
2003-03-17,363.513
2003-03-18,366.722
2003-03-19,377.752
2003-03-20,371.641
2003-03-21,382.183
2003-03-24,367.597
2003-03-25,374.479
2003-03-26,371.548
2003-03-27,369.287
2003-03-28,373.577
2003-03-31,361.58
2003-04-01,370.396
2003-04-02,382.459
2003-04-03,380.918
2003-04-04,383.43
2003-04-07,395.329
2003-04-08,385.177
2003-04-09,383.058
2003-04-10,376.023
2003-04-11,377.621
2003-04-14,379.846
2003-04-15,389.077
2003-04-16,391.216
2003-04-17,393.732
2003-04-18,393.732
2003-04-21,392.035
2003-04-22,398.782
2003-04-23,409.81
2003-04-24,407.687
2003-04-25,402.499
2003-04-28,408.667
2003-04-29,409.885
2003-04-30,412.162
2003-05-01,415.948
2003-05-02,406.632
2003-05-05,418.717
2003-05-06,426.917
2003-05-07,421.082
2003-05-08,417.833
2003-05-09,422.656
2003-05-12,422.041
2003-05-13,419.76
2003-05-14,417.204
2003-05-15,418.288
2003-05-16,428.158
2003-05-19,417.145
2003-05-20,417.852
2003-05-21,410.493
2003-05-22,422.296
2003-05-23,419.341
2003-05-26,421.51
2003-05-27,424.656
2003-05-28,429.478
2003-05-29,433.927
2003-05-30,439.045
2003-06-02,444.594
2003-06-03,437.284
2003-06-04,442.598
2003-06-05,451.017
2003-06-06,470.243
2003-06-09,461.166
2003-06-10,459.839
2003-06-11,471.417
2003-06-12,470.527
2003-06-13,465.494
2003-06-16,478.356
2003-06-17,480.368
2003-06-18,470.604
2003-06-19,461.623
2003-06-20,463.49
2003-06-23,451.447
2003-06-24,445.822
2003-06-25,452.968
2003-06-26,444.148
2003-06-27,454.9
2003-06-30,446.892
2003-07-01,446.062
2003-07-02,453.38
2003-07-03,457.215
2003-07-04,453.02
2003-07-07,465.196
2003-07-08,464.402
2003-07-09,460.292
2003-07-10,456.097
2003-07-11,459.82
2003-07-14,462.675
2003-07-15,462.324
2003-07-16,458.28
2003-07-17,449.478
2003-07-18,458.162
2003-07-21,459.476
2003-07-22,466.631
2003-07-23,473.027
2003-07-24,480.853
2003-07-25,480.544
2003-07-28,480.093
2003-07-29,478.031
2003-07-30,479.615
2003-07-31,476.017
2003-08-01,478.732
2003-08-04,479.81
2003-08-05,483.163
2003-08-06,476.643
2003-08-07,477.673
2003-08-08,476.809
2003-08-11,477.587
2003-08-12,477.878
2003-08-13,479.949
2003-08-14,481.927
2003-08-15,481.086
2003-08-18,481.291
2003-08-19,482.387
2003-08-20,486.355
2003-08-21,488.867
2003-08-22,493.601
2003-08-25,490.079
2003-08-26,485.129
2003-08-27,495.697
2003-08-28,500.407
2003-08-29,501.547
2003-09-01,504.907
2003-09-02,497.947
2003-09-03,504.423
2003-09-04,505.781
2003-09-05,514.61
2003-09-08,521.512
2003-09-09,515.23
2003-09-10,503.763
2003-09-11,498.626
2003-09-12,501.779
2003-09-15,506.163
2003-09-16,500.405
2003-09-17,509.05
2003-09-18,508.406
2003-09-19,509.347
2003-09-22,504.665
2003-09-23,503.755
2003-09-24,503.339
2003-09-25,499.094
2003-09-26,490.83
2003-09-29,487.939
2003-09-30,487.402
2003-10-01,494.754
2003-10-02,494.609
2003-10-03,508.902
2003-10-06,504.863
2003-10-07,507.203
2003-10-08,508.651
2003-10-09,515.205
2003-10-10,516.28
2003-10-13,515.251
2003-10-14,514.062
2003-10-15,521.8
2003-10-16,521.026
2003-10-17,526.238
2003-10-20,526.802
2003-10-21,530.864
2003-10-22,526.68
2003-10-23,517.623
2003-10-24,518.426
2003-10-27,520.171
2003-10-28,524.678
2003-10-29,530.681
2003-10-30,534.328
2003-10-31,529.176
2003-11-03,538.91
2003-11-04,534.349
2003-11-05,529.207
2003-11-06,534.598
2003-11-07,537.424
2003-11-10,533.505
2003-11-11,529.402
2003-11-12,538.522
2003-11-13,548.667
2003-11-14,549.19
2003-11-17,535.913
2003-11-18,541.312
2003-11-19,541.009
2003-11-20,536.916
2003-11-21,539.592
2003-11-24,545.778
2003-11-25,551.207
2003-11-26,554.035
2003-11-27,555.483
2003-11-28,555.828
2003-12-01,558.565
2003-12-02,565.858
2003-12-03,571.922
2003-12-04,559.891
2003-12-05,558.436
2003-12-08,557.498
2003-12-09,557.993
2003-12-10,553.726
2003-12-11,552.376
2003-12-12,560.311
2003-12-15,560.247
2003-12-16,560.208
2003-12-17,560.724
2003-12-18,560.705
2003-12-19,559.881
2003-12-22,561.008
2003-12-23,562.711
2003-12-24,567.686
2003-12-25,567.686
2003-12-26,567.458
2003-12-29,573.591
2003-12-30,579.843
2003-12-31,583.166
2004-01-01,583.166
2004-01-02,588.021
2004-01-05,590.931
2004-01-06,588.607
2004-01-07,586.611
2004-01-08,595.837
2004-01-09,607.66
2004-01-12,601.121
2004-01-13,605.896
2004-01-14,603.929
2004-01-15,599.202
2004-01-16,605.945
2004-01-19,605.832
2004-01-20,610.689
2004-01-21,619.207
2004-01-22,622.79
2004-01-23,620.984
2004-01-26,612.813
2004-01-27,617.636
2004-01-28,623.158
2004-01-29,606.146
2004-01-30,606.555
2004-02-02,612.392
2004-02-03,613.166
2004-02-04,600.92
2004-02-05,609.149
2004-02-06,615.621
2004-02-09,620.825
2004-02-10,616.065
2004-02-11,621.527
2004-02-12,626.777
2004-02-13,623.323
2004-02-16,625.512
2004-02-17,633.917
2004-02-18,633.746
2004-02-19,636.653
2004-02-20,628.279
2004-02-23,626.89
2004-02-24,619.674
2004-02-25,620.15
2004-02-26,614.435
2004-02-27,616.373
2004-03-01,622.838
2004-03-02,627.439
2004-03-03,614.498
2004-03-04,618.526
2004-03-05,629.464
2004-03-08,622.081
2004-03-09,612.14
2004-03-10,597.692
2004-03-11,580.564
2004-03-12,586.217
2004-03-15,569.623
2004-03-16,581.73
2004-03-17,585.712
2004-03-18,583.224
2004-03-19,575.322
2004-03-22,563.108
2004-03-23,562.36
2004-03-24,553.93
2004-03-25,569.755
2004-03-26,567.291
2004-03-29,578.433
2004-03-30,577.913
2004-03-31,585.191
2004-04-01,596.883
2004-04-02,598.893
2004-04-05,594.342
2004-04-06,589.823
2004-04-07,599.221
2004-04-08,596.502
2004-04-09,596.502
2004-04-12,594.826
2004-04-13,593.647
2004-04-14,588.536
2004-04-15,587.564
2004-04-16,593.19
2004-04-19,596.121
2004-04-20,592.874
2004-04-21,583.356
2004-04-22,582.091
2004-04-23,582.905
2004-04-26,588.188
2004-04-27,586.06
2004-04-28,575.877
2004-04-29,573.323
2004-04-30,574.448
2004-05-03,576.393
2004-05-04,579.431
2004-05-05,589.385
2004-05-06,574.027
2004-05-07,568.997
2004-05-10,548.802
2004-05-11,551.153
2004-05-12,547.776
2004-05-13,550.586
2004-05-14,545.048
2004-05-17,546.317
2004-05-18,553.379
2004-05-19,568.006
2004-05-20,559.078
2004-05-21,564.431
2004-05-24,564.977
2004-05-25,568.473
2004-05-26,575.215
2004-05-27,595.488
2004-05-28,595.51
2004-05-31,595.393
2004-06-01,586.853
2004-06-02,590.127
2004-06-03,591.39
2004-06-04,594.787
2004-06-07,601.213
2004-06-08,600.099
2004-06-09,592.444
2004-06-10,593.937
2004-06-11,587.379
2004-06-14,582.17
2004-06-15,587.616
2004-06-16,585.81
2004-06-17,584.305
2004-06-18,590.919
2004-06-21,590.52
2004-06-22,585.474
2004-06-23,588.25
2004-06-24,593.185
2004-06-25,592.818
2004-06-28,600.055
2004-06-29,597.216
2004-06-30,598.15
2004-07-01,596.327
2004-07-02,595.185
2004-07-05,590.635
2004-07-06,584.54
2004-07-07,584.551
2004-07-08,587.987
2004-07-09,588.632
2004-07-12,582.877
2004-07-13,579.375
2004-07-14,578.253
2004-07-15,567.94
2004-07-16,573.512
2004-07-19,566.896
2004-07-20,569.736
2004-07-21,571.202
2004-07-22,560.375
2004-07-23,553.314
2004-07-26,547.306
2004-07-27,541.624
2004-07-28,540.043
2004-07-29,550.788
2004-07-30,551.479
2004-08-02,548.1
2004-08-03,549.935
2004-08-04,541.423
2004-08-05,544.727
2004-08-06,538.498
2004-08-09,530.925
2004-08-10,543.861
2004-08-11,533.883
2004-08-12,529.553
2004-08-13,535.024
2004-08-16,539.016
2004-08-17,539.503
2004-08-18,542.388
2004-08-19,546.433
2004-08-20,541.476
2004-08-23,545.576
2004-08-24,540.761
2004-08-25,538.673
2004-08-26,544.172
2004-08-27,544.68
2004-08-30,545.792
2004-08-31,544.199
2004-09-01,547.057
2004-09-02,547.715
2004-09-03,544.139
2004-09-06,551.868
2004-09-07,554.092
2004-09-08,556.725
2004-09-09,553.174
2004-09-10,565.559
2004-09-13,575.338
2004-09-14,576.713
2004-09-15,564.402
2004-09-16,565.695
2004-09-17,567.96
2004-09-20,564.694
2004-09-21,574.01
2004-09-22,571.351
2004-09-23,569.816
2004-09-24,568.683
2004-09-27,562.564
2004-09-28,562.822
2004-09-29,559.43
2004-09-30,561.151
2004-10-01,570.977
2004-10-04,571.64
2004-10-05,575.594
2004-10-06,572.341
2004-10-07,574.024
2004-10-08,576.029
2004-10-11,569.446
2004-10-12,555.582
2004-10-13,559.318
2004-10-14,561.75
2004-10-15,567.465
2004-10-18,562.184
2004-10-19,568.15
2004-10-20,568.279
2004-10-21,573.091
2004-10-22,574.262
2004-10-25,573.666
2004-10-26,572.712
2004-10-27,575.128
2004-10-28,581.158
2004-10-29,581.216
2004-11-01,586.498
2004-11-02,588.508
2004-11-03,592.534
2004-11-04,591.704
2004-11-05,603.037
2004-11-08,608.884
2004-11-09,604.741
2004-11-10,605.385
2004-11-11,610.334
2004-11-12,619.204
2004-11-15,618.045
2004-11-16,616.687
2004-11-17,622.693
2004-11-18,617.676
2004-11-19,619.589
2004-11-22,614.986
2004-11-23,620.194
2004-11-24,621.855
2004-11-25,629.573
2004-11-26,627.318
2004-11-29,630.769
2004-11-30,624.125
2004-12-01,636.715
2004-12-02,635.475
2004-12-03,643.058
2004-12-06,642.541
2004-12-07,643.736
2004-12-08,632.484
2004-12-09,622.546
2004-12-10,623.921
2004-12-13,633.773
2004-12-14,632.438
2004-12-15,636.778
2004-12-16,629.872
2004-12-17,621.988
2004-12-20,629.14
2004-12-21,625.451
2004-12-22,630.617
2004-12-23,634.373
2004-12-24,635.736
2004-12-27,639.022
2004-12-28,638.75
2004-12-29,637.654
2004-12-30,640.256
2004-12-31,640.575
2005-01-03,640.082
2005-01-04,631.764
2005-01-05,625.564
2005-01-06,618.238
2005-01-07,615.389
2005-01-10,619.999
2005-01-11,615.164
2005-01-12,617.437
2005-01-13,618.125
2005-01-14,619.633
2005-01-17,621.674
2005-01-18,616.557
2005-01-19,616.147
2005-01-20,612.221
2005-01-21,614.893
2005-01-24,613.838
2005-01-25,619.253
2005-01-26,625.211
2005-01-27,630.277
2005-01-28,627.844
2005-01-31,637.149
2005-02-01,643.731
2005-02-02,646.301
2005-02-03,639.541
2005-02-04,649.389
2005-02-07,650.635
2005-02-08,645.167
2005-02-09,649.175
2005-02-10,650.529
2005-02-11,653.434
2005-02-14,665.401
2005-02-15,669.502
2005-02-16,665.592
2005-02-17,688.195
2005-02-18,685.254
2005-02-21,683.328
2005-02-22,691.928
2005-02-23,690.125
2005-02-24,687.379
2005-02-25,697.493
2005-02-28,699.317
2005-03-01,698.47
2005-03-02,691.457
2005-03-03,688.412
2005-03-04,696.036
2005-03-07,696.714
2005-03-08,697.202
2005-03-09,695.382
2005-03-10,690.997
2005-03-11,689.538
2005-03-14,685.096
2005-03-15,682.08
2005-03-16,679.9
2005-03-17,678.197
2005-03-18,668.973
2005-03-21,663.685
2005-03-22,671.124
2005-03-23,664.267
2005-03-24,664.949
2005-03-25,664.949
2005-03-28,660.282
2005-03-29,658.902
2005-03-30,659.819
2005-03-31,665.097
2005-04-01,660.134
2005-04-04,648.519
2005-04-05,651.289
2005-04-06,655.151
2005-04-07,658.19
2005-04-08,658.374
2005-04-11,662.077
2005-04-12,653.992
2005-04-13,652.604
2005-04-14,647.816
2005-04-15,643.897
2005-04-18,637.662
2005-04-19,640.353
2005-04-20,643.206
2005-04-21,649.089
2005-04-22,651.121
2005-04-25,647.225
2005-04-26,642.111
2005-04-27,632.049
2005-04-28,624.576
2005-04-29,626.85
2005-05-02,625.302
2005-05-03,625.066
2005-05-04,632.051
2005-05-05,639.581
2005-05-06,637.484
2005-05-09,633.775
2005-05-10,635.536
2005-05-11,634.033
2005-05-12,632.73
2005-05-13,635.484
2005-05-16,634.438
2005-05-17,633.623
2005-05-18,636.432
2005-05-19,634.196
2005-05-20,631.773
2005-05-23,636.123
2005-05-24,635.291
2005-05-25,639.991
2005-05-26,643.202
2005-05-27,642.692
2005-05-30,642.167
2005-05-31,631.329
2005-06-01,635.106
2005-06-02,641.599
2005-06-03,639.136
2005-06-06,633.761
2005-06-07,638.667
2005-06-08,641.169
2005-06-09,634.436
2005-06-10,637.161
2005-06-13,634.905
2005-06-14,634.039
2005-06-15,629.299
2005-06-16,635.872
2005-06-17,646.473
2005-06-20,638.562
2005-06-21,643.764
2005-06-22,648.415
2005-06-23,642.077
2005-06-24,633.857
2005-06-27,629.313
2005-06-28,631.006
2005-06-29,631.752
2005-06-30,631.621
2005-07-01,631.142
2005-07-04,629.235
2005-07-05,626.613
2005-07-06,627.72
2005-07-07,620.868
2005-07-08,627.723
2005-07-11,645.758
2005-07-12,648.548
2005-07-13,647.19
2005-07-14,652.916
2005-07-15,645.445
2005-07-18,644.063
2005-07-19,648.05
2005-07-20,657.495
2005-07-21,664.121
2005-07-22,664.9
2005-07-25,664.062
2005-07-26,659.426
2005-07-27,662.553
2005-07-28,660.1
2005-07-29,662.212
2005-08-01,667.925
2005-08-02,671.27
2005-08-03,670.945
2005-08-04,670.775
2005-08-05,661.989
2005-08-08,666.395
2005-08-09,667.77
2005-08-10,673.604
2005-08-11,677.896
2005-08-12,677.473
2005-08-15,675.759
2005-08-16,669.346
2005-08-17,670.102
2005-08-18,660.961
2005-08-19,663.633
2005-08-22,668.816
2005-08-23,664.743
2005-08-24,662.275
2005-08-25,659.887
2005-08-26,658.515
2005-08-29,661.36
2005-08-30,653.688
2005-08-31,659.964
2005-09-01,670.045
2005-09-02,674.611
2005-09-05,678.145
2005-09-06,680.957
2005-09-07,687.038
2005-09-08,689.397
2005-09-09,695.0
2005-09-12,690.509
2005-09-13,688.487
2005-09-14,687.883
2005-09-15,678.806
2005-09-16,682.806
2005-09-19,678.589
2005-09-20,680.632
2005-09-21,673.517
2005-09-22,662.062
2005-09-23,661.339
2005-09-26,664.488
2005-09-27,659.697
2005-09-28,665.802
2005-09-29,664.4
2005-09-30,672.75
2005-10-03,673.326
2005-10-04,679.689
2005-10-05,673.447
2005-10-06,674.517
2005-10-07,668.151
2005-10-10,666.141
2005-10-11,661.104
2005-10-12,660.584
2005-10-13,650.467
2005-10-14,661.416
2005-10-17,651.387
2005-10-18,641.416
2005-10-19,632.319
2005-10-20,638.817
2005-10-21,641.782
2005-10-24,646.501
2005-10-25,653.276
2005-10-26,653.828
2005-10-27,644.784
2005-10-28,639.924
2005-10-31,644.968
2005-11-01,647.52
2005-11-02,661.114
2005-11-03,670.821
2005-11-04,658.279
2005-11-07,661.203
