Date,PORTUGAL LARGE GROWTH Large Cap
2009-02-25,438.566
2009-02-26,449.548
2009-02-27,454.152
2009-03-02,441.242
2009-03-03,428.795
2009-03-04,434.696
2009-03-05,422.961
2009-03-06,440.277
2009-03-09,445.078
2009-03-10,455.697
2009-03-11,464.016
2009-03-12,465.615
2009-03-13,467.254
2009-03-16,470.38
2009-03-17,472.717
2009-03-18,485.221
2009-03-19,522.23
2009-03-20,524.276
2009-03-23,540.184
2009-03-24,532.163
2009-03-25,527.359
2009-03-26,503.072
2009-03-27,481.727
2009-03-30,472.268
2009-03-31,492.367
2009-04-01,490.059
2009-04-02,508.246
2009-04-03,501.522
2009-04-06,509.93
2009-04-07,513.242
2009-04-08,514.835
2009-04-09,519.615
2009-04-10,519.615
2009-04-13,524.021
2009-04-14,524.139
2009-04-15,518.088
2009-04-16,524.378
2009-04-17,518.015
2009-04-20,506.001
2009-04-21,499.949
2009-04-22,508.271
2009-04-23,500.224
2009-04-24,515.782
2009-04-27,509.638
2009-04-28,504.385
2009-04-29,524.928
2009-04-30,528.549
2009-05-01,528.629
2009-05-04,550.847
2009-05-05,544.7
2009-05-06,546.122
2009-05-07,557.454
2009-05-08,572.142
2009-05-11,579.548
2009-05-12,572.405
2009-05-13,574.01
2009-05-14,569.699
2009-05-15,569.673
2009-05-18,570.335
2009-05-19,591.344
2009-05-20,600.395
2009-05-21,591.347
2009-05-22,601.095
2009-05-25,601.772
2009-05-26,604.978
2009-05-27,604.049
2009-05-28,606.187
2009-05-29,614.779
2009-06-01,621.705
2009-06-02,625.637
2009-06-03,614.65
2009-06-04,611.454
2009-06-05,600.728
2009-06-08,587.15
2009-06-09,605.889
2009-06-10,593.53
2009-06-11,603.11
2009-06-12,596.777
2009-06-15,580.319
2009-06-16,579.587
2009-06-17,565.189
2009-06-18,578.539
2009-06-19,590.908
2009-06-22,578.762
2009-06-23,597.457
2009-06-24,602.23
2009-06-25,600.909
2009-06-26,608.562
2009-06-29,616.128
2009-06-30,614.422
2009-07-01,630.161
2009-07-02,615.074
2009-07-03,613.88
2009-07-06,607.003
2009-07-07,608.571
2009-07-08,600.053
2009-07-09,605.303
2009-07-10,596.352
2009-07-13,605.511
2009-07-14,606.729
2009-07-15,624.78
2009-07-16,617.124
2009-07-17,619.552
2009-07-20,628.737
2009-07-21,626.993
2009-07-22,621.947
2009-07-23,627.038
2009-07-24,623.667
2009-07-27,624.918
2009-07-28,623.966
2009-07-29,619.952
2009-07-30,617.191
2009-07-31,618.877
2009-08-03,640.478
2009-08-04,640.256
2009-08-05,640.808
2009-08-06,630.423
2009-08-07,628.381
2009-08-10,622.76
2009-08-11,620.304
2009-08-12,629.725
2009-08-13,634.449
2009-08-14,627.193
2009-08-17,612.127
2009-08-18,615.988
2009-08-19,628.517
2009-08-20,633.302
2009-08-21,648.078
2009-08-24,659.212
2009-08-25,663.434
2009-08-26,658.658
2009-08-27,660.143
2009-08-28,664.68
2009-08-31,665.818
2009-09-01,660.071
2009-09-02,645.378
2009-09-03,653.072
2009-09-04,658.326
2009-09-07,671.208
2009-09-08,676.907
2009-09-09,681.442
2009-09-10,679.695
2009-09-11,683.97
2009-09-14,684.98
2009-09-15,686.052
2009-09-16,695.346
2009-09-17,714.297
2009-09-18,704.538
2009-09-21,698.335
2009-09-22,709.964
2009-09-23,707.2
2009-09-24,697.47
2009-09-25,693.231
2009-09-28,699.375
2009-09-29,695.408
2009-09-30,704.669
2009-10-01,701.445
2009-10-02,698.137
2009-10-05,707.098
2009-10-06,733.396
2009-10-07,730.894
2009-10-08,737.222
2009-10-09,736.718
2009-10-12,741.761
2009-10-13,732.133
2009-10-14,753.636
2009-10-15,746.445
2009-10-16,742.587
2009-10-19,746.687
2009-10-20,746.693
2009-10-21,749.673
2009-10-22,740.335
2009-10-23,734.97
2009-10-26,724.049
2009-10-27,724.411
2009-10-28,705.727
2009-10-29,718.936
2009-10-30,708.156
2009-11-02,715.981
2009-11-03,703.442
2009-11-04,729.636
2009-11-05,734.373
2009-11-06,735.369
2009-11-09,744.314
2009-11-10,743.147
2009-11-11,744.648
2009-11-12,738.975
2009-11-13,742.668
2009-11-16,748.982
2009-11-17,737.792
2009-11-18,748.383
2009-11-19,731.524
2009-11-20,733.771
2009-11-23,746.658
2009-11-24,742.415
2009-11-25,752.2
2009-11-26,738.209
2009-11-27,743.138
2009-11-30,738.433
2009-12-01,756.804
2009-12-02,760.408
2009-12-03,765.963
2009-12-04,763.051
2009-12-07,755.541
2009-12-08,742.023
2009-12-09,729.597
2009-12-10,736.473
2009-12-11,740.754
2009-12-14,741.859
2009-12-15,735.152
2009-12-16,737.25
2009-12-17,720.152
2009-12-18,714.082
2009-12-21,724.647
2009-12-22,726.574
2009-12-23,737.346
2009-12-24,737.586
2009-12-25,737.586
2009-12-28,735.763
2009-12-29,740.822
2009-12-30,738.149
2009-12-31,733.393
2010-01-01,733.393
2010-01-04,746.722
2010-01-05,742.994
2010-01-06,739.567
2010-01-07,734.679
2010-01-08,742.048
2010-01-11,748.83
2010-01-12,744.662
2010-01-13,744.413
2010-01-14,739.684
2010-01-15,714.71
2010-01-18,720.639
2010-01-19,710.704
2010-01-20,690.617
2010-01-21,681.552
2010-01-22,675.45
2010-01-25,675.003
2010-01-26,667.351
2010-01-27,663.653
2010-01-28,648.349
2010-01-29,641.034
2010-02-01,637.113
2010-02-02,650.609
2010-02-03,634.832
2010-02-04,611.453
2010-02-05,606.323
2010-02-08,611.108
2010-02-09,614.122
2010-02-10,624.087
2010-02-11,618.612
2010-02-12,610.069
2010-02-15,608.99
2010-02-16,620.552
2010-02-17,619.136
2010-02-18,627.531
2010-02-19,634.987
2010-02-22,642.298
2010-02-23,635.393
2010-02-24,630.582
2010-02-25,619.612
2010-02-26,630.094
2010-03-01,632.284
2010-03-02,634.474
2010-03-03,647.124
2010-03-04,644.915
2010-03-05,662.091
2010-03-08,662.481
2010-03-09,652.727
2010-03-10,665.044
2010-03-11,665.225
2010-03-12,670.354
2010-03-15,663.733
2010-03-16,673.369
2010-03-17,682.757
2010-03-18,672.002
2010-03-19,669.29
2010-03-22,662.707
2010-03-23,670.994
2010-03-24,653.527
2010-03-25,659.593
2010-03-26,661.909
2010-03-29,672.502
2010-03-30,667.148
2010-03-31,673.58
2010-04-01,676.7
2010-04-02,676.7
2010-04-05,675.15
2010-04-06,672.274
2010-04-07,665.992
2010-04-08,661.536
2010-04-09,674.222
2010-04-12,691.468
2010-04-13,689.234
2010-04-14,699.77
2010-04-15,695.471
2010-04-16,678.685
2010-04-19,667.541
2010-04-20,677.159
2010-04-21,673.439
2010-04-22,651.234
2010-04-23,654.711
2010-04-26,632.204
2010-04-27,597.604
2010-04-28,586.317
2010-04-29,607.361
2010-04-30,611.7
2010-05-03,607.236
2010-05-04,580.619
2010-05-05,566.977
2010-05-06,545.6
2010-05-07,515.752
2010-05-10,601.738
2010-05-11,608.623
2010-05-12,633.422
2010-05-13,629.458
2010-05-14,599.046
2010-05-17,597.487
2010-05-18,594.488
2010-05-19,578.446
2010-05-20,569.872
2010-05-21,584.545
2010-05-24,580.157
2010-05-25,565.314
2010-05-26,587.416
2010-05-27,629.733
2010-05-28,628.796
2010-05-31,625.935
2010-06-01,629.963
2010-06-02,628.93
2010-06-03,629.67
2010-06-04,619.541
2010-06-07,611.597
2010-06-08,605.246
2010-06-09,611.479
2010-06-10,632.788
2010-06-11,631.839
2010-06-14,646.882
2010-06-15,649.37
2010-06-16,655.57
2010-06-17,655.792
2010-06-18,668.901
2010-06-21,672.458
2010-06-22,669.1
2010-06-23,660.849
2010-06-24,642.78
2010-06-25,640.86
2010-06-28,637.33
2010-06-29,618.905
2010-06-30,620.021
2010-07-01,636.062
2010-07-02,651.029
2010-07-05,650.63
2010-07-06,665.865
2010-07-07,669.363
2010-07-08,670.178
2010-07-09,652.84
2010-07-12,653.687
2010-07-13,654.049
2010-07-14,651.929
2010-07-15,670.936
2010-07-16,650.325
2010-07-19,649.547
2010-07-20,652.057
2010-07-21,638.824
2010-07-22,655.717
2010-07-23,649.976
2010-07-26,656.756
2010-07-27,668.381
2010-07-28,682.803
2010-07-29,684.586
2010-07-30,677.891
2010-08-02,694.087
2010-08-03,689.83
2010-08-04,691.946
2010-08-05,688.274
2010-08-06,686.889
2010-08-09,694.232
2010-08-10,680.333
2010-08-11,664.309
2010-08-12,675.519
2010-08-13,674.748
2010-08-16,685.554
2010-08-17,703.037
2010-08-18,699.867
2010-08-19,701.294
2010-08-20,700.322
2010-08-23,700.027
2010-08-24,698.114
2010-08-25,691.683
2010-08-26,699.898
2010-08-27,702.408
2010-08-30,701.815
2010-08-31,705.7
2010-09-01,711.91
2010-09-02,700.506
2010-09-03,700.721
2010-09-06,707.758
2010-09-07,706.206
2010-09-08,697.875
2010-09-09,705.299
2010-09-10,702.841
2010-09-13,721.094
2010-09-14,725.422
2010-09-15,726.094
2010-09-16,726.766
2010-09-17,727.652
2010-09-20,726.067
2010-09-21,737.014
2010-09-22,756.308
2010-09-23,753.944
2010-09-24,764.582
2010-09-27,761.589
2010-09-28,766.066
2010-09-29,773.45
2010-09-30,785.072
2010-10-01,809.878
2010-10-04,801.271
2010-10-05,819.677
2010-10-06,831.569
2010-10-07,844.449
2010-10-08,844.143
2010-10-11,839.781
2010-10-12,830.365
2010-10-13,844.183
2010-10-14,839.727
2010-10-15,834.943
2010-10-18,833.981
2010-10-19,819.983
2010-10-20,832.907
2010-10-21,841.966
2010-10-22,837.993
2010-10-25,848.994
2010-10-26,845.547
2010-10-27,837.628
2010-10-28,854.296
2010-10-29,856.266
2010-11-01,855.905
2010-11-02,874.337
2010-11-03,892.529
2010-11-04,886.701
2010-11-05,862.483
2010-11-08,848.879
2010-11-09,843.508
2010-11-10,836.074
2010-11-11,816.168
2010-11-12,815.945
2010-11-15,816.731
2010-11-16,812.789
2010-11-17,810.713
2010-11-18,817.178
2010-11-19,826.815
2010-11-22,816.702
2010-11-23,794.75
2010-11-24,798.606
2010-11-25,791.351
2010-11-26,777.448
2010-11-29,762.664
2010-11-30,753.045
2010-12-01,764.476
2010-12-02,787.766
2010-12-03,801.929
2010-12-06,796.642
2010-12-07,807.923
2010-12-08,795.53
2010-12-09,799.715
2010-12-10,813.454
2010-12-13,826.476
2010-12-14,821.692
2010-12-15,801.949
2010-12-16,788.419
2010-12-17,781.549
2010-12-20,787.015
2010-12-21,801.159
2010-12-22,790.987
2010-12-23,792.348
2010-12-24,796.715
2010-12-27,792.128
2010-12-28,791.869
2010-12-29,797.812
2010-12-30,788.74
2010-12-31,782.9
2011-01-03,791.369
2011-01-04,798.475
2011-01-05,774.563
2011-01-06,760.474
2011-01-07,736.111
2011-01-10,741.095
2011-01-11,755.499
2011-01-12,764.283
2011-01-13,789.527
2011-01-14,773.603
2011-01-17,767.361
2011-01-18,780.672
2011-01-19,785.329
2011-01-20,785.251
2011-01-21,798.498
2011-01-24,811.885
2011-01-25,809.574
2011-01-26,816.086
2011-01-27,809.798
2011-01-28,803.357
2011-01-31,817.499
2011-02-01,826.607
2011-02-02,836.106
2011-02-03,829.372
2011-02-04,823.67
2011-02-07,822.783
2011-02-08,835.764
2011-02-09,840.52
2011-02-10,821.343
2011-02-11,825.302
2011-02-14,820.997
2011-02-15,824.063
2011-02-16,823.629
2011-02-17,822.357
2011-02-18,818.818
2011-02-21,804.567
2011-02-22,809.601
2011-02-23,810.76
2011-02-24,817.206
2011-02-25,823.214
2011-02-28,828.021
2011-03-01,837.727
2011-03-02,834.364
2011-03-03,833.558
2011-03-04,826.252
2011-03-07,828.659
2011-03-08,826.183
2011-03-09,830.816
2011-03-10,824.522
2011-03-11,821.201
2011-03-14,826.618
2011-03-15,815.177
2011-03-16,808.596
2011-03-17,808.038
2011-03-18,825.303
2011-03-21,856.337
2011-03-22,844.031
2011-03-23,830.404
2011-03-24,843.258
2011-03-25,837.227
2011-03-28,830.307
2011-03-29,835.853
2011-03-30,836.014
2011-03-31,832.141
2011-04-01,842.137
2011-04-04,857.374
2011-04-05,852.082
2011-04-06,853.915
2011-04-07,858.856
2011-04-08,866.224
2011-04-11,869.432
2011-04-12,854.99
2011-04-13,866.512
2011-04-14,850.286
2011-04-15,846.299
2011-04-18,817.98
2011-04-19,827.668
2011-04-20,846.054
2011-04-21,846.075
2011-04-22,846.075
2011-04-25,845.465
2011-04-26,848.765
2011-04-27,850.908
2011-04-28,860.938
2011-04-29,875.992
2011-05-02,888.535
2011-05-03,877.499
2011-05-04,877.241
2011-05-05,862.898
2011-05-06,856.634
2011-05-09,840.987
2011-05-10,848.079
2011-05-11,856.544
2011-05-12,851.246
2011-05-13,849.802
2011-05-16,849.678
2011-05-17,849.353
2011-05-18,851.022
2011-05-19,852.92
2011-05-20,843.179
2011-05-23,826.154
2011-05-24,832.507
2011-05-25,837.298
2011-05-26,842.205
2011-05-27,856.969
2011-05-30,853.656
2011-05-31,878.112
2011-06-01,879.039
2011-06-02,874.226
2011-06-03,890.958
2011-06-06,890.462
2011-06-07,888.298
2011-06-08,877.968
2011-06-09,880.692
2011-06-10,867.534
2011-06-13,873.038
2011-06-14,899.372
2011-06-15,875.294
2011-06-16,862.057
2011-06-17,887.295
2011-06-20,878.363
2011-06-21,909.561
2011-06-22,914.919
2011-06-23,887.716
2011-06-24,879.549
2011-06-27,882.294
2011-06-28,897.864
2011-06-29,932.207
2011-06-30,999.611
2011-07-01,986.368
2011-07-04,988.681
2011-07-05,982.077
2011-07-06,958.157
2011-07-07,982.381
2011-07-08,955.574
2011-07-11,908.262
2011-07-12,917.934
2011-07-13,922.957
2011-07-14,900.318
2011-07-15,924.624
2011-07-18,904.1
2011-07-19,927.524
2011-07-20,936.543
2011-07-21,946.808
2011-07-22,951.004
2011-07-25,948.183
2011-07-26,964.412
2011-07-27,945.564
2011-07-28,939.775
2011-07-29,948.29
2011-08-01,938.031
2011-08-02,927.831
2011-08-03,914.091
2011-08-04,839.565
2011-08-05,822.396
2011-08-08,771.886
2011-08-09,755.177
2011-08-10,748.08
2011-08-11,765.5
2011-08-12,810.295
2011-08-15,838.541
2011-08-16,837.623
2011-08-17,851.727
2011-08-18,790.85
2011-08-19,786.211
2011-08-22,796.852
2011-08-23,782.299
2011-08-24,799.281
2011-08-25,787.999
2011-08-26,786.304
2011-08-29,819.673
2011-08-30,812.134
2011-08-31,839.103
2011-09-01,817.068
2011-09-02,820.615
2011-09-05,783.694
2011-09-06,764.657
2011-09-07,804.181
2011-09-08,823.477
2011-09-09,788.807
2011-09-12,760.351
2011-09-13,785.963
2011-09-14,789.027
2011-09-15,840.513
2011-09-16,841.19
2011-09-19,820.455
2011-09-20,825.787
2011-09-21,836.632
2011-09-22,753.407
2011-09-23,758.383
2011-09-26,769.015
2011-09-27,802.922
2011-09-28,786.384
2011-09-29,788.844
2011-09-30,772.652
2011-10-03,749.952
2011-10-04,727.918
2011-10-05,766.462
2011-10-06,791.818
2011-10-07,802.983
2011-10-10,835.291
2011-10-11,830.475
2011-10-12,857.504
2011-10-13,828.902
2011-10-14,866.442
2011-10-17,833.594
2011-10-18,841.94
2011-10-19,835.895
2011-10-20,852.561
2011-10-21,879.54
2011-10-24,874.03
2011-10-25,856.703
2011-10-26,845.674
2011-10-27,889.118
2011-10-28,885.877
2011-10-31,875.721
2011-11-01,851.192
2011-11-02,866.781
2011-11-03,868.034
2011-11-04,862.124
2011-11-07,844.333
2011-11-08,867.447
2011-11-09,851.253
2011-11-10,845.652
2011-11-11,762.757
2011-11-14,764.521
2011-11-15,731.147
2011-11-16,726.422
2011-11-17,702.623
2011-11-18,685.804
2011-11-21,664.363
2011-11-22,654.69
2011-11-23,632.34
2011-11-24,633.2
2011-11-25,644.282
2011-11-28,652.485
2011-11-29,638.265
2011-11-30,701.304
2011-12-01,697.231
2011-12-02,693.497
2011-12-05,687.531
2011-12-06,680.081
2011-12-07,675.718
2011-12-08,638.28
2011-12-09,658.746
2011-12-12,623.43
2011-12-13,640.656
2011-12-14,614.457
2011-12-15,629.738
2011-12-16,623.387
2011-12-19,622.001
2011-12-20,631.891
2011-12-21,632.98
2011-12-22,642.317
2011-12-23,642.678
2011-12-26,642.678
2011-12-27,640.723
2011-12-28,617.499
2011-12-29,617.056
2011-12-30,619.169
2012-01-02,638.756
2012-01-03,676.467
2012-01-04,665.487
2012-01-05,657.094
2012-01-06,677.282
2012-01-09,674.263
2012-01-10,684.976
2012-01-11,663.056
2012-01-12,665.077
2012-01-13,650.862
2012-01-16,635.236
2012-01-17,651.282
2012-01-18,654.272
2012-01-19,670.851
2012-01-20,672.526
2012-01-23,687.913
2012-01-24,695.287
2012-01-25,700.35
2012-01-26,722.387
2012-01-27,702.301
2012-01-30,686.498
2012-01-31,676.764
2012-02-01,702.512
2012-02-02,714.378
2012-02-03,723.215
2012-02-06,712.568
2012-02-07,720.394
2012-02-08,721.047
2012-02-09,724.325
2012-02-10,703.139
2012-02-13,725.654
2012-02-14,718.758
2012-02-15,699.319
2012-02-16,702.408
2012-02-17,703.959
2012-02-20,715.638
2012-02-21,700.77
2012-02-22,714.79
2012-02-23,715.662
2012-02-24,747.934
2012-02-27,729.841
2012-02-28,732.519
2012-02-29,733.906
2012-03-01,741.495
2012-03-02,743.01
2012-03-05,728.196
2012-03-06,696.197
2012-03-07,717.909
2012-03-08,761.856
2012-03-09,757.17
2012-03-12,743.483
2012-03-13,754.091
2012-03-14,733.757
2012-03-15,734.072
2012-03-16,734.472
2012-03-19,749.254
2012-03-20,743.605
2012-03-21,741.06
2012-03-22,724.999
2012-03-23,723.204
2012-03-26,733.9
2012-03-27,730.888
2012-03-28,718.468
2012-03-29,709.499
2012-03-30,688.753
2012-04-02,695.73
2012-04-03,684.58
2012-04-04,649.571
2012-04-05,641.945
2012-04-06,641.945
2012-04-09,642.313
2012-04-10,626.203
2012-04-11,646.97
2012-04-12,644.663
2012-04-13,623.187
2012-04-16,610.964
2012-04-17,628.979
2012-04-18,607.744
2012-04-19,601.808
2012-04-20,609.213
2012-04-23,582.533
2012-04-24,600.682
2012-04-25,624.407
2012-04-26,621.017
2012-04-27,643.265
2012-04-30,659.575
2012-05-01,659.052
2012-05-02,638.601
2012-05-03,629.254
2012-05-04,611.748
2012-05-07,611.723
2012-05-08,599.661
2012-05-09,579.116
2012-05-10,595.33
2012-05-11,594.595
2012-05-14,564.436
2012-05-15,550.422
2012-05-16,554.297
2012-05-17,535.818
2012-05-18,524.677
2012-05-21,527.591
2012-05-22,547.427
2012-05-23,517.868
2012-05-24,530.207
2012-05-25,531.84
2012-05-28,539.328
2012-05-29,547.018
2012-05-30,522.625
2012-05-31,509.173
2012-06-01,481.344
2012-06-04,492.028
2012-06-05,493.754
2012-06-06,504.939
2012-06-07,503.051
2012-06-08,488.113
2012-06-11,485.822
2012-06-12,475.944
2012-06-13,464.546
2012-06-14,458.048
2012-06-15,482.309
2012-06-18,488.374
2012-06-19,502.878
2012-06-20,530.265
2012-06-21,518.794
2012-06-22,511.71
2012-06-25,507.842
2012-06-26,498.727
2012-06-27,506.267
2012-06-28,506.516
2012-06-29,542.902
2012-07-02,560.956
2012-07-03,581.621
2012-07-04,593.515
2012-07-05,564.089
2012-07-06,545.186
2012-07-09,550.905
2012-07-10,555.75
2012-07-11,557.574
2012-07-12,554.071
2012-07-13,570.419
2012-07-16,569.709
2012-07-17,567.93
2012-07-18,570.849
2012-07-19,574.62
2012-07-20,561.129
2012-07-23,532.882
2012-07-24,519.066
2012-07-25,523.832
2012-07-26,552.769
2012-07-27,560.413
2012-07-30,582.919
2012-07-31,579.545
2012-08-01,582.62
2012-08-02,564.141
2012-08-03,579.114
2012-08-06,595.285
2012-08-07,611.029
2012-08-08,599.472
2012-08-09,610.834
2012-08-10,611.082
2012-08-13,610.83
2012-08-14,617.516
2012-08-15,613.172
2012-08-16,618.274
2012-08-17,617.604
2012-08-20,622.453
2012-08-21,641.744
2012-08-22,642.434
2012-08-23,630.353
2012-08-24,623.298
2012-08-27,623.809
2012-08-28,642.966
2012-08-29,635.076
2012-08-30,631.976
2012-08-31,644.127
2012-09-03,664.804
2012-09-04,659.395
2012-09-05,654.269
2012-09-06,681.065
2012-09-07,693.025
2012-09-10,689.478
2012-09-11,700.682
2012-09-12,699.14
2012-09-13,713.396
2012-09-14,744.856
2012-09-17,748.799
2012-09-18,728.087
2012-09-19,734.682
2012-09-20,723.154
2012-09-21,729.706
2012-09-24,716.654
2012-09-25,710.026
2012-09-26,690.841
2012-09-27,690.332
2012-09-28,701.075
2012-10-01,715.514
2012-10-02,720.529
2012-10-03,710.028
2012-10-04,703.088
2012-10-05,716.495
2012-10-08,715.142
2012-10-09,709.446
2012-10-10,716.156
2012-10-11,729.358
2012-10-12,722.031
2012-10-15,725.053
2012-10-16,742.301
2012-10-17,746.471
2012-10-18,747.365
2012-10-19,737.13
2012-10-22,733.721
2012-10-23,712.627
2012-10-24,711.222
2012-10-25,702.867
2012-10-26,706.932
2012-10-29,705.205
2012-10-30,714.518
2012-10-31,691.035
2012-11-01,689.915
2012-11-02,678.908
2012-11-05,673.975
2012-11-06,679.096
2012-11-07,660.932
2012-11-08,659.481
2012-11-09,664.036
2012-11-12,659.75
2012-11-13,660.024
2012-11-14,660.109
2012-11-15,662.021
2012-11-16,644.925
2012-11-19,677.875
2012-11-20,687.994
2012-11-21,685.006
2012-11-22,691.037
2012-11-23,693.86
2012-11-26,683.85
2012-11-27,642.133
2012-11-28,642.459
2012-11-29,658.503
2012-11-30,662.144
2012-12-03,662.939
2012-12-04,663.417
2012-12-05,668.122
2012-12-06,665.077
2012-12-07,655.661
2012-12-10,653.327
2012-12-11,658.981
2012-12-12,661.06
2012-12-13,664.033
2012-12-14,665.69
2012-12-17,666.651
2012-12-18,670.401
2012-12-19,678.772
2012-12-20,678.763
2012-12-21,673.852
2012-12-24,675.185
2012-12-25,675.185
2012-12-26,676.567
2012-12-27,676.592
2012-12-28,664.241
2012-12-31,669.499
2013-01-01,669.499
2013-01-02,698.329
2013-01-03,700.064
2013-01-04,699.336
2013-01-07,708.17
2013-01-08,679.868
2013-01-09,679.798
2013-01-10,692.964
2013-01-11,713.429
2013-01-14,709.907
2013-01-15,700.306
2013-01-16,694.733
2013-01-17,697.369
2013-01-18,693.324
2013-01-21,696.849
2013-01-22,707.98
2013-01-23,716.863
2013-01-24,721.305
2013-01-25,711.042
2013-01-28,713.791
2013-01-29,708.29
2013-01-30,706.653
2013-01-31,701.319
2013-02-01,714.424
2013-02-04,702.567
2013-02-05,701.013
2013-02-06,692.736
2013-02-07,681.09
2013-02-08,676.01
2013-02-11,683.445
2013-02-12,704.383
2013-02-13,692.765
2013-02-14,685.562
2013-02-15,677.665
2013-02-18,677.114
2013-02-19,680.854
2013-02-20,687.315
2013-02-21,670.597
2013-02-22,664.403
2013-02-25,677.61
2013-02-26,662.168
2013-02-27,671.351
2013-02-28,667.274
2013-03-01,655.978
2013-03-04,654.458
2013-03-05,664.594
2013-03-06,670.259
2013-03-07,685.246
2013-03-08,680.517
2013-03-11,668.759
2013-03-12,677.527
2013-03-13,670.731
2013-03-14,680.464
2013-03-15,684.664
2013-03-18,677.046
2013-03-19,672.198
2013-03-20,678.306
2013-03-21,675.627
2013-03-22,683.293
2013-03-25,674.771
2013-03-26,675.205
2013-03-27,670.006
2013-03-28,677.587
2013-03-29,677.587
2013-04-01,677.904
2013-04-02,681.613
2013-04-03,669.08
2013-04-04,665.785
2013-04-05,662.397
2013-04-08,658.208
2013-04-09,665.612
2013-04-10,678.032
2013-04-11,683.867
2013-04-12,680.376
2013-04-15,666.68
2013-04-16,664.772
2013-04-17,651.306
2013-04-18,646.242
2013-04-19,663.446
2013-04-22,657.202
2013-04-23,663.727
2013-04-24,667.221
2013-04-25,679.554
2013-04-26,676.714
2013-04-29,692.385
2013-04-30,692.84
2013-05-01,693.313
2013-05-02,682.773
2013-05-03,696.373
2013-05-06,698.543
2013-05-07,705.718
2013-05-08,714.473
2013-05-09,709.085
2013-05-10,708.026
2013-05-13,710.281
2013-05-14,696.483
2013-05-15,700.604
2013-05-16,700.785
2013-05-17,696.857
2013-05-20,702.547
2013-05-21,696.406
2013-05-22,692.132
2013-05-23,687.878
2013-05-24,693.907
2013-05-27,701.696
2013-05-28,699.97
2013-05-29,704.911
2013-05-30,708.529
2013-05-31,714.7
2013-06-03,718.532
2013-06-04,726.262
2013-06-05,714.517
2013-06-06,708.65
2013-06-07,720.132
2013-06-10,720.154
2013-06-11,720.18
2013-06-12,718.311
2013-06-13,712.26
2013-06-14,716.755
2013-06-17,719.777
2013-06-18,726.582
2013-06-19,732.173
2013-06-20,706.454
2013-06-21,675.469
2013-06-24,652.759
2013-06-25,664.017
2013-06-26,671.13
2013-06-27,655.851
2013-06-28,644.574
2013-07-01,660.047
2013-07-02,653.462
2013-07-03,636.191
2013-07-04,650.211
2013-07-05,645.673
2013-07-08,648.304
2013-07-09,649.365
2013-07-10,654.117
2013-07-11,653.788
2013-07-12,652.138
2013-07-15,657.811
2013-07-16,673.23
2013-07-17,662.699
2013-07-18,677.721
2013-07-19,674.764
2013-07-22,685.015
2013-07-23,686.024
2013-07-24,699.076
2013-07-25,696.716
2013-07-26,695.062
2013-07-29,693.619
2013-07-30,698.398
2013-07-31,694.638
2013-08-01,709.591
2013-08-02,720.352
2013-08-05,722.637
2013-08-06,725.27
2013-08-07,721.723
2013-08-08,730.579
2013-08-09,734.543
2013-08-12,730.193
2013-08-13,733.121
2013-08-14,735.65
2013-08-15,729.619
2013-08-16,728.585
2013-08-19,730.996
2013-08-20,727.256
2013-08-21,722.825
2013-08-22,740.585
2013-08-23,747.922
2013-08-26,747.47
2013-08-27,736.854
2013-08-28,759.236
2013-08-29,749.464
2013-08-30,732.049
2013-09-02,744.549
2013-09-03,745.352
2013-09-04,751.098
2013-09-05,758.641
2013-09-06,765.771
2013-09-09,763.501
2013-09-10,759.073
2013-09-11,766.295
2013-09-12,757.125
2013-09-13,753.702
2013-09-16,746.333
2013-09-17,727.602
2013-09-18,734.314
2013-09-19,745.014
2013-09-20,747.069
2013-09-23,739.884
2013-09-24,732.152
2013-09-25,741.6
2013-09-26,738.065
2013-09-27,738.393
2013-09-30,733.645
2013-10-01,745.867
2013-10-02,748.853
2013-10-03,737.159
2013-10-04,744.933
2013-10-07,741.823
2013-10-08,732.701
2013-10-09,732.263
2013-10-10,734.674
2013-10-11,744.919
2013-10-14,751.599
2013-10-15,754.178
2013-10-16,747.561
2013-10-17,760.432
2013-10-18,764.901
2013-10-21,773.128
2013-10-22,774.722
2013-10-23,759.432
2013-10-24,758.764
2013-10-25,760.066
2013-10-28,757.167
2013-10-29,758.109
2013-10-30,767.297
2013-10-31,747.902
2013-11-01,741.691
2013-11-04,744.742
2013-11-05,744.837
2013-11-06,751.643
2013-11-07,736.507
2013-11-08,724.393
2013-11-11,731.677
2013-11-12,730.056
2013-11-13,727.377
2013-11-14,713.399
2013-11-15,714.544
2013-11-18,719.309
2013-11-19,718.713
2013-11-20,718.116
2013-11-21,718.009
2013-11-22,716.6
2013-11-25,717.432
2013-11-26,719.703
2013-11-27,728.225
2013-11-28,728.367
2013-11-29,731.925
2013-12-02,720.686
2013-12-03,717.542
2013-12-04,701.563
2013-12-05,699.514
2013-12-06,701.526
2013-12-09,702.136
2013-12-10,704.798
2013-12-11,710.025
2013-12-12,696.904
2013-12-13,697.857
2013-12-16,700.871
2013-12-17,693.318
2013-12-18,714.347
2013-12-19,710.07
2013-12-20,713.187
2013-12-23,723.222
2013-12-24,707.884
2013-12-25,707.884
2013-12-26,709.205
2013-12-27,723.324
2013-12-30,724.049
2013-12-31,723.733
2014-01-01,723.733
2014-01-02,708.046
2014-01-03,712.014
2014-01-06,716.838
2014-01-07,724.843
