Date,NORWAY SMID VALUE SMID (Small+Mid Cap)
2002-05-27,211.248
2002-05-28,212.431
2002-05-29,209.796
2002-05-30,209.449
2002-05-31,207.886
2002-06-03,210.746
2002-06-04,206.782
2002-06-05,206.969
2002-06-06,210.141
2002-06-07,204.675
2002-06-10,206.381
2002-06-11,205.923
2002-06-12,206.623
2002-06-13,206.355
2002-06-14,202.403
2002-06-17,205.479
2002-06-18,206.561
2002-06-19,207.041
2002-06-20,203.139
2002-06-21,202.758
2002-06-24,200.902
2002-06-25,203.46
2002-06-26,196.381
2002-06-27,199.506
2002-06-28,204.195
2002-07-01,208.306
2002-07-02,206.713
2002-07-03,203.073
2002-07-04,204.205
2002-07-05,204.299
2002-07-08,208.318
2002-07-09,208.405
2002-07-10,206.583
2002-07-11,204.075
2002-07-12,202.033
2002-07-15,203.215
2002-07-16,202.387
2002-07-17,201.85
2002-07-18,201.561
2002-07-19,197.757
2002-07-22,189.543
2002-07-23,179.125
2002-07-24,170.773
2002-07-25,178.641
2002-07-26,176.397
2002-07-29,177.404
2002-07-30,182.771
2002-07-31,179.966
2002-08-01,179.274
2002-08-02,177.364
2002-08-05,173.467
2002-08-06,168.538
2002-08-07,170.267
2002-08-08,170.814
2002-08-09,174.465
2002-08-12,174.932
2002-08-13,177.008
2002-08-14,175.794
2002-08-15,174.312
2002-08-16,175.152
2002-08-19,173.381
2002-08-20,173.966
2002-08-21,175.409
2002-08-22,177.729
2002-08-23,176.722
2002-08-26,175.244
2002-08-27,175.752
2002-08-28,174.232
2002-08-29,172.091
2002-08-30,173.88
2002-09-02,173.195
2002-09-03,170.535
2002-09-04,169.294
2002-09-05,166.039
2002-09-06,167.262
2002-09-09,165.083
2002-09-10,163.863
2002-09-11,165.693
2002-09-12,166.284
2002-09-13,166.257
2002-09-16,163.99
2002-09-17,163.847
2002-09-18,160.124
2002-09-19,155.279
2002-09-20,153.821
2002-09-23,151.406
2002-09-24,147.959
2002-09-25,150.423
2002-09-26,152.65
2002-09-27,152.445
2002-09-30,152.553
2002-10-01,152.747
2002-10-02,154.073
2002-10-03,154.974
2002-10-04,153.972
2002-10-07,152.123
2002-10-08,150.418
2002-10-09,151.126
2002-10-10,151.684
2002-10-11,158.56
2002-10-14,158.807
2002-10-15,164.22
2002-10-16,162.198
2002-10-17,161.263
2002-10-18,157.568
2002-10-21,159.219
2002-10-22,158.69
2002-10-23,156.602
2002-10-24,156.754
2002-10-25,156.15
2002-10-28,158.178
2002-10-29,154.153
2002-10-30,155.077
2002-10-31,159.113
2002-11-01,158.147
2002-11-04,162.649
2002-11-05,163.648
2002-11-06,163.436
2002-11-07,165.014
2002-11-08,165.032
2002-11-11,163.014
2002-11-12,161.093
2002-11-13,160.624
2002-11-14,160.355
2002-11-15,162.199
2002-11-18,163.633
2002-11-19,161.971
2002-11-20,160.049
2002-11-21,161.978
2002-11-22,162.273
2002-11-25,162.107
2002-11-26,163.863
2002-11-27,164.571
2002-11-28,168.036
2002-11-29,170.983
2002-12-02,174.309
2002-12-03,170.215
2002-12-04,170.287
2002-12-05,169.336
2002-12-06,165.516
2002-12-09,164.186
2002-12-10,163.838
2002-12-11,163.611
2002-12-12,164.77
2002-12-13,164.497
2002-12-16,165.453
2002-12-17,166.421
2002-12-18,166.342
2002-12-19,167.182
2002-12-20,167.659
2002-12-23,166.46
2002-12-24,167.222
2002-12-25,167.222
2002-12-26,167.403
2002-12-27,168.025
2002-12-30,166.999
2002-12-31,167.769
2003-01-01,167.769
2003-01-02,170.122
2003-01-03,174.821
2003-01-06,175.319
2003-01-07,176.012
2003-01-08,172.132
2003-01-09,174.402
2003-01-10,175.317
2003-01-13,178.311
2003-01-14,176.618
2003-01-15,178.039
2003-01-16,178.901
2003-01-17,177.896
2003-01-20,178.01
2003-01-21,176.093
2003-01-22,173.744
2003-01-23,173.188
2003-01-24,175.231
2003-01-27,171.533
2003-01-28,167.811
2003-01-29,164.843
2003-01-30,164.886
2003-01-31,164.239
2003-02-03,163.886
2003-02-04,163.973
2003-02-05,162.784
2003-02-06,161.483
2003-02-07,160.836
2003-02-10,157.783
2003-02-11,159.081
2003-02-12,157.938
2003-02-13,155.783
2003-02-14,156.283
2003-02-17,155.974
2003-02-18,156.465
2003-02-19,155.216
2003-02-20,150.757
2003-02-21,150.716
2003-02-24,148.002
2003-02-25,142.274
2003-02-26,142.849
2003-02-27,141.088
2003-02-28,145.717
2003-03-03,147.935
2003-03-04,147.769
2003-03-05,148.875
2003-03-06,147.756
2003-03-07,144.265
2003-03-10,144.434
2003-03-11,145.881
2003-03-12,148.069
2003-03-13,149.841
2003-03-14,152.613
2003-03-17,149.494
2003-03-18,149.724
2003-03-19,150.794
2003-03-20,150.259
2003-03-21,150.48
2003-03-24,149.849
2003-03-25,152.075
2003-03-26,151.535
2003-03-27,150.436
2003-03-28,150.504
2003-03-31,150.193
2003-04-01,150.285
2003-04-02,151.341
2003-04-03,153.424
2003-04-04,154.768
2003-04-07,160.514
2003-04-08,159.057
2003-04-09,161.1
2003-04-10,161.034
2003-04-11,160.129
2003-04-14,160.425
2003-04-15,163.319
2003-04-16,166.12
2003-04-17,166.45
2003-04-18,166.45
2003-04-21,166.42
2003-04-22,165.043
2003-04-23,169.217
2003-04-24,170.107
2003-04-25,169.426
2003-04-28,171.082
2003-04-29,177.97
2003-04-30,181.256
2003-05-01,182.396
2003-05-02,180.255
2003-05-05,181.627
2003-05-06,184.679
2003-05-07,186.49
2003-05-08,184.139
2003-05-09,189.085
2003-05-12,191.174
2003-05-13,191.109
2003-05-14,193.914
2003-05-15,195.247
2003-05-16,199.633
2003-05-19,196.482
2003-05-20,194.77
2003-05-21,194.132
2003-05-22,196.375
2003-05-23,198.83
2003-05-26,198.225
2003-05-27,196.981
2003-05-28,198.476
2003-05-29,199.889
2003-05-30,201.526
2003-06-02,204.824
2003-06-03,201.997
2003-06-04,202.199
2003-06-05,201.809
2003-06-06,202.365
2003-06-09,202.742
2003-06-10,199.1
2003-06-11,200.667
2003-06-12,197.656
2003-06-13,198.064
2003-06-16,201.353
2003-06-17,205.142
2003-06-18,204.449
2003-06-19,205.294
2003-06-20,203.036
2003-06-23,199.56
2003-06-24,197.961
2003-06-25,197.771
2003-06-26,195.187
2003-06-27,196.142
2003-06-30,194.595
2003-07-01,195.885
2003-07-02,198.811
2003-07-03,199.678
2003-07-04,199.07
2003-07-07,200.032
2003-07-08,198.204
2003-07-09,196.569
2003-07-10,194.504
2003-07-11,196.417
2003-07-14,199.642
2003-07-15,199.083
2003-07-16,199.187
2003-07-17,196.73
2003-07-18,198.141
2003-07-21,199.555
2003-07-22,198.377
2003-07-23,202.283
2003-07-24,205.738
2003-07-25,208.583
2003-07-28,208.152
2003-07-29,207.769
2003-07-30,205.457
2003-07-31,205.705
2003-08-01,205.628
2003-08-04,207.855
2003-08-05,209.864
2003-08-06,207.791
2003-08-07,207.265
2003-08-08,208.208
2003-08-11,206.656
2003-08-12,206.272
2003-08-13,205.902
2003-08-14,205.884
2003-08-15,206.392
2003-08-18,204.699
2003-08-19,203.708
2003-08-20,204.33
2003-08-21,204.579
2003-08-22,203.844
2003-08-25,202.757
2003-08-26,199.448
2003-08-27,199.221
2003-08-28,202.623
2003-08-29,205.924
2003-09-01,207.282
2003-09-02,204.644
2003-09-03,206.225
2003-09-04,209.206
2003-09-05,211.073
2003-09-08,213.589
2003-09-09,214.403
2003-09-10,212.426
2003-09-11,212.261
2003-09-12,213.093
2003-09-15,214.508
2003-09-16,213.483
2003-09-17,216.096
2003-09-18,215.439
2003-09-19,216.192
2003-09-22,214.135
2003-09-23,216.516
2003-09-24,218.198
2003-09-25,213.706
2003-09-26,209.501
2003-09-29,212.676
2003-09-30,208.979
2003-10-01,211.548
2003-10-02,212.178
2003-10-03,212.76
2003-10-06,215.192
2003-10-07,215.02
2003-10-08,217.184
2003-10-09,218.257
2003-10-10,221.921
2003-10-13,221.601
2003-10-14,221.513
2003-10-15,223.254
2003-10-16,223.349
2003-10-17,222.526
2003-10-20,220.405
2003-10-21,222.097
2003-10-22,224.14
2003-10-23,223.231
2003-10-24,225.015
2003-10-27,227.12
2003-10-28,228.111
2003-10-29,229.21
2003-10-30,235.826
2003-10-31,235.908
2003-11-03,233.442
2003-11-04,234.417
2003-11-05,232.682
2003-11-06,235.098
2003-11-07,238.07
2003-11-10,237.936
2003-11-11,236.124
2003-11-12,241.039
2003-11-13,242.227
2003-11-14,244.557
2003-11-17,240.919
2003-11-18,242.469
2003-11-19,241.399
2003-11-20,241.118
2003-11-21,242.988
2003-11-24,242.603
2003-11-25,243.727
2003-11-26,246.735
2003-11-27,248.622
2003-11-28,248.794
2003-12-01,249.431
2003-12-02,253.128
2003-12-03,255.352
2003-12-04,256.118
2003-12-05,259.161
2003-12-08,259.876
2003-12-09,261.826
2003-12-10,260.189
2003-12-11,258.061
2003-12-12,260.677
2003-12-15,264.637
2003-12-16,264.642
2003-12-17,261.194
2003-12-18,261.778
2003-12-19,262.661
2003-12-22,262.881
2003-12-23,263.3
2003-12-24,262.591
2003-12-25,262.591
2003-12-26,262.22
2003-12-29,265.361
2003-12-30,265.128
2003-12-31,267.737
2004-01-01,267.737
2004-01-02,271.909
2004-01-05,271.828
2004-01-06,272.784
2004-01-07,272.896
2004-01-08,269.842
2004-01-09,274.596
2004-01-12,276.623
2004-01-13,277.56
2004-01-14,277.484
2004-01-15,273.269
2004-01-16,269.777
2004-01-19,272.947
2004-01-20,276.458
2004-01-21,278.67
2004-01-22,281.418
2004-01-23,278.156
2004-01-26,273.988
2004-01-27,275.975
2004-01-28,269.461
2004-01-29,261.139
2004-01-30,264.101
2004-02-02,267.426
2004-02-03,266.538
2004-02-04,268.52
2004-02-05,270.074
2004-02-06,272.731
2004-02-09,276.787
2004-02-10,271.878
2004-02-11,272.885
2004-02-12,278.416
2004-02-13,276.831
2004-02-16,278.256
2004-02-17,281.874
2004-02-18,284.978
2004-02-19,294.633
2004-02-20,296.393
2004-02-23,299.631
2004-02-24,297.589
2004-02-25,294.062
2004-02-26,292.672
2004-02-27,296.937
2004-03-01,302.736
2004-03-02,299.197
2004-03-03,295.243
2004-03-04,296.124
2004-03-05,305.164
2004-03-08,305.829
2004-03-09,305.933
2004-03-10,299.031
2004-03-11,295.237
2004-03-12,297.466
2004-03-15,292.02
2004-03-16,296.203
2004-03-17,295.833
2004-03-18,297.383
2004-03-19,297.156
2004-03-22,290.257
2004-03-23,291.2
2004-03-24,289.166
2004-03-25,287.562
2004-03-26,286.597
2004-03-29,290.454
2004-03-30,287.904
2004-03-31,294.228
2004-04-01,296.924
2004-04-02,294.856
2004-04-05,297.303
2004-04-06,294.746
2004-04-07,300.139
2004-04-08,298.878
2004-04-09,298.878
2004-04-12,296.324
2004-04-13,297.594
2004-04-14,294.661
2004-04-15,295.525
2004-04-16,294.921
2004-04-19,296.302
2004-04-20,296.983
2004-04-21,296.922
2004-04-22,296.519
2004-04-23,295.742
2004-04-26,299.676
2004-04-27,301.08
2004-04-28,301.37
2004-04-29,299.625
2004-04-30,291.848
2004-05-03,290.192
2004-05-04,295.864
2004-05-05,301.918
2004-05-06,300.294
2004-05-07,293.125
2004-05-10,283.581
2004-05-11,282.778
2004-05-12,283.795
2004-05-13,285.019
2004-05-14,284.84
2004-05-17,286.036
2004-05-18,283.487
2004-05-19,288.974
2004-05-20,287.118
2004-05-21,289.951
2004-05-24,292.067
2004-05-25,294.085
2004-05-26,295.423
2004-05-27,301.293
2004-05-28,303.301
2004-05-31,303.301
2004-06-01,304.253
2004-06-02,306.71
2004-06-03,306.919
2004-06-04,309.189
2004-06-07,312.636
2004-06-08,315.347
2004-06-09,310.663
2004-06-10,306.557
2004-06-11,304.633
2004-06-14,303.764
2004-06-15,304.454
2004-06-16,305.25
2004-06-17,307.234
2004-06-18,313.126
2004-06-21,310.984
2004-06-22,311.436
2004-06-23,311.303
2004-06-24,315.517
2004-06-25,319.505
2004-06-28,320.16
2004-06-29,317.428
2004-06-30,318.417
2004-07-01,320.861
2004-07-02,319.306
2004-07-05,320.218
2004-07-06,321.512
2004-07-07,322.574
2004-07-08,322.824
2004-07-09,322.423
2004-07-12,322.122
2004-07-13,320.235
2004-07-14,321.719
2004-07-15,322.123
2004-07-16,324.348
2004-07-19,319.982
2004-07-20,317.603
2004-07-21,315.193
2004-07-22,314.238
2004-07-23,311.899
2004-07-26,313.138
2004-07-27,313.044
2004-07-28,315.226
2004-07-29,315.508
2004-07-30,313.862
2004-08-02,315.931
2004-08-03,315.994
2004-08-04,316.987
2004-08-05,315.486
2004-08-06,315.87
2004-08-09,316.297
2004-08-10,318.734
2004-08-11,314.124
2004-08-12,320.685
2004-08-13,328.342
2004-08-16,328.523
2004-08-17,331.251
2004-08-18,329.404
2004-08-19,335.32
2004-08-20,335.092
2004-08-23,333.814
2004-08-24,331.962
2004-08-25,331.307
2004-08-26,331.894
2004-08-27,329.402
2004-08-30,330.163
2004-08-31,329.76
2004-09-01,335.157
2004-09-02,339.621
2004-09-03,336.534
2004-09-06,338.682
2004-09-07,337.406
2004-09-08,336.889
2004-09-09,340.557
2004-09-10,342.748
2004-09-13,339.647
2004-09-14,339.069
2004-09-15,335.36
2004-09-16,338.26
2004-09-17,341.3
2004-09-20,340.639
2004-09-21,343.971
2004-09-22,346.167
2004-09-23,350.755
2004-09-24,351.078
2004-09-27,352.971
2004-09-28,355.848
2004-09-29,358.145
2004-09-30,361.496
2004-10-01,368.135
2004-10-04,369.22
2004-10-05,371.883
2004-10-06,371.412
2004-10-07,372.829
2004-10-08,374.925
2004-10-11,375.096
2004-10-12,369.182
2004-10-13,368.559
2004-10-14,367.842
2004-10-15,370.313
2004-10-18,372.795
2004-10-19,373.397
2004-10-20,371.893
2004-10-21,378.513
2004-10-22,380.927
2004-10-25,378.199
2004-10-26,375.764
2004-10-27,376.583
2004-10-28,373.476
2004-10-29,373.975
2004-11-01,376.764
2004-11-02,375.175
2004-11-03,382.225
2004-11-04,384.195
2004-11-05,387.368
2004-11-08,389.952
2004-11-09,390.565
2004-11-10,391.099
2004-11-11,395.481
2004-11-12,400.243
2004-11-15,403.86
2004-11-16,402.958
2004-11-17,408.583
2004-11-18,409.172
2004-11-19,411.841
2004-11-22,411.592
2004-11-23,417.206
2004-11-24,420.946
2004-11-25,427.218
2004-11-26,427.797
2004-11-29,433.948
2004-11-30,432.494
2004-12-01,435.323
2004-12-02,428.016
2004-12-03,428.134
2004-12-06,435.561
2004-12-07,436.759
2004-12-08,423.662
2004-12-09,420.092
2004-12-10,422.637
2004-12-13,424.019
2004-12-14,427.201
2004-12-15,436.224
2004-12-16,431.814
2004-12-17,430.721
2004-12-20,438.636
2004-12-21,438.631
2004-12-22,437.143
2004-12-23,443.034
2004-12-24,443.914
2004-12-27,446.932
2004-12-28,444.436
2004-12-29,445.674
2004-12-30,447.785
2004-12-31,447.759
2005-01-03,445.779
2005-01-04,436.008
2005-01-05,428.952
2005-01-06,426.884
2005-01-07,425.717
2005-01-10,430.88
2005-01-11,433.157
2005-01-12,438.306
2005-01-13,437.493
2005-01-14,435.167
2005-01-17,436.361
2005-01-18,438.92
2005-01-19,439.709
2005-01-20,431.71
2005-01-21,434.781
2005-01-24,435.487
2005-01-25,442.209
2005-01-26,441.07
2005-01-27,441.016
2005-01-28,440.333
2005-01-31,441.485
2005-02-01,446.314
2005-02-02,451.72
2005-02-03,451.956
2005-02-04,451.207
2005-02-07,448.447
2005-02-08,441.95
2005-02-09,446.049
2005-02-10,444.907
2005-02-11,446.876
2005-02-14,453.068
2005-02-15,457.538
2005-02-16,459.121
2005-02-17,463.43
2005-02-18,465.757
2005-02-21,471.847
2005-02-22,474.483
2005-02-23,478.733
2005-02-24,486.302
2005-02-25,489.595
2005-02-28,494.917
2005-03-01,493.626
2005-03-02,487.031
2005-03-03,493.805
2005-03-04,501.748
2005-03-07,502.756
2005-03-08,506.2
2005-03-09,503.131
2005-03-10,504.029
2005-03-11,506.949
2005-03-14,503.826
2005-03-15,503.427
2005-03-16,505.242
2005-03-17,509.843
2005-03-18,503.75
2005-03-21,498.667
2005-03-22,498.925
2005-03-23,487.059
2005-03-24,483.871
2005-03-25,483.871
2005-03-28,480.099
2005-03-29,479.766
2005-03-30,481.009
2005-03-31,485.227
2005-04-01,489.885
2005-04-04,487.177
2005-04-05,492.268
2005-04-06,492.42
2005-04-07,499.039
2005-04-08,495.168
2005-04-11,496.969
2005-04-12,493.85
2005-04-13,496.461
2005-04-14,489.886
2005-04-15,483.428
2005-04-18,473.429
2005-04-19,477.267
2005-04-20,479.926
2005-04-21,480.644
2005-04-22,485.342
2005-04-25,483.691
2005-04-26,477.966
2005-04-27,468.925
2005-04-28,455.228
2005-04-29,454.197
2005-05-02,452.683
2005-05-03,460.376
2005-05-04,458.048
2005-05-05,457.566
2005-05-06,459.622
2005-05-09,463.048
2005-05-10,463.042
2005-05-11,462.332
2005-05-12,459.668
2005-05-13,453.677
2005-05-16,452.488
2005-05-17,452.672
2005-05-18,457.925
2005-05-19,460.197
2005-05-20,462.822
2005-05-23,461.64
2005-05-24,466.445
2005-05-25,467.903
2005-05-26,474.807
2005-05-27,476.014
2005-05-30,475.803
2005-05-31,470.933
2005-06-01,472.873
2005-06-02,476.913
2005-06-03,476.2
2005-06-06,480.483
2005-06-07,485.171
2005-06-08,482.235
2005-06-09,480.263
2005-06-10,485.723
2005-06-13,482.932
2005-06-14,484.657
2005-06-15,483.711
2005-06-16,479.988
2005-06-17,484.8
2005-06-20,485.667
2005-06-21,485.784
2005-06-22,489.239
2005-06-23,493.267
2005-06-24,498.488
2005-06-27,492.722
2005-06-28,491.926
2005-06-29,496.383
2005-06-30,496.788
2005-07-01,502.566
2005-07-04,502.296
2005-07-05,501.51
2005-07-06,509.582
2005-07-07,498.124
2005-07-08,511.557
2005-07-11,517.885
2005-07-12,516.134
2005-07-13,517.28
2005-07-14,513.394
2005-07-15,507.001
2005-07-18,510.058
2005-07-19,507.083
2005-07-20,508.651
2005-07-21,516.572
2005-07-22,518.552
2005-07-25,524.281
2005-07-26,522.854
2005-07-27,524.101
2005-07-28,527.877
2005-07-29,539.609
2005-08-01,542.539
2005-08-02,542.755
2005-08-03,547.626
2005-08-04,548.787
2005-08-05,543.216
2005-08-08,547.248
2005-08-09,546.354
2005-08-10,550.578
2005-08-11,554.193
2005-08-12,555.131
2005-08-15,547.299
2005-08-16,544.482
2005-08-17,548.365
2005-08-18,540.137
2005-08-19,538.459
2005-08-22,545.435
2005-08-23,540.878
2005-08-24,544.504
2005-08-25,549.813
2005-08-26,550.865
2005-08-29,551.718
2005-08-30,547.748
2005-08-31,562.593
2005-09-01,581.768
2005-09-02,583.662
2005-09-05,578.943
2005-09-06,578.003
2005-09-07,579.209
2005-09-08,573.179
2005-09-09,573.46
2005-09-12,567.08
2005-09-13,561.235
2005-09-14,564.293
2005-09-15,565.075
2005-09-16,566.569
2005-09-19,567.053
2005-09-20,570.057
2005-09-21,568.106
2005-09-22,562.288
2005-09-23,555.781
2005-09-26,551.531
2005-09-27,548.347
2005-09-28,550.55
2005-09-29,551.894
2005-09-30,555.174
2005-10-03,548.831
2005-10-04,544.457
2005-10-05,543.157
2005-10-06,529.827
2005-10-07,530.0
2005-10-10,528.919
2005-10-11,531.945
2005-10-12,528.742
2005-10-13,505.665
2005-10-14,509.343
2005-10-17,507.904
2005-10-18,492.431
2005-10-19,478.461
2005-10-20,490.396
2005-10-21,483.728
2005-10-24,497.731
2005-10-25,509.827
2005-10-26,511.651
2005-10-27,508.013
2005-10-28,509.323
2005-10-31,512.761
2005-11-01,514.993
2005-11-02,517.374
2005-11-03,529.064
2005-11-04,522.673
2005-11-07,522.013
2005-11-08,519.59
