Date,KOKUSAI INDEX (WORLD ex JP) SMID CAP SMID (Small+Mid Cap)
2002-01-31,404.62
2002-02-01,403.846
2002-02-04,398.456
2002-02-05,396.211
2002-02-06,393.182
2002-02-07,391.062
2002-02-08,395.741
2002-02-11,400.587
2002-02-12,400.475
2002-02-13,402.705
2002-02-14,401.935
2002-02-15,400.638
2002-02-18,399.932
2002-02-19,394.46
2002-02-20,396.239
2002-02-21,393.751
2002-02-22,395.28
2002-02-25,397.977
2002-02-26,400.33
2002-02-27,401.135
2002-02-28,399.978
2002-03-01,405.514
2002-03-04,414.563
2002-03-05,414.195
2002-03-06,419.034
2002-03-07,420.7
2002-03-08,422.941
2002-03-11,423.766
2002-03-12,421.113
2002-03-13,419.631
2002-03-14,421.258
2002-03-15,423.509
2002-03-18,425.864
2002-03-19,427.328
2002-03-20,424.505
2002-03-21,425.877
2002-03-22,424.81
2002-03-25,420.343
2002-03-26,421.794
2002-03-27,424.469
2002-03-28,426.33
2002-03-29,426.326
2002-04-01,427.156
2002-04-02,424.544
2002-04-03,421.311
2002-04-04,421.495
2002-04-05,421.572
2002-04-08,421.998
2002-04-09,421.991
2002-04-10,426.498
2002-04-11,422.939
2002-04-12,425.632
2002-04-15,425.249
2002-04-16,430.94
2002-04-17,431.721
2002-04-18,431.458
2002-04-19,431.773
2002-04-22,428.284
2002-04-23,427.706
2002-04-24,426.752
2002-04-25,426.717
2002-04-26,423.845
2002-04-29,421.847
2002-04-30,426.133
2002-05-01,427.692
2002-05-02,427.89
2002-05-03,427.521
2002-05-06,423.563
2002-05-07,420.941
2002-05-08,428.281
2002-05-09,424.629
2002-05-10,421.274
2002-05-13,424.496
2002-05-14,429.371
2002-05-15,430.711
2002-05-16,429.657
2002-05-17,432.386
2002-05-20,429.729
2002-05-21,425.963
2002-05-22,425.891
2002-05-23,427.956
2002-05-24,425.758
2002-05-27,425.392
2002-05-28,425.166
2002-05-29,423.365
2002-05-30,422.833
2002-05-31,423.764
2002-06-03,416.852
2002-06-04,414.996
2002-06-05,415.34
2002-06-06,411.344
2002-06-07,411.559
2002-06-10,411.723
2002-06-11,407.627
2002-06-12,406.288
2002-06-13,402.166
2002-06-14,399.494
2002-06-17,407.796
2002-06-18,407.878
2002-06-19,403.838
2002-06-20,399.724
2002-06-21,397.435
2002-06-24,395.322
2002-06-25,391.611
2002-06-26,389.76
2002-06-27,393.703
2002-06-28,398.191
2002-07-01,391.709
2002-07-02,381.919
2002-07-03,378.075
2002-07-04,378.733
2002-07-05,389.143
2002-07-08,386.888
2002-07-09,381.659
2002-07-10,372.578
2002-07-11,369.206
2002-07-12,368.073
2002-07-15,364.66
2002-07-16,361.906
2002-07-17,363.807
2002-07-18,359.476
2002-07-19,350.747
2002-07-22,340.178
2002-07-23,329.935
2002-07-24,337.084
2002-07-25,339.178
2002-07-26,339.452
2002-07-29,354.048
2002-07-30,356.952
2002-07-31,355.827
2002-08-01,348.646
2002-08-02,341.719
2002-08-05,332.483
2002-08-06,338.284
2002-08-07,341.12
2002-08-08,347.734
2002-08-09,349.54
2002-08-12,349.057
2002-08-13,344.47
2002-08-14,351.381
2002-08-15,355.74
2002-08-16,357.475
2002-08-19,362.487
2002-08-20,359.708
2002-08-21,364.854
2002-08-22,369.108
2002-08-23,363.523
2002-08-26,366.042
2002-08-27,363.456
2002-08-28,356.896
2002-08-29,357.176
2002-08-30,356.358
2002-09-02,355.835
2002-09-03,347.165
2002-09-04,350.7
2002-09-05,345.79
2002-09-06,351.338
2002-09-09,351.719
2002-09-10,353.596
2002-09-11,354.61
2002-09-12,348.25
2002-09-13,348.192
2002-09-16,345.941
2002-09-17,340.893
2002-09-18,337.975
2002-09-19,330.906
2002-09-20,331.492
2002-09-23,325.145
2002-09-24,319.586
2002-09-25,325.812
2002-09-26,331.455
2002-09-27,326.874
2002-09-30,323.429
2002-10-01,327.875
2002-10-02,323.208
2002-10-03,319.758
2002-10-04,313.205
2002-10-07,306.705
2002-10-08,307.774
2002-10-09,300.689
2002-10-10,308.029
2002-10-11,318.209
2002-10-14,319.251
2002-10-15,331.574
2002-10-16,325.19
2002-10-17,333.591
2002-10-18,334.001
2002-10-21,339.245
2002-10-22,335.294
2002-10-23,336.874
2002-10-24,335.504
2002-10-25,338.628
2002-10-28,338.096
2002-10-29,333.852
2002-10-30,337.587
2002-10-31,339.174
2002-11-01,343.956
2002-11-04,348.433
2002-11-05,348.713
2002-11-06,351.97
2002-11-07,346.411
2002-11-08,342.689
2002-11-11,336.42
2002-11-12,339.764
2002-11-13,339.02
2002-11-14,345.208
2002-11-15,347.45
2002-11-18,346.815
2002-11-19,344.732
2002-11-20,348.754
2002-11-21,356.754
2002-11-22,357.719
2002-11-25,358.064
2002-11-26,352.305
2002-11-27,359.57
2002-11-28,361.546
2002-11-29,361.395
2002-12-02,362.026
2002-12-03,356.794
2002-12-04,354.489
2002-12-05,352.275
2002-12-06,353.133
2002-12-09,346.362
2002-12-10,349.811
2002-12-11,351.106
2002-12-12,351.304
2002-12-13,347.456
2002-12-16,352.777
2002-12-17,351.213
2002-12-18,346.64
2002-12-19,345.16
2002-12-20,348.546
2002-12-23,349.404
2002-12-24,348.778
2002-12-25,348.774
2002-12-26,349.298
2002-12-27,345.103
2002-12-30,346.241
2002-12-31,348.117
2003-01-01,348.114
2003-01-02,355.75
2003-01-03,356.183
2003-01-06,361.392
2003-01-07,358.643
2003-01-08,353.88
2003-01-09,358.991
2003-01-10,360.448
2003-01-13,360.236
2003-01-14,361.351
2003-01-15,358.425
2003-01-16,358.163
2003-01-17,354.283
2003-01-20,353.798
2003-01-21,349.505
2003-01-22,346.931
2003-01-23,349.601
2003-01-24,344.571
2003-01-27,337.747
2003-01-28,340.136
2003-01-29,340.866
2003-01-30,337.97
2003-01-31,340.414
2003-02-03,341.57
2003-02-04,338.643
2003-02-05,337.982
2003-02-06,335.308
2003-02-07,332.227
2003-02-10,332.864
2003-02-11,332.154
2003-02-12,327.864
2003-02-13,327.113
2003-02-14,329.854
2003-02-17,330.796
2003-02-18,335.204
2003-02-19,333.156
2003-02-20,332.562
2003-02-21,335.584
2003-02-24,331.208
2003-02-25,329.933
2003-02-26,327.678
2003-02-27,329.807
2003-02-28,332.263
2003-03-03,331.975
2003-03-04,328.01
2003-03-05,328.3
2003-03-06,326.697
2003-03-07,326.676
2003-03-10,320.962
2003-03-11,318.497
2003-03-12,316.2
2003-03-13,324.537
2003-03-14,325.985
2003-03-17,334.008
2003-03-18,336.376
2003-03-19,337.057
2003-03-20,338.757
2003-03-21,344.565
2003-03-24,335.728
2003-03-25,339.215
2003-03-26,338.326
2003-03-27,337.87
2003-03-28,337.468
2003-03-31,334.024
2003-04-01,335.882
2003-04-02,342.23
2003-04-03,341.478
2003-04-04,341.24
2003-04-07,344.281
2003-04-08,342.199
2003-04-09,340.155
2003-04-10,341.896
2003-04-11,341.655
2003-04-14,346.039
2003-04-15,348.886
2003-04-16,347.313
2003-04-17,351.831
2003-04-18,351.827
2003-04-21,351.842
2003-04-22,357.72
2003-04-23,361.084
2003-04-24,359.446
2003-04-25,355.757
2003-04-28,360.871
2003-04-29,362.609
2003-04-30,365.017
2003-05-01,365.714
2003-05-02,370.418
2003-05-05,372.856
2003-05-06,377.024
2003-05-07,375.641
2003-05-08,372.869
2003-05-09,376.871
2003-05-12,380.964
2003-05-13,381.164
2003-05-14,381.694
2003-05-15,384.276
2003-05-16,385.586
2003-05-19,378.796
2003-05-20,378.451
2003-05-21,379.475
2003-05-22,383.235
2003-05-23,385.557
2003-05-26,386.063
2003-05-27,391.489
2003-05-28,392.518
2003-05-29,393.485
2003-05-30,399.104
2003-06-02,401.445
2003-06-03,400.251
2003-06-04,406.107
2003-06-05,410.882
2003-06-06,411.145
2003-06-09,405.567
2003-06-10,407.516
2003-06-11,413.474
2003-06-12,414.645
2003-06-13,410.685
2003-06-16,417.35
2003-06-17,418.335
2003-06-18,416.366
2003-06-19,411.275
2003-06-20,410.664
2003-06-23,403.759
2003-06-24,402.577
2003-06-25,404.245
2003-06-26,405.668
2003-06-27,404.846
2003-06-30,404.27
2003-07-01,405.548
2003-07-02,410.91
2003-07-03,410.565
2003-07-04,410.123
2003-07-07,415.863
2003-07-08,418.5
2003-07-09,418.033
2003-07-10,413.128
2003-07-11,415.675
2003-07-14,419.709
2003-07-15,417.346
2003-07-16,414.796
2003-07-17,408.807
2003-07-18,411.942
2003-07-21,409.406
2003-07-22,412.59
2003-07-23,414.411
2003-07-24,415.344
2003-07-25,418.729
2003-07-28,420.279
2003-07-29,419.393
2003-07-30,418.0
2003-07-31,418.695
2003-08-01,416.463
2003-08-04,415.679
2003-08-05,411.866
2003-08-06,409.89
2003-08-07,411.132
2003-08-08,411.858
2003-08-11,413.896
2003-08-12,417.704
2003-08-13,418.668
2003-08-14,420.791
2003-08-15,421.535
2003-08-18,425.175
2003-08-19,427.675
2003-08-20,428.981
2003-08-21,431.597
2003-08-22,427.713
2003-08-25,426.546
2003-08-26,425.861
2003-08-27,427.974
2003-08-28,431.652
2003-08-29,434.619
2003-09-01,435.775
2003-09-02,439.204
2003-09-03,442.151
2003-09-04,443.176
2003-09-05,442.539
2003-09-08,446.891
2003-09-09,444.281
2003-09-10,437.294
2003-09-11,439.485
2003-09-12,441.557
2003-09-15,441.341
2003-09-16,445.045
2003-09-17,445.678
2003-09-18,449.944
2003-09-19,451.111
2003-09-22,447.154
2003-09-23,449.273
2003-09-24,444.264
2003-09-25,439.615
2003-09-26,434.699
2003-09-29,438.229
2003-09-30,435.735
2003-10-01,443.216
2003-10-02,445.956
2003-10-03,451.779
2003-10-06,454.564
2003-10-07,456.664
2003-10-08,456.231
2003-10-09,459.061
2003-10-10,460.005
2003-10-13,463.523
2003-10-14,465.117
2003-10-15,464.676
2003-10-16,466.569
2003-10-17,461.497
2003-10-20,462.586
2003-10-21,464.822
2003-10-22,459.697
2003-10-23,458.227
2003-10-24,457.662
2003-10-27,460.77
2003-10-28,465.726
2003-10-29,468.794
2003-10-30,469.757
2003-10-31,469.706
2003-11-03,473.114
2003-11-04,472.719
2003-11-05,472.74
2003-11-06,474.404
2003-11-07,476.093
2003-11-10,472.244
2003-11-11,469.864
2003-11-12,476.808
2003-11-13,478.759
2003-11-14,476.066
2003-11-17,470.897
2003-11-18,469.221
2003-11-19,470.149
2003-11-20,467.878
2003-11-21,469.335
2003-11-24,475.554
2003-11-25,478.463
2003-11-26,481.892
2003-11-27,482.267
2003-11-28,484.14
2003-12-01,489.83
2003-12-02,490.623
2003-12-03,489.009
2003-12-04,488.063
2003-12-05,485.893
2003-12-08,488.434
2003-12-09,484.99
2003-12-10,481.575
2003-12-11,485.976
2003-12-12,488.967
2003-12-15,485.693
2003-12-16,485.513
2003-12-17,486.595
2003-12-18,491.898
2003-12-19,491.32
2003-12-22,493.084
2003-12-23,495.78
2003-12-24,496.31
2003-12-25,496.311
2003-12-26,497.184
2003-12-29,502.22
2003-12-30,504.193
2003-12-31,504.05
2004-01-01,504.053
2004-01-02,505.211
2004-01-05,511.136
2004-01-06,513.027
2004-01-07,513.246
2004-01-08,516.875
2004-01-09,517.681
2004-01-12,519.414
2004-01-13,518.305
2004-01-14,520.944
2004-01-15,520.628
2004-01-16,522.88
2004-01-19,523.04
2004-01-20,527.825
2004-01-21,529.881
2004-01-22,529.127
2004-01-23,528.881
2004-01-26,529.768
2004-01-27,528.413
2004-01-28,523.163
2004-01-29,518.152
2004-01-30,519.891
2004-02-02,520.72
2004-02-03,521.846
2004-02-04,515.76
2004-02-05,518.431
2004-02-06,527.456
2004-02-09,529.864
2004-02-10,532.598
2004-02-11,536.24
2004-02-12,537.837
2004-02-13,535.222
2004-02-16,535.771
2004-02-17,541.523
2004-02-18,540.83
2004-02-19,537.008
2004-02-20,532.559
2004-02-23,529.112
2004-02-24,529.369
2004-02-25,531.029
2004-02-26,531.922
2004-02-27,534.055
2004-03-01,541.127
2004-03-02,538.601
2004-03-03,535.7
2004-03-04,539.163
2004-03-05,544.033
2004-03-08,540.346
2004-03-09,536.121
2004-03-10,525.906
2004-03-11,517.965
2004-03-12,523.526
2004-03-15,515.245
2004-03-16,518.256
2004-03-17,524.087
2004-03-18,524.457
2004-03-19,522.317
2004-03-22,514.482
2004-03-23,514.551
2004-03-24,511.759
2004-03-25,519.242
2004-03-26,519.251
2004-03-29,526.119
2004-03-30,529.269
2004-03-31,532.021
2004-04-01,537.293
2004-04-02,539.642
2004-04-05,540.401
2004-04-06,538.699
2004-04-07,539.67
2004-04-08,538.267
2004-04-09,538.267
2004-04-12,538.577
2004-04-13,530.661
2004-04-14,525.461
2004-04-15,524.881
2004-04-16,529.045
2004-04-19,530.801
2004-04-20,524.968
2004-04-21,524.964
2004-04-22,531.632
2004-04-23,531.265
2004-04-26,531.112
2004-04-27,531.84
2004-04-28,523.17
2004-04-29,517.227
2004-04-30,513.673
2004-05-03,516.958
2004-05-04,520.772
2004-05-05,522.769
2004-05-06,516.664
2004-05-07,506.813
2004-05-10,495.085
2004-05-11,500.401
2004-05-12,500.627
2004-05-13,500.938
2004-05-14,499.467
2004-05-17,494.541
2004-05-18,498.691
2004-05-19,502.442
2004-05-20,500.1
2004-05-21,504.251
2004-05-24,507.36
2004-05-25,515.007
2004-05-26,517.996
2004-05-27,522.82
2004-05-28,523.884
2004-05-31,524.12
2004-06-01,523.853
2004-06-02,525.672
2004-06-03,520.813
2004-06-04,524.497
2004-06-07,532.542
2004-06-08,532.082
2004-06-09,525.512
2004-06-10,526.469
2004-06-11,525.067
2004-06-14,519.206
2004-06-15,523.817
2004-06-16,525.238
2004-06-17,525.74
2004-06-18,527.823
2004-06-21,527.057
2004-06-22,528.371
2004-06-23,532.782
2004-06-24,533.945
2004-06-25,535.901
2004-06-28,535.851
2004-06-29,535.435
2004-06-30,539.048
2004-07-01,534.777
2004-07-02,535.137
2004-07-05,534.574
2004-07-06,529.663
2004-07-07,531.696
2004-07-08,527.216
2004-07-09,528.383
2004-07-12,527.738
2004-07-13,526.903
2004-07-14,526.299
2004-07-15,526.116
2004-07-16,526.074
2004-07-19,525.308
2004-07-20,527.694
2004-07-21,520.049
2004-07-22,517.838
2004-07-23,512.285
2004-07-26,508.383
2004-07-27,511.961
2004-07-28,511.466
2004-07-29,516.654
2004-07-30,517.587
2004-08-02,518.366
2004-08-03,515.789
2004-08-04,513.303
2004-08-05,507.704
2004-08-06,501.958
2004-08-09,500.287
2004-08-10,506.728
2004-08-11,502.626
2004-08-12,498.085
2004-08-13,499.558
2004-08-16,506.049
2004-08-17,507.497
2004-08-18,512.337
2004-08-19,512.589
2004-08-20,516.004
2004-08-23,514.58
2004-08-24,513.672
2004-08-25,516.583
2004-08-26,517.208
2004-08-27,518.887
2004-08-30,515.421
2004-08-31,518.181
2004-09-01,521.4
2004-09-02,525.304
2004-09-03,522.99
2004-09-06,524.124
2004-09-07,527.375
2004-09-08,525.814
2004-09-09,527.662
2004-09-10,532.156
2004-09-13,534.675
2004-09-14,534.913
2004-09-15,530.434
2004-09-16,534.012
2004-09-17,535.363
2004-09-20,533.57
2004-09-21,538.823
2004-09-22,534.048
2004-09-23,533.347
2004-09-24,534.239
2004-09-27,530.787
2004-09-28,534.392
2004-09-29,537.031
2004-09-30,540.73
2004-10-01,547.729
2004-10-04,549.516
2004-10-05,549.557
2004-10-06,552.103
2004-10-07,548.088
2004-10-08,546.795
2004-10-11,546.578
2004-10-12,543.436
2004-10-13,539.576
2004-10-14,538.505
2004-10-15,541.427
2004-10-18,542.562
2004-10-19,541.107
2004-10-20,542.668
2004-10-21,547.391
2004-10-22,544.773
2004-10-25,545.765
2004-10-26,550.21
2004-10-27,556.418
2004-10-28,556.101
2004-10-29,556.985
2004-11-01,559.098
2004-11-02,559.513
2004-11-03,566.567
2004-11-04,572.431
2004-11-05,575.335
2004-11-08,574.811
2004-11-09,575.741
2004-11-10,577.727
2004-11-11,582.365
2004-11-12,587.952
2004-11-15,588.133
2004-11-16,585.593
2004-11-17,590.128
2004-11-18,589.685
2004-11-19,586.557
2004-11-22,589.333
2004-11-23,592.172
2004-11-24,596.792
2004-11-25,599.206
2004-11-26,600.234
2004-11-29,600.253
2004-11-30,598.897
2004-12-01,605.442
2004-12-02,604.189
2004-12-03,606.634
2004-12-06,606.324
2004-12-07,600.663
2004-12-08,598.653
2004-12-09,598.688
2004-12-10,599.617
2004-12-13,604.985
2004-12-14,607.866
2004-12-15,613.259
2004-12-16,609.836
2004-12-17,609.341
2004-12-20,611.225
2004-12-21,614.561
2004-12-22,616.174
2004-12-23,618.055
2004-12-24,619.092
2004-12-27,618.064
2004-12-28,622.343
2004-12-29,622.621
2004-12-30,624.417
2004-12-31,624.329
2005-01-03,617.131
2005-01-04,608.578
2005-01-05,602.125
2005-01-06,602.788
2005-01-07,600.785
2005-01-10,603.751
2005-01-11,601.192
2005-01-12,604.529
2005-01-13,603.506
2005-01-14,606.009
2005-01-17,606.823
2005-01-18,610.312
2005-01-19,608.167
2005-01-20,604.049
2005-01-21,603.313
2005-01-24,600.399
2005-01-25,600.494
2005-01-26,606.524
2005-01-27,607.639
2005-01-28,605.401
2005-01-31,612.344
2005-02-01,615.819
2005-02-02,619.496
2005-02-03,618.231
2005-02-04,624.837
2005-02-07,623.291
2005-02-08,623.569
2005-02-09,618.753
2005-02-10,621.594
2005-02-11,626.912
2005-02-14,629.221
2005-02-15,630.681
2005-02-16,631.138
2005-02-17,630.074
2005-02-18,630.253
2005-02-21,629.39
2005-02-22,623.585
2005-02-23,623.803
2005-02-24,628.338
2005-02-25,635.549
2005-02-28,634.875
2005-03-01,636.919
2005-03-02,635.364
2005-03-03,636.077
2005-03-04,644.002
2005-03-07,644.722
2005-03-08,643.877
2005-03-09,638.52
2005-03-10,636.599
2005-03-11,637.246
2005-03-14,638.307
2005-03-15,636.321
2005-03-16,633.141
2005-03-17,633.476
2005-03-18,631.247
2005-03-21,628.326
2005-03-22,626.002
2005-03-23,618.488
2005-03-24,619.915
2005-03-25,619.913
2005-03-28,618.196
2005-03-29,613.276
2005-03-30,619.038
2005-03-31,622.419
2005-04-01,622.417
2005-04-04,619.716
2005-04-05,622.175
2005-04-06,624.282
2005-04-07,627.683
2005-04-08,623.699
2005-04-11,624.538
2005-04-12,625.418
2005-04-13,620.712
2005-04-14,611.803
2005-04-15,602.389
2005-04-18,601.794
2005-04-19,609.264
2005-04-20,604.11
2005-04-21,611.155
2005-04-22,609.263
2005-04-25,612.649
2005-04-26,606.893
2005-04-27,603.354
2005-04-28,595.687
2005-04-29,598.997
2005-05-02,601.307
2005-05-03,601.129
2005-05-04,607.877
2005-05-05,608.985
2005-05-06,609.081
2005-05-09,611.826
2005-05-10,607.931
2005-05-11,608.106
2005-05-12,602.116
2005-05-13,598.359
2005-05-16,601.633
2005-05-17,604.849
2005-05-18,612.688
2005-05-19,615.677
2005-05-20,614.778
2005-05-23,618.667
2005-05-24,618.998
2005-05-25,616.534
2005-05-26,620.822
2005-05-27,622.739
2005-05-30,622.847
2005-05-31,621.464
2005-06-01,625.576
2005-06-02,627.349
2005-06-03,625.919
2005-06-06,627.183
2005-06-07,628.916
2005-06-08,628.931
2005-06-09,629.483
2005-06-10,629.61
2005-06-13,631.074
2005-06-14,633.718
2005-06-15,636.136
2005-06-16,640.646
2005-06-17,644.574
2005-06-20,642.187
2005-06-21,641.475
2005-06-22,642.516
2005-06-23,638.263
2005-06-24,633.912
2005-06-27,633.169
2005-06-28,638.639
2005-06-29,639.589
2005-06-30,638.677
2005-07-01,639.414
2005-07-04,638.701
2005-07-05,642.823
2005-07-06,642.428
2005-07-07,640.913
2005-07-08,648.665
2005-07-11,656.368
2005-07-12,659.052
2005-07-13,656.922
2005-07-14,655.852
2005-07-15,655.058
2005-07-18,654.06
2005-07-19,658.263
2005-07-20,662.121
2005-07-21,660.672
2005-07-22,665.534
2005-07-25,662.486
2005-07-26,663.246
2005-07-27,665.415
2005-07-28,671.367
2005-07-29,671.089
2005-08-01,674.012
2005-08-02,678.59
2005-08-03,679.634
2005-08-04,675.499
2005-08-05,668.767
2005-08-08,667.905
2005-08-09,669.341
2005-08-10,672.4
2005-08-11,676.494
2005-08-12,674.373
2005-08-15,674.583
2005-08-16,668.475
2005-08-17,666.985
2005-08-18,662.343
2005-08-19,664.164
2005-08-22,668.137
2005-08-23,666.49
2005-08-24,665.655
2005-08-25,666.931
2005-08-26,663.658
2005-08-29,665.113
2005-08-30,663.188
2005-08-31,673.427
2005-09-01,680.149
2005-09-02,679.127
2005-09-05,679.332
2005-09-06,685.122
2005-09-07,687.7
2005-09-08,685.3
2005-09-09,690.552
2005-09-12,689.273
2005-09-13,684.54
2005-09-14,684.016
2005-09-15,682.242
2005-09-16,685.703
2005-09-19,682.89
2005-09-20,679.599
2005-09-21,674.035
2005-09-22,671.79
2005-09-23,672.664
2005-09-26,675.819
2005-09-27,674.702
2005-09-28,676.052
2005-09-29,681.373
2005-09-30,685.867
2005-10-03,686.512
2005-10-04,682.35
2005-10-05,670.173
2005-10-06,664.636
2005-10-07,666.39
2005-10-10,661.915
2005-10-11,658.792
2005-10-12,652.711
2005-10-13,646.346
2005-10-14,653.541
2005-10-17,654.933
2005-10-18,646.766
2005-10-19,648.659
2005-10-20,643.838
2005-10-21,645.928
2005-10-24,655.683
2005-10-25,656.992
2005-10-26,655.199
2005-10-27,645.884
2005-10-28,651.261
2005-10-31,660.103
2005-11-01,660.033
2005-11-02,669.488
2005-11-03,672.935
