Date,SWITZERLAND SMALL VALUE Small Cap
2001-10-31,239.563
2001-11-30,250.313
2001-12-31,249.344
2002-01-31,241.036
2002-02-28,242.153
2002-03-29,259.856
2002-04-30,273.06
2002-05-31,292.743
2002-06-28,294.496
2002-07-31,260.443
2002-08-30,255.936
2002-09-30,240.18
2002-10-31,236.558
2002-11-29,243.256
2002-12-31,254.93
2003-01-31,245.561
2003-02-28,241.978
2003-03-31,242.514
2003-04-30,270.826
2003-05-30,301.838
2003-06-30,302.27
2003-07-31,315.533
2003-08-29,328.739
2003-09-30,349.57
2003-10-31,371.272
2003-11-28,387.047
2003-12-31,412.789
2004-01-30,432.986
2004-02-27,439.678
2004-03-31,431.083
2004-04-30,423.156
2004-05-31,433.641
2004-06-30,444.616
2004-07-30,407.998
2004-08-31,402.757
2004-09-30,410.5
2004-10-29,427.76
2004-11-30,473.257
2004-12-31,487.21
2005-01-31,504.228
2005-02-28,537.411
2005-03-31,529.152
2005-04-29,511.341
2005-05-31,495.924
2005-06-30,492.732
2005-07-29,520.989
2005-08-31,535.005
2005-09-30,556.447
2005-10-31,532.026
2005-11-30,540.007
2005-12-30,567.04
2006-01-31,612.778
2006-02-28,631.325
2006-03-31,663.491
2006-04-28,717.886
2006-05-31,690.589
2006-06-30,684.047
2006-07-31,692.137
2006-08-31,711.295
2006-09-29,741.065
2006-10-31,773.23
2006-11-30,811.594
2006-12-29,842.462
2007-01-31,914.58
2007-02-28,902.525
2007-03-30,953.042
2007-04-30,998.445
2007-05-31,1000.0
2007-06-29,978.141
2007-07-31,966.502
2007-08-31,925.781
2007-09-28,960.021
2007-10-31,1001.577
2007-11-30,948.167
2007-12-31,953.836
2008-01-31,888.629
2008-02-29,948.114
2008-03-31,984.343
2008-04-30,1007.332
2008-05-30,1022.76
2008-06-30,977.08
2008-07-31,945.073
2008-08-29,892.182
2008-09-30,849.684
2008-10-31,660.573
2008-11-28,610.833
2008-12-31,687.675
2009-01-30,605.009
2009-02-27,523.712
2009-03-31,558.184
2009-04-30,655.503
2009-05-29,745.601
2009-06-30,718.83
2009-07-31,778.648
2009-08-31,878.299
2009-09-30,930.073
2009-10-30,896.389
2009-11-30,891.046
2009-12-31,886.798
2010-01-29,899.784
2010-02-26,899.007
2010-03-31,992.046
2010-04-30,963.431
2010-05-31,861.118
2010-06-30,908.44
2010-07-30,980.581
2010-08-31,985.032
2010-09-30,1065.655
2010-10-29,1094.107
2010-11-30,1072.909
2010-12-31,1229.658
2011-01-31,1232.404
2011-02-28,1236.796
2011-03-31,1261.611
2011-04-29,1362.829
2011-05-31,1381.089
2011-06-30,1295.373
2011-07-29,1269.124
2011-08-31,1122.479
2011-09-30,934.796
2011-10-31,1034.806
2011-11-30,915.689
2011-12-30,886.22
2012-01-31,965.602
2012-02-29,1034.415
2012-03-30,1041.18
2012-04-30,1052.159
2012-05-31,917.997
2012-06-29,934.377
2012-07-31,915.442
2012-08-31,936.805
2012-09-28,984.096
2012-10-31,991.237
2012-11-30,1008.048
2012-12-31,1057.442
2013-01-31,1123.592
2013-02-28,1143.367
2013-03-29,1119.288
2013-04-30,1164.101
2013-05-31,1156.437
2013-06-28,1125.467
2013-07-31,1214.978
2013-08-30,1249.928
2013-09-30,1308.624
2013-10-31,1369.364
2013-11-29,1374.681
2013-12-31,1422.463
2014-01-31,1427.351
2014-02-28,1519.244
2014-03-31,1507.805
2014-04-30,1530.725
2014-05-30,1521.191
2014-06-30,1505.369
2014-07-31,1452.516
2014-08-29,1460.7
2014-09-30,1360.3
2014-10-31,1366.875
2014-11-28,1410.471
2014-12-31,1382.693
2015-01-30,1406.706
2015-02-27,1496.822
2015-03-31,1502.281
2015-04-30,1609.742
2015-05-29,1582.786
2015-06-30,1537.1
2015-07-31,1556.471
2015-08-31,1471.817
2015-09-30,1400.994
2015-10-30,1473.919
2015-11-30,1445.127
2015-12-31,1506.849
2016-01-29,1407.426
2016-02-29,1462.986
2016-03-31,1595.515
2016-04-29,1613.798
2016-05-31,1592.849
2016-06-30,1561.732
2016-07-29,1652.904
2016-08-31,1648.098
2016-09-30,1686.351
2016-10-31,1643.891
2016-11-30,1618.319
2016-12-30,1678.909
2017-01-31,1787.051
2017-02-28,1803.248
2017-03-31,1848.362
2017-04-28,1967.933
2017-05-31,2079.553
2017-06-30,2098.245
2017-07-31,2137.485
2017-08-31,2113.577
2017-09-29,2145.258
2017-10-31,2146.907
2017-11-30,2212.761
2017-12-29,2307.375
2018-01-31,2432.931
2018-02-28,2337.08
2018-03-30,2251.169
2018-04-30,2234.472
2018-05-31,2182.98
2018-06-29,2154.311
2018-07-31,2138.499
2018-08-31,2155.675
2018-09-28,2089.619
2018-10-31,1941.978
2018-11-30,1901.929
2018-12-31,1792.563
2019-01-31,1924.48
2019-02-28,1938.317
2019-03-29,1941.868
2019-04-30,2022.847
2019-05-31,1980.91
2019-06-28,2095.735
2019-07-31,2018.394
2019-08-30,2052.744
2019-09-30,2088.342
2019-10-31,2119.703
2019-11-29,2150.456
2019-12-31,2283.975
2020-01-31,2301.639
2020-02-28,2152.022
2020-03-31,1807.807
2020-04-30,1940.709
2020-05-29,2037.11
2020-06-30,2087.783
2020-07-31,2136.818
2020-08-31,2276.978
2020-09-30,2224.242
2020-10-30,2128.184
2020-11-30,2456.765
2020-12-31,2596.732
2021-01-29,2630.706
2021-02-26,2601.285
2021-03-31,2634.048
2021-04-30,2714.374
2021-05-31,2851.802
2021-06-30,2810.249
2021-07-30,2929.075
2021-08-31,2933.789
2021-09-30,2757.89
2021-10-29,2807.004
2021-11-30,2687.101
2021-12-31,2804.296
2022-01-31,2726.703
2022-02-28,2689.386
2022-03-31,2692.754
2022-04-29,2557.471
2022-05-31,2509.812
2022-06-30,2314.092
2022-07-29,2473.082
2022-08-31,2387.017
2022-09-30,2166.457
2022-10-31,2252.293
2022-11-30,2437.193
2022-12-30,2507.11
2023-01-31,2703.383
2023-02-28,2635.213
2023-03-31,2640.448
2023-04-28,2750.294
2023-05-31,2612.424
2023-06-30,2734.688
2023-07-31,2907.479
2023-08-31,2766.387
2023-09-29,2558.218
2023-10-31,2488.231
2023-11-30,2681.863
2023-12-29,2822.872
2024-01-31,2765.505
2024-02-29,2749.881
2024-03-29,2770.425
2024-04-30,2653.064
2024-05-31,2788.395
2024-06-28,2739.285
2024-07-31,2841.234
2024-08-30,2934.603
2024-09-30,2967.851
2024-10-31,2731.412
2024-11-29,2712.529
2024-12-31,2601.296
2025-01-31,2780.63
2025-02-28,2819.101
2025-03-31,2872.891
2025-04-30,3131.494
2025-05-30,3268.222
2025-06-30,3426.38
2025-07-31,3374.707
2025-08-29,3425.063
2025-09-30,3369.449
2025-10-31,3349.576
