Date,SWITZERLAND SMALL VALUE Small Cap
2001-12-26,247.031
2001-12-27,251.446
2001-12-28,253.757
2001-12-31,256.581
2002-01-01,256.581
2002-01-02,260.893
2002-01-03,259.431
2002-01-04,260.693
2002-01-07,261.873
2002-01-08,261.168
2002-01-09,263.76
2002-01-10,262.747
2002-01-11,264.674
2002-01-14,263.18
2002-01-15,261.528
2002-01-16,258.275
2002-01-17,257.017
2002-01-18,257.498
2002-01-21,257.568
2002-01-22,256.116
2002-01-23,255.75
2002-01-24,254.203
2002-01-25,251.281
2002-01-28,249.995
2002-01-29,248.955
2002-01-30,247.725
2002-01-31,248.009
2002-02-01,245.853
2002-02-04,246.654
2002-02-05,246.627
2002-02-06,244.916
2002-02-07,243.904
2002-02-08,245.748
2002-02-11,247.744
2002-02-12,246.338
2002-02-13,245.249
2002-02-14,246.664
2002-02-15,247.291
2002-02-18,245.727
2002-02-19,245.876
2002-02-20,245.658
2002-02-21,247.209
2002-02-22,248.232
2002-02-25,247.414
2002-02-26,246.995
2002-02-27,246.865
2002-02-28,249.159
2002-03-01,249.299
2002-03-04,251.902
2002-03-05,252.43
2002-03-06,256.341
2002-03-07,261.451
2002-03-08,262.605
2002-03-11,262.046
2002-03-12,261.823
2002-03-13,262.278
2002-03-14,265.452
2002-03-15,265.335
2002-03-18,266.273
2002-03-19,265.275
2002-03-20,266.459
2002-03-21,265.496
2002-03-22,268.018
2002-03-25,267.517
2002-03-26,267.772
2002-03-27,266.796
2002-03-28,267.327
2002-03-29,267.327
2002-04-01,270.422
2002-04-02,271.236
2002-04-03,274.327
2002-04-04,274.508
2002-04-05,273.45
2002-04-08,271.921
2002-04-09,272.846
2002-04-10,272.482
2002-04-11,275.518
2002-04-12,272.216
2002-04-15,271.626
2002-04-16,272.848
2002-04-17,276.883
2002-04-18,279.559
2002-04-19,278.535
2002-04-22,277.812
2002-04-23,278.582
2002-04-24,279.594
2002-04-25,280.873
2002-04-26,280.089
2002-04-29,279.432
2002-04-30,280.645
2002-05-01,283.365
2002-05-02,282.201
2002-05-03,285.492
2002-05-06,286.82
2002-05-07,285.409
2002-05-08,285.865
2002-05-09,286.628
2002-05-10,287.133
2002-05-13,286.031
2002-05-14,283.735
2002-05-15,288.0
2002-05-16,291.397
2002-05-17,294.859
2002-05-20,295.129
2002-05-21,294.707
2002-05-22,298.252
2002-05-23,294.098
2002-05-24,294.025
2002-05-27,293.817
2002-05-28,296.255
2002-05-29,295.993
2002-05-30,297.854
2002-05-31,300.508
2002-06-03,301.752
2002-06-04,301.005
2002-06-05,299.114
2002-06-06,298.839
2002-06-07,297.205
2002-06-10,298.064
2002-06-11,298.419
2002-06-12,295.871
2002-06-13,294.805
2002-06-14,292.551
2002-06-17,292.898
2002-06-18,293.797
2002-06-19,295.816
2002-06-20,297.032
2002-06-21,296.827
2002-06-24,295.965
2002-06-25,299.449
2002-06-26,297.085
2002-06-27,296.726
2002-06-28,302.139
2002-07-01,302.029
2002-07-02,297.2
2002-07-03,291.9
2002-07-04,293.229
2002-07-05,294.558
2002-07-08,297.934
2002-07-09,298.791
2002-07-10,293.767
2002-07-11,288.254
2002-07-12,286.949
2002-07-15,283.877
2002-07-16,281.981
2002-07-17,283.303
2002-07-18,285.989
2002-07-19,283.754
2002-07-22,274.699
2002-07-23,266.042
2002-07-24,258.26
2002-07-25,264.4
2002-07-26,264.773
2002-07-29,264.288
2002-07-30,269.067
2002-07-31,267.202
2002-08-01,268.26
2002-08-02,267.783
2002-08-05,261.13
2002-08-06,255.121
2002-08-07,255.446
2002-08-08,255.295
2002-08-09,258.085
2002-08-12,256.351
2002-08-13,256.396
2002-08-14,261.215
2002-08-15,262.383
2002-08-16,263.694
2002-08-19,263.095
2002-08-20,262.067
2002-08-21,262.904
2002-08-22,263.977
2002-08-23,266.869
2002-08-26,268.171
2002-08-27,270.09
2002-08-28,267.294
2002-08-29,263.274
2002-08-30,262.578
2002-09-02,260.545
2002-09-03,263.797
2002-09-04,262.132
2002-09-05,261.125
2002-09-06,260.368
2002-09-09,257.499
2002-09-10,255.364
2002-09-11,254.471
2002-09-12,253.608
2002-09-13,250.375
2002-09-16,248.557
2002-09-17,245.818
2002-09-18,244.03
2002-09-19,240.81
2002-09-20,242.448
2002-09-23,239.121
2002-09-24,232.889
2002-09-25,233.243
2002-09-26,238.162
2002-09-27,240.855
2002-09-30,246.413
2002-10-01,240.443
2002-10-02,239.377
2002-10-03,238.476
2002-10-04,234.663
2002-10-07,229.542
2002-10-08,228.554
2002-10-09,227.609
2002-10-10,225.525
2002-10-11,230.725
2002-10-14,230.896
2002-10-15,234.685
2002-10-16,235.237
2002-10-17,235.626
2002-10-18,236.745
2002-10-21,236.347
2002-10-22,235.834
2002-10-23,237.406
2002-10-24,237.056
2002-10-25,238.417
2002-10-28,239.452
2002-10-29,236.493
2002-10-30,239.76
2002-10-31,242.697
2002-11-01,244.263
2002-11-04,245.834
2002-11-05,247.288
2002-11-06,248.025
2002-11-07,250.36
2002-11-08,249.878
2002-11-11,247.631
2002-11-12,248.545
2002-11-13,246.66
2002-11-14,245.612
2002-11-15,248.553
2002-11-18,249.029
2002-11-19,248.522
2002-11-20,246.04
2002-11-21,246.771
2002-11-22,247.831
2002-11-25,246.84
2002-11-26,245.376
2002-11-27,245.841
2002-11-28,248.208
2002-11-29,249.569
2002-12-02,253.971
2002-12-03,252.909
2002-12-04,251.864
2002-12-05,252.147
2002-12-06,253.444
2002-12-09,250.334
2002-12-10,251.91
2002-12-11,253.788
2002-12-12,254.725
2002-12-13,253.816
2002-12-16,253.249
2002-12-17,257.289
2002-12-18,256.612
2002-12-19,256.416
2002-12-20,258.046
2002-12-23,258.469
2002-12-24,260.277
2002-12-25,260.277
2002-12-26,260.694
2002-12-27,258.99
2002-12-30,259.686
2002-12-31,261.546
2003-01-01,261.546
2003-01-02,258.093
2003-01-03,262.597
2003-01-06,265.138
2003-01-07,263.608
2003-01-08,260.974
2003-01-09,263.074
2003-01-10,266.243
2003-01-13,266.071
2003-01-14,269.036
2003-01-15,268.918
2003-01-16,269.175
2003-01-17,269.816
2003-01-20,268.883
2003-01-21,268.749
2003-01-22,264.914
2003-01-23,262.429
2003-01-24,263.707
2003-01-27,255.924
2003-01-28,253.175
2003-01-29,251.891
2003-01-30,249.488
2003-01-31,251.934
2003-02-03,253.664
2003-02-04,258.479
2003-02-05,256.144
2003-02-06,254.463
2003-02-07,251.67
2003-02-10,248.564
2003-02-11,248.89
2003-02-12,246.332
2003-02-13,249.137
2003-02-14,250.105
2003-02-17,249.49
2003-02-18,249.224
2003-02-19,249.861
2003-02-20,252.121
2003-02-21,252.414
2003-02-24,249.175
2003-02-25,246.701
2003-02-26,245.811
2003-02-27,244.117
2003-02-28,248.205
2003-03-03,252.257
2003-03-04,250.276
2003-03-05,247.495
2003-03-06,244.374
2003-03-07,243.006
2003-03-10,238.593
2003-03-11,237.281
2003-03-12,235.848
2003-03-13,236.1
2003-03-14,237.644
2003-03-17,237.335
2003-03-18,239.718
2003-03-19,241.46
2003-03-20,243.328
2003-03-21,247.789
2003-03-24,245.839
2003-03-25,245.86
2003-03-26,245.657
2003-03-27,244.062
2003-03-28,246.097
2003-03-31,248.754
2003-04-01,247.889
2003-04-02,249.792
2003-04-03,250.747
2003-04-04,253.42
2003-04-07,259.491
2003-04-08,259.749
2003-04-09,261.725
2003-04-10,262.783
2003-04-11,262.772
2003-04-14,263.769
2003-04-15,265.8
2003-04-16,267.918
2003-04-17,269.65
2003-04-18,269.65
2003-04-21,267.021
2003-04-22,271.388
2003-04-23,273.016
2003-04-24,273.797
2003-04-25,271.217
2003-04-28,273.089
2003-04-29,273.307
2003-04-30,277.285
2003-05-01,280.543
2003-05-02,278.803
2003-05-05,285.864
2003-05-06,292.088
2003-05-07,293.695
2003-05-08,291.575
2003-05-09,290.02
2003-05-12,290.794
2003-05-13,291.707
2003-05-14,295.547
2003-05-15,295.679
2003-05-16,299.183
2003-05-19,297.257
2003-05-20,297.651
2003-05-21,294.922
2003-05-22,298.917
2003-05-23,304.188
2003-05-26,304.631
2003-05-27,307.215
2003-05-28,306.963
2003-05-29,308.805
2003-05-30,307.99
2003-06-02,314.582
2003-06-03,312.515
2003-06-04,316.475
2003-06-05,321.187
2003-06-06,320.028
2003-06-09,323.251
2003-06-10,323.368
2003-06-11,330.418
2003-06-12,328.569
2003-06-13,327.909
2003-06-16,328.832
2003-06-17,329.722
2003-06-18,324.275
2003-06-19,319.405
2003-06-20,318.998
2003-06-23,315.563
2003-06-24,312.019
2003-06-25,313.316
2003-06-26,308.19
2003-06-27,308.184
2003-06-30,308.345
2003-07-01,307.563
2003-07-02,309.296
2003-07-03,310.923
2003-07-04,309.055
2003-07-07,310.686
2003-07-08,310.718
2003-07-09,310.149
2003-07-10,309.648
2003-07-11,310.452
2003-07-14,315.151
2003-07-15,314.832
2003-07-16,315.225
2003-07-17,314.662
2003-07-18,316.904
2003-07-21,319.17
2003-07-22,318.053
2003-07-23,320.033
2003-07-24,322.346
2003-07-25,324.079
2003-07-28,323.083
2003-07-29,323.188
2003-07-30,321.506
2003-07-31,321.757
2003-08-01,325.211
2003-08-04,326.077
2003-08-05,332.103
2003-08-06,329.262
2003-08-07,327.247
2003-08-08,326.272
2003-08-11,324.533
2003-08-12,324.41
2003-08-13,324.321
2003-08-14,326.477
2003-08-15,329.793
2003-08-18,326.322
2003-08-19,327.656
2003-08-20,329.393
2003-08-21,328.363
2003-08-22,328.303
2003-08-25,328.19
2003-08-26,329.091
2003-08-27,331.24
2003-08-28,332.207
2003-08-29,335.223
2003-09-01,337.171
2003-09-02,334.116
2003-09-03,342.131
2003-09-04,343.331
2003-09-05,348.152
2003-09-08,350.499
2003-09-09,349.334
2003-09-10,347.826
2003-09-11,347.515
2003-09-12,348.65
2003-09-15,350.854
2003-09-16,350.096
2003-09-17,354.766
2003-09-18,356.317
2003-09-19,360.049
2003-09-22,360.674
2003-09-23,357.262
2003-09-24,354.849
2003-09-25,353.572
2003-09-26,353.521
2003-09-29,355.299
2003-09-30,356.465
2003-10-01,359.382
2003-10-02,361.581
2003-10-03,361.79
2003-10-06,362.025
2003-10-07,364.748
2003-10-08,367.92
2003-10-09,367.83
2003-10-10,372.043
2003-10-13,369.262
2003-10-14,372.532
2003-10-15,373.401
2003-10-16,373.594
2003-10-17,370.518
2003-10-20,372.655
2003-10-21,371.84
2003-10-22,373.442
2003-10-23,372.36
2003-10-24,374.799
2003-10-27,374.093
2003-10-28,372.703
2003-10-29,374.501
2003-10-30,380.365
2003-10-31,378.595
2003-11-03,375.84
2003-11-04,375.021
2003-11-05,371.828
2003-11-06,371.497
2003-11-07,376.942
2003-11-10,375.754
2003-11-11,375.465
2003-11-12,378.823
2003-11-13,381.328
2003-11-14,384.749
2003-11-17,382.072
2003-11-18,384.224
2003-11-19,381.889
2003-11-20,381.201
2003-11-21,384.187
2003-11-24,380.743
2003-11-25,383.582
2003-11-26,389.452
2003-11-27,389.776
2003-11-28,394.681
2003-12-01,395.171
2003-12-02,399.584
2003-12-03,398.754
2003-12-04,398.826
2003-12-05,401.926
2003-12-08,405.32
2003-12-09,403.535
2003-12-10,401.923
2003-12-11,399.704
2003-12-12,404.869
2003-12-15,404.943
2003-12-16,405.976
2003-12-17,408.834
2003-12-18,409.701
2003-12-19,408.631
2003-12-22,409.862
2003-12-23,410.717
2003-12-24,413.415
2003-12-25,413.415
2003-12-26,412.622
2003-12-29,414.509
2003-12-30,418.149
2003-12-31,420.871
2004-01-01,420.871
2004-01-02,419.988
2004-01-05,427.836
2004-01-06,429.107
2004-01-07,428.006
2004-01-08,432.497
2004-01-09,435.232
2004-01-12,434.968
2004-01-13,439.417
2004-01-14,439.269
2004-01-15,436.334
2004-01-16,431.467
2004-01-19,431.436
2004-01-20,437.196
2004-01-21,440.837
2004-01-22,445.227
2004-01-23,446.788
2004-01-26,442.777
2004-01-27,444.465
2004-01-28,444.665
2004-01-29,437.077
2004-01-30,441.463
2004-02-02,441.744
2004-02-03,446.136
2004-02-04,443.619
2004-02-05,448.807
2004-02-06,454.637
2004-02-09,455.8
2004-02-10,457.389
2004-02-11,456.836
2004-02-12,462.559
2004-02-13,461.245
2004-02-16,463.116
2004-02-17,463.915
2004-02-18,463.068
2004-02-19,458.39
2004-02-20,455.623
2004-02-23,456.154
2004-02-24,457.247
2004-02-25,450.656
2004-02-26,446.616
2004-02-27,448.184
2004-03-01,450.751
2004-03-02,446.066
2004-03-03,444.131
2004-03-04,449.261
2004-03-05,457.748
2004-03-08,456.024
2004-03-09,455.705
2004-03-10,449.167
2004-03-11,442.56
2004-03-12,440.083
2004-03-15,438.726
2004-03-16,439.846
2004-03-17,439.043
2004-03-18,444.474
2004-03-19,442.015
2004-03-22,437.008
2004-03-23,435.1
2004-03-24,432.185
2004-03-25,437.047
2004-03-26,436.289
2004-03-29,435.404
2004-03-30,433.88
2004-03-31,439.277
2004-04-01,442.068
2004-04-02,435.96
2004-04-05,434.023
2004-04-06,436.329
2004-04-07,443.017
2004-04-08,443.24
2004-04-09,443.24
2004-04-12,442.636
2004-04-13,435.243
2004-04-14,434.166
2004-04-15,433.174
2004-04-16,437.634
2004-04-19,437.199
2004-04-20,434.054
2004-04-21,428.827
2004-04-22,429.912
2004-04-23,430.148
2004-04-26,433.669
2004-04-27,435.287
2004-04-28,431.685
2004-04-29,433.447
2004-04-30,430.631
2004-05-03,430.941
2004-05-04,435.878
2004-05-05,438.267
2004-05-06,433.258
2004-05-07,427.056
2004-05-10,418.259
2004-05-11,418.557
2004-05-12,421.447
2004-05-13,419.741
2004-05-14,420.895
2004-05-17,420.151
2004-05-18,418.618
2004-05-19,425.818
2004-05-20,421.687
2004-05-21,425.485
2004-05-24,425.964
2004-05-25,431.684
2004-05-26,431.359
2004-05-27,440.874
2004-05-28,439.881
2004-05-31,439.881
2004-06-01,439.631
2004-06-02,446.047
2004-06-03,445.346
2004-06-04,446.829
2004-06-07,452.335
2004-06-08,452.989
2004-06-09,447.999
2004-06-10,449.811
2004-06-11,446.971
2004-06-14,446.346
2004-06-15,446.284
2004-06-16,444.548
2004-06-17,449.974
2004-06-18,453.673
2004-06-21,453.707
2004-06-22,450.851
2004-06-23,451.185
2004-06-24,456.219
2004-06-25,453.11
2004-06-28,456.735
2004-06-29,450.309
2004-06-30,450.679
2004-07-01,449.518
2004-07-02,457.8
2004-07-05,453.863
2004-07-06,450.189
2004-07-07,450.416
2004-07-08,452.398
2004-07-09,450.632
2004-07-12,449.325
2004-07-13,443.767
2004-07-14,443.507
2004-07-15,439.078
2004-07-16,442.151
2004-07-19,439.444
2004-07-20,426.085
2004-07-21,421.907
2004-07-22,419.756
2004-07-23,414.387
2004-07-26,412.234
2004-07-27,410.126
2004-07-28,411.563
2004-07-29,415.709
2004-07-30,413.561
2004-08-02,414.584
2004-08-03,416.904
2004-08-04,414.792
2004-08-05,412.688
2004-08-06,413.117
2004-08-09,407.229
2004-08-10,410.114
2004-08-11,402.347
2004-08-12,402.995
2004-08-13,407.405
2004-08-16,407.525
2004-08-17,407.514
2004-08-18,407.804
2004-08-19,412.426
2004-08-20,411.463
2004-08-23,410.016
2004-08-24,408.754
2004-08-25,407.787
2004-08-26,408.038
2004-08-27,406.676
2004-08-30,407.155
2004-08-31,408.214
2004-09-01,410.419
2004-09-02,408.897
2004-09-03,406.085
2004-09-06,407.654
2004-09-07,408.857
2004-09-08,409.114
2004-09-09,408.532
2004-09-10,415.13
2004-09-13,413.214
2004-09-14,413.854
2004-09-15,410.011
2004-09-16,409.41
2004-09-17,412.53
2004-09-20,410.012
2004-09-21,414.348
2004-09-22,413.512
2004-09-23,412.055
2004-09-24,410.284
2004-09-27,408.797
2004-09-28,409.07
2004-09-29,411.942
2004-09-30,416.062
2004-10-01,418.835
2004-10-04,417.474
2004-10-05,420.081
2004-10-06,421.236
2004-10-07,421.152
2004-10-08,425.012
2004-10-11,421.318
2004-10-12,418.033
2004-10-13,417.479
2004-10-14,420.489
2004-10-15,423.773
2004-10-18,421.69
2004-10-19,422.937
2004-10-20,423.564
2004-10-21,425.884
2004-10-22,428.22
2004-10-25,431.881
2004-10-26,432.56
2004-10-27,434.214
2004-10-28,435.193
2004-10-29,433.556
2004-11-01,433.895
2004-11-02,434.396
2004-11-03,440.129
2004-11-04,443.68
2004-11-05,447.439
2004-11-08,449.058
2004-11-09,451.527
2004-11-10,455.065
2004-11-11,458.901
2004-11-12,462.363
2004-11-15,460.329
2004-11-16,461.156
2004-11-17,466.937
2004-11-18,467.07
2004-11-19,469.842
2004-11-22,466.571
2004-11-23,469.526
2004-11-24,473.607
2004-11-25,480.305
2004-11-26,479.852
2004-11-29,479.007
2004-11-30,479.669
2004-12-01,479.507
2004-12-02,478.695
2004-12-03,483.288
2004-12-06,482.681
2004-12-07,482.451
2004-12-08,474.559
2004-12-09,473.18
2004-12-10,472.571
2004-12-13,477.826
2004-12-14,479.137
2004-12-15,487.147
2004-12-16,482.491
2004-12-17,479.438
2004-12-20,487.34
2004-12-21,483.652
2004-12-22,484.801
2004-12-23,489.3
2004-12-24,490.007
2004-12-27,492.555
2004-12-28,491.243
2004-12-29,493.254
2004-12-30,495.443
2004-12-31,493.811
2005-01-03,492.55
2005-01-04,488.442
2005-01-05,486.927
2005-01-06,485.36
2005-01-07,483.195
2005-01-10,487.2
2005-01-11,489.83
2005-01-12,494.241
2005-01-13,493.341
2005-01-14,494.034
2005-01-17,501.567
2005-01-18,500.298
2005-01-19,505.084
2005-01-20,501.145
2005-01-21,502.202
2005-01-24,504.588
2005-01-25,501.835
2005-01-26,507.141
2005-01-27,507.246
2005-01-28,506.027
2005-01-31,511.06
2005-02-01,511.668
2005-02-02,514.463
2005-02-03,512.979
2005-02-04,515.334
2005-02-07,513.225
2005-02-08,511.322
2005-02-09,512.004
2005-02-10,519.138
2005-02-11,522.84
2005-02-14,525.966
2005-02-15,527.62
2005-02-16,527.269
2005-02-17,533.0
2005-02-18,535.977
2005-02-21,535.207
2005-02-22,538.001
2005-02-23,535.323
2005-02-24,534.181
2005-02-25,537.605
2005-02-28,544.499
2005-03-01,542.076
2005-03-02,537.926
2005-03-03,538.812
2005-03-04,546.038
2005-03-07,542.45
2005-03-08,550.933
2005-03-09,552.725
2005-03-10,556.737
2005-03-11,560.917
2005-03-14,556.074
2005-03-15,554.767
2005-03-16,558.037
2005-03-17,553.194
2005-03-18,547.082
2005-03-21,540.075
2005-03-22,540.208
2005-03-23,529.836
2005-03-24,530.957
2005-03-25,530.957
2005-03-28,527.81
2005-03-29,527.281
2005-03-30,531.656
2005-03-31,536.13
2005-04-01,537.478
2005-04-04,529.2
2005-04-05,529.787
2005-04-06,534.108
2005-04-07,540.285
2005-04-08,539.145
2005-04-11,544.654
2005-04-12,538.135
2005-04-13,542.513
2005-04-14,536.153
2005-04-15,536.441
2005-04-18,530.783
2005-04-19,534.555
2005-04-20,536.564
2005-04-21,534.786
2005-04-22,535.102
2005-04-25,530.505
2005-04-26,529.259
2005-04-27,521.579
2005-04-28,517.432
2005-04-29,517.032
2005-05-02,517.02
2005-05-03,516.968
2005-05-04,520.061
2005-05-05,517.257
2005-05-06,516.916
2005-05-09,516.374
2005-05-10,509.32
2005-05-11,506.721
2005-05-12,505.67
2005-05-13,501.779
2005-05-16,500.877
2005-05-17,500.127
2005-05-18,504.207
2005-05-19,506.414
2005-05-20,502.43
2005-05-23,503.684
2005-05-24,505.198
2005-05-25,504.797
2005-05-26,504.502
2005-05-27,506.132
2005-05-30,504.425
2005-05-31,500.579
2005-06-01,501.847
2005-06-02,503.705
2005-06-03,502.564
2005-06-06,501.505
2005-06-07,503.811
2005-06-08,505.586
2005-06-09,499.372
2005-06-10,496.737
2005-06-13,494.659
2005-06-14,496.148
2005-06-15,499.249
2005-06-16,500.065
2005-06-17,505.672
2005-06-20,499.013
2005-06-21,502.496
2005-06-22,501.926
2005-06-23,500.588
2005-06-24,498.344
2005-06-27,497.164
2005-06-28,496.06
2005-06-29,497.607
2005-06-30,497.176
2005-07-01,493.535
2005-07-04,491.44
2005-07-05,492.76
2005-07-06,494.758
2005-07-07,494.899
2005-07-08,497.405
2005-07-11,506.733
2005-07-12,512.676
2005-07-13,512.725
2005-07-14,515.824
2005-07-15,513.262
2005-07-18,515.248
2005-07-19,512.313
2005-07-20,513.225
2005-07-21,518.811
2005-07-22,519.447
2005-07-25,515.622
2005-07-26,516.335
2005-07-27,519.344
2005-07-28,522.683
2005-07-29,525.687
2005-08-01,531.651
2005-08-02,533.974
2005-08-03,539.829
2005-08-04,543.417
2005-08-05,541.265
2005-08-08,544.602
2005-08-09,545.269
2005-08-10,548.039
2005-08-11,550.223
2005-08-12,549.552
2005-08-15,547.423
2005-08-16,546.945
2005-08-17,544.045
2005-08-18,537.235
2005-08-19,538.088
2005-08-22,540.759
2005-08-23,537.899
2005-08-24,538.355
2005-08-25,537.007
2005-08-26,539.702
2005-08-29,536.427
2005-08-30,534.263
2005-08-31,539.698
2005-09-01,553.793
2005-09-02,561.755
2005-09-05,556.758
2005-09-06,558.196
2005-09-07,563.857
2005-09-08,564.877
2005-09-09,566.489
2005-09-12,566.193
2005-09-13,563.943
2005-09-14,566.099
2005-09-15,561.47
2005-09-16,560.12
2005-09-19,557.309
2005-09-20,562.623
2005-09-21,563.166
2005-09-22,555.094
2005-09-23,550.759
2005-09-26,551.123
2005-09-27,548.314
2005-09-28,552.25
2005-09-29,550.744
2005-09-30,561.312
2005-10-03,554.509
2005-10-04,556.342
2005-10-05,557.966
2005-10-06,561.248
2005-10-07,556.078
2005-10-10,554.703
2005-10-11,554.308
2005-10-12,554.532
2005-10-13,542.048
2005-10-14,548.271
2005-10-17,544.523
2005-10-18,537.305
2005-10-19,530.042
2005-10-20,533.499
2005-10-21,532.752
2005-10-24,535.333
2005-10-25,541.608
2005-10-26,540.701
2005-10-27,538.427
2005-10-28,535.616
2005-10-31,536.677
2005-11-01,539.148
2005-11-02,545.873
2005-11-03,546.19
2005-11-04,537.161
2005-11-07,538.035
2005-11-08,534.196
2005-11-09,532.293
