Date,FRANCE MID CAP Mid Cap
2001-01-01,404.525
2001-01-02,402.713
2001-01-03,389.592
2001-01-04,394.565
2001-01-05,397.675
2001-01-08,391.709
2001-01-09,387.941
2001-01-10,387.862
2001-01-11,395.44
2001-01-12,400.157
2001-01-15,397.269
2001-01-16,393.49
2001-01-17,395.683
2001-01-18,402.923
2001-01-19,405.134
2001-01-22,401.847
2001-01-23,402.214
2001-01-24,396.818
2001-01-25,398.212
2001-01-26,397.928
2001-01-29,396.626
2001-01-30,399.993
2001-01-31,407.92
2001-02-01,410.844
2001-02-02,406.711
2001-02-05,408.663
2001-02-06,408.322
2001-02-07,405.313
2001-02-08,401.892
2001-02-09,401.079
2001-02-12,402.9
2001-02-13,397.787
2001-02-14,394.919
2001-02-15,395.009
2001-02-16,398.162
2001-02-19,398.929
2001-02-20,393.326
2001-02-21,392.239
2001-02-22,389.169
2001-02-23,386.722
2001-02-26,389.921
2001-02-27,396.185
2001-02-28,393.701
2001-03-01,391.971
2001-03-02,394.21
2001-03-05,393.137
2001-03-06,399.255
2001-03-07,400.316
2001-03-08,401.109
2001-03-09,398.664
2001-03-12,389.114
2001-03-13,378.359
2001-03-14,368.702
2001-03-15,367.634
2001-03-16,358.82
2001-03-19,358.865
2001-03-20,360.869
2001-03-21,350.513
2001-03-22,330.937
2001-03-23,342.397
2001-03-26,352.147
2001-03-27,358.446
2001-03-28,353.606
2001-03-29,348.25
2001-03-30,351.828
2001-04-02,348.08
2001-04-03,339.962
2001-04-04,345.145
2001-04-05,345.559
2001-04-06,345.498
2001-04-09,346.131
2001-04-10,347.961
2001-04-11,348.376
2001-04-12,354.15
2001-04-13,354.15
2001-04-16,350.523
2001-04-17,346.914
2001-04-18,351.515
2001-04-19,361.396
2001-04-20,366.784
2001-04-23,362.13
2001-04-24,362.247
2001-04-25,362.787
2001-04-26,367.241
2001-04-27,369.291
2001-04-30,369.717
2001-05-01,371.677
2001-05-02,372.019
2001-05-03,370.531
2001-05-04,368.153
2001-05-07,369.501
2001-05-08,369.318
2001-05-09,367.425
2001-05-10,367.647
2001-05-11,366.028
2001-05-14,361.232
2001-05-15,365.028
2001-05-16,366.438
2001-05-17,369.033
2001-05-18,367.749
2001-05-21,367.875
2001-05-22,367.254
2001-05-23,364.609
2001-05-24,362.602
2001-05-25,361.932
2001-05-28,364.504
2001-05-29,360.931
2001-05-30,360.017
2001-05-31,353.279
2001-06-01,353.729
2001-06-04,354.209
2001-06-05,357.147
2001-06-06,354.97
2001-06-07,357.478
2001-06-08,355.884
2001-06-11,351.288
2001-06-12,346.984
2001-06-13,346.541
2001-06-14,343.973
2001-06-15,340.663
2001-06-18,339.991
2001-06-19,339.604
2001-06-20,332.686
2001-06-21,332.334
2001-06-22,335.779
2001-06-25,336.713
2001-06-26,331.813
2001-06-27,330.708
2001-06-28,329.032
2001-06-29,331.851
2001-07-02,332.606
2001-07-03,331.34
2001-07-04,332.863
2001-07-05,326.105
2001-07-06,323.95
2001-07-09,325.141
2001-07-10,330.493
2001-07-11,329.662
2001-07-12,328.577
2001-07-13,329.585
2001-07-16,332.238
2001-07-17,329.685
2001-07-18,334.179
2001-07-19,336.433
2001-07-20,335.68
2001-07-23,334.067
2001-07-24,335.414
2001-07-25,335.826
2001-07-26,336.469
2001-07-27,339.216
2001-07-30,341.989
2001-07-31,343.337
2001-08-01,347.162
2001-08-02,350.54
2001-08-03,349.422
2001-08-06,346.912
2001-08-07,343.759
2001-08-08,344.168
2001-08-09,345.568
2001-08-10,345.137
2001-08-13,347.817
2001-08-14,349.142
2001-08-15,353.375
2001-08-16,351.18
2001-08-17,349.808
2001-08-20,347.703
2001-08-21,349.745
2001-08-22,350.936
2001-08-23,349.083
2001-08-24,352.704
2001-08-27,350.928
2001-08-28,348.183
2001-08-29,348.535
2001-08-30,343.552
2001-08-31,343.653
2001-09-03,337.891
2001-09-04,331.706
2001-09-05,326.997
2001-09-06,320.616
2001-09-07,322.839
2001-09-10,317.494
2001-09-11,297.679
2001-09-12,293.346
2001-09-13,292.815
2001-09-14,283.875
2001-09-17,285.035
2001-09-18,284.455
2001-09-19,282.525
2001-09-20,269.499
2001-09-21,259.114
2001-09-24,269.415
2001-09-25,278.789
2001-09-26,283.813
2001-09-27,282.223
2001-09-28,281.32
2001-10-01,281.51
2001-10-02,278.075
2001-10-03,277.781
2001-10-04,281.355
2001-10-05,285.684
2001-10-08,287.071
2001-10-09,289.872
2001-10-10,294.506
2001-10-11,298.269
2001-10-12,300.549
2001-10-15,298.037
2001-10-16,301.764
2001-10-17,306.35
2001-10-18,299.794
2001-10-19,298.444
2001-10-22,298.181
2001-10-23,302.564
2001-10-24,306.613
2001-10-25,306.559
2001-10-26,309.482
2001-10-29,310.228
2001-10-30,305.506
2001-10-31,306.584
2001-11-01,309.316
2001-11-02,308.067
2001-11-05,310.151
2001-11-06,308.215
2001-11-07,311.018
2001-11-08,312.284
2001-11-09,311.03
2001-11-12,306.824
2001-11-13,309.486
2001-11-14,317.338
2001-11-15,321.598
2001-11-16,322.658
2001-11-19,326.027
2001-11-20,322.481
2001-11-21,316.527
2001-11-22,318.618
2001-11-23,317.379
2001-11-26,319.032
2001-11-27,319.787
2001-11-28,318.005
2001-11-29,318.151
2001-11-30,321.616
2001-12-03,318.196
2001-12-04,321.7
2001-12-05,330.774
2001-12-06,333.587
2001-12-07,332.781
2001-12-10,329.484
2001-12-11,328.551
2001-12-12,328.76
2001-12-13,323.689
2001-12-14,323.919
2001-12-17,328.428
2001-12-18,326.188
2001-12-19,324.407
2001-12-20,322.652
2001-12-21,320.76
2001-12-24,316.809
2001-12-25,316.809
2001-12-26,317.079
2001-12-27,322.342
2001-12-28,325.878
2001-12-31,329.056
2002-01-01,329.056
2002-01-02,332.492
2002-01-03,336.893
2002-01-04,339.772
2002-01-07,337.981
2002-01-08,334.353
2002-01-09,336.152
2002-01-10,334.707
2002-01-11,335.154
2002-01-14,333.884
2002-01-15,333.725
2002-01-16,328.627
2002-01-17,328.025
2002-01-18,328.424
2002-01-21,326.69
2002-01-22,327.264
2002-01-23,327.151
2002-01-24,326.414
2002-01-25,322.776
2002-01-28,323.885
2002-01-29,322.137
2002-01-30,319.267
2002-01-31,322.194
2002-02-01,321.705
2002-02-04,322.692
2002-02-05,319.535
2002-02-06,318.981
2002-02-07,318.654
2002-02-08,319.973
2002-02-11,323.841
2002-02-12,322.632
2002-02-13,321.978
2002-02-14,324.108
2002-02-15,323.621
2002-02-18,321.242
2002-02-19,319.241
2002-02-20,315.901
2002-02-21,319.695
2002-02-22,318.871
2002-02-25,319.821
2002-02-26,323.737
2002-02-27,325.73
2002-02-28,327.656
2002-03-01,329.35
2002-03-04,338.822
2002-03-05,338.452
2002-03-06,342.162
2002-03-07,349.936
2002-03-08,350.773
2002-03-11,348.813
2002-03-12,344.325
2002-03-13,345.666
2002-03-14,350.241
2002-03-15,352.118
2002-03-18,356.015
2002-03-19,357.408
2002-03-20,356.493
2002-03-21,352.99
2002-03-22,351.437
2002-03-25,349.622
2002-03-26,349.713
2002-03-27,349.093
2002-03-28,352.132
2002-03-29,352.132
2002-04-01,355.018
2002-04-02,354.306
2002-04-03,352.527
2002-04-04,350.308
2002-04-05,348.964
2002-04-08,344.414
2002-04-09,346.368
2002-04-10,350.359
2002-04-11,350.16
2002-04-12,350.14
2002-04-15,351.276
2002-04-16,353.842
2002-04-17,356.935
2002-04-18,358.872
2002-04-19,357.454
2002-04-22,355.503
2002-04-23,353.86
2002-04-24,352.308
2002-04-25,352.542
2002-04-26,353.392
2002-04-29,352.383
2002-04-30,351.86
2002-05-01,353.852
2002-05-02,351.009
2002-05-03,352.542
2002-05-06,353.727
2002-05-07,349.522
2002-05-08,352.932
2002-05-09,353.779
2002-05-10,353.511
2002-05-13,351.939
2002-05-14,352.834
2002-05-15,356.791
2002-05-16,358.272
2002-05-17,362.808
2002-05-20,362.041
2002-05-21,359.936
2002-05-22,358.235
2002-05-23,353.196
2002-05-24,351.667
2002-05-27,350.83
2002-05-28,354.954
2002-05-29,354.225
2002-05-30,353.98
2002-05-31,354.125
2002-06-03,353.595
2002-06-04,347.916
2002-06-05,345.902
2002-06-06,349.63
2002-06-07,342.993
2002-06-10,345.16
2002-06-11,347.384
2002-06-12,343.19
2002-06-13,335.793
2002-06-14,328.457
2002-06-17,334.058
2002-06-18,336.651
2002-06-19,334.708
2002-06-20,328.648
2002-06-21,330.001
2002-06-24,323.776
2002-06-25,325.287
2002-06-26,327.071
2002-06-27,327.762
2002-06-28,339.48
2002-07-01,339.511
2002-07-02,329.245
2002-07-03,317.39
2002-07-04,320.744
2002-07-05,330.247
2002-07-08,332.161
2002-07-09,329.885
2002-07-10,320.518
2002-07-11,310.096
2002-07-12,310.969
2002-07-15,306.899
2002-07-16,305.473
2002-07-17,312.649
2002-07-18,319.419
2002-07-19,312.11
2002-07-22,300.356
2002-07-23,290.22
2002-07-24,282.698
2002-07-25,290.537
2002-07-26,284.879
2002-07-29,295.851
2002-07-30,300.302
2002-07-31,301.097
2002-08-01,291.012
2002-08-02,291.967
2002-08-05,282.243
2002-08-06,277.815
2002-08-07,278.145
2002-08-08,279.182
2002-08-09,285.21
2002-08-12,283.314
2002-08-13,282.484
2002-08-14,278.772
2002-08-15,283.15
2002-08-16,286.051
2002-08-19,291.604
2002-08-20,291.486
2002-08-21,298.411
2002-08-22,305.059
2002-08-23,303.313
2002-08-26,298.664
2002-08-27,305.215
2002-08-28,297.059
2002-08-29,293.72
2002-08-30,292.187
2002-09-02,290.062
2002-09-03,284.687
2002-09-04,283.414
2002-09-05,278.822
2002-09-06,282.701
2002-09-09,279.908
2002-09-10,282.931
2002-09-11,290.663
2002-09-12,285.802
2002-09-13,281.066
2002-09-16,277.207
2002-09-17,276.63
2002-09-18,270.478
2002-09-19,264.435
2002-09-20,263.002
2002-09-23,256.209
2002-09-24,248.5
2002-09-25,249.345
2002-09-26,257.577
2002-09-27,257.397
2002-09-30,251.461
2002-10-01,248.042
2002-10-02,252.587
2002-10-03,250.046
2002-10-04,245.295
2002-10-07,240.352
2002-10-08,236.341
2002-10-09,234.52
2002-10-10,238.028
2002-10-11,250.103
2002-10-14,248.088
2002-10-15,261.363
2002-10-16,261.316
2002-10-17,269.698
2002-10-18,271.097
2002-10-21,274.358
2002-10-22,276.683
2002-10-23,268.137
2002-10-24,273.194
2002-10-25,271.339
2002-10-28,280.924
2002-10-29,268.617
2002-10-30,273.296
2002-10-31,281.472
2002-11-01,281.912
2002-11-04,290.273
2002-11-05,290.191
2002-11-06,285.26
2002-11-07,281.587
2002-11-08,279.484
2002-11-11,276.788
2002-11-12,278.251
2002-11-13,274.2
2002-11-14,278.554
2002-11-15,282.651
2002-11-18,286.875
2002-11-19,285.629
2002-11-20,281.001
2002-11-21,292.484
2002-11-22,297.99
2002-11-25,295.226
2002-11-26,290.212
2002-11-27,296.811
2002-11-28,303.601
2002-11-29,306.32
2002-12-02,306.792
2002-12-03,300.356
2002-12-04,295.814
2002-12-05,292.802
2002-12-06,291.935
2002-12-09,287.197
2002-12-10,287.143
2002-12-11,288.748
2002-12-12,289.499
2002-12-13,284.958
2002-12-16,286.013
2002-12-17,285.37
2002-12-18,279.823
2002-12-19,276.773
2002-12-20,279.122
2002-12-23,276.308
2002-12-24,277.677
2002-12-25,277.677
2002-12-26,278.377
2002-12-27,277.049
2002-12-30,278.065
2002-12-31,282.378
2003-01-01,282.378
2003-01-02,286.024
2003-01-03,291.105
2003-01-06,291.704
2003-01-07,288.166
2003-01-08,282.899
2003-01-09,285.852
2003-01-10,288.446
2003-01-13,289.225
2003-01-14,291.33
2003-01-15,286.25
2003-01-16,287.546
2003-01-17,283.81
2003-01-20,282.436
2003-01-21,279.603
2003-01-22,274.882
2003-01-23,275.047
2003-01-24,276.403
2003-01-27,267.721
2003-01-28,268.663
2003-01-29,269.681
2003-01-30,274.324
2003-01-31,275.245
2003-02-03,277.454
2003-02-04,273.424
2003-02-05,272.949
2003-02-06,269.173
2003-02-07,265.967
2003-02-10,260.465
2003-02-11,265.177
2003-02-12,258.655
2003-02-13,259.927
2003-02-14,263.261
2003-02-17,266.953
2003-02-18,269.874
2003-02-19,266.066
2003-02-20,263.97
2003-02-21,263.454
2003-02-24,256.962
2003-02-25,250.566
2003-02-26,248.26
2003-02-27,253.873
2003-02-28,262.106
2003-03-03,261.631
2003-03-04,254.709
2003-03-05,252.921
2003-03-06,251.609
2003-03-07,246.42
2003-03-10,243.52
2003-03-11,241.628
2003-03-12,235.954
2003-03-13,243.895
2003-03-14,258.18
2003-03-17,262.071
2003-03-18,261.021
2003-03-19,265.089
2003-03-20,260.824
2003-03-21,266.56
2003-03-24,254.974
2003-03-25,258.777
2003-03-26,256.438
2003-03-27,253.367
2003-03-28,252.292
2003-03-31,247.53
2003-04-01,246.608
2003-04-02,252.224
2003-04-03,255.336
2003-04-04,257.079
2003-04-07,265.406
2003-04-08,262.386
2003-04-09,262.168
2003-04-10,260.308
2003-04-11,260.484
2003-04-14,261.844
2003-04-15,269.876
2003-04-16,274.354
2003-04-17,274.671
2003-04-18,274.671
2003-04-21,273.487
2003-04-22,275.849
2003-04-23,282.473
2003-04-24,278.266
2003-04-25,276.385
2003-04-28,282.556
2003-04-29,285.425
2003-04-30,291.106
2003-05-01,293.78
2003-05-02,291.548
2003-05-05,299.057
2003-05-06,305.358
2003-05-07,306.557
2003-05-08,302.07
2003-05-09,303.574
2003-05-12,301.219
2003-05-13,302.382
2003-05-14,306.128
2003-05-15,307.861
2003-05-16,308.889
2003-05-19,303.463
2003-05-20,302.042
2003-05-21,300.452
2003-05-22,305.792
2003-05-23,306.921
2003-05-26,309.635
2003-05-27,308.108
2003-05-28,311.2
2003-05-29,315.161
2003-05-30,317.236
2003-06-02,319.786
2003-06-03,318.345
2003-06-04,322.99
2003-06-05,327.515
2003-06-06,332.571
2003-06-09,330.808
2003-06-10,328.607
2003-06-11,332.124
2003-06-12,334.835
2003-06-13,330.797
2003-06-16,338.653
2003-06-17,342.545
2003-06-18,336.37
2003-06-19,332.829
2003-06-20,332.01
2003-06-23,324.039
2003-06-24,318.369
2003-06-25,321.849
2003-06-26,319.357
2003-06-27,324.183
2003-06-30,324.458
2003-07-01,320.799
2003-07-02,325.835
2003-07-03,329.506
2003-07-04,327.752
2003-07-07,337.703
2003-07-08,337.901
2003-07-09,334.78
2003-07-10,331.35
2003-07-11,333.353
2003-07-14,334.968
