Date,SPAIN LARGE CAP Large Cap
2002-08-23,291.55
2002-08-26,287.931
2002-08-27,300.343
2002-08-28,288.529
2002-08-29,283.943
2002-08-30,286.126
2002-09-02,281.799
2002-09-03,274.904
2002-09-04,274.553
2002-09-05,270.375
2002-09-06,278.034
2002-09-09,270.094
2002-09-10,276.629
2002-09-11,287.223
2002-09-12,274.864
2002-09-13,270.295
2002-09-16,264.999
2002-09-17,264.16
2002-09-18,256.725
2002-09-19,253.552
2002-09-20,249.422
2002-09-23,240.218
2002-09-24,230.626
2002-09-25,233.006
2002-09-26,246.129
2002-09-27,242.031
2002-09-30,233.663
2002-10-01,229.758
2002-10-02,243.279
2002-10-03,240.546
2002-10-04,236.254
2002-10-07,235.119
2002-10-08,233.688
2002-10-09,231.741
2002-10-10,235.986
2002-10-11,246.772
2002-10-14,243.313
2002-10-15,258.938
2002-10-16,257.961
2002-10-17,263.14
2002-10-18,262.039
2002-10-21,264.307
2002-10-22,266.323
2002-10-23,257.712
2002-10-24,266.831
2002-10-25,269.412
2002-10-28,275.516
2002-10-29,268.059
2002-10-30,269.64
2002-10-31,276.536
2002-11-01,278.253
2002-11-04,290.756
2002-11-05,293.185
2002-11-06,289.171
2002-11-07,280.564
2002-11-08,278.999
2002-11-11,278.281
2002-11-12,280.926
2002-11-13,279.425
2002-11-14,286.629
2002-11-15,287.054
2002-11-18,293.127
2002-11-19,290.277
2002-11-20,286.499
2002-11-21,298.731
2002-11-22,301.092
2002-11-25,301.11
2002-11-26,294.944
2002-11-27,305.298
2002-11-28,306.918
2002-11-29,306.679
2002-12-02,310.444
2002-12-03,303.215
2002-12-04,298.575
2002-12-05,293.507
2002-12-06,295.663
2002-12-09,287.492
2002-12-10,290.515
2002-12-11,292.665
2002-12-12,288.152
2002-12-13,283.148
2002-12-16,292.996
2002-12-17,293.519
2002-12-18,286.862
2002-12-19,286.215
2002-12-20,289.943
2002-12-23,292.672
2002-12-24,293.883
2002-12-25,293.883
2002-12-26,294.624
2002-12-27,287.911
2002-12-30,287.768
2002-12-31,288.897
2003-01-01,288.897
2003-01-02,299.129
2003-01-03,296.951
2003-01-06,298.776
2003-01-07,305.462
2003-01-08,306.418
2003-01-09,312.036
2003-01-10,315.639
2003-01-13,322.449
2003-01-14,326.294
2003-01-15,325.381
2003-01-16,326.92
2003-01-17,319.087
2003-01-20,316.243
2003-01-21,314.194
2003-01-22,308.783
2003-01-23,313.119
2003-01-24,311.706
2003-01-27,298.653
2003-01-28,294.439
2003-01-29,294.841
2003-01-30,296.395
2003-01-31,290.79
2003-02-03,295.175
2003-02-04,289.606
2003-02-05,296.793
2003-02-06,289.494
2003-02-07,284.487
2003-02-10,281.762
2003-02-11,288.495
2003-02-12,284.034
2003-02-13,284.419
2003-02-14,293.114
2003-02-17,298.065
2003-02-18,301.716
2003-02-19,295.452
2003-02-20,294.406
2003-02-21,297.866
2003-02-24,290.374
2003-02-25,280.722
2003-02-26,281.436
2003-02-27,286.639
2003-02-28,293.799
2003-03-03,294.537
2003-03-04,289.803
2003-03-05,291.635
2003-03-06,287.567
2003-03-07,283.074
2003-03-10,275.827
2003-03-11,278.613
2003-03-12,268.39
2003-03-13,279.001
2003-03-14,289.602
2003-03-17,297.385
2003-03-18,297.053
2003-03-19,300.149
2003-03-20,297.059
2003-03-21,304.616
2003-03-24,293.624
2003-03-25,301.843
2003-03-26,301.892
2003-03-27,295.752
2003-03-28,297.107
2003-03-31,291.227
2003-04-01,295.867
2003-04-02,305.898
2003-04-03,308.505
2003-04-04,313.647
2003-04-07,319.403
2003-04-08,316.203
2003-04-09,321.225
2003-04-10,321.602
2003-04-11,321.644
2003-04-14,325.296
2003-04-15,329.889
2003-04-16,328.494
2003-04-17,334.996
2003-04-18,334.996
2003-04-21,333.552
2003-04-22,337.366
2003-04-23,336.597
2003-04-24,335.953
2003-04-25,333.837
2003-04-28,340.386
2003-04-29,338.034
2003-04-30,337.393
2003-05-01,340.492
2003-05-02,337.074
2003-05-05,340.494
2003-05-06,346.412
2003-05-07,336.39
2003-05-08,330.123
2003-05-09,337.187
2003-05-12,339.858
2003-05-13,337.382
2003-05-14,335.45
2003-05-15,337.829
2003-05-16,345.089
2003-05-19,336.173
2003-05-20,335.412
2003-05-21,329.694
2003-05-22,336.977
2003-05-23,342.178
2003-05-26,343.589
2003-05-27,345.412
2003-05-28,347.607
2003-05-29,351.073
2003-05-30,349.855
2003-06-02,354.767
2003-06-03,353.624
2003-06-04,355.735
2003-06-05,357.319
2003-06-06,361.283
2003-06-09,359.421
2003-06-10,359.232
2003-06-11,367.962
2003-06-12,373.084
2003-06-13,376.217
2003-06-16,384.992
2003-06-17,385.292
2003-06-18,384.545
2003-06-19,376.912
2003-06-20,384.458
2003-06-23,372.458
2003-06-24,368.7
2003-06-25,374.606
2003-06-26,371.068
2003-06-27,372.387
2003-06-30,366.921
2003-07-01,363.343
2003-07-02,366.881
2003-07-03,366.666
2003-07-04,365.212
2003-07-07,369.515
2003-07-08,369.844
2003-07-09,367.373
2003-07-10,363.269
2003-07-11,370.039
2003-07-14,374.084
2003-07-15,369.876
2003-07-16,364.055
2003-07-17,363.264
2003-07-18,361.653
2003-07-21,360.453
2003-07-22,363.406
2003-07-23,366.654
2003-07-24,375.648
2003-07-25,372.969
2003-07-28,377.412
2003-07-29,373.63
2003-07-30,374.241
2003-07-31,374.402
2003-08-01,371.12
2003-08-04,370.803
2003-08-05,374.4
2003-08-06,371.193
2003-08-07,370.626
2003-08-08,370.178
2003-08-11,372.205
2003-08-12,374.491
2003-08-13,373.702
2003-08-14,380.362
2003-08-15,380.092
2003-08-18,381.333
2003-08-19,380.31
2003-08-20,380.271
2003-08-21,377.059
2003-08-22,372.545
2003-08-25,371.491
2003-08-26,368.529
2003-08-27,369.85
2003-08-28,371.989
2003-08-29,370.387
2003-09-01,374.586
2003-09-02,371.138
2003-09-03,373.566
2003-09-04,375.285
2003-09-05,377.55
2003-09-08,383.484
2003-09-09,382.674
2003-09-10,377.47
2003-09-11,375.981
2003-09-12,373.684
2003-09-15,375.848
2003-09-16,376.941
2003-09-17,378.726
2003-09-18,383.218
2003-09-19,380.017
2003-09-22,375.988
2003-09-23,375.144
2003-09-24,371.075
2003-09-25,372.024
2003-09-26,365.269
2003-09-29,365.202
2003-09-30,364.772
2003-10-01,370.19
2003-10-02,370.035
2003-10-03,379.277
2003-10-06,378.272
2003-10-07,381.124
2003-10-08,384.916
2003-10-09,389.112
2003-10-10,388.341
2003-10-13,390.026
2003-10-14,389.242
2003-10-15,387.571
2003-10-16,389.321
2003-10-17,384.654
2003-10-20,384.694
2003-10-21,387.632
2003-10-22,386.407
2003-10-23,384.132
2003-10-24,384.813
2003-10-27,389.242
2003-10-28,390.8
2003-10-29,391.628
2003-10-30,397.094
2003-10-31,395.382
2003-11-03,396.2
2003-11-04,395.568
2003-11-05,395.044
2003-11-06,395.468
2003-11-07,399.014
2003-11-10,396.87
2003-11-11,395.205
2003-11-12,402.466
2003-11-13,406.005
2003-11-14,409.997
2003-11-17,400.085
2003-11-18,403.081
2003-11-19,404.347
2003-11-20,402.685
2003-11-21,405.327
2003-11-24,406.59
2003-11-25,407.145
2003-11-26,410.488
2003-11-27,411.357
2003-11-28,414.979
2003-12-01,422.192
2003-12-02,424.72
2003-12-03,428.317
2003-12-04,425.733
2003-12-05,427.21
2003-12-08,429.902
2003-12-09,431.967
2003-12-10,431.381
2003-12-11,432.901
2003-12-12,437.738
2003-12-15,441.545
2003-12-16,444.21
2003-12-17,446.874
2003-12-18,452.093
2003-12-19,452.791
2003-12-22,455.494
2003-12-23,460.679
2003-12-24,461.977
2003-12-25,461.977
2003-12-26,461.792
2003-12-29,467.479
2003-12-30,468.15
2003-12-31,471.251
2004-01-01,471.251
2004-01-02,480.287
2004-01-05,486.849
2004-01-06,489.769
2004-01-07,488.813
2004-01-08,491.671
2004-01-09,494.734
2004-01-12,493.278
2004-01-13,493.167
2004-01-14,490.649
2004-01-15,486.078
2004-01-16,478.501
2004-01-19,479.459
2004-01-20,484.872
2004-01-21,491.956
2004-01-22,499.597
2004-01-23,499.388
2004-01-26,488.339
2004-01-27,491.929
2004-01-28,495.04
2004-01-29,478.803
2004-01-30,474.828
2004-02-02,477.175
2004-02-03,481.427
2004-02-04,474.056
2004-02-05,481.489
2004-02-06,491.967
2004-02-09,498.954
2004-02-10,502.146
2004-02-11,502.984
2004-02-12,510.245
2004-02-13,504.983
2004-02-16,506.116
2004-02-17,508.878
2004-02-18,510.577
2004-02-19,510.002
2004-02-20,498.585
2004-02-23,497.325
2004-02-24,495.94
2004-02-25,492.408
2004-02-26,486.315
2004-02-27,492.181
2004-03-01,495.505
2004-03-02,492.4
2004-03-03,480.203
2004-03-04,486.447
2004-03-05,496.204
2004-03-08,494.431
2004-03-09,491.598
2004-03-10,484.637
2004-03-11,475.125
2004-03-12,467.381
2004-03-15,447.648
2004-03-16,459.393
2004-03-17,463.39
2004-03-18,461.703
2004-03-19,463.829
2004-03-22,455.324
2004-03-23,456.068
2004-03-24,451.538
2004-03-25,459.663
2004-03-26,459.618
2004-03-29,465.087
2004-03-30,465.007
2004-03-31,468.781
2004-04-01,476.007
2004-04-02,478.917
2004-04-05,474.585
2004-04-06,476.968
2004-04-07,482.72
2004-04-08,485.51
2004-04-09,485.51
2004-04-12,484.146
2004-04-13,481.023
2004-04-14,476.451
2004-04-15,473.628
2004-04-16,482.295
2004-04-19,479.655
2004-04-20,477.255
2004-04-21,469.948
2004-04-22,469.54
2004-04-23,470.271
2004-04-26,473.26
2004-04-27,475.502
2004-04-28,465.655
2004-04-29,465.181
2004-04-30,463.614
2004-05-03,466.362
2004-05-04,469.872
2004-05-05,476.937
2004-05-06,467.456
2004-05-07,454.918
2004-05-10,440.926
2004-05-11,445.14
2004-05-12,442.536
2004-05-13,442.582
2004-05-14,438.927
2004-05-17,438.345
2004-05-18,440.71
2004-05-19,454.721
2004-05-20,445.63
2004-05-21,447.598
2004-05-24,450.716
2004-05-25,453.208
2004-05-26,457.749
2004-05-27,466.968
2004-05-28,463.832
2004-05-31,464.133
2004-06-01,457.614
2004-06-02,462.637
2004-06-03,461.459
2004-06-04,468.248
2004-06-07,477.506
2004-06-08,474.888
2004-06-09,466.442
2004-06-10,468.826
2004-06-11,463.685
2004-06-14,460.312
2004-06-15,464.564
2004-06-16,464.981
2004-06-17,467.808
2004-06-18,471.536
2004-06-21,471.255
2004-06-22,466.914
2004-06-23,469.18
2004-06-24,476.264
2004-06-25,471.393
2004-06-28,477.234
2004-06-29,470.701
2004-06-30,469.84
2004-07-01,471.318
2004-07-02,473.709
2004-07-05,474.933
2004-07-06,472.254
2004-07-07,479.169
2004-07-08,482.63
2004-07-09,479.004
2004-07-12,479.628
2004-07-13,478.214
2004-07-14,478.077
2004-07-15,474.18
2004-07-16,478.407
2004-07-19,475.772
2004-07-20,474.5
2004-07-21,471.15
2004-07-22,466.574
2004-07-23,455.588
2004-07-26,449.354
2004-07-27,453.215
2004-07-28,450.305
2004-07-29,454.974
2004-07-30,457.426
2004-08-02,454.604
2004-08-03,456.274
2004-08-04,451.43
2004-08-05,452.423
2004-08-06,451.074
2004-08-09,447.383
2004-08-10,450.701
2004-08-11,443.4
2004-08-12,445.344
2004-08-13,446.682
2004-08-16,446.357
2004-08-17,451.005
2004-08-18,452.647
2004-08-19,456.1
2004-08-20,453.365
2004-08-23,453.735
2004-08-24,450.763
2004-08-25,449.355
2004-08-26,452.576
2004-08-27,453.257
2004-08-30,452.92
2004-08-31,456.056
2004-09-01,460.96
2004-09-02,462.948
2004-09-03,463.153
2004-09-06,466.406
2004-09-07,467.058
2004-09-08,467.265
2004-09-09,464.997
2004-09-10,471.176
2004-09-13,472.985
2004-09-14,473.055
2004-09-15,465.048
2004-09-16,465.488
2004-09-17,466.974
2004-09-20,463.791
2004-09-21,468.658
2004-09-22,464.854
2004-09-23,465.462
2004-09-24,463.61
2004-09-27,462.088
2004-09-28,465.561
2004-09-29,468.901
2004-09-30,471.94
2004-10-01,483.423
2004-10-04,484.574
2004-10-05,486.871
2004-10-06,488.153
2004-10-07,489.499
2004-10-08,493.88
2004-10-11,491.761
2004-10-12,488.882
2004-10-13,487.528
2004-10-14,490.672
2004-10-15,495.125
2004-10-18,497.191
2004-10-19,502.883
2004-10-20,502.139
2004-10-21,506.515
2004-10-22,509.15
2004-10-25,505.39
2004-10-26,505.494
2004-10-27,512.261
2004-10-28,518.017
2004-10-29,516.574
2004-11-01,517.569
2004-11-02,523.11
2004-11-03,528.743
2004-11-04,532.377
2004-11-05,535.944
2004-11-08,537.15
2004-11-09,532.337
2004-11-10,529.529
2004-11-11,530.341
2004-11-12,532.675
2004-11-15,533.23
2004-11-16,530.53
2004-11-17,544.769
2004-11-18,543.906
2004-11-19,545.753
2004-11-22,543.434
2004-11-23,545.084
2004-11-24,551.508
2004-11-25,560.505
2004-11-26,560.026
2004-11-29,559.333
2004-11-30,558.263
2004-12-01,563.653
2004-12-02,565.264
2004-12-03,567.349
2004-12-06,569.725
2004-12-07,572.78
2004-12-08,565.934
2004-12-09,562.498
2004-12-10,564.564
2004-12-13,572.187
2004-12-14,571.498
2004-12-15,575.534
2004-12-16,570.928
2004-12-17,566.509
2004-12-20,574.176
2004-12-21,576.202
2004-12-22,582.372
2004-12-23,589.917
2004-12-24,591.446
2004-12-27,594.751
2004-12-28,595.864
2004-12-29,596.755
2004-12-30,596.527
2004-12-31,594.885
2005-01-03,593.117
2005-01-04,584.85
2005-01-05,577.936
2005-01-06,573.387
2005-01-07,568.908
2005-01-10,569.87
2005-01-11,568.442
2005-01-12,572.343
2005-01-13,573.205
2005-01-14,567.991
2005-01-17,572.157
2005-01-18,569.469
2005-01-19,569.142
2005-01-20,560.486
2005-01-21,560.696
2005-01-24,560.752
2005-01-25,560.646
2005-01-26,567.589
2005-01-27,570.401
2005-01-28,569.636
2005-01-31,575.699
2005-02-01,576.847
2005-02-02,580.578
2005-02-03,576.954
2005-02-04,582.944
2005-02-07,581.345
2005-02-08,580.198
2005-02-09,579.285
2005-02-10,583.843
2005-02-11,592.851
2005-02-14,596.292
2005-02-15,598.67
2005-02-16,594.584
2005-02-17,598.33
2005-02-18,597.389
2005-02-21,591.96
2005-02-22,591.584
2005-02-23,590.153
2005-02-24,590.168
2005-02-25,594.927
2005-02-28,594.709
2005-03-01,596.077
2005-03-02,591.341
2005-03-03,590.462
2005-03-04,603.286
2005-03-07,601.793
2005-03-08,605.225
2005-03-09,601.829
2005-03-10,599.071
2005-03-11,601.378
2005-03-14,595.297
2005-03-15,596.686
2005-03-16,590.287
2005-03-17,590.08
2005-03-18,588.118
2005-03-21,579.622
2005-03-22,585.511
2005-03-23,573.985
2005-03-24,575.661
2005-03-25,575.661
2005-03-28,571.621
2005-03-29,575.172
2005-03-30,573.269
2005-03-31,573.072
2005-04-01,572.771
2005-04-04,561.742
2005-04-05,568.225
2005-04-06,574.359
2005-04-07,576.74
2005-04-08,573.984
2005-04-11,576.328
2005-04-12,570.745
2005-04-13,575.402
2005-04-14,571.231
2005-04-15,563.451
2005-04-18,559.491
2005-04-19,561.332
2005-04-20,560.781
2005-04-21,562.54
2005-04-22,566.913
2005-04-25,562.567
2005-04-26,560.291
2005-04-27,554.983
2005-04-28,553.371
2005-04-29,553.875
2005-05-02,558.271
2005-05-03,563.859
2005-05-04,568.488
2005-05-05,570.684
2005-05-06,567.746
2005-05-09,564.107
2005-05-10,560.82
2005-05-11,558.034
2005-05-12,557.173
2005-05-13,557.335
2005-05-16,555.792
2005-05-17,556.06
2005-05-18,564.711
2005-05-19,566.645
2005-05-20,560.5
2005-05-23,563.906
2005-05-24,562.274
2005-05-25,560.796
2005-05-26,561.403
2005-05-27,560.063
2005-05-30,561.202
2005-05-31,552.023
2005-06-01,555.574
2005-06-02,556.393
2005-06-03,552.976
2005-06-06,549.789
2005-06-07,554.144
2005-06-08,553.708
2005-06-09,547.488
2005-06-10,547.572
2005-06-13,544.993
2005-06-14,547.781
2005-06-15,548.521
2005-06-16,550.358
2005-06-17,560.183
2005-06-20,554.76
2005-06-21,557.666
2005-06-22,558.07
2005-06-23,556.367
2005-06-24,552.866
2005-06-27,553.089
2005-06-28,551.942
2005-06-29,555.981
2005-06-30,559.372
2005-07-01,557.059
2005-07-04,553.775
2005-07-05,553.84
2005-07-06,555.789
2005-07-07,546.264
2005-07-08,553.709
2005-07-11,564.979
2005-07-12,571.121
2005-07-13,569.731
2005-07-14,572.178
2005-07-15,569.16
2005-07-18,570.785
2005-07-19,573.088
2005-07-20,570.802
2005-07-21,577.649
2005-07-22,576.549
2005-07-25,574.67
2005-07-26,574.512
2005-07-27,578.573
2005-07-28,584.053
2005-07-29,586.47
2005-08-01,586.735
2005-08-02,589.54
2005-08-03,597.373
2005-08-04,594.492
2005-08-05,590.385
2005-08-08,595.008
2005-08-09,596.0
2005-08-10,601.993
2005-08-11,605.047
2005-08-12,603.094
2005-08-15,599.263
2005-08-16,594.005
2005-08-17,590.814
2005-08-18,581.328
2005-08-19,585.839
2005-08-22,592.456
2005-08-23,586.919
2005-08-24,587.04
2005-08-25,582.939
2005-08-26,579.46
2005-08-29,578.863
2005-08-30,573.275
2005-08-31,582.783
2005-09-01,597.594
2005-09-02,601.722
2005-09-05,607.162
2005-09-06,615.5
2005-09-07,614.514
2005-09-08,614.532
2005-09-09,618.046
2005-09-12,610.875
2005-09-13,606.835
2005-09-14,610.041
2005-09-15,605.882
2005-09-16,607.602
2005-09-19,603.345
2005-09-20,607.804
2005-09-21,604.358
2005-09-22,603.349
2005-09-23,605.902
2005-09-26,612.669
2005-09-27,608.149
2005-09-28,616.008
2005-09-29,615.203
2005-09-30,619.218
2005-10-03,614.857
2005-10-04,618.433
2005-10-05,613.494
2005-10-06,619.931
2005-10-07,617.9
2005-10-10,617.558
2005-10-11,614.635
2005-10-12,611.504
2005-10-13,600.451
2005-10-14,612.831
2005-10-17,611.95
2005-10-18,601.021
2005-10-19,598.358
2005-10-20,597.348
2005-10-21,598.663
2005-10-24,604.848
2005-10-25,605.712
2005-10-26,604.231
2005-10-27,598.632
2005-10-28,596.999
2005-10-31,598.622
2005-11-01,594.45
2005-11-02,598.364
2005-11-03,597.872
2005-11-04,584.074
2005-11-07,583.396
2005-11-08,583.225
2005-11-09,582.48
