Date,SPAIN LARGE CAP Large Cap
2011-07-29,857.747
2011-08-31,779.946
2011-09-30,720.904
2011-10-31,784.774
2011-11-30,720.042
2011-12-30,703.325
2012-01-31,710.686
2012-02-29,724.175
2012-03-30,679.386
2012-04-30,586.33
2012-05-31,491.748
2012-06-29,600.756
2012-07-31,554.038
2012-08-31,628.488
2012-09-28,666.199
2012-10-31,690.944
2012-11-30,704.96
2012-12-31,738.256
2013-01-31,788.749
2013-02-28,737.059
2013-03-29,690.548
2013-04-30,765.212
2013-05-31,740.418
2013-06-28,683.85
2013-07-31,773.146
2013-08-30,752.277
2013-09-30,865.285
2013-10-31,949.75
2013-11-29,946.485
2013-12-31,960.416
2014-01-31,931.734
2014-02-28,965.086
2014-03-31,993.638
2014-04-30,1027.279
2014-05-30,1058.405
2014-06-30,1077.523
2014-07-31,1049.68
2014-08-29,1033.698
2014-09-30,1006.002
2014-10-31,960.827
2014-11-28,990.768
2014-12-31,913.405
2015-01-30,847.454
2015-02-27,910.26
2015-03-31,900.782
2015-04-30,933.903
2015-05-29,903.946
2015-06-30,885.113
2015-07-31,920.291
2015-08-31,846.58
2015-09-30,774.278
2015-10-30,829.949
2015-11-30,799.926
2015-12-31,751.689
2016-01-29,690.444
2016-02-29,664.544
2016-03-31,715.911
2016-04-29,752.653
2016-05-31,736.641
2016-06-30,661.036
2016-07-29,705.577
2016-08-31,719.83
2016-09-30,731.036
2016-10-31,763.398
2016-11-30,698.766
2016-12-30,757.935
2017-01-31,779.916
2017-02-28,785.116
2017-03-31,873.017
2017-04-28,915.851
2017-05-31,954.574
2017-06-30,943.583
2017-07-31,991.346
2017-08-31,978.958
2017-09-29,993.949
2017-10-31,993.176
2017-11-30,987.878
2017-12-29,975.987
2018-01-31,1064.512
2018-02-28,980.884
2018-03-30,957.011
2018-04-30,984.853
2018-05-31,890.087
2018-06-29,914.309
2018-07-31,952.366
2018-08-31,892.116
2018-09-28,892.804
2018-10-31,832.97
2018-11-30,848.393
2018-12-31,816.564
2019-01-31,874.017
2019-02-28,893.259
2019-03-29,879.483
2019-04-30,918.694
2019-05-31,862.216
2019-06-28,908.562
2019-07-31,870.836
2019-08-30,838.634
2019-09-30,874.364
2019-10-31,889.584
2019-11-29,883.372
2019-12-31,921.679
2020-01-31,899.83
2020-02-28,831.462
2020-03-31,636.772
2020-04-30,638.936
2020-05-29,672.847
2020-06-30,699.299
2020-07-31,696.39
2020-08-31,706.52
2020-09-30,667.74
2020-10-30,639.78
2020-11-30,833.162
2020-12-31,853.738
2021-01-29,812.152
2021-02-26,855.84
2021-03-31,858.071
2021-04-30,914.542
2021-05-31,967.691
2021-06-30,914.128
2021-07-30,902.05
2021-08-31,914.924
2021-09-30,880.318
2021-10-29,919.458
2021-11-30,816.238
2021-12-31,870.047
2022-01-31,856.839
2022-02-28,837.935
2022-03-31,827.666
2022-04-29,801.633
2022-05-31,835.374
2022-06-30,745.459
2022-07-29,741.084
2022-08-31,707.414
2022-09-30,647.915
2022-10-31,711.108
2022-11-30,778.118
2022-12-30,797.702
2023-01-31,894.29
2023-02-28,925.631
2023-03-31,939.594
2023-04-28,973.708
2023-05-31,919.445
2023-06-30,1005.168
2023-07-31,1024.814
2023-08-31,992.643
2023-09-29,958.255
2023-10-31,923.548
2023-11-30,1070.018
2023-12-29,1090.107
2024-01-31,1080.152
2024-02-29,1067.094
2024-03-29,1195.683
2024-04-30,1169.987
2024-05-31,1238.162
2024-06-28,1180.851
2024-07-31,1217.071
2024-08-30,1282.349
2024-09-30,1356.342
2024-10-31,1306.514
2024-11-29,1259.803
2024-12-31,1232.503
2025-01-31,1335.413
2025-02-28,1461.256
2025-03-31,1509.737
2025-04-30,1634.732
2025-05-30,1735.225
2025-06-30,1771.356
2025-07-31,1778.839
2025-08-29,1904.176
