Date,SPAIN LARGE CAP Large Cap
2011-02-28,889.679
2011-03-31,878.092
2011-04-29,948.112
2011-05-31,895.037
2011-06-30,893.106
2011-07-29,821.983
2011-08-31,746.691
2011-09-30,689.859
2011-10-31,750.178
2011-11-30,686.128
2011-12-30,670.169
2012-01-31,675.333
2012-02-29,688.063
2012-03-30,645.475
2012-04-30,555.296
2012-05-31,463.365
2012-06-29,565.764
2012-07-31,519.993
2012-08-31,589.869
2012-09-28,625.23
2012-10-31,647.084
2012-11-30,659.981
2012-12-31,690.848
2013-01-31,736.091
2013-02-28,687.851
2013-03-29,644.405
2013-04-30,712.338
2013-05-31,689.094
2013-06-28,636.425
2013-07-31,718.87
2013-08-30,699.466
2013-09-30,804.541
2013-10-31,883.077
2013-11-29,878.747
2013-12-31,891.681
2014-01-31,864.959
2014-02-28,895.921
2014-03-31,922.426
2014-04-30,953.565
2014-05-30,981.047
2014-06-30,998.188
2014-07-31,971.777
2014-08-29,956.981
2014-09-30,931.341
2014-10-31,889.518
2014-11-28,916.977
2014-12-31,845.376
2015-01-30,784.193
2015-02-27,842.31
2015-03-31,833.54
2015-04-30,864.125
2015-05-29,835.417
2015-06-30,817.968
2015-07-31,849.89
2015-08-31,781.508
2015-09-30,714.763
2015-10-30,766.155
2015-11-30,738.241
2015-12-31,693.643
2016-01-29,636.73
2016-02-29,612.541
2016-03-31,659.834
2016-04-29,693.143
2016-05-31,677.505
2016-06-30,607.756
2016-07-29,647.926
2016-08-31,661.014
2016-09-30,671.215
2016-10-31,700.68
2016-11-30,641.358
2016-12-30,695.53
2017-01-31,715.061
2017-02-28,719.829
2017-03-31,800.365
2017-04-28,838.923
2017-05-31,874.277
2017-06-30,863.472
2017-07-31,907.098
2017-08-31,895.326
2017-09-29,908.981
2017-10-31,907.575
2017-11-30,902.696
2017-12-29,891.304
2018-01-31,971.563
2018-02-28,895.236
2018-03-30,873.315
2018-04-30,897.133
2018-05-31,810.808
2018-06-29,832.142
2018-07-31,866.103
2018-08-31,811.31
2018-09-28,811.936
2018-10-31,757.022
2018-11-30,770.801
2018-12-31,741.329
2019-01-31,792.863
2019-02-28,810.32
2019-03-29,797.728
2019-04-30,831.613
2019-05-31,780.488
2019-06-28,821.856
2019-07-31,787.549
2019-08-30,758.426
2019-09-30,790.739
2019-10-31,803.118
2019-11-29,797.441
2019-12-31,831.448
2020-01-31,811.619
2020-02-28,749.953
2020-03-31,574.256
2020-04-30,575.58
2020-05-29,606.129
2020-06-30,629.841
2020-07-31,627.178
2020-08-31,636.301
2020-09-30,601.375
2020-10-30,575.987
2020-11-30,750.008
2020-12-31,768.413
2021-01-29,730.983
2021-02-26,770.306
2021-03-31,772.222
2021-04-30,822.606
2021-05-31,870.35
2021-06-30,821.914
2021-07-30,811.055
2021-08-31,822.586
2021-09-30,791.473
2021-10-29,825.79
2021-11-30,733.052
2021-12-31,781.298
2022-01-31,769.436
2022-02-28,752.461
2022-03-31,743.191
2022-04-29,718.136
2022-05-31,748.363
2022-06-30,667.663
2022-07-29,663.745
2022-08-31,633.57
2022-09-30,580.282
2022-10-31,635.83
2022-11-30,695.718
2022-12-30,712.853
2023-01-31,799.167
2023-02-28,827.174
2023-03-31,839.615
2023-04-28,867.766
2023-05-31,819.232
2023-06-30,894.932
2023-07-31,912.182
2023-08-31,883.514
2023-09-29,852.906
2023-10-31,820.463
2023-11-30,950.549
2023-12-29,967.923
2024-01-31,958.979
2024-02-29,947.386
2024-03-29,1060.764
2024-04-30,1035.525
2024-05-31,1095.453
2024-06-28,1044.286
2024-07-31,1076.114
2024-08-30,1133.832
2024-09-30,1199.255
2024-10-31,1152.926
2024-11-29,1111.312
2024-12-31,1086.902
2025-01-31,1177.436
2025-02-28,1288.392
2025-03-31,1331.138
2025-04-30,1437.05
2025-05-30,1525.302
2025-06-30,1556.546
2025-07-31,1562.867
2025-08-29,1672.987
2025-09-30,1745.432
2025-10-31,1782.829
2025-11-28,1852.136
2025-12-31,1987.661
2026-01-30,2094.299
