Date,SWEDEN SMALL GROWTH Small Cap
2005-11-10,504.476
2005-11-11,508.502
2005-11-14,510.585
2005-11-15,504.258
2005-11-16,502.295
2005-11-17,511.461
2005-11-18,510.98
2005-11-21,516.79
2005-11-22,518.778
2005-11-23,527.254
2005-11-24,526.724
2005-11-25,529.102
2005-11-28,533.718
2005-11-29,528.521
2005-11-30,527.825
2005-12-01,533.456
2005-12-02,539.19
2005-12-05,538.341
2005-12-06,543.911
2005-12-07,539.063
2005-12-08,542.72
2005-12-09,546.205
2005-12-12,548.396
2005-12-13,550.786
2005-12-14,552.374
2005-12-15,548.225
2005-12-16,554.976
2005-12-19,556.885
2005-12-20,553.841
2005-12-21,551.369
2005-12-22,552.785
2005-12-23,554.307
2005-12-26,554.307
2005-12-27,557.638
2005-12-28,562.056
2005-12-29,562.232
2005-12-30,561.49
2006-01-02,559.422
2006-01-03,574.563
2006-01-04,584.846
2006-01-05,588.046
2006-01-06,591.336
2006-01-09,594.895
2006-01-10,586.062
2006-01-11,592.504
2006-01-12,594.74
2006-01-13,595.881
2006-01-16,598.841
2006-01-17,592.203
2006-01-18,582.515
2006-01-19,589.449
2006-01-20,590.528
2006-01-23,597.446
2006-01-24,596.447
2006-01-25,598.97
2006-01-26,602.734
2006-01-27,604.558
2006-01-30,602.471
2006-01-31,608.885
2006-02-01,611.735
2006-02-02,604.93
2006-02-03,599.264
2006-02-06,599.735
2006-02-07,597.155
2006-02-08,598.778
2006-02-09,607.655
2006-02-10,604.592
2006-02-13,598.381
2006-02-14,594.989
2006-02-15,606.522
2006-02-16,608.966
2006-02-17,612.837
2006-02-20,617.526
2006-02-21,614.1
2006-02-22,614.841
2006-02-23,616.372
2006-02-24,616.677
2006-02-27,619.555
2006-02-28,609.818
2006-03-01,617.844
2006-03-02,618.878
2006-03-03,624.335
2006-03-06,630.039
2006-03-07,616.043
2006-03-08,611.636
2006-03-09,617.862
2006-03-10,615.862
2006-03-13,617.505
2006-03-14,626.834
2006-03-15,631.515
2006-03-16,642.223
2006-03-17,647.447
2006-03-20,648.404
2006-03-21,640.972
2006-03-22,645.131
2006-03-23,646.313
2006-03-24,648.006
2006-03-27,648.37
2006-03-28,649.852
2006-03-29,645.696
2006-03-30,656.661
2006-03-31,654.077
2006-04-03,666.103
2006-04-04,672.266
2006-04-05,680.462
2006-04-06,686.324
2006-04-07,675.737
2006-04-10,674.991
2006-04-11,672.914
2006-04-12,669.808
2006-04-13,668.351
2006-04-14,668.351
2006-04-17,680.313
2006-04-18,683.318
2006-04-19,700.496
2006-04-20,702.69
2006-04-21,713.068
2006-04-24,714.469
2006-04-25,711.417
2006-04-26,721.407
2006-04-27,725.081
2006-04-28,727.89
2006-05-01,730.715
2006-05-02,743.191
2006-05-03,748.695
2006-05-04,760.088
2006-05-05,768.494
2006-05-08,768.039
2006-05-09,768.032
2006-05-10,771.526
2006-05-11,772.499
2006-05-12,755.087
2006-05-15,730.224
2006-05-16,724.108
2006-05-17,697.612
2006-05-18,675.711
2006-05-19,672.722
2006-05-22,631.36
2006-05-23,674.733
2006-05-24,660.455
2006-05-25,661.334
2006-05-26,695.081
2006-05-29,706.857
2006-05-30,696.467
2006-05-31,705.098
2006-06-01,710.021
2006-06-02,724.305
2006-06-05,726.517
2006-06-06,718.005
2006-06-07,690.287
2006-06-08,644.24
2006-06-09,658.597
2006-06-12,648.209
2006-06-13,613.982
2006-06-14,629.453
2006-06-15,665.261
2006-06-16,648.047
2006-06-19,654.051
2006-06-20,659.66
2006-06-21,665.533
2006-06-22,665.761
2006-06-23,663.313
2006-06-26,665.792
2006-06-27,659.363
2006-06-28,659.137
2006-06-29,674.545
2006-06-30,703.206
2006-07-03,709.28
2006-07-04,714.102
2006-07-05,699.416
2006-07-06,705.377
2006-07-07,704.004
2006-07-10,700.138
2006-07-11,695.277
2006-07-12,692.317
2006-07-13,677.866
2006-07-14,662.442
2006-07-17,640.355
2006-07-18,630.082
2006-07-19,652.181
2006-07-20,653.566
2006-07-21,649.232
2006-07-24,658.837
2006-07-25,662.137
2006-07-26,666.103
2006-07-27,683.482
2006-07-28,687.718
2006-07-31,692.128
2006-08-01,688.0
2006-08-02,701.843
2006-08-03,692.824
2006-08-04,698.304
2006-08-07,692.273
2006-08-08,693.315
2006-08-09,701.726
2006-08-10,687.435
2006-08-11,691.773
2006-08-14,692.262
2006-08-15,698.852
2006-08-16,705.903
2006-08-17,711.915
2006-08-18,706.624
2006-08-21,716.579
2006-08-22,713.368
2006-08-23,707.977
2006-08-24,706.97
2006-08-25,699.813
2006-08-28,702.505
2006-08-29,706.848
2006-08-30,714.11
2006-08-31,710.917
2006-09-01,728.47
2006-09-04,739.207
2006-09-05,735.921
2006-09-06,731.3
2006-09-07,716.995
2006-09-08,719.864
2006-09-11,718.685
2006-09-12,724.071
2006-09-13,728.626
2006-09-14,734.926
2006-09-15,729.398
2006-09-18,736.798
2006-09-19,736.117
2006-09-20,736.722
2006-09-21,742.06
2006-09-22,735.531
2006-09-25,722.39
2006-09-26,726.092
2006-09-27,736.332
2006-09-28,736.885
2006-09-29,732.206
2006-10-02,735.352
2006-10-03,723.53
2006-10-04,722.848
2006-10-05,738.792
2006-10-06,731.489
2006-10-09,732.575
2006-10-10,735.723
2006-10-11,736.003
2006-10-12,740.487
2006-10-13,738.07
2006-10-16,739.642
2006-10-17,734.313
2006-10-18,737.44
2006-10-19,744.585
2006-10-20,753.951
2006-10-23,748.616
2006-10-24,748.833
2006-10-25,763.18
2006-10-26,761.414
2006-10-27,762.077
2006-10-30,753.499
2006-10-31,756.515
2006-11-01,761.212
2006-11-02,760.632
2006-11-03,760.925
2006-11-06,768.174
2006-11-07,782.307
2006-11-08,783.161
2006-11-09,791.681
2006-11-10,795.106
2006-11-13,795.473
2006-11-14,805.443
2006-11-15,810.978
2006-11-16,810.789
2006-11-17,796.964
2006-11-20,798.572
2006-11-21,801.019
2006-11-22,810.897
2006-11-23,815.129
2006-11-24,816.835
2006-11-27,801.428
2006-11-28,790.868
2006-11-29,814.77
2006-11-30,817.313
2006-12-01,821.104
2006-12-04,827.079
2006-12-05,831.271
2006-12-06,836.194
2006-12-07,843.895
2006-12-08,848.74
2006-12-11,854.903
2006-12-12,868.419
2006-12-13,866.846
2006-12-14,860.03
2006-12-15,863.004
2006-12-18,862.11
2006-12-19,864.749
2006-12-20,879.826
2006-12-21,892.728
2006-12-22,890.165
2006-12-25,890.165
2006-12-26,886.245
2006-12-27,893.58
2006-12-28,894.671
2006-12-29,905.489
2007-01-01,905.489
2007-01-02,913.468
2007-01-03,898.813
2007-01-04,868.931
2007-01-05,865.168
2007-01-08,860.724
2007-01-09,863.131
2007-01-10,850.907
2007-01-11,860.692
2007-01-12,869.731
2007-01-15,884.72
2007-01-16,889.766
2007-01-17,886.921
2007-01-18,882.001
2007-01-19,885.106
2007-01-22,890.151
2007-01-23,894.915
2007-01-24,897.128
2007-01-25,895.203
2007-01-26,882.057
2007-01-29,884.597
2007-01-30,890.762
2007-01-31,893.088
2007-02-01,900.956
2007-02-02,900.03
2007-02-05,892.929
2007-02-06,899.119
2007-02-07,915.13
2007-02-08,909.881
2007-02-09,915.464
2007-02-12,899.999
2007-02-13,902.269
2007-02-14,919.594
2007-02-15,909.147
2007-02-16,901.203
2007-02-19,908.489
2007-02-20,898.174
2007-02-21,887.522
2007-02-22,888.01
2007-02-23,898.284
2007-02-26,907.274
2007-02-27,875.206
2007-02-28,860.021
2007-03-01,848.594
2007-03-02,856.252
2007-03-05,832.023
2007-03-06,845.502
2007-03-07,860.716
2007-03-08,873.248
2007-03-09,871.982
2007-03-12,877.846
2007-03-13,871.009
2007-03-14,845.869
2007-03-15,867.19
2007-03-16,868.906
2007-03-19,881.38
2007-03-20,886.553
2007-03-21,890.466
2007-03-22,902.725
2007-03-23,901.306
2007-03-26,899.146
2007-03-27,897.763
2007-03-28,894.792
2007-03-29,903.207
2007-03-30,902.117
2007-04-02,910.144
2007-04-03,923.423
2007-04-04,931.269
2007-04-05,940.884
2007-04-06,940.884
2007-04-09,934.624
2007-04-10,954.75
2007-04-11,948.232
2007-04-12,953.097
2007-04-13,955.117
2007-04-16,972.514
2007-04-17,972.11
2007-04-18,963.385
2007-04-19,958.904
2007-04-20,968.243
2007-04-23,970.426
2007-04-24,960.996
2007-04-25,980.272
2007-04-26,983.091
2007-04-27,983.966
2007-04-30,982.581
2007-05-01,981.703
2007-05-02,980.94
2007-05-03,980.64
2007-05-04,987.763
2007-05-07,996.49
2007-05-08,974.928
2007-05-09,973.31
2007-05-10,966.315
2007-05-11,968.741
2007-05-14,975.254
2007-05-15,980.85
2007-05-16,978.449
2007-05-17,969.006
2007-05-18,984.112
2007-05-21,981.901
2007-05-22,989.148
2007-05-23,999.221
2007-05-24,993.149
2007-05-25,997.095
2007-05-28,1004.597
2007-05-29,996.317
2007-05-30,982.793
2007-05-31,1000.0
2007-06-01,1001.492
2007-06-04,994.588
2007-06-05,996.743
2007-06-06,992.51
2007-06-07,951.766
2007-06-08,947.94
2007-06-11,955.175
2007-06-12,934.471
2007-06-13,936.87
2007-06-14,947.908
2007-06-15,952.078
2007-06-18,948.035
2007-06-19,949.056
2007-06-20,961.475
2007-06-21,946.168
2007-06-22,950.733
2007-06-25,943.725
2007-06-26,939.151
2007-06-27,934.392
2007-06-28,949.936
2007-06-29,955.977
2007-07-02,958.232
2007-07-03,967.537
2007-07-04,981.824
2007-07-05,980.776
2007-07-06,982.209
2007-07-09,984.406
2007-07-10,988.743
2007-07-11,995.748
2007-07-12,1003.858
2007-07-13,1007.053
2007-07-16,1011.404
2007-07-17,1007.861
2007-07-18,1004.849
2007-07-19,1011.012
2007-07-20,1010.88
2007-07-23,1004.927
2007-07-24,989.789
2007-07-25,972.909
2007-07-26,948.964
2007-07-27,930.768
2007-07-30,941.831
2007-07-31,955.535
2007-08-01,932.819
2007-08-02,943.1
2007-08-03,935.803
2007-08-06,910.815
2007-08-07,921.101
2007-08-08,951.523
2007-08-09,928.025
2007-08-10,905.829
2007-08-13,912.166
2007-08-14,907.077
2007-08-15,883.48
2007-08-16,843.377
2007-08-17,868.267
2007-08-20,873.589
2007-08-21,867.703
2007-08-22,886.795
2007-08-23,899.694
2007-08-24,914.439
2007-08-27,913.197
2007-08-28,899.465
2007-08-29,904.63
2007-08-30,907.488
2007-08-31,916.039
2007-09-03,919.664
2007-09-04,917.715
2007-09-05,905.005
2007-09-06,918.08
2007-09-07,897.971
2007-09-10,882.292
2007-09-11,906.337
2007-09-12,921.784
2007-09-13,924.998
2007-09-14,911.476
2007-09-17,896.094
2007-09-18,904.126
2007-09-19,928.675
2007-09-20,924.765
2007-09-21,931.267
2007-09-24,928.917
2007-09-25,916.027
2007-09-26,921.226
2007-09-27,931.128
2007-09-28,947.82
2007-10-01,955.903
2007-10-02,951.454
2007-10-03,959.396
2007-10-04,959.95
2007-10-05,973.207
2007-10-08,972.55
2007-10-09,979.659
2007-10-10,991.784
2007-10-11,1008.124
2007-10-12,1000.634
2007-10-15,1004.182
2007-10-16,980.795
2007-10-17,996.546
2007-10-18,991.054
2007-10-19,971.513
2007-10-22,929.403
2007-10-23,948.229
2007-10-24,933.666
2007-10-25,951.879
2007-10-26,959.539
2007-10-29,962.92
2007-10-30,959.781
2007-10-31,974.583
2007-11-01,961.699
2007-11-02,954.178
2007-11-05,944.08
2007-11-06,962.31
2007-11-07,961.987
2007-11-08,956.664
2007-11-09,939.129
2007-11-12,930.205
2007-11-13,931.725
2007-11-14,943.829
2007-11-15,920.925
2007-11-16,914.182
2007-11-19,875.359
2007-11-20,898.706
2007-11-21,874.465
2007-11-22,881.709
2007-11-23,892.545
2007-11-26,906.707
2007-11-27,898.613
2007-11-28,914.031
2007-11-29,926.333
2007-11-30,928.466
2007-12-03,924.947
2007-12-04,919.258
2007-12-05,931.005
2007-12-06,924.394
2007-12-07,938.416
2007-12-10,943.755
2007-12-11,947.244
2007-12-12,944.373
2007-12-13,917.452
2007-12-14,911.438
2007-12-17,879.891
2007-12-18,880.271
2007-12-19,876.303
2007-12-20,869.866
2007-12-21,884.617
2007-12-24,883.683
2007-12-25,883.683
2007-12-26,893.909
2007-12-27,893.833
2007-12-28,908.787
2007-12-31,903.872
2008-01-01,903.872
2008-01-02,912.733
2008-01-03,908.724
2008-01-04,892.731
2008-01-07,883.103
2008-01-08,887.296
2008-01-09,858.674
2008-01-10,847.4
2008-01-11,844.427
2008-01-14,859.247
2008-01-15,834.081
2008-01-16,805.869
2008-01-17,809.11
2008-01-18,797.978
2008-01-21,755.092
2008-01-22,771.72
2008-01-23,762.361
2008-01-24,803.32
2008-01-25,814.181
2008-01-28,807.394
2008-01-29,823.717
2008-01-30,817.003
2008-01-31,799.496
2008-02-01,829.892
2008-02-04,844.751
2008-02-05,810.67
2008-02-06,805.875
2008-02-07,773.112
2008-02-08,774.723
2008-02-11,768.595
2008-02-12,811.733
2008-02-13,817.983
2008-02-14,822.786
2008-02-15,823.546
2008-02-18,840.59
2008-02-19,856.032
2008-02-20,843.958
2008-02-21,873.445
2008-02-22,869.675
2008-02-25,887.221
2008-02-26,903.074
2008-02-27,919.575
2008-02-28,908.454
2008-02-29,900.885
2008-03-03,892.103
2008-03-04,881.34
2008-03-05,898.495
2008-03-06,896.374
2008-03-07,877.299
2008-03-10,865.579
2008-03-11,877.379
2008-03-12,891.288
2008-03-13,878.558
2008-03-14,871.68
2008-03-17,853.794
2008-03-18,865.642
2008-03-19,854.124
2008-03-20,827.497
2008-03-21,827.497
2008-03-24,825.824
2008-03-25,872.8
2008-03-26,881.917
2008-03-27,909.687
2008-03-28,906.028
2008-03-31,914.546
2008-04-01,931.751
2008-04-02,938.156
2008-04-03,930.456
2008-04-04,925.385
2008-04-07,936.714
2008-04-08,923.015
2008-04-09,933.558
2008-04-10,931.527
2008-04-11,912.366
2008-04-14,909.102
2008-04-15,911.032
2008-04-16,925.827
2008-04-17,904.747
2008-04-18,897.445
2008-04-21,916.108
2008-04-22,919.032
2008-04-23,917.271
2008-04-24,899.048
2008-04-25,906.822
2008-04-28,917.417
2008-04-29,904.644
2008-04-30,907.299
2008-05-01,898.931
2008-05-02,914.221
2008-05-05,916.02
2008-05-06,935.905
2008-05-07,939.102
2008-05-08,945.748
2008-05-09,946.538
2008-05-12,957.35
2008-05-13,958.533
2008-05-14,957.679
2008-05-15,956.744
2008-05-16,971.098
2008-05-19,980.207
2008-05-20,968.091
2008-05-21,988.544
2008-05-22,977.057
2008-05-23,968.618
2008-05-26,977.643
2008-05-27,967.104
2008-05-28,963.77
2008-05-29,971.884
2008-05-30,968.977
2008-06-02,961.133
2008-06-03,963.87
2008-06-04,938.57
2008-06-05,942.287
2008-06-06,954.342
2008-06-09,938.528
2008-06-10,910.764
2008-06-11,898.232
2008-06-12,894.701
2008-06-13,896.323
2008-06-16,907.378
2008-06-17,921.963
2008-06-18,900.784
2008-06-19,902.744
2008-06-20,909.566
2008-06-23,888.321
2008-06-24,871.17
2008-06-25,885.784
2008-06-26,882.857
2008-06-27,881.156
2008-06-30,884.175
2008-07-01,863.98
2008-07-02,858.321
2008-07-03,839.34
2008-07-04,828.809
2008-07-07,831.17
2008-07-08,805.634
2008-07-09,818.002
2008-07-10,804.617
2008-07-11,798.776
2008-07-14,796.544
2008-07-15,779.939
2008-07-16,768.375
2008-07-17,799.462
2008-07-18,805.969
2008-07-21,809.697
2008-07-22,794.311
2008-07-23,803.904
2008-07-24,785.708
2008-07-25,774.524
2008-07-28,779.705
2008-07-29,768.542
2008-07-30,794.59
2008-07-31,797.489
2008-08-01,783.226
2008-08-04,775.564
2008-08-05,771.882
2008-08-06,783.843
2008-08-07,785.255
2008-08-08,774.583
2008-08-11,785.239
2008-08-12,785.583
2008-08-13,774.765
2008-08-14,777.711
2008-08-15,770.778
2008-08-18,772.518
2008-08-19,740.884
2008-08-20,742.567
2008-08-21,749.406
2008-08-22,757.774
2008-08-25,745.558
2008-08-26,730.577
2008-08-27,736.089
2008-08-28,749.475
2008-08-29,753.715
2008-09-01,745.297
2008-09-02,740.467
2008-09-03,728.502
2008-09-04,709.685
2008-09-05,682.596
2008-09-08,693.024
2008-09-09,666.02
2008-09-10,648.189
2008-09-11,630.101
2008-09-12,649.051
2008-09-15,625.598
2008-09-16,596.951
2008-09-17,585.25
2008-09-18,582.375
2008-09-19,635.042
2008-09-22,648.816
2008-09-23,637.326
2008-09-24,629.27
2008-09-25,639.106
2008-09-26,625.242
2008-09-29,580.935
2008-09-30,570.109
2008-10-01,572.236
2008-10-02,550.679
2008-10-03,552.229
2008-10-06,491.924
2008-10-07,483.164
2008-10-08,442.559
2008-10-09,443.647
2008-10-10,414.595
2008-10-13,453.802
2008-10-14,471.786
2008-10-15,431.992
2008-10-16,397.361
2008-10-17,402.304
2008-10-20,405.239
2008-10-21,405.253
2008-10-22,381.721
2008-10-23,365.965
2008-10-24,338.86
2008-10-27,311.431
2008-10-28,318.622
2008-10-29,370.133
2008-10-30,384.611
2008-10-31,382.427
2008-11-03,404.919
2008-11-04,437.67
2008-11-05,427.978
2008-11-06,392.078
2008-11-07,402.416
2008-11-10,409.183
2008-11-11,374.815
2008-11-12,354.971
2008-11-13,355.078
2008-11-14,360.428
2008-11-17,355.508
2008-11-18,346.115
2008-11-19,330.883
2008-11-20,313.036
2008-11-21,303.008
2008-11-24,332.974
2008-11-25,338.218
2008-11-26,329.939
2008-11-27,344.153
2008-11-28,335.991
2008-12-01,316.135
2008-12-02,323.343
2008-12-03,321.126
2008-12-04,322.16
2008-12-05,308.593
2008-12-08,336.85
2008-12-09,337.537
2008-12-10,345.464
2008-12-11,347.109
2008-12-12,342.057
2008-12-15,337.237
2008-12-16,336.582
2008-12-17,349.161
2008-12-18,360.214
2008-12-19,344.335
2008-12-22,331.89
2008-12-23,330.191
2008-12-24,327.422
2008-12-25,327.422
2008-12-26,328.909
2008-12-29,339.804
2008-12-30,344.006
2008-12-31,336.846
2009-01-01,336.846
2009-01-02,362.171
2009-01-05,365.055
2009-01-06,364.498
2009-01-07,372.172
2009-01-08,363.565
2009-01-09,360.313
2009-01-12,353.899
2009-01-13,341.291
2009-01-14,325.281
2009-01-15,321.075
2009-01-16,330.189
2009-01-19,321.898
2009-01-20,308.209
2009-01-21,314.87
2009-01-22,316.833
2009-01-23,316.262
2009-01-26,336.077
2009-01-27,333.526
2009-01-28,348.042
2009-01-29,335.317
2009-01-30,324.336
2009-02-02,317.259
2009-02-03,320.671
2009-02-04,328.115
2009-02-05,326.245
2009-02-06,341.257
2009-02-09,360.745
2009-02-10,348.292
2009-02-11,338.364
2009-02-12,333.136
2009-02-13,343.216
2009-02-16,336.326
2009-02-17,314.935
2009-02-18,316.275
2009-02-19,319.224
2009-02-20,305.916
2009-02-23,307.978
2009-02-24,298.067
2009-02-25,299.131
2009-02-26,305.488
2009-02-27,300.434
2009-03-02,285.316
2009-03-03,282.685
2009-03-04,296.849
2009-03-05,281.35
2009-03-06,279.654
2009-03-09,280.719
2009-03-10,297.156
2009-03-11,303.831
2009-03-12,306.445
2009-03-13,314.024
2009-03-16,327.09
2009-03-17,324.268
2009-03-18,322.87
2009-03-19,344.37
2009-03-20,331.771
2009-03-23,341.945
2009-03-24,336.438
2009-03-25,338.027
2009-03-26,345.401
2009-03-27,337.662
2009-03-30,323.073
2009-03-31,330.558
2009-04-01,337.997
2009-04-02,358.735
2009-04-03,362.598
2009-04-06,362.48
2009-04-07,355.439
2009-04-08,354.948
2009-04-09,360.693
2009-04-10,360.693
2009-04-13,363.883
2009-04-14,380.85
2009-04-15,379.264
2009-04-16,386.353
2009-04-17,388.933
2009-04-20,364.951
2009-04-21,372.117
2009-04-22,393.676
2009-04-23,400.905
2009-04-24,421.932
2009-04-27,421.077
2009-04-28,417.577
2009-04-29,431.146
2009-04-30,436.422
2009-05-01,436.162
2009-05-04,449.667
2009-05-05,449.062
2009-05-06,469.287
2009-05-07,474.321
2009-05-08,481.41
2009-05-11,475.482
2009-05-12,472.771
2009-05-13,455.823
2009-05-14,461.064
2009-05-15,473.174
2009-05-18,484.127
2009-05-19,493.981
2009-05-20,508.754
2009-05-21,504.047
2009-05-22,509.791
2009-05-25,507.844
2009-05-26,500.635
2009-05-27,490.557
2009-05-28,488.811
2009-05-29,496.104
2009-06-01,520.774
2009-06-02,517.686
2009-06-03,492.171
2009-06-04,497.762
2009-06-05,488.428
2009-06-08,478.676
2009-06-09,483.873
2009-06-10,502.451
2009-06-11,504.542
2009-06-12,503.977
2009-06-15,485.37
2009-06-16,485.663
2009-06-17,473.38
2009-06-18,473.349
2009-06-19,471.494
2009-06-22,449.382
2009-06-23,450.172
2009-06-24,469.415
2009-06-25,456.113
2009-06-26,468.235
2009-06-29,479.059
2009-06-30,471.372
2009-07-01,495.933
2009-07-02,479.191
2009-07-03,475.919
2009-07-06,459.135
2009-07-07,457.395
2009-07-08,447.644
2009-07-09,447.805
2009-07-10,442.49
2009-07-13,445.99
2009-07-14,453.079
2009-07-15,472.717
2009-07-16,470.822
2009-07-17,473.759
2009-07-20,483.67
2009-07-21,495.471
2009-07-22,505.124
2009-07-23,519.01
2009-07-24,520.919
2009-07-27,515.548
2009-07-28,519.907
2009-07-29,519.258
2009-07-30,531.293
2009-07-31,542.386
2009-08-03,562.993
2009-08-04,552.885
2009-08-05,554.188
2009-08-06,554.444
2009-08-07,555.861
2009-08-10,556.412
2009-08-11,548.909
2009-08-12,558.531
2009-08-13,572.349
2009-08-14,565.077
2009-08-17,551.25
2009-08-18,562.45
2009-08-19,561.815
2009-08-20,574.314
2009-08-21,589.654
2009-08-24,594.724
2009-08-25,591.716
2009-08-26,574.95
2009-08-27,571.587
2009-08-28,588.529
2009-08-31,579.019
2009-09-01,569.828
2009-09-02,555.613
2009-09-03,560.369
2009-09-04,572.099
2009-09-07,591.54
2009-09-08,601.664
2009-09-09,608.727
2009-09-10,605.832
2009-09-11,613.755
2009-09-14,612.32
2009-09-15,620.32
2009-09-16,635.24
2009-09-17,643.461
2009-09-18,638.641
2009-09-21,628.584
2009-09-22,647.118
2009-09-23,647.959
2009-09-24,624.612
2009-09-25,619.778
2009-09-28,625.347
2009-09-29,615.717
2009-09-30,619.067
2009-10-01,606.962
2009-10-02,597.687
2009-10-05,599.059
2009-10-06,628.974
2009-10-07,620.256
2009-10-08,630.576
2009-10-09,632.448
2009-10-12,640.21
2009-10-13,639.566
2009-10-14,655.521
2009-10-15,653.961
2009-10-16,646.484
2009-10-19,655.483
2009-10-20,647.616
2009-10-21,657.685
2009-10-22,655.508
2009-10-23,668.083
2009-10-26,663.175
2009-10-27,655.032
2009-10-28,630.581
2009-10-29,649.345
2009-10-30,648.682
2009-11-02,648.0
2009-11-03,628.827
2009-11-04,654.304
2009-11-05,667.107
2009-11-06,661.511
2009-11-09,687.894
2009-11-10,687.915
2009-11-11,695.001
2009-11-12,693.443
2009-11-13,694.781
2009-11-16,706.808
2009-11-17,691.266
2009-11-18,696.987
2009-11-19,673.849
2009-11-20,670.935
2009-11-23,697.046
2009-11-24,687.827
2009-11-25,695.922
2009-11-26,665.443
2009-11-27,683.047
2009-11-30,670.413
2009-12-01,693.677
2009-12-02,702.895
2009-12-03,701.14
2009-12-04,697.494
2009-12-07,691.897
2009-12-08,678.102
2009-12-09,670.509
2009-12-10,674.409
2009-12-11,670.693
2009-12-14,673.546
2009-12-15,661.516
2009-12-16,665.384
2009-12-17,649.1
2009-12-18,644.17
2009-12-21,649.735
2009-12-22,643.5
2009-12-23,656.202
2009-12-24,653.907
2009-12-25,653.907
2009-12-28,664.17
2009-12-29,673.237
2009-12-30,672.773
2009-12-31,676.194
2010-01-01,676.194
2010-01-04,697.132
2010-01-05,701.693
2010-01-06,700.536
2010-01-07,708.581
2010-01-08,709.531
2010-01-11,722.249
2010-01-12,710.026
2010-01-13,710.984
2010-01-14,717.714
2010-01-15,715.027
2010-01-18,726.301
2010-01-19,727.152
2010-01-20,707.098
2010-01-21,697.692
2010-01-22,688.344
2010-01-25,691.142
2010-01-26,678.469
2010-01-27,678.932
2010-01-28,670.024
2010-01-29,675.719
2010-02-01,690.084
2010-02-02,699.578
2010-02-03,699.633
2010-02-04,674.452
2010-02-05,659.73
2010-02-08,658.451
2010-02-09,665.335
2010-02-10,666.104
2010-02-11,684.225
2010-02-12,678.612
2010-02-15,669.503
2010-02-16,680.439
2010-02-17,692.669
2010-02-18,696.16
2010-02-19,691.982
2010-02-22,699.592
2010-02-23,693.566
2010-02-24,697.451
2010-02-25,684.222
2010-02-26,698.022
2010-03-01,700.698
2010-03-02,715.879
2010-03-03,727.213
2010-03-04,728.257
2010-03-05,738.458
2010-03-08,745.031
2010-03-09,736.753
2010-03-10,741.044
2010-03-11,747.842
2010-03-12,751.024
2010-03-15,739.529
2010-03-16,754.355
2010-03-17,754.792
2010-03-18,740.932
2010-03-19,735.127
2010-03-22,737.811
2010-03-23,744.555
2010-03-24,731.942
2010-03-25,744.213
2010-03-26,747.234
2010-03-29,748.397
2010-03-30,748.944
2010-03-31,754.237
2010-04-01,773.504
2010-04-02,773.504
2010-04-05,775.043
2010-04-06,777.462
2010-04-07,770.729
2010-04-08,769.957
2010-04-09,778.494
2010-04-12,780.275
2010-04-13,768.286
2010-04-14,776.198
2010-04-15,782.226
2010-04-16,770.669
2010-04-19,762.238
2010-04-20,781.061
2010-04-21,759.208
2010-04-22,747.306
2010-04-23,769.234
2010-04-26,769.242
2010-04-27,743.859
2010-04-28,725.964
2010-04-29,742.719
2010-04-30,746.109
2010-05-03,744.774
2010-05-04,720.852
2010-05-05,684.152
2010-05-06,653.947
2010-05-07,617.826
2010-05-10,671.595
2010-05-11,653.499
2010-05-12,677.636
2010-05-13,671.496
2010-05-14,652.749
2010-05-17,640.77
2010-05-18,656.601
2010-05-19,627.301
2010-05-20,597.465
2010-05-21,614.046
2010-05-24,613.322
2010-05-25,580.154
2010-05-26,606.738
2010-05-27,627.755
2010-05-28,632.128
2010-05-31,636.766
2010-06-01,641.09
2010-06-02,638.197
2010-06-03,650.141
2010-06-04,626.903
2010-06-07,604.076
2010-06-08,594.451
2010-06-09,619.113
2010-06-10,633.811
2010-06-11,627.073
2010-06-14,643.902
2010-06-15,647.462
2010-06-16,638.874
2010-06-17,638.675
2010-06-18,643.991
2010-06-21,649.174
2010-06-22,646.364
2010-06-23,635.54
2010-06-24,624.675
2010-06-25,625.222
2010-06-28,632.074
2010-06-29,602.837
2010-06-30,612.199
2010-07-01,601.549
2010-07-02,614.374
2010-07-05,608.79
2010-07-06,631.712
2010-07-07,634.276
2010-07-08,646.352
2010-07-09,655.583
2010-07-12,658.145
2010-07-13,677.442
2010-07-14,683.435
2010-07-15,682.508
2010-07-16,675.366
2010-07-19,669.212
2010-07-20,656.58
2010-07-21,665.66
2010-07-22,674.977
2010-07-23,669.448
2010-07-26,682.936
2010-07-27,688.352
2010-07-28,694.626
2010-07-29,694.146
2010-07-30,693.316
2010-08-02,717.809
2010-08-03,720.835
2010-08-04,711.03
2010-08-05,712.799
2010-08-06,718.011
2010-08-09,727.71
2010-08-10,710.995
2010-08-11,675.363
2010-08-12,667.062
2010-08-13,665.134
2010-08-16,677.697
2010-08-17,690.263
2010-08-18,683.595
2010-08-19,674.31
2010-08-20,661.685
2010-08-23,660.331
2010-08-24,643.615
2010-08-25,636.885
2010-08-26,648.218
2010-08-27,654.714
2010-08-30,654.415
2010-08-31,650.628
2010-09-01,679.088
2010-09-02,684.957
2010-09-03,689.646
2010-09-06,700.664
2010-09-07,691.854
2010-09-08,703.747
2010-09-09,710.396
2010-09-10,714.497
2010-09-13,730.667
2010-09-14,740.164
2010-09-15,736.824
2010-09-16,736.985
2010-09-17,735.733
2010-09-20,744.791
2010-09-21,757.219
