Date,NETHERLANDS SMID VALUE SMID (Small+Mid Cap)
2001-01-01,360.964
2001-01-02,365.586
2001-01-03,359.846
2001-01-04,363.535
2001-01-05,364.318
2001-01-08,362.455
2001-01-09,361.051
2001-01-10,359.628
2001-01-11,367.23
2001-01-12,370.039
2001-01-15,371.983
2001-01-16,371.282
2001-01-17,371.563
2001-01-18,377.513
2001-01-19,374.114
2001-01-22,373.088
2001-01-23,374.571
2001-01-24,370.789
2001-01-25,371.619
2001-01-26,371.219
2001-01-29,369.929
2001-01-30,372.728
2001-01-31,379.734
2001-02-01,384.712
2001-02-02,382.236
2001-02-05,384.844
2001-02-06,381.967
2001-02-07,383.438
2001-02-08,378.742
2001-02-09,379.76
2001-02-12,384.506
2001-02-13,384.763
2001-02-14,380.014
2001-02-15,376.816
2001-02-16,383.588
2001-02-19,387.402
2001-02-20,381.897
2001-02-21,379.241
2001-02-22,374.893
2001-02-23,371.777
2001-02-26,374.59
2001-02-27,380.702
2001-02-28,377.979
2001-03-01,380.631
2001-03-02,383.164
2001-03-05,380.567
2001-03-06,381.821
2001-03-07,381.502
2001-03-08,383.81
2001-03-09,382.81
2001-03-12,378.058
2001-03-13,370.211
2001-03-14,361.291
2001-03-15,359.955
2001-03-16,353.644
2001-03-19,352.572
2001-03-20,354.522
2001-03-21,345.862
2001-03-22,327.644
2001-03-23,333.658
2001-03-26,337.654
2001-03-27,341.16
2001-03-28,340.013
2001-03-29,336.708
2001-03-30,338.978
2001-04-02,338.249
2001-04-03,336.001
2001-04-04,338.541
2001-04-05,340.574
2001-04-06,340.489
2001-04-09,340.985
2001-04-10,339.011
2001-04-11,340.173
2001-04-12,346.959
2001-04-13,346.959
2001-04-16,343.405
2001-04-17,339.642
2001-04-18,329.335
2001-04-19,334.122
2001-04-20,338.526
2001-04-23,336.482
2001-04-24,335.604
2001-04-25,337.793
2001-04-26,339.72
2001-04-27,338.236
2001-04-30,335.907
2001-05-01,341.725
2001-05-02,346.654
2001-05-03,347.264
2001-05-04,349.361
2001-05-07,349.202
2001-05-08,348.227
2001-05-09,348.137
2001-05-10,348.728
2001-05-11,346.385
2001-05-14,345.678
2001-05-15,348.035
2001-05-16,350.012
2001-05-17,349.621
2001-05-18,350.789
2001-05-21,350.864
2001-05-22,351.659
2001-05-23,348.236
2001-05-24,346.824
2001-05-25,345.642
2001-05-28,348.178
2001-05-29,345.547
2001-05-30,345.039
2001-05-31,340.548
2001-06-01,339.886
2001-06-04,340.344
2001-06-05,343.975
2001-06-06,341.861
2001-06-07,341.189
2001-06-08,339.875
2001-06-11,336.635
2001-06-12,336.174
2001-06-13,336.671
2001-06-14,336.319
2001-06-15,332.399
2001-06-18,331.525
2001-06-19,328.98
2001-06-20,321.654
2001-06-21,320.756
2001-06-22,319.472
2001-06-25,323.033
2001-06-26,320.362
2001-06-27,312.536
2001-06-28,311.236
2001-06-29,314.476
2001-07-02,311.65
2001-07-03,311.758
2001-07-04,311.772
2001-07-05,306.521
2001-07-06,306.326
2001-07-09,305.51
2001-07-10,309.528
2001-07-11,308.865
2001-07-12,307.26
2001-07-13,306.553
2001-07-16,305.201
2001-07-17,303.356
2001-07-18,307.646
2001-07-19,307.189
2001-07-20,307.809
2001-07-23,306.557
2001-07-24,308.448
2001-07-25,307.703
2001-07-26,305.555
2001-07-27,305.013
2001-07-30,307.138
2001-07-31,307.567
2001-08-01,310.015
2001-08-02,312.53
2001-08-03,313.434
2001-08-06,311.331
2001-08-07,310.073
2001-08-08,307.932
2001-08-09,309.686
2001-08-10,311.165
2001-08-13,311.691
2001-08-14,310.355
2001-08-15,312.344
2001-08-16,311.561
2001-08-17,310.47
2001-08-20,306.184
2001-08-21,306.975
2001-08-22,310.78
2001-08-23,307.428
2001-08-24,308.986
2001-08-27,308.141
2001-08-28,306.939
2001-08-29,307.765
2001-08-30,305.751
2001-08-31,303.282
2001-09-03,299.233
2001-09-04,291.802
2001-09-05,289.059
2001-09-06,285.61
2001-09-07,285.491
2001-09-10,278.486
2001-09-11,271.367
2001-09-12,268.936
2001-09-13,270.267
2001-09-14,265.381
2001-09-17,263.447
2001-09-18,261.094
2001-09-19,263.201
2001-09-20,253.339
2001-09-21,239.127
2001-09-24,248.166
2001-09-25,257.556
2001-09-26,259.369
2001-09-27,256.836
2001-09-28,261.751
2001-10-01,260.619
2001-10-02,257.296
2001-10-03,257.7
2001-10-04,260.273
2001-10-05,262.46
2001-10-08,263.16
2001-10-09,264.866
2001-10-10,266.911
2001-10-11,269.06
2001-10-12,268.315
2001-10-15,266.161
2001-10-16,267.177
2001-10-17,268.8
2001-10-18,265.231
