Date,NETHERLANDS SMID VALUE SMID (Small+Mid Cap)
2001-10-19,263.729
2001-10-22,261.997
2001-10-23,265.201
2001-10-24,267.379
2001-10-25,268.593
2001-10-26,269.073
2001-10-29,273.5
2001-10-30,271.301
2001-10-31,269.81
2001-11-01,271.026
2001-11-02,270.178
2001-11-05,270.326
2001-11-06,270.843
2001-11-07,271.373
2001-11-08,269.526
2001-11-09,267.47
2001-11-12,265.528
2001-11-13,265.191
2001-11-14,265.944
2001-11-15,268.72
2001-11-16,276.635
2001-11-19,277.193
2001-11-20,276.699
2001-11-21,274.593
2001-11-22,274.939
2001-11-23,276.128
2001-11-26,277.882
2001-11-27,277.225
2001-11-28,277.636
2001-11-29,277.287
2001-11-30,281.302
2001-12-03,279.122
2001-12-04,279.419
2001-12-05,282.572
2001-12-06,284.131
2001-12-07,284.479
2001-12-10,282.547
2001-12-11,281.527
2001-12-12,282.08
2001-12-13,281.135
2001-12-14,282.783
2001-12-17,285.256
2001-12-18,285.384
2001-12-19,284.071
2001-12-20,283.9
2001-12-21,283.776
2001-12-24,283.289
2001-12-25,283.289
2001-12-26,283.531
2001-12-27,289.603
2001-12-28,287.774
2001-12-31,290.58
2002-01-01,290.58
2002-01-02,295.06
2002-01-03,295.978
2002-01-04,298.417
2002-01-07,300.291
2002-01-08,299.403
2002-01-09,300.827
2002-01-10,299.704
2002-01-11,300.349
2002-01-14,299.778
2002-01-15,299.001
2002-01-16,294.511
2002-01-17,293.789
2002-01-18,293.411
2002-01-21,293.653
2002-01-22,293.973
2002-01-23,293.468
2002-01-24,293.642
2002-01-25,289.177
2002-01-28,289.075
2002-01-29,288.831
2002-01-30,287.424
2002-01-31,288.895
2002-02-01,289.545
2002-02-04,292.511
2002-02-05,294.064
2002-02-06,294.199
2002-02-07,294.182
2002-02-08,294.646
2002-02-11,297.91
2002-02-12,296.884
2002-02-13,297.072
2002-02-14,296.748
2002-02-15,299.262
2002-02-18,298.163
2002-02-19,297.079
2002-02-20,296.572
2002-02-21,296.716
2002-02-22,295.98
2002-02-25,293.802
2002-02-26,294.117
2002-02-27,294.001
2002-02-28,294.453
2002-03-01,296.094
2002-03-04,302.061
2002-03-05,303.045
2002-03-06,305.964
2002-03-07,313.964
2002-03-08,313.721
2002-03-11,315.67
2002-03-12,313.279
2002-03-13,314.679
2002-03-14,316.51
2002-03-15,316.316
2002-03-18,318.029
2002-03-19,320.543
2002-03-20,319.585
2002-03-21,317.795
2002-03-22,318.109
2002-03-25,315.084
2002-03-26,315.697
2002-03-27,316.249
2002-03-28,318.948
2002-03-29,318.948
2002-04-01,321.562
2002-04-02,323.268
2002-04-03,324.514
2002-04-04,323.902
2002-04-05,322.067
2002-04-08,317.66
2002-04-09,318.68
2002-04-10,320.479
2002-04-11,320.716
2002-04-12,319.273
2002-04-15,318.785
2002-04-16,322.126
2002-04-17,326.062
2002-04-18,327.715
2002-04-19,328.697
2002-04-22,327.95
2002-04-23,328.059
2002-04-24,328.294
2002-04-25,327.673
2002-04-26,329.148
2002-04-29,330.425
2002-04-30,329.425
2002-05-01,331.29
2002-05-02,331.165
2002-05-03,332.542
2002-05-06,332.654
2002-05-07,330.085
2002-05-08,331.489
2002-05-09,331.922
2002-05-10,334.004
2002-05-13,334.078
2002-05-14,332.163
2002-05-15,334.91
2002-05-16,336.492
2002-05-17,339.619
2002-05-20,339.468
2002-05-21,335.34
2002-05-22,334.57
2002-05-23,333.07
2002-05-24,335.137
2002-05-27,333.059
2002-05-28,336.07
2002-05-29,336.788
2002-05-30,335.704
2002-05-31,334.507
2002-06-03,335.14
2002-06-04,333.644
2002-06-05,330.391
2002-06-06,331.022
2002-06-07,326.323
2002-06-10,328.45
2002-06-11,328.153
2002-06-12,323.787
2002-06-13,321.416
2002-06-14,315.864
2002-06-17,318.182
2002-06-18,320.167
2002-06-19,318.928
2002-06-20,317.169
2002-06-21,317.951
2002-06-24,316.734
2002-06-25,313.475
2002-06-26,314.775
2002-06-27,314.644
2002-06-28,317.676
2002-07-01,322.566
2002-07-02,320.068
2002-07-03,314.351
2002-07-04,315.529
2002-07-05,317.525
2002-07-08,322.503
2002-07-09,323.886
2002-07-10,316.91
2002-07-11,312.13
2002-07-12,309.996
2002-07-15,305.508
2002-07-16,303.531
2002-07-17,306.999
2002-07-18,312.535
2002-07-19,309.195
2002-07-22,297.221
2002-07-23,288.743
2002-07-24,276.857
2002-07-25,283.05
2002-07-26,280.798
2002-07-29,284.331
2002-07-30,288.082
2002-07-31,289.256
2002-08-01,284.961
2002-08-02,281.707
2002-08-05,272.04
2002-08-06,266.323
2002-08-07,268.43
2002-08-08,271.111
2002-08-09,272.909
2002-08-12,272.264
2002-08-13,270.508
2002-08-14,272.099
2002-08-15,274.994
2002-08-16,276.142
2002-08-19,277.201
2002-08-20,276.542
2002-08-21,280.449
2002-08-22,282.197
2002-08-23,281.822
2002-08-26,280.914
2002-08-27,284.689
2002-08-28,282.011
2002-08-29,278.301
2002-08-30,279.161
2002-09-02,280.225
2002-09-03,278.526
2002-09-04,278.376
2002-09-05,275.638
2002-09-06,274.814
2002-09-09,269.447
2002-09-10,268.617
2002-09-11,269.182
2002-09-12,268.383
2002-09-13,267.417
2002-09-16,263.583
2002-09-17,261.388
2002-09-18,259.195
2002-09-19,258.408
2002-09-20,260.262
2002-09-23,253.436
2002-09-24,243.887
2002-09-25,242.983
2002-09-26,244.425
2002-09-27,243.349
2002-09-30,241.6
2002-10-01,240.278
2002-10-02,242.811
2002-10-03,244.876
2002-10-04,241.206
2002-10-07,234.826
2002-10-08,231.63
2002-10-09,231.795
2002-10-10,232.958
2002-10-11,237.222
2002-10-14,239.738
2002-10-15,245.093
2002-10-16,246.332
2002-10-17,250.032
2002-10-18,248.326
2002-10-21,251.005
2002-10-22,254.327
2002-10-23,250.053
2002-10-24,250.314
2002-10-25,250.798
2002-10-28,255.649
2002-10-29,250.838
2002-10-30,253.828
2002-10-31,259.377
2002-11-01,261.205
2002-11-04,263.559
2002-11-05,263.85
2002-11-06,261.572
2002-11-07,262.431
2002-11-08,260.644
2002-11-11,259.209
2002-11-12,260.406
2002-11-13,259.591
2002-11-14,260.024
2002-11-15,261.353
2002-11-18,261.83
2002-11-19,262.416
2002-11-20,256.714
2002-11-21,259.585
2002-11-22,260.498
2002-11-25,260.208
2002-11-26,259.529
2002-11-27,259.962
2002-11-28,265.242
2002-11-29,269.5
2002-12-02,272.777
2002-12-03,269.833
2002-12-04,267.89
2002-12-05,268.463
2002-12-06,268.068
2002-12-09,264.938
2002-12-10,265.13
2002-12-11,264.847
2002-12-12,265.303
2002-12-13,265.922
2002-12-16,267.804
2002-12-17,268.889
2002-12-18,267.332
2002-12-19,265.026
2002-12-20,265.165
2002-12-23,265.477
2002-12-24,266.242
2002-12-25,266.242
2002-12-26,266.914
2002-12-27,267.473
2002-12-30,268.327
2002-12-31,271.031
2003-01-01,271.031
2003-01-02,272.888
2003-01-03,277.58
2003-01-06,278.029
2003-01-07,274.718
2003-01-08,272.634
2003-01-09,274.792
2003-01-10,276.684
2003-01-13,277.562
2003-01-14,278.405
2003-01-15,276.555
2003-01-16,276.289
2003-01-17,276.566
2003-01-20,275.776
2003-01-21,273.068
2003-01-22,270.595
2003-01-23,269.152
2003-01-24,268.14
2003-01-27,263.623
2003-01-28,261.84
2003-01-29,258.324
2003-01-30,257.288
2003-01-31,258.189
2003-02-03,259.869
2003-02-04,259.624
2003-02-05,259.441
2003-02-06,258.559
2003-02-07,256.159
2003-02-10,252.722
2003-02-11,252.457
2003-02-12,247.104
2003-02-13,248.001
2003-02-14,247.127
2003-02-17,246.942
2003-02-18,244.994
2003-02-19,243.84
2003-02-20,245.466
2003-02-21,246.011
2003-02-24,240.795
2003-02-25,232.757
2003-02-26,228.11
2003-02-27,228.194
2003-02-28,231.603
2003-03-03,235.009
2003-03-04,229.973
2003-03-05,228.867
2003-03-06,226.306
2003-03-07,223.432
2003-03-10,218.225
2003-03-11,215.927
2003-03-12,211.917
2003-03-13,217.772
2003-03-14,222.139
2003-03-17,223.199
2003-03-18,224.72
2003-03-19,227.756
2003-03-20,226.942
2003-03-21,231.098
2003-03-24,229.144
2003-03-25,232.926
2003-03-26,230.241
2003-03-27,229.138
2003-03-28,230.645
2003-03-31,228.551
2003-04-01,231.229
2003-04-02,234.627
2003-04-03,235.073
2003-04-04,236.578
2003-04-07,240.963
2003-04-08,240.38
2003-04-09,238.903
2003-04-10,241.699
2003-04-11,240.835
2003-04-14,241.758
2003-04-15,245.966
2003-04-16,248.139
2003-04-17,248.992
2003-04-18,248.992
2003-04-21,247.919
2003-04-22,250.11
2003-04-23,254.81
2003-04-24,256.857
2003-04-25,256.32
2003-04-28,259.066
2003-04-29,262.601
2003-04-30,268.657
2003-05-01,271.124
2003-05-02,283.107
2003-05-05,290.295
2003-05-06,294.937
2003-05-07,295.579
2003-05-08,296.488
2003-05-09,302.332
2003-05-12,305.106
2003-05-13,300.806
2003-05-14,304.503
2003-05-15,308.066
2003-05-16,319.297
2003-05-19,311.868
2003-05-20,310.987
2003-05-21,309.343
2003-05-22,311.532
2003-05-23,312.165
2003-05-26,313.202
2003-05-27,310.468
2003-05-28,311.863
2003-05-29,317.478
2003-05-30,318.49
2003-06-02,318.731
2003-06-03,318.43
2003-06-04,323.702
2003-06-05,330.588
2003-06-06,333.75
2003-06-09,335.16
2003-06-10,332.757
2003-06-11,338.158
2003-06-12,336.963
2003-06-13,328.681
2003-06-16,335.309
2003-06-17,335.977
2003-06-18,333.223
2003-06-19,329.228
2003-06-20,328.593
2003-06-23,319.491
2003-06-24,317.75
2003-06-25,321.314
2003-06-26,316.766
2003-06-27,319.943
2003-06-30,320.411
2003-07-01,322.132
2003-07-02,325.555
2003-07-03,327.701
2003-07-04,322.693
2003-07-07,321.802
2003-07-08,320.195
2003-07-09,319.316
2003-07-10,320.206
2003-07-11,320.659
2003-07-14,324.556
2003-07-15,323.873
2003-07-16,321.509
2003-07-17,318.057
2003-07-18,321.467
2003-07-21,324.389
2003-07-22,326.341
2003-07-23,327.883
2003-07-24,329.564
2003-07-25,329.271
2003-07-28,331.219
2003-07-29,331.04
2003-07-30,327.902
2003-07-31,325.271
2003-08-01,324.687
2003-08-04,325.615
2003-08-05,325.706
2003-08-06,324.953
2003-08-07,326.157
2003-08-08,325.994
2003-08-11,325.171
2003-08-12,325.681
2003-08-13,328.459
2003-08-14,329.56
2003-08-15,330.669
2003-08-18,328.396
2003-08-19,331.523
2003-08-20,332.764
2003-08-21,332.017
2003-08-22,333.036
2003-08-25,332.342
2003-08-26,331.128
2003-08-27,335.174
2003-08-28,340.221
2003-08-29,341.82
2003-09-01,344.962
2003-09-02,344.306
2003-09-03,348.534
2003-09-04,349.173
2003-09-05,356.309
2003-09-08,358.291
2003-09-09,358.085
2003-09-10,353.556
2003-09-11,352.728
2003-09-12,357.863
2003-09-15,358.772
2003-09-16,356.774
2003-09-17,360.435
2003-09-18,360.562
2003-09-19,362.75
2003-09-22,361.086
2003-09-23,355.331
2003-09-24,354.61
2003-09-25,350.941
2003-09-26,350.132
2003-09-29,350.701
2003-09-30,354.57
2003-10-01,355.127
2003-10-02,359.846
2003-10-03,364.343
2003-10-06,364.825
2003-10-07,365.936
2003-10-08,365.193
2003-10-09,367.514
2003-10-10,367.67
2003-10-13,366.148
2003-10-14,367.767
2003-10-15,369.308
2003-10-16,368.493
2003-10-17,364.342
2003-10-20,361.315
2003-10-21,364.094
2003-10-22,362.329
2003-10-23,359.787
2003-10-24,360.082
2003-10-27,360.882
2003-10-28,354.4
2003-10-29,357.114
2003-10-30,359.387
2003-10-31,357.166
2003-11-03,360.691
2003-11-04,361.382
2003-11-05,360.914
2003-11-06,360.201
2003-11-07,363.562
2003-11-10,363.43
2003-11-11,361.597
2003-11-12,367.564
2003-11-13,372.317
2003-11-14,373.692
2003-11-17,368.487
2003-11-18,372.63
2003-11-19,373.38
2003-11-20,370.642
2003-11-21,370.581
2003-11-24,369.456
2003-11-25,373.16
2003-11-26,375.675
2003-11-27,372.161
2003-11-28,373.608
2003-12-01,377.593
2003-12-02,381.264
2003-12-03,382.168
2003-12-04,380.536
2003-12-05,382.067
2003-12-08,382.037
2003-12-09,381.967
2003-12-10,381.013
2003-12-11,378.257
2003-12-12,382.665
2003-12-15,383.932
2003-12-16,382.397
2003-12-17,382.648
2003-12-18,383.548
2003-12-19,383.834
2003-12-22,385.72
2003-12-23,386.963
2003-12-24,387.767
2003-12-25,387.767
2003-12-26,387.611
2003-12-29,390.811
2003-12-30,395.446
2003-12-31,398.544
2004-01-01,398.544
2004-01-02,401.098
2004-01-05,405.599
2004-01-06,406.155
2004-01-07,401.943
2004-01-08,405.849
2004-01-09,407.818
2004-01-12,405.222
2004-01-13,405.698
2004-01-14,405.611
2004-01-15,403.178
2004-01-16,398.581
2004-01-19,401.127
2004-01-20,403.897
2004-01-21,407.079
2004-01-22,410.458
2004-01-23,410.189
2004-01-26,408.459
2004-01-27,413.529
2004-01-28,415.82
2004-01-29,406.814
2004-01-30,409.526
2004-02-02,407.514
2004-02-03,411.061
2004-02-04,407.586
2004-02-05,410.913
2004-02-06,417.98
2004-02-09,419.422
2004-02-10,421.875
2004-02-11,422.77
2004-02-12,428.569
2004-02-13,428.885
2004-02-16,429.669
2004-02-17,435.504
2004-02-18,435.955
2004-02-19,431.731
2004-02-20,426.713
2004-02-23,425.919
2004-02-24,427.053
2004-02-25,424.061
2004-02-26,423.107
2004-02-27,429.308
2004-03-01,431.121
2004-03-02,429.163
2004-03-03,423.965
2004-03-04,428.245
2004-03-05,435.44
2004-03-08,434.388
2004-03-09,434.411
2004-03-10,425.038
2004-03-11,418.45
2004-03-12,417.742
2004-03-15,414.589
2004-03-16,418.245
2004-03-17,419.988
2004-03-18,423.44
2004-03-19,419.346
2004-03-22,412.26
2004-03-23,412.094
2004-03-24,411.212
2004-03-25,415.577
2004-03-26,414.977
2004-03-29,419.663
2004-03-30,421.039
2004-03-31,429.066
2004-04-01,435.174
2004-04-02,430.437
2004-04-05,428.063
2004-04-06,428.521
2004-04-07,432.683
2004-04-08,431.76
2004-04-09,431.76
2004-04-12,430.547
2004-04-13,426.049
2004-04-14,422.283
2004-04-15,419.498
2004-04-16,422.64
2004-04-19,424.22
2004-04-20,423.573
2004-04-21,419.992
2004-04-22,417.166
2004-04-23,418.205
2004-04-26,419.432
2004-04-27,421.311
2004-04-28,421.029
2004-04-29,419.413
2004-04-30,418.617
2004-05-03,418.984
2004-05-04,421.668
2004-05-05,425.528
2004-05-06,416.896
2004-05-07,409.369
2004-05-10,396.252
2004-05-11,400.737
2004-05-12,399.178
2004-05-13,396.98
2004-05-14,397.289
2004-05-17,396.481
2004-05-18,397.918
2004-05-19,404.259
2004-05-20,398.6
2004-05-21,402.774
2004-05-24,403.216
2004-05-25,408.546
2004-05-26,410.039
2004-05-27,417.578
2004-05-28,416.656
2004-05-31,417.116
2004-06-01,414.997
2004-06-02,419.663
2004-06-03,419.541
2004-06-04,421.365
2004-06-07,426.581
2004-06-08,425.278
2004-06-09,417.927
2004-06-10,418.443
2004-06-11,416.419
2004-06-14,416.192
2004-06-15,417.757
2004-06-16,416.962
2004-06-17,418.493
2004-06-18,422.157
2004-06-21,421.331
2004-06-22,421.04
2004-06-23,419.241
2004-06-24,423.364
2004-06-25,423.06
2004-06-28,427.066
2004-06-29,424.833
2004-06-30,426.152
2004-07-01,425.872
2004-07-02,428.463
2004-07-05,426.231
2004-07-06,425.028
2004-07-07,428.398
2004-07-08,429.506
2004-07-09,429.808
2004-07-12,429.817
2004-07-13,427.558
2004-07-14,428.379
2004-07-15,426.003
2004-07-16,428.792
2004-07-19,426.341
2004-07-20,426.194
2004-07-21,423.462
2004-07-22,421.109
2004-07-23,417.425
2004-07-26,416.669
2004-07-27,415.787
2004-07-28,414.805
2004-07-29,420.013
2004-07-30,419.234
2004-08-02,416.274
2004-08-03,418.686
2004-08-04,415.22
2004-08-05,417.521
2004-08-06,418.544
2004-08-09,413.399
2004-08-10,416.703
2004-08-11,410.303
2004-08-12,410.9
2004-08-13,415.885
2004-08-16,417.305
2004-08-17,418.129
2004-08-18,418.814
2004-08-19,419.684
2004-08-20,420.381
2004-08-23,418.883
2004-08-24,416.717
2004-08-25,413.867
2004-08-26,414.204
2004-08-27,412.791
2004-08-30,414.288
2004-08-31,417.271
2004-09-01,419.774
2004-09-02,422.634
2004-09-03,420.794
2004-09-06,423.191
2004-09-07,424.837
2004-09-08,425.25
2004-09-09,423.452
2004-09-10,431.321
2004-09-13,433.825
2004-09-14,433.987
2004-09-15,430.155
2004-09-16,430.276
2004-09-17,431.786
2004-09-20,429.079
2004-09-21,435.203
2004-09-22,434.41
2004-09-23,433.929
2004-09-24,433.159
2004-09-27,431.906
2004-09-28,433.408
2004-09-29,434.36
2004-09-30,438.049
2004-10-01,440.583
2004-10-04,439.245
2004-10-05,441.431
2004-10-06,439.336
2004-10-07,439.982
2004-10-08,442.224
2004-10-11,438.298
2004-10-12,430.622
2004-10-13,430.501
2004-10-14,431.895
2004-10-15,436.35
2004-10-18,436.313
2004-10-19,437.994
2004-10-20,437.739
2004-10-21,440.448
2004-10-22,444.134
2004-10-25,446.271
2004-10-26,446.452
2004-10-27,446.929
2004-10-28,444.675
2004-10-29,445.066
2004-11-01,447.778
2004-11-02,448.871
2004-11-03,453.411
2004-11-04,455.6
2004-11-05,460.107
2004-11-08,462.361
2004-11-09,461.405
2004-11-10,464.372
2004-11-11,466.587
2004-11-12,468.587
2004-11-15,470.628
2004-11-16,470.702
2004-11-17,475.923
2004-11-18,478.047
2004-11-19,480.36
2004-11-22,477.657
2004-11-23,481.602
2004-11-24,485.804
2004-11-25,492.131
2004-11-26,491.524
2004-11-29,494.416
2004-11-30,494.571
2004-12-01,501.552
2004-12-02,500.931
2004-12-03,502.883
2004-12-06,503.225
2004-12-07,505.062
2004-12-08,499.36
2004-12-09,495.04
2004-12-10,496.253
2004-12-13,501.472
2004-12-14,502.171
2004-12-15,504.897
2004-12-16,500.767
2004-12-17,498.727
2004-12-20,506.363
2004-12-21,506.052
2004-12-22,508.974
2004-12-23,513.874
2004-12-24,513.33
2004-12-27,517.44
2004-12-28,518.654
2004-12-29,518.238
2004-12-30,520.423
2004-12-31,520.974
2005-01-03,520.538
2005-01-04,514.857
2005-01-05,512.876
2005-01-06,508.631
2005-01-07,507.281
2005-01-10,511.273
2005-01-11,512.669
2005-01-12,516.945
2005-01-13,516.919
2005-01-14,517.371
2005-01-17,518.478
2005-01-18,515.071
2005-01-19,516.659
2005-01-20,509.673
2005-01-21,511.806
2005-01-24,512.371
2005-01-25,511.735
2005-01-26,518.045
2005-01-27,517.424
2005-01-28,517.6
2005-01-31,520.073
2005-02-01,522.078
2005-02-02,525.474
2005-02-03,523.011
2005-02-04,526.302
2005-02-07,525.703
2005-02-08,523.813
2005-02-09,526.604
2005-02-10,530.347
2005-02-11,532.688
2005-02-14,537.833
2005-02-15,540.912
2005-02-16,543.01
2005-02-17,554.066
2005-02-18,557.248
2005-02-21,552.065
2005-02-22,550.839
2005-02-23,549.885
2005-02-24,549.379
2005-02-25,551.703
2005-02-28,556.025
2005-03-01,552.696
2005-03-02,549.232
2005-03-03,547.084
2005-03-04,556.44
2005-03-07,556.826
2005-03-08,560.55
2005-03-09,559.867
2005-03-10,558.198
2005-03-11,559.192
2005-03-14,554.953
2005-03-15,556.406
2005-03-16,558.732
2005-03-17,553.408
2005-03-18,549.317
2005-03-21,546.43
2005-03-22,545.791
2005-03-23,534.232
2005-03-24,535.934
2005-03-25,535.934
2005-03-28,532.173
2005-03-29,531.915
2005-03-30,534.16
2005-03-31,540.128
2005-04-01,544.618
2005-04-04,536.782
2005-04-05,539.278
2005-04-06,545.939
2005-04-07,551.852
2005-04-08,551.086
2005-04-11,554.794
2005-04-12,548.811
2005-04-13,550.306
2005-04-14,543.114
2005-04-15,539.48
2005-04-18,532.228
2005-04-19,538.272
2005-04-20,541.851
2005-04-21,540.797
2005-04-22,538.626
2005-04-25,534.902
2005-04-26,532.987
2005-04-27,520.721
2005-04-28,511.917
2005-04-29,512.946
2005-05-02,516.007
2005-05-03,521.829
2005-05-04,525.945
2005-05-05,528.159
2005-05-06,526.79
2005-05-09,525.431
2005-05-10,527.92
2005-05-11,528.874
2005-05-12,526.391
2005-05-13,520.678
2005-05-16,520.173
2005-05-17,519.384
2005-05-18,524.322
2005-05-19,526.187
2005-05-20,524.858
2005-05-23,527.749
2005-05-24,529.231
2005-05-25,531.257
2005-05-26,533.197
2005-05-27,534.182
2005-05-30,530.789
2005-05-31,526.492
2005-06-01,529.788
2005-06-02,532.399
2005-06-03,534.426
2005-06-06,534.188
2005-06-07,539.795
2005-06-08,543.536
2005-06-09,538.06
2005-06-10,541.011
2005-06-13,541.329
2005-06-14,544.205
2005-06-15,542.962
2005-06-16,544.202
2005-06-17,551.202
2005-06-20,545.425
2005-06-21,547.572
2005-06-22,550.302
2005-06-23,547.551
2005-06-24,544.851
2005-06-27,545.909
2005-06-28,545.877
2005-06-29,546.702
2005-06-30,549.323
2005-07-01,549.985
2005-07-04,549.062
2005-07-05,550.107
2005-07-06,553.238
2005-07-07,548.079
2005-07-08,552.3
2005-07-11,559.831
2005-07-12,565.888
2005-07-13,563.654
2005-07-14,565.734
2005-07-15,560.107
2005-07-18,562.371
2005-07-19,563.315
2005-07-20,561.767
2005-07-21,569.128
2005-07-22,569.337
2005-07-25,567.911
2005-07-26,567.512
2005-07-27,573.131
2005-07-28,576.06
2005-07-29,577.746
2005-08-01,582.57
2005-08-02,583.681
2005-08-03,589.77
2005-08-04,589.822
2005-08-05,582.493
2005-08-08,585.122
2005-08-09,589.689
2005-08-10,598.177
2005-08-11,599.685
2005-08-12,596.688
2005-08-15,593.233
2005-08-16,591.049
2005-08-17,587.477
2005-08-18,578.687
2005-08-19,577.612
2005-08-22,584.084
2005-08-23,580.648
2005-08-24,579.583
2005-08-25,579.416
2005-08-26,583.903
2005-08-29,580.59
2005-08-30,578.635
2005-08-31,584.527
2005-09-01,594.23
2005-09-02,601.553
2005-09-05,602.194
2005-09-06,602.73
2005-09-07,605.274
2005-09-08,602.484
2005-09-09,606.263
2005-09-12,600.988
2005-09-13,598.208
2005-09-14,601.436
2005-09-15,598.314
2005-09-16,600.194
2005-09-19,596.931
2005-09-20,599.536
2005-09-21,599.174
2005-09-22,591.325
2005-09-23,589.537
2005-09-26,588.777
2005-09-27,586.737
2005-09-28,587.997
2005-09-29,588.163
2005-09-30,597.23
2005-10-03,594.179
2005-10-04,596.072
2005-10-05,594.538
2005-10-06,596.42
2005-10-07,593.745
2005-10-10,591.821
2005-10-11,588.256
2005-10-12,584.085
2005-10-13,568.967
2005-10-14,574.5
2005-10-17,571.924
2005-10-18,565.946
2005-10-19,556.492
2005-10-20,560.918
2005-10-21,558.645
2005-10-24,563.105
2005-10-25,570.343
2005-10-26,569.513
2005-10-27,565.519
2005-10-28,560.767
2005-10-31,562.429
2005-11-01,564.783
2005-11-02,567.478
2005-11-03,570.879
2005-11-04,560.348
2005-11-07,561.601
