Date,CANADA IMI VALUE IMI (Large+Mid+Small Cap)
1998-05-29,293.572
1998-06-30,282.119
1998-07-31,259.826
1998-08-31,204.041
1998-09-30,217.771
1998-10-30,232.787
1998-11-30,237.967
1998-12-31,240.319
1999-01-29,249.425
1999-02-26,237.203
1999-03-31,245.017
1999-04-30,270.817
1999-05-31,257.501
1999-06-30,262.078
1999-07-30,261.192
1999-08-31,262.313
1999-09-30,257.616
1999-10-29,258.883
1999-11-30,253.311
1999-12-31,261.874
2000-01-31,258.016
2000-02-29,257.416
2000-03-31,264.225
2000-04-28,268.675
2000-05-31,274.183
2000-06-30,283.375
2000-07-31,283.305
2000-08-31,302.094
2000-09-29,303.402
2000-10-31,304.0
2000-11-30,292.857
2000-12-29,323.141
2001-01-31,322.512
2001-02-28,313.621
2001-03-30,298.461
2001-04-30,312.79
2001-05-31,326.253
2001-06-29,318.868
2001-07-31,315.488
2001-08-31,307.579
2001-09-28,282.054
2001-10-31,276.553
2001-11-30,299.751
2001-12-31,305.569
2002-01-31,308.89
2002-02-28,309.132
2002-03-29,318.172
2002-04-30,321.498
2002-05-31,333.806
2002-06-28,313.775
2002-07-31,280.245
2002-08-30,288.337
2002-09-30,266.14
2002-10-31,275.534
2002-11-29,293.746
2002-12-31,295.664
2003-01-31,302.031
2003-02-28,311.234
2003-03-31,304.884
2003-04-30,328.187
2003-05-30,352.054
2003-06-30,367.343
2003-07-31,370.928
2003-08-29,388.466
2003-09-30,396.572
2003-10-31,431.089
2003-11-28,438.81
2003-12-31,459.066
2004-01-30,457.708
2004-02-27,463.328
2004-03-31,472.275
2004-04-30,443.639
2004-05-31,449.722
2004-06-30,462.751
2004-07-30,471.849
2004-08-31,472.45
2004-09-30,505.098
2004-10-29,537.763
2004-11-30,560.561
2004-12-31,578.309
2005-01-31,548.373
2005-02-28,578.523
2005-03-31,585.931
2005-04-29,558.596
2005-05-31,564.873
2005-06-30,596.067
2005-07-29,626.129
2005-08-31,652.488
2005-09-30,697.631
2005-10-31,654.551
2005-11-30,695.114
2005-12-30,716.275
2006-01-31,760.133
2006-02-28,767.158
2006-03-31,771.797
2006-04-28,803.108
2006-05-31,790.175
2006-06-30,765.99
2006-07-31,767.991
2006-08-31,806.447
2006-09-29,800.011
2006-10-31,828.413
2006-11-30,840.431
2006-12-29,844.228
2007-01-31,836.296
2007-02-28,843.903
2007-03-30,868.429
2007-04-30,924.024
2007-05-31,1000.0
2007-06-29,990.027
2007-07-31,976.935
2007-08-31,979.719
2007-09-28,1062.503
2007-10-31,1130.35
2007-11-30,1015.782
2007-12-31,1008.338
2008-01-31,949.952
2008-02-29,978.727
2008-03-31,925.553
2008-04-30,971.714
2008-05-30,1020.353
2008-06-30,953.842
2008-07-31,928.053
2008-08-29,915.912
2008-09-30,836.266
2008-10-31,622.108
2008-11-28,570.211
2008-12-31,538.098
2009-01-30,507.63
2009-02-27,470.328
2009-03-31,517.28
2009-04-30,606.636
2009-05-29,721.993
2009-06-30,701.332
2009-07-31,812.063
2009-08-31,815.806
2009-09-30,869.528
2009-10-30,824.906
2009-11-30,882.505
2009-12-31,916.47
2010-01-29,866.066
2010-02-26,917.549
2010-03-31,1012.659
2010-04-30,1013.423
2010-05-31,942.887
2010-06-30,894.322
2010-07-30,965.089
2010-08-31,922.38
2010-09-30,1004.49
2010-10-29,1036.174
2010-11-30,1042.996
2010-12-31,1115.197
2011-01-31,1119.365
2011-02-28,1202.087
2011-03-31,1219.309
2011-04-29,1235.491
2011-05-31,1206.193
2011-06-30,1174.051
2011-07-29,1144.872
2011-08-31,1093.58
2011-09-30,960.442
2011-10-31,1050.565
2011-11-30,1015.373
2011-12-30,1022.978
2012-01-31,1082.654
2012-02-29,1135.117
2012-03-30,1113.241
2012-04-30,1124.032
2012-05-31,987.495
2012-06-29,1016.454
2012-07-31,1053.113
2012-08-31,1090.839
2012-09-28,1125.196
2012-10-31,1121.765
2012-11-30,1137.394
2012-12-31,1157.261
2013-01-31,1182.456
2013-02-28,1156.178
2013-03-29,1157.75
2013-04-30,1157.658
2013-05-31,1148.394
2013-06-28,1087.147
2013-07-31,1163.704
2013-08-30,1160.272
2013-09-30,1208.459
2013-10-31,1246.7
2013-11-29,1230.697
2013-12-31,1246.497
2014-01-31,1181.562
2014-02-28,1232.733
2014-03-31,1248.376
2014-04-30,1289.027
2014-05-30,1294.207
2014-06-30,1379.938
2014-07-31,1379.692
2014-08-29,1396.337
2014-09-30,1279.075
2014-10-31,1224.968
2014-11-28,1214.331
2014-12-31,1167.961
2015-01-30,1049.288
2015-02-27,1104.247
2015-03-31,1054.745
2015-04-30,1150.09
2015-05-29,1082.929
2015-06-30,1048.155
2015-07-31,967.083
2015-08-31,919.586
2015-09-30,882.209
2015-10-30,946.608
2015-11-30,920.834
2015-12-31,845.081
2016-01-29,821.557
2016-02-29,862.342
2016-03-31,970.969
2016-04-29,1070.677
2016-05-31,1019.759
2016-06-30,1021.328
2016-07-29,1047.356
2016-08-31,1052.86
2016-09-30,1062.081
2016-10-31,1061.622
2016-11-30,1111.765
2016-12-30,1148.214
2017-01-31,1199.193
2017-02-28,1181.107
2017-03-31,1172.109
2017-04-28,1130.424
2017-05-31,1120.928
2017-06-30,1174.065
2017-07-31,1228.54
2017-08-31,1226.448
2017-09-29,1273.93
2017-10-31,1276.437
2017-11-30,1286.574
2017-12-29,1333.857
2018-01-31,1345.188
2018-02-28,1233.256
2018-03-30,1227.808
2018-04-30,1259.491
2018-05-31,1281.759
2018-06-29,1283.685
2018-07-31,1306.614
2018-08-31,1292.954
2018-09-28,1291.99
2018-10-31,1196.406
2018-11-30,1190.752
2018-12-31,1088.587
2019-01-31,1233.659
2019-02-28,1266.682
2019-03-29,1242.352
2019-04-30,1281.337
2019-05-31,1210.092
2019-06-28,1284.445
2019-07-31,1276.811
2019-08-30,1249.049
2019-09-30,1304.041
2019-10-31,1306.752
2019-11-29,1330.84
2019-12-31,1383.199
2020-01-31,1338.676
2020-02-28,1229.153
2020-03-31,892.463
2020-04-30,980.999
2020-05-29,1000.119
2020-06-30,1025.918
2020-07-31,1064.646
2020-08-31,1145.627
2020-09-30,1062.112
2020-10-30,1050.884
2020-11-30,1244.283
2020-12-31,1285.989
2021-01-29,1300.988
2021-02-26,1395.714
2021-03-31,1490.216
2021-04-30,1566.864
2021-05-31,1662.358
2021-06-30,1644.955
2021-07-30,1612.363
2021-08-31,1607.851
2021-09-30,1616.628
2021-10-29,1739.496
2021-11-30,1637.013
2021-12-31,1745.016
2022-01-31,1832.832
2022-02-28,1869.683
2022-03-31,1949.007
2022-04-29,1856.57
2022-05-31,1927.834
2022-06-30,1701.609
2022-07-29,1770.041
2022-08-31,1691.16
2022-09-30,1531.403
2022-10-31,1623.883
2022-11-30,1713.801
2022-12-30,1640.664
2023-01-31,1805.829
2023-02-28,1720.935
2023-03-31,1694.024
2023-04-28,1746.793
2023-05-31,1642.042
2023-06-30,1734.654
2023-07-31,1811.432
2023-08-31,1726.552
2023-09-29,1684.425
2023-10-31,1591.462
2023-11-30,1723.29
2023-12-29,1863.0
2024-01-31,1821.625
2024-02-29,1807.835
2024-03-29,1902.821
2024-04-30,1841.495
2024-05-31,1927.899
2024-06-28,1872.73
2024-07-31,1980.847
2024-08-30,2079.01
2024-09-30,2168.188
2024-10-31,2107.005
2024-11-29,2217.868
2024-12-31,2107.417
2025-01-31,2139.335
2025-02-28,2142.517
2025-03-31,2121.942
2025-04-30,2210.28
2025-05-30,2333.807
2025-06-30,2418.783
2025-07-31,2436.569
2025-08-29,2581.707
2025-09-30,2709.475
2025-10-31,2705.256
