Date,CANADA IMI VALUE IMI (Large+Mid+Small Cap)
2001-08-16,304.805
2001-08-17,301.076
2001-08-20,301.85
2001-08-21,299.993
2001-08-22,302.116
2001-08-23,302.548
2001-08-24,306.528
2001-08-27,307.791
2001-08-28,305.527
2001-08-29,301.015
2001-08-30,298.371
2001-08-31,296.565
2001-09-03,296.294
2001-09-04,298.67
2001-09-05,297.531
2001-09-06,297.016
2001-09-07,292.768
2001-09-10,292.199
2001-09-11,280.302
2001-09-12,282.655
2001-09-13,285.769
2001-09-14,276.315
2001-09-17,277.636
2001-09-18,275.5
2001-09-19,269.67
2001-09-20,262.953
2001-09-21,261.197
2001-09-24,267.494
2001-09-25,268.421
2001-09-26,267.714
2001-09-27,267.063
2001-09-28,272.17
2001-10-01,272.194
2001-10-02,274.922
2001-10-03,276.732
2001-10-04,274.811
2001-10-05,275.313
2001-10-08,275.692
2001-10-09,273.717
2001-10-10,275.063
2001-10-11,278.759
2001-10-12,277.28
2001-10-15,276.609
2001-10-16,278.236
2001-10-17,274.965
2001-10-18,271.124
2001-10-19,271.416
2001-10-22,270.119
2001-10-23,271.556
2001-10-24,270.721
2001-10-25,271.058
2001-10-26,273.198
2001-10-29,268.79
2001-10-30,266.57
2001-10-31,266.949
2001-11-01,269.549
2001-11-02,271.611
2001-11-05,273.988
2001-11-06,276.89
2001-11-07,276.835
2001-11-08,275.275
2001-11-09,277.12
2001-11-12,278.031
2001-11-13,283.306
2001-11-14,285.114
2001-11-15,284.399
2001-11-16,285.444
2001-11-19,289.292
2001-11-20,286.254
2001-11-21,282.736
2001-11-22,284.1
2001-11-23,286.604
2001-11-26,286.96
2001-11-27,287.907
2001-11-28,285.744
2001-11-29,288.154
2001-11-30,289.44
2001-12-03,286.602
2001-12-04,288.591
2001-12-05,294.969
2001-12-06,293.231
2001-12-07,294.619
2001-12-10,292.132
2001-12-11,290.644
2001-12-12,295.462
2001-12-13,293.25
2001-12-14,292.45
2001-12-17,297.472
2001-12-18,297.881
2001-12-19,294.819
2001-12-20,292.843
2001-12-21,292.562
2001-12-24,290.556
2001-12-25,290.589
2001-12-26,290.511
2001-12-27,294.475
2001-12-28,295.168
2001-12-31,295.287
2002-01-01,295.275
2002-01-02,293.507
2002-01-03,297.793
2002-01-04,299.786
2002-01-07,301.665
2002-01-08,298.108
2002-01-09,298.149
2002-01-10,296.205
2002-01-11,296.492
2002-01-14,293.691
2002-01-15,295.357
2002-01-16,293.495
2002-01-17,291.664
2002-01-18,289.799
2002-01-21,289.397
2002-01-22,291.364
2002-01-23,293.065
2002-01-24,295.03
2002-01-25,293.964
2002-01-28,293.356
2002-01-29,295.611
2002-01-30,294.403
2002-01-31,298.59
2002-02-01,299.122
2002-02-04,295.256
2002-02-05,292.105
2002-02-06,288.763
2002-02-07,289.324
2002-02-08,291.87
2002-02-11,295.486
2002-02-12,293.374
2002-02-13,293.901
2002-02-14,293.645
2002-02-15,292.697
2002-02-18,294.488
2002-02-19,292.747
2002-02-20,291.695
2002-02-21,290.885
2002-02-22,291.169
2002-02-25,293.746
2002-02-26,294.23
2002-02-27,296.615
2002-02-28,298.931
2002-03-01,303.48
2002-03-04,309.961
2002-03-05,307.91
2002-03-06,312.585
2002-03-07,313.495
2002-03-08,309.887
2002-03-11,309.553
2002-03-12,308.511
2002-03-13,308.515
2002-03-14,306.865
2002-03-15,310.138
2002-03-18,311.19
2002-03-19,313.699
2002-03-20,312.67
2002-03-21,309.639
2002-03-22,310.788
2002-03-25,306.284
2002-03-26,305.45
2002-03-27,307.968
2002-03-28,307.931
2002-03-29,307.894
2002-04-01,307.735
2002-04-02,308.747
2002-04-03,308.226
2002-04-04,305.989
2002-04-05,308.0
2002-04-08,305.866
2002-04-09,305.957
2002-04-10,310.313
2002-04-11,307.255
2002-04-12,309.15
2002-04-15,309.609
2002-04-16,313.531
2002-04-17,315.432
2002-04-18,313.877
2002-04-19,317.521
2002-04-22,314.405
2002-04-23,310.216
2002-04-24,311.677
2002-04-25,311.437
2002-04-26,310.37
2002-04-29,308.73
2002-04-30,311.189
2002-05-01,313.184
2002-05-02,313.488
2002-05-03,311.355
2002-05-06,307.769
2002-05-07,307.161
2002-05-08,311.491
2002-05-09,309.618
2002-05-10,310.951
2002-05-13,313.11
2002-05-14,315.425
2002-05-15,315.748
2002-05-16,317.042
2002-05-17,318.113
2002-05-20,318.484
2002-05-21,318.605
2002-05-22,316.972
2002-05-23,320.443
2002-05-24,319.547
2002-05-27,319.174
2002-05-28,320.719
2002-05-29,318.193
2002-05-30,317.749
2002-05-31,323.247
2002-06-03,320.36
2002-06-04,319.512
2002-06-05,317.201
2002-06-06,316.699
2002-06-07,315.874
2002-06-10,315.219
2002-06-11,311.533
2002-06-12,310.468
2002-06-13,306.697
2002-06-14,301.721
2002-06-17,306.007
2002-06-18,305.452
2002-06-19,303.652
2002-06-20,303.944
2002-06-21,301.084
2002-06-24,301.655
2002-06-25,300.977
2002-06-26,297.644
2002-06-27,302.978
2002-06-28,304.104
2002-07-01,304.611
2002-07-02,298.257
2002-07-03,297.618
2002-07-04,297.627
2002-07-05,302.208
2002-07-08,302.85
2002-07-09,301.438
2002-07-10,295.219
2002-07-11,292.379
2002-07-12,288.817
2002-07-15,282.56
2002-07-16,283.765
2002-07-17,283.462
2002-07-18,283.174
2002-07-19,275.966
2002-07-22,266.262
2002-07-23,254.603
2002-07-24,262.529
2002-07-25,259.851
2002-07-26,260.226
2002-07-29,268.762
2002-07-30,269.313
2002-07-31,271.729
2002-08-01,269.802
2002-08-02,268.456
2002-08-05,267.483
2002-08-06,267.629
2002-08-07,269.038
2002-08-08,273.037
2002-08-09,276.728
2002-08-12,273.2
2002-08-13,273.667
2002-08-14,276.04
2002-08-15,275.824
2002-08-16,275.039
2002-08-19,277.799
2002-08-20,277.114
2002-08-21,280.07
2002-08-22,282.698
2002-08-23,279.167
2002-08-26,282.099
2002-08-27,280.283
2002-08-28,277.989
2002-08-29,278.02
2002-08-30,279.685
2002-09-02,280.503
2002-09-03,274.369
2002-09-04,275.26
2002-09-05,273.705
2002-09-06,272.973
2002-09-09,275.087
2002-09-10,274.388
2002-09-11,276.579
2002-09-12,271.358
2002-09-13,270.243
2002-09-16,271.637
2002-09-17,267.938
2002-09-18,263.047
2002-09-19,259.886
2002-09-20,260.474
2002-09-23,252.965
2002-09-24,252.419
2002-09-25,256.886
2002-09-26,259.593
2002-09-27,256.12
2002-09-30,258.382
2002-10-01,260.342
2002-10-02,255.295
2002-10-03,250.24
2002-10-04,246.933
2002-10-07,243.834
2002-10-08,247.193
2002-10-09,240.777
2002-10-10,246.435
2002-10-11,253.442
2002-10-14,253.936
2002-10-15,264.496
2002-10-16,262.485
2002-10-17,270.24
2002-10-18,273.246
2002-10-21,275.994
2002-10-22,271.655
2002-10-23,274.172
2002-10-24,275.931
2002-10-25,277.583
2002-10-28,278.907
2002-10-29,272.751
2002-10-30,272.594
2002-10-31,267.629
2002-11-01,272.243
2002-11-04,277.851
2002-11-05,275.675
2002-11-06,276.448
2002-11-07,275.79
2002-11-08,273.352
2002-11-11,269.163
2002-11-12,269.339
2002-11-13,267.749
2002-11-14,271.569
2002-11-15,274.308
2002-11-18,274.288
2002-11-19,273.691
2002-11-20,276.559
2002-11-21,280.776
2002-11-22,281.423
2002-11-25,283.973
2002-11-26,279.809
2002-11-27,284.063
2002-11-28,286.323
2002-11-29,285.453
2002-12-02,289.449
2002-12-03,287.995
2002-12-04,287.179
2002-12-05,283.795
2002-12-06,284.47
2002-12-09,283.82
2002-12-10,288.049
2002-12-11,288.874
2002-12-12,291.792
2002-12-13,292.152
2002-12-16,294.852
2002-12-17,292.418
2002-12-18,290.15
2002-12-19,289.973
2002-12-20,289.53
2002-12-23,293.793
2002-12-24,293.201
2002-12-25,293.201
2002-12-26,292.53
2002-12-27,288.744
2002-12-30,288.223
2002-12-31,287.521
2003-01-01,287.521
2003-01-02,294.559
2003-01-03,297.432
2003-01-06,301.908
2003-01-07,300.631
2003-01-08,296.086
2003-01-09,299.183
2003-01-10,302.863
2003-01-13,305.388
2003-01-14,306.455
2003-01-15,306.345
2003-01-16,307.474
2003-01-17,304.51
2003-01-20,303.316
2003-01-21,301.135
2003-01-22,302.054
2003-01-23,303.697
2003-01-24,300.354
2003-01-27,295.248
2003-01-28,293.857
2003-01-29,295.442
2003-01-30,293.378
2003-01-31,293.868
2003-02-03,297.298
2003-02-04,295.471
2003-02-05,293.643
2003-02-06,291.537
2003-02-07,289.95
2003-02-10,286.78
2003-02-11,288.131
2003-02-12,288.283
2003-02-13,290.087
2003-02-14,292.043
2003-02-17,295.934
2003-02-18,298.185
2003-02-19,297.301
2003-02-20,299.313
2003-02-21,299.077
2003-02-24,297.451
2003-02-25,298.797
2003-02-26,298.497
2003-02-27,303.4
2003-02-28,302.971
2003-03-03,299.838
2003-03-04,298.194
2003-03-05,297.501
2003-03-06,293.861
2003-03-07,298.13
2003-03-10,293.71
2003-03-11,292.677
2003-03-12,288.979
2003-03-13,291.613
2003-03-14,292.299
2003-03-17,298.774
2003-03-18,299.661
2003-03-19,300.747
2003-03-20,302.413
2003-03-21,303.744
2003-03-24,297.902
2003-03-25,299.071
2003-03-26,298.377
2003-03-27,298.743
2003-03-28,299.691
2003-03-31,297.044
2003-04-01,296.993
2003-04-02,299.153
2003-04-03,299.568
2003-04-04,299.946
2003-04-07,300.808
2003-04-08,303.67
2003-04-09,303.759
2003-04-10,306.589
2003-04-11,307.654
2003-04-14,309.534
2003-04-15,310.32
2003-04-16,309.999
2003-04-17,311.689
2003-04-18,311.689
2003-04-21,312.539
2003-04-22,314.534
2003-04-23,314.616
2003-04-24,311.654
2003-04-25,310.975
2003-04-28,313.819
2003-04-29,314.83
2003-04-30,319.856
2003-05-01,322.196
2003-05-02,322.733
2003-05-05,327.605
2003-05-06,330.433
2003-05-07,329.113
2003-05-08,329.691
2003-05-09,331.661
2003-05-12,335.976
2003-05-13,334.535
2003-05-14,339.708
2003-05-15,341.73
2003-05-16,343.472
2003-05-19,345.29
2003-05-20,347.846
2003-05-21,347.462
2003-05-22,344.005
2003-05-23,340.518
2003-05-26,341.848
2003-05-27,344.042
2003-05-28,340.614
2003-05-29,343.792
2003-05-30,343.297
2003-06-02,348.208
2003-06-03,345.935
2003-06-04,354.577
2003-06-05,360.572
2003-06-06,358.135
2003-06-09,354.3
2003-06-10,356.177
2003-06-11,362.441
2003-06-12,364.151
2003-06-13,362.913
2003-06-16,369.116
2003-06-17,369.745
2003-06-18,370.075
2003-06-19,364.212
2003-06-20,363.553
2003-06-23,359.5
2003-06-24,357.596
2003-06-25,360.804
2003-06-26,360.15
2003-06-27,360.087
2003-06-30,358.495
2003-07-01,361.046
2003-07-02,362.928
2003-07-03,364.897
2003-07-04,363.962
2003-07-07,366.239
2003-07-08,364.679
2003-07-09,360.701
2003-07-10,357.384
2003-07-11,359.008
2003-07-14,362.529
2003-07-15,358.221
2003-07-16,359.393
2003-07-17,357.539
2003-07-18,355.37
2003-07-21,356.969
2003-07-22,357.975
2003-07-23,360.88
2003-07-24,365.137
2003-07-25,369.862
2003-07-28,370.052
2003-07-29,367.145
2003-07-30,362.799
2003-07-31,362.108
2003-08-01,363.08
2003-08-04,360.89
2003-08-05,358.675
2003-08-06,355.222
2003-08-07,359.667
2003-08-08,363.046
2003-08-11,369.754
2003-08-12,372.435
2003-08-13,373.995
2003-08-14,372.918
2003-08-15,372.863
2003-08-18,373.762
2003-08-19,373.206
2003-08-20,373.119
2003-08-21,372.634
2003-08-22,369.821
2003-08-25,371.831
2003-08-26,374.858
2003-08-27,375.04
2003-08-28,377.461
2003-08-29,379.435
2003-09-01,380.987
2003-09-02,382.919
2003-09-03,383.174
2003-09-04,386.478
2003-09-05,386.387
2003-09-08,385.401
2003-09-09,385.96
2003-09-10,386.405
2003-09-11,385.445
2003-09-12,388.015
2003-09-15,386.618
2003-09-16,388.91
2003-09-17,388.207
2003-09-18,389.848
2003-09-19,394.506
2003-09-22,393.025
2003-09-23,394.173
2003-09-24,392.472
2003-09-25,391.972
2003-09-26,387.133
2003-09-29,386.564
2003-09-30,387.574
2003-10-01,394.156
2003-10-02,396.723
2003-10-03,396.187
2003-10-06,398.304
2003-10-07,403.078
2003-10-08,403.939
2003-10-09,405.818
2003-10-10,410.735
2003-10-13,411.304
2003-10-14,417.563
2003-10-15,420.369
2003-10-16,423.7
2003-10-17,420.363
2003-10-20,419.571
2003-10-21,422.222
2003-10-22,422.753
2003-10-23,418.905
2003-10-24,416.802
2003-10-27,418.315
2003-10-28,420.678
2003-10-29,422.035
2003-10-30,422.936
2003-10-31,421.498
2003-11-03,421.796
2003-11-04,422.729
2003-11-05,424.606
2003-11-06,422.208
2003-11-07,424.54
2003-11-10,425.066
2003-11-11,422.296
2003-11-12,426.9
2003-11-13,425.759
2003-11-14,424.654
2003-11-17,424.283
2003-11-18,422.808
2003-11-19,427.02
2003-11-20,428.144
2003-11-21,428.196
2003-11-24,426.528
2003-11-25,425.596
2003-11-26,429.579
2003-11-27,429.116
2003-11-28,429.233
2003-12-01,430.211
2003-12-02,432.565
2003-12-03,433.203
2003-12-04,429.981
2003-12-05,432.175
2003-12-08,433.986
2003-12-09,430.524
2003-12-10,429.371
2003-12-11,424.369
2003-12-12,428.449
2003-12-15,426.932
2003-12-16,430.512
2003-12-17,430.215
2003-12-18,431.392
2003-12-19,429.32
2003-12-22,432.75
2003-12-23,434.907
2003-12-24,438.464
2003-12-25,438.464
2003-12-26,441.354
2003-12-29,443.466
2003-12-30,443.523
2003-12-31,449.336
2004-01-01,449.336
2004-01-02,453.279
2004-01-05,458.401
2004-01-06,458.504
2004-01-07,454.908
2004-01-08,454.851
2004-01-09,456.59
2004-01-12,456.183
2004-01-13,459.638
2004-01-14,455.187
2004-01-15,456.021
2004-01-16,458.757
2004-01-19,459.238
2004-01-20,466.137
2004-01-21,461.854
2004-01-22,464.569
2004-01-23,460.531
2004-01-26,458.818
2004-01-27,461.319
2004-01-28,452.997
2004-01-29,446.951
2004-01-30,448.207
2004-02-02,450.551
2004-02-03,451.33
2004-02-04,447.624
2004-02-05,447.467
2004-02-06,452.29
2004-02-09,455.367
2004-02-10,454.914
2004-02-11,454.719
2004-02-12,457.493
2004-02-13,459.515
2004-02-16,461.726
2004-02-17,463.047
2004-02-18,460.69
2004-02-19,454.474
2004-02-20,446.958
2004-02-23,448.116
2004-02-24,451.582
2004-02-25,448.559
2004-02-26,451.67
2004-02-27,453.875
2004-03-01,456.035
2004-03-02,451.945
2004-03-03,452.528
2004-03-04,455.182
2004-03-05,464.521
2004-03-08,462.28
2004-03-09,462.392
2004-03-10,454.33
2004-03-11,454.03
2004-03-12,451.579
2004-03-15,449.573
2004-03-16,454.522
2004-03-17,453.626
2004-03-18,455.87
2004-03-19,458.11
2004-03-22,455.284
2004-03-23,452.959
2004-03-24,448.632
2004-03-25,456.821
2004-03-26,459.33
2004-03-29,464.19
2004-03-30,466.86
2004-03-31,462.942
2004-04-01,465.092
2004-04-02,472.235
2004-04-05,478.646
2004-04-06,480.409
2004-04-07,476.317
2004-04-08,473.468
2004-04-09,473.468
2004-04-12,473.897
2004-04-13,466.909
2004-04-14,455.202
2004-04-15,453.416
2004-04-16,459.219
2004-04-19,457.572
2004-04-20,452.571
2004-04-21,448.949
2004-04-22,451.971
2004-04-23,450.742
2004-04-26,450.968
2004-04-27,447.168
2004-04-28,435.561
2004-04-29,433.465
2004-04-30,435.074
2004-05-03,436.622
2004-05-04,444.273
2004-05-05,444.57
2004-05-06,442.46
2004-05-07,432.239
2004-05-10,422.709
2004-05-11,425.483
2004-05-12,424.998
2004-05-13,420.998
2004-05-14,423.052
2004-05-17,422.764
2004-05-18,422.429
2004-05-19,428.531
2004-05-20,428.829
2004-05-21,431.692
2004-05-24,433.05
2004-05-25,436.733
2004-05-26,434.544
2004-05-27,440.468
2004-05-28,439.148
2004-05-31,441.225
2004-06-01,439.448
2004-06-02,442.525
2004-06-03,441.612
2004-06-04,445.223
2004-06-07,449.957
2004-06-08,451.905
2004-06-09,445.03
2004-06-10,444.302
2004-06-11,444.005
2004-06-14,439.068
2004-06-15,440.209
2004-06-16,440.307
2004-06-17,443.222
2004-06-18,444.47
2004-06-21,445.106
2004-06-22,450.128
2004-06-23,450.825
2004-06-24,455.088
2004-06-25,450.438
2004-06-28,452.949
2004-06-29,452.185
2004-06-30,454.307
2004-07-01,457.205
2004-07-02,457.567
2004-07-05,457.966
2004-07-06,458.038
2004-07-07,459.322
2004-07-08,459.021
2004-07-09,460.437
2004-07-12,459.115
2004-07-13,456.901
2004-07-14,460.894
2004-07-15,456.814
2004-07-16,459.442
2004-07-19,464.216
2004-07-20,463.423
2004-07-21,462.589
2004-07-22,463.896
2004-07-23,461.462
2004-07-26,454.892
2004-07-27,452.779
2004-07-28,457.203
2004-07-29,463.549
2004-07-30,463.451
2004-08-02,462.234
2004-08-03,467.47
2004-08-04,465.796
2004-08-05,458.944
2004-08-06,458.264
2004-08-09,454.076
2004-08-10,458.22
2004-08-11,452.507
2004-08-12,448.899
2004-08-13,456.843
2004-08-16,463.02
2004-08-17,462.807
2004-08-18,460.157
2004-08-19,467.652
2004-08-20,468.829
2004-08-23,465.224
2004-08-24,468.636
2004-08-25,471.067
2004-08-26,466.101
2004-08-27,464.701
2004-08-30,461.792
2004-08-31,464.252
2004-09-01,469.383
2004-09-02,471.253
2004-09-03,468.767
2004-09-06,470.03
2004-09-07,476.35
2004-09-08,473.816
2004-09-09,475.554
2004-09-10,473.665
2004-09-13,475.477
2004-09-14,477.642
2004-09-15,473.403
2004-09-16,480.402
2004-09-17,475.894
2004-09-20,477.18
2004-09-21,485.908
2004-09-22,486.706
2004-09-23,490.22
2004-09-24,490.494
2004-09-27,485.789
2004-09-28,489.879
2004-09-29,491.972
2004-09-30,496.657
2004-10-01,502.813
2004-10-04,500.668
2004-10-05,504.79
2004-10-06,509.137
2004-10-07,508.174
2004-10-08,510.733
2004-10-11,509.084
2004-10-12,508.363
2004-10-13,504.347
2004-10-14,510.739
2004-10-15,513.641
2004-10-18,512.203
2004-10-19,506.942
2004-10-20,513.288
2004-10-21,514.095
2004-10-22,512.516
2004-10-25,516.405
2004-10-26,520.407
2004-10-27,522.41
2004-10-28,523.964
2004-10-29,529.007
2004-11-01,527.697
2004-11-02,526.542
2004-11-03,532.155
2004-11-04,536.616
2004-11-05,540.765
2004-11-08,543.58
2004-11-09,541.08
2004-11-10,539.365
2004-11-11,543.108
2004-11-12,545.67
2004-11-15,545.267
2004-11-16,551.346
2004-11-17,552.128
2004-11-18,542.545
2004-11-19,545.826
2004-11-22,554.756
2004-11-23,551.443
2004-11-24,551.014
2004-11-25,555.696
2004-11-26,557.432
2004-11-29,555.15
2004-11-30,551.688
2004-12-01,559.01
2004-12-02,557.748
2004-12-03,552.467
2004-12-06,552.061
2004-12-07,546.413
2004-12-08,539.061
2004-12-09,537.056
2004-12-10,534.691
2004-12-13,536.684
2004-12-14,535.826
2004-12-15,542.724
2004-12-16,539.391
2004-12-17,541.118
2004-12-20,546.545
2004-12-21,549.515
2004-12-22,548.911
2004-12-23,548.49
2004-12-24,554.926
2004-12-27,558.245
2004-12-28,558.085
2004-12-29,559.012
2004-12-30,566.824
2004-12-31,569.585
2005-01-03,563.355
2005-01-04,555.811
2005-01-05,548.407
2005-01-06,544.267
2005-01-07,542.083
2005-01-10,546.927
2005-01-11,548.598
2005-01-12,555.732
2005-01-13,552.355
2005-01-14,548.1
2005-01-17,548.707
2005-01-18,548.299
2005-01-19,545.636
2005-01-20,540.705
2005-01-21,542.717
2005-01-24,544.004
2005-01-25,539.308
2005-01-26,544.644
2005-01-27,541.474
2005-01-28,536.567
2005-01-31,540.24
2005-02-01,541.655
2005-02-02,544.473
2005-02-03,543.044
2005-02-04,542.081
2005-02-07,543.001
2005-02-08,545.137
2005-02-09,546.004
2005-02-10,554.476
2005-02-11,556.582
2005-02-14,560.063
2005-02-15,558.898
2005-02-16,559.044
2005-02-17,566.076
2005-02-18,568.008
2005-02-21,568.378
2005-02-22,563.901
2005-02-23,560.275
2005-02-24,558.016
2005-02-25,567.556
2005-02-28,570.186
2005-03-01,567.066
2005-03-02,570.655
2005-03-03,571.508
2005-03-04,582.69
2005-03-07,580.94
2005-03-08,590.6
2005-03-09,588.788
2005-03-10,586.836
2005-03-11,585.7
2005-03-14,585.67
2005-03-15,588.198
2005-03-16,586.025
2005-03-17,587.419
2005-03-18,582.792
2005-03-21,577.441
2005-03-22,582.397
2005-03-23,571.867
2005-03-24,570.111
2005-03-25,570.111
2005-03-28,565.475
2005-03-29,565.971
2005-03-30,569.039
2005-03-31,577.843
2005-04-01,575.057
2005-04-04,570.974
2005-04-05,573.217
2005-04-06,574.265
2005-04-07,572.987
2005-04-08,569.425
2005-04-11,568.457
2005-04-12,567.498
2005-04-13,564.011
2005-04-14,557.936
2005-04-15,551.837
2005-04-18,551.898
2005-04-19,556.039
2005-04-20,556.129
2005-04-21,557.685
2005-04-22,557.053
2005-04-25,555.08
2005-04-26,552.083
2005-04-27,550.026
2005-04-28,547.737
2005-04-29,551.123
2005-05-02,552.506
2005-05-03,550.984
2005-05-04,559.263
2005-05-05,558.466
2005-05-06,561.577
2005-05-09,565.938
2005-05-10,562.854
2005-05-11,554.088
2005-05-12,549.204
2005-05-13,540.437
2005-05-16,540.826
2005-05-17,542.079
2005-05-18,548.905
2005-05-19,551.006
2005-05-20,550.774
2005-05-23,553.82
2005-05-24,553.485
2005-05-25,547.603
2005-05-26,550.345
2005-05-27,553.201
2005-05-30,558.599
2005-05-31,557.604
2005-06-01,562.486
2005-06-02,560.499
2005-06-03,563.492
2005-06-06,565.165
2005-06-07,564.109
2005-06-08,569.799
2005-06-09,566.417
2005-06-10,571.789
2005-06-13,569.453
2005-06-14,568.954
2005-06-15,578.714
2005-06-16,583.389
2005-06-17,583.207
2005-06-20,587.241
2005-06-21,585.307
2005-06-22,591.442
2005-06-23,589.252
2005-06-24,590.505
2005-06-27,591.195
2005-06-28,593.241
2005-06-29,595.05
2005-06-30,588.823
2005-07-01,581.23
2005-07-04,582.533
2005-07-05,587.144
2005-07-06,593.512
2005-07-07,597.622
2005-07-08,607.631
2005-07-11,611.767
2005-07-12,615.866
2005-07-13,614.892
2005-07-14,610.031
2005-07-15,607.259
2005-07-18,609.813
2005-07-19,614.809
2005-07-20,617.253
2005-07-21,620.569
2005-07-22,623.782
2005-07-25,621.836
2005-07-26,617.283
2005-07-27,619.799
2005-07-28,620.24
2005-07-29,618.661
2005-08-01,625.292
2005-08-02,636.66
2005-08-03,630.509
2005-08-04,629.177
2005-08-05,620.869
2005-08-08,623.968
2005-08-09,621.191
2005-08-10,627.86
2005-08-11,635.867
2005-08-12,638.259
2005-08-15,636.963
2005-08-16,632.194
2005-08-17,627.483
2005-08-18,612.671
2005-08-19,619.542
2005-08-22,625.222
2005-08-23,625.367
2005-08-24,627.43
2005-08-25,635.343
2005-08-26,630.78
2005-08-29,635.292
2005-08-30,637.961
2005-08-31,645.009
2005-09-01,653.677
2005-09-02,648.98
2005-09-05,648.189
2005-09-06,651.954
2005-09-07,652.854
2005-09-08,652.283
2005-09-09,662.307
2005-09-12,654.656
2005-09-13,656.504
2005-09-14,661.824
2005-09-15,660.162
2005-09-16,664.851
2005-09-19,672.781
2005-09-20,670.473
2005-09-21,675.149
2005-09-22,674.155
2005-09-23,671.64
2005-09-26,676.818
2005-09-27,680.498
2005-09-28,676.847
2005-09-29,681.887
2005-09-30,690.073
2005-10-03,694.021
2005-10-04,681.66
2005-10-05,665.931
2005-10-06,654.382
2005-10-07,660.63
2005-10-10,660.63
2005-10-11,657.99
2005-10-12,655.691
2005-10-13,648.054
2005-10-14,649.103
2005-10-17,656.319
2005-10-18,643.931
2005-10-19,656.516
2005-10-20,645.4
2005-10-21,644.813
2005-10-24,644.214
2005-10-25,649.787
2005-10-26,648.446
2005-10-27,645.514
2005-10-28,644.266
2005-10-31,647.616
2005-11-01,648.636
2005-11-02,655.865
2005-11-03,659.859
2005-11-04,661.414
2005-11-07,656.111
