Date,CANADA IMI VALUE IMI (Large+Mid+Small Cap)
2001-01-01,310.526
2001-01-02,304.89
2001-01-03,306.978
2001-01-04,305.277
2001-01-05,303.145
2001-01-08,304.171
2001-01-09,301.837
2001-01-10,302.873
2001-01-11,304.84
2001-01-12,301.752
2001-01-15,302.68
2001-01-16,303.964
2001-01-17,300.767
2001-01-18,296.32
2001-01-19,297.962
2001-01-22,301.283
2001-01-23,304.446
2001-01-24,303.973
2001-01-25,306.147
2001-01-26,305.55
2001-01-29,307.644
2001-01-30,309.894
2001-01-31,309.983
2001-02-01,312.502
2001-02-02,315.915
2001-02-05,316.807
2001-02-06,315.6
2001-02-07,313.977
2001-02-08,312.893
2001-02-09,313.055
2001-02-12,311.705
2001-02-13,311.036
2001-02-14,309.08
2001-02-15,308.657
2001-02-16,307.403
2001-02-19,307.235
2001-02-20,303.663
2001-02-21,296.625
2001-02-22,298.084
2001-02-23,295.205
2001-02-26,301.513
2001-02-27,302.029
2001-02-28,301.546
2001-03-01,300.946
2001-03-02,298.832
2001-03-05,304.055
2001-03-06,304.864
2001-03-07,305.655
2001-03-08,305.835
2001-03-09,302.812
2001-03-12,297.55
2001-03-13,300.487
2001-03-14,296.168
2001-03-15,294.689
2001-03-16,288.595
2001-03-19,293.348
2001-03-20,291.001
2001-03-21,285.283
2001-03-22,280.616
2001-03-23,282.405
2001-03-26,288.031
2001-03-27,288.625
2001-03-28,284.701
2001-03-29,282.613
2001-03-30,287.175
2001-04-02,289.09
2001-04-03,284.373
2001-04-04,285.664
2001-04-05,287.241
2001-04-06,287.025
2001-04-09,290.587
2001-04-10,296.819
2001-04-11,293.825
2001-04-12,292.936
2001-04-13,292.941
2001-04-16,293.17
2001-04-17,295.036
2001-04-18,297.84
2001-04-19,300.759
2001-04-20,301.982
2001-04-23,299.173
2001-04-24,297.015
2001-04-25,299.925
2001-04-26,302.368
2001-04-27,303.26
2001-04-30,301.024
2001-05-01,301.766
2001-05-02,302.073
2001-05-03,300.562
2001-05-04,301.552
2001-05-07,301.794
2001-05-08,301.19
2001-05-09,304.428
2001-05-10,308.667
2001-05-11,305.108
2001-05-14,305.556
2001-05-15,308.09
2001-05-16,312.763
2001-05-17,316.133
2001-05-18,317.612
2001-05-21,318.032
2001-05-22,316.18
2001-05-23,315.194
2001-05-24,315.495
2001-05-25,314.286
2001-05-28,314.672
2001-05-29,315.232
2001-05-30,312.625
2001-05-31,314.13
2001-06-01,320.305
2001-06-04,322.407
2001-06-05,320.391
2001-06-06,320.223
2001-06-07,320.759
2001-06-08,319.839
2001-06-11,319.785
2001-06-12,318.216
2001-06-13,317.441
2001-06-14,313.709
2001-06-15,308.614
2001-06-18,303.151
2001-06-19,302.662
2001-06-20,301.967
2001-06-21,304.318
2001-06-22,305.459
2001-06-25,305.854
2001-06-26,302.697
2001-06-27,300.507
2001-06-28,301.576
2001-06-29,307.268
2001-07-02,307.739
2001-07-03,310.199
2001-07-04,308.942
2001-07-05,307.626
2001-07-06,303.622
2001-07-09,305.264
2001-07-10,303.255
2001-07-11,301.9
2001-07-12,305.236
2001-07-13,306.817
2001-07-16,301.062
2001-07-17,303.241
2001-07-18,303.045
2001-07-19,302.409
2001-07-20,301.643
2001-07-23,300.16
2001-07-24,299.803
2001-07-25,300.899
2001-07-26,300.194
2001-07-27,303.076
2001-07-30,302.37
2001-07-31,304.068
2001-08-01,304.395
2001-08-02,304.182
2001-08-03,304.759
2001-08-06,306.407
2001-08-07,307.439
2001-08-08,304.643
2001-08-09,305.858
2001-08-10,303.183
2001-08-13,303.734
2001-08-14,303.556
2001-08-15,302.568
