Date,EM (EMERGING MARKETS) SMID VALUE SMID (Small+Mid Cap)
2001-08-09,183.344
2001-08-10,183.75
2001-08-13,184.869
2001-08-14,186.59
2001-08-15,187.04
2001-08-16,188.509
2001-08-17,187.696
2001-08-20,186.401
2001-08-21,186.737
2001-08-22,187.285
2001-08-23,187.086
2001-08-24,187.42
2001-08-27,188.612
2001-08-28,188.471
2001-08-29,188.671
2001-08-30,188.258
2001-08-31,187.469
2001-09-03,186.098
2001-09-04,186.553
2001-09-05,186.405
2001-09-06,185.839
2001-09-07,185.274
2001-09-10,183.588
2001-09-11,179.024
2001-09-12,174.616
2001-09-13,171.543
2001-09-14,165.87
2001-09-17,160.483
2001-09-18,162.124
2001-09-19,164.374
2001-09-20,161.078
2001-09-21,157.365
2001-09-24,158.767
2001-09-25,158.269
2001-09-26,158.619
2001-09-27,158.891
2001-09-28,160.805
2001-10-01,160.042
2001-10-02,158.65
2001-10-03,157.849
2001-10-04,159.905
2001-10-05,160.113
2001-10-08,157.813
2001-10-09,160.025
2001-10-10,160.815
2001-10-11,164.111
2001-10-12,163.1
2001-10-15,163.169
2001-10-16,164.409
2001-10-17,165.429
2001-10-18,164.728
2001-10-19,165.206
2001-10-22,166.48
2001-10-23,166.846
2001-10-24,167.596
2001-10-25,167.647
2001-10-26,168.415
2001-10-29,168.158
2001-10-30,166.598
2001-10-31,167.242
2001-11-01,167.601
2001-11-02,168.64
2001-11-05,170.896
2001-11-06,171.157
2001-11-07,170.651
2001-11-08,172.932
2001-11-09,173.039
2001-11-12,173.826
2001-11-13,174.979
2001-11-14,177.261
2001-11-15,179.135
2001-11-16,180.421
2001-11-19,182.925
2001-11-20,182.344
2001-11-21,183.071
2001-11-22,184.355
2001-11-23,186.318
2001-11-26,190.087
2001-11-27,189.212
2001-11-28,185.624
2001-11-29,185.672
2001-11-30,186.891
2001-12-03,189.16
2001-12-04,190.196
2001-12-05,192.947
2001-12-06,195.631
2001-12-07,197.518
2001-12-10,198.605
2001-12-11,197.554
2001-12-12,199.551
2001-12-13,196.838
2001-12-14,196.845
2001-12-17,197.668
2001-12-18,195.005
2001-12-19,192.996
2001-12-20,193.632
2001-12-21,192.262
2001-12-24,193.837
2001-12-25,195.433
2001-12-26,196.422
2001-12-27,196.536
2001-12-28,198.268
2001-12-31,200.436
2002-01-01,200.525
2002-01-02,202.701
2002-01-03,204.472
2002-01-04,206.79
2002-01-07,208.549
2002-01-08,207.759
2002-01-09,208.709
2002-01-10,208.43
2002-01-11,207.278
2002-01-14,206.633
2002-01-15,205.298
2002-01-16,203.729
2002-01-17,204.859
2002-01-18,205.425
2002-01-21,207.615
2002-01-22,207.503
2002-01-23,208.545
2002-01-24,209.526
2002-01-25,211.864
2002-01-28,213.54
2002-01-29,212.022
2002-01-30,210.774
2002-01-31,212.944
2002-02-01,212.675
2002-02-04,211.567
2002-02-05,211.359
2002-02-06,213.486
2002-02-07,211.731
2002-02-08,212.223
2002-02-11,212.01
2002-02-12,212.655
2002-02-13,213.533
2002-02-14,216.359
2002-02-15,216.692
2002-02-18,217.809
2002-02-19,216.438
2002-02-20,215.101
2002-02-21,215.073
2002-02-22,214.292
2002-02-25,213.556
2002-02-26,214.457
2002-02-27,217.892
2002-02-28,217.039
2002-03-01,219.105
2002-03-04,223.649
2002-03-05,224.102
2002-03-06,225.507
2002-03-07,226.158
2002-03-08,226.988
2002-03-11,228.678
2002-03-12,228.124
2002-03-13,229.017
2002-03-14,230.07
2002-03-15,231.106
2002-03-18,232.434
2002-03-19,232.756
2002-03-20,233.462
2002-03-21,233.833
2002-03-22,234.796
2002-03-25,233.77
2002-03-26,234.113
2002-03-27,235.092
2002-03-28,235.788
2002-03-29,235.027
2002-04-01,233.983
2002-04-02,235.3
2002-04-03,236.201
2002-04-04,237.204
2002-04-05,239.203
2002-04-08,240.227
2002-04-09,238.53
2002-04-10,238.839
2002-04-11,239.828
2002-04-12,240.83
2002-04-15,242.161
2002-04-16,244.007
2002-04-17,247.382
2002-04-18,248.064
2002-04-19,249.619
2002-04-22,249.256
2002-04-23,248.123
2002-04-24,247.685
2002-04-25,244.62
2002-04-26,245.208
2002-04-29,242.643
2002-04-30,241.094
2002-05-01,240.987
2002-05-02,241.197
2002-05-03,242.377
2002-05-06,239.924
2002-05-07,239.151
2002-05-08,241.716
2002-05-09,241.362
2002-05-10,240.582
2002-05-13,239.757
2002-05-14,240.246
2002-05-15,242.269
2002-05-16,242.275
2002-05-17,243.246
2002-05-20,240.349
2002-05-21,236.183
2002-05-22,236.668
2002-05-23,236.009
2002-05-24,238.78
2002-05-27,239.747
2002-05-28,238.316
2002-05-29,237.326
2002-05-30,237.275
2002-05-31,236.236
2002-06-03,235.151
2002-06-04,234.857
2002-06-05,235.041
2002-06-06,235.177
2002-06-07,232.452
2002-06-10,234.944
2002-06-11,234.703
2002-06-12,234.621
2002-06-13,236.078
2002-06-14,233.664
2002-06-17,232.645
2002-06-18,233.22
2002-06-19,227.239
2002-06-20,227.545
2002-06-21,226.657
2002-06-24,225.432
2002-06-25,222.926
2002-06-26,214.004
2002-06-27,215.924
2002-06-28,221.715
2002-07-01,220.216
2002-07-02,218.954
2002-07-03,220.079
2002-07-04,223.266
2002-07-05,226.833
2002-07-08,227.52
2002-07-09,230.556
2002-07-10,229.973
2002-07-11,226.177
2002-07-12,230.882
2002-07-15,229.82
2002-07-16,227.794
2002-07-17,228.636
2002-07-18,229.961
2002-07-19,227.295
2002-07-22,219.659
2002-07-23,220.757
2002-07-24,215.425
2002-07-25,216.335
2002-07-26,210.399
2002-07-29,211.967
2002-07-30,215.662
2002-07-31,213.628
2002-08-01,212.929
2002-08-02,213.229
2002-08-05,205.559
2002-08-06,203.305
2002-08-07,206.878
2002-08-08,208.122
2002-08-09,209.71
2002-08-12,209.521
2002-08-13,209.619
2002-08-14,211.632
2002-08-15,212.044
2002-08-16,212.99
2002-08-19,212.979
2002-08-20,213.873
2002-08-21,215.415
2002-08-22,215.751
2002-08-23,215.009
2002-08-26,215.197
2002-08-27,215.433
2002-08-28,214.38
2002-08-29,213.595
2002-08-30,214.854
2002-09-02,213.759
2002-09-03,210.207
2002-09-04,208.487
2002-09-05,207.606
2002-09-06,206.098
2002-09-09,205.338
2002-09-10,208.096
2002-09-11,209.737
2002-09-12,210.764
2002-09-13,207.857
2002-09-16,203.92
2002-09-17,207.691
2002-09-18,203.253
2002-09-19,202.9
2002-09-20,201.897
2002-09-23,197.441
2002-09-24,195.016
2002-09-25,192.536
2002-09-26,193.175
2002-09-27,192.889
2002-09-30,190.096
2002-10-01,192.127
2002-10-02,191.724
2002-10-03,190.684
2002-10-04,190.959
2002-10-07,186.539
2002-10-08,186.802
2002-10-09,185.174
2002-10-10,182.521
2002-10-11,182.341
2002-10-14,183.425
2002-10-15,187.843
2002-10-16,188.888
2002-10-17,192.07
2002-10-18,196.014
2002-10-21,195.591
2002-10-22,194.418
2002-10-23,199.04
2002-10-24,198.764
2002-10-25,198.383
2002-10-28,200.668
2002-10-29,198.582
2002-10-30,198.123
2002-10-31,199.939
2002-11-01,198.998
2002-11-04,202.575
2002-11-05,202.632
2002-11-06,204.913
2002-11-07,206.475
2002-11-08,207.46
2002-11-11,205.854
2002-11-12,204.552
2002-11-13,204.132
2002-11-14,205.205
2002-11-15,208.585
2002-11-18,209.121
2002-11-19,207.613
2002-11-20,207.519
2002-11-21,208.78
2002-11-22,210.348
2002-11-25,211.907
2002-11-26,211.624
2002-11-27,212.391
2002-11-28,212.331
2002-11-29,214.092
2002-12-02,215.611
2002-12-03,216.539
2002-12-04,214.013
2002-12-05,214.407
2002-12-06,214.312
2002-12-09,214.944
2002-12-10,214.746
2002-12-11,214.274
2002-12-12,215.491
2002-12-13,214.771
2002-12-16,214.58
2002-12-17,214.74
2002-12-18,215.074
2002-12-19,215.206
2002-12-20,215.424
2002-12-23,213.532
2002-12-24,211.474
2002-12-25,210.843
2002-12-26,211.027
2002-12-27,210.353
2002-12-30,208.115
2002-12-31,208.659
2003-01-01,208.574
2003-01-02,210.53
2003-01-03,213.838
2003-01-06,216.194
2003-01-07,215.397
2003-01-08,217.148
2003-01-09,217.73
2003-01-10,218.574
2003-01-13,221.525
2003-01-14,221.767
2003-01-15,223.128
2003-01-16,222.269
2003-01-17,219.341
2003-01-20,219.861
2003-01-21,218.807
2003-01-22,218.506
2003-01-23,220.616
2003-01-24,218.146
2003-01-27,213.677
2003-01-28,214.907
2003-01-29,214.928
2003-01-30,216.192
2003-01-31,216.957
2003-02-03,217.876
2003-02-04,218.419
2003-02-05,218.169
2003-02-06,216.285
2003-02-07,213.62
2003-02-10,211.585
2003-02-11,211.279
2003-02-12,212.527
2003-02-13,209.746
2003-02-14,209.735
2003-02-17,215.121
2003-02-18,214.434
2003-02-19,213.09
2003-02-20,213.564
2003-02-21,214.044
2003-02-24,215.194
2003-02-25,211.67
2003-02-26,211.886
2003-02-27,211.563
2003-02-28,210.748
2003-03-03,212.365
2003-03-04,210.96
2003-03-05,208.728
2003-03-06,206.992
2003-03-07,204.655
2003-03-10,201.561
2003-03-11,200.344
2003-03-12,200.951
2003-03-13,201.387
2003-03-14,202.987
2003-03-17,197.884
2003-03-18,202.867
2003-03-19,202.795
2003-03-20,206.622
2003-03-21,207.61
2003-03-24,206.185
2003-03-25,205.057
2003-03-26,205.637
2003-03-27,205.368
2003-03-28,205.779
2003-03-31,202.693
2003-04-01,204.49
2003-04-02,206.004
2003-04-03,207.43
2003-04-04,210.306
2003-04-07,215.517
2003-04-08,215.399
2003-04-09,214.881
2003-04-10,216.217
2003-04-11,217.519
2003-04-14,218.386
2003-04-15,220.801
2003-04-16,223.429
2003-04-17,224.118
2003-04-18,225.663
2003-04-21,225.285
2003-04-22,222.422
2003-04-23,221.116
2003-04-24,218.827
2003-04-25,214.463
2003-04-28,214.661
2003-04-29,219.049
2003-04-30,218.42
2003-05-01,218.508
2003-05-02,219.363
2003-05-05,221.97
2003-05-06,222.683
2003-05-07,225.501
2003-05-08,224.745
2003-05-09,226.745
2003-05-12,229.272
2003-05-13,228.791
2003-05-14,228.084
2003-05-15,227.266
2003-05-16,226.734
2003-05-19,224.505
2003-05-20,224.653
2003-05-21,224.854
2003-05-22,226.417
2003-05-23,230.964
2003-05-26,234.751
2003-05-27,233.953
2003-05-28,236.407
2003-05-29,237.758
2003-05-30,238.734
2003-06-02,241.552
2003-06-03,241.397
2003-06-04,241.739
2003-06-05,244.145
2003-06-06,244.855
2003-06-09,246.306
2003-06-10,246.263
2003-06-11,246.784
2003-06-12,249.422
2003-06-13,251.603
2003-06-16,253.688
2003-06-17,256.797
2003-06-18,255.781
2003-06-19,256.623
2003-06-20,255.7
2003-06-23,252.25
2003-06-24,251.532
2003-06-25,253.926
2003-06-26,252.57
2003-06-27,253.905
2003-06-30,253.733
2003-07-01,256.935
2003-07-02,260.325
2003-07-03,261.077
2003-07-04,263.236
2003-07-07,266.526
2003-07-08,265.891
2003-07-09,266.631
2003-07-10,266.285
2003-07-11,265.485
2003-07-14,269.032
2003-07-15,267.72
2003-07-16,267.677
2003-07-17,265.046
2003-07-18,263.597
2003-07-21,262.126
2003-07-22,262.439
2003-07-23,262.507
2003-07-24,264.87
2003-07-25,266.439
2003-07-28,269.343
2003-07-29,268.286
2003-07-30,267.537
2003-07-31,267.955
2003-08-01,269.194
2003-08-04,268.517
2003-08-05,267.05
2003-08-06,265.521
2003-08-07,267.84
2003-08-08,267.792
2003-08-11,269.148
2003-08-12,270.501
2003-08-13,274.067
2003-08-14,275.65
2003-08-15,276.258
2003-08-18,279.591
2003-08-19,279.386
2003-08-20,279.848
2003-08-21,282.963
2003-08-22,283.953
2003-08-25,283.132
2003-08-26,282.443
2003-08-27,283.043
2003-08-28,281.49
2003-08-29,284.257
2003-09-01,287.349
2003-09-02,288.529
2003-09-03,288.902
2003-09-04,288.049
2003-09-05,287.665
2003-09-08,286.933
2003-09-09,286.233
2003-09-10,285.341
2003-09-11,286.181
2003-09-12,286.954
2003-09-15,285.443
2003-09-16,287.581
2003-09-17,288.44
2003-09-18,287.62
2003-09-19,287.298
2003-09-22,284.954
2003-09-23,287.249
2003-09-24,289.137
2003-09-25,287.504
2003-09-26,285.687
2003-09-29,285.168
2003-09-30,286.054
2003-10-01,287.811
2003-10-02,291.372
2003-10-03,293.676
2003-10-06,296.743
2003-10-07,298.36
2003-10-08,299.704
2003-10-09,304.045
2003-10-10,307.167
2003-10-13,309.006
2003-10-14,308.288
2003-10-15,309.019
2003-10-16,312.522
2003-10-17,310.877
2003-10-20,312.838
2003-10-21,312.481
2003-10-22,312.105
2003-10-23,306.584
2003-10-24,306.818
2003-10-27,307.75
2003-10-28,311.526
2003-10-29,312.243
2003-10-30,314.973
2003-10-31,314.763
2003-11-03,319.71
2003-11-04,320.845
2003-11-05,323.242
2003-11-06,319.445
2003-11-07,322.419
2003-11-10,321.761
2003-11-11,320.055
2003-11-12,321.349
2003-11-13,324.944
2003-11-14,325.963
2003-11-17,322.043
2003-11-18,322.205
2003-11-19,316.201
2003-11-20,313.852
2003-11-21,314.75
2003-11-24,312.247
2003-11-25,315.167
2003-11-26,318.293
2003-11-27,317.966
2003-11-28,322.161
2003-12-01,329.091
2003-12-02,329.919
2003-12-03,331.467
2003-12-04,331.334
2003-12-05,330.356
2003-12-08,329.463
2003-12-09,332.82
2003-12-10,332.081
2003-12-11,332.96
2003-12-12,334.949
2003-12-15,337.775
2003-12-16,335.87
2003-12-17,333.291
2003-12-18,334.435
2003-12-19,334.678
2003-12-22,335.974
2003-12-23,336.364
2003-12-24,337.566
2003-12-25,337.171
2003-12-26,337.946
2003-12-29,340.181
2003-12-30,344.247
2003-12-31,345.517
2004-01-01,345.777
2004-01-02,351.821
2004-01-05,360.725
2004-01-06,359.156
2004-01-07,359.066
2004-01-08,361.408
2004-01-09,364.975
2004-01-12,363.784
2004-01-13,363.73
2004-01-14,362.721
2004-01-15,358.841
2004-01-16,358.531
2004-01-19,359.923
2004-01-20,362.602
2004-01-21,361.28
2004-01-22,360.68
2004-01-23,362.724
2004-01-26,363.261
2004-01-27,365.958
2004-01-28,365.756
2004-01-29,359.961
2004-01-30,359.727
2004-02-02,360.281
2004-02-03,360.371
2004-02-04,360.585
2004-02-05,360.04
2004-02-06,365.112
2004-02-09,371.37
2004-02-10,373.449
2004-02-11,375.563
2004-02-12,377.65
2004-02-13,381.343
2004-02-16,381.747
2004-02-17,383.781
2004-02-18,384.234
2004-02-19,382.053
2004-02-20,380.819
2004-02-23,380.635
2004-02-24,379.031
2004-02-25,380.49
2004-02-26,380.742
2004-02-27,383.662
2004-03-01,388.797
2004-03-02,391.545
2004-03-03,388.008
2004-03-04,390.386
2004-03-05,393.383
2004-03-08,392.705
2004-03-09,393.163
2004-03-10,387.752
2004-03-11,383.462
2004-03-12,380.9
2004-03-15,379.838
2004-03-16,380.395
2004-03-17,382.34
2004-03-18,386.321
2004-03-19,388.205
2004-03-22,380.19
2004-03-23,376.428
2004-03-24,375.781
2004-03-25,372.69
2004-03-26,374.249
2004-03-29,381.688
2004-03-30,384.977
2004-03-31,388.969
2004-04-01,392.177
2004-04-02,394.433
2004-04-05,397.539
2004-04-06,399.013
2004-04-07,399.575
2004-04-08,400.676
2004-04-09,399.852
2004-04-12,403.678
2004-04-13,401.842
2004-04-14,397.412
2004-04-15,394.075
2004-04-16,395.556
2004-04-19,395.514
2004-04-20,395.495
2004-04-21,392.865
2004-04-22,389.365
2004-04-23,391.941
2004-04-26,388.895
2004-04-27,387.014
2004-04-28,381.464
2004-04-29,370.577
2004-04-30,365.698
2004-05-03,362.512
2004-05-04,368.351
2004-05-05,365.488
2004-05-06,360.125
2004-05-07,356.566
2004-05-10,339.584
2004-05-11,341.596
2004-05-12,346.807
2004-05-13,341.931
2004-05-14,335.899
2004-05-17,323.807
2004-05-18,327.934
2004-05-19,340.694
2004-05-20,336.134
2004-05-21,342.979
2004-05-24,346.552
2004-05-25,345.812
2004-05-26,348.078
2004-05-27,353.234
2004-05-28,356.553
2004-05-31,354.49
2004-06-01,354.916
2004-06-02,354.035
2004-06-03,346.692
2004-06-04,349.082
2004-06-07,358.027
2004-06-08,357.404
2004-06-09,356.366
2004-06-10,355.288
2004-06-11,350.435
2004-06-14,343.675
2004-06-15,347.582
2004-06-16,346.665
2004-06-17,347.615
2004-06-18,346.21
2004-06-21,347.315
2004-06-22,346.744
2004-06-23,348.267
2004-06-24,352.794
2004-06-25,355.197
2004-06-28,355.447
2004-06-29,356.47
2004-06-30,360.002
2004-07-01,361.836
2004-07-02,360.464
2004-07-05,359.909
2004-07-06,360.274
2004-07-07,362.526
2004-07-08,359.732
2004-07-09,361.258
2004-07-12,361.901
2004-07-13,361.384
2004-07-14,359.203
2004-07-15,357.837
2004-07-16,359.791
2004-07-19,360.794
2004-07-20,356.592
2004-07-21,357.668
2004-07-22,356.063
2004-07-23,353.757
2004-07-26,351.627
2004-07-27,351.87
2004-07-28,352.643
2004-07-29,351.661
2004-07-30,353.598
2004-08-02,350.456
2004-08-03,350.477
2004-08-04,349.266
2004-08-05,352.265
2004-08-06,351.669
2004-08-09,353.681
2004-08-10,353.671
2004-08-11,350.925
2004-08-12,349.882
2004-08-13,350.162
2004-08-16,349.433
2004-08-17,351.136
2004-08-18,352.206
2004-08-19,357.245
2004-08-20,358.133
2004-08-23,358.089
2004-08-24,359.466
2004-08-25,360.81
2004-08-26,365.66
2004-08-27,365.627
2004-08-30,366.332
2004-08-31,368.22
2004-09-01,372.107
2004-09-02,375.025
2004-09-03,374.095
2004-09-06,375.23
2004-09-07,376.242
2004-09-08,377.853
2004-09-09,379.249
2004-09-10,380.833
2004-09-13,383.425
2004-09-14,385.196
2004-09-15,384.608
2004-09-16,388.145
2004-09-17,387.859
2004-09-20,390.913
2004-09-21,392.486
2004-09-22,389.377
2004-09-23,389.722
2004-09-24,390.023
2004-09-27,389.304
2004-09-28,389.183
2004-09-29,389.876
2004-09-30,392.031
2004-10-01,397.433
2004-10-04,404.525
2004-10-05,404.435
2004-10-06,404.583
2004-10-07,405.373
2004-10-08,408.166
2004-10-11,408.834
2004-10-12,403.074
2004-10-13,400.986
2004-10-14,397.855
2004-10-15,399.166
2004-10-18,400.169
2004-10-19,402.323
2004-10-20,398.186
2004-10-21,398.569
2004-10-22,399.35
2004-10-25,396.804
2004-10-26,397.047
2004-10-27,400.802
2004-10-28,405.263
2004-10-29,405.922
2004-11-01,406.187
2004-11-02,408.91
2004-11-03,415.124
2004-11-04,416.346
2004-11-05,419.288
2004-11-08,417.774
2004-11-09,419.135
2004-11-10,421.692
2004-11-11,421.84
2004-11-12,426.155
2004-11-15,428.192
2004-11-16,428.979
2004-11-17,436.386
2004-11-18,435.39
2004-11-19,434.961
2004-11-22,431.256
2004-11-23,434.798
2004-11-24,439.139
2004-11-25,440.594
2004-11-26,441.177
2004-11-29,444.445
2004-11-30,446.453
2004-12-01,448.685
2004-12-02,451.025
2004-12-03,450.226
2004-12-06,451.933
2004-12-07,449.615
2004-12-08,445.35
2004-12-09,443.943
2004-12-10,440.863
2004-12-13,444.392
2004-12-14,448.101
2004-12-15,452.388
2004-12-16,454.423
2004-12-17,454.197
2004-12-20,456.114
2004-12-21,457.181
2004-12-22,458.021
2004-12-23,458.792
2004-12-24,461.087
2004-12-27,462.285
2004-12-28,463.461
2004-12-29,466.924
2004-12-30,470.888
2004-12-31,474.634
2005-01-03,475.182
2005-01-04,469.648
2005-01-05,465.003
2005-01-06,460.583
2005-01-07,460.309
2005-01-10,461.258
2005-01-11,463.139
2005-01-12,460.564
2005-01-13,463.26
2005-01-14,463.611
2005-01-17,466.285
2005-01-18,464.577
2005-01-19,466.826
2005-01-20,461.951
2005-01-21,462.0
2005-01-24,462.873
2005-01-25,462.696
2005-01-26,467.689
2005-01-27,469.37
2005-01-28,471.944
2005-01-31,476.641
2005-02-01,475.043
2005-02-02,477.829
2005-02-03,480.31
2005-02-04,483.678
2005-02-07,485.24
2005-02-08,483.452
2005-02-09,484.218
2005-02-10,483.896
2005-02-11,486.828
2005-02-14,493.474
2005-02-15,494.393
2005-02-16,495.211
2005-02-17,496.853
2005-02-18,499.757
2005-02-21,503.157
2005-02-22,504.217
2005-02-23,503.557
2005-02-24,508.003
2005-02-25,510.716
2005-02-28,517.187
2005-03-01,517.688
2005-03-02,515.937
2005-03-03,517.735
2005-03-04,519.766
2005-03-07,522.14
2005-03-08,520.276
2005-03-09,522.039
2005-03-10,520.233
2005-03-11,522.947
2005-03-14,517.323
2005-03-15,507.67
2005-03-16,506.287
2005-03-17,501.853
2005-03-18,500.707
2005-03-21,497.805
2005-03-22,495.093
2005-03-23,486.807
2005-03-24,483.714
2005-03-25,486.746
2005-03-28,483.549
2005-03-29,476.279
2005-03-30,477.405
2005-03-31,484.429
2005-04-01,490.577
2005-04-04,486.3
2005-04-05,486.846
2005-04-06,489.23
2005-04-07,490.713
2005-04-08,490.361
2005-04-11,489.002
2005-04-12,487.555
2005-04-13,490.113
2005-04-14,480.945
2005-04-15,474.98
2005-04-18,465.664
2005-04-19,471.519
2005-04-20,472.488
2005-04-21,474.587
2005-04-22,476.213
2005-04-25,476.56
2005-04-26,477.361
2005-04-27,473.926
2005-04-28,470.764
2005-04-29,470.952
2005-05-02,472.164
2005-05-03,472.93
2005-05-04,480.284
2005-05-05,484.854
2005-05-06,486.984
2005-05-09,485.337
2005-05-10,482.538
2005-05-11,479.075
2005-05-12,477.008
2005-05-13,475.698
2005-05-16,473.46
2005-05-17,472.31
2005-05-18,474.359
2005-05-19,478.684
2005-05-20,476.979
2005-05-23,475.894
2005-05-24,477.165
2005-05-25,475.709
2005-05-26,476.618
2005-05-27,482.132
2005-05-30,483.545
2005-05-31,481.134
2005-06-01,480.993
2005-06-02,485.725
2005-06-03,490.821
2005-06-06,491.383
2005-06-07,490.684
2005-06-08,492.887
2005-06-09,490.237
2005-06-10,493.572
2005-06-13,492.43
2005-06-14,492.14
2005-06-15,495.812
2005-06-16,497.202
2005-06-17,500.371
2005-06-20,498.248
2005-06-21,497.066
2005-06-22,502.341
2005-06-23,502.676
2005-06-24,501.642
2005-06-27,499.446
2005-06-28,498.297
2005-06-29,498.106
2005-06-30,497.869
2005-07-01,499.559
2005-07-04,497.305
2005-07-05,493.784
2005-07-06,494.832
2005-07-07,491.411
2005-07-08,492.067
2005-07-11,501.463
2005-07-12,508.073
2005-07-13,508.869
2005-07-14,513.394
2005-07-15,511.579
2005-07-18,512.835
2005-07-19,514.19
2005-07-20,516.412
2005-07-21,518.271
2005-07-22,520.77
2005-07-25,520.366
2005-07-26,517.323
2005-07-27,518.92
2005-07-28,523.432
2005-07-29,524.341
2005-08-01,526.921
2005-08-02,531.914
2005-08-03,536.807
2005-08-04,537.229
2005-08-05,535.854
2005-08-08,532.817
2005-08-09,535.28
2005-08-10,538.982
2005-08-11,538.002
2005-08-12,537.365
2005-08-15,536.267
2005-08-16,534.11
2005-08-17,533.807
2005-08-18,528.858
2005-08-19,524.888
2005-08-22,531.093
2005-08-23,529.014
2005-08-24,523.647
2005-08-25,523.691
2005-08-26,523.074
2005-08-29,516.985
2005-08-30,517.852
2005-08-31,519.854
2005-09-01,525.434
2005-09-02,532.174
2005-09-05,534.039
2005-09-06,534.622
2005-09-07,536.091
2005-09-08,536.339
2005-09-09,538.488
2005-09-12,540.223
2005-09-13,538.279
2005-09-14,540.426
2005-09-15,540.465
2005-09-16,541.03
2005-09-19,541.313
2005-09-20,546.098
2005-09-21,545.74
2005-09-22,542.879
2005-09-23,540.303
2005-09-26,543.92
2005-09-27,544.252
2005-09-28,546.728
2005-09-29,552.168
2005-09-30,556.937
2005-10-03,557.206
2005-10-04,559.741
2005-10-05,554.878
2005-10-06,545.685
2005-10-07,547.0
2005-10-10,550.356
2005-10-11,551.532
2005-10-12,545.774
2005-10-13,536.29
2005-10-14,534.21
2005-10-17,532.347
2005-10-18,528.508
2005-10-19,518.788
2005-10-20,518.996
2005-10-21,521.271
2005-10-24,522.538
2005-10-25,521.499
2005-10-26,520.601
2005-10-27,516.353
2005-10-28,513.624
2005-10-31,522.496
2005-11-01,528.692
2005-11-02,534.447
2005-11-03,535.377
2005-11-04,533.602
