Date,IRELAND SMALL VALUE Small Cap
2012-07-31,468.164
2012-08-31,488.712
2012-09-28,546.471
2012-10-31,544.844
2012-11-30,610.349
2012-12-31,640.656
2013-01-31,744.355
2013-02-28,735.354
2013-03-29,792.833
2013-04-30,821.809
2013-05-31,872.368
2013-06-28,867.023
2013-07-31,989.629
2013-08-30,1011.834
2013-09-30,1100.179
2013-10-31,1152.678
2013-11-29,1153.921
2013-12-31,1173.869
2014-01-31,1133.488
2014-02-28,1343.246
2014-03-31,1205.589
2014-04-30,1122.638
2014-05-30,1192.83
2014-06-30,1164.716
2014-07-31,1084.341
2014-08-29,1120.155
2014-09-30,1075.272
2014-10-31,999.196
2014-11-28,1083.759
2014-12-31,1063.624
2015-01-30,1057.245
2015-02-27,1173.919
2015-03-31,1141.523
2015-04-30,1223.912
2015-05-29,1195.814
2015-06-30,1155.55
2015-07-31,1223.209
2015-08-31,1211.177
2015-09-30,1135.295
2015-10-30,1200.169
2015-11-30,1158.491
2015-12-31,1156.419
2016-01-29,1031.712
2016-02-29,1006.305
2016-03-31,1130.45
2016-04-29,1141.06
2016-05-31,1143.55
2016-06-30,957.936
2016-07-29,1013.887
2016-08-31,1055.292
2016-09-30,1013.611
2016-10-31,988.433
2016-11-30,996.846
2016-12-30,1025.668
2017-01-31,1134.797
2017-02-28,1136.529
2017-03-31,1125.453
2017-04-28,1175.573
2017-05-31,1220.378
2017-06-30,1291.501
2017-07-31,1255.419
2017-08-31,1270.554
2017-09-29,1321.713
2017-10-31,1274.62
2017-11-30,1349.395
2017-12-29,1401.65
2018-01-31,1460.169
2018-02-28,1420.619
2018-03-30,1557.287
2018-04-30,1645.95
2018-05-31,1589.117
2018-06-29,1657.71
2018-07-31,1618.046
2018-08-31,1626.275
2018-09-28,1609.055
2018-10-31,1567.967
2018-11-30,1557.297
2018-12-31,1531.378
2019-01-31,1637.326
2019-02-28,1622.756
2019-03-29,1584.019
2019-04-30,1576.655
2019-05-31,1565.224
2019-06-28,1643.3
2019-07-31,1617.964
2019-08-30,1595.878
2019-09-30,1635.837
2019-10-31,1630.95
2019-11-29,1475.573
2019-12-31,1472.643
2020-01-31,1425.508
2020-02-28,1263.583
2020-03-31,911.547
2020-04-30,1070.618
2020-05-29,1094.604
2020-06-30,1172.565
2020-07-31,1218.696
2020-08-31,1284.098
2020-09-30,1104.724
2020-10-30,1234.815
2020-11-30,1612.831
2020-12-31,1799.386
2021-01-29,1682.684
2021-02-26,1860.408
2021-03-31,2114.949
2021-04-30,2310.398
2021-05-31,2509.024
2021-06-30,2201.953
2021-07-30,2182.886
2021-08-31,2418.863
2021-09-30,2262.55
2021-10-29,2278.565
2021-11-30,1985.367
2021-12-31,2117.049
2022-01-31,2298.788
2022-02-28,2282.186
2022-03-31,2191.338
2022-04-29,2129.168
2022-05-31,2289.717
2022-06-30,2084.894
2022-07-29,2016.332
2022-08-31,2114.657
2022-09-30,2094.403
2022-10-31,2311.19
2022-11-30,2518.988
2022-12-30,2631.963
2023-01-31,2717.199
2023-02-28,2737.433
2023-03-31,2988.715
2023-04-28,3157.721
2023-05-31,2955.759
2023-06-30,3103.955
2023-07-31,3115.941
2023-08-31,3278.46
2023-09-29,3174.095
2023-10-31,3070.329
2023-11-30,3339.384
2023-12-29,3455.134
2024-01-31,3665.624
2024-02-29,3574.984
2024-03-29,3822.166
2024-04-30,3711.998
2024-05-31,3886.057
2024-06-28,3688.759
2024-07-31,3793.586
2024-08-30,3563.941
2024-09-30,3526.181
2024-10-31,3363.117
2024-11-29,3225.253
2024-12-31,3016.403
2025-01-31,3179.468
2025-02-28,2832.711
2025-03-31,2872.537
2025-04-30,3269.283
2025-05-30,3673.037
2025-06-30,3691.105
2025-07-31,3629.349
2025-08-29,4113.537
2025-09-30,4088.318
2025-10-31,4146.577
2025-11-28,4220.772
