Date,IRELAND SMALL VALUE Small Cap
2001-12-05,128.329
2001-12-06,129.777
2001-12-07,130.429
2001-12-10,130.398
2001-12-11,131.191
2001-12-12,132.244
2001-12-13,131.522
2001-12-14,132.769
2001-12-17,131.593
2001-12-18,133.544
2001-12-19,133.194
2001-12-20,133.079
2001-12-21,131.969
2001-12-24,130.652
2001-12-25,130.652
2001-12-26,130.764
2001-12-27,131.586
2001-12-28,131.919
2001-12-31,135.12
2002-01-01,135.12
2002-01-02,135.965
2002-01-03,137.289
2002-01-04,137.902
2002-01-07,138.567
2002-01-08,138.727
2002-01-09,137.809
2002-01-10,136.509
2002-01-11,137.062
2002-01-14,136.75
2002-01-15,135.696
2002-01-16,134.453
2002-01-17,134.739
2002-01-18,135.783
2002-01-21,135.356
2002-01-22,134.698
2002-01-23,134.651
2002-01-24,134.17
2002-01-25,132.119
2002-01-28,132.069
2002-01-29,130.975
2002-01-30,129.263
2002-01-31,129.073
2002-02-01,130.933
2002-02-04,132.335
2002-02-05,130.524
2002-02-06,130.296
2002-02-07,127.447
2002-02-08,129.773
2002-02-11,131.431
2002-02-12,131.675
2002-02-13,132.044
2002-02-14,132.782
2002-02-15,135.174
2002-02-18,133.219
2002-02-19,132.888
2002-02-20,132.885
2002-02-21,132.43
2002-02-22,132.382
2002-02-25,131.34
2002-02-26,131.058
2002-02-27,130.828
2002-02-28,131.135
2002-03-01,133.258
2002-03-04,135.351
2002-03-05,136.081
2002-03-06,136.116
2002-03-07,136.573
2002-03-08,139.641
2002-03-11,139.572
2002-03-12,138.93
2002-03-13,138.665
2002-03-14,140.642
2002-03-15,141.708
2002-03-18,140.893
2002-03-19,142.988
2002-03-20,142.686
2002-03-21,142.17
2002-03-22,142.221
2002-03-25,141.584
2002-03-26,142.054
2002-03-27,141.88
2002-03-28,142.007
2002-03-29,142.007
2002-04-01,143.171
2002-04-02,145.071
2002-04-03,143.787
2002-04-04,145.609
2002-04-05,148.559
2002-04-08,145.753
2002-04-09,143.413
2002-04-10,145.31
2002-04-11,146.523
2002-04-12,146.636
2002-04-15,148.056
2002-04-16,148.414
2002-04-17,149.046
2002-04-18,150.19
2002-04-19,150.29
2002-04-22,149.879
2002-04-23,150.755
2002-04-24,152.394
2002-04-25,154.68
2002-04-26,152.494
2002-04-29,153.23
2002-04-30,154.342
2002-05-01,155.492
2002-05-02,156.397
2002-05-03,158.719
2002-05-06,159.249
2002-05-07,157.3
2002-05-08,157.31
2002-05-09,158.722
2002-05-10,157.481
2002-05-13,158.755
2002-05-14,157.629
2002-05-15,159.226
2002-05-16,159.846
2002-05-17,161.068
2002-05-20,162.679
2002-05-21,162.62
2002-05-22,163.063
2002-05-23,160.648
2002-05-24,159.906
2002-05-27,158.924
2002-05-28,161.026
2002-05-29,160.752
2002-05-30,160.575
2002-05-31,161.081
2002-06-03,161.728
2002-06-04,162.037
2002-06-05,161.099
2002-06-06,162.736
2002-06-07,161.852
2002-06-10,162.459
2002-06-11,163.229
2002-06-12,163.584
2002-06-13,163.788
2002-06-14,160.091
2002-06-17,159.663
2002-06-18,160.808
2002-06-19,161.026
2002-06-20,160.993
2002-06-21,161.455
2002-06-24,162.308
2002-06-25,161.504
2002-06-26,160.096
2002-06-27,159.959
2002-06-28,161.72
2002-07-01,161.88
2002-07-02,160.969
2002-07-03,158.396
2002-07-04,159.495
2002-07-05,159.616
2002-07-08,161.339
2002-07-09,160.881
2002-07-10,159.0
2002-07-11,156.601
2002-07-12,156.996
2002-07-15,156.599
2002-07-16,155.195
2002-07-17,156.839
2002-07-18,156.865
2002-07-19,156.979
2002-07-22,153.908
2002-07-23,149.473
2002-07-24,145.09
2002-07-25,148.954
2002-07-26,146.404
2002-07-29,146.839
2002-07-30,149.334
2002-07-31,148.294
2002-08-01,147.858
2002-08-02,145.968
2002-08-05,146.09
2002-08-06,143.105
2002-08-07,146.28
2002-08-08,145.497
2002-08-09,146.539
2002-08-12,146.062
2002-08-13,146.352
2002-08-14,149.183
2002-08-15,150.243
2002-08-16,150.666
2002-08-19,150.428
2002-08-20,151.588
2002-08-21,153.445
2002-08-22,153.212
2002-08-23,153.33
2002-08-26,153.188
2002-08-27,155.545
2002-08-28,155.486
2002-08-29,154.893
2002-08-30,154.11
2002-09-02,152.97
2002-09-03,152.805
2002-09-04,149.456
2002-09-05,146.195
2002-09-06,144.949
2002-09-09,146.701
2002-09-10,146.194
2002-09-11,147.336
2002-09-12,147.273
2002-09-13,145.048
2002-09-16,145.724
2002-09-17,145.645
2002-09-18,143.62
2002-09-19,141.28
2002-09-20,139.202
2002-09-23,135.82
2002-09-24,134.722
2002-09-25,134.909
2002-09-26,136.783
2002-09-27,136.87
2002-09-30,133.747
2002-10-01,129.3
2002-10-02,131.728
2002-10-03,130.48
2002-10-04,128.3
2002-10-07,126.501
2002-10-08,125.949
2002-10-09,121.824
2002-10-10,121.797
2002-10-11,125.279
2002-10-14,124.08
2002-10-15,127.011
2002-10-16,125.578
2002-10-17,125.578
2002-10-18,128.043
2002-10-21,127.64
2002-10-22,127.211
2002-10-23,126.315
2002-10-24,128.8
2002-10-25,128.701
2002-10-28,130.072
2002-10-29,131.306
2002-10-30,133.359
2002-10-31,138.138
2002-11-01,141.348
2002-11-04,142.557
2002-11-05,141.587
2002-11-06,139.586
2002-11-07,141.565
2002-11-08,141.498
2002-11-11,142.494
2002-11-12,141.118
2002-11-13,141.495
2002-11-14,142.036
2002-11-15,142.654
2002-11-18,142.831
2002-11-19,143.676
2002-11-20,142.585
2002-11-21,145.772
2002-11-22,144.598
2002-11-25,145.079
2002-11-26,143.887
2002-11-27,144.936
2002-11-28,146.353
2002-11-29,148.635
2002-12-02,148.404
2002-12-03,146.58
2002-12-04,145.697
2002-12-05,144.739
2002-12-06,148.003
2002-12-09,147.427
2002-12-10,148.144
2002-12-11,149.581
2002-12-12,150.273
2002-12-13,147.761
2002-12-16,147.396
2002-12-17,147.747
2002-12-18,145.782
2002-12-19,146.525
2002-12-20,150.252
2002-12-23,149.202
2002-12-24,149.454
2002-12-25,149.454
2002-12-26,149.831
2002-12-27,150.405
2002-12-30,152.981
2002-12-31,153.506
2003-01-01,153.506
2003-01-02,155.551
2003-01-03,156.794
2003-01-06,157.021
2003-01-07,155.095
2003-01-08,153.988
2003-01-09,153.698
2003-01-10,155.293
2003-01-13,154.463
2003-01-14,156.09
2003-01-15,155.559
2003-01-16,155.141
2003-01-17,155.423
2003-01-20,155.883
2003-01-21,157.038
2003-01-22,157.965
2003-01-23,157.993
2003-01-24,157.777
2003-01-27,156.025
2003-01-28,154.559
2003-01-29,151.197
2003-01-30,152.454
2003-01-31,153.182
2003-02-03,153.385
2003-02-04,152.382
2003-02-05,149.717
2003-02-06,148.613
2003-02-07,148.265
2003-02-10,146.335
2003-02-11,146.346
2003-02-12,145.779
2003-02-13,145.933
2003-02-14,144.549
2003-02-17,142.948
2003-02-18,143.851
2003-02-19,146.2
2003-02-20,147.209
2003-02-21,146.508
2003-02-24,143.07
2003-02-25,141.472
2003-02-26,142.026
2003-02-27,141.047
2003-02-28,142.662
2003-03-03,143.019
2003-03-04,144.565
2003-03-05,144.469
2003-03-06,145.621
2003-03-07,147.931
2003-03-10,144.997
2003-03-11,145.041
2003-03-12,143.275
2003-03-13,145.053
2003-03-14,143.991
2003-03-17,142.483
2003-03-18,143.346
2003-03-19,143.642
2003-03-20,144.304
2003-03-21,144.795
2003-03-24,144.555
2003-03-25,144.045
2003-03-26,145.886
2003-03-27,146.011
2003-03-28,147.603
2003-03-31,151.28
2003-04-01,150.348
2003-04-02,148.992
2003-04-03,148.692
2003-04-04,150.674
2003-04-07,151.304
2003-04-08,150.819
2003-04-09,149.654
2003-04-10,150.947
2003-04-11,150.121
2003-04-14,151.463
2003-04-15,153.264
2003-04-16,154.549
2003-04-17,155.92
2003-04-18,155.966
2003-04-21,155.294
2003-04-22,157.059
2003-04-23,158.377
2003-04-24,158.814
2003-04-25,157.814
2003-04-28,158.151
2003-04-29,158.775
2003-04-30,161.496
2003-05-01,163.083
2003-05-02,163.653
2003-05-05,164.499
2003-05-06,166.606
2003-05-07,170.31
2003-05-08,172.575
2003-05-09,173.041
2003-05-12,175.656
2003-05-13,174.664
2003-05-14,173.3
2003-05-15,174.79
2003-05-16,177.32
2003-05-19,177.154
2003-05-20,177.312
2003-05-21,177.425
2003-05-22,175.596
2003-05-23,178.794
2003-05-26,180.395
2003-05-27,181.891
2003-05-28,182.396
2003-05-29,184.132
2003-05-30,184.577
2003-06-02,183.887
2003-06-03,191.83
2003-06-04,192.921
2003-06-05,207.62
2003-06-06,202.279
2003-06-09,196.358
2003-06-10,197.281
2003-06-11,201.129
2003-06-12,207.569
2003-06-13,209.803
2003-06-16,209.897
2003-06-17,207.778
2003-06-18,207.545
2003-06-19,206.554
2003-06-20,205.341
2003-06-23,202.461
2003-06-24,201.665
2003-06-25,201.012
2003-06-26,179.19
2003-06-27,176.915
2003-06-30,182.64
2003-07-01,188.648
2003-07-02,189.263
2003-07-03,190.74
2003-07-04,193.731
2003-07-07,194.074
2003-07-08,193.052
2003-07-09,197.831
2003-07-10,199.273
2003-07-11,196.198
2003-07-14,196.017
2003-07-15,197.748
2003-07-16,197.703
2003-07-17,197.768
2003-07-18,200.251
2003-07-21,200.906
2003-07-22,201.8
2003-07-23,202.288
2003-07-24,191.668
2003-07-25,189.188
2003-07-28,189.273
2003-07-29,188.958
2003-07-30,189.579
2003-07-31,188.099
2003-08-01,190.879
2003-08-04,194.0
2003-08-05,191.42
2003-08-06,190.176
2003-08-07,190.214
2003-08-08,187.545
2003-08-11,188.822
2003-08-12,186.77
2003-08-13,190.121
2003-08-14,187.395
2003-08-15,187.136
2003-08-18,185.207
2003-08-19,185.096
2003-08-20,185.907
2003-08-21,181.221
2003-08-22,180.64
2003-08-25,188.152
2003-08-26,183.171
2003-08-27,183.897
2003-08-28,182.459
2003-08-29,184.069
2003-09-01,185.801
2003-09-02,184.946
2003-09-03,184.858
2003-09-04,194.34
2003-09-05,198.681
2003-09-08,198.833
2003-09-09,199.688
2003-09-10,198.941
2003-09-11,197.305
2003-09-12,196.957
2003-09-15,202.582
2003-09-16,202.507
2003-09-17,204.373
2003-09-18,204.804
2003-09-19,206.133
2003-09-22,206.101
2003-09-23,205.358
2003-09-24,206.118
2003-09-25,206.395
2003-09-26,206.67
2003-09-29,206.427
2003-09-30,204.378
2003-10-01,205.917
2003-10-02,207.97
2003-10-03,207.543
2003-10-06,220.797
2003-10-07,224.221
2003-10-08,225.445
2003-10-09,226.278
2003-10-10,224.076
2003-10-13,224.822
2003-10-14,224.817
2003-10-15,224.713
2003-10-16,223.427
2003-10-17,223.291
2003-10-20,221.271
2003-10-21,222.077
2003-10-22,224.029
2003-10-23,221.99
2003-10-24,223.215
2003-10-27,222.391
2003-10-28,223.587
2003-10-29,227.06
2003-10-30,226.153
2003-10-31,221.937
2003-11-03,222.54
2003-11-04,223.288
2003-11-05,221.342
2003-11-06,218.312
2003-11-07,222.153
2003-11-10,224.162
2003-11-11,223.709
2003-11-12,226.38
2003-11-13,226.938
2003-11-14,230.416
2003-11-17,228.087
2003-11-18,229.809
2003-11-19,229.504
2003-11-20,227.735
2003-11-21,228.45
2003-11-24,225.054
2003-11-25,231.1
2003-11-26,233.19
2003-11-27,231.759
2003-11-28,237.012
2003-12-01,238.11
2003-12-02,241.687
2003-12-03,242.486
2003-12-04,241.641
2003-12-05,241.849
2003-12-08,244.154
2003-12-09,245.866
2003-12-10,245.367
2003-12-11,242.776
2003-12-12,246.528
2003-12-15,248.017
2003-12-16,245.312
2003-12-17,247.914
2003-12-18,245.949
2003-12-19,247.415
2003-12-22,250.031
2003-12-23,248.019
2003-12-24,248.718
2003-12-25,248.718
2003-12-26,248.618
2003-12-29,255.672
2003-12-30,256.351
2003-12-31,258.078
2004-01-01,258.078
2004-01-02,259.275
2004-01-05,267.107
2004-01-06,265.908
2004-01-07,270.438
2004-01-08,273.988
2004-01-09,279.308
2004-01-12,279.466
2004-01-13,280.05
2004-01-14,281.079
2004-01-15,281.027
2004-01-16,275.055
2004-01-19,277.456
2004-01-20,280.937
2004-01-21,282.081
2004-01-22,290.005
2004-01-23,284.57
2004-01-26,283.222
2004-01-27,287.407
2004-01-28,284.801
2004-01-29,282.68
2004-01-30,284.411
2004-02-02,284.161
2004-02-03,286.345
2004-02-04,285.673
2004-02-05,282.679
2004-02-06,286.783
2004-02-09,290.308
2004-02-10,288.393
2004-02-11,288.549
2004-02-12,292.253
2004-02-13,296.443
2004-02-16,293.229
2004-02-17,293.063
2004-02-18,311.846
2004-02-19,328.714
2004-02-20,319.489
2004-02-23,327.294
2004-02-24,326.624
2004-02-25,325.375
2004-02-26,319.521
2004-02-27,324.674
2004-03-01,333.557
2004-03-02,341.96
2004-03-03,344.572
2004-03-04,344.524
2004-03-05,352.013
2004-03-08,354.442
2004-03-09,352.36
2004-03-10,345.842
2004-03-11,335.68
2004-03-12,336.511
2004-03-15,338.672
2004-03-16,342.073
2004-03-17,345.458
2004-03-18,360.209
2004-03-19,371.295
2004-03-22,361.279
2004-03-23,365.783
2004-03-24,357.196
2004-03-25,361.205
2004-03-26,363.665
2004-03-29,363.817
2004-03-30,364.031
2004-03-31,368.898
2004-04-01,374.796
2004-04-02,374.613
2004-04-05,377.409
2004-04-06,375.506
2004-04-07,371.479
2004-04-08,367.695
2004-04-09,367.695
2004-04-12,366.662
2004-04-13,365.429
2004-04-14,364.018
2004-04-15,366.388
2004-04-16,368.881
2004-04-19,381.864
2004-04-20,383.507
2004-04-21,381.424
2004-04-22,384.152
2004-04-23,391.945
2004-04-26,393.561
2004-04-27,398.658
2004-04-28,387.796
2004-04-29,393.008
2004-04-30,383.68
2004-05-03,382.624
2004-05-04,376.206
2004-05-05,379.665
2004-05-06,372.559
2004-05-07,373.333
2004-05-10,351.091
2004-05-11,361.299
2004-05-12,354.956
2004-05-13,362.788
2004-05-14,363.253
2004-05-17,373.96
2004-05-18,378.091
2004-05-19,388.941
2004-05-20,376.12
2004-05-21,377.177
2004-05-24,373.468
2004-05-25,375.462
2004-05-26,386.627
2004-05-27,391.214
2004-05-28,397.159
2004-05-31,397.162
2004-06-01,392.408
2004-06-02,397.741
2004-06-03,392.391
2004-06-04,395.937
2004-06-07,398.168
2004-06-08,393.93
2004-06-09,387.138
2004-06-10,388.933
2004-06-11,386.436
2004-06-14,385.437
2004-06-15,388.381
2004-06-16,385.919
2004-06-17,385.524
2004-06-18,388.279
2004-06-21,390.39
2004-06-22,391.192
2004-06-23,395.761
2004-06-24,400.98
2004-06-25,398.291
2004-06-28,403.297
2004-06-29,400.695
2004-06-30,401.521
2004-07-01,399.131
2004-07-02,409.654
2004-07-05,408.379
2004-07-06,406.267
2004-07-07,408.346
2004-07-08,411.178
2004-07-09,408.694
2004-07-12,410.894
2004-07-13,405.188
2004-07-14,404.041
2004-07-15,399.664
2004-07-16,397.607
2004-07-19,396.34
2004-07-20,394.639
2004-07-21,392.044
2004-07-22,390.919
2004-07-23,385.424
2004-07-26,388.61
2004-07-27,384.603
2004-07-28,387.523
2004-07-29,391.196
2004-07-30,389.036
2004-08-02,390.037
2004-08-03,392.953
2004-08-04,392.848
2004-08-05,393.527
2004-08-06,397.3
2004-08-09,392.792
2004-08-10,393.836
2004-08-11,392.34
2004-08-12,393.386
2004-08-13,395.14
2004-08-16,399.09
2004-08-17,400.855
2004-08-18,400.88
2004-08-19,404.392
2004-08-20,404.087
2004-08-23,401.829
2004-08-24,400.322
2004-08-25,396.538
2004-08-26,398.331
2004-08-27,398.625
2004-08-30,398.716
2004-08-31,401.053
2004-09-01,409.993
2004-09-02,413.259
2004-09-03,406.651
2004-09-06,410.12
2004-09-07,408.67
2004-09-08,407.144
2004-09-09,408.73
2004-09-10,414.933
2004-09-13,413.462
2004-09-14,415.369
2004-09-15,411.43
2004-09-16,412.018
2004-09-17,411.497
2004-09-20,410.053
2004-09-21,410.242
2004-09-22,410.703
2004-09-23,412.916
2004-09-24,413.189
2004-09-27,414.837
2004-09-28,413.846
2004-09-29,413.3
2004-09-30,417.964
2004-10-01,418.594
2004-10-04,416.628
2004-10-05,425.111
2004-10-06,425.885
2004-10-07,426.644
2004-10-08,431.53
2004-10-11,429.168
2004-10-12,426.107
2004-10-13,427.0
2004-10-14,433.518
2004-10-15,439.962
2004-10-18,440.873
2004-10-19,443.055
2004-10-20,442.212
2004-10-21,440.992
2004-10-22,442.986
2004-10-25,445.779
2004-10-26,446.728
2004-10-27,449.458
2004-10-28,448.827
2004-10-29,447.869
2004-11-01,448.077
2004-11-02,446.93
2004-11-03,453.364
2004-11-04,455.743
2004-11-05,459.353
2004-11-08,456.536
2004-11-09,455.614
2004-11-10,459.217
2004-11-11,459.001
2004-11-12,460.837
2004-11-15,465.777
2004-11-16,468.07
2004-11-17,470.011
2004-11-18,472.267
2004-11-19,474.352
2004-11-22,475.405
2004-11-23,477.739
2004-11-24,480.747
2004-11-25,484.448
2004-11-26,484.679
2004-11-29,483.231
2004-11-30,487.462
2004-12-01,487.762
2004-12-02,488.808
2004-12-03,493.905
2004-12-06,500.682
2004-12-07,498.985
2004-12-08,490.256
2004-12-09,492.904
2004-12-10,491.863
2004-12-13,491.407
2004-12-14,493.175
2004-12-15,502.603
2004-12-16,497.383
2004-12-17,497.624
2004-12-20,501.053
2004-12-21,497.012
2004-12-22,504.113
2004-12-23,507.078
2004-12-24,508.393
2004-12-27,511.566
2004-12-28,510.834
2004-12-29,510.826
2004-12-30,512.944
2004-12-31,513.022
2005-01-03,508.059
2005-01-04,507.922
2005-01-05,506.134
2005-01-06,502.397
2005-01-07,507.147
2005-01-10,510.537
2005-01-11,509.14
2005-01-12,516.505
2005-01-13,514.663
2005-01-14,512.074
2005-01-17,517.806
2005-01-18,513.796
2005-01-19,515.406
2005-01-20,509.527
2005-01-21,513.284
2005-01-24,514.238
2005-01-25,513.828
2005-01-26,516.699
2005-01-27,515.219
2005-01-28,511.343
2005-01-31,507.532
2005-02-01,512.924
2005-02-02,520.795
2005-02-03,519.24
2005-02-04,519.45
2005-02-07,512.63
2005-02-08,508.385
2005-02-09,511.784
2005-02-10,521.589
2005-02-11,523.787
2005-02-14,529.341
2005-02-15,525.632
2005-02-16,531.437
2005-02-17,534.12
2005-02-18,532.284
2005-02-21,530.458
2005-02-22,532.279
2005-02-23,530.525
2005-02-24,531.331
2005-02-25,531.457
2005-02-28,535.652
2005-03-01,532.155
2005-03-02,527.399
2005-03-03,523.983
2005-03-04,525.141
2005-03-07,518.736
2005-03-08,524.172
2005-03-09,525.176
2005-03-10,520.498
2005-03-11,524.465
2005-03-14,518.125
2005-03-15,519.273
2005-03-16,523.295
2005-03-17,523.049
2005-03-18,522.795
2005-03-21,519.037
2005-03-22,521.398
2005-03-23,512.247
2005-03-24,511.052
2005-03-25,511.052
2005-03-28,507.465
2005-03-29,510.115
2005-03-30,517.81
2005-03-31,525.426
2005-04-01,518.59
2005-04-04,516.223
2005-04-05,516.358
2005-04-06,521.765
2005-04-07,525.087
2005-04-08,525.289
2005-04-11,531.617
2005-04-12,528.427
2005-04-13,534.367
2005-04-14,529.902
2005-04-15,529.123
2005-04-18,526.071
2005-04-19,528.639
2005-04-20,532.161
2005-04-21,530.857
2005-04-22,528.656
2005-04-25,517.88
2005-04-26,517.638
2005-04-27,512.927
2005-04-28,511.395
2005-04-29,519.936
2005-05-02,517.076
2005-05-03,512.927
2005-05-04,517.985
2005-05-05,525.422
2005-05-06,526.331
2005-05-09,529.522
2005-05-10,528.358
2005-05-11,528.736
2005-05-12,529.677
2005-05-13,525.049
2005-05-16,523.8
2005-05-17,522.28
2005-05-18,527.741
2005-05-19,536.448
2005-05-20,532.194
2005-05-23,534.236
2005-05-24,538.103
2005-05-25,537.63
2005-05-26,535.463
2005-05-27,537.314
2005-05-30,536.695
2005-05-31,529.872
2005-06-01,531.742
2005-06-02,527.446
2005-06-03,529.028
2005-06-06,529.416
2005-06-07,534.609
2005-06-08,537.031
2005-06-09,528.657
2005-06-10,524.154
2005-06-13,527.506
2005-06-14,528.644
2005-06-15,535.833
2005-06-16,532.262
2005-06-17,542.278
2005-06-20,535.013
2005-06-21,536.873
2005-06-22,532.203
2005-06-23,530.062
2005-06-24,533.539
2005-06-27,533.652
2005-06-28,536.432
2005-06-29,541.741
2005-06-30,546.175
2005-07-01,538.342
2005-07-04,530.818
2005-07-05,533.429
2005-07-06,538.42
2005-07-07,534.856
2005-07-08,534.249
2005-07-11,542.548
2005-07-12,550.006
2005-07-13,546.531
2005-07-14,553.016
2005-07-15,547.554
2005-07-18,546.155
2005-07-19,550.746
2005-07-20,546.336
2005-07-21,554.878
2005-07-22,556.19
2005-07-25,548.105
2005-07-26,544.34
2005-07-27,546.926
2005-07-28,545.737
2005-07-29,559.423
2005-08-01,567.631
2005-08-02,570.537
2005-08-03,569.256
2005-08-04,573.138
2005-08-05,578.468
2005-08-08,580.498
2005-08-09,577.793
2005-08-10,581.552
2005-08-11,583.556
2005-08-12,579.689
2005-08-15,575.088
2005-08-16,573.677
2005-08-17,571.756
2005-08-18,564.746
2005-08-19,558.637
2005-08-22,565.238
2005-08-23,568.337
2005-08-24,571.792
2005-08-25,567.708
2005-08-26,570.582
2005-08-29,570.071
2005-08-30,571.253
2005-08-31,587.744
2005-09-01,591.684
2005-09-02,599.478
2005-09-05,597.517
2005-09-06,604.843
2005-09-07,605.632
2005-09-08,605.574
2005-09-09,612.692
2005-09-12,609.233
2005-09-13,603.838
2005-09-14,607.12
2005-09-15,601.424
2005-09-16,605.285
2005-09-19,603.764
2005-09-20,604.308
2005-09-21,605.345
2005-09-22,594.222
2005-09-23,592.908
2005-09-26,589.337
2005-09-27,585.602
2005-09-28,585.978
2005-09-29,594.238
2005-09-30,603.685
2005-10-03,597.372
2005-10-04,604.483
2005-10-05,613.781
2005-10-06,620.965
2005-10-07,617.41
2005-10-10,606.031
2005-10-11,608.349
2005-10-12,616.073
2005-10-13,607.457
2005-10-14,610.481
2005-10-17,601.588
2005-10-18,593.533
2005-10-19,593.387
2005-10-20,582.78
2005-10-21,573.194
2005-10-24,581.913
2005-10-25,596.964
2005-10-26,596.556
2005-10-27,589.512
2005-10-28,587.416
2005-10-31,589.465
2005-11-01,590.364
2005-11-02,617.115
2005-11-03,609.427
2005-11-04,593.304
2005-11-07,596.269
2005-11-08,596.754
2005-11-09,597.075
