Date,IRELAND SMALL VALUE Small Cap
2007-03-30,1020.011
2007-04-30,986.423
2007-05-31,1000.0
2007-06-29,1011.828
2007-07-31,965.774
2007-08-31,930.161
2007-09-28,918.75
2007-10-31,984.398
2007-11-30,923.79
2007-12-31,962.59
2008-01-31,990.15
2008-02-29,1000.028
2008-03-31,1011.575
2008-04-30,956.709
2008-05-30,990.011
2008-06-30,742.162
2008-07-31,695.815
2008-08-29,649.885
2008-09-30,513.685
2008-10-31,308.923
2008-11-28,294.053
2008-12-31,331.887
2009-01-30,239.136
2009-02-27,177.346
2009-03-31,263.862
2009-04-30,402.831
2009-05-29,645.551
2009-06-30,671.037
2009-07-31,718.39
2009-08-31,957.369
2009-09-30,1150.37
2009-10-30,813.909
2009-11-30,743.732
2009-12-31,698.382
2010-01-29,664.301
2010-02-26,582.122
2010-03-31,695.059
2010-04-30,732.117
2010-05-31,535.931
2010-06-30,538.13
2010-07-30,599.209
2010-08-31,543.784
2010-09-30,578.276
2010-10-29,570.318
2010-11-30,504.715
2010-12-31,565.39
2011-01-31,573.098
2011-02-28,613.029
2011-03-31,580.315
2011-04-29,621.716
2011-05-31,594.903
2011-06-30,568.964
2011-07-29,535.25
2011-08-31,471.312
2011-09-30,413.292
2011-10-31,476.059
2011-11-30,434.291
2011-12-30,397.514
2012-01-31,479.783
2012-02-29,569.207
2012-03-30,542.738
2012-04-30,524.289
2012-05-31,431.233
2012-06-29,454.458
2012-07-31,457.538
2012-08-31,477.562
2012-09-28,533.617
2012-10-31,531.912
2012-11-30,595.511
2012-12-31,625.082
2013-01-31,726.26
2013-02-28,717.478
2013-03-29,773.303
2013-04-30,800.843
2013-05-31,849.654
2013-06-28,844.214
2013-07-31,963.595
2013-08-30,985.085
2013-09-30,1070.081
2013-10-31,1121.145
2013-11-29,1122.108
2013-12-31,1141.506
2014-01-31,1102.238
2014-02-28,1306.213
2014-03-31,1172.212
2014-04-30,1088.478
2014-05-30,1156.002
2014-06-30,1128.756
2014-07-31,1050.862
2014-08-29,1085.571
2014-09-30,1041.944
2014-10-31,967.35
2014-11-28,1048.701
2014-12-31,1029.218
2015-01-30,1022.961
2015-02-27,1135.852
2015-03-31,1104.364
2015-04-30,1181.827
2015-05-29,1153.778
2015-06-30,1114.791
2015-07-31,1180.065
2015-08-31,1168.457
2015-09-30,1095.251
2015-10-30,1156.723
2015-11-30,1115.874
2015-12-31,1113.342
2016-01-29,993.101
2016-02-29,968.645
2016-03-31,1088.057
2016-04-29,1096.558
2016-05-31,1097.591
2016-06-30,919.436
2016-07-29,973.139
2016-08-31,1012.88
2016-09-30,971.981
2016-10-31,947.837
2016-11-30,955.155
2016-12-30,982.479
2017-01-31,1087.013
2017-02-28,1088.672
2017-03-31,1077.717
2017-04-28,1122.048
2017-05-31,1164.01
2017-06-30,1231.848
2017-07-31,1197.432
2017-08-31,1211.642
2017-09-29,1258.214
2017-10-31,1213.383
2017-11-30,1283.565
2017-12-29,1333.271
2018-01-31,1388.934
2018-02-28,1351.314
2018-03-30,1480.536
2018-04-30,1560.579
2018-05-31,1505.937
2018-06-29,1570.939
2018-07-31,1532.601
2018-08-31,1539.621
2018-09-28,1522.807
2018-10-31,1483.921
2018-11-30,1471.605
2018-12-31,1447.112
2019-01-31,1547.231
2019-02-28,1533.462
2019-03-29,1495.36
2019-04-30,1488.408
2019-05-31,1474.499
2019-06-28,1548.05
2019-07-31,1524.182
2019-08-30,1502.782
2019-09-30,1540.41
2019-10-31,1535.808
2019-11-29,1387.449
2019-12-31,1384.694
2020-01-31,1339.048
2020-02-28,1186.193
2020-03-31,855.261
2020-04-30,1004.51
2020-05-29,1027.015
2020-06-30,1100.161
2020-07-31,1142.277
2020-08-31,1202.838
2020-09-30,1034.815
2020-10-30,1156.674
2020-11-30,1510.768
2020-12-31,1685.518
2021-01-29,1575.668
2021-02-26,1742.089
2021-03-31,1978.424
2021-04-30,2161.077
2021-05-31,2346.866
2021-06-30,2059.641
2021-07-30,2040.901
2021-08-31,2259.871
2021-09-30,2113.832
2021-10-29,2128.795
2021-11-30,1854.869
2021-12-31,1977.895
2022-01-31,2146.725
2022-02-28,2131.22
2022-03-31,2042.807
2022-04-29,1984.593
2022-05-31,2131.181
2022-06-30,1940.402
2022-07-29,1876.592
2022-08-31,1966.692
2022-09-30,1947.154
2022-10-31,2148.7
2022-11-30,2341.889
2022-12-30,2446.921
2023-01-31,2524.161
2023-02-28,2542.957
2023-03-31,2769.624
2023-04-28,2923.344
2023-05-31,2736.373
2023-06-30,2873.062
2023-07-31,2884.156
2023-08-31,3028.724
2023-09-29,2929.47
2023-10-31,2833.702
2023-11-30,3082.021
2023-12-29,3188.849
2024-01-31,3380.934
2024-02-29,3297.334
2024-03-29,3518.144
2024-04-30,3412.424
2024-05-31,3571.945
2024-06-28,3390.595
2024-07-31,3486.949
2024-08-30,3268.557
2024-09-30,3232.347
2024-10-31,3082.871
2024-11-29,2956.495
2024-12-31,2765.048
2025-01-31,2914.526
2025-02-28,2594.744
2025-03-31,2623.579
2025-04-30,2982.658
2025-05-30,3351.015
2025-06-30,3367.499
2025-07-31,3311.157
2025-08-29,3739.927
2025-09-30,3716.999
