Date,WORLD SMALL CAP Small Cap
2005-11-11,183.898
2005-11-14,183.183
2005-11-15,181.743
2005-11-16,181.586
2005-11-17,184.339
2005-11-18,185.093
2005-11-21,186.322
2005-11-22,186.841
2005-11-23,187.781
2005-11-24,187.66
2005-11-25,187.634
2005-11-28,186.758
2005-11-29,187.233
2005-11-30,188.025
2005-12-01,190.074
2005-12-02,190.995
2005-12-05,191.48
2005-12-06,191.597
2005-12-07,191.194
2005-12-08,191.317
2005-12-09,192.575
2005-12-12,194.135
2005-12-13,194.322
2005-12-14,195.374
2005-12-15,194.397
2005-12-16,194.716
2005-12-19,193.252
2005-12-20,193.435
2005-12-21,194.737
2005-12-22,195.942
2005-12-23,196.638
2005-12-26,197.047
2005-12-27,195.429
2005-12-28,196.735
2005-12-29,196.873
2005-12-30,195.77
2006-01-02,195.963
2006-01-03,199.274
2006-01-04,201.82
2006-01-05,202.727
2006-01-06,204.975
2006-01-09,205.961
2006-01-10,205.821
2006-01-11,206.712
2006-01-12,206.73
2006-01-13,207.128
2006-01-16,207.586
2006-01-17,204.163
2006-01-18,201.142
2006-01-19,205.094
2006-01-20,203.321
2006-01-23,202.68
2006-01-24,205.222
2006-01-25,205.954
2006-01-26,207.993
2006-01-27,209.576
2006-01-30,209.78
2006-01-31,210.595
2006-02-01,210.837
2006-02-02,209.629
2006-02-03,208.696
2006-02-06,209.972
2006-02-07,208.602
2006-02-08,207.406
2006-02-09,207.766
2006-02-10,206.653
2006-02-13,203.468
2006-02-14,204.952
2006-02-15,205.757
2006-02-16,205.994
2006-02-17,205.099
2006-02-20,204.22
2006-02-21,205.148
2006-02-22,206.472
2006-02-23,208.274
2006-02-24,209.396
2006-02-27,210.479
2006-02-28,208.932
2006-03-01,209.98
2006-03-02,209.637
2006-03-03,209.009
2006-03-06,208.478
2006-03-07,205.337
2006-03-08,204.418
2006-03-09,205.53
2006-03-10,206.409
2006-03-13,208.214
2006-03-14,210.412
2006-03-15,211.814
2006-03-16,212.124
2006-03-17,213.352
2006-03-20,214.106
2006-03-21,212.309
2006-03-22,214.077
2006-03-23,213.738
2006-03-24,215.086
2006-03-27,215.908
2006-03-28,215.872
2006-03-29,217.36
2006-03-30,218.876
2006-03-31,218.743
2006-04-03,219.454
2006-04-04,220.706
2006-04-05,221.013
2006-04-06,222.01
2006-04-07,220.205
2006-04-10,219.414
2006-04-11,217.594
2006-04-12,217.281
2006-04-13,217.682
2006-04-14,217.691
2006-04-17,217.999
2006-04-18,221.351
2006-04-19,223.673
2006-04-20,223.003
2006-04-21,223.376
2006-04-24,222.615
2006-04-25,223.419
2006-04-26,224.275
2006-04-27,223.983
2006-04-28,224.511
2006-05-01,224.868
2006-05-02,226.382
2006-05-03,226.277
2006-05-04,228.007
2006-05-05,230.416
2006-05-08,231.844
2006-05-09,232.156
2006-05-10,231.523
2006-05-11,229.091
2006-05-12,225.429
2006-05-15,221.391
2006-05-16,219.732
2006-05-17,217.054
2006-05-18,213.593
2006-05-19,213.237
2006-05-22,208.902
2006-05-23,210.046
2006-05-24,208.63
2006-05-25,211.286
2006-05-26,213.687
2006-05-29,214.528
2006-05-30,211.425
2006-05-31,212.001
2006-06-01,212.975
2006-06-02,215.237
2006-06-05,212.255
2006-06-06,207.744
2006-06-07,205.778
2006-06-08,201.193
2006-06-09,202.656
2006-06-12,199.834
2006-06-13,194.288
2006-06-14,195.523
2006-06-15,201.543
2006-06-16,201.804
2006-06-19,199.759
2006-06-20,198.952
2006-06-21,200.617
2006-06-22,201.248
2006-06-23,201.144
2006-06-26,202.299
2006-06-27,201.292
2006-06-28,200.251
2006-06-29,204.49
2006-06-30,208.75
2006-07-03,210.153
2006-07-04,210.805
2006-07-05,207.7
2006-07-06,208.292
2006-07-07,207.25
2006-07-10,206.467
2006-07-11,206.29
2006-07-12,203.57
2006-07-13,200.637
2006-07-14,197.894
2006-07-17,195.346
2006-07-18,193.412
2006-07-19,197.204
2006-07-20,197.042
2006-07-21,194.758
2006-07-24,196.737
2006-07-25,198.277
2006-07-26,197.899
2006-07-27,199.065
2006-07-28,201.601
2006-07-31,202.939
2006-08-01,201.436
2006-08-02,203.639
2006-08-03,203.567
2006-08-04,204.319
2006-08-07,202.316
2006-08-08,201.687
2006-08-09,201.38
2006-08-10,200.912
2006-08-11,200.158
2006-08-14,200.586
2006-08-15,203.39
2006-08-16,206.175
2006-08-17,206.941
2006-08-18,207.149
2006-08-21,206.838
2006-08-22,206.943
2006-08-23,205.987
2006-08-24,205.503
2006-08-25,205.186
2006-08-28,205.616
2006-08-29,206.996
2006-08-30,208.178
2006-08-31,208.645
2006-09-01,209.446
2006-09-04,211.079
2006-09-05,211.9
2006-09-06,209.0
2006-09-07,206.77
2006-09-08,206.783
2006-09-11,204.685
2006-09-12,206.628
2006-09-13,207.511
2006-09-14,207.956
2006-09-15,207.852
2006-09-18,208.16
2006-09-19,207.997
2006-09-20,208.56
2006-09-21,208.402
2006-09-22,207.088
2006-09-25,207.137
2006-09-26,207.587
2006-09-27,209.571
2006-09-28,210.043
2006-09-29,209.399
2006-10-02,209.386
2006-10-03,208.458
2006-10-04,209.258
2006-10-05,211.824
2006-10-06,210.487
2006-10-09,211.142
2006-10-10,210.926
2006-10-11,209.648
2006-10-12,211.83
2006-10-13,213.553
2006-10-16,215.824
2006-10-17,214.964
2006-10-18,215.249
2006-10-19,216.787
2006-10-20,216.386
2006-10-23,216.641
2006-10-24,216.605
2006-10-25,217.788
2006-10-26,219.699
2006-10-27,218.562
2006-10-30,218.069
2006-10-31,218.608
2006-11-01,217.291
2006-11-02,216.596
2006-11-03,216.595
2006-11-06,218.319
2006-11-07,219.801
2006-11-08,219.127
2006-11-09,218.374
2006-11-10,219.611
2006-11-13,218.886
2006-11-14,221.498
2006-11-15,222.162
2006-11-16,221.921
2006-11-17,221.153
2006-11-20,219.725
2006-11-21,220.72
2006-11-22,223.227
2006-11-23,223.476
2006-11-24,223.889
2006-11-27,221.299
2006-11-28,221.428
2006-11-29,224.418
2006-11-30,226.244
2006-12-01,226.166
2006-12-04,228.194
2006-12-05,228.726
2006-12-06,229.236
2006-12-07,228.829
2006-12-08,228.757
2006-12-11,228.615
2006-12-12,228.096
2006-12-13,228.436
2006-12-14,229.413
2006-12-15,229.092
2006-12-18,227.68
2006-12-19,227.48
2006-12-20,228.999
2006-12-21,228.478
2006-12-22,228.074
2006-12-25,227.821
2006-12-26,228.827
2006-12-27,230.633
2006-12-28,230.669
2006-12-29,230.141
2007-01-01,230.141
2007-01-02,231.502
2007-01-03,230.474
2007-01-04,229.502
2007-01-05,226.964
2007-01-08,227.252
2007-01-09,227.466
2007-01-10,226.297
2007-01-11,227.798
2007-01-12,230.089
2007-01-15,231.576
2007-01-16,231.229
2007-01-17,231.33
2007-01-18,230.262
2007-01-19,231.572
2007-01-22,231.304
2007-01-23,232.777
2007-01-24,234.128
2007-01-25,232.426
2007-01-26,231.902
2007-01-29,232.953
2007-01-30,233.855
2007-01-31,234.339
2007-02-01,236.651
2007-02-02,237.141
2007-02-05,236.941
2007-02-06,238.012
2007-02-07,239.042
2007-02-08,238.333
2007-02-09,237.595
2007-02-12,236.844
2007-02-13,238.546
2007-02-14,240.557
2007-02-15,241.726
2007-02-16,241.87
2007-02-19,242.638
2007-02-20,243.499
2007-02-21,243.51
2007-02-22,244.433
2007-02-23,245.096
2007-02-26,245.541
2007-02-27,238.703
2007-02-28,236.19
2007-03-01,234.936
2007-03-02,232.976
2007-03-05,226.365
2007-03-06,231.313
2007-03-07,232.46
2007-03-08,234.811
2007-03-09,235.292
2007-03-12,236.919
2007-03-13,233.58
2007-03-14,231.339
2007-03-15,234.196
2007-03-16,233.909
2007-03-19,235.949
2007-03-20,237.664
2007-03-21,240.107
2007-03-22,242.027
2007-03-23,241.981
2007-03-26,242.495
2007-03-27,241.583
2007-03-28,241.09
2007-03-29,241.47
2007-03-30,242.166
2007-04-02,242.629
2007-04-03,244.319
2007-04-04,245.454
2007-04-05,246.488
2007-04-06,246.381
2007-04-09,246.087
2007-04-10,247.966
2007-04-11,247.099
2007-04-12,248.002
2007-04-13,248.775
2007-04-16,251.193
2007-04-17,251.043
2007-04-18,250.967
2007-04-19,249.102
2007-04-20,250.67
2007-04-23,250.914
2007-04-24,250.194
2007-04-25,251.632
2007-04-26,251.787
2007-04-27,251.944
2007-04-30,250.137
2007-05-01,249.676
2007-05-02,252.105
2007-05-03,252.248
2007-05-04,253.506
2007-05-07,254.543
2007-05-08,253.264
2007-05-09,254.19
2007-05-10,251.806
2007-05-11,252.722
2007-05-14,251.726
2007-05-15,250.857
2007-05-16,250.904
2007-05-17,250.154
2007-05-18,250.993
2007-05-21,252.769
2007-05-22,254.264
2007-05-23,255.001
2007-05-24,251.962
2007-05-25,252.199
2007-05-28,252.818
2007-05-29,254.165
2007-05-30,254.216
2007-05-31,256.63
2007-06-01,258.29
2007-06-04,259.603
2007-06-05,258.789
2007-06-06,256.746
2007-06-07,252.963
2007-06-08,252.488
2007-06-11,252.6
2007-06-12,250.319
2007-06-13,251.102
2007-06-14,253.242
2007-06-15,256.128
2007-06-18,256.336
2007-06-19,256.683
2007-06-20,255.451
2007-06-21,255.284
2007-06-22,254.5
2007-06-25,252.566
2007-06-26,251.901
2007-06-27,252.359
2007-06-28,254.377
2007-06-29,254.724
2007-07-02,257.828
2007-07-03,258.831
2007-07-04,259.395
2007-07-05,259.484
2007-07-06,260.121
2007-07-09,261.057
2007-07-10,259.32
2007-07-11,259.352
2007-07-12,261.569
2007-07-13,262.589
2007-07-16,261.582
2007-07-17,261.644
2007-07-18,260.637
2007-07-19,262.351
2007-07-20,260.594
2007-07-23,259.483
2007-07-24,256.002
2007-07-25,253.885
2007-07-26,248.529
2007-07-27,244.133
2007-07-30,245.904
2007-07-31,246.28
2007-08-01,243.386
2007-08-02,244.287
2007-08-03,240.94
2007-08-06,240.527
2007-08-07,240.8
2007-08-08,244.059
2007-08-09,241.017
2007-08-10,237.353
2007-08-13,237.591
2007-08-14,234.649
2007-08-15,230.034
2007-08-16,227.202
2007-08-17,228.226
2007-08-20,230.686
2007-08-21,231.735
2007-08-22,234.811
2007-08-23,235.924
2007-08-24,237.612
2007-08-27,237.478
2007-08-28,233.433
2007-08-29,235.037
2007-08-30,235.483
2007-08-31,239.316
2007-09-03,239.778
2007-09-04,241.238
2007-09-05,238.691
2007-09-06,239.15
2007-09-07,237.053
2007-09-10,234.342
2007-09-11,237.538
2007-09-12,237.387
2007-09-13,236.766
2007-09-14,236.702
2007-09-17,234.567
2007-09-18,237.572
2007-09-19,242.238
2007-09-20,242.246
2007-09-21,242.725
2007-09-24,242.098
2007-09-25,241.481
2007-09-26,242.945
2007-09-27,245.187
2007-09-28,244.354
2007-10-01,247.271
2007-10-02,248.89
2007-10-03,248.837
2007-10-04,249.448
2007-10-05,252.51
2007-10-08,251.513
2007-10-09,253.092
2007-10-10,253.909
2007-10-11,254.168
2007-10-12,254.371
2007-10-15,253.385
2007-10-16,250.439
2007-10-17,251.128
2007-10-18,252.304
2007-10-19,248.284
2007-10-22,246.313
2007-10-23,249.837
2007-10-24,248.805
2007-10-25,248.847
2007-10-26,251.842
2007-10-29,253.582
2007-10-30,252.696
2007-10-31,256.33
2007-11-01,251.916
2007-11-02,251.409
2007-11-05,248.321
2007-11-06,251.078
2007-11-07,247.871
2007-11-08,246.355
2007-11-09,243.62
2007-11-12,238.84
2007-11-13,241.752
2007-11-14,243.357
2007-11-15,239.749
2007-11-16,237.721
2007-11-19,232.177
2007-11-20,232.612
2007-11-21,228.335
2007-11-22,228.3
2007-11-23,231.388
2007-11-26,229.923
2007-11-27,230.293
2007-11-28,234.619
2007-11-29,235.664
2007-11-30,236.971
2007-12-03,235.881
2007-12-04,233.374
2007-12-05,235.298
2007-12-06,238.562
2007-12-07,239.697
2007-12-10,241.086
2007-12-11,237.503
2007-12-12,237.798
2007-12-13,234.805
2007-12-14,231.149
2007-12-17,225.599
2007-12-18,227.153
2007-12-19,226.933
2007-12-20,228.133
2007-12-21,231.762
2007-12-24,233.363
2007-12-25,233.622
2007-12-26,234.766
2007-12-27,232.632
2007-12-28,233.113
2007-12-31,232.73
2008-01-01,232.73
2008-01-02,231.655
2008-01-03,229.867
2008-01-04,224.056
2008-01-07,221.771
2008-01-08,219.287
2008-01-09,218.174
2008-01-10,218.167
2008-01-11,215.331
2008-01-14,217.606
2008-01-15,212.387
2008-01-16,208.821
2008-01-17,206.641
2008-01-18,205.247
2008-01-21,200.244
2008-01-22,199.455
2008-01-23,202.367
2008-01-24,206.9
2008-01-25,208.48
2008-01-28,209.77
2008-01-29,212.518
2008-01-30,210.853
2008-01-31,214.303
2008-02-01,218.853
2008-02-04,219.266
2008-02-05,213.044
2008-02-06,210.267
2008-02-07,210.074
2008-02-08,209.867
2008-02-11,209.935
2008-02-12,212.266
2008-02-13,214.206
2008-02-14,214.056
2008-02-15,213.234
2008-02-18,213.752
2008-02-19,215.178
2008-02-20,214.552
2008-02-21,214.849
2008-02-22,214.836
2008-02-25,218.511
2008-02-26,220.381
2008-02-27,221.978
2008-02-28,220.151
2008-02-29,216.082
2008-03-03,213.912
2008-03-04,212.66
2008-03-05,213.615
2008-03-06,211.235
2008-03-07,208.574
2008-03-10,204.08
2008-03-11,208.608
2008-03-12,209.986
2008-03-13,210.82
2008-03-14,207.701
2008-03-17,203.207
2008-03-18,208.692
2008-03-19,205.083
2008-03-20,205.703
2008-03-21,206.386
2008-03-24,209.098
2008-03-25,213.512
2008-03-26,214.212
2008-03-27,213.993
2008-03-28,212.829
2008-03-31,214.013
2008-04-01,217.534
2008-04-02,219.174
2008-04-03,219.72
2008-04-04,220.421
2008-04-07,221.098
2008-04-08,219.551
2008-04-09,217.221
2008-04-10,217.679
2008-04-11,215.343
2008-04-14,214.022
2008-04-15,215.257
2008-04-16,220.651
2008-04-17,220.029
2008-04-18,221.78
2008-04-21,222.425
2008-04-22,220.395
2008-04-23,220.477
2008-04-24,220.407
2008-04-25,222.576
2008-04-28,223.815
2008-04-29,222.412
2008-04-30,222.761
2008-05-01,223.969
2008-05-02,225.201
2008-05-05,225.596
2008-05-06,227.222
2008-05-07,225.486
2008-05-08,226.895
2008-05-09,225.837
2008-05-12,228.159
2008-05-13,228.52
2008-05-14,228.884
2008-05-15,231.232
2008-05-16,232.195
2008-05-19,232.409
2008-05-20,231.52
2008-05-21,229.874
2008-05-22,230.395
2008-05-23,228.719
2008-05-26,227.726
2008-05-27,228.318
2008-05-28,228.799
2008-05-29,229.942
2008-05-30,230.915
2008-06-02,229.722
2008-06-03,228.925
2008-06-04,229.269
2008-06-05,232.21
2008-06-06,228.806
2008-06-09,226.595
2008-06-10,223.502
2008-06-11,220.724
2008-06-12,219.913
2008-06-13,222.185
2008-06-16,224.202
2008-06-17,224.379
2008-06-18,222.484
2008-06-19,222.398
2008-06-20,219.843
2008-06-23,217.708
2008-06-24,215.755
2008-06-25,217.519
2008-06-26,214.154
2008-06-27,213.405
2008-06-30,212.369
2008-07-01,211.141
2008-07-02,206.755
2008-07-03,204.242
2008-07-04,203.925
2008-07-07,202.795
2008-07-08,204.052
2008-07-09,202.738
2008-07-10,203.041
2008-07-11,202.576
2008-07-14,201.157
2008-07-15,199.817
2008-07-16,202.798
2008-07-17,205.966
2008-07-18,205.754
2008-07-21,207.503
2008-07-22,209.743
2008-07-23,210.727
2008-07-24,206.819
2008-07-25,206.774
2008-07-28,204.694
2008-07-29,206.441
2008-07-30,209.107
2008-07-31,208.603
2008-08-01,207.658
2008-08-04,204.644
2008-08-05,207.102
2008-08-06,208.909
2008-08-07,206.252
2008-08-08,208.033
2008-08-11,210.596
2008-08-12,208.471
2008-08-13,207.256
2008-08-14,208.474
2008-08-15,208.271
2008-08-18,206.799
2008-08-19,203.521
2008-08-20,204.294
2008-08-21,204.784
2008-08-22,206.394
2008-08-25,204.145
2008-08-26,203.867
2008-08-27,205.486
2008-08-28,208.27
2008-08-29,208.519
2008-09-01,207.361
2008-09-02,206.082
2008-09-03,205.161
2008-09-04,199.829
2008-09-05,198.354
2008-09-08,201.684
2008-09-09,195.631
2008-09-10,196.289
2008-09-11,195.28
2008-09-12,197.98
2008-09-15,191.554
2008-09-16,191.62
2008-09-17,186.221
2008-09-18,192.562
2008-09-19,200.741
2008-09-22,195.825
2008-09-23,193.339
2008-09-24,191.446
2008-09-25,192.544
2008-09-26,190.508
2008-09-29,178.926
2008-09-30,180.881
2008-10-01,179.955
2008-10-02,172.182
2008-10-03,168.902
2008-10-06,159.598
2008-10-07,153.21
2008-10-08,147.85
2008-10-09,140.967
2008-10-10,138.575
2008-10-13,149.109
2008-10-14,150.727
2008-10-15,140.336
2008-10-16,140.437
2008-10-17,140.852
2008-10-20,145.242
2008-10-21,142.861
2008-10-22,134.808
2008-10-23,131.764
2008-10-24,126.453
2008-10-27,119.998
2008-10-28,126.478
2008-10-29,131.331
2008-10-30,136.962
2008-10-31,139.972
2008-11-03,141.222
2008-11-04,145.863
2008-11-05,141.972
2008-11-06,135.528
2008-11-07,136.578
2008-11-10,135.918
2008-11-11,131.855
2008-11-12,126.314
2008-11-13,130.894
2008-11-14,126.407
2008-11-17,124.58
2008-11-18,123.527
2008-11-19,117.048
2008-11-20,110.282
2008-11-21,113.796
2008-11-24,120.357
2008-11-25,122.352
2008-11-26,125.967
2008-11-27,126.989
2008-11-28,128.117
2008-12-01,118.193
2008-12-02,121.129
2008-12-03,123.114
2008-12-04,120.761
2008-12-05,122.965
2008-12-08,128.445
2008-12-09,126.79
2008-12-10,129.584
2008-12-11,126.996
2008-12-12,128.114
2008-12-15,127.745
2008-12-16,132.264
2008-12-17,134.539
2008-12-18,133.116
2008-12-19,132.262
2008-12-22,129.958
2008-12-23,129.192
2008-12-24,129.355
2008-12-25,129.555
2008-12-26,130.8
2008-12-29,130.742
2008-12-30,133.844
2008-12-31,135.913
2009-01-01,135.913
2009-01-02,138.872
2009-01-05,138.889
2009-01-06,140.667
2009-01-07,138.622
2009-01-08,139.001
2009-01-09,136.066
2009-01-12,132.963
2009-01-13,131.757
2009-01-14,127.861
2009-01-15,128.102
2009-01-16,130.164
2009-01-19,129.475
2009-01-20,122.954
2009-01-21,126.524
2009-01-22,124.718
2009-01-23,124.042
2009-01-26,125.736
2009-01-27,127.649
2009-01-28,131.374
2009-01-29,127.849
2009-01-30,125.548
2009-02-02,124.856
2009-02-03,125.991
2009-02-04,126.411
2009-02-05,127.241
2009-02-06,130.452
2009-02-09,130.821
2009-02-10,126.598
2009-02-11,126.555
2009-02-12,126.064
2009-02-13,126.181
2009-02-16,125.719
2009-02-17,120.94
2009-02-18,119.314
2009-02-19,118.259
2009-02-20,116.156
2009-02-23,113.186
2009-02-24,115.128
2009-02-25,114.056
2009-02-26,113.244
2009-02-27,112.493
2009-03-02,107.153
2009-03-03,105.536
2009-03-04,108.339
2009-03-05,104.788
2009-03-06,104.121
2009-03-09,102.192
2009-03-10,107.215
2009-03-11,108.068
2009-03-12,111.309
2009-03-13,112.811
2009-03-16,113.139
2009-03-17,115.623
2009-03-18,118.155
2009-03-19,120.289
2009-03-20,117.443
2009-03-23,123.856
2009-03-24,122.17
2009-03-25,123.874
2009-03-26,127.297
2009-03-27,124.583
2009-03-30,120.373
2009-03-31,121.832
2009-04-01,123.787
2009-04-02,129.539
2009-04-03,131.106
2009-04-06,129.718
2009-04-07,126.635
2009-04-08,127.712
2009-04-09,133.496
2009-04-10,133.521
2009-04-13,134.213
2009-04-14,133.155
2009-04-15,134.333
2009-04-16,136.848
2009-04-17,138.222
2009-04-20,132.304
2009-04-21,134.716
2009-04-22,135.61
2009-04-23,136.238
2009-04-24,139.453
2009-04-27,137.799
2009-04-28,137.018
2009-04-29,141.332
2009-04-30,142.041
2009-05-01,142.321
2009-05-04,147.27
2009-05-05,147.682
2009-05-06,148.849
2009-05-07,147.652
2009-05-08,151.628
2009-05-11,149.7
2009-05-12,148.856
2009-05-13,143.543
2009-05-14,144.802
2009-05-15,145.03
2009-05-18,148.34
2009-05-19,150.197
2009-05-20,151.138
2009-05-21,149.083
2009-05-22,149.229
2009-05-25,149.513
2009-05-26,152.957
2009-05-27,151.791
2009-05-28,151.965
2009-05-29,154.494
2009-06-01,159.237
2009-06-02,160.856
2009-06-03,158.852
2009-06-04,159.991
2009-06-05,159.269
2009-06-08,157.527
2009-06-09,159.252
2009-06-10,159.881
2009-06-11,161.395
2009-06-12,160.898
2009-06-15,157.04
2009-06-16,154.988
2009-06-17,154.041
2009-06-18,154.442
2009-06-19,155.203
2009-06-22,150.556
2009-06-23,149.848
2009-06-24,152.324
2009-06-25,154.491
2009-06-26,156.519
2009-06-29,156.953
2009-06-30,156.304
2009-07-01,158.335
2009-07-02,154.387
2009-07-03,154.042
2009-07-06,152.463
2009-07-07,150.735
2009-07-08,148.666
2009-07-09,149.342
2009-07-10,149.062
2009-07-13,150.614
2009-07-14,152.749
2009-07-15,157.318
2009-07-16,158.839
2009-07-17,158.586
2009-07-20,161.046
2009-07-21,162.087
2009-07-22,162.825
2009-07-23,166.194
2009-07-24,166.991
2009-07-27,167.757
2009-07-28,167.239
2009-07-29,166.285
2009-07-30,168.722
2009-07-31,170.073
2009-08-03,173.978
2009-08-04,174.889
2009-08-05,174.616
2009-08-06,173.756
2009-08-07,175.291
2009-08-10,175.293
2009-08-11,173.543
2009-08-12,175.277
2009-08-13,177.766
2009-08-14,176.538
2009-08-17,171.092
2009-08-18,173.252
2009-08-19,174.164
2009-08-20,176.609
2009-08-21,179.492
2009-08-24,180.771
2009-08-25,181.475
2009-08-26,181.053
2009-08-27,180.882
2009-08-28,182.382
2009-08-31,180.491
2009-09-01,176.992
2009-09-02,175.274
2009-09-03,177.266
2009-09-04,179.358
2009-09-07,180.85
2009-09-08,183.651
2009-09-09,185.908
2009-09-10,187.982
2009-09-11,188.726
2009-09-14,188.897
2009-09-15,190.182
2009-09-16,193.772
2009-09-17,193.962
2009-09-18,193.467
2009-09-21,191.93
2009-09-22,194.357
2009-09-23,192.98
2009-09-24,189.643
2009-09-25,188.638
2009-09-28,191.126
2009-09-29,190.994
2009-09-30,191.18
2009-10-01,186.288
2009-10-02,183.725
2009-10-05,186.223
2009-10-06,190.131
2009-10-07,190.583
2009-10-08,193.456
2009-10-09,194.462
2009-10-12,195.05
2009-10-13,194.614
2009-10-14,198.091
2009-10-15,198.409
2009-10-16,196.356
2009-10-19,198.43
2009-10-20,197.113
2009-10-21,195.93
2009-10-22,196.388
2009-10-23,194.209
2009-10-26,191.771
2009-10-27,188.998
2009-10-28,183.219
2009-10-29,186.956
2009-10-30,183.675
2009-11-02,183.417
2009-11-03,184.025
2009-11-04,185.148
2009-11-05,188.255
2009-11-06,188.521
2009-11-09,192.458
2009-11-10,191.627
2009-11-11,192.872
2009-11-12,190.209
2009-11-13,191.753
2009-11-16,195.508
2009-11-17,194.145
2009-11-18,194.09
2009-11-19,190.056
2009-11-20,189.197
2009-11-23,192.01
2009-11-24,190.767
2009-11-25,191.805
2009-11-26,189.899
2009-11-27,187.639
2009-11-30,188.063
2009-12-01,192.196
2009-12-02,193.503
2009-12-03,192.646
2009-12-04,193.519
2009-12-07,193.399
2009-12-08,191.446
2009-12-09,190.857
2009-12-10,190.923
2009-12-11,191.574
2009-12-14,193.858
2009-12-15,193.084
2009-12-16,194.547
2009-12-17,191.885
2009-12-18,192.314
2009-12-21,194.093
2009-12-22,194.94
2009-12-23,196.772
2009-12-24,197.567
2009-12-25,197.542
2009-12-28,198.017
2009-12-29,198.43
2009-12-30,197.643
2009-12-31,196.735
2010-01-01,196.735
2010-01-04,201.06
2010-01-05,201.944
2010-01-06,202.6
2010-01-07,203.259
2010-01-08,204.419
2010-01-11,205.686
2010-01-12,203.541
2010-01-13,204.752
2010-01-14,205.814
2010-01-15,204.015
2010-01-18,204.165
2010-01-19,205.433
2010-01-20,202.695
2010-01-21,199.896
2010-01-22,196.951
2010-01-25,197.169
2010-01-26,195.705
2010-01-27,195.61
2010-01-28,193.978
2010-01-29,192.024
2010-02-01,193.719
2010-02-02,196.585
2010-02-03,195.657
2010-02-04,189.941
2010-02-05,188.432
2010-02-08,186.953
2010-02-09,188.644
2010-02-10,188.963
2010-02-11,191.151
2010-02-12,192.0
2010-02-15,191.824
2010-02-16,194.599
2010-02-17,196.23
2010-02-18,197.159
2010-02-19,196.59
2010-02-22,197.742
2010-02-23,195.752
2010-02-24,196.438
2010-02-25,195.473
2010-02-26,196.52
2010-03-01,199.005
2010-03-02,201.147
2010-03-03,202.452
2010-03-04,202.457
2010-03-05,205.428
2010-03-08,206.142
2010-03-09,206.34
2010-03-10,207.869
2010-03-11,208.53
2010-03-12,209.429
2010-03-15,208.554
2010-03-16,210.519
2010-03-17,212.393
2010-03-18,211.243
2010-03-19,209.495
2010-03-22,210.946
2010-03-23,212.677
2010-03-24,210.611
2010-03-25,210.071
2010-03-26,210.492
2010-03-29,211.948
2010-03-30,212.311
2010-03-31,211.778
2010-04-01,214.064
2010-04-02,214.121
2010-04-05,216.574
2010-04-06,217.704
2010-04-07,217.361
2010-04-08,217.041
2010-04-09,219.027
2010-04-12,220.037
2010-04-13,219.546
2010-04-14,222.927
2010-04-15,223.54
2010-04-16,220.754
2010-04-19,218.822
2010-04-20,221.585
2010-04-21,222.674
2010-04-22,223.346
2010-04-23,225.442
2010-04-26,225.975
2010-04-27,221.26
2010-04-28,219.183
2010-04-29,222.683
2010-04-30,220.008
2010-05-03,221.858
2010-05-04,215.536
2010-05-05,212.08
2010-05-06,206.017
2010-05-07,199.652
2010-05-10,210.068
2010-05-11,209.974
2010-05-12,214.353
2010-05-13,213.542
2010-05-14,208.678
2010-05-17,206.61
2010-05-18,204.553
2010-05-19,200.906
2010-05-20,193.443
2010-05-21,195.598
2010-05-24,194.004
2010-05-25,191.07
2010-05-26,192.848
2010-05-27,199.537
2010-05-28,198.643
2010-05-31,198.957
2010-06-01,195.347
2010-06-02,197.878
2010-06-03,200.41
2010-06-04,193.648
2010-06-07,189.078
2010-06-08,188.996
2010-06-09,190.35
2010-06-10,195.514
2010-06-11,197.376
2010-06-14,199.833
2010-06-15,203.352
2010-06-16,203.13
2010-06-17,203.008
2010-06-18,203.745
2010-06-21,203.67
2010-06-22,200.642
2010-06-23,199.312
2010-06-24,196.914
2010-06-25,198.118
2010-06-28,198.033
2010-06-29,191.226
2010-06-30,189.762
2010-07-01,188.393
2010-07-02,188.211
2010-07-05,188.053
2010-07-06,189.146
2010-07-07,193.085
2010-07-08,195.553
2010-07-09,197.358
2010-07-12,196.273
2010-07-13,200.484
2010-07-14,200.726
2010-07-15,200.302
2010-07-16,195.555
2010-07-19,195.328
2010-07-20,196.763
2010-07-21,195.735
2010-07-22,200.429
2010-07-23,203.283
2010-07-26,206.862
2010-07-27,206.174
2010-07-28,204.668
2010-07-29,204.884
2010-07-30,204.532
2010-08-02,208.569
2010-08-03,208.113
2010-08-04,208.724
2010-08-05,208.277
2010-08-06,208.217
2010-08-09,209.781
2010-08-10,206.132
2010-08-11,199.54
2010-08-12,197.907
2010-08-13,197.196
2010-08-16,198.226
2010-08-17,201.159
2010-08-18,201.64
2010-08-19,199.006
2010-08-20,196.978
2010-08-23,195.997
2010-08-24,193.539
2010-08-25,193.762
2010-08-26,194.091
2010-08-27,197.296
2010-08-30,195.609
2010-08-31,195.17
2010-09-01,200.909
2010-09-02,203.03
2010-09-03,205.624
2010-09-06,206.576
2010-09-07,203.645
2010-09-08,204.635
2010-09-09,205.628
2010-09-10,206.13
2010-09-13,209.977
2010-09-14,210.369
2010-09-15,210.59
2010-09-16,209.821
2010-09-17,210.442
2010-09-20,213.821
2010-09-21,213.334
2010-09-22,212.802
2010-09-23,211.233
