Date,SINGAPORE SMID VALUE SMID (Small+Mid Cap)
2001-11-14,175.124
2001-11-15,180.444
2001-11-16,178.176
2001-11-19,181.84
2001-11-20,183.364
2001-11-21,184.023
2001-11-22,182.496
2001-11-23,182.437
2001-11-26,182.336
2001-11-27,183.323
2001-11-28,183.39
2001-11-29,184.15
2001-11-30,183.184
2001-12-03,183.845
2001-12-04,192.094
2001-12-05,194.355
2001-12-06,195.035
2001-12-07,195.875
2001-12-10,194.456
2001-12-11,194.522
2001-12-12,194.402
2001-12-13,192.965
2001-12-14,192.646
2001-12-17,192.487
2001-12-18,193.487
2001-12-19,196.41
2001-12-20,196.124
2001-12-21,194.888
2001-12-24,195.181
2001-12-25,195.146
2001-12-26,193.459
2001-12-27,195.318
2001-12-28,195.4
2001-12-31,196.232
2002-01-01,196.232
2002-01-02,196.976
2002-01-03,199.862
2002-01-04,204.022
2002-01-07,201.574
2002-01-08,200.904
2002-01-09,199.88
2002-01-10,202.773
2002-01-11,204.569
2002-01-14,206.941
2002-01-15,205.93
2002-01-16,203.277
2002-01-17,202.684
2002-01-18,195.059
2002-01-21,195.989
2002-01-22,195.142
2002-01-23,193.836
2002-01-24,194.987
2002-01-25,198.974
2002-01-28,201.853
2002-01-29,202.201
2002-01-30,198.968
2002-01-31,202.23
2002-02-01,200.564
2002-02-04,197.735
2002-02-05,196.497
2002-02-06,197.902
2002-02-07,196.486
2002-02-08,195.909
2002-02-11,197.375
2002-02-12,197.538
2002-02-13,197.599
2002-02-14,202.495
2002-02-15,203.286
2002-02-18,203.332
2002-02-19,200.964
2002-02-20,199.558
2002-02-21,198.743
2002-02-22,196.803
2002-02-25,194.42
2002-02-26,195.032
2002-02-27,197.507
2002-02-28,199.451
2002-03-01,202.561
2002-03-04,207.416
2002-03-05,206.504
2002-03-06,207.455
2002-03-07,208.486
2002-03-08,208.059
2002-03-11,209.485
2002-03-12,207.248
2002-03-13,207.805
2002-03-14,208.651
2002-03-15,209.396
2002-03-18,210.369
2002-03-19,210.342
2002-03-20,208.166
2002-03-21,206.576
2002-03-22,207.094
2002-03-25,204.793
2002-03-26,202.687
2002-03-27,203.017
2002-03-28,202.881
2002-03-29,202.881
2002-04-01,202.37
2002-04-02,202.081
2002-04-03,202.004
2002-04-04,202.224
2002-04-05,202.792
2002-04-08,200.76
2002-04-09,198.862
2002-04-10,195.912
2002-04-11,198.543
2002-04-12,201.505
2002-04-15,201.221
2002-04-16,203.314
2002-04-17,204.889
2002-04-18,203.922
2002-04-19,202.314
2002-04-22,202.912
2002-04-23,203.772
2002-04-24,204.19
2002-04-25,201.964
2002-04-26,203.296
2002-04-29,201.082
2002-04-30,201.779
2002-05-01,202.023
2002-05-02,204.118
2002-05-03,204.021
2002-05-06,202.737
2002-05-07,201.891
2002-05-08,203.429
2002-05-09,203.188
2002-05-10,202.912
2002-05-13,203.485
2002-05-14,204.518
2002-05-15,205.651
2002-05-16,204.879
2002-05-17,206.416
2002-05-20,206.016
2002-05-21,206.471
2002-05-22,205.815
2002-05-23,203.571
2002-05-24,204.844
2002-05-27,204.913
2002-05-28,203.752
2002-05-29,201.922
2002-05-30,203.513
2002-05-31,201.27
2002-06-03,204.043
2002-06-04,203.731
2002-06-05,202.95
2002-06-06,202.639
2002-06-07,202.868
2002-06-10,202.535
2002-06-11,203.269
2002-06-12,202.284
2002-06-13,203.124
2002-06-14,200.867
2002-06-17,200.627
2002-06-18,200.344
2002-06-19,194.556
2002-06-20,196.775
2002-06-21,196.242
2002-06-24,196.063
2002-06-25,202.206
2002-06-26,197.71
2002-06-27,199.397
2002-06-28,200.667
2002-07-01,200.703
2002-07-02,199.591
2002-07-03,205.835
2002-07-04,206.169
2002-07-05,210.171
2002-07-08,207.772
2002-07-09,210.899
2002-07-10,211.548
2002-07-11,208.369
2002-07-12,209.274
2002-07-15,210.508
2002-07-16,207.782
2002-07-17,207.067
2002-07-18,207.264
2002-07-19,207.23
2002-07-22,205.814
2002-07-23,210.005
2002-07-24,205.096
2002-07-25,204.416
2002-07-26,197.977
2002-07-29,200.086
2002-07-30,201.982
2002-07-31,200.495
2002-08-01,202.054
2002-08-02,202.366
2002-08-05,200.15
2002-08-06,197.492
2002-08-07,202.129
2002-08-08,199.994
2002-08-09,200.325
2002-08-12,199.984
2002-08-13,202.617
2002-08-14,202.291
2002-08-15,203.629
2002-08-16,203.476
2002-08-19,202.731
2002-08-20,203.441
2002-08-21,203.244
2002-08-22,203.263
2002-08-23,202.674
2002-08-26,200.05
2002-08-27,200.796
2002-08-28,200.11
2002-08-29,197.612
2002-08-30,198.414
2002-09-02,195.719
2002-09-03,196.59
2002-09-04,195.623
2002-09-05,194.197
2002-09-06,191.656
2002-09-09,189.629
2002-09-10,192.653
2002-09-11,192.278
2002-09-12,190.454
2002-09-13,187.233
2002-09-16,186.264
2002-09-17,188.525
2002-09-18,186.187
2002-09-19,184.825
2002-09-20,179.613
2002-09-23,179.147
2002-09-24,175.138
2002-09-25,171.286
2002-09-26,172.44
2002-09-27,176.661
2002-09-30,173.712
2002-10-01,172.529
2002-10-02,172.288
2002-10-03,172.795
2002-10-04,174.648
2002-10-07,172.506
2002-10-08,175.236
2002-10-09,174.338
2002-10-10,172.239
2002-10-11,174.875
2002-10-14,173.348
2002-10-15,178.167
2002-10-16,179.08
2002-10-17,183.898
2002-10-18,183.191
2002-10-21,180.632
2002-10-22,181.199
2002-10-23,184.925
2002-10-24,183.0
2002-10-25,184.599
2002-10-28,184.294
2002-10-29,184.378
2002-10-30,183.465
2002-10-31,183.308
2002-11-01,181.254
2002-11-04,181.416
2002-11-05,181.126
2002-11-06,182.602
2002-11-07,181.265
2002-11-08,182.299
2002-11-11,178.341
2002-11-12,179.273
2002-11-13,177.379
2002-11-14,178.804
2002-11-15,180.829
2002-11-18,179.878
2002-11-19,178.676
2002-11-20,178.341
2002-11-21,180.644
2002-11-22,182.706
2002-11-25,184.082
2002-11-26,183.324
2002-11-27,182.351
2002-11-28,182.498
2002-11-29,179.479
2002-12-02,179.797
2002-12-03,177.525
2002-12-04,175.044
2002-12-05,174.75
2002-12-06,175.537
2002-12-09,176.299
2002-12-10,176.984
2002-12-11,176.769
2002-12-12,177.71
2002-12-13,178.237
2002-12-16,176.868
2002-12-17,175.501
2002-12-18,174.819
2002-12-19,175.576
2002-12-20,174.119
2002-12-23,174.052
2002-12-24,173.171
2002-12-25,173.171
2002-12-26,173.048
2002-12-27,175.3
2002-12-30,174.617
2002-12-31,175.511
2003-01-01,175.61
2003-01-02,174.402
2003-01-03,176.062
2003-01-06,175.671
2003-01-07,175.735
2003-01-08,176.134
2003-01-09,176.83
2003-01-10,179.858
2003-01-13,186.242
2003-01-14,185.869
2003-01-15,187.801
2003-01-16,186.5
2003-01-17,185.994
2003-01-20,183.58
2003-01-21,183.951
2003-01-22,185.071
2003-01-23,186.84
2003-01-24,185.882
2003-01-27,180.798
2003-01-28,182.142
2003-01-29,179.751
2003-01-30,177.653
2003-01-31,177.763
2003-02-03,177.5
2003-02-04,180.966
2003-02-05,180.207
2003-02-06,180.311
2003-02-07,181.323
2003-02-10,178.908
2003-02-11,180.102
2003-02-12,179.611
2003-02-13,178.468
2003-02-14,176.473
2003-02-17,179.752
2003-02-18,180.192
2003-02-19,182.051
2003-02-20,182.639
2003-02-21,182.815
2003-02-24,182.37
2003-02-25,181.965
2003-02-26,182.126
2003-02-27,181.233
2003-02-28,182.131
2003-03-03,183.508
2003-03-04,182.911
2003-03-05,182.182
2003-03-06,180.869
2003-03-07,178.784
2003-03-10,176.681
2003-03-11,176.758
2003-03-12,179.742
2003-03-13,178.992
2003-03-14,178.747
2003-03-17,176.129
2003-03-18,179.716
2003-03-19,179.473
2003-03-20,180.745
2003-03-21,182.497
2003-03-24,179.66
2003-03-25,180.719
2003-03-26,182.092
2003-03-27,180.986
2003-03-28,180.555
2003-03-31,176.722
2003-04-01,178.246
2003-04-02,178.057
2003-04-03,178.373
2003-04-04,180.674
2003-04-07,183.469
2003-04-08,181.633
2003-04-09,179.91
2003-04-10,181.724
2003-04-11,180.824
2003-04-14,178.538
2003-04-15,178.847
2003-04-16,180.345
2003-04-17,180.368
2003-04-18,180.368
2003-04-21,178.296
2003-04-22,177.507
2003-04-23,175.996
2003-04-24,173.042
2003-04-25,171.001
2003-04-28,173.259
2003-04-29,177.765
2003-04-30,177.096
2003-05-01,177.771
2003-05-02,180.292
2003-05-05,183.489
2003-05-06,183.99
2003-05-07,184.593
2003-05-08,186.231
2003-05-09,186.381
2003-05-12,188.85
2003-05-13,188.063
2003-05-14,188.345
2003-05-15,189.718
2003-05-16,188.859
2003-05-19,187.571
2003-05-20,189.381
2003-05-21,190.117
2003-05-22,194.498
2003-05-23,199.28
2003-05-26,204.588
2003-05-27,201.259
2003-05-28,202.294
2003-05-29,201.751
2003-05-30,203.463
2003-06-02,209.124
2003-06-03,209.082
2003-06-04,212.299
2003-06-05,215.738
2003-06-06,216.539
2003-06-09,218.329
2003-06-10,218.917
2003-06-11,218.517
2003-06-12,222.563
2003-06-13,221.857
2003-06-16,220.727
2003-06-17,222.895
2003-06-18,222.735
2003-06-19,223.987
2003-06-20,223.988
2003-06-23,220.764
2003-06-24,219.458
2003-06-25,220.751
2003-06-26,217.347
2003-06-27,220.159
2003-06-30,217.118
2003-07-01,219.645
2003-07-02,222.609
2003-07-03,223.363
2003-07-04,223.35
2003-07-07,228.58
2003-07-08,230.333
2003-07-09,233.854
2003-07-10,232.893
2003-07-11,235.593
2003-07-14,239.971
2003-07-15,238.942
2003-07-16,239.421
2003-07-17,235.427
2003-07-18,235.799
2003-07-21,233.925
2003-07-22,231.655
2003-07-23,232.235
2003-07-24,232.501
2003-07-25,236.335
2003-07-28,239.443
2003-07-29,239.548
2003-07-30,238.747
2003-07-31,235.811
2003-08-01,236.315
2003-08-04,235.304
2003-08-05,229.097
2003-08-06,228.955
2003-08-07,232.984
2003-08-08,233.176
2003-08-11,237.335
2003-08-12,238.281
2003-08-13,240.242
2003-08-14,241.791
2003-08-15,244.361
2003-08-18,246.477
2003-08-19,245.178
2003-08-20,245.003
2003-08-21,247.875
2003-08-22,247.966
2003-08-25,244.97
2003-08-26,238.765
2003-08-27,239.843
2003-08-28,239.149
2003-08-29,243.401
2003-09-01,246.868
2003-09-02,244.478
2003-09-03,245.609
2003-09-04,245.711
2003-09-05,247.836
2003-09-08,249.389
2003-09-09,244.113
2003-09-10,243.802
2003-09-11,246.003
2003-09-12,245.793
2003-09-15,244.41
2003-09-16,245.794
2003-09-17,250.172
2003-09-18,253.952
2003-09-19,251.564
2003-09-22,251.906
2003-09-23,251.337
2003-09-24,257.335
2003-09-25,255.565
2003-09-26,255.852
2003-09-29,258.27
2003-09-30,257.831
2003-10-01,257.319
2003-10-02,260.647
2003-10-03,267.037
2003-10-06,275.304
2003-10-07,276.005
2003-10-08,276.548
2003-10-09,278.286
2003-10-10,280.562
2003-10-13,283.37
2003-10-14,275.593
2003-10-15,279.113
2003-10-16,282.401
2003-10-17,282.481
2003-10-20,282.79
2003-10-21,286.33
2003-10-22,284.003
2003-10-23,276.63
2003-10-24,276.91
2003-10-27,275.978
2003-10-28,279.297
2003-10-29,278.821
2003-10-30,277.819
2003-10-31,276.34
2003-11-03,282.828
2003-11-04,282.829
2003-11-05,284.272
2003-11-06,279.979
2003-11-07,283.096
2003-11-10,278.669
2003-11-11,270.291
2003-11-12,273.419
2003-11-13,278.863
2003-11-14,276.899
2003-11-17,270.192
2003-11-18,271.309
2003-11-19,266.4
2003-11-20,262.467
2003-11-21,260.343
2003-11-24,262.878
2003-11-25,262.878
2003-11-26,265.203
2003-11-27,265.644
2003-11-28,272.387
2003-12-01,275.552
2003-12-02,273.021
2003-12-03,276.732
2003-12-04,277.571
2003-12-05,275.093
2003-12-08,276.713
2003-12-09,276.678
2003-12-10,275.285
2003-12-11,276.316
2003-12-12,278.138
2003-12-15,280.106
2003-12-16,279.069
2003-12-17,276.574
2003-12-18,276.878
2003-12-19,276.923
2003-12-22,276.66
2003-12-23,277.025
2003-12-24,278.657
2003-12-25,278.657
2003-12-26,279.897
2003-12-29,283.639
2003-12-30,286.059
2003-12-31,286.966
2004-01-01,287.002
2004-01-02,291.605
2004-01-05,296.771
2004-01-06,295.471
2004-01-07,299.839
2004-01-08,299.934
2004-01-09,301.757
2004-01-12,299.437
2004-01-13,305.319
2004-01-14,306.259
2004-01-15,299.795
2004-01-16,299.877
2004-01-19,299.858
2004-01-20,303.26
2004-01-21,307.484
2004-01-22,308.702
2004-01-23,308.235
2004-01-26,309.965
2004-01-27,308.167
2004-01-28,302.896
2004-01-29,301.019
2004-01-30,304.282
2004-02-02,304.485
2004-02-03,301.848
2004-02-04,301.433
2004-02-05,300.373
2004-02-06,304.918
2004-02-09,309.159
2004-02-10,309.034
2004-02-11,308.422
2004-02-12,307.748
2004-02-13,306.556
2004-02-16,305.063
2004-02-17,308.553
2004-02-18,308.216
2004-02-19,307.286
2004-02-20,307.673
2004-02-23,308.198
2004-02-24,307.438
2004-02-25,307.543
2004-02-26,307.33
2004-02-27,308.235
2004-03-01,308.984
2004-03-02,307.305
2004-03-03,305.387
2004-03-04,304.439
2004-03-05,305.652
2004-03-08,304.182
2004-03-09,303.869
2004-03-10,303.162
2004-03-11,300.976
2004-03-12,299.964
2004-03-15,300.824
2004-03-16,302.263
2004-03-17,303.688
2004-03-18,304.46
2004-03-19,305.133
2004-03-22,304.091
2004-03-23,304.454
2004-03-24,306.616
2004-03-25,303.98
2004-03-26,303.775
2004-03-29,305.55
2004-03-30,308.889
2004-03-31,310.394
2004-04-01,315.63
2004-04-02,314.824
2004-04-05,316.851
2004-04-06,315.794
2004-04-07,317.131
2004-04-08,317.527
2004-04-09,317.527
2004-04-12,318.228
2004-04-13,318.899
2004-04-14,313.865
2004-04-15,311.494
2004-04-16,314.12
2004-04-19,312.6
2004-04-20,312.9
2004-04-21,310.138
2004-04-22,309.641
2004-04-23,311.571
2004-04-26,309.138
2004-04-27,309.072
2004-04-28,309.556
2004-04-29,299.879
2004-04-30,301.026
2004-05-03,301.246
2004-05-04,307.126
2004-05-05,313.109
2004-05-06,311.6
2004-05-07,308.563
2004-05-10,295.612
2004-05-11,296.367
2004-05-12,296.967
2004-05-13,292.389
2004-05-14,291.635
2004-05-17,281.482
2004-05-18,284.83
2004-05-19,293.797
2004-05-20,289.884
2004-05-21,295.419
2004-05-24,297.083
2004-05-25,295.641
2004-05-26,299.079
2004-05-27,303.384
2004-05-28,301.501
2004-05-31,302.787
2004-06-01,301.295
2004-06-02,300.608
2004-06-03,297.378
2004-06-04,299.293
2004-06-07,304.89
2004-06-08,305.566
2004-06-09,307.246
2004-06-10,306.237
2004-06-11,305.538
2004-06-14,303.392
2004-06-15,305.128
2004-06-16,304.877
2004-06-17,303.453
2004-06-18,302.158
2004-06-21,302.191
2004-06-22,302.516
2004-06-23,303.504
2004-06-24,306.306
2004-06-25,307.643
2004-06-28,310.44
2004-06-29,311.671
2004-06-30,311.28
2004-07-01,312.434
2004-07-02,312.61
2004-07-05,313.317
2004-07-06,316.011
2004-07-07,317.349
2004-07-08,314.679
2004-07-09,316.525
2004-07-12,315.477
2004-07-13,314.889
2004-07-14,312.373
2004-07-15,312.354
2004-07-16,314.292
2004-07-19,315.442
2004-07-20,313.346
2004-07-21,313.416
2004-07-22,310.493
2004-07-23,307.267
2004-07-26,308.534
2004-07-27,310.053
2004-07-28,311.791
2004-07-29,313.815
2004-07-30,316.941
2004-08-02,317.203
2004-08-03,323.285
2004-08-04,323.547
2004-08-05,326.626
2004-08-06,326.166
2004-08-09,326.269
2004-08-10,327.016
2004-08-11,323.539
2004-08-12,324.22
2004-08-13,323.594
2004-08-16,321.617
2004-08-17,322.45
2004-08-18,323.766
2004-08-19,327.047
2004-08-20,326.417
2004-08-23,328.141
2004-08-24,329.042
2004-08-25,330.186
2004-08-26,330.45
2004-08-27,329.499
2004-08-30,327.552
2004-08-31,329.931
2004-09-01,335.414
2004-09-02,337.326
2004-09-03,336.209
2004-09-06,336.083
2004-09-07,339.234
2004-09-08,338.203
2004-09-09,336.944
2004-09-10,339.08
2004-09-13,342.018
2004-09-14,345.291
2004-09-15,346.015
2004-09-16,346.279
2004-09-17,345.56
2004-09-20,344.782
2004-09-21,346.664
2004-09-22,344.87
2004-09-23,343.955
2004-09-24,343.256
2004-09-27,342.524
2004-09-28,342.611
2004-09-29,343.142
2004-09-30,346.085
2004-10-01,348.012
2004-10-04,348.799
2004-10-05,349.363
2004-10-06,348.144
2004-10-07,349.536
2004-10-08,351.232
2004-10-11,348.846
2004-10-12,345.702
2004-10-13,345.699
2004-10-14,343.191
2004-10-15,346.237
2004-10-18,344.431
2004-10-19,348.401
2004-10-20,347.133
2004-10-21,350.12
2004-10-22,350.758
2004-10-25,348.686
2004-10-26,349.984
2004-10-27,350.358
2004-10-28,353.87
2004-10-29,350.512
2004-11-01,351.001
2004-11-02,354.226
2004-11-03,355.572
2004-11-04,357.722
2004-11-05,361.525
2004-11-08,361.464
2004-11-09,360.851
2004-11-10,361.974
2004-11-11,362.426
2004-11-12,365.71
2004-11-15,365.655
2004-11-16,363.706
2004-11-17,367.767
2004-11-18,365.086
2004-11-19,366.671
2004-11-22,365.234
2004-11-23,370.846
2004-11-24,371.768
2004-11-25,372.861
2004-11-26,371.593
2004-11-29,374.371
2004-11-30,372.62
2004-12-01,374.179
2004-12-02,378.985
2004-12-03,380.32
2004-12-06,379.299
2004-12-07,374.692
2004-12-08,372.739
2004-12-09,369.597
2004-12-10,370.77
2004-12-13,372.224
2004-12-14,373.259
2004-12-15,381.572
2004-12-16,377.604
2004-12-17,378.854
2004-12-20,381.085
2004-12-21,383.281
2004-12-22,381.553
2004-12-23,383.209
2004-12-24,383.793
2004-12-27,382.921
2004-12-28,385.272
2004-12-29,384.505
2004-12-30,387.536
2004-12-31,389.981
2005-01-03,390.803
2005-01-04,390.275
2005-01-05,393.148
2005-01-06,396.061
2005-01-07,395.097
2005-01-10,395.611
2005-01-11,398.812
2005-01-12,401.12
2005-01-13,406.388
2005-01-14,404.335
2005-01-17,409.501
2005-01-18,414.516
2005-01-19,415.227
2005-01-20,412.956
2005-01-21,413.106
2005-01-24,410.292
2005-01-25,405.55
2005-01-26,410.118
2005-01-27,407.303
2005-01-28,406.383
2005-01-31,410.102
2005-02-01,410.274
2005-02-02,413.323
2005-02-03,409.969
2005-02-04,411.738
2005-02-07,411.367
2005-02-08,411.903
2005-02-09,411.767
2005-02-10,411.47
2005-02-11,409.889
2005-02-14,415.755
2005-02-15,415.453
2005-02-16,414.758
2005-02-17,415.181
2005-02-18,420.11
2005-02-21,419.149
2005-02-22,418.662
2005-02-23,416.938
2005-02-24,418.272
2005-02-25,419.542
2005-02-28,421.068
2005-03-01,418.87
2005-03-02,419.726
2005-03-03,421.127
2005-03-04,423.077
2005-03-07,425.084
2005-03-08,428.089
2005-03-09,436.76
2005-03-10,434.193
2005-03-11,435.644
2005-03-14,436.746
2005-03-15,433.593
2005-03-16,438.418
2005-03-17,437.737
2005-03-18,439.534
2005-03-21,444.09
2005-03-22,438.678
2005-03-23,429.715
2005-03-24,430.219
2005-03-25,430.219
2005-03-28,427.527
2005-03-29,423.687
2005-03-30,420.896
2005-03-31,425.959
2005-04-01,425.389
2005-04-04,427.568
2005-04-05,427.338
2005-04-06,430.103
2005-04-07,432.946
2005-04-08,435.998
2005-04-11,437.069
2005-04-12,439.119
2005-04-13,440.487
2005-04-14,434.694
2005-04-15,428.358
2005-04-18,416.19
2005-04-19,422.93
2005-04-20,424.19
2005-04-21,426.259
2005-04-22,428.214
2005-04-25,427.552
2005-04-26,428.467
2005-04-27,428.736
2005-04-28,429.632
2005-04-29,429.713
2005-05-02,428.803
2005-05-03,431.916
2005-05-04,437.409
2005-05-05,435.934
2005-05-06,441.934
2005-05-09,440.241
2005-05-10,441.398
2005-05-11,444.41
2005-05-12,443.543
2005-05-13,437.998
2005-05-16,431.962
2005-05-17,433.065
2005-05-18,432.887
2005-05-19,436.266
2005-05-20,435.606
2005-05-23,436.401
2005-05-24,441.117
2005-05-25,439.701
2005-05-26,437.344
2005-05-27,439.403
2005-05-30,439.774
2005-05-31,439.964
2005-06-01,438.074
2005-06-02,438.734
2005-06-03,440.593
2005-06-06,446.178
2005-06-07,444.674
2005-06-08,445.942
2005-06-09,444.609
2005-06-10,446.89
2005-06-13,442.109
2005-06-14,440.964
2005-06-15,443.486
2005-06-16,443.947
2005-06-17,445.273
2005-06-20,441.736
2005-06-21,442.515
2005-06-22,443.458
2005-06-23,445.312
2005-06-24,445.392
2005-06-27,442.287
2005-06-28,442.056
2005-06-29,441.333
2005-06-30,443.187
2005-07-01,442.072
2005-07-04,442.219
2005-07-05,441.821
2005-07-06,444.997
2005-07-07,442.284
2005-07-08,441.907
2005-07-11,448.802
2005-07-12,451.141
2005-07-13,455.054
2005-07-14,457.37
2005-07-15,453.849
2005-07-18,454.192
2005-07-19,469.547
2005-07-20,470.158
2005-07-21,479.833
2005-07-22,484.444
2005-07-25,482.149
2005-07-26,481.179
2005-07-27,482.927
2005-07-28,486.811
2005-07-29,487.832
2005-08-01,494.66
2005-08-02,500.472
2005-08-03,499.117
2005-08-04,498.482
2005-08-05,494.511
2005-08-08,497.005
2005-08-09,496.439
2005-08-10,497.529
2005-08-11,492.407
2005-08-12,492.187
2005-08-15,482.818
2005-08-16,488.49
2005-08-17,486.647
2005-08-18,482.886
2005-08-19,481.388
2005-08-22,484.115
2005-08-23,482.871
2005-08-24,480.4
2005-08-25,483.171
2005-08-26,486.621
2005-08-29,479.871
2005-08-30,477.964
2005-08-31,481.208
2005-09-01,485.905
2005-09-02,487.487
2005-09-05,483.969
2005-09-06,485.543
2005-09-07,484.663
2005-09-08,482.699
2005-09-09,486.272
2005-09-12,490.72
2005-09-13,487.674
2005-09-14,488.78
2005-09-15,491.186
2005-09-16,489.777
2005-09-19,488.417
2005-09-20,490.023
2005-09-21,490.959
2005-09-22,489.186
2005-09-23,489.504
2005-09-26,493.057
2005-09-27,489.665
2005-09-28,487.646
2005-09-29,490.814
2005-09-30,493.795
2005-10-03,492.204
2005-10-04,498.586
2005-10-05,501.658
2005-10-06,498.908
2005-10-07,503.613
2005-10-10,508.738
2005-10-11,509.499
2005-10-12,505.185
2005-10-13,503.532
2005-10-14,501.248
2005-10-17,497.047
2005-10-18,493.922
2005-10-19,478.76
2005-10-20,480.002
2005-10-21,482.978
2005-10-24,482.103
2005-10-25,484.224
2005-10-26,485.48
2005-10-27,479.462
2005-10-28,477.951
2005-10-31,482.456
2005-11-01,482.429
2005-11-02,488.519
2005-11-03,487.919
2005-11-04,493.007
2005-11-07,493.84
