Date,SPAIN IMI VALUE IMI (Large+Mid+Small Cap)
1994-05-31,105.37
1994-06-30,101.022
1994-07-29,107.428
1994-08-31,106.84
1994-09-30,104.079
1994-10-31,107.253
1994-11-30,105.63
1994-12-30,100.443
1995-01-31,99.334
1995-02-28,101.769
1995-03-31,99.736
1995-04-28,105.947
1995-05-31,111.387
1995-06-30,112.807
1995-07-31,120.981
1995-08-31,115.906
1995-09-29,116.833
1995-10-31,114.137
1995-11-30,121.812
1995-12-29,127.204
1996-01-31,128.768
1996-02-29,136.2
1996-03-29,132.242
1996-04-30,135.343
1996-05-31,135.451
1996-06-28,140.844
1996-07-31,136.315
1996-08-30,139.708
1996-09-30,143.528
1996-10-31,149.821
1996-11-29,158.219
1996-12-31,176.236
1997-01-31,174.141
1997-02-28,168.895
1997-03-31,174.375
1997-04-30,184.597
1997-05-30,200.499
1997-06-30,213.306
1997-07-31,200.711
1997-08-29,197.393
1997-09-30,226.447
1997-10-31,207.864
1997-11-28,221.243
1997-12-31,227.727
1998-01-30,247.167
1998-02-27,276.12
1998-03-31,312.696
1998-04-30,317.91
1998-05-29,323.554
1998-06-30,318.572
1998-07-31,319.36
1998-08-31,281.347
1998-09-30,294.849
1998-10-30,317.047
1998-11-30,337.7
1998-12-31,351.663
1999-01-29,346.736
1999-02-26,331.544
1999-03-31,315.048
1999-04-30,301.487
1999-05-31,302.802
1999-06-30,306.525
1999-07-30,299.522
1999-08-31,308.624
1999-09-30,299.999
1999-10-29,300.868
1999-11-30,300.168
1999-12-31,311.797
2000-01-31,276.633
2000-02-29,301.139
2000-03-31,314.19
2000-04-28,297.243
2000-05-31,297.527
2000-06-30,300.955
2000-07-31,291.974
2000-08-31,295.748
2000-09-29,293.585
2000-10-31,266.357
2000-11-30,259.811
2000-12-29,276.302
2001-01-31,295.287
2001-02-28,285.131
2001-03-30,271.969
2001-04-30,280.883
2001-05-31,266.644
2001-06-29,261.022
2001-07-31,269.814
2001-08-31,276.161
2001-09-28,250.81
2001-10-31,258.558
2001-11-30,262.613
2001-12-31,262.531
2002-01-31,247.289
2002-02-28,254.162
2002-03-29,261.395
2002-04-30,271.9
2002-05-31,277.907
2002-06-28,267.088
2002-07-31,234.276
2002-08-30,243.962
2002-09-30,208.958
2002-10-31,226.886
2002-11-29,250.358
2002-12-31,251.261
2003-01-31,254.705
2003-02-28,260.352
2003-03-31,266.987
2003-04-30,293.901
2003-05-30,318.978
2003-06-30,336.587
2003-07-31,343.561
2003-08-29,335.245
2003-09-30,334.605
2003-10-31,362.774
2003-11-28,386.106
2003-12-31,437.598
2004-01-30,435.758
2004-02-27,448.882
2004-03-31,433.754
2004-04-30,431.177
2004-05-31,432.333
2004-06-30,438.158
2004-07-30,416.398
2004-08-31,422.291
2004-09-30,433.497
2004-10-29,464.916
2004-11-30,506.494
2004-12-31,536.018
2005-01-31,526.042
2005-02-28,553.539
2005-03-31,543.359
2005-04-29,524.512
2005-05-31,523.045
2005-06-30,536.084
2005-07-29,557.673
2005-08-31,557.043
2005-09-30,602.952
2005-10-31,582.367
2005-11-30,585.898
2005-12-30,597.798
2006-01-31,638.24
2006-02-28,675.73
2006-03-31,677.147
2006-04-28,709.51
2006-05-31,682.717
2006-06-30,693.09
2006-07-31,716.185
2006-08-31,736.925
2006-09-29,785.561
2006-10-31,852.294
2006-11-30,903.904
2006-12-29,914.947
2007-01-31,934.028
2007-02-28,926.331
2007-03-30,930.423
2007-04-30,939.37
2007-05-31,1000.0
2007-06-29,984.66
2007-07-31,1002.449
2007-08-31,967.378
2007-09-28,1010.178
2007-10-31,1118.335
2007-11-30,1111.391
2007-12-31,1084.254
2008-01-31,934.107
2008-02-29,957.977
2008-03-31,1033.592
2008-04-30,1088.876
2008-05-30,1069.567
2008-06-30,940.823
2008-07-31,931.461
2008-08-29,848.699
2008-09-30,765.512
2008-10-31,554.064
2008-11-28,495.301
2008-12-31,558.594
2009-01-30,472.552
2009-02-27,378.121
2009-03-31,417.398
2009-04-30,553.014
2009-05-29,624.897
2009-06-30,656.363
2009-07-31,771.959
2009-08-31,838.829
2009-09-30,872.305
2009-10-30,863.298
2009-11-30,898.191
2009-12-31,876.934
2010-01-29,770.638
2010-02-26,699.128
2010-03-31,726.637
2010-04-30,697.08
2010-05-31,569.288
2010-06-30,568.982
2010-07-30,695.428
2010-08-31,654.633
2010-09-30,720.259
2010-10-29,752.451
2010-11-30,591.21
2010-12-31,651.859
2011-01-31,748.027
2011-02-28,758.659
2011-03-31,744.692
2011-04-29,801.48
2011-05-31,751.579
2011-06-30,746.8
2011-07-29,685.644
2011-08-31,622.483
2011-09-30,566.696
2011-10-31,616.536
2011-11-30,560.873
2011-12-30,550.394
2012-01-31,558.429
2012-02-29,566.956
2012-03-30,525.548
2012-04-30,455.125
2012-05-31,373.076
2012-06-29,451.155
2012-07-31,411.636
2012-08-31,472.947
2012-09-28,496.125
2012-10-31,510.026
2012-11-30,518.538
2012-12-31,544.403
2013-01-31,585.242
2013-02-28,546.405
2013-03-29,508.216
2013-04-30,565.873
2013-05-31,551.589
2013-06-28,509.602
2013-07-31,578.507
2013-08-30,564.383
2013-09-30,645.323
2013-10-31,707.391
2013-11-29,706.231
2013-12-31,721.474
2014-01-31,725.594
2014-02-28,768.943
2014-03-31,792.734
2014-04-30,810.156
2014-05-30,828.406
2014-06-30,846.465
2014-07-31,825.213
2014-08-29,812.469
2014-09-30,787.294
2014-10-31,749.661
2014-11-28,772.804
2014-12-31,715.66
2015-01-30,671.428
2015-02-27,709.041
2015-03-31,693.459
2015-04-30,726.428
2015-05-29,695.581
2015-06-30,683.671
2015-07-31,703.352
2015-08-31,646.214
2015-09-30,581.127
2015-10-30,626.294
2015-11-30,604.437
2015-12-31,561.616
2016-01-29,515.14
2016-02-29,494.562
2016-03-31,534.788
2016-04-29,570.397
2016-05-31,549.945
2016-06-30,490.892
2016-07-29,522.88
2016-08-31,533.208
2016-09-30,536.713
2016-10-31,567.754
2016-11-30,512.705
2016-12-30,564.245
2017-01-31,581.506
2017-02-28,585.98
2017-03-31,651.127
2017-04-28,676.373
2017-05-31,702.51
2017-06-30,690.511
2017-07-31,728.464
2017-08-31,720.035
2017-09-29,728.848
2017-10-31,727.658
2017-11-30,722.759
2017-12-29,714.819
2018-01-31,781.884
2018-02-28,727.006
2018-03-30,709.131
2018-04-30,731.596
2018-05-31,645.021
2018-06-29,662.334
2018-07-31,688.87
2018-08-31,640.329
2018-09-28,641.972
2018-10-31,594.762
2018-11-30,605.403
2018-12-31,590.828
2019-01-31,629.412
2019-02-28,638.051
2019-03-29,622.507
