Date,SPAIN IMI VALUE IMI (Large+Mid+Small Cap)
2001-07-10,249.877
2001-07-11,250.195
2001-07-12,247.77
2001-07-13,249.29
2001-07-16,250.087
2001-07-17,250.313
2001-07-18,254.307
2001-07-19,254.838
2001-07-20,255.545
2001-07-23,256.392
2001-07-24,257.911
2001-07-25,256.347
2001-07-26,256.628
2001-07-27,257.034
2001-07-30,261.031
2001-07-31,261.449
2001-08-01,263.778
2001-08-02,265.426
2001-08-03,265.604
2001-08-06,264.676
2001-08-07,263.05
2001-08-08,261.703
2001-08-09,263.608
2001-08-10,265.184
2001-08-13,267.778
2001-08-14,267.75
2001-08-15,271.838
2001-08-16,269.887
2001-08-17,270.382
2001-08-20,269.617
2001-08-21,270.325
2001-08-22,275.34
2001-08-23,273.78
2001-08-24,275.06
2001-08-27,272.537
2001-08-28,270.883
2001-08-29,270.611
2001-08-30,266.659
2001-08-31,267.602
2001-09-03,265.075
2001-09-04,262.177
2001-09-05,259.706
2001-09-06,258.022
2001-09-07,259.917
2001-09-10,256.438
2001-09-11,250.726
2001-09-12,249.941
2001-09-13,251.639
2001-09-14,247.784
2001-09-17,245.026
2001-09-18,243.692
2001-09-19,242.251
2001-09-20,235.312
2001-09-21,224.774
2001-09-24,231.561
2001-09-25,236.609
2001-09-26,237.856
2001-09-27,241.736
2001-09-28,243.055
2001-10-01,243.709
2001-10-02,247.351
2001-10-03,247.783
2001-10-04,249.478
2001-10-05,244.86
2001-10-08,246.825
2001-10-09,246.893
2001-10-10,250.419
2001-10-11,247.527
2001-10-12,248.624
2001-10-15,248.149
2001-10-16,250.031
2001-10-17,252.896
2001-10-18,249.422
2001-10-19,244.596
2001-10-22,245.98
2001-10-23,247.048
2001-10-24,247.723
2001-10-25,244.917
2001-10-26,245.766
2001-10-29,248.941
2001-10-30,248.171
2001-10-31,250.698
2001-11-01,251.303
2001-11-02,248.448
2001-11-05,249.742
2001-11-06,249.164
2001-11-07,251.174
2001-11-08,254.075
2001-11-09,252.644
2001-11-12,249.871
2001-11-13,249.24
2001-11-14,249.557
2001-11-15,245.811
2001-11-16,247.187
2001-11-19,250.314
2001-11-20,250.413
2001-11-21,247.395
2001-11-22,252.151
2001-11-23,251.683
2001-11-26,252.248
2001-11-27,250.924
2001-11-28,251.191
2001-11-29,250.942
2001-11-30,254.673
2001-12-03,253.447
2001-12-04,257.21
2001-12-05,260.579
2001-12-06,261.474
2001-12-07,258.048
2001-12-10,255.209
2001-12-11,257.072
2001-12-12,256.484
2001-12-13,251.928
2001-12-14,254.55
2001-12-17,260.231
2001-12-18,254.958
2001-12-19,253.811
2001-12-20,252.088
2001-12-21,252.204
2001-12-24,249.688
2001-12-25,249.688
2001-12-26,249.901
2001-12-27,253.342
2001-12-28,252.138
2001-12-31,254.615
2002-01-01,254.615
2002-01-02,258.065
2002-01-03,260.31
2002-01-04,255.394
2002-01-07,248.882
2002-01-08,247.562
2002-01-09,244.485
2002-01-10,245.58
2002-01-11,246.771
2002-01-14,244.857
2002-01-15,244.95
2002-01-16,240.541
2002-01-17,244.038
2002-01-18,244.774
2002-01-21,242.33
2002-01-22,243.286
2002-01-23,244.413
2002-01-24,244.966
2002-01-25,241.612
2002-01-28,243.217
2002-01-29,241.356
2002-01-30,239.446
2002-01-31,240.168
2002-02-01,241.423
2002-02-04,241.221
2002-02-05,239.717
2002-02-06,238.309
2002-02-07,239.77
2002-02-08,241.165
2002-02-11,241.622
2002-02-12,240.793
2002-02-13,241.192
2002-02-14,243.385
2002-02-15,244.137
2002-02-18,241.741
2002-02-19,239.751
2002-02-20,239.832
2002-02-21,240.098
2002-02-22,240.755
2002-02-25,242.251
2002-02-26,242.519
2002-02-27,246.241
2002-02-28,246.846
2002-03-01,250.275
2002-03-04,253.629
2002-03-05,251.123
2002-03-06,252.27
2002-03-07,256.012
2002-03-08,255.887
2002-03-11,257.094
2002-03-12,253.976
2002-03-13,252.804
2002-03-14,256.521
2002-03-15,257.35
2002-03-18,258.653
2002-03-19,260.422
2002-03-20,259.433
2002-03-21,258.718
2002-03-22,257.231
2002-03-25,254.0
2002-03-26,252.724
2002-03-27,252.343
2002-03-28,253.884
2002-03-29,253.884
2002-04-01,255.965
2002-04-02,256.103
2002-04-03,256.624
2002-04-04,256.191
2002-04-05,255.857
2002-04-08,252.243
2002-04-09,253.312
2002-04-10,256.009
2002-04-11,255.405
2002-04-12,254.571
2002-04-15,256.294
2002-04-16,259.813
2002-04-17,261.053
2002-04-18,261.657
2002-04-19,262.816
2002-04-22,262.825
2002-04-23,262.394
2002-04-24,264.323
2002-04-25,264.052
2002-04-26,263.569
2002-04-29,263.629
2002-04-30,264.137
2002-05-01,265.632
2002-05-02,263.04
2002-05-03,264.889
2002-05-06,264.112
2002-05-07,261.782
2002-05-08,263.389
2002-05-09,262.12
2002-05-10,261.405
2002-05-13,263.612
2002-05-14,262.551
2002-05-15,266.009
2002-05-16,264.478
2002-05-17,266.505
2002-05-20,265.48
2002-05-21,264.685
2002-05-22,267.045
2002-05-23,267.186
2002-05-24,269.066
2002-05-27,268.565
2002-05-28,270.792
2002-05-29,271.399
2002-05-30,270.571
2002-05-31,270.003
2002-06-03,271.162
2002-06-04,266.088
2002-06-05,262.783
2002-06-06,265.319
2002-06-07,262.857
2002-06-10,262.993
2002-06-11,263.461
2002-06-12,259.235
2002-06-13,256.753
2002-06-14,251.183
2002-06-17,259.066
2002-06-18,262.898
2002-06-19,260.107
2002-06-20,258.324
2002-06-21,254.242
2002-06-24,247.252
2002-06-25,248.887
2002-06-26,251.069
2002-06-27,250.621
2002-06-28,259.523
2002-07-01,259.82
2002-07-02,252.63
2002-07-03,246.612
2002-07-04,250.31
2002-07-05,261.317
2002-07-08,266.772
2002-07-09,265.19
2002-07-10,259.079
2002-07-11,252.559
2002-07-12,253.473
2002-07-15,246.661
2002-07-16,243.93
2002-07-17,250.92
2002-07-18,255.083
2002-07-19,244.682
2002-07-22,235.458
2002-07-23,228.112
2002-07-24,223.959
2002-07-25,232.695
2002-07-26,227.984
2002-07-29,240.047
2002-07-30,232.36
2002-07-31,228.09
2002-08-01,221.449
2002-08-02,224.264
2002-08-05,221.62
2002-08-06,223.275
2002-08-07,221.225
2002-08-08,230.883
2002-08-09,234.039
2002-08-12,229.88
2002-08-13,231.835
2002-08-14,227.446
2002-08-15,225.752
2002-08-16,233.524
2002-08-19,240.556
2002-08-20,236.255
2002-08-21,239.526
2002-08-22,242.084
2002-08-23,239.185
2002-08-26,237.555
2002-08-27,246.12
2002-08-28,238.447
2002-08-29,236.174
2002-08-30,237.601
2002-09-02,235.011
2002-09-03,230.923
2002-09-04,230.546
2002-09-05,227.553
2002-09-06,232.553
2002-09-09,228.299
2002-09-10,231.798
2002-09-11,238.717
2002-09-12,231.14
2002-09-13,227.436
2002-09-16,223.802
2002-09-17,221.047
2002-09-18,216.48
2002-09-19,213.611
2002-09-20,210.073
2002-09-23,204.177
2002-09-24,197.68
2002-09-25,200.285
2002-09-26,209.673
2002-09-27,207.904
2002-09-30,203.526
2002-10-01,200.47
2002-10-02,208.727
2002-10-03,207.746
2002-10-04,203.372
2002-10-07,201.316
2002-10-08,199.608
2002-10-09,197.104
2002-10-10,199.44
2002-10-11,206.808
2002-10-14,205.365
2002-10-15,214.3
2002-10-16,212.548
2002-10-17,215.188
2002-10-18,215.359
2002-10-21,216.566
2002-10-22,215.818
2002-10-23,210.085
2002-10-24,215.245
2002-10-25,217.016
2002-10-28,219.674
2002-10-29,214.975
2002-10-30,215.159
2002-10-31,221.094
2002-11-01,222.467
2002-11-04,229.99
2002-11-05,232.192
2002-11-06,230.672
2002-11-07,225.213
2002-11-08,226.233
2002-11-11,226.552
2002-11-12,228.373
2002-11-13,227.195
2002-11-14,231.551
2002-11-15,230.678
2002-11-18,234.898
2002-11-19,234.84
2002-11-20,232.925
2002-11-21,240.322
2002-11-22,240.668
2002-11-25,240.684
2002-11-26,237.298
2002-11-27,244.49
2002-11-28,244.694
2002-11-29,244.041
2002-12-02,247.51
2002-12-03,244.84
2002-12-04,242.715
2002-12-05,240.393
2002-12-06,242.159
2002-12-09,237.7
2002-12-10,239.903
2002-12-11,242.972
2002-12-12,239.37
2002-12-13,234.506
2002-12-16,243.489
2002-12-17,243.606
2002-12-18,239.326
2002-12-19,237.741
2002-12-20,239.734
2002-12-23,241.704
2002-12-24,242.705
2002-12-25,242.705
2002-12-26,243.317
2002-12-27,241.14
2002-12-30,243.975
2002-12-31,244.932
2003-01-01,244.932
2003-01-02,250.934
2003-01-03,249.547
2003-01-06,251.08
2003-01-07,251.867
2003-01-08,252.902
2003-01-09,256.879
2003-01-10,257.879
2003-01-13,261.599
2003-01-14,265.541
2003-01-15,266.196
2003-01-16,265.205
2003-01-17,262.366
2003-01-20,259.492
2003-01-21,256.902
2003-01-22,254.39
2003-01-23,258.21
2003-01-24,258.562
2003-01-27,249.967
2003-01-28,246.559
2003-01-29,248.122
2003-01-30,250.152
2003-01-31,248.71
2003-02-03,251.355
2003-02-04,249.532
2003-02-05,253.895
2003-02-06,250.399
2003-02-07,246.356
2003-02-10,245.03
2003-02-11,248.745
2003-02-12,246.357
2003-02-13,248.501
2003-02-14,252.593
2003-02-17,255.57
2003-02-18,258.968
2003-02-19,255.236
2003-02-20,255.947
2003-02-21,257.883
2003-02-24,252.882
2003-02-25,247.022
2003-02-26,246.526
2003-02-27,250.521
2003-02-28,254.34
2003-03-03,254.872
2003-03-04,252.346
2003-03-05,254.909
2003-03-06,253.657
2003-03-07,252.555
2003-03-10,248.236
2003-03-11,248.178
2003-03-12,241.752
2003-03-13,248.261
2003-03-14,254.651
2003-03-17,257.634
2003-03-18,256.057
2003-03-19,258.146
2003-03-20,255.578
2003-03-21,263.061
2003-03-24,256.224
2003-03-25,264.441
2003-03-26,264.645
2003-03-27,260.87
2003-03-28,262.79
2003-03-31,260.825
2003-04-01,264.307
2003-04-02,269.0
2003-04-03,271.281
2003-04-04,272.137
2003-04-07,275.32
2003-04-08,275.601
2003-04-09,278.225
2003-04-10,280.188
2003-04-11,278.808
2003-04-14,281.007
2003-04-15,283.259
2003-04-16,282.459
2003-04-17,286.055
2003-04-18,286.055
2003-04-21,284.822
2003-04-22,287.934
2003-04-23,287.491
2003-04-24,286.064
2003-04-25,283.673
2003-04-28,287.314
2003-04-29,286.825
2003-04-30,287.189
2003-05-01,289.826
2003-05-02,290.521
2003-05-05,292.596
2003-05-06,298.571
2003-05-07,294.405
2003-05-08,290.702
2003-05-09,296.67
2003-05-12,299.592
2003-05-13,297.781
2003-05-14,295.995
2003-05-15,298.975
2003-05-16,302.71
2003-05-19,297.957
2003-05-20,298.829
2003-05-21,296.618
2003-05-22,300.616
2003-05-23,304.888
2003-05-26,306.694
2003-05-27,307.575
2003-05-28,309.194
2003-05-29,311.617
2003-05-30,311.811
2003-06-02,314.681
2003-06-03,313.167
2003-06-04,315.364
2003-06-05,317.105
2003-06-06,321.667
2003-06-09,320.726
2003-06-10,321.987
2003-06-11,330.053
2003-06-12,335.066
2003-06-13,338.274
2003-06-16,346.404
2003-06-17,347.298
2003-06-18,345.458
2003-06-19,337.454
2003-06-20,345.163
2003-06-23,333.88
2003-06-24,329.842
2003-06-25,334.943
2003-06-26,332.068
2003-06-27,334.545
2003-06-30,329.032
2003-07-01,326.533
2003-07-02,329.781
2003-07-03,330.62
2003-07-04,330.071
2003-07-07,334.836
2003-07-08,335.963
2003-07-09,332.502
2003-07-10,329.685
2003-07-11,336.486
2003-07-14,338.446
2003-07-15,335.656
2003-07-16,330.731
2003-07-17,330.04
2003-07-18,328.233
2003-07-21,327.257
2003-07-22,329.56
2003-07-23,330.918
2003-07-24,339.198
2003-07-25,337.362
2003-07-28,342.316
2003-07-29,337.672
2003-07-30,336.488
2003-07-31,336.306
2003-08-01,333.79
2003-08-04,333.687
2003-08-05,336.039
2003-08-06,332.111
2003-08-07,331.621
2003-08-08,331.16
2003-08-11,332.646
2003-08-12,335.541
2003-08-13,334.324
2003-08-14,338.212
2003-08-15,337.972
2003-08-18,337.45
2003-08-19,335.39
2003-08-20,335.237
2003-08-21,331.326
2003-08-22,328.409
2003-08-25,328.103
2003-08-26,326.091
2003-08-27,327.475
2003-08-28,329.18
2003-08-29,328.383
2003-09-01,331.803
2003-09-02,328.547
2003-09-03,328.97
2003-09-04,331.036
2003-09-05,334.098
2003-09-08,338.568
2003-09-09,338.547
2003-09-10,335.42
2003-09-11,333.63
2003-09-12,333.446
2003-09-15,335.413
2003-09-16,335.368
2003-09-17,337.285
2003-09-18,340.369
2003-09-19,340.14
2003-09-22,337.229
2003-09-23,335.762
2003-09-24,333.066
2003-09-25,333.439
2003-09-26,327.375
2003-09-29,326.89
2003-09-30,327.756
2003-10-01,332.23
2003-10-02,332.088
2003-10-03,337.999
2003-10-06,337.172
2003-10-07,338.942
2003-10-08,342.856
2003-10-09,345.698
2003-10-10,346.143
2003-10-13,347.44
2003-10-14,347.813
2003-10-15,347.424
2003-10-16,348.147
2003-10-17,345.465
2003-10-20,345.691
2003-10-21,348.428
2003-10-22,345.918
2003-10-23,343.291
2003-10-24,345.194
2003-10-27,348.196
2003-10-28,349.316
2003-10-29,349.498
2003-10-30,356.039
2003-10-31,355.434
2003-11-03,357.419
2003-11-04,357.618
2003-11-05,356.723
2003-11-06,357.753
2003-11-07,361.77
2003-11-10,359.332
2003-11-11,357.961
2003-11-12,364.157
2003-11-13,367.457
2003-11-14,371.511
2003-11-17,363.211
2003-11-18,366.031
2003-11-19,367.147
2003-11-20,367.255
2003-11-21,369.901
2003-11-24,370.187
2003-11-25,371.839
2003-11-26,374.253
2003-11-27,374.703
2003-11-28,378.581
2003-12-01,385.343
2003-12-02,388.077
2003-12-03,390.715
2003-12-04,387.971
2003-12-05,389.644
2003-12-08,392.099
2003-12-09,391.488
2003-12-10,390.955
2003-12-11,392.314
2003-12-12,396.641
2003-12-15,399.505
2003-12-16,401.073
2003-12-17,405.835
2003-12-18,410.083
2003-12-19,410.804
2003-12-22,414.086
2003-12-23,418.165
2003-12-24,419.344
2003-12-25,419.344
2003-12-26,419.176
2003-12-29,423.989
2003-12-30,426.249
2003-12-31,429.072
2004-01-01,429.072
2004-01-02,435.202
2004-01-05,439.131
2004-01-06,441.764
2004-01-07,437.198
2004-01-08,436.514
2004-01-09,442.101
2004-01-12,441.175
2004-01-13,441.024
2004-01-14,436.879
2004-01-15,432.964
2004-01-16,427.136
2004-01-19,426.927
2004-01-20,432.678
2004-01-21,439.437
2004-01-22,445.16
2004-01-23,444.075
2004-01-26,435.313
2004-01-27,437.85
2004-01-28,441.075
2004-01-29,428.373
2004-01-30,427.75
2004-02-02,429.3
2004-02-03,432.654
2004-02-04,428.049
2004-02-05,433.062
2004-02-06,441.084
2004-02-09,445.631
2004-02-10,448.339
2004-02-11,448.167
2004-02-12,455.229
2004-02-13,452.444
2004-02-16,453.705
2004-02-17,453.473
2004-02-18,454.443
2004-02-19,454.616
2004-02-20,446.42
2004-02-23,446.702
2004-02-24,445.005
2004-02-25,441.668
2004-02-26,435.91
2004-02-27,440.864
2004-03-01,441.971
2004-03-02,439.552
2004-03-03,429.43
2004-03-04,435.354
2004-03-05,444.024
2004-03-08,442.776
2004-03-09,441.24
2004-03-10,436.018
2004-03-11,427.232
2004-03-12,420.698
2004-03-15,404.679
2004-03-16,414.399
2004-03-17,417.18
2004-03-18,416.945
2004-03-19,418.263
2004-03-22,412.084
2004-03-23,413.202
2004-03-24,409.936
2004-03-25,415.117
2004-03-26,414.883
2004-03-29,420.451
2004-03-30,421.555
2004-03-31,426.007
2004-04-01,432.016
2004-04-02,433.483
2004-04-05,429.799
2004-04-06,432.69
2004-04-07,437.972
2004-04-08,441.083
2004-04-09,441.083
2004-04-12,439.844
2004-04-13,435.311
2004-04-14,430.772
2004-04-15,429.216
2004-04-16,438.379
2004-04-19,435.139
2004-04-20,432.661
2004-04-21,426.868
2004-04-22,428.067
2004-04-23,428.418
2004-04-26,432.172
2004-04-27,433.408
2004-04-28,424.873
2004-04-29,424.673
2004-04-30,423.565
2004-05-03,426.382
2004-05-04,428.765
2004-05-05,434.593
2004-05-06,427.375
2004-05-07,416.44
2004-05-10,403.781
2004-05-11,407.055
2004-05-12,406.729
2004-05-13,406.185
2004-05-14,404.995
2004-05-17,403.702
2004-05-18,404.32
2004-05-19,415.825
2004-05-20,408.239
2004-05-21,410.3
2004-05-24,412.347
2004-05-25,415.133
2004-05-26,419.636
2004-05-27,427.582
2004-05-28,425.016
2004-05-31,424.901
2004-06-01,419.708
2004-06-02,423.528
2004-06-03,421.889
2004-06-04,428.803
2004-06-07,435.399
2004-06-08,433.367
2004-06-09,426.33
2004-06-10,429.487
2004-06-11,424.729
2004-06-14,422.224
2004-06-15,426.871
2004-06-16,427.888
2004-06-17,431.334
2004-06-18,435.497
2004-06-21,435.257
2004-06-22,430.481
2004-06-23,433.769
2004-06-24,439.795
2004-06-25,434.294
2004-06-28,437.554
2004-06-29,431.977
2004-06-30,430.631
2004-07-01,432.344
2004-07-02,434.572
2004-07-05,435.672
2004-07-06,434.25
2004-07-07,439.255
2004-07-08,441.406
2004-07-09,439.721
2004-07-12,440.427
2004-07-13,438.864
2004-07-14,437.055
2004-07-15,435.242
2004-07-16,438.853
2004-07-19,437.415
2004-07-20,435.855
2004-07-21,431.723
2004-07-22,428.027
2004-07-23,414.605
2004-07-26,409.272
2004-07-27,411.86
2004-07-28,408.254
2004-07-29,408.635
2004-07-30,409.882
2004-08-02,409.502
2004-08-03,413.091
2004-08-04,409.122
2004-08-05,410.665
2004-08-06,411.328
2004-08-09,408.988
2004-08-10,412.856
2004-08-11,406.587
2004-08-12,407.235
2004-08-13,408.614
2004-08-16,408.316
2004-08-17,411.087
2004-08-18,411.279
2004-08-19,415.258
2004-08-20,412.296
2004-08-23,412.371
2004-08-24,408.627
2004-08-25,407.122
2004-08-26,409.607
2004-08-27,411.181
2004-08-30,411.543
2004-08-31,415.931
2004-09-01,420.783
2004-09-02,423.088
2004-09-03,422.354
2004-09-06,425.322
2004-09-07,424.851
2004-09-08,424.478
2004-09-09,421.955
2004-09-10,427.5
2004-09-13,427.282
2004-09-14,427.6
2004-09-15,418.391
2004-09-16,419.358
2004-09-17,419.631
2004-09-20,417.434
2004-09-21,422.272
2004-09-22,418.995
2004-09-23,419.556
2004-09-24,419.42
2004-09-27,418.532
2004-09-28,422.217
2004-09-29,424.506
2004-09-30,426.969
2004-10-01,432.929
2004-10-04,433.035
2004-10-05,433.693
2004-10-06,435.141
2004-10-07,434.824
2004-10-08,439.097
2004-10-11,437.414
2004-10-12,434.852
2004-10-13,433.475
2004-10-14,437.866
2004-10-15,441.544
2004-10-18,442.761
2004-10-19,444.987
2004-10-20,445.694
2004-10-21,448.998
2004-10-22,450.566
2004-10-25,448.819
2004-10-26,449.442
2004-10-27,454.417
2004-10-28,457.576
2004-10-29,457.932
2004-11-01,458.814
2004-11-02,460.672
2004-11-03,465.884
2004-11-04,469.85
2004-11-05,472.39
2004-11-08,473.114
2004-11-09,469.124
2004-11-10,468.753
2004-11-11,473.455
2004-11-12,477.324
2004-11-15,479.386
2004-11-16,477.225
2004-11-17,488.651
2004-11-18,488.779
2004-11-19,492.492
2004-11-22,490.314
2004-11-23,489.571
2004-11-24,493.575
2004-11-25,501.287
2004-11-26,500.954
2004-11-29,499.387
2004-11-30,499.224
2004-12-01,502.162
2004-12-02,501.123
2004-12-03,503.937
2004-12-06,506.048
2004-12-07,505.931
2004-12-08,499.884
2004-12-09,497.953
2004-12-10,498.092
2004-12-13,504.015
2004-12-14,504.118
2004-12-15,508.292
2004-12-16,505.299
2004-12-17,502.683
2004-12-20,509.647
2004-12-21,510.533
2004-12-22,516.798
2004-12-23,523.611
2004-12-24,524.968
2004-12-27,528.537
2004-12-28,529.799
2004-12-29,529.81
2004-12-30,529.786
2004-12-31,528.329
2005-01-03,526.692
2005-01-04,520.324
2005-01-05,512.96
2005-01-06,508.922
2005-01-07,503.274
2005-01-10,504.922
2005-01-11,507.034
2005-01-12,513.184
2005-01-13,514.831
2005-01-14,512.235
2005-01-17,515.885
2005-01-18,513.235
2005-01-19,513.074
2005-01-20,506.917
2005-01-21,507.142
2005-01-24,508.557
2005-01-25,508.087
2005-01-26,513.411
2005-01-27,515.506
2005-01-28,514.956
2005-01-31,519.02
2005-02-01,520.246
2005-02-02,524.552
2005-02-03,522.202
2005-02-04,528.281
2005-02-07,526.648
2005-02-08,527.394
2005-02-09,527.005
2005-02-10,530.467
2005-02-11,540.259
2005-02-14,543.632
2005-02-15,544.893
2005-02-16,542.493
2005-02-17,547.03
2005-02-18,547.94
2005-02-21,541.263
2005-02-22,542.755
2005-02-23,540.812
2005-02-24,542.254
2005-02-25,544.3
2005-02-28,546.486
2005-03-01,547.943
2005-03-02,543.604
2005-03-03,545.225
2005-03-04,558.655
2005-03-07,556.032
2005-03-08,558.352
2005-03-09,556.424
2005-03-10,552.767
2005-03-11,556.516
2005-03-14,552.752
2005-03-15,554.652
2005-03-16,549.138
2005-03-17,549.932
2005-03-18,548.513
2005-03-21,542.327
2005-03-22,546.932
2005-03-23,535.707
2005-03-24,538.298
2005-03-25,538.298
2005-03-28,534.52
2005-03-29,537.892
2005-03-30,536.059
2005-03-31,536.442
2005-04-01,536.012
2005-04-04,525.508
2005-04-05,531.952
2005-04-06,537.405
2005-04-07,540.145
2005-04-08,536.905
2005-04-11,538.962
2005-04-12,533.533
2005-04-13,538.392
2005-04-14,533.994
2005-04-15,527.151
2005-04-18,521.708
2005-04-19,524.627
2005-04-20,524.192
2005-04-21,524.557
2005-04-22,528.613
2005-04-25,526.016
2005-04-26,524.638
2005-04-27,520.043
2005-04-28,518.675
2005-04-29,517.895
2005-05-02,521.575
2005-05-03,528.289
2005-05-04,532.669
2005-05-05,533.062
2005-05-06,530.945
2005-05-09,527.779
2005-05-10,524.842
2005-05-11,522.039
2005-05-12,519.705
2005-05-13,520.599
2005-05-16,517.893
2005-05-17,517.414
2005-05-18,526.829
2005-05-19,528.019
2005-05-20,521.13
2005-05-23,523.846
2005-05-24,522.857
2005-05-25,522.798
2005-05-26,524.558
2005-05-27,524.702
2005-05-30,526.412
2005-05-31,516.777
2005-06-01,520.577
2005-06-02,521.011
2005-06-03,518.522
2005-06-06,516.47
2005-06-07,521.003
2005-06-08,519.303
2005-06-09,513.662
2005-06-10,515.165
2005-06-13,512.763
2005-06-14,515.244
2005-06-15,515.648
2005-06-16,518.095
2005-06-17,527.526
2005-06-20,521.73
2005-06-21,525.564
2005-06-22,525.753
2005-06-23,526.125
2005-06-24,523.148
2005-06-27,524.856
2005-06-28,524.652
2005-06-29,527.244
2005-06-30,529.694
2005-07-01,528.938
2005-07-04,526.048
2005-07-05,527.579
2005-07-06,530.23
2005-07-07,520.967
2005-07-08,529.33
2005-07-11,538.063
2005-07-12,543.76
2005-07-13,542.191
2005-07-14,543.514
2005-07-15,539.524
2005-07-18,542.02
2005-07-19,542.343
2005-07-20,540.339
2005-07-21,547.269
2005-07-22,546.504
2005-07-25,546.157
2005-07-26,545.307
2005-07-27,546.257
2005-07-28,549.595
2005-07-29,551.744
2005-08-01,552.604
2005-08-02,555.293
2005-08-03,560.769
2005-08-04,558.157
2005-08-05,555.345
2005-08-08,560.559
2005-08-09,562.114
2005-08-10,568.212
2005-08-11,572.604
2005-08-12,571.294
2005-08-15,567.318
2005-08-16,562.895
2005-08-17,558.872
2005-08-18,549.74
2005-08-19,554.003
2005-08-22,560.533
2005-08-23,554.019
2005-08-24,553.933
2005-08-25,550.522
2005-08-26,547.74
2005-08-29,545.755
2005-08-30,541.331
2005-08-31,551.364
2005-09-01,566.133
2005-09-02,570.674
2005-09-05,575.425
2005-09-06,584.551
2005-09-07,584.485
2005-09-08,584.619
2005-09-09,588.041
2005-09-12,582.136
2005-09-13,577.823
2005-09-14,580.345
2005-09-15,577.269
2005-09-16,579.308
2005-09-19,575.311
2005-09-20,579.5
2005-09-21,575.49
2005-09-22,576.198
2005-09-23,580.269
2005-09-26,587.245
2005-09-27,584.378
2005-09-28,592.716
2005-09-29,592.862
2005-09-30,596.805
2005-10-03,593.388
2005-10-04,597.412
2005-10-05,590.192
2005-10-06,592.416
2005-10-07,589.99
2005-10-10,589.458
2005-10-11,585.76
2005-10-12,584.211
2005-10-13,571.878
2005-10-14,584.28
2005-10-17,583.671
2005-10-18,573.862
2005-10-19,570.632
2005-10-20,569.788
2005-10-21,569.975
2005-10-24,577.263
2005-10-25,577.402
2005-10-26,575.765
2005-10-27,569.713
2005-10-28,569.008
2005-10-31,576.624
2005-11-01,574.883
2005-11-02,579.202
2005-11-03,582.466
2005-11-04,568.633
2005-11-07,566.362
